lepton,kinematic_point,s_regime,theta_p_gamma_regime,qOut_regime,lepton_mass,s,sqrt_s,pIn,pOut,theta_p_in,phi_p_in,theta_lepton_in,phi_lepton_in,qOut,theta_p_out,phi_p_out,theta_gamma_out,phi_gamma_out,theta_lepton_out,phi_lepton_out,cos_p_gamma_out,Q2,xB,t,F1,F2,W2,y,theta_lepton_gamma_rad,theta_lepton_gamma_deg,k_dot_qout,kp_dot_qout,abs_k_dot_qout,abs_kp_dot_qout,aligned,reference_name,phi_p_out_defined,phi_gamma_out_defined,search_stage,sample_id,alpha_e,alpha_p,lepton_electron_alpha_e_mix_proton_alpha_p_mix_trace,lepton_electron_alpha_e_mix_proton_alpha_p_mix_spin_signal_M2,lepton_electron_alpha_e_mix_proton_alpha_p_mix_cross_section_ratio,lepton_electron_alpha_e_mix_proton_alpha_p_mix_purity,lepton_electron_alpha_e_mix_proton_alpha_p_mix_M2_magic,lepton_electron_alpha_e_mix_proton_alpha_p_mix_h_out_mean,lepton_electron_alpha_e_mix_proton_alpha_p_mix_lambda_mean,lepton_electron_alpha_e_mix_proton_alpha_p_mix_h_lambda,lepton_electron_alpha_e_mix_proton_alpha_p_mix_h_lambda_connected,lepton_electron_alpha_e_mix_proton_alpha_p_mix_C_e_p,lepton_electron_alpha_e_mix_proton_alpha_p_mix_C_e_gamma,lepton_electron_alpha_e_mix_proton_alpha_p_mix_C_p_gamma,lepton_electron_alpha_e_mix_proton_alpha_p_mix_C_e_rest,lepton_electron_alpha_e_mix_proton_alpha_p_mix_C_p_rest,lepton_electron_alpha_e_mix_proton_alpha_p_mix_C_gamma_rest,lepton_electron_alpha_e_mix_proton_alpha_p_mix_D_W,lepton_electron_alpha_e_mix_proton_alpha_p_mix_dGHZ,lepton_electron_alpha_e_mix_proton_alpha_p_mix_F3,lepton_electron_alpha_e_mix_proton_alpha_p_mix_M_e,lepton_electron_alpha_e_mix_proton_alpha_p_mix_M_p,lepton_electron_alpha_e_mix_proton_alpha_p_mix_M_gamma,lepton_electron_alpha_e_mix_proton_alpha_p_mix_GHZ_plus_fidelity,lepton_electron_alpha_e_mix_proton_alpha_p_mix_GHZ_minus_fidelity,lepton_electron_alpha_e_mix_proton_alpha_p_mix_GHZ_phase_fidelity,lepton_electron_alpha_e_mix_proton_alpha_p_mix_GHZ_subspace_population,lepton_electron_alpha_e_mix_proton_alpha_p_mix_GHZ_coherence_abs,lepton_electron_alpha_e_mix_proton_alpha_p_mix_GHZ_coherence_phase_rad,lepton_electron_alpha_e_mix_proton_alpha_p_mix_GHZ_coherence_visibility,lepton_electron_alpha_e_mix_proton_alpha_p_mix_GHZ_purity,lepton_electron_alpha_e_mix_proton_alpha_p_mix_W_fidelity,lepton_electron_alpha_e_mix_proton_alpha_p_mix_W_subspace_population,lepton_electron_alpha_e_mix_proton_alpha_p_mix_W_subspace_max_fidelity,lepton_electron_alpha_e_mix_proton_alpha_p_mix_Wbar_fidelity,lepton_electron_alpha_e_mix_proton_alpha_p_mix_Wbar_subspace_population,lepton_electron_alpha_e_mix_proton_alpha_p_mix_Wbar_subspace_max_fidelity,lepton_electron_alpha_e_mix_proton_alpha_p_mix_W_purity,coordinate_system,p_out_x,p_out_y,p_out_z,q_out_x,q_out_y,q_out_z,cartesian_energy_residual,cartesian_momentum_residual,optimization_run,start_source,screening_dGHZ,success,lbfgs_success,lbfgs_status,lbfgs_message,lbfgs_iterations,function_evaluations,lbfgs_function_evaluations,lbfgs_gradient_norm,initial_dGHZ,lbfgs_dGHZ,final_dGHZ,local_search_polls,local_search_moves,local_search_poll_limit_reached,smallest_tested_step,best_neighbor_dGHZ,local_minimum_verified,initial_u0,initial_u1,initial_u2,initial_u3,initial_u4,initial_u5,initial_u6,initial_u7,final_u0,final_u1,final_u2,final_u3,final_u4,final_u5,final_u6,final_u7,local_minimum_id,dGHZ_above_global_minimum,within_polarization_cluster_cut,polarization_cluster_id,polarization_cluster_size,polarization_cluster_distance,polarization_cluster_representative,polarization_configuration,polarization_alpha_e_region,polarization_clustering_scheme
electron,gradient_local_minimum_0384,cartesian_gradient,cartesian_gradient,cartesian_gradient,0.00051099895,18.049584299653098,4.2484802341135,2.0206919963880052,1.4648910798592751,0.0,0.0,3.141592653589793,0.0,1.9865555928324405,0.0008007211071160944,6.27645559449368,3.123938783685607,3.14185738557364,0.06492307247907395,0.0005067749791329212,-0.9998579887033655,4.218443820746822,0.24889199257519687,-0.07046023270750265,0.8430851494268882,1.4420197047675356,13.610293460632324,0.9871374431611438,3.094323450304916,177.29167415083063,0.0006256457804250104,2.074617439800086,0.0006256457804250104,2.074617439800086,False,,True,True,cartesian_gradient,793001262,2.0034727647237767,2.7156027500828808,0.9999999999999999,586845.3613255615,0.5770000046014079,0.9999999999999998,0.001023962485440347,0.006670509433141902,0.006669931530715656,0.9996812757483653,0.9996367839071713,2.224161931298701e-06,4.1377377587722814e-05,5.3643141669668104e-05,0.9999777431786682,0.9999777437614048,0.9999777446150199,1.1546443947610172,8.109205492959149e-05,0.9999554881987314,0.9999554851356681,0.9999554851356162,0.9999554851356679,8.554908029270193e-05,4.128242068821692e-09,8.555300787347546e-05,8.555320853477076e-05,4.277640360609008e-05,-0.013551231019481764,0.9999953090877891,8.554908029270193e-05,0.171201733334521,0.4966214573533596,0.4966214573533594,0.1620596902795996,0.5032929894381057,0.5032929894381066,0.171201733334521,cartesian_final_momenta,0.0011729425207096522,-7.893685327609035e-06,1.4648906102486992,-0.035068571124791385,-9.28377262143171e-06,-1.9862460367857067,0.0,0.0,793,sobol_physical_fill,nan,True,True,0,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,46,1318,747,0.3186890119070147,0.7330835400390265,8.77044099684854e-05,8.109205492959149e-05,25,11,False,1e-05,8.11061931307678e-05,True,0.48165523575404284,0.49696603848403686,0.4891684313459971,0.3800657262565656,0.5371475711011107,0.3147701626843361,0.9269331255927682,0.6828629504889251,0.500117294252071,0.49999921063146724,0.6464890610248699,0.4927301537086117,0.49999807543912406,0.088243748713693,0.6377251877115498,0.8644032022992708,384,8.107330505098744e-05,True,3,270,0.1596754158715234,False,"alpha_e in [pi/2,pi],alpha_p~3pi/4","[pi/2,pi]",GHZ alpha_e boundary regions
electron,gradient_local_minimum_0385,cartesian_gradient,cartesian_gradient,cartesian_gradient,0.00051099895,1.695480707366887,1.3021062580937421,0.31319866478863545,0.15792825339967861,0.0,0.0,3.141592653589793,0.0,0.22032283286473311,2.3327286607225606,6.282993017533745,1.4339376585855,3.141411218051305,0.9214057193317362,6.28301579659655,-0.8109200156517679,0.1312570667642672,0.2162987215547209,-0.1899036207484445,0.663552869920139,1.0555915164646867,1.3554193075595946,0.7439986002539715,2.355343377837966,134.95123485420265,0.07841936268640182,0.04909608569431317,0.07841936268640182,0.04909608569431317,False,,True,True,cartesian_gradient,664001207,0.6044467660052242,1.0637146344486135,1.0,407.2689343041422,0.8763603547786859,1.0,0.4762172735409113,0.0020160875932372924,0.0019678444278175,0.7136653204293373,0.7136613530826009,2.6962047642479067e-05,7.675271213389294e-05,5.379087111503227e-06,0.9999972190803069,0.999997216149169,0.9999972187312381,1.1546375541777953,8.171795220427084e-05,0.999994435981549,0.9999944315504165,0.9999944315502012,0.9999944315502983,0.8465275505053247,1.9703248664182382e-05,0.8465275831958956,0.8465472537539889,0.4232539563189011,-0.0003930300344792351,0.9999535275603196,0.8465275505053247,0.04267514715894924,0.06132121831678105,0.06132121831678104,0.030692339868246037,0.09213152792923013,0.09213152792923013,0.04267514715894924,cartesian_final_momenta,0.11426163123991251,-2.1971328875158846e-05,-0.10902115558701464,-0.21826269203301188,3.960060949537752e-05,0.030059048219054932,0.0,0.0,664,sobol_physical_fill,nan,True,True,0,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,35,1262,810,33.96389623345139,1.0397116038607985,0.00037170243009027553,8.171795220427084e-05,20,6,False,1e-05,8.734979941726979e-05,True,0.5174615752627625,0.5251566037467061,0.5080606159688373,0.49573381499185337,0.49533732154744686,0.5040328041611893,0.2110673664137721,0.3686561565846205,0.5114261631239913,0.4999978028671125,0.48909788444129854,0.4547533255182189,0.5000082093548395,0.5062313534087357,0.19240138129128329,0.3385908842233707,385,8.169920232566679e-05,True,0,297,0.10778449828843441,False,"alpha_e in [0,pi/2),alpha_p~pi/4","[0,pi/2)",GHZ alpha_e boundary regions
electron,gradient_local_minimum_0386,cartesian_gradient,cartesian_gradient,cartesian_gradient,0.00051099895,17.62567344166568,4.1982941109057235,1.9943611274882818,0.17955148222896622,0.0,0.0,3.141592653589793,0.0,1.531871319652067,3.1230925644999683,6.239665511629638,3.140668967632552,3.1415896324214643,0.0011154038715130074,3.065820624381744,0.999811380588958,13.65253436604975,0.8517659012143491,-3.1660155494361497,0.05986732311412964,0.0417603019431993,3.2558150561390793,0.9571640346606268,3.13955501393516,179.883251847621,1.4035843114434954e-06,5.243260811891112,1.4035843114434954e-06,5.243260811891112,False,,True,True,cartesian_gradient,240000700,1.9423253946640266,0.37183296203506694,1.0,38650.2407684283,0.4583320055100422,1.0,0.2569463786649216,-0.001821917387486549,-0.0014909561759411938,0.8194652369683157,0.8194625205693348,3.825216004684601e-06,7.590228246226946e-06,8.122518826131987e-05,0.999998336986279,0.9999983402568116,0.9999983402783097,1.15464705393456,8.173621233417608e-05,0.9999966783503589,0.9999966739030798,0.9999966739042144,0.9999966739042313,0.0017237517993586304,0.9079620797123658,0.9096850772254128,0.9096858315117243,0.4548421614695507,3.0545235330504403,0.9999983416553598,0.0017237517993586304,0.014596568566898224,0.04523939785523399,0.04523939785523397,0.01412615729995433,0.045074770633041744,0.04507477063304173,0.014596568566898224,cartesian_final_momenta,0.003318383996514518,-0.00014450663514187223,-0.17952075706197002,-0.0014149678250492683,4.274855979250604e-09,-1.5318706661590655,0.0,2.220446051975325e-16,240,angular_minimum:240,8.306162946651394e-05,True,False,2,ABNORMAL: ,0,743,171,2051.9755395203506,8.306021974375366e-05,8.306021974375366e-05,8.173621233417608e-05,25,11,False,1e-05,8.173738323925158e-05,True,0.5000022485559015,0.5000199633989858,0.482047924293803,0.4997066718641383,0.5000000008861937,0.18243746682367012,0.6182613753073927,0.11845797110601393,0.5003318383996515,0.4999855493364858,0.482047924293803,0.4997066718641383,0.5000000008861937,0.18243746682367012,0.6182613753073927,0.11835810782476391,386,8.171746245557204e-05,True,2,192,0.18973944796539793,False,"alpha_e in [pi/2,pi],alpha_p~pi/4","[pi/2,pi]",GHZ alpha_e boundary regions
electron,gradient_local_minimum_0387,cartesian_gradient,cartesian_gradient,cartesian_gradient,0.00051099895,22.988251942153077,4.794606547168712,2.3055497299674172,1.7508346880240886,0.0,0.0,3.141592653589793,0.0,2.279160210197796,0.0005052834156945116,6.2408922538225795,3.126068750211135,3.14227059678812,0.06523471441473778,0.0017796108934539565,-0.99988721540649,4.874983297923563,0.2225105239419631,-0.05491467218150459,0.8728453501573119,1.5097506214510459,17.913861730697874,0.9909805059103021,3.0918818301955673,177.15177962339067,0.0006332876408015053,2.410667600511832,0.0006332876408015053,2.410667600511832,False,,True,True,cartesian_gradient,2011003425,0.5168166210347006,1.0609483379802715,1.0,1184744.364248461,0.73564810410926,1.0,0.0008937419739409141,-0.006514354016772972,-0.006513745871452592,0.9997171590978831,0.9996747262513012,5.990404168258421e-07,4.1991017458913355e-05,5.5818240693598854e-05,0.9999787739900992,0.9999787746663119,0.9999787755477928,1.1546437230366147,8.17391563719369e-05,0.9999575499199811,0.9999575466671374,0.9999575466671038,0.9999575466671414,7.130623298200043e-05,1.2891593598917994e-07,7.143511181925336e-05,7.14351489179896e-05,3.5717537360258555e-05,-0.08497589022657623,0.9999989613310307,7.130623298200043e-05,0.1658285084607839,0.5032216795298744,0.5032216795298747,0.16745824711053725,0.49670688532120755,0.49670688532120766,0.1658285084607839,cartesian_final_momenta,0.0008838766081686877,-3.74041448375495e-05,1.7508344645201268,-0.03538003366850881,-2.3985656856816946e-05,-2.2788855865073976,8.881784197001252e-16,6.776263578034403e-21,2011,sobol_physical_fill,nan,True,True,0,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,73,3481,3051,0.390053523843365,0.9953848611765961,8.605791606530809e-05,8.17391563719369e-05,23,9,False,1e-05,8.17492846051617e-05,True,0.4676846734662679,0.506510227346008,0.5074922524504035,0.48937194339186074,0.48069798621567617,0.48919931053074517,0.36523483879864216,0.2750212950631976,0.5000883876608169,0.49999625958551625,0.6750834464520127,0.49266558635540264,0.49999502768339416,0.02757847274087725,0.16450783981944683,0.33771034470938216,387,8.172040649333285e-05,True,0,297,0.12429457371434309,False,"alpha_e in [0,pi/2),alpha_p~pi/4","[0,pi/2)",GHZ alpha_e boundary regions
electron,gradient_local_minimum_0388,cartesian_gradient,cartesian_gradient,cartesian_gradient,0.00051099895,12.1857537991308,3.4908099059001767,1.6193820062014908,1.3977023937519224,0.0,0.0,3.141592653589793,0.0,1.60006228224039,0.0006888072395484286,6.258243237204189,3.1102964576689844,3.1346684737262005,0.23895089116233265,6.276614364340481,-0.9995316269467768,1.3248125059090894,0.11847480183254391,-0.013741581517623211,0.9637412331270203,1.7150773336638492,10.737261684959867,0.9890606459634139,2.9339379561070986,168.1022622381757,0.0012689602263300515,0.6568044224220628,0.0012689602263300515,0.6568044224220628,False,,True,True,cartesian_gradient,502002802,0.6542407995905887,0.9392172610465477,0.9999999999999998,1031342.3394178279,0.9317981838236908,0.9999999999999993,0.007092768273544659,-0.0038281691056651357,-0.0038313858137641876,0.9981841039480832,0.998169436755279,7.740346207875648e-06,7.421547857045478e-05,3.1941486097452774e-05,0.9999926525143896,0.9999926502704576,0.9999926529945762,1.154634780716515,8.248687110157283e-05,0.9999853039069425,0.9999852995149147,0.9999852995147622,0.9999852995149351,0.0008636303128613588,7.469203444047273e-07,0.0008641699927518776,0.0008643772332057636,0.0004319813761489958,-0.04999146090686746,0.9995204860888866,0.0008636303128613588,0.18066619190080752,0.5014437557859156,0.5014437557859155,0.15183708076116662,0.4976918669808787,0.49769186698087914,0.18066619190080752,cartesian_final_momenta,0.0009624480010506087,-2.4010424612974646e-05,1.3977020621782021,-0.0500664883633286,0.00034667491094201853,-1.5992787541913374,0.0,0.0,502,sobol_physical_fill,nan,True,False,2,ABNORMAL: ,46,2860,1341,13.222224345144562,1.0115673408205688,0.0003636521579085692,8.248687110157283e-05,70,56,False,1e-05,8.25228159067756e-05,True,0.4742370495142455,0.4474981180379234,0.628234422350425,0.4895988689312736,0.5012204744179476,0.3668756409302457,0.09030009061098099,0.2747437674552202,0.5000962448001051,0.4999975989575387,0.6397702062178202,0.4896210292271169,0.5000718670089711,0.16846351741332316,0.20825131445447248,0.2989621394655782,388,8.246812122296878e-05,True,0,297,0.06627692758431819,False,"alpha_e in [0,pi/2),alpha_p~pi/4","[0,pi/2)",GHZ alpha_e boundary regions
electron,gradient_local_minimum_0389,cartesian_gradient,cartesian_gradient,cartesian_gradient,0.00051099895,24.74154653173977,4.974087507446946,2.398600971096606,1.9006528376074843,0.0,0.0,3.141592653589793,0.0,2.3771072178099364,0.00039700502583675816,6.251236832758237,3.1265564238959653,3.141886675934585,0.07334208347081482,0.0009892753342802165,-0.9998928453617151,4.574877549873065,0.19314177936966354,-0.040039062802798564,0.9033553042548103,1.5794386634068098,19.991594816105604,0.9926629750612243,3.0832867952432306,176.65932039585434,0.0006446643824356002,2.268063907917569,0.0006446643824356002,2.268063907917569,False,,True,True,cartesian_gradient,896011457,2.1423908208152787,2.577947206106683,1.0,1821400.7802063192,0.8258335832350368,1.0000000000000002,0.0008747338654135645,0.0062868517091887455,0.006286543786733212,0.9997544872839361,0.9997149647153856,3.5334752795182575e-06,5.6885478234181e-05,4.62484206727602e-05,0.9999802310646805,0.9999802305161528,0.9999802321279205,1.1546389546326206,8.336992667676947e-05,0.999960462863307,0.9999604592717287,0.9999604592717363,0.9999604592717358,8.598634575499831e-05,8.846303130966796e-08,8.6074780991815e-05,8.607480878630798e-05,4.303737659866102e-05,-0.06411788225016474,0.9999993541782233,8.598634575499831e-05,0.17060669388822164,0.49681320180530586,0.49681320180530614,0.16265474992346352,0.5031007233859079,0.5031007233859077,0.17060669388822164,cartesian_final_momenta,0.000754183645800266,-2.410321823353989e-05,1.9006526878236973,-0.035741381769225644,-1.0508765176727488e-05,-2.3768385049226395,0.0,1.6940658945086007e-21,896,sobol_physical_fill,nan,True,True,0,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,14,11492,351,4.686063839258658,0.49169100157444584,0.034174163440454076,8.336992667676947e-05,502,488,False,1e-05,8.337584511782261e-05,True,0.5525506934216659,0.5569629745114927,0.46984792794593055,0.3082794070341269,0.3674462454005609,0.2068300994326182,0.7512728860601783,0.8168608862906696,0.50007541836458,0.49999758967817665,0.6900652687823697,0.4925906775391709,0.49999782149357397,0.007272465457669384,0.6819441783349093,0.8205860817636395,389,8.335117679816542e-05,True,3,270,0.0974290950910199,False,"alpha_e in [pi/2,pi],alpha_p~3pi/4","[pi/2,pi]",GHZ alpha_e boundary regions
electron,gradient_local_minimum_0390,cartesian_gradient,cartesian_gradient,cartesian_gradient,0.00051099895,24.99225004958293,4.99922494488725,2.4116144037554075,1.023541452516951,0.0,0.0,3.141592653589793,0.0,2.3171543075532797,0.002347748991181976,3.208863844307728,3.1278025990267593,6.282852535393122,0.02284718849630576,3.135767502302446,-0.9999344635834164,12.478312146241224,0.5275039070495894,-0.48850450489323527,0.41671032078092635,0.5833989795271722,12.056924694419134,0.9810465636729909,3.132534995042684,179.48103439298004,0.0005314475897346682,5.99543526826373,0.0005314475897346682,5.99543526826373,False,,True,True,cartesian_gradient,1342003024,2.9435455662512915,1.76744111019945,1.0,14846.060552672916,0.14811987001179763,1.0,0.004792305088016139,-0.004809080839935753,-0.0047982590075200116,0.9976746262317064,0.9976515510162484,1.7580457239051944e-05,4.599079341922356e-05,6.389200459476232e-05,0.999988432936789,0.9999884339203249,0.999988434823407,1.1546269479068738,8.391368717813824e-05,0.9999768679207889,0.9999768635831494,0.9999768635831633,0.9999768635832261,3.3446313949203485e-05,1.5496922471878237e-07,3.360052817652597e-05,3.3601283173922264e-05,1.6799886589564838e-05,0.13559910433998942,0.9999550613949839,3.3446313949203485e-05,0.1554528435649036,0.5023830964963705,0.5023830964963706,0.1777946775650696,0.4975833022204555,0.49758330222045566,0.1554528435649036,cartesian_final_momenta,-0.0023975809347304144,-0.00016153186400413855,1.0235386316762196,0.03195266982396811,-1.0632947412114424e-05,-2.3169339895195074,8.881784197001252e-16,3.3881317890172014e-21,1342,sobol_physical_fill,nan,True,False,1,STOP: TOTAL NO. OF ITERATIONS REACHED LIMIT,80,3084,2133,2.082178857691755,0.9730493787152916,0.00028667514420735,8.391368717813824e-05,45,31,False,1e-05,8.391422351561227e-05,True,0.48815880082402985,0.5117717341831942,0.4037280537660932,0.6776000956214674,0.49166496358426676,0.4019739408894182,0.5380806466564536,0.7664039013907312,0.49976024190652696,0.4999838468135996,0.602353863167622,0.5066239082679794,0.4999977957501309,0.01969089612572144,0.9369596541702503,0.5625939786241396,390,8.389493729953419e-05,True,3,270,0.26533077054031107,False,"alpha_e in [pi/2,pi],alpha_p~3pi/4","[pi/2,pi]",GHZ alpha_e boundary regions
electron,gradient_local_minimum_0391,cartesian_gradient,cartesian_gradient,cartesian_gradient,0.00051099895,9.194558843745762,3.032253096914201,1.3710455990341233,1.1642335265432957,0.0,0.0,3.141592653589793,0.0,1.3464344016861252,0.0014687820893335142,6.274255856670453,3.095070320740617,3.1386558374991957,0.3250246912695481,6.280416738119145,-0.9989852592179836,1.0186247130424482,0.12457736844989928,-0.01517852945333046,0.9601716659185165,1.7072363737760536,8.037862650973574,0.9833943525977047,2.86309029440486,164.04299023426682,0.0019974670232225655,0.5037205588177813,0.0019974670232225655,0.5037205588177813,False,,True,True,cartesian_gradient,1189001821,0.662302900301828,0.9397101928947736,0.9999999999999999,461841.3972377577,0.9415280004800543,0.9999999999999998,0.020425557251063986,0.004079026653300677,0.0040839771580082895,0.9943058865680605,0.9942892279163815,5.213722720047334e-06,7.519421064489107e-05,3.4040343689325635e-05,0.9999916224004932,0.9999916201527717,0.9999916229662865,1.1546344627070038,8.438524240167611e-05,0.9999832437498947,0.9999832391898184,0.9999832391898372,0.9999832391898333,0.0022729693243521134,1.8186344660461092e-06,0.0022731509128091224,0.0022747879588181598,0.0011357569334000423,-0.01788225177145082,0.998560704523961,0.0022729693243521134,0.1897156747563783,0.4966335141707662,0.49663351417076657,0.1414025595484395,0.5010916978704157,0.5010916978704159,0.1897156747563783,cartesian_final_momenta,0.0017099365635153685,-1.526919975014529e-05,1.164232270730905,-0.06261640649406804,0.00018389339881417724,-1.3449776019937512,8.881784197001252e-16,0.0,1189,sobol_physical_fill,nan,True,True,0,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,41,1879,918,15.647071191984645,0.9979871185280139,0.000460832513001908,8.438524240167611e-05,44,30,False,1e-05,8.445060099818344e-05,True,0.4681554496036539,0.542360513162981,0.5683956420103805,0.48420480852976133,0.497396871185268,0.4682372685914528,0.41768751852214336,0.3827725714072585,0.5001709936563515,0.499998473080025,0.6164232270730905,0.48701938413997264,0.5000381217911224,0.22118109982124906,0.21081756081426936,0.2991190445460834,391,8.436649252307206e-05,True,0,297,0.06481604686678366,False,"alpha_e in [0,pi/2),alpha_p~pi/4","[0,pi/2)",GHZ alpha_e boundary regions
electron,gradient_local_minimum_0392,cartesian_gradient,cartesian_gradient,cartesian_gradient,0.00051099895,9.0930710143345,3.015471938906827,1.361847641707282,1.361835117721521,0.0,0.0,3.141592653589793,0.0,1.3561477832379099,3.1275236132070128,4.436487159038764,0.014072053375938403,1.2940576576360485,0.013643813855834259,1.5021845082243892,-0.9999999999261411,0.031041699854773563,0.003781040208471771,-7.418080681970112,0.014999025629676609,0.006256489321555456,9.058632966643236,0.9995865100503605,0.0029102503555485174,0.16674506269937728,3.6935505931006665,3.1102042997443145e-05,3.6935505931006665,3.1102042997443145e-05,True,,True,True,cartesian_gradient,732002925,2.3234558189459555,2.388329480055732,1.0,28.813947538176993,0.9958552319206099,1.0,0.004249820220825903,0.002089091324169401,-0.002094632238439309,-0.9978777415730439,-0.9978733656950072,8.895067351807822e-06,8.223302424824616e-05,1.6835665193830496e-05,0.9999978061137591,0.9999978028743155,0.9999978062159206,1.1546382068779988,8.45227956612594e-05,0.9999956101408143,0.9999956053909388,0.9999956053908965,0.999995605390944,0.0010604710908610733,6.553389467102303e-07,0.001061124621455913,0.0010611264298077835,0.0005305614065520214,-0.049639193997860695,0.9999965916373025,0.0010604710908610733,0.1669637824289504,0.5005153887867869,0.5005153887867869,0.1660518693796175,0.4984234847834052,0.4984234847834052,0.1669637824289504,cartesian_final_momenta,-0.005219216545287453,-0.01843448320619223,-1.3617003405548385,0.005213896797477519,0.018357070923820735,1.3560135114401994,8.881784197001252e-16,0.0,732,sobol_physical_fill,nan,True,True,0,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,36,2961,837,10.656048162231539,1.0464367173379383,0.0006037473469826484,8.45227956612594e-05,94,80,False,1e-05,8.452271890664972e-05,True,0.45860894676059816,0.575146876706786,0.3986891352136139,0.4956092310662696,0.49954272396788024,0.5613250153655893,0.8523038178682327,0.850852195173502,0.49947807834547125,0.4981565516793808,0.36382996594451616,0.5010808603567548,0.5038054896363299,0.7811066855885375,0.7395789572817533,0.7602288849659321,392,8.450404578265535e-05,True,3,270,0.014009076109415078,False,"alpha_e in [pi/2,pi],alpha_p~3pi/4","[pi/2,pi]",GHZ alpha_e boundary regions
electron,gradient_local_minimum_0393,cartesian_gradient,cartesian_gradient,cartesian_gradient,0.00051099895,24.872207641401015,4.987204391380106,2.4053920271042073,1.8978959347930202,0.0,0.0,3.141592653589793,0.0,2.3835296292318358,0.00038899350573826834,3.1245121929931483,3.1265279847880083,0.0004267292695982564,0.07232977445830799,3.1423868906992514,-0.9998923133120611,4.67607880403001,0.19635397505245467,-0.04153849273095275,0.9001782130481596,1.5721902405591934,20.01830117763691,0.992588166668052,3.0843275466487796,176.7189510589146,0.0006506894216267156,2.317920845071157,0.0006506894216267156,2.317920845071157,False,,True,True,cartesian_gradient,792012503,1.0036126497308084,0.5594046417109183,1.0,1748561.2042484214,0.8189851267858617,1.0,0.0008463391489418717,0.006621059476676738,0.006620750897569749,0.999753926640943,0.9997100902554699,8.474045840413772e-07,4.6821444275298826e-05,5.533144773025337e-05,0.9999780726554536,0.9999780730901194,0.9999780741859163,1.1546410718743214,8.472078569856868e-05,0.999956147101773,0.9999561435987498,0.9999561435987411,0.9999561435987573,7.759578965609699e-05,2.2809315104571333e-08,7.761859828012968e-05,7.761859897120155e-05,3.880929879452891e-05,-0.03428608641050303,0.9999999821931373,7.759578965609699e-05,0.16701231105260278,0.49665039154507973,0.4966503915450796,0.16626847574906403,0.503271989855949,0.5032719898559492,0.16701231105260278,cartesian_final_momenta,-0.0007381614850887619,1.2609364411497737e-05,1.897895791202061,0.03590572303881713,1.5322023896787703e-05,-2.383259170179431,8.881784197001252e-16,0.0,792,sobol_physical_fill,nan,True,True,0,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,26,12544,1458,1.2888909622864417,1.2678437999225007,0.030839537791310923,8.472078569856868e-05,500,486,False,1e-05,8.472238687108533e-05,True,0.46252838800146456,0.5191836486839453,0.5262089884893812,0.4929746848756407,0.45371198901412635,0.5841829516979176,0.027343714609742165,0.25049064215272665,0.4999261838514911,0.5000012609364411,0.6897895791202061,0.5074433910222487,0.5000031763130071,0.00594143747425856,0.31945982830842623,0.1780640278336866,393,8.470203581996463e-05,True,0,297,0.09820505310127789,False,"alpha_e in [0,pi/2),alpha_p~pi/4","[0,pi/2)",GHZ alpha_e boundary regions
