lepton,kinematic_point,s_regime,theta_p_gamma_regime,qOut_regime,lepton_mass,s,sqrt_s,pIn,pOut,theta_p_in,phi_p_in,theta_lepton_in,phi_lepton_in,qOut,theta_p_out,phi_p_out,theta_gamma_out,phi_gamma_out,theta_lepton_out,phi_lepton_out,cos_p_gamma_out,Q2,xB,t,F1,F2,W2,y,theta_lepton_gamma_rad,theta_lepton_gamma_deg,k_dot_qout,kp_dot_qout,abs_k_dot_qout,abs_kp_dot_qout,aligned,reference_name,phi_p_out_defined,phi_gamma_out_defined,search_stage,sample_id,alpha_e,alpha_p,lepton_electron_alpha_e_mix_proton_alpha_p_mix_trace,lepton_electron_alpha_e_mix_proton_alpha_p_mix_spin_signal_M2,lepton_electron_alpha_e_mix_proton_alpha_p_mix_cross_section_ratio,lepton_electron_alpha_e_mix_proton_alpha_p_mix_purity,lepton_electron_alpha_e_mix_proton_alpha_p_mix_M2_magic,lepton_electron_alpha_e_mix_proton_alpha_p_mix_h_out_mean,lepton_electron_alpha_e_mix_proton_alpha_p_mix_lambda_mean,lepton_electron_alpha_e_mix_proton_alpha_p_mix_h_lambda,lepton_electron_alpha_e_mix_proton_alpha_p_mix_h_lambda_connected,lepton_electron_alpha_e_mix_proton_alpha_p_mix_C_e_p,lepton_electron_alpha_e_mix_proton_alpha_p_mix_C_e_gamma,lepton_electron_alpha_e_mix_proton_alpha_p_mix_C_p_gamma,lepton_electron_alpha_e_mix_proton_alpha_p_mix_C_e_rest,lepton_electron_alpha_e_mix_proton_alpha_p_mix_C_p_rest,lepton_electron_alpha_e_mix_proton_alpha_p_mix_C_gamma_rest,lepton_electron_alpha_e_mix_proton_alpha_p_mix_D_W,lepton_electron_alpha_e_mix_proton_alpha_p_mix_dGHZ,lepton_electron_alpha_e_mix_proton_alpha_p_mix_F3,lepton_electron_alpha_e_mix_proton_alpha_p_mix_M_e,lepton_electron_alpha_e_mix_proton_alpha_p_mix_M_p,lepton_electron_alpha_e_mix_proton_alpha_p_mix_M_gamma,lepton_electron_alpha_e_mix_proton_alpha_p_mix_GHZ_plus_fidelity,lepton_electron_alpha_e_mix_proton_alpha_p_mix_GHZ_minus_fidelity,lepton_electron_alpha_e_mix_proton_alpha_p_mix_GHZ_phase_fidelity,lepton_electron_alpha_e_mix_proton_alpha_p_mix_GHZ_subspace_population,lepton_electron_alpha_e_mix_proton_alpha_p_mix_GHZ_coherence_abs,lepton_electron_alpha_e_mix_proton_alpha_p_mix_GHZ_coherence_phase_rad,lepton_electron_alpha_e_mix_proton_alpha_p_mix_GHZ_coherence_visibility,lepton_electron_alpha_e_mix_proton_alpha_p_mix_GHZ_purity,lepton_electron_alpha_e_mix_proton_alpha_p_mix_W_fidelity,lepton_electron_alpha_e_mix_proton_alpha_p_mix_W_subspace_population,lepton_electron_alpha_e_mix_proton_alpha_p_mix_W_subspace_max_fidelity,lepton_electron_alpha_e_mix_proton_alpha_p_mix_Wbar_fidelity,lepton_electron_alpha_e_mix_proton_alpha_p_mix_Wbar_subspace_population,lepton_electron_alpha_e_mix_proton_alpha_p_mix_Wbar_subspace_max_fidelity,lepton_electron_alpha_e_mix_proton_alpha_p_mix_W_purity,coordinate_system,p_out_x,p_out_y,p_out_z,q_out_x,q_out_y,q_out_z,cartesian_energy_residual,cartesian_momentum_residual,optimization_run,start_source,screening_dGHZ,success,lbfgs_success,lbfgs_status,lbfgs_message,lbfgs_iterations,function_evaluations,lbfgs_function_evaluations,lbfgs_gradient_norm,initial_dGHZ,lbfgs_dGHZ,final_dGHZ,local_search_polls,local_search_moves,local_search_poll_limit_reached,smallest_tested_step,best_neighbor_dGHZ,local_minimum_verified,initial_u0,initial_u1,initial_u2,initial_u3,initial_u4,initial_u5,initial_u6,initial_u7,final_u0,final_u1,final_u2,final_u3,final_u4,final_u5,final_u6,final_u7,local_minimum_id,dGHZ_above_global_minimum,within_polarization_cluster_cut,polarization_cluster_id,polarization_cluster_size,polarization_cluster_distance,polarization_cluster_representative,polarization_configuration,polarization_alpha_e_region,polarization_clustering_scheme
electron,gradient_local_minimum_0317,cartesian_gradient,cartesian_gradient,cartesian_gradient,0.00051099895,24.89567569161088,4.989556662831967,2.406609748542999,1.8535785128274629,0.0,0.0,3.141592653589793,0.0,2.3824747608062204,0.0003808810906501535,0.01835634652971558,3.127504389230872,3.1421028353114404,0.062073423869426395,0.00012675547694273546,-0.9999060544385012,5.094023594287471,0.213817952092638,-0.050268159443141,0.882143991378812,1.5309927000876828,19.609935941532704,0.99201710358329,3.0936074927400345,177.25065280405244,0.0005691286211586544,2.522446846043322,0.0005691286211586544,2.522446846043322,False,,True,True,cartesian_gradient,1384003591,0.5482947668452129,1.0285390196421946,1.0,1654276.553403608,0.7895331786128074,1.0000000000000004,0.0008781313899762273,-0.0052893490298397405,-0.005288414690287679,0.9996794033123655,0.999651431041254,7.662249362832643e-06,2.6129318203549427e-05,3.362047043613659e-05,0.9999860079369361,0.9999860081607216,0.999986008472762,1.1546616181755518,5.152532759092845e-05,0.9999720165760507,0.9999720153281988,0.9999720153281687,0.9999720153282095,5.2274756817826326e-05,1.825597128487407e-08,5.229253651783169e-05,5.2293012789111196e-05,2.6146030123276086e-05,0.036880682328254,0.9999817845155936,5.2274756817826326e-05,0.16512171098168157,0.5026187351640216,0.5026187351640211,0.1681817135559267,0.49732897182318947,0.4973289718231896,0.16512171098168157,cartesian_final_momenta,0.0007058740477461356,1.2958724163736335e-05,1.8535783783777715,-0.033563819578119054,-1.7123648743103056e-05,-2.382238328883314,0.0,0.0,1384,sobol_physical_fill,nan,True,True,0,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,30,3628,720,1.862486454601939,0.9537758231099553,0.03319281782103585,5.152532759092845e-05,130,116,False,1e-05,5.153002034272067e-05,True,0.5163714664890351,0.5361478888939817,0.5049585837708709,0.719546779977994,0.6193323657359127,0.48146740209381855,0.2281421748921275,0.0386222992092371,0.5000705874047746,0.5000012958724164,0.6853578378377772,0.4930420943466294,0.4999964502034067,0.006153061702809531,0.1745276448296678,0.3273941382778946,317,5.15065777123244e-05,True,0,297,0.10991455380881605,False,"alpha_e in [0,pi/2),alpha_p~pi/4","[0,pi/2)",GHZ alpha_e boundary regions
electron,gradient_local_minimum_0318,cartesian_gradient,cartesian_gradient,cartesian_gradient,0.00051099895,9.727569429214698,3.118905165152461,1.4184023956575147,1.061538019036427,0.0,0.0,3.141592653589793,0.0,1.3810026415035908,0.0017982396834914393,3.142992293997805,3.111321232613056,2.3891446400190195e-05,0.12446439497097336,3.1415507092639468,-0.9995946663075345,1.8159895294895387,0.20971347654652037,-0.046746582761118066,0.8893271413057325,1.5474073927119085,7.723238499589303,0.9787130436990634,3.0473996795089793,174.60314012538421,0.0008975485158795315,0.8855190218800898,0.0008975485158795315,0.8855190218800898,False,,True,True,cartesian_gradient,228000518,2.7340889972807645,1.965058470237354,0.9999999999999999,278686.77494956745,0.5268919300763575,1.0,0.0029054441494292082,-0.00665367184876503,-0.006657390654291773,0.9994205722075296,0.9993762761147469,2.165721803016049e-06,1.9565052407005757e-05,1.8905044930480997e-05,0.9999778366403342,0.9999778366276306,0.999977836816695,1.154677077362337,5.205465567418477e-05,0.9999556738809852,0.9999556733844014,0.9999556733843852,0.9999556733844048,0.000426175189659433,2.7688754914421444e-08,0.0004261760366959333,0.00042620287841434743,0.00021307459748875956,0.002819683519537914,0.9998740425286943,0.000426175189659433,0.163970251213457,0.5031066395853309,0.5031066395853311,0.16902010949694776,0.4964671575362549,0.49646715753625514,0.163970251213457,cartesian_final_momenta,-0.0019088968928160366,-2.671770970574805e-06,1.061536302707211,0.041798527894099186,9.986272889787313e-07,-1.3803699427706995,0.0,0.0,228,angular_minimum:228,5.434378078515203e-05,True,True,0,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,1,552,99,9.948354052192443,5.434379128591889e-05,5.427449821399231e-05,5.205465567418477e-05,20,6,False,1e-05,5.217184433311845e-05,True,0.49980935725393005,0.49999997986029643,0.6061539297561068,0.5086851011864509,0.5000002601540112,0.21383418038705276,0.8702575637884701,0.6254975413853336,0.4998091103107184,0.49999973282290294,0.6061536302707211,0.5086649915650995,0.5000002070191816,0.213844134866924,0.8702875575407946,0.6254975380057459,318,5.2035905795580725e-05,True,3,270,0.17374247790264125,False,"alpha_e in [pi/2,pi],alpha_p~3pi/4","[pi/2,pi]",GHZ alpha_e boundary regions
electron,gradient_local_minimum_0319,cartesian_gradient,cartesian_gradient,cartesian_gradient,0.00051099895,1.9629176854288846,1.401041643003121,0.386524199859358,0.1858035571934558,0.0,0.0,3.141592653589793,0.0,0.22423016619116337,2.4442874687744927,6.283069227202483,1.8194281612819423,3.141527155487626,0.46046564236890086,6.283181379364729,-0.43377057304318317,0.3232859038718776,0.41012638819073033,-0.2906331675986065,0.5573091218735001,0.8458385083151508,1.3448173088504511,0.727798499187873,2.2798938025751827,130.62829262559052,0.06534277788946843,0.08166914602610406,0.06534277788946843,0.08166914602610406,False,,True,True,cartesian_gradient,226000135,1.8695347175559935,2.900738102406463,0.9999999999999999,110.85176646377826,0.31810659026364096,0.9999999999999998,0.49907678430295915,-0.004749656409988812,-0.0037255903479636587,0.6593126580609707,0.6592949627868935,1.9510533786156817e-05,3.3765296930034054e-05,2.1707799817888122e-05,0.9999865970152273,0.9999865966806217,0.9999865970605477,1.15465724661099,5.206289936244893e-05,0.9999731940172406,0.9999731926893384,0.9999731926890029,0.9999731926894103,0.8085033872182642,6.470204002717583e-05,0.8085033981206428,0.8085680892582914,0.40421935349149707,-0.00023225607184427103,0.9998399859244805,0.8085033872182642,0.02098235008280371,0.12414234275965763,0.12414234275965765,0.010668049689720335,0.06728956798205114,0.06728956798205114,0.02098235008280371,cartesian_final_momenta,0.11931454166931421,-1.3850029327300284e-05,-0.14243244651468978,-0.2173350890849861,1.4235035889771134e-05,-0.055178132261808656,4.440892098500626e-16,6.938893903907228e-18,226,angular_minimum:226,5.20673932355325e-05,True,True,0,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,1,490,171,68.84646188650875,5.206452957626389e-05,5.206289936244893e-05,5.206289936244893e-05,14,0,False,1e-05,5.510887223156054e-05,True,0.5119314541670812,0.4999986149972136,0.4857567553486732,0.45494562108772635,0.5000029509764636,0.4885613662798867,0.5950913831620678,0.9233336152262565,0.5119314541669314,0.49999861499706727,0.485756755348531,0.45494562108759323,0.5000029509763173,0.4885613662797437,0.5950913831618936,0.9233336152259862,319,5.2044149483844884e-05,True,3,270,0.2318223869973458,False,"alpha_e in [pi/2,pi],alpha_p~3pi/4","[pi/2,pi]",GHZ alpha_e boundary regions
electron,gradient_local_minimum_0320,cartesian_gradient,cartesian_gradient,cartesian_gradient,0.00051099895,22.833667041384963,4.778458647030961,2.2971657160804315,1.8772406633929195,0.0,0.0,3.141592653589793,0.0,2.277984529471409,0.00030485335164200236,3.1145574334078563,3.126352359165686,0.000626777286333052,0.0850515177672822,3.1426830142602564,-0.9998884665958984,3.6865462280244,0.16911435145777157,-0.02983885104351955,0.9256546390591257,1.6301146737081935,18.992430703310184,0.9929538536190834,3.0717814282523297,176.0001114255266,0.0006078325098775039,1.828961521000318,0.0006078325098775039,1.828961521000318,False,,True,True,cartesian_gradient,1312008662,0.9721372193201737,0.5906569778734879,1.0,2317088.5598516897,0.8650436013084497,1.0,0.0008295385342582498,0.0056980106943329,0.005698004163453341,0.9997621840585362,0.9997297167698765,1.8788687385247132e-06,2.7245819150730175e-05,3.129196872730944e-05,0.9999837607171893,0.9999837608356166,0.9999837612050259,1.1546656570264096,5.27244341576073e-05,0.999967522102262,0.9999675209522281,0.9999675209522262,0.9999675209522283,8.032250529814894e-05,5.952509283326272e-08,8.038171012829906e-05,8.03820303909822e-05,4.019069493280796e-05,-0.0542855368885927,0.9999920314856049,8.032250529814894e-05,0.16644695043016394,0.4971100660315283,0.49711006603152835,0.16682524538264706,0.5028095519380807,0.5028095519380803,0.16644695043016394,cartesian_final_momenta,-0.0005720739701936539,1.5469914931287576e-05,1.8772405761617084,0.03471580418015864,2.1759080386259416e-05,-2.277719984760582,0.0,0.0,1312,sobol_physical_fill,nan,True,True,0,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,16,8694,873,2.5377281365325186,0.9707179285691714,0.2103538054754525,5.27244341576073e-05,353,339,False,1e-05,5.272912235182799e-05,True,0.48378096832265743,0.4877516395076735,0.509273782782892,0.5079981914868007,0.46876229185329066,0.4892077891528688,0.1949224453419447,0.028719075955450535,0.49994279260298063,0.5000015469914931,0.6877240576161708,0.5071967163809897,0.5000045107389545,0.027820106353668928,0.30944088763683125,0.1880119554005717,320,5.270568427900325e-05,True,0,297,0.08408634522555873,False,"alpha_e in [0,pi/2),alpha_p~pi/4","[0,pi/2)",GHZ alpha_e boundary regions
electron,gradient_local_minimum_0321,cartesian_gradient,cartesian_gradient,cartesian_gradient,0.00051099895,1.8327701682488429,1.3537984223099253,0.3519450936110147,0.10375106705828054,0.0,0.0,3.141592653589793,0.0,0.25415181444869944,1.6250615337301269,3.1415430179679187,1.7705504640411849,6.283110719356373,1.2030431057212176,3.141500299367566,-0.9679101959779186,0.14921333156405425,0.21944602687111026,-0.1352112526929486,0.7366906952610829,1.2076990372544787,1.4105852508522105,0.7135440198754903,2.9735935688991675,170.37436148516628,0.07169866056619591,0.07869970000174874,0.07169866056619591,0.07869970000174874,False,,True,True,cartesian_gradient,227000171,2.3201727553337563,2.265330713726943,1.0,647.1740846978223,0.9948825955571294,0.9999999999999998,0.7813677219646926,0.005545160202915622,0.005556649812954617,0.6527022400355154,0.652671427522111,1.0933162106605885e-05,1.7700336532887112e-05,1.406106205983891e-05,0.9999763949309589,0.9999763948731357,0.9999763949700573,1.1546758886730728,5.3472377159258176e-05,0.999952790406634,0.9999527899862811,0.9999527899862259,0.9999527899862966,0.7316108978351373,0.0007933270331895725,0.73161090016188,0.7324042248683269,0.3654087877277165,-0.00011284951071859916,0.9978336424627,0.7316108978351373,0.0066869446744831995,0.053258000315712276,0.05325800031571228,0.02459739162903557,0.21433777481596075,0.21433777481596072,0.0066869446744831995,cartesian_final_momenta,-0.10359834587126027,5.142168326699448e-06,-0.005627310372519068,0.24909810496159485,-1.8579685449948845e-05,-0.050430928475526944,0.0,0.0,227,angular_minimum:227,5.4041435548636694e-05,True,True,0,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,2,535,225,87.57996854494093,5.4043381631428984e-05,5.3472377159258176e-05,5.3472377159258176e-05,14,0,False,1e-05,6.048377305210921e-05,True,0.48964038444526514,0.500000737879791,0.4994374923712413,0.5516392179121983,0.49999637196387503,0.4895456983688935,0.7385342559793939,0.7210774841596252,0.489640165412874,0.5000005142168327,0.4994372689627481,0.55163897120595,0.49999614836153766,0.4895454794253109,0.73853392567702,0.7210771616550685,321,5.345362728065413e-05,True,3,270,0.03191973867688938,False,"alpha_e in [pi/2,pi],alpha_p~3pi/4","[pi/2,pi]",GHZ alpha_e boundary regions
electron,gradient_local_minimum_0322,cartesian_gradient,cartesian_gradient,cartesian_gradient,0.00051099895,17.645187803671718,4.200617550274211,1.9955808062138698,1.7288715176063396,0.0,0.0,3.141592653589793,0.0,1.979925803876127,0.00032653651363189834,3.1384499053778447,3.1213111415375963,6.282806289129381,0.15665142170778473,3.1412530467179027,-0.9998009060570855,2.013149566079949,0.12093429286313301,-0.014442702564717698,0.9619947060430373,1.7112448326323646,15.513333847922532,0.9929196721649017,3.005222743916131,172.1865797231189,0.0008127242839552906,1.0001661560415709,0.0008127242839552906,1.0001661560415709,False,,True,True,cartesian_gradient,518008450,2.4889804023275577,2.209087519329014,1.0000000000000002,2299088.735205569,0.9297001879139949,1.0000000000000004,0.0018692331913204058,-0.005676790228765827,-0.005679259068924747,0.9996273248032561,0.999595084840867,2.044449736459799e-06,4.0592598112317676e-05,1.365536311956426e-05,0.9999838727354731,0.9999838720047785,0.9999838728266244,1.1546680382793069,5.365419935437591e-05,0.9999677453046798,0.9999677440790959,0.9999677440790204,0.9999677440791065,0.000273178210921372,8.942184773251885e-09,0.00027318092389597425,0.00027318715310614526,0.00013658734734290162,-0.0063027973737948256,0.9999543960241162,0.000273178210921372,0.16324322369001285,0.5027001048697056,0.5027001048697055,0.16985510395169467,0.4970267079771881,0.4970267079771879,0.16324322369001285,cartesian_final_momenta,-0.0005645368799050976,1.774203111093442e-06,1.7288714254349313,0.04015313327419476,-1.5218763011968436e-05,-1.979518606760538,8.881784197001252e-16,0.0,518,sobol_physical_fill,nan,True,True,0,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,65,8482,2502,2.32123610540466,1.0562676885167426,0.00032042984436577804,5.365419935437591e-05,272,258,False,1e-05,5.365833067834635e-05,True,0.48993248853407145,0.30155706956799155,0.49033321516112194,0.5119212966017817,0.5214502490511145,0.4643376587352485,0.41450207494199276,0.8124913480132818,0.4999435463120095,0.5000001774203111,0.6728871425434931,0.508323895090629,0.49999684509336156,0.08963837018386958,0.7922670685785704,0.7031743968476509,322,5.363544947577186e-05,True,3,270,0.06372623061253341,False,"alpha_e in [pi/2,pi],alpha_p~3pi/4","[pi/2,pi]",GHZ alpha_e boundary regions
electron,gradient_local_minimum_0323,cartesian_gradient,cartesian_gradient,cartesian_gradient,0.00051099895,5.201015980095504,2.2805736076907284,0.9473870078275244,0.9473776630873271,0.0,0.0,3.141592653589793,0.0,0.9392854142545861,3.1301298230590286,5.936405126909209,0.011472213723394064,2.7945930725090595,0.010377847701348815,2.8229678849771234,-0.9999999999528129,0.03069517938092281,0.007113790263904886,-3.590015226675977,0.0497211712533538,0.032376528823247486,5.164032763243733,0.9985448908861204,0.0011373139518681974,0.06516328942339256,1.7796751678635214,1.51442159946856e-05,1.7796751678635214,1.51442159946856e-05,True,,True,True,cartesian_gradient,1706009321,2.456414835654324,0.8856318467022111,1.0,847.2349956152582,0.9599752623764277,1.0000000000000004,0.001328875239631488,0.001999395432769724,-0.002000203379753318,-0.9993389741504177,-0.9993349749529157,5.323127202255522e-06,5.042567550842681e-05,1.726249029480442e-05,0.9999979994421804,0.999997998319811,0.9999979995770296,1.1546583857625325,5.3713053980031795e-05,0.9999959982300177,0.9999959963172785,0.9999959963172994,0.9999959963173186,0.00010803235970032023,0.00022248021775880762,0.0003305124539872376,0.00033051257745912786,0.00016525616525767367,1.9243928889288289,0.9999992528460416,0.00010803235970032023,0.16723097158502565,0.5008346829562276,0.5008346829562276,0.16602093011937935,0.49883480446631334,0.49883480446631334,0.16723097158502565,cartesian_final_momenta,0.010212952939063769,-0.003690796953685904,-0.947315422721976,-0.010133201154958917,0.003664489723800183,0.93922360446319,0.0,0.0,1706,sobol_physical_fill,nan,True,True,0,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,28,9430,711,16.786769279534184,0.9989332743409692,0.0008425067420156909,5.3713053980031795e-05,395,381,False,1e-05,5.3713113862811356e-05,True,0.502826316110173,0.5415829997586732,0.3843619003764912,0.39349032206144025,0.5290266968734416,0.589571363373791,0.5159215610474348,0.34676423855125904,0.5010212952939064,0.4996309203046314,0.4052684577278024,0.4978993494039399,0.5007596624605434,0.6947045750279829,0.7819011267573028,0.2819053723245212,323,5.3694304101427746e-05,True,2,192,0.04179134252825375,False,"alpha_e in [pi/2,pi],alpha_p~pi/4","[pi/2,pi]",GHZ alpha_e boundary regions
electron,gradient_local_minimum_0324,cartesian_gradient,cartesian_gradient,cartesian_gradient,0.00051099895,24.97092181178653,4.997091335145529,2.4105100263183386,1.9055759812571653,0.0,0.0,3.141592653589793,0.0,2.38891605414233,0.0003364991429104574,3.178076226592492,3.1273606797101614,6.282998266954523,0.06893876653967322,3.1407008499434146,-0.9999034562247797,4.663598908475084,0.19500722051119218,-0.04090949732180696,0.9015079625526597,1.5752247296123845,20.13125139872687,0.9926914334531385,3.086885856477274,176.86553141477418,0.0005833096046101716,2.31192801518125,0.0005833096046101716,2.31192801518125,False,,True,True,cartesian_gradient,1147003615,0.9965260075625424,0.5675449031122806,1.0,2008887.5157167534,0.8301403314158088,0.9999999999999998,0.0008404526454710314,0.005491838051638442,0.005491166755093813,0.9997148138130671,0.9996846572145336,3.51280666061049e-06,2.923710281510709e-05,3.396963971136202e-05,0.9999849157771507,0.9999849159267059,0.9999849163479576,1.1546620180622127,5.414034378945463e-05,0.9999698322620691,0.999969830914687,0.9999698309146648,0.9999698309146872,5.993372793641195e-05,8.08579913709023e-08,6.001423223996403e-05,6.001458592778285e-05,3.00069392760726e-05,0.07326741013983483,0.9999882132713787,5.993372793641195e-05,0.16766186081620213,0.49722372768083023,0.49722372768083023,0.16563380144625614,0.502716257733242,0.5027162577332417,0.16766186081620213,cartesian_final_momenta,-0.0006407979682737652,-2.338897768461301e-05,1.905575873371388,0.03399784255606269,-6.358964197511988e-06,-2.388674121850877,8.881784197001252e-16,8.470329472543003e-22,1147,sobol_physical_fill,nan,True,True,0,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,30,3669,1800,43.837651601775995,1.0511916805514647,0.04097701404090707,5.414034378945463e-05,84,70,False,1e-05,5.415701428084277e-05,True,0.4925124862785604,0.47528134367617697,0.49033449767120385,0.4570734248792315,0.4594802035066508,0.6834857266592882,0.40020433627068996,0.5956492144614458,0.4999359202031726,0.49999766110223154,0.6905575873371388,0.5070478802441617,0.49999868176287754,0.004818897688231124,0.3172040800464202,0.18065515351386055,324,5.412159391085058e-05,True,0,297,0.09477815749113558,False,"alpha_e in [0,pi/2),alpha_p~pi/4","[0,pi/2)",GHZ alpha_e boundary regions
electron,gradient_local_minimum_0325,cartesian_gradient,cartesian_gradient,cartesian_gradient,0.00051099895,15.919839100679297,3.9899673057155867,1.8847265725039344,1.631935013363481,0.0,0.0,3.141592653589793,0.0,1.8688697469297357,0.0002735675589084356,0.005854144809568331,3.124278412752243,3.1411104428580146,0.13402948248323973,6.282614446770573,-0.9998548111454564,1.7921918238335532,0.12006695222188046,-0.014201570611166538,0.9625944019780265,1.71256160878019,14.014255964039993,0.9924606987638337,3.024877411866037,173.31270924437956,0.0005280802594183065,0.8895232068706121,0.0005280802594183065,0.8895232068706121,False,,True,True,cartesian_gradient,1855003110,0.6429463416628195,0.9343965717990291,1.0,3184184.9813982355,0.922465147857139,1.0,0.0013982125956518464,0.005782581883177151,0.005784546456573225,0.9996690397709566,0.9996355901574144,2.718064248786818e-06,4.0086963552714094e-05,1.4845673131846982e-05,0.999983268395391,0.9999832677020681,0.9999832685018987,1.1546672540463054,5.435568367788678e-05,0.999966536679525,0.999966535456376,0.9999665354563242,0.9999665354563817,0.00017582801394710123,1.6664563154473902e-08,0.00017583409160902252,0.00017584467851025572,8.791175235389466e-05,0.011758780959605454,0.9998795880395939,0.00017582801394710123,0.16853503108760445,0.49702340722970595,0.49702340722970567,0.1646375213930047,0.5028007480917839,0.5028007480917839,0.16853503108760445,cartesian_final_momenta,0.00044643682230449677,2.613535662332467e-06,1.6319349522971183,-0.0323564404222952,1.5602624023127097e-05,-1.8685896262981263,8.881784197001252e-16,0.0,1855,sobol_physical_fill,nan,True,True,0,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,46,3143,1323,0.6531773315444376,0.9931340909822656,0.00013900220565671992,5.435568367788678e-05,81,67,False,1e-05,5.436722026000031e-05,True,0.4649468502662716,0.4872491173239497,0.44334418745487353,0.4789824028313725,0.4407878126843754,0.4406110926779242,0.116408028639853,0.11670531425625086,0.5000446436822304,0.5000002613535662,0.6631934952297118,0.49329238857296187,0.5000032344824654,0.11263436378601686,0.20465617683697668,0.29742766641987317,325,5.4336933799282734e-05,True,0,297,0.0674545862745223,False,"alpha_e in [0,pi/2),alpha_p~pi/4","[0,pi/2)",GHZ alpha_e boundary regions
electron,gradient_local_minimum_0326,cartesian_gradient,cartesian_gradient,cartesian_gradient,0.00051099895,23.252539397082327,4.82208869651755,2.3198137283934352,1.9073452156425847,0.0,0.0,3.141592653589793,0.0,2.3013476597081355,0.00029715885254148435,3.118565798980717,3.126458896796595,0.00019266308091827334,0.08679355111454774,3.142169416234302,-0.9998899384875072,3.660507972199363,0.16472773803079876,-0.028181881350822224,0.9293990308063838,1.6385747082972852,19.44090002156449,0.9932448396905202,3.069932857916913,175.89419614717414,0.0006114804291987852,1.81677452585347,0.0006114804291987852,1.81677452585347,False,,True,True,cartesian_gradient,536002533,2.5343301957661057,2.169793434376743,0.9999999999999999,2476354.21010404,0.876604953590725,0.9999999999999996,0.0008457780624979638,-0.005597380571742416,-0.005597371991623523,0.9997663370382273,0.9997350064169885,3.952101799854244e-06,3.526838118803218e-05,2.6915461667165186e-05,0.9999843295608122,0.9999843293010878,0.9999843299152289,1.1546623550015447,5.4462383396554475e-05,0.9999686594303144,0.9999686581077093,0.9999686581076853,0.9999686581077086,8.675886874399017e-05,4.651809230648901e-08,8.680522493386797e-05,8.680538683629666e-05,4.340253151571964e-05,-0.046222134345044366,0.9999962697607927,8.675886874399017e-05,0.16251341451769039,0.5027560379674197,0.5027560379674199,0.17074336864459805,0.49715715664574417,0.49715715664574406,0.16251341451769039,cartesian_final_momenta,-0.0005666342491944532,1.3050111100643136e-05,1.9073451314300671,0.03482670569985072,6.70982050138798e-06,-2.3010841252264522,0.0,8.470329472543003e-22,536,sobol_physical_fill,nan,True,True,0,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,72,2564,1809,2.8369822725474365,0.9874917940226043,6.385170157705173e-05,5.4462383396554475e-05,36,22,False,1e-05,5.446536121393282e-05,True,0.49575664159685673,0.4943304292499851,0.49410306160813716,0.49990314242092004,0.503005042327112,0.511276787946582,0.6057664314284921,0.6318429298698902,0.49994333657508055,0.5000013050111101,0.6907345131430067,0.5072197066818712,0.5000013909709499,0.022976632426178138,0.8067023561664531,0.6906667011387974,326,5.444363351795043e-05,True,3,270,0.08269922135023369,False,"alpha_e in [pi/2,pi],alpha_p~3pi/4","[pi/2,pi]",GHZ alpha_e boundary regions
