selected_spin_case,selected_region,cluster_id,size,max_C13,best_kinematic_point,best_electron_photon_delta,best_electron_photon_region_offset,s_min,s_max,theta_in_min,theta_in_max,phi_in_electron_min,phi_in_electron_max,qOut_min,qOut_max,phiOut_min,phiOut_max,Q2_min,Q2_max,xB_min,xB_max,t_min,t_max,W2_min,W2_max,y_min,y_max,theta_e_gamma_deg_min,theta_e_gamma_deg_max,abs_k_dot_qout_min,abs_k_dot_qout_max,abs_kp_dot_qout_min,abs_kp_dot_qout_max,best_s_regime,best_theta_in_regime,best_qOut_regime,best_s,best_sqrt_s,best_pIn,best_pOut,best_theta_in,best_phi_in_electron,best_phi_in,best_qOut,best_phiOut,best_Q2,best_xB,best_t,best_W2,best_y,best_theta_e_gamma_deg,best_k_dot_qout,best_kp_dot_qout,best_abs_k_dot_qout,best_abs_kp_dot_qout
Ty,aligned,0,12,9.2865076608806685e-01,low_s_low_theta_in_low_Egamma,1.9634954084936229e-01,1.9634954084936229e-01,1.6782358320000000e+01,2.5388695919999996e+01,1.5707949999999999e+00,1.5707949999999999e+00,4.7123889803846897e+00,4.7123889803846897e+00,7.5000000000000000e-01,7.5000000000000000e-01,4.5160394395353274e+00,4.9087385212340520e+00,3.0829312065961390e-02,3.4699359035914250e-02,4.1171636638619898e-03,5.6986689932810438e-03,-2.8747845698286195e-05,-1.4981630190382980e-05,6.9341733381609512e+00,8.3370123928984352e+00,3.0552217335214932e-01,3.8289723088247252e-01,1.6210726506039894e+01,1.8241950819762085e+01,2.7970782709985695e-02,3.5048391363203167e-02,4.5306088305102424e-02,5.0455556581097273e-02,low_s,low_theta_in,low_Egamma,1.6782358320000000e+01,4.0966276765163805e+00,1.9409274622587749e+00,1.9286369241849441e+00,1.5707949999999999e+00,4.7123889803846897e+00,1.5707963267948966e+00,7.5000000000000000e-01,4.5160394395353274e+00,3.4699359035914250e-02,5.6986689932810438e-03,-2.8747845698286195e-05,6.9341733381609512e+00,3.8289723088247252e-01,1.8241950819762085e+01,2.7970782709985875e-02,4.5306088305102639e-02,2.7970782709985875e-02,4.5306088305102639e-02
Ty,aligned,1,46,9.1746062455846422e-01,mid_s_low_theta_in_high_Egamma,1.9634954084936229e-01,1.9634954084936229e-01,2.1515843999999998e+01,2.5388695919999996e+01,1.5707949999999999e+00,1.5707949999999999e+00,3.9269908169872414e+00,5.3014376029327757e+00,1.2500000000000000e+00,1.7500000000000000e+00,4.1233403578366037e+00,5.3014376029327757e+00,1.2121305238544386e-01,6.8590099240366786e+00,9.7125415090351316e-03,3.7485532102409114e-01,-2.2125370374214945e+00,-8.3811206766746900e-05,1.2235148245974944e+01,1.7945453039263782e+01,5.0920602309356866e-01,8.8669086052128354e-01,2.2919402137429426e+01,1.1246948616263643e+02,3.4263702985981581e-12,8.1779579847474804e-02,1.1897860619467118e-01,2.3980341753918779e+00,mid_s,low_theta_in,high_Egamma,2.1515843999999998e+01,4.6385174355606331e+00,2.2244176384674761e+00,2.1446550639061677e+00,1.5707949999999999e+00,4.3196898986859651e+00,1.1780972450961720e+00,1.7500000000000000e+00,4.5160394395353274e+00,1.2575932404275831e+00,7.4801137990495079e-02,-7.2727251425059469e-01,1.6434738834117280e+01,8.1471642152281776e-01,4.9810428488012583e+01,7.4797732084567470e-02,3.3995809517304332e-01,7.4797732084567470e-02,3.3995809517304332e-01
Ty,aligned,2,2,8.5222133621885843e-01,mid_s_low_theta_in_high_Egamma,1.9634954084936229e-01,1.9634954084936229e-01,2.1515843999999998e+01,2.1515843999999998e+01,1.5707949999999999e+00,1.5707949999999999e+00,5.4977871437821380e+00,5.4977871437821380e+00,1.7500000000000000e+00,1.7500000000000000e+00,5.3014376029327757e+00,5.3014376029327757e+00,6.8590099240366733e+00,6.8590099240366733e+00,3.7485532102409086e-01,3.7485532102409086e-01,-2.2125370374214937e+00,-2.2125370374214937e+00,1.2318586673680528e+01,1.2318586673680528e+01,8.8669086052128354e-01,8.8669086052128354e-01,1.1246948616263641e+02,1.1246948616263641e+02,7.4797732084567858e-02,7.4797732084567858e-02,2.3980341753918761e+00,2.3980341753918761e+00,mid_s,low_theta_in,high_Egamma,2.1515843999999998e+01,4.6385174355606331e+00,2.2244176384674761e+00,1.6490022855391362e+00,1.5707949999999999e+00,5.4977871437821380e+00,2.3561944901923448e+00,1.7500000000000000e+00,5.3014376029327757e+00,6.8590099240366733e+00,3.7485532102409086e-01,-2.2125370374214937e+00,1.2318586673680528e+01,8.8669086052128354e-01,1.1246948616263641e+02,7.4797732084567858e-02,2.3980341753918761e+00,7.4797732084567858e-02,2.3980341753918761e+00
Ty,opposite,0,24,6.3321375186948040e-02,mid_s_low_theta_in_high_Egamma,2.9452431127404308e+00,1.9634954084936229e-01,1.6782358320000000e+01,2.5388695919999996e+01,1.5707949999999999e+00,1.5707949999999999e+00,3.9269908169872458e-01,9.8174770424681057e-01,1.2500000000000000e+00,1.7500000000000000e+00,3.7306412761378791e+00,4.3196898986859651e+00,1.2353230096043977e+00,6.0877650670550700e+00,1.1944447114064535e-01,3.8645745067195075e-01,-1.9656908306725420e+01,-9.1029939666302226e+00,7.9545106015705542e+00,1.6401395867525181e+01,4.4392787389890326e-01,8.4820144367712880e-01,5.8713246829184150e+01,1.2969726322004831e+02,4.8057006844636279e+00,8.4304008276718552e+00,4.8649633523105584e-01,4.3220937731357365e+00,mid_s,low_theta_in,high_Egamma,2.1515843999999998e+01,4.6385174355606331e+00,2.2244176384674761e+00,1.6490022855391362e+00,1.5707949999999999e+00,7.8539816339744828e-01,3.9269908169872414e+00,1.7500000000000000e+00,4.1233403578366037e+00,1.9621454155320874e+00,1.4641905838401612e-01,-1.2587405069850966e+01,1.2318586673680523e+01,6.4939368526907426e-01,1.1246948616263643e+02,7.7106640025516002e+00,2.3980341753918779e+00,7.7106640025516002e+00,2.3980341753918779e+00
Ty,opposite,1,24,6.3321373883951190e-02,mid_s_low_theta_in_high_Egamma,2.9452431127404317e+00,1.9634954084936140e-01,1.6782358320000000e+01,2.5388695919999996e+01,1.5707949999999999e+00,1.5707949999999999e+00,2.1598449493429825e+00,2.7488935718910685e+00,1.2500000000000000e+00,1.7500000000000000e+00,5.1050880620834143e+00,5.6941366846315002e+00,1.2353230096043970e+00,6.0877650670550718e+00,1.1944447114064523e-01,3.8645745067195081e-01,-1.9656908306725423e+01,-9.1029939666302262e+00,7.9545106015705578e+00,1.6401395867525189e+01,4.4392787389890342e-01,8.4820144367712902e-01,5.8713246829184115e+01,1.2969726322004831e+02,4.8057006844636279e+00,8.4304008276718552e+00,4.8649633523105484e-01,4.3220937731357347e+00,mid_s,low_theta_in,high_Egamma,2.1515843999999998e+01,4.6385174355606331e+00,2.2244176384674761e+00,1.6490022855391362e+00,1.5707949999999999e+00,2.3561944901923439e+00,5.4977871437821380e+00,1.7500000000000000e+00,5.3014376029327757e+00,1.9621454155320870e+00,1.4641905838401603e-01,-1.2587405069850968e+01,1.2318586673680528e+01,6.4939368526907437e-01,1.1246948616263641e+02,7.7106640025515993e+00,2.3980341753918761e+00,7.7106640025515993e+00,2.3980341753918761e+00
Ty,opposite,2,6,4.9227815507070366e-02,low_s_low_theta_in_mid_Egamma,2.9452431127404308e+00,1.9634954084936229e-01,1.6782358320000000e+01,1.6782358320000000e+01,1.5707949999999999e+00,1.5707949999999999e+00,0.0000000000000000e+00,6.0868357663302239e+00,1.2500000000000000e+00,1.2500000000000000e+00,2.5525440310417071e+00,2.9452431127404308e+00,8.7904539066208842e-01,1.4984407809722957e+00,3.1068024143352330e-01,3.5732600510676249e-01,-3.5633158859531329e+00,-2.1992537932688148e+00,2.8302202249709061e+00,3.5748869273421571e+00,1.7792290946561432e-01,2.6369941406312497e-01,1.5076162592883679e+02,1.6136412027107619e+02,4.8057006844636279e+00,4.8057006844636279e+00,3.7732631319737173e+00,4.1455964831601513e+00,low_s,low_theta_in,mid_Egamma,1.6782358320000000e+01,4.0966276765163805e+00,1.9409274622587749e+00,8.0279415045979530e-01,1.5707949999999999e+00,0.0000000000000000e+00,3.1415926535897931e+00,1.2500000000000000e+00,2.9452431127404308e+00,1.4984407809722957e+00,3.5732600510676249e-01,-3.5633158859531329e+00,3.5748869273421571e+00,2.6369941406312497e-01,1.5076162592883679e+02,4.8057006844636279e+00,3.7732631319737173e+00,4.8057006844636279e+00,3.7732631319737173e+00
Ty,opposite,3,6,4.9227812527984229e-02,low_s_low_theta_in_mid_Egamma,2.9452431127404308e+00,1.9634954084936229e-01,1.6782358320000000e+01,1.6782358320000000e+01,1.5707949999999999e+00,1.5707949999999999e+00,3.1415926535897931e+00,3.5342917352885173e+00,1.2500000000000000e+00,1.2500000000000000e+00,1.9634954084936207e-01,5.8904862254808621e-01,8.7904539066209020e-01,1.4984407809722953e+00,3.1068024143352369e-01,3.5732600510676227e-01,-3.5633158859531333e+00,-2.1992537932688165e+00,2.8302202249709061e+00,3.5748869273421597e+00,1.7792290946561445e-01,2.6369941406312503e-01,1.5076162592883679e+02,1.6136412027107619e+02,4.8057006844636279e+00,4.8057006844636279e+00,3.7732631319737164e+00,4.1455964831601513e+00,low_s,low_theta_in,mid_Egamma,1.6782358320000000e+01,4.0966276765163805e+00,1.9409274622587749e+00,8.0279415045979530e-01,1.5707949999999999e+00,3.1415926535897931e+00,0.0000000000000000e+00,1.2500000000000000e+00,1.9634954084936207e-01,1.4984407809722953e+00,3.5732600510676227e-01,-3.5633158859531333e+00,3.5748869273421597e+00,2.6369941406312503e-01,1.5076162592883679e+02,4.8057006844636279e+00,3.7732631319737164e+00,4.8057006844636279e+00,3.7732631319737164e+00
