optimization_run,start_source,screening_one_minus_C_e_p,success,lbfgs_success,lbfgs_status,lbfgs_message,lbfgs_iterations,function_evaluations,lbfgs_function_evaluations,lbfgs_gradient_norm,initial_one_minus_C_e_p,lbfgs_one_minus_C_e_p,final_one_minus_C_e_p,local_search_polls,local_search_moves,local_search_poll_limit_reached,smallest_tested_step,best_neighbor_one_minus_C_e_p,local_minimum_verified,initial_C_e_p,lbfgs_C_e_p,final_C_e_p,initial_u0,initial_u1,initial_u2,initial_u3,initial_u4,initial_u5,initial_u6,initial_u7,final_u0,final_u1,final_u2,final_u3,final_u4,final_u5,final_u6,final_u7
196,latin_hypercube,nan,True,True,0,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,30,1945,423,0.04982667964751573,0.9961043899422517,0.0012852374936682676,5.845427012429738e-07,68,54,False,1e-05,5.87827573061972e-07,True,0.0038956100577483515,0.9987147625063317,0.9999994154572988,0.45381377284104646,0.03280529439980708,0.038689434742185294,0.1715963246629547,0.6222745400159376,0.7639676258743657,0.9228689938883249,0.7724998931821534,0.39778293399491305,0.9447285900423689,0.9869463499309401,0.005367901846657313,0.5000536798658046,0.9999887722898493,0.6724047987227759,0.8128560756284687
197,latin_hypercube,nan,True,True,0,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,15,8216,225,0.04837591950232241,0.9912450691247888,0.0012472023802240217,5.551851215424009e-07,371,357,False,1e-05,5.578969585195992e-07,True,0.008754930875211201,0.998752797619776,0.9999994448148785,0.5957328739104456,0.051355157616214786,0.27154610903576165,0.23605107709883086,0.26285382693929865,0.5262645655706688,0.46466953596402216,0.2245478392856974,0.4602246726751774,0.9547731046348495,0.9935715071392829,4.8828125e-05,0.4999837851215757,0.5000112290665892,0.3036080201036736,0.23304957106905377
198,latin_hypercube,nan,True,True,0,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,6,6275,90,0.050369436296019275,0.8966588896832821,0.0012936358945571103,6.982209856953858e-07,287,273,False,1e-05,7.02042218581056e-07,True,0.10334111031671785,0.9987063641054429,0.9999993017790143,0.5674514778651457,0.592445624778331,0.04803877954675218,0.6245046906889458,0.276759200347399,0.48674814032309405,0.6329794828909019,0.05382659467869863,0.41722955231932196,0.9501202396216669,0.9917961140511994,0.0,0.00014055134339252662,0.500005287791785,0.8081446410590791,0.714291293823913
199,latin_hypercube,nan,True,True,0,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,16,5784,207,0.07454516359976293,0.5056745590099568,0.0012302499738927608,2.270806303328321e-06,257,243,False,1e-05,2.274109951683201e-06,True,0.49432544099004316,0.9987697500261072,0.9999977291936967,0.23746119373507701,0.6043555096023868,0.6486080716181089,0.45842158262985183,0.09387305322880425,0.9090773945726297,0.6080701054546628,0.20218919235167768,0.4705808331238302,0.9593490951897375,0.9956179154684606,0.005973597814904819,0.23269916253137343,0.003214612184889844,0.6979863123188184,0.24864806025771846
200,latin_hypercube,nan,True,True,0,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,10,2736,117,0.04988872867085147,0.2844790431822919,0.0012843230282497675,9.361914273808836e-07,120,106,False,1e-05,9.363750750335242e-07,True,0.7155209568177081,0.9987156769717502,0.9999990638085726,0.8661506723209041,0.5971056548605317,0.26410638880134146,0.19986762977033898,0.2036085712427098,0.27182409675820884,0.7170328844147112,0.19754204314950413,0.33929228527862354,0.9282913439720295,0.9739359332757177,6.110737508977818e-06,0.9999789569299439,0.5000792255405638,0.8614694133553172,0.6431245537328812
201,latin_hypercube,nan,True,True,0,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,34,2034,621,0.009731960676668957,0.8778992124504188,8.429036326140782e-06,3.175006578759465e-07,65,51,False,1e-05,3.178570454620555e-07,True,0.1221007875495812,0.9999915709636739,0.9999996824993421,0.8728109931813004,0.05048180015797505,0.6799409837117681,0.72505435657425,0.7503687817083048,0.48125931653675236,0.664818991103809,0.7775563993296264,0.7018438086289103,0.9911553926165697,0.932123398853972,0.004687500000000001,0.7813570964886244,0.4992655621691756,0.9590444725636192,0.5431171352968143
202,latin_hypercube,nan,True,True,0,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,0,336,9,0.0,1000.0,1000.0,1000.0,14,0,False,1e-05,1000.0,True,nan,nan,nan,0.058483806144086485,0.6495743573789184,0.49179939925486804,0.9806978836732855,0.6819403253522738,0.5212893831269652,0.34640874057896753,0.6681525464695712,0.058483806144086485,0.6495743573789184,0.49179939925486804,0.9806978836732855,0.6819403253522738,0.5212893831269652,0.34640874057896753,0.6681525464695712
203,latin_hypercube,nan,False,True,0,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,40,11780,612,1.8300955381105402,0.9702266223829492,0.0009627428988531195,0.0007690692815517375,512,501,True,2.44140625e-05,0.0007683551015896795,False,0.029773377617050845,0.9990372571011469,0.9992309307184483,0.9304884545338449,0.37819725609877963,0.5548659594066019,0.5883338221631541,0.5408862546767849,0.5589544486612682,0.39107174256185945,0.48738781821915783,0.7454615131611065,0.9869349048680088,0.08502979614658629,0.0,0.0005938227965497964,0.9999310097383864,0.5024345927243353,0.0006244552473590116
204,latin_hypercube,nan,False,True,0,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,8,12015,495,4.828018925303116,0.996752769013118,0.44668556861205433,9.578035501189852e-05,512,506,True,0.00078125,9.556463267057502e-05,False,0.003247230986881908,0.5533144313879457,0.9999042196449881,0.31925663196789517,0.16843252547406729,0.06136019758693971,0.5838812020779994,0.12479625613485282,0.7289952286871223,0.5176978175500081,0.08581593933262889,0.027609598192632985,0.7439451413401216,0.8297338921952427,0.0904914935621416,0.9999060799743783,0.00023202629056647282,0.7339215654829706,0.9231516084874216
205,latin_hypercube,nan,False,True,0,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,9,11242,99,0.05037641288416511,0.6379106944645827,0.001294594679429939,0.0012616099171226525,512,506,True,0.00078125,0.001261596090963324,False,0.36208930553541735,0.9987054053205701,0.9987383900828773,0.9558005135851967,0.6780425314630982,0.31393469204159935,0.4496742692330211,0.30714331941922113,0.7476947225628306,0.6059513250833451,0.3149627128786409,0.5729561721471194,0.978256906255142,0.6672392620585463,0.0,0.5722239894435575,0.9718181320630918,0.7397122990927852,0.24256931775073548
206,latin_hypercube,nan,True,True,0,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,25,1487,693,0.5511902864003302,0.863843917761552,0.023604987477748196,0.02359745786443701,35,21,False,1e-05,0.023597483638908123,True,0.13615608223844794,0.9763950125222518,0.976402542135563,0.047252145801060304,0.022324891139519777,0.20240266764475373,0.46246386613587315,0.7622298638378036,0.8937821976988443,0.36465003337877894,0.15007850426389358,0.08084841033977624,0.0009242980663489341,0.6798348453767439,0.6989003785141806,0.598649447576676,0.5000138828887855,0.33377414898114527,0.01415869614821212
207,latin_hypercube,nan,True,True,0,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,0,335,9,0.0,1000.0,1000.0,1000.0,14,0,False,1e-05,1000.0,True,nan,nan,nan,0.953576079901058,0.19204780290416257,0.28088964549078566,0.991242097858092,0.39299169278769996,0.8383862724266616,0.5796299668188727,0.987003983003976,0.953576079901058,0.19204780290416257,0.28088964549078566,0.991242097858092,0.39299169278769996,0.8383862724266616,0.5796299668188727,0.987003983003976
208,latin_hypercube,nan,True,True,0,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,11,2832,207,0.2502981428968078,0.9419115966009494,0.001843628005089304,2.9347066821117096e-07,121,107,False,1e-05,2.934706621049443e-07,True,0.05808840339905059,0.9981563719949107,0.9999997065293318,0.5734783184630983,0.6483802604171454,0.24771402005138043,0.286370785900842,0.32199605496420225,0.41425234509838765,0.9882646037939041,0.4829154933779373,0.6600114501790262,1.0,0.9532820407093093,0.005771064606077144,0.41447027489896104,8.157011984355478e-05,0.5613018751987237,0.06500589921577844
209,latin_hypercube,nan,False,True,0,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,23,10591,369,0.05588477989612981,0.23659789190427005,0.001505295707541765,0.0014453738136254168,512,505,True,0.000390625,0.0014453453415667061,False,0.76340210809573,0.9984947042924582,0.9985546261863746,0.9439087243336023,0.9252162879051655,0.02114248243961993,0.05231798752752414,0.7796176704219762,0.28374327466075905,0.02320298113405941,0.5056714445016638,1.0,0.9537208021716057,0.0,0.0,0.9892838242741305,0.2821457969482611,0.1854068814754254,0.6796267711296917
210,latin_hypercube,nan,True,True,0,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,0,337,9,0.0,1000.0,1000.0,1000.0,14,0,False,1e-05,1000.0,True,nan,nan,nan,0.8299190679902175,0.8201127500336499,0.5328454735405824,0.9438261468494461,0.9341399919493707,0.9331459114206199,0.5455612805296556,0.042751225293167924,0.8299190679902175,0.8201127500336499,0.5328454735405824,0.9438261468494461,0.9341399919493707,0.9331459114206199,0.5455612805296556,0.042751225293167924
211,latin_hypercube,nan,True,True,0,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,9,903,126,0.050151951993837846,0.7531653361958494,0.0012898885967161933,0.001286504175211589,37,23,False,1e-05,0.0012865041095041496,True,0.24683466380415064,0.9987101114032838,0.9987134958247884,0.0009461363689825828,0.6462568807813275,0.1738458489139317,0.6395724914669734,0.7509862609138752,0.32622830740434106,0.5173442073415238,0.5019246324843212,1.0,1.0,0.31321693606487033,0.0,0.9999914731766982,0.9998782112149691,0.8432183534840019,0.6566622150316714
212,latin_hypercube,nan,True,True,0,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,20,8038,360,0.04970845080307485,0.8444894274507393,0.001275171501193606,0.0012102342351024697,359,345,False,1e-05,0.001210234272404076,True,0.15551057254926065,0.9987248284988064,0.9987897657648975,0.328303694966991,0.5581020603613027,0.3203389515867354,0.06554280513084577,0.8325805226824378,0.5992973732003243,0.044480749931094604,0.4924702689834553,0.21473722041330906,0.8750422531180934,0.5182318286294577,0.0,0.7497474145638908,0.24803201636152036,0.24937024114302792,0.7494024899853923
213,latin_hypercube,nan,True,True,0,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,16,5670,189,0.009645504691352287,0.44462629755203253,0.00026601994607755586,4.2908897776028354e-05,254,240,False,1e-05,4.2908897776028354e-05,True,0.5553737024479675,0.9997339800539224,0.999957091102224,0.31330888326290873,0.6732500064950098,0.7560553128549917,0.5106033379448337,0.33049994158122714,0.21617432283502466,0.7140576696246179,0.6555795279795499,0.006287734691682801,1.0,0.9233033229242499,0.0,0.40526917360276005,0.3625544157647135,0.0068771133279006665,0.9931925839909501
214,latin_hypercube,nan,False,True,0,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,13,12008,621,0.16565324342295257,0.07235371724196205,0.002971622393776907,0.00018024083200363084,512,505,True,0.000390625,0.00018009413707831268,False,0.927646282758038,0.9970283776062231,0.9998197591679964,0.1514319901310904,0.01550899318761424,0.9316220328335508,0.752271059828229,0.6063595461531929,0.9226514429319169,0.587235053032974,0.7889343541660059,0.38165418601365814,0.584505442228673,0.9770570992373852,0.7215216944089297,0.5020118983917721,0.003325264035695782,0.546654190217518,0.7523613538538431
215,latin_hypercube,nan,True,True,0,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,8,1987,135,0.04997207136957727,0.9335764333075388,0.0012859550595050173,3.699107279375724e-07,85,71,False,1e-05,3.710361378139737e-07,True,0.06642356669246123,0.998714044940495,0.9999996300892721,0.7037238479995622,0.3569552576004799,0.01952520025485731,0.580981941261165,0.6195560310237901,0.6275217457180865,0.15296038370813328,0.13719402667404768,0.5202375180941757,0.9664543411036434,0.9553302854126079,0.0,0.5000599526991982,0.9999443679917681,0.07566612958601658,0.42345738307441283
216,latin_hypercube,nan,True,True,0,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,17,2763,378,0.046020203406385074,0.6145328171037494,0.0011811368467802286,5.833597116478018e-07,108,94,False,1e-05,5.83667421838463e-07,True,0.38546718289625054,0.9988188631532198,0.9999994166402884,0.6997917335959642,0.8713099758655938,0.593635236790643,0.19492462907748054,0.22482258207582315,0.44277943986148055,0.1520132045012592,0.8752795846483483,0.4734435001144416,0.9591412085399599,0.973447614121425,0.0018011521655252724,0.2534615161994507,0.4980256610957604,0.38207202149349073,0.8743971650627953
217,latin_hypercube,nan,True,True,0,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,16,6334,315,0.04644620476422253,0.422045914538865,0.0012339463532837769,8.685604057090401e-07,278,264,False,1e-05,8.703786199548702e-07,True,0.577954085461135,0.9987660536467162,0.9999991314395943,0.4640369462796791,0.6717760270929063,0.7649440289523287,0.484312477891019,0.7043125489017409,0.029512977563441532,0.8192541954082747,0.21403774753692312,0.5807505686802615,0.9782824433204274,0.9769600170027588,2.096909255942278e-05,0.7843374888439534,0.9991612302086001,0.6165875981584856,0.12348219709770507
218,latin_hypercube,nan,True,True,0,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,44,2423,1710,4139.444171128306,0.8679333350111462,0.025711270556760035,0.025625022636740602,35,21,False,1e-05,0.025626008927293276,True,0.13206666498885378,0.97428872944324,0.9743749773632594,0.06270605311614856,0.06868073005163862,0.170330796209667,0.42207196704346944,0.5246446127723615,0.8569787627752288,0.8769726912740563,0.9168707616014455,0.08554749337029108,0.060347529125274024,0.6214976295455742,0.6865736765141053,0.49900135994775485,0.9982801633849782,0.6954978101430102,0.9696328117116018
219,latin_hypercube,nan,True,True,0,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,26,8837,396,0.04501111404643914,0.9419086440053678,0.001171298623399708,1.0459108296112518e-06,387,373,False,1e-05,1.046306987273482e-06,True,0.058091355994632214,0.9988287013766003,0.9999989540891704,0.600280237828962,0.38245713954595884,0.036438482815757255,0.10503263220157191,0.8816591757961678,0.8602775331343583,0.10856262357665726,0.925380524544952,0.5938845803632367,0.9880395914113953,0.9815425574088378,9.727542967854202e-06,0.002383599069501326,6.246552229471902e-06,0.6320399607550465,0.8575049566149038
220,latin_hypercube,nan,True,True,0,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,28,2887,585,0.04963098591958118,0.9698475144706861,0.0012792174387639133,1.6027853533273628e-07,110,96,False,1e-05,1.6027853533273628e-07,True,0.030152485529313915,0.9987207825612361,0.9999998397214647,0.9076176197885666,0.3743315829444414,0.09722309310377986,0.5328761621414642,0.5878609957095569,0.5200072590936331,0.8531538283398069,0.9802237632620325,0.6569535499034221,1.0,0.9683117726034085,0.0,0.32143640511367066,0.9999764105215907,0.5860621441006195,0.09102541909691912
221,latin_hypercube,nan,False,True,0,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,0,11544,9,0.0,1000.0,1000.0,8.052923091816933e-05,512,503,True,9.765625e-05,8.049281427147115e-05,False,nan,nan,0.9999194707690818,0.7003243535167828,0.7025418462101233,0.9478386537679551,0.849511400121015,0.034411389107251354,0.41971206433154834,0.867854453145587,0.5321735050982702,0.7016827119511446,0.9069316696732126,0.9510427455669643,0.6302071438109109,0.9983590884099119,0.4974967246307609,0.9685613899520228,0.5823474598411356
222,latin_hypercube,nan,True,True,0,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,42,3133,612,0.010644350967036188,0.6169246898544266,0.00018385458497482965,0.00011390092368990246,115,101,False,1e-05,0.00011390846870007465,True,0.3830753101455734,0.9998161454150252,0.9998860990763101,0.18626188714137376,0.5161103415198026,0.2590517262442961,0.39894440834106654,0.6399926295108648,0.5617058436946668,0.8389093700429723,0.78972204377789,0.08869886674065541,0.7920733414548247,0.5671456812331076,0.0,0.49999494395442967,0.5000181694486592,0.8597995071033496,0.6130854151300155
223,latin_hypercube,nan,True,True,0,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,21,8501,288,0.049726750471028085,0.6731513198732446,0.0012562687905475212,1.7028495927773335e-06,384,370,False,1e-05,1.7045724588493627e-06,True,0.3268486801267554,0.9987437312094525,0.9999982971504072,0.40539746409899474,0.3714851001104757,0.6784804703105574,0.34137234818506135,0.04696295702645418,0.4593012415004654,0.3778451661786002,0.6842617013467561,0.548679135613868,0.9735454005936143,0.9891507102098556,0.0,0.30086145163974687,0.4989574801334163,0.32905936192508833,0.8134677546029465
224,latin_hypercube,nan,True,True,0,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,0,337,9,0.0,1000.0,1000.0,1000.0,14,0,False,1e-05,1000.0,True,nan,nan,nan,0.4388938413220708,0.6883842548221238,0.5702241193341441,0.9749403384531273,0.5647967223176995,0.9358530819889229,0.1501832249786108,0.8615899249013476,0.4388938413220708,0.6883842548221238,0.5702241193341441,0.9749403384531273,0.5647967223176995,0.9358530819889229,0.1501832249786108,0.8615899249013476
225,latin_hypercube,nan,False,True,0,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,9,11083,117,0.051159973702947587,0.5369001042154729,0.0013205445046718944,0.0011230575823465427,512,504,True,0.0001953125,0.0011230127563833792,False,0.46309989578452715,0.9986794554953281,0.9988769424176535,0.5185864790295934,0.931608311295817,0.7240243837815469,0.5704051767627675,0.8355820313031582,0.6634497369000266,0.6920738265698825,0.07598641789840932,0.14312005101431086,0.8344468732891992,0.4208234870861465,0.0,0.7573580033204648,0.3952086950243059,0.6935815109450645,0.19210223240361515
226,latin_hypercube,nan,False,True,0,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,0,11106,9,0.0,1000.0,1000.0,0.001069659028341552,512,505,True,0.000390625,0.0010695529334751042,False,nan,nan,0.9989303409716584,0.7355908127350805,0.3510764518805015,0.011249425269987385,0.8376430632185975,0.3830719738314995,0.21819868578796459,0.7658818526542599,0.2529779247374587,0.1525858580050135,0.842167310876021,0.411507822880737,0.0,0.25679748091558785,0.897288819512465,0.833537598196369,0.33487479873206055
227,latin_hypercube,nan,True,True,0,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,18,2288,288,0.050288599601961026,0.696859622383105,0.0012843158161424117,1.9833333309016155e-08,94,80,False,1e-05,1.9833089504039947e-08,True,0.30314037761689505,0.9987156841838576,0.9999999801666667,0.6649791929032306,0.9138369393112113,0.2605300584415469,0.3699371840726964,0.7260081811513506,0.26793587757292,0.5307978086883552,0.16267478799712567,0.6743953178352065,1.0,0.9904963082546717,0.0,0.5995917099804106,0.00015130168442938562,0.6691090822581485,0.1853612854540078
228,latin_hypercube,nan,False,False,1,STOP: TOTAL NO. OF ITERATIONS REACHED LIMIT,80,12236,999,0.36294817845395083,0.9138643594229598,0.0040220170996659865,0.0008103245471812182,512,503,True,9.765625e-05,0.0008102642198204446,False,0.0861356405770402,0.995977982900334,0.9991896754528188,0.07001004936895346,0.23482487657682632,0.7546464599026426,0.005737667096593556,0.6848428363572624,0.9066740426981443,0.5951606136169502,0.8650834891990934,0.05393453949732131,0.7621510064190217,0.1057338954894582,0.0,0.6143167992143436,0.09028060432754298,0.9584000743879343,0.45873445619401726
229,latin_hypercube,nan,True,True,0,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,16,4776,171,0.05074120255363962,0.7447144061850974,0.0013039815136517419,6.416879924087127e-07,209,195,False,1e-05,6.416016855581574e-07,True,0.25528559381490257,0.9986960184863483,0.9999993583120076,0.9864906482736383,0.8838384492173105,0.9433671407098473,0.5416994881043767,0.10677273931490558,0.03985829230412576,0.3674220879798674,0.6648211335891545,0.45354881313325063,0.9551901171459168,0.9849575760141518,0.0035190834987405845,0.2477822180805736,0.49825140299069576,0.3398877126304919,0.8250916060358127
230,latin_hypercube,nan,True,True,0,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,14,5912,144,0.05697499625774393,0.9578834861284694,0.0014680588812426842,0.0014080334435305764,283,269,False,1e-05,0.0014080334435305764,True,0.042116513871530585,0.9985319411187573,0.9985919665564694,0.22722004665339238,0.15568353545453884,0.017320945152931515,0.037117096276446285,0.2885427355184446,0.6544294924729598,0.06407417756173453,0.274178003764296,0.14958589904852024,0.8493593540740125,0.0,0.0,0.2500673864406425,0.6511347919208647,0.7288067728969765,0.22881738880437438
231,latin_hypercube,nan,True,True,0,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,21,4914,288,0.033168811369090626,0.6159413744082483,0.000847809792887233,7.058120440328608e-07,210,196,False,1e-05,7.063616264124661e-07,True,0.3840586255917518,0.9991521902071128,0.999999294187956,0.8492694714599884,0.4851298136525706,0.9031764842766326,0.04261933230193803,0.03096013316112287,0.8014983182427704,0.5854232938877972,0.1316919540846208,0.6877436658464446,0.9888566164639068,0.9597005731795774,0.0001614631588455354,0.08147619666595685,6.248238200131838e-05,0.5682530949469083,0.0707370056132516
232,latin_hypercube,nan,False,True,0,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,10,11167,153,0.05039999108864688,0.9048262833609679,0.0012991741107731825,4.300294205061839e-06,512,504,True,0.0001953125,4.261036211317126e-06,False,0.09517371663903208,0.9987008258892268,0.9999956997057949,0.974292823186509,0.6372849467515522,0.3271153020733783,0.25839156417148934,0.6161284436502882,0.1982800903769411,0.02669938893114729,0.20857341092071435,0.5388869925635402,0.9818838682743003,0.9917577963711472,0.0,0.5242521856206732,0.5000812828561327,0.31412527777399785,0.20990891968607112
233,latin_hypercube,nan,True,True,0,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,0,337,9,0.0,1000.0,1000.0,1000.0,14,0,False,1e-05,1000.0,True,nan,nan,nan,0.26904613862305526,0.5596212654870282,0.36360093953509337,0.7877228956541704,0.16939936642230416,0.30183878973208167,0.4958571633738915,0.43424371683521057,0.26904613862305526,0.5596212654870282,0.36360093953509337,0.7877228956541704,0.16939936642230416,0.30183878973208167,0.4958571633738915,0.43424371683521057
234,latin_hypercube,nan,False,True,0,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,12,11252,153,0.049354220670153534,0.9112942895978318,0.0012666371175070745,3.71774742680131e-06,512,506,True,0.00078125,3.6604391274730474e-06,False,0.08870571040216821,0.9987333628824929,0.9999962822525732,0.6760432232260667,0.4199630524594267,0.8646085248569518,0.23896208000047386,0.5865430812026703,0.076311186654442,0.6307375552623243,0.5203986371589113,0.5564714024404802,0.9733671181514262,0.9947805299229158,0.0,0.7700360618879813,0.9987477032554645,0.6983959642014502,0.23206831009764348
235,latin_hypercube,nan,True,True,0,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,12,2603,162,0.0504105682805107,0.9863453370584763,0.0012941804367128107,9.285391686653099e-07,111,97,False,1e-05,9.299829389908254e-07,True,0.013654662941523694,0.9987058195632872,0.9999990714608313,0.711843300040718,0.4893707529054931,0.44086103099521107,0.18993232934048948,0.9593825221118606,0.5870002375728007,0.4382719510092524,0.44168106033939614,0.4260807512711166,0.9524066324433419,0.9930468548913148,0.00437659929385156,0.4998508009558026,1.262832493320362e-05,0.19438309528156186,0.2761097200509114
236,latin_hypercube,nan,False,True,0,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,30,11629,549,0.05292058275002379,0.9874680095772486,0.0012793268080689701,0.0012200688969273843,512,506,True,0.00078125,0.001220065024850392,False,0.012531990422751426,0.998720673191931,0.9987799311030726,0.5111775747893834,0.11911052199559768,0.07001844953518666,0.3816093972849244,0.4591204463527247,0.7934171412793899,0.4374204479282668,0.029557497014685893,0.35950070866372413,0.9399521078737261,0.31920198809493494,0.0,0.2751493694896464,0.005089898977718877,0.322718557271433,0.8242500961583145
237,latin_hypercube,nan,False,True,0,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,0,11476,9,0.0,1000.0,1000.0,0.00015206914882726075,512,503,True,9.765625e-05,0.00015206604496198484,False,nan,nan,0.9998479308511727,0.8952968438911202,0.2730340862122396,0.7451257796373547,0.8596084284522251,0.335838684361239,0.6200142402063071,0.7548817633022048,0.4814255479744656,0.9368848195945767,0.13119703646081382,0.9720405471661993,0.8814353635279973,0.26085945181353887,0.9756238734425718,0.013352752224724582,0.6385797748241637
238,latin_hypercube,nan,True,True,0,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,0,1367,9,0.0,1000.0,1000.0,0.0158068284845434,60,46,False,1e-05,0.015807963067901776,True,nan,nan,0.9841931715154566,0.35093173469419536,0.6916687773633163,0.4174067487655532,0.8038397474591195,0.6079375919621409,0.25672395761808436,0.8090015236445405,0.5515074300743898,0.29879513889402337,0.717649499202363,0.7620874556231247,0.6780082052945081,0.7597656642577951,0.2915952790981048,0.9720552674524371,0.4680349028640079
239,latin_hypercube,nan,True,True,0,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,17,1770,198,0.04936290917356136,0.49529250665050983,0.0012704268919770945,6.309375109037063e-07,70,56,False,1e-05,6.314631032511286e-07,True,0.5047074933494902,0.9987295731080229,0.9999993690624891,0.9992813832321967,0.5560634730131635,0.5422723583984475,0.5097481862787501,0.40281228169407113,0.05928468486991476,0.8857897995364652,0.7156064356239578,0.38935708301036553,0.9429804669409493,0.9864228551686839,0.0046691731192694845,0.49950025270533144,6.719513317427408e-05,0.6723404888443734,0.8137053480024731
240,latin_hypercube,nan,False,True,0,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,24,10611,306,0.050686235011081944,0.08478486381755967,0.0013003038992843718,0.00106743454534175,512,505,True,0.000390625,0.0010673206396957235,False,0.9152151361824403,0.9986996961007156,0.9989325654546583,0.9109256368824403,0.8239451122750835,0.8231642942443281,0.20322670890814,0.8443098629991448,0.10926569900295802,0.9346374815718762,0.5610395995939453,0.474874806871554,1.0,0.7281312713387571,0.0,0.8170939461829826,0.9998053327153986,0.6527919727867044,0.8471590066521861
241,latin_hypercube,nan,True,True,0,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,17,1623,234,0.05581470640955599,0.7380176110397304,0.0014160308842311453,6.640329031082359e-08,66,52,False,1e-05,6.640543837033164e-08,True,0.2619823889602696,0.9985839691157689,0.9999999335967097,0.6612865511334302,0.3877163647810268,0.22752350539821484,0.4568080779282806,0.09558997210217994,0.11234342695567671,0.8230047371085389,0.6878745619119876,0.6925377408784241,1.0,0.9850715168620885,2.062804597352066e-06,0.9867307678265927,0.5000576019386302,0.36161429948396495,0.8514770399300116
242,latin_hypercube,nan,True,True,0,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,20,2851,225,0.04525539655336342,0.7401934021453727,0.0011448217024842,7.981515207866607e-06,119,105,False,1e-05,7.985791216635896e-06,True,0.25980659785462734,0.9988551782975158,0.9999920184847921,0.0638083403792056,0.5267003964809748,0.6058404163151492,0.25238970710585257,0.6993991158653075,0.3555125190405069,0.3392121865103143,0.42546015567420553,0.2401821560824426,0.8973571690107929,0.9904073652447429,9.654785598985918e-05,9.384495837549328e-05,0.500007209815203,0.30126433509797684,0.2271521378901772
