spin_case,entanglement_mode,Q2,t,phi,squared_amplitude_M2,spin_signal_M2,trace,normalized_by_squared_amplitude,entanglement_h_in,entanglement_s_in,C12,C13,C23,C1_23,C2_13,C3_12,F3,M1,M2,M3,row_index,row_h_out,row_s_out,row_lambda,col_index,col_h_out,col_s_out,col_lambda,rho_real,rho_imag,rho_abs,rho_phase
polarized,h_in_plus_minus_h_in_minus,5.0000000000000000e+00,-1.2000000000000000e+00,6.9999999999999996e-01,1.2828761644133223e+02,0.0000000000000000e+00,2.7755575615628914e-17,True,1,1,-1.0750758283140663e-17,-4.1904422929841845e-17,-3.1579874907483108e-01,0.0000000000000000e+00,-3.1579874799721513e-01,-3.1579874799721513e-01,0.0000000000000000e+00,7.1289172613838642e-33,2.4334439845119515e-10,2.4334439845119515e-10,0,-1,-1,-1,0,-1,-1,-1,-3.5647546152744275e-01,1.3623293523465971e-17,3.5647546152744275e-01,3.1415926535897931e+00
polarized,h_in_plus_minus_h_in_minus,5.0000000000000000e+00,-1.2000000000000000e+00,6.9999999999999996e-01,1.2828761644133223e+02,0.0000000000000000e+00,2.7755575615628914e-17,True,1,1,-1.0750758283140663e-17,-4.1904422929841845e-17,-3.1579874907483108e-01,0.0000000000000000e+00,-3.1579874799721513e-01,-3.1579874799721513e-01,0.0000000000000000e+00,7.1289172613838642e-33,2.4334439845119515e-10,2.4334439845119515e-10,0,-1,-1,-1,1,-1,-1,1,-1.8754853156543402e-03,-4.3056425328279739e-02,4.3097252896431390e-02,-1.6143275881206658e+00
polarized,h_in_plus_minus_h_in_minus,5.0000000000000000e+00,-1.2000000000000000e+00,6.9999999999999996e-01,1.2828761644133223e+02,0.0000000000000000e+00,2.7755575615628914e-17,True,1,1,-1.0750758283140663e-17,-4.1904422929841845e-17,-3.1579874907483108e-01,0.0000000000000000e+00,-3.1579874799721513e-01,-3.1579874799721513e-01,0.0000000000000000e+00,7.1289172613838642e-33,2.4334439845119515e-10,2.4334439845119515e-10,0,-1,-1,-1,2,-1,1,-1,-5.4278323522737794e-02,7.0386356369253528e-02,8.8884056879614509e-02,2.2276955709489576e+00
polarized,h_in_plus_minus_h_in_minus,5.0000000000000000e+00,-1.2000000000000000e+00,6.9999999999999996e-01,1.2828761644133223e+02,0.0000000000000000e+00,2.7755575615628914e-17,True,1,1,-1.0750758283140663e-17,-4.1904422929841845e-17,-3.1579874907483108e-01,0.0000000000000000e+00,-3.1579874799721513e-01,-3.1579874799721513e-01,0.0000000000000000e+00,7.1289172613838642e-33,2.4334439845119515e-10,2.4334439845119515e-10,0,-1,-1,-1,3,-1,1,1,1.0235772311684431e-02,-1.4644154412482699e-05,1.0235782787256873e-02,-1.4306829006234094e-03
polarized,h_in_plus_minus_h_in_minus,5.0000000000000000e+00,-1.2000000000000000e+00,6.9999999999999996e-01,1.2828761644133223e+02,0.0000000000000000e+00,2.7755575615628914e-17,True,1,1,-1.0750758283140663e-17,-4.1904422929841845e-17,-3.1579874907483108e-01,0.0000000000000000e+00,-3.1579874799721513e-01,-3.1579874799721513e-01,0.0000000000000000e+00,7.1289172613838642e-33,2.4334439845119515e-10,2.4334439845119515e-10,0,-1,-1,-1,4,1,-1,-1,1.0558511226915592e-17,-1.6423161551311797e-17,1.9524405104109798e-17,-9.9942590901207551e-01
polarized,h_in_plus_minus_h_in_minus,5.0000000000000000e+00,-1.2000000000000000e+00,6.9999999999999996e-01,1.2828761644133223e+02,0.0000000000000000e+00,2.7755575615628914e-17,True,1,1,-1.0750758283140663e-17,-4.1904422929841845e-17,-3.1579874907483108e-01,0.0000000000000000e+00,-3.1579874799721513e-01,-3.1579874799721513e-01,0.0000000000000000e+00,7.1289172613838642e-33,2.4334439845119515e-10,2.4334439845119515e-10,0,-1,-1,-1,5,1,-1,1,2.7916323589319519e-18,5.3013663985026595e-18,5.9914686779293968e-18,1.0861057862185637e+00
polarized,h_in_plus_minus_h_in_minus,5.0000000000000000e+00,-1.2000000000000000e+00,6.9999999999999996e-01,1.2828761644133223e+02,0.0000000000000000e+00,2.7755575615628914e-17,True,1,1,-1.0750758283140663e-17,-4.1904422929841845e-17,-3.1579874907483108e-01,0.0000000000000000e+00,-3.1579874799721513e-01,-3.1579874799721513e-01,0.0000000000000000e+00,7.1289172613838642e-33,2.4334439845119515e-10,2.4334439845119515e-10,0,-1,-1,-1,6,1,1,-1,4.7529184739936770e-18,-4.2087983757672621e-18,6.3485602925617337e-18,-7.2475655192599231e-01
polarized,h_in_plus_minus_h_in_minus,5.0000000000000000e+00,-1.2000000000000000e+00,6.9999999999999996e-01,1.2828761644133223e+02,0.0000000000000000e+00,2.7755575615628914e-17,True,1,1,-1.0750758283140663e-17,-4.1904422929841845e-17,-3.1579874907483108e-01,0.0000000000000000e+00,-3.1579874799721513e-01,-3.1579874799721513e-01,0.0000000000000000e+00,7.1289172613838642e-33,2.4334439845119515e-10,2.4334439845119515e-10,0,-1,-1,-1,7,1,1,1,5.0118976452277287e-18,-1.7452148259898346e-18,5.3070606549288637e-18,-3.3508318086098149e-01
polarized,h_in_plus_minus_h_in_minus,5.0000000000000000e+00,-1.2000000000000000e+00,6.9999999999999996e-01,1.2828761644133223e+02,0.0000000000000000e+00,2.7755575615628914e-17,True,1,1,-1.0750758283140663e-17,-4.1904422929841845e-17,-3.1579874907483108e-01,0.0000000000000000e+00,-3.1579874799721513e-01,-3.1579874799721513e-01,0.0000000000000000e+00,7.1289172613838642e-33,2.4334439845119515e-10,2.4334439845119515e-10,1,-1,-1,1,0,-1,-1,-1,-1.8754853156543402e-03,4.3056425328279739e-02,4.3097252896431390e-02,1.6143275881206658e+00
polarized,h_in_plus_minus_h_in_minus,5.0000000000000000e+00,-1.2000000000000000e+00,6.9999999999999996e-01,1.2828761644133223e+02,0.0000000000000000e+00,2.7755575615628914e-17,True,1,1,-1.0750758283140663e-17,-4.1904422929841845e-17,-3.1579874907483108e-01,0.0000000000000000e+00,-3.1579874799721513e-01,-3.1579874799721513e-01,0.0000000000000000e+00,7.1289172613838642e-33,2.4334439845119515e-10,2.4334439845119515e-10,1,-1,-1,1,1,-1,-1,1,-1.0531203992453846e-02,3.2079566282866513e-19,1.0531203992453846e-02,3.1415926535897931e+00
