lepton,kinematic_point,s_regime,theta_out_regime,qOut_regime,lepton_mass,s,sqrt_s,pIn,pOut,theta_p_in,phi_p_in,theta_lepton_in,phi_lepton_in,qOut,theta_out,theta_p_out,phi_p_out,theta_gamma_out,phi_gamma_out,theta_lepton_out,phi_lepton_out,cos_p_gamma_out,Q2,xB,t,F1,F2,W2,y,theta_lepton_gamma_rad,theta_lepton_gamma_deg,k_dot_qout,kp_dot_qout,abs_k_dot_qout,abs_kp_dot_qout,aligned,search_stage,sample_id,theta_e,theta_p,lepton_electron_theta_mix_proton_theta_p_mix_trace,lepton_electron_theta_mix_proton_theta_p_mix_spin_signal_M2,lepton_electron_theta_mix_proton_theta_p_mix_cross_section_ratio,lepton_electron_theta_mix_proton_theta_p_mix_purity,lepton_electron_theta_mix_proton_theta_p_mix_M2_magic,lepton_electron_theta_mix_proton_theta_p_mix_h_out_mean,lepton_electron_theta_mix_proton_theta_p_mix_lambda_mean,lepton_electron_theta_mix_proton_theta_p_mix_h_lambda,lepton_electron_theta_mix_proton_theta_p_mix_h_lambda_connected,lepton_electron_theta_mix_proton_theta_p_mix_C_e_p,lepton_electron_theta_mix_proton_theta_p_mix_C_e_gamma,lepton_electron_theta_mix_proton_theta_p_mix_C_p_gamma,lepton_electron_theta_mix_proton_theta_p_mix_C_e_rest,lepton_electron_theta_mix_proton_theta_p_mix_C_p_rest,lepton_electron_theta_mix_proton_theta_p_mix_C_gamma_rest,lepton_electron_theta_mix_proton_theta_p_mix_D_W,lepton_electron_theta_mix_proton_theta_p_mix_dGHZ,lepton_electron_theta_mix_proton_theta_p_mix_F3,lepton_electron_theta_mix_proton_theta_p_mix_M_e,lepton_electron_theta_mix_proton_theta_p_mix_M_p,lepton_electron_theta_mix_proton_theta_p_mix_M_gamma,lepton_electron_theta_mix_proton_theta_p_mix_GHZ_plus_fidelity,lepton_electron_theta_mix_proton_theta_p_mix_GHZ_minus_fidelity,lepton_electron_theta_mix_proton_theta_p_mix_GHZ_phase_fidelity,lepton_electron_theta_mix_proton_theta_p_mix_GHZ_subspace_population,lepton_electron_theta_mix_proton_theta_p_mix_GHZ_coherence_abs,lepton_electron_theta_mix_proton_theta_p_mix_GHZ_coherence_phase_rad,lepton_electron_theta_mix_proton_theta_p_mix_GHZ_coherence_visibility,lepton_electron_theta_mix_proton_theta_p_mix_GHZ_purity,lepton_electron_theta_mix_proton_theta_p_mix_W_fidelity,lepton_electron_theta_mix_proton_theta_p_mix_W_subspace_population,lepton_electron_theta_mix_proton_theta_p_mix_W_subspace_max_fidelity,lepton_electron_theta_mix_proton_theta_p_mix_Wbar_fidelity,lepton_electron_theta_mix_proton_theta_p_mix_Wbar_subspace_population,lepton_electron_theta_mix_proton_theta_p_mix_Wbar_subspace_max_fidelity,lepton_electron_theta_mix_proton_theta_p_mix_W_purity,optimization_run,start_source,screening_D_W,success,lbfgs_success,lbfgs_status,lbfgs_message,lbfgs_iterations,function_evaluations,lbfgs_function_evaluations,lbfgs_gradient_norm,initial_D_W,lbfgs_D_W,final_D_W,local_search_polls,local_search_moves,local_search_poll_limit_reached,smallest_tested_step,best_neighbor_D_W,local_minimum_verified,initial_u0,initial_u1,initial_u2,initial_u3,initial_u4,initial_u5,initial_u6,final_u0,final_u1,final_u2,final_u3,final_u4,final_u5,final_u6,local_minimum_id,D_W_above_global_minimum,within_polarization_cluster_cut,polarization_cluster_id,polarization_cluster_size,polarization_cluster_distance,polarization_cluster_representative,polarization_configuration,selected_observable,selected_observable_label,selected_spin_case,selected_spin_label,selected_concurrence_key,selected_concurrence,selected_purity,pair_delta_xy,scan_phi_p_out,scan_phi_gamma_out,cluster_id,energy_band_cluster_id,selected_region,detail_id,detail_source
electron,gradient_local_minimum_0001,gradient,gradient,gradient_local_minimum,0.00051099895,10.644368449401606,3.262570834388367,1.4964463052118209,0.6412769884513619,0.0,0.0,3.141592653589793,0.0,0.8810320004994855,2.4699891014568407,2.4699891014568407,3.733625470652439,2.4699891014568407,1.3110995203294735,0.2944105510589686,5.267166854857289,0.3214885748241425,7.293628369411643,0.816525890840368,-3.7563096118534522,0.046427796807905285,0.02947450103813593,2.518728917956434,0.9147924788888236,2.632222229390444,150.8152244845889,0.28632747123458624,2.054986850013881,0.28632747123458624,2.054986850013881,False,gradient,912001807,0.0356995841418025,1.6096178365898748,1.0,0.001508170309076635,0.007477869503602914,1.0,0.9392109781553823,0.31843029653191113,-0.17807896066496942,0.30516348132357185,0.3618692175742126,0.6666416265058159,0.6666454613337329,0.6666471710841799,0.9427806778713602,0.9427819034028464,0.9427843745712486,3.8167440793876154e-05,1.1600011030341009,0.8888385002862704,8.17726039614719e-06,8.208479034321758e-06,7.755104295015247e-06,0.018270047581328663,0.40091772454207397,0.40486105719618687,0.41918777212340264,0.19526717113448555,2.940282502738819,0.931645358572157,0.018270047581328663,0.0194692143438988,0.14777668023278362,0.14777668023278362,0.14694668109810988,0.4330355476438138,0.43303554764381386,0.0194692143438988,912,sobol_screened,0.6340653323397878,True,True,0,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,49,1841,880,7.71490495233068,0.6340653323397878,0.0008492066923086396,3.8167440793876154e-05,47,33,False,1e-05,3.854664437072149e-05,True,0.6964263143017888,0.49476712942123413,0.4479341395199299,0.5432148873806,0.19981023389846087,0.06967345625162125,0.6937141371890903,0.567218406989061,0.7862219497599303,0.5671661701008177,0.59422494930814,0.20866796954584863,0.011363530564985812,0.5123572703643224,1,1.3884072302359227e-07,True,0,286,0.013924443685816894,True,"theta_e~0,theta_p~pi/2",D_W,D_W,mixing_angles,"theta_e=0.035699584, theta_p=1.6096178",lepton_electron_theta_mix_proton_theta_p_mix_D_W,3.8167440793876154e-05,1.0,nan,3.733625470652439,1.3110995203294735,0,0,polarization_cluster_01_local_minimum_1,dw_mixing_angles_polarization_01_local_minimum_1,polarization_cluster_member
electron,gradient_local_minimum_0002,gradient,gradient,gradient_local_minimum,0.00051099895,10.482801092916088,3.237715412588958,1.482983455959249,0.6432651083898357,0.0,0.0,3.141592653589793,0.0,0.8651859198487669,2.472831369974935,2.472831369974935,0.5897257741532365,2.472831369974935,4.450434590627519,0.2901641601714982,2.1470286508036294,0.3263502886075638,7.173680646409652,0.817186124407036,-3.7288291887733997,0.04694940851480494,0.029929080411049715,2.484678348096643,0.9141470849311671,2.6268794547994783,150.5091060496368,0.27638288458203464,1.9988086134004508,0.27638288458203464,1.9988086134004508,False,gradient,1024001664,0.03556211112537861,1.5321682015405635,1.0,0.0015942937609878685,0.0074125756198883145,1.0,0.9362143589716051,0.3213131431443771,-0.172516102301103,0.3092814843273267,0.364713175400711,0.6666404080333543,0.6666473293791944,0.6666464937011853,0.9427915731845952,0.9427908122129365,0.942795713044753,3.8345730486251837e-05,1.1599992114783024,0.8888580741803093,2.7855076594696104e-05,2.7534406166762615e-05,2.7547203067579407e-05,0.398751710797018,0.018812232389308625,0.4032562261554859,0.4175639431863266,0.1944742545623226,-0.21565018674549033,0.93147053396583,0.398751710797018,0.02770475785070798,0.14409238225836485,0.14409238225836482,0.12748955318210572,0.43834367455530865,0.4383436745553085,0.02770475785070798,1024,physics_anchor:epcm_standard_W,nan,True,True,0,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,50,1707,840,14.814708386737264,0.8608982317416496,0.0008417546602016108,3.8345730486251837e-05,42,28,False,1e-05,3.8943200494649294e-05,True,0.04145304693256762,0.5,0.9105401100523041,0.0,0.4825577874546267,0.2654704450772814,0.9885408440973835,0.5610270932628866,0.7871266719284287,0.5615450748636777,0.09385777202518227,0.7083086640055253,0.011319771544774582,0.48770428584680003,2,3.1713041539927503e-07,True,0,286,0.018586331498001048,False,"theta_e~0,theta_p~pi/2",D_W,D_W,mixing_angles,"theta_e=0.035562111, theta_p=1.5321682",lepton_electron_theta_mix_proton_theta_p_mix_D_W,3.8345730486251837e-05,1.0,nan,0.5897257741532365,4.450434590627519,1,1,polarization_cluster_01_local_minimum_2,dw_mixing_angles_polarization_01_local_minimum_2,polarization_cluster_member
electron,gradient_local_minimum_0003,gradient,gradient,gradient_local_minimum,0.00051099895,11.53453713545038,3.39625339682574,1.5685950938117792,0.6643772153522677,0.0,0.0,3.141592653589793,0.0,0.9027745795583786,2.5502709129845966,2.5502709129845966,2.6470269446181542,2.5502709129845966,5.054592505075971,0.25354535531043976,1.0860153846820195,0.4585054440302708,8.298127862594988,0.8447209735802466,-4.1723015690836505,0.03947436954345737,0.023599655538986283,2.4052296076866653,0.9219893605707499,2.686776873485944,153.94097534409934,0.2404452817933307,2.3033584285492745,0.2404452817933307,2.3033584285492745,False,gradient,954002111,0.027407560787141932,1.6048485850480896,1.0,0.0007352986292441183,0.004455886921938269,1.0,1.001625107704907,0.32417437346129535,-0.1730831626995868,0.2931899817942683,0.3492991076191063,0.6666491665223312,0.6666498981601908,0.666632438406755,0.9428067701658052,0.94279436212293,0.9427951151866676,4.194057269241173e-05,1.159996550883054,0.8888694813179818,4.140792856571762e-05,4.1290089727641366e-05,4.1734566713025334e-05,0.04119571774008965,0.36702739777677884,0.39302971515739693,0.4082231155168685,0.18891815739896264,-2.610712915641409,0.9255632531233092,0.04119571774008965,0.014622216762541648,0.14615649696633776,0.14615649696633778,0.1694837367840037,0.44562038751679367,0.44562038751679384,0.014622216762541648,954,sobol_screened,0.6434255028082586,True,True,0,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,42,2151,1056,2.942889998063381,0.6434255028082586,0.001086394095777413,4.194057269241173e-05,56,42,False,1e-05,4.226164403788033e-05,True,0.6063706018030643,0.5039731943979859,0.545086458325386,0.3053258555009961,0.31813307013362646,0.7577673215419054,0.19991038367152214,0.6005178090450083,0.811776444049959,0.5532452674735997,0.42128742273341596,0.8044633824980869,0.008724097554730473,0.510839170448875,3,3.911972621559169e-06,True,0,286,0.010959362762654487,False,"theta_e~0,theta_p~pi/2",D_W,D_W,mixing_angles,"theta_e=0.027407561, theta_p=1.6048486",lepton_electron_theta_mix_proton_theta_p_mix_D_W,4.194057269241173e-05,1.0,nan,2.6470269446181542,5.054592505075971,2,2,polarization_cluster_01_local_minimum_3,dw_mixing_angles_polarization_01_local_minimum_3,polarization_cluster_member
electron,gradient_local_minimum_0004,gradient,gradient,gradient_local_minimum,0.00051099895,5.62592726484474,2.371903721664254,1.0004796703089232,0.5120116377181789,0.0,0.0,3.141592653589793,0.0,0.5078247903064171,2.416669316068595,2.416669316068595,2.755525389228128,2.416669316068595,0.2874742379607587,0.28477392364492676,4.6748180668415245,0.2166717440698832,3.119162718340306,0.762285569920623,-1.9383403537228754,0.11569392272926493,0.1031860348614817,1.8525371968452655,0.8621543095588952,2.4621023284924344,141.0680721519491,0.1277537293508476,0.7181649116593343,0.1277537293508476,0.7181649116593343,False,gradient,453001278,0.04400098273866834,1.5856264263926292,1.0,0.04703562868704496,0.011270024607936623,1.0,1.1371599881768453,0.31214269397216393,-0.24314150723464917,0.17113972274805228,0.24703456783272806,0.6666522650544475,0.6666166089058106,0.6666757899544005,0.9427865761142652,0.9428286262254963,0.9428034138534633,5.288118980789402e-05,1.160002768253818,0.8888835400406878,4.358232995133049e-05,4.396701670739134e-05,4.396499333852999e-05,0.20987178799121473,0.13484910614127535,0.31365067352435305,0.3447208941324901,0.14129022645810801,-1.302082742466491,0.819736945819156,0.20987178799121473,0.0058885989182500134,0.14897760380548114,0.14897760380548114,0.36909498379204886,0.5063015020620288,0.5063015020620291,0.0058885989182500134,453,latin_hypercube,nan,True,True,0,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,56,1333,832,11.72677341045075,1.0166662593494658,0.00037886581278945297,5.288118980789402e-05,24,10,False,1e-05,5.288528470263291e-05,True,0.40140474146032684,0.39270153784551204,0.025583791280934104,0.4644216622980559,0.029686991541730625,0.15862428804742512,0.502992047793467,0.34535938705514685,0.7692497349416538,0.48177298334855373,0.43855548651087545,0.045752945983030535,0.014005947807520458,0.5047205673150486,4,1.485258973704146e-05,True,0,286,0.013161851916201683,False,"theta_e~0,theta_p~pi/2",D_W,D_W,mixing_angles,"theta_e=0.044000983, theta_p=1.5856264",lepton_electron_theta_mix_proton_theta_p_mix_D_W,5.288118980789402e-05,1.0,nan,2.755525389228128,0.2874742379607587,3,3,polarization_cluster_01_local_minimum_4,dw_mixing_angles_polarization_01_local_minimum_4,polarization_cluster_member
electron,gradient_local_minimum_0006,gradient,gradient,gradient_local_minimum,0.00051099895,3.507664904598171,1.872876104978162,0.7015467979002032,0.39677026315423314,0.0,0.0,3.141592653589793,0.0,0.35670002910026755,2.241701262083208,2.241701262083208,2.123850950814825,2.241701262083208,4.69703313066133,0.34473155170234204,0.0887656369270203,-0.1305231266908219,1.3555844734322895,0.6396973938285281,-0.9723283090645247,0.2430789803958127,0.28524850578554206,1.643362224984606,0.8064107052648776,2.230179344207245,127.77986398032884,0.09466776647046701,0.2862958486543826,0.09466776647046701,0.2862958486543826,False,gradient,662001732,0.07709861961859397,1.542913700929345,1.0,1.2241376197218847,0.03339713491052384,1.0,1.1583292156803215,0.29536637995516163,-0.24436930483736732,0.19015235241767206,0.2623308293596446,0.6666280783822346,0.666622254774375,0.6666564472764513,0.9427521296938512,0.942775970265405,0.942771973185184,5.971522258775768e-05,1.1599881357977175,0.8888090334238369,3.3525942296774858e-06,2.7165270252149654e-06,2.9441677537045408e-06,0.04639669035199517,0.3217954646387001,0.3412341118644639,0.3681921549906953,0.15713803436911625,-2.638915081510584,0.8535653584095909,0.04639669035199517,0.08340225523789258,0.14438776037448575,0.14438776037448575,0.1998590930376297,0.4874200846348189,0.4874200846348187,0.08340225523789258,662,sobol_screened,0.5466443750188923,True,True,0,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,61,1771,1416,9.73272905611177,0.5466443750188923,0.00012025620452832355,5.971522258775768e-05,19,5,False,1e-05,5.9954444335241746e-05,True,0.2626731814816594,0.6366344280540943,0.4444451844319701,0.42181751783937216,0.7945525478571653,0.11541117914021015,0.38568749744445086,0.22105505788853547,0.7135556735917659,0.4827725751406462,0.33802137721260134,0.747556040611151,0.02454125283572202,0.4911246845342311,6,2.168662251690512e-05,True,0,286,0.02647482235225246,False,"theta_e~0,theta_p~pi/2",D_W,D_W,mixing_angles,"theta_e=0.07709862, theta_p=1.5429137",lepton_electron_theta_mix_proton_theta_p_mix_D_W,5.971522258775768e-05,1.0,nan,2.123850950814825,4.69703313066133,4,4,polarization_cluster_01_local_minimum_6,dw_mixing_angles_polarization_01_local_minimum_6,polarization_cluster_member
electron,gradient_local_minimum_0009,gradient,gradient,gradient_local_minimum,0.00051099895,12.745203076319486,3.5700424474114434,1.661795195891517,0.698510295810512,0.0,0.0,3.141592653589793,0.0,0.9274797372248443,2.6636809469150533,2.6636809469150533,2.7844425338974754,2.6636809469150533,5.172514538191359,0.1995791361127185,1.178813198030749,0.6342013297399212,9.694445817231143,0.8779526849383765,-4.765199776706585,0.03194243564156002,0.01765670035785673,2.2275032797099237,0.930617039814767,2.7662073007437655,158.4920035908934,0.1726893708885684,2.6373123911511955,0.1726893708885684,2.6373123911511955,False,gradient,66001925,3.1235999560874226,1.5985115559083345,1.0,0.00027013289158088407,0.0019104220020205902,1.0,1.000654807858127,0.32759731297725786,-0.18344740966922107,0.2775496849424411,0.33764656342271615,0.6666226063805158,0.6666241584123881,0.6666343511459943,0.9427727202840862,0.9427800773678657,0.9427811782891039,6.922827004785574e-05,1.1599713439898103,0.8888303421202123,4.693419527901366e-05,4.7216816365824865e-05,4.722342932556023e-05,0.28983373694350467,0.10321765246066533,0.3741470351471572,0.39305138940417,0.17762134044507222,1.017705189167395,0.90380721317042,0.28983373694350467,0.09787246921696863,0.13944629247722456,0.13944629247722456,0.1921892902964817,0.46750231811860543,0.46750231811860543,0.09787246921696863,66,latin_hypercube,nan,True,True,0,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,41,1967,776,55.59882272107728,0.6078856135144269,0.0003853770484255133,6.922827004785574e-05,58,44,False,1e-05,6.951244282199272e-05,True,0.9201081376624308,0.6390227886566454,0.3683033380920793,0.3010918754032218,0.6385439059356618,0.8815590483723276,0.6509065140449487,0.643807460012656,0.8478759790424625,0.5349103028503625,0.44315779302510555,0.823231256967847,0.994272746505881,0.5088220314246561,9,3.1199669977003174e-05,True,0,286,0.008772015004108716,False,"theta_e~0,theta_p~pi/2",D_W,D_W,mixing_angles,"theta_e=3.1236, theta_p=1.5985116",lepton_electron_theta_mix_proton_theta_p_mix_D_W,6.922827004785574e-05,1.0,nan,2.7844425338974754,5.172514538191359,5,5,polarization_cluster_01_local_minimum_9,dw_mixing_angles_polarization_01_local_minimum_9,polarization_cluster_member
electron,gradient_local_minimum_0013,gradient,gradient,gradient_local_minimum,0.00051099895,4.293212117650854,2.0720067851362973,0.8236864247748251,0.4480779235216914,0.0,0.0,3.141592653589793,0.0,0.4185303217256945,2.307252678382048,2.307252678382048,4.727932968181948,2.307252678382048,2.200721653409355,0.3236547263611879,0.42980212581017996,0.0026431851360287917,1.970291809726315,0.6938995545970782,-1.3314306406921927,0.17797993553882324,0.1864611329208853,1.7490003447985727,0.8318611628957782,2.323523500479255,133.12809017692464,0.11318890948495924,0.4326194940019551,0.11318890948495924,0.4326194940019551,False,gradient,552001668,3.079453754871297,1.5558810693277254,1.0,0.3047221478896842,0.021986908254975356,1.0,1.0280866182965591,0.30342767621355804,-0.23717057339196349,0.18918656364257894,0.26115067959313953,0.6666201504382807,0.6666108170005829,0.6666194190312559,0.9427401381173398,0.9427458679189813,0.9427394046455898,8.669073628031726e-05,1.1599602254922667,0.8887621081557151,6.561704960383885e-06,5.896678388239707e-06,6.153899767435966e-06,0.2199420613364057,0.14134861598799908,0.33427464957724773,0.3612906773244048,0.1536293109150453,1.312132325651854,0.8504471360997823,0.2199420613364057,8.557380784455907e-06,0.14644958025945087,0.14644958025945085,0.13528084931781123,0.49225974241614445,0.49225974241614423,8.557380784455907e-06,552,sobol_screened,0.4624283264554313,True,True,0,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,54,1724,1216,18.61895250537775,0.4624283264554313,0.0003300787357257132,8.669073628031726e-05,25,11,False,1e-05,8.82049585151257e-05,True,0.291244194842875,0.45131391752511263,0.4965365510433912,0.8675522590056062,0.5408857949078083,0.7742954483255744,0.731262325309217,0.27065713357710114,0.7344213374530358,0.48238075731181657,0.7524739024932938,0.35025572950946776,0.9802205742213295,0.4952523260932228,13,4.8662136209464697e-05,True,0,286,0.022165334479238095,False,"theta_e~0,theta_p~pi/2",D_W,D_W,mixing_angles,"theta_e=3.0794538, theta_p=1.5558811",lepton_electron_theta_mix_proton_theta_p_mix_D_W,8.669073628031726e-05,1.0,nan,4.727932968181948,2.200721653409355,6,6,polarization_cluster_01_local_minimum_13,dw_mixing_angles_polarization_01_local_minimum_13,polarization_cluster_member
electron,gradient_local_minimum_0015,gradient,gradient,gradient_local_minimum,0.00051099895,6.3412885667766385,2.518191527024233,1.0843981013583177,0.5400079706471417,0.0,0.0,3.141592653589793,0.0,0.7259387415442571,2.0781224057244683,2.0781224057244683,5.189378145112069,2.0781224057244683,1.463741901997507,0.5229091453086637,3.781019188072898,-0.40128163067788847,2.8735809673086563,0.603742164918513,-1.9130081270029615,0.1175807095016207,0.10550607432236478,2.765879197145426,0.8714940404178965,2.3707577622188976,135.8344140230224,0.4047487693707191,0.8850351895233467,0.4047487693707191,0.8850351895233467,False,gradient,599003017,3.0420244850014075,1.4933214930056877,1.0,0.07279964498600838,0.05531458683178056,1.0,1.160954872020294,0.29763764913149465,-0.1591548881282283,0.4124865169472123,0.45985700369748417,0.6665870340310496,0.666618814827298,0.666621916955302,0.9427205704063197,0.9427230965291534,0.9427452444531799,0.00010311979370369542,1.1599494260715941,0.8887391683538374,3.155647153696428e-06,3.782626042336812e-06,3.171492172826529e-06,0.23067088077457143,0.24361211040697556,0.46407340808515707,0.474282991181547,0.2269319124943836,1.599313655421338,0.9569472939733491,0.23067088077457143,0.018447531205008503,0.1242705079178646,0.1242705079178646,0.21233385463647603,0.4014465009005885,0.40144650090058837,0.018447531205008503,599,sobol_screened,0.5042456676373316,True,True,0,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,17,3054,264,1.9701769884026816,0.5042456676373316,0.32325014314626505,0.00010311979370369542,137,123,False,1e-05,0.00010731226559611097,True,0.4675248321145773,0.5872376607730985,0.5618018032982945,0.061627267859876156,0.46582213044166565,0.8749807747080922,0.3086882224306464,0.3817986679736747,0.6614869064421408,0.652165789907933,0.8259151833676367,0.2329617591136359,0.9683064675891025,0.47533899447444883,15,6.509119363284286e-05,True,0,286,0.04286020357874102,False,"theta_e~0,theta_p~pi/2",D_W,D_W,mixing_angles,"theta_e=3.0420245, theta_p=1.4933215",lepton_electron_theta_mix_proton_theta_p_mix_D_W,0.00010311979370369542,1.0,nan,5.189378145112069,1.463741901997507,7,7,polarization_cluster_01_local_minimum_15,dw_mixing_angles_polarization_01_local_minimum_15,polarization_cluster_member
electron,gradient_local_minimum_0016,gradient,gradient,gradient_local_minimum,0.00051099895,6.096417319759256,2.469092408104496,1.056374592022945,0.5304046596786877,0.0,0.0,3.141592653589793,0.0,0.533500809129196,2.46124115087773,2.46124115087773,3.416931798025165,2.46124115087773,5.861701162098847,0.26956390767305377,1.5057355955302538,0.3008005392415437,3.5600725868536878,0.7842237040716796,-2.1560469761433927,0.10120789747361657,0.08585319279477822,1.859385006015076,0.8702290836990325,2.5110940711768848,143.87509223875904,0.12547948917556928,0.8274922945307756,0.12547948917556928,0.8274922945307756,False,gradient,35001827,3.1030627083582263,1.587741237394389,1.0,0.02628801570384427,0.008596750882798695,1.0,1.063860270108875,0.31580137367405947,-0.2516658974443775,0.17141933871798556,0.250895774837835,0.6666154949564288,0.6665898341743017,0.6666136148352221,0.9427203830823605,0.9427373439277347,0.9427192343929581,0.00010647193353784581,1.1599450765130874,0.8887316581289062,3.4955384248802623e-06,3.7700362335302273e-06,3.836386240185785e-06,0.09361885472059918,0.250144693082326,0.3112230096552886,0.3437635478029252,0.13934123575382604,-2.1671916422833153,0.810680694008362,0.09361885472059918,0.11586106157035787,0.14641803919042234,0.14641803919042234,0.303671339986986,0.5098184130066525,0.5098184130066528,0.11586106157035787,35,latin_hypercube,nan,True,True,0,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,38,1885,592,12.559884270371839,0.85714167870144,0.0010426310964471333,0.00010647193353784581,63,49,False,1e-05,0.00010649432050054746,True,0.42600637740432606,0.4552442379205168,0.4716455777217713,0.5379806794432381,0.83013041827319,0.9827299303913747,0.43735943932206306,0.3695684169095761,0.7834373906067522,0.4790771022061447,0.5438215858635828,0.9329187148755389,0.9877355375186723,0.505393732564319,16,6.844333346699326e-05,True,0,286,0.013399636059950516,False,"theta_e~0,theta_p~pi/2",D_W,D_W,mixing_angles,"theta_e=3.1030627, theta_p=1.5877412",lepton_electron_theta_mix_proton_theta_p_mix_D_W,0.00010647193353784581,1.0,nan,3.416931798025165,5.861701162098847,8,8,polarization_cluster_01_local_minimum_16,dw_mixing_angles_polarization_01_local_minimum_16,polarization_cluster_member
electron,gradient_local_minimum_0017,gradient,gradient,gradient_local_minimum,0.00051099895,1.0940521789152782,1.0459694923444365,0.10239580326617137,0.05375491410897855,0.0,0.0,3.141592653589793,0.0,0.03340269208913656,2.5301991008421276,2.5301991008421276,2.6351630613774826,2.5301991008421276,5.356839125972386,0.21343791611421306,0.023338315468874337,0.36965185953261603,0.02957089192172758,0.32492024153787963,-0.02237256648403768,0.9428269353530347,1.668746815485383,0.9412828025859631,0.4248661554828202,2.3884038472628775,136.84546022097138,0.0006196328756976487,0.0042187955945421195,0.0006196328756976487,0.0042187955945421195,False,gradient,248001622,0.24470472767236937,1.1784025844087218,1.0,66675.8874442296,0.2897708608935634,0.9999999999999999,1.1984969695065943,0.21483424007428875,-0.180320102840938,0.22106247747676108,0.2598014097407116,0.6666259234894737,0.6665992277285042,0.6665899668219943,0.9427350165854134,0.9427285222068883,0.9427096394828925,0.00010995855146827853,1.1599431060162788,0.8887292803541159,4.659219867753084e-06,4.760846442297684e-06,4.750097979455692e-06,0.4126438719155806,0.016002809806974022,0.41673733717480466,0.4286466817225546,0.20241399631352736,-0.20145354523640271,0.9444328158571474,0.4126438719155806,0.03079444336039533,0.14573670342250822,0.1457367034225082,0.24357750650635396,0.4256166148549371,0.4256166148549371,0.03079444336039533,248,latin_hypercube,nan,True,True,0,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,58,1654,1248,7.301313459623779,0.6931221571337075,0.0001841367408153385,0.00010995855146827853,22,8,False,1e-05,0.00011075386020900627,True,0.008858817614371104,0.809912140876398,0.13373629522519936,0.26858434131640857,0.8361552633704978,0.13944505866731968,0.23821011165723183,0.015078337703271962,0.8053873878113872,0.2922894591106818,0.419399227071398,0.8525674262465734,0.07789193401402739,0.37509719252182505,17,7.192995139742596e-05,True,0,286,0.14937211351057275,False,"theta_e~0,theta_p~pi/2",D_W,D_W,mixing_angles,"theta_e=0.24470473, theta_p=1.1784026",lepton_electron_theta_mix_proton_theta_p_mix_D_W,0.00010995855146827853,0.9999999999999999,nan,2.6351630613774826,5.356839125972386,9,9,polarization_cluster_01_local_minimum_17,dw_mixing_angles_polarization_01_local_minimum_17,polarization_cluster_member
