detail_id,selected_observable,selected_region,theta_e,theta_p,momentum,E,px,py,pz,p_abs,phi_xy,s,sqrt_s,pIn,pOut,theta_p_in,phi_p_in,theta_lepton_in,phi_lepton_in,theta_out,phi_p_out,qOut,phi_gamma_out
dw_mixing_angles_polarization_01_local_minimum_161,D_W,polarization_cluster_01_local_minimum_161,2.9026333976872030e+00,1.9294283938044867e+00,kp,9.1763295636148934e-02,-2.1690116598722602e-02,4.0901146168252633e-04,8.9160601487643626e-02,9.1761872834420555e-02,3.1227378452121513e+00,1.1668167057018006e+00,1.0801929020789762e+00,1.3283314621966893e-01,7.1863396678953639e-02,0.0000000000000000e+00,0.0000000000000000e+00,3.1415926535897931e+00,0.0000000000000000e+00,2.4125884166336000e+00,5.4687324697772788e-01,4.7680783545677570e-02,4.0633061469757807e+00
dw_mixing_angles_polarization_01_local_minimum_161,D_W,polarization_cluster_01_local_minimum_161,2.9026333976872030e+00,1.9294283938044867e+00,pp,9.4074882289707729e-01,4.0888528627946751e-02,2.4893399804008818e-02,-5.3598457581128175e-02,7.1863396678953625e-02,5.4687324697772788e-01,1.1668167057018006e+00,1.0801929020789762e+00,1.3283314621966893e-01,7.1863396678953639e-02,0.0000000000000000e+00,0.0000000000000000e+00,3.1415926535897931e+00,0.0000000000000000e+00,2.4125884166336000e+00,5.4687324697772788e-01,4.7680783545677570e-02,4.0633061469757807e+00
dw_mixing_angles_polarization_01_local_minimum_161,D_W,polarization_cluster_01_local_minimum_161,2.9026333976872030e+00,1.9294283938044867e+00,qout,4.7680783545677570e-02,-1.9198412029224149e-02,-2.5302411265691344e-02,-3.5562143906515450e-02,4.7680783545677570e-02,4.0633061469757799e+00,1.1668167057018006e+00,1.0801929020789762e+00,1.3283314621966893e-01,7.1863396678953639e-02,0.0000000000000000e+00,0.0000000000000000e+00,3.1415926535897931e+00,0.0000000000000000e+00,2.4125884166336000e+00,5.4687324697772788e-01,4.7680783545677570e-02,4.0633061469757807e+00
dw_mixing_angles_polarization_01_local_minimum_163,D_W,polarization_cluster_01_local_minimum_163,3.1289331395043600e+00,1.5943575419472362e+00,k,1.7537164534306871e+00,0.0000000000000000e+00,0.0000000000000000e+00,-1.7537163789830954e+00,1.7537163789830954e+00,0.0000000000000000e+00,1.4006504107497909e+01,3.7425264337741035e+00,1.7537163789830954e+00,7.2070396536565062e-01,0.0000000000000000e+00,0.0000000000000000e+00,3.1415926535897931e+00,0.0000000000000000e+00,2.7436154974186717e+00,3.4144089400391389e+00,9.7401085898296225e-01,1.0721280865264227e+00
dw_mixing_angles_polarization_01_local_minimum_163,D_W,polarization_cluster_01_local_minimum_163,3.1289331395043600e+00,1.5943575419472362e+00,p,1.9888099803434163e+00,0.0000000000000000e+00,0.0000000000000000e+00,1.7537163789830954e+00,1.7537163789830954e+00,0.0000000000000000e+00,1.4006504107497909e+01,3.7425264337741035e+00,1.7537163789830954e+00,7.2070396536565062e-01,0.0000000000000000e+00,0.0000000000000000e+00,3.1415926535897931e+00,0.0000000000000000e+00,2.7436154974186717e+00,3.4144089400391389e+00,9.7401085898296225e-01,1.0721280865264227e+00
dw_mixing_angles_polarization_01_local_minimum_163,D_W,polarization_cluster_01_local_minimum_163,3.1289331395043600e+00,1.5943575419472362e+00,kp,1.5856131250119736e+00,8.8448612509457042e-02,-2.5625338475039694e-01,1.5622675080918205e+00,1.5856130426716064e+00,5.0447461829608748e+00,1.4006504107497909e+01,3.7425264337741035e+00,1.7537163789830954e+00,7.2070396536565062e-01,0.0000000000000000e+00,0.0000000000000000e+00,3.1415926535897931e+00,0.0000000000000000e+00,2.7436154974186717e+00,3.4144089400391389e+00,9.7401085898296225e-01,1.0721280865264227e+00
dw_mixing_angles_polarization_01_local_minimum_163,D_W,polarization_cluster_01_local_minimum_163,3.1289331395043600e+00,1.5943575419472362e+00,pp,1.1829024497792593e+00,-2.6898187460343792e-01,-7.5259113590891408e-02,-6.6437867413855678e-01,7.2070396536565062e-01,3.4144089400391384e+00,1.4006504107497909e+01,3.7425264337741035e+00,1.7537163789830954e+00,7.2070396536565062e-01,0.0000000000000000e+00,0.0000000000000000e+00,3.1415926535897931e+00,0.0000000000000000e+00,2.7436154974186717e+00,3.4144089400391389e+00,9.7401085898296225e-01,1.0721280865264227e+00
dw_mixing_angles_polarization_01_local_minimum_163,D_W,polarization_cluster_01_local_minimum_163,3.1289331395043600e+00,1.5943575419472362e+00,qout,9.7401085898296225e-01,1.8053326209398088e-01,3.3151249834128838e-01,-8.9788883395326358e-01,9.7401085898296236e-01,1.0721280865264227e+00,1.4006504107497909e+01,3.7425264337741035e+00,1.7537163789830954e+00,7.2070396536565062e-01,0.0000000000000000e+00,0.0000000000000000e+00,3.1415926535897931e+00,0.0000000000000000e+00,2.7436154974186717e+00,3.4144089400391389e+00,9.7401085898296225e-01,1.0721280865264227e+00
dw_mixing_angles_polarization_01_local_minimum_165,D_W,polarization_cluster_01_local_minimum_165,3.1157196073413007e+00,1.5494248929814263e+00,k,1.2655901549899671e+00,0.0000000000000000e+00,0.0000000000000000e+00,-1.2655900518286329e+00,1.2655900518286329e+00,0.0000000000000000e+00,8.0706426065645669e+00,2.8408876441289559e+00,1.2655900518286329e+00,5.9178989646783786e-01,0.0000000000000000e+00,0.0000000000000000e+00,3.1415926535897931e+00,0.0000000000000000e+00,2.5664790989822248e+00,6.2681360300857296e+00,6.5732686710145205e-01,3.8295337361085551e+00
dw_mixing_angles_polarization_01_local_minimum_165,D_W,polarization_cluster_01_local_minimum_165,3.1157196073413007e+00,1.5494248929814263e+00,p,1.5752974891389886e+00,0.0000000000000000e+00,0.0000000000000000e+00,1.2655900518286329e+00,1.2655900518286329e+00,0.0000000000000000e+00,8.0706426065645669e+00,2.8408876441289559e+00,1.2655900518286329e+00,5.9178989646783786e-01,0.0000000000000000e+00,0.0000000000000000e+00,3.1415926535897931e+00,0.0000000000000000e+00,2.5664790989822248e+00,6.2681360300857296e+00,6.5732686710145205e-01,3.8295337361085551e+00
dw_mixing_angles_polarization_01_local_minimum_165,D_W,polarization_cluster_01_local_minimum_165,3.1157196073413007e+00,1.5494248929814263e+00,kp,1.0744804005163806e+00,-4.5636687739372017e-02,2.3186324568313429e-01,1.0481720269151322e+00,1.0744802790065136e+00,1.7651379950799480e+00,8.0706426065645669e+00,2.8408876441289559e+00,1.2655900518286329e+00,5.9178989646783786e-01,0.0000000000000000e+00,0.0000000000000000e+00,3.1415926535897931e+00,0.0000000000000000e+00,2.5664790989822248e+00,6.2681360300857296e+00,6.5732686710145205e-01,3.8295337361085551e+00
dw_mixing_angles_polarization_01_local_minimum_165,D_W,polarization_cluster_01_local_minimum_165,3.1157196073413007e+00,1.5494248929814263e+00,pp,1.1090803765108344e+00,3.2185587599749543e-01,-4.8440639634260386e-03,-4.9658897661105744e-01,5.9178989646783786e-01,6.2681360300857296e+00,8.0706426065645669e+00,2.8408876441289559e+00,1.2655900518286329e+00,5.9178989646783786e-01,0.0000000000000000e+00,0.0000000000000000e+00,3.1415926535897931e+00,0.0000000000000000e+00,2.5664790989822248e+00,6.2681360300857296e+00,6.5732686710145205e-01,3.8295337361085551e+00
dw_mixing_angles_polarization_01_local_minimum_165,D_W,polarization_cluster_01_local_minimum_165,3.1157196073413007e+00,1.5494248929814263e+00,qout,6.5732686710145205e-01,-2.7621918825812342e-01,-2.2701918171970825e-01,-5.5158305030407484e-01,6.5732686710145216e-01,3.8295337361085546e+00,8.0706426065645669e+00,2.8408876441289559e+00,1.2655900518286329e+00,5.9178989646783786e-01,0.0000000000000000e+00,0.0000000000000000e+00,3.1415926535897931e+00,0.0000000000000000e+00,2.5664790989822248e+00,6.2681360300857296e+00,6.5732686710145205e-01,3.8295337361085551e+00
dw_mixing_angles_polarization_01_local_minimum_168,D_W,polarization_cluster_01_local_minimum_168,1.3791936053770123e-02,1.5957312846729768e+00,k,1.7603136176964453e+00,0.0000000000000000e+00,0.0000000000000000e+00,-1.7603135435278625e+00,1.7603135435278625e+00,0.0000000000000000e+00,1.4099599566487580e+01,3.7549433506362759e+00,1.7603135435278625e+00,7.1434871994104587e-01,0.0000000000000000e+00,0.0000000000000000e+00,3.1415926535897931e+00,0.0000000000000000e+00,2.7228140309669469e+00,2.8342419964382750e+00,9.9119490202510530e-01,5.1774162236796046e+00
dw_mixing_angles_polarization_01_local_minimum_168,D_W,polarization_cluster_01_local_minimum_168,1.3791936053770123e-02,1.5957312846729768e+00,p,1.9946297329398306e+00,0.0000000000000000e+00,0.0000000000000000e+00,1.7603135435278625e+00,1.7603135435278625e+00,0.0000000000000000e+00,1.4099599566487580e+01,3.7549433506362759e+00,1.7603135435278625e+00,7.1434871994104587e-01,0.0000000000000000e+00,0.0000000000000000e+00,3.1415926535897931e+00,0.0000000000000000e+00,2.7228140309669469e+00,2.8342419964382750e+00,9.9119490202510530e-01,5.1774162236796046e+00
dw_mixing_angles_polarization_01_local_minimum_168,D_W,polarization_cluster_01_local_minimum_168,1.3791936053770123e-02,1.5957312846729768e+00,kp,1.5847072730447673e+00,9.6120566704735400e-02,2.7238058155691747e-01,1.5581612675099237e+00,1.5847071906573327e+00,1.2315486224004504e+00,1.4099599566487580e+01,3.7549433506362759e+00,1.7603135435278625e+00,7.1434871994104587e-01,0.0000000000000000e+00,0.0000000000000000e+00,3.1415926535897931e+00,0.0000000000000000e+00,2.7228140309669469e+00,2.8342419964382750e+00,9.9119490202510530e-01,5.1774162236796046e+00
dw_mixing_angles_polarization_01_local_minimum_168,D_W,polarization_cluster_01_local_minimum_168,1.3791936053770123e-02,1.5957312846729768e+00,pp,1.1790411755665748e+00,-2.7687363755071237e-01,8.7882124642096202e-02,-6.5261919576368477e-01,7.1434871994104598e-01,2.8342419964382750e+00,1.4099599566487580e+01,3.7549433506362759e+00,1.7603135435278625e+00,7.1434871994104587e-01,0.0000000000000000e+00,0.0000000000000000e+00,3.1415926535897931e+00,0.0000000000000000e+00,2.7228140309669469e+00,2.8342419964382750e+00,9.9119490202510530e-01,5.1774162236796046e+00
dw_mixing_angles_polarization_01_local_minimum_168,D_W,polarization_cluster_01_local_minimum_168,1.3791936053770123e-02,1.5957312846729768e+00,qout,9.9119490202510530e-01,1.8075307084597697e-01,-3.6026270619901368e-01,-9.0554207174623891e-01,9.9119490202510530e-01,5.1774162236796046e+00,1.4099599566487580e+01,3.7549433506362759e+00,1.7603135435278625e+00,7.1434871994104587e-01,0.0000000000000000e+00,0.0000000000000000e+00,3.1415926535897931e+00,0.0000000000000000e+00,2.7228140309669469e+00,2.8342419964382750e+00,9.9119490202510530e-01,5.1774162236796046e+00
dw_mixing_angles_polarization_01_local_minimum_170,D_W,polarization_cluster_01_local_minimum_170,3.0071995999558543e+00,1.4705476816589653e+00,k,9.4024675357658261e-01,0.0000000000000000e+00,0.0000000000000000e+00,-9.4024661471944471e-01,9.4024661471944471e-01,0.0000000000000000e+00,5.1454962037487491e+00,2.2683686216637606e+00,9.4024661471944471e-01,4.9306778000763335e-01,0.0000000000000000e+00,0.0000000000000000e+00,3.1415926535897931e+00,0.0000000000000000e+00,1.9570984517711671e+00,1.2438133159201472e+00,6.6000759889456440e-01,4.9556967329512460e+00
dw_mixing_angles_polarization_01_local_minimum_170,D_W,polarization_cluster_01_local_minimum_170,3.0071995999558543e+00,1.4705476816589653e+00,p,1.3281218680871780e+00,0.0000000000000000e+00,0.0000000000000000e+00,9.4024661471944471e-01,9.4024661471944471e-01,0.0000000000000000e+00,5.1454962037487491e+00,2.2683686216637606e+00,9.4024661471944471e-01,4.9306778000763335e-01,0.0000000000000000e+00,0.0000000000000000e+00,3.1415926535897931e+00,0.0000000000000000e+00,1.9570984517711671e+00,1.2438133159201472e+00,6.6000759889456440e-01,4.9556967329512460e+00
dw_mixing_angles_polarization_01_local_minimum_170,D_W,polarization_cluster_01_local_minimum_170,3.0071995999558543e+00,1.4705476816589653e+00,kp,5.4866303009345307e-01,-2.9398477572172721e-01,1.6083041354778971e-01,4.3443916627451445e-01,5.4866279213320313e-01,2.6410013207564651e+00,5.1454962037487491e+00,2.2683686216637606e+00,9.4024661471944471e-01,4.9306778000763335e-01,0.0000000000000000e+00,0.0000000000000000e+00,3.1415926535897931e+00,0.0000000000000000e+00,1.9570984517711671e+00,1.2438133159201472e+00,6.6000759889456440e-01,4.9556967329512460e+00
dw_mixing_angles_polarization_01_local_minimum_170,D_W,polarization_cluster_01_local_minimum_170,3.0071995999558543e+00,1.4705476816589653e+00,pp,1.0596979926760528e+00,1.4669684523679333e-01,4.3253324770096413e-01,-1.8577099050305085e-01,4.9306778000763335e-01,1.2438133159201472e+00,5.1454962037487491e+00,2.2683686216637606e+00,9.4024661471944471e-01,4.9306778000763335e-01,0.0000000000000000e+00,0.0000000000000000e+00,3.1415926535897931e+00,0.0000000000000000e+00,1.9570984517711671e+00,1.2438133159201472e+00,6.6000759889456440e-01,4.9556967329512460e+00
dw_mixing_angles_polarization_01_local_minimum_170,D_W,polarization_cluster_01_local_minimum_170,3.0071995999558543e+00,1.4705476816589653e+00,qout,6.6000759889456440e-01,1.4728793048493388e-01,-5.9336366124875384e-01,-2.4866817577146361e-01,6.6000759889456428e-01,4.9556967329512460e+00,5.1454962037487491e+00,2.2683686216637606e+00,9.4024661471944471e-01,4.9306778000763335e-01,0.0000000000000000e+00,0.0000000000000000e+00,3.1415926535897931e+00,0.0000000000000000e+00,1.9570984517711671e+00,1.2438133159201472e+00,6.6000759889456440e-01,4.9556967329512460e+00
dw_mixing_angles_polarization_01_local_minimum_171,D_W,polarization_cluster_01_local_minimum_171,3.1074285570013225e+00,1.5891251389082506e+00,k,1.1113271661473805e+00,0.0000000000000000e+00,0.0000000000000000e+00,-1.1113270486662514e+00,1.1113270486662514e+00,0.0000000000000000e+00,6.5822721936308941e+00,2.5655939260979892e+00,1.1113270486662514e+00,5.4590598066354368e-01,0.0000000000000000e+00,0.0000000000000000e+00,3.1415926535897931e+00,0.0000000000000000e+00,2.4987347541702682e+00,3.2897435718088337e+00,5.6172394568668049e-01,5.6905614069250765e+00
dw_mixing_angles_polarization_01_local_minimum_171,D_W,polarization_cluster_01_local_minimum_171,3.1074285570013225e+00,1.5891251389082506e+00,p,1.4542667599506085e+00,0.0000000000000000e+00,0.0000000000000000e+00,1.1113270486662514e+00,1.1113270486662514e+00,0.0000000000000000e+00,6.5822721936308941e+00,2.5655939260979892e+00,1.1113270486662514e+00,5.4590598066354368e-01,0.0000000000000000e+00,0.0000000000000000e+00,3.1415926535897931e+00,0.0000000000000000e+00,2.4987347541702682e+00,3.2897435718088337e+00,5.6172394568668049e-01,5.6905614069250765e+00
dw_mixing_angles_polarization_01_local_minimum_171,D_W,polarization_cluster_01_local_minimum_171,3.1074285570013225e+00,1.5891251389082506e+00,kp,9.1857861873798208e-01,4.4354912236445665e-02,2.3639258550459916e-01,8.8653122052277444e-01,9.1857847660537539e-01,1.3853204598148030e+00,6.5822721936308941e+00,2.5655939260979892e+00,1.1113270486662514e+00,5.4590598066354368e-01,0.0000000000000000e+00,0.0000000000000000e+00,3.1415926535897931e+00,0.0000000000000000e+00,2.4987347541702682e+00,3.2897435718088337e+00,5.6172394568668049e-01,5.6905614069250765e+00
dw_mixing_angles_polarization_01_local_minimum_171,D_W,polarization_cluster_01_local_minimum_171,3.1074285570013225e+00,1.5891251389082506e+00,pp,1.0852913616740092e+00,-3.2367768584010076e-01,-4.8307090454678459e-02,-4.3693537328216620e-01,5.4590598066354379e-01,3.2897435718088333e+00,6.5822721936308941e+00,2.5655939260979892e+00,1.1113270486662514e+00,5.4590598066354368e-01,0.0000000000000000e+00,0.0000000000000000e+00,3.1415926535897931e+00,0.0000000000000000e+00,2.4987347541702682e+00,3.2897435718088337e+00,5.6172394568668049e-01,5.6905614069250765e+00
dw_mixing_angles_polarization_01_local_minimum_171,D_W,polarization_cluster_01_local_minimum_171,3.1074285570013225e+00,1.5891251389082506e+00,qout,5.6172394568668049e-01,2.7932277360365509e-01,-1.8808549504992070e-01,-4.4959584724060819e-01,5.6172394568668049e-01,5.6905614069250765e+00,6.5822721936308941e+00,2.5655939260979892e+00,1.1113270486662514e+00,5.4590598066354368e-01,0.0000000000000000e+00,0.0000000000000000e+00,3.1415926535897931e+00,0.0000000000000000e+00,2.4987347541702682e+00,3.2897435718088337e+00,5.6172394568668049e-01,5.6905614069250765e+00
dw_mixing_angles_polarization_01_local_minimum_173,D_W,polarization_cluster_01_local_minimum_173,6.3399255638591070e-02,1.6255730563010471e+00,k,1.3145913994262659e+00,0.0000000000000000e+00,0.0000000000000000e+00,-1.3145913001102592e+00,1.3145913001102592e+00,0.0000000000000000e+00,8.5820872514910054e+00,2.9295199694644523e+00,1.3145913001102592e+00,5.9014840411361980e-01,0.0000000000000000e+00,0.0000000000000000e+00,3.1415926535897931e+00,0.0000000000000000e+00,2.2706104210914972e+00,2.2990716443721113e+00,8.2462798341319488e-01,4.7490160378975093e+00
dw_mixing_angles_polarization_01_local_minimum_173,D_W,polarization_cluster_01_local_minimum_173,6.3399255638591070e-02,1.6255730563010471e+00,p,1.6149285700381864e+00,0.0000000000000000e+00,0.0000000000000000e+00,1.3145913001102592e+00,1.3145913001102592e+00,0.0000000000000000e+00,8.5820872514910054e+00,2.9295199694644523e+00,1.3145913001102592e+00,5.9014840411361980e-01,0.0000000000000000e+00,0.0000000000000000e+00,3.1415926535897931e+00,0.0000000000000000e+00,2.2706104210914972e+00,2.2990716443721113e+00,8.2462798341319488e-01,4.7490160378975093e+00
dw_mixing_angles_polarization_01_local_minimum_173,D_W,polarization_cluster_01_local_minimum_173,6.3399255638591070e-02,1.6255730563010471e+00,kp,9.9668661750361687e-01,2.7737219218159392e-01,2.9346489302278000e-01,9.1122279161486042e-01,9.9668648650961156e-01,8.1358210595490543e-01,8.5820872514910054e+00,2.9295199694644523e+00,1.3145913001102592e+00,5.9014840411361980e-01,0.0000000000000000e+00,0.0000000000000000e+00,3.1415926535897931e+00,0.0000000000000000e+00,2.2706104210914972e+00,2.2990716443721113e+00,8.2462798341319488e-01,4.7490160378975093e+00
dw_mixing_angles_polarization_01_local_minimum_173,D_W,polarization_cluster_01_local_minimum_173,6.3399255638591070e-02,1.6255730563010471e+00,pp,1.1082053685476587e+00,-3.0047170480905500e-01,3.3692104625252339e-01,-3.8010012112481284e-01,5.9014840411361980e-01,2.2990716443721113e+00,8.5820872514910054e+00,2.9295199694644523e+00,1.3145913001102592e+00,5.9014840411361980e-01,0.0000000000000000e+00,0.0000000000000000e+00,3.1415926535897931e+00,0.0000000000000000e+00,2.2706104210914972e+00,2.2990716443721113e+00,8.2462798341319488e-01,4.7490160378975093e+00
dw_mixing_angles_polarization_01_local_minimum_173,D_W,polarization_cluster_01_local_minimum_173,6.3399255638591070e-02,1.6255730563010471e+00,qout,8.2462798341319488e-01,2.3099512627461096e-02,-6.3038593927530340e-01,-5.3112267049004758e-01,8.2462798341319488e-01,4.7490160378975093e+00,8.5820872514910054e+00,2.9295199694644523e+00,1.3145913001102592e+00,5.9014840411361980e-01,0.0000000000000000e+00,0.0000000000000000e+00,3.1415926535897931e+00,0.0000000000000000e+00,2.2706104210914972e+00,2.2990716443721113e+00,8.2462798341319488e-01,4.7490160378975093e+00
dw_mixing_angles_polarization_01_local_minimum_175,D_W,polarization_cluster_01_local_minimum_175,3.1004777515218329e+00,1.5293536220514572e+00,k,1.4577322236922943e+00,0.0000000000000000e+00,0.0000000000000000e+00,-1.4577321341285423e+00,1.4577321341285423e+00,0.0000000000000000e+00,1.0183603617266169e+01,3.1911758988288570e+00,1.4577321341285423e+00,6.2749334709461557e-01,0.0000000000000000e+00,0.0000000000000000e+00,3.1415926535897931e+00,0.0000000000000000e+00,2.4187531665760775e+00,5.6365504884298021e+00,8.7679605878804878e-01,1.8173153357056684e+00
dw_mixing_angles_polarization_01_local_minimum_175,D_W,polarization_cluster_01_local_minimum_175,3.1004777515218329e+00,1.5293536220514572e+00,p,1.7334436751365629e+00,0.0000000000000000e+00,0.0000000000000000e+00,1.4577321341285423e+00,1.4577321341285423e+00,0.0000000000000000e+00,1.0183603617266169e+01,3.1911758988288570e+00,1.4577321341285423e+00,6.2749334709461557e-01,0.0000000000000000e+00,0.0000000000000000e+00,3.1415926535897931e+00,0.0000000000000000e+00,2.4187531665760775e+00,5.6365504884298021e+00,8.7679605878804878e-01,1.8173153357056684e+00
dw_mixing_angles_polarization_01_local_minimum_175,D_W,polarization_cluster_01_local_minimum_175,3.1004777515218329e+00,1.5293536220514572e+00,kp,1.1858445500981827e+00,-1.8975483288658465e-01,-3.1238229317421151e-01,1.1281123358004024e+00,1.1858444399994608e+00,4.1665137271680344e+00,1.0183603617266169e+01,3.1911758988288570e+00,1.4577321341285423e+00,6.2749334709461557e-01,0.0000000000000000e+00,0.0000000000000000e+00,3.1415926535897931e+00,0.0000000000000000e+00,2.4187531665760775e+00,5.6365504884298021e+00,8.7679605878804878e-01,1.8173153357056684e+00
dw_mixing_angles_polarization_01_local_minimum_175,D_W,polarization_cluster_01_local_minimum_175,3.1004777515218329e+00,1.5293536220514572e+00,pp,1.1285352899435637e+00,3.3129578336400389e-01,-2.5009782828130334e-01,-4.7057632841252273e-01,6.2749334709461557e-01,5.6365504884298021e+00,1.0183603617266169e+01,3.1911758988288570e+00,1.4577321341285423e+00,6.2749334709461557e-01,0.0000000000000000e+00,0.0000000000000000e+00,3.1415926535897931e+00,0.0000000000000000e+00,2.4187531665760775e+00,5.6365504884298021e+00,8.7679605878804878e-01,1.8173153357056684e+00
dw_mixing_angles_polarization_01_local_minimum_175,D_W,polarization_cluster_01_local_minimum_175,3.1004777515218329e+00,1.5293536220514572e+00,qout,8.7679605878804878e-01,-1.4154095047741924e-01,5.6248012145551485e-01,-6.5753600738787954e-01,8.7679605878804889e-01,1.8173153357056684e+00,1.0183603617266169e+01,3.1911758988288570e+00,1.4577321341285423e+00,6.2749334709461557e-01,0.0000000000000000e+00,0.0000000000000000e+00,3.1415926535897931e+00,0.0000000000000000e+00,2.4187531665760775e+00,5.6365504884298021e+00,8.7679605878804878e-01,1.8173153357056684e+00
dw_mixing_angles_polarization_01_local_minimum_179,D_W,polarization_cluster_01_local_minimum_179,7.9588910904403481e-02,1.6356892585343512e+00,k,1.1804431861310616e+00,0.0000000000000000e+00,0.0000000000000000e+00,-1.1804430755285600e+00,1.1804430755285600e+00,0.0000000000000000e+00,7.2263465768514141e+00,2.6881864847609460e+00,1.1804430755285600e+00,5.6890084030252885e-01,0.0000000000000000e+00,0.0000000000000000e+00,3.1415926535897931e+00,0.0000000000000000e+00,2.1678509768002705e+00,4.1221162964230915e+00,7.6212842678911574e-01,1.5750479213973885e+00
dw_mixing_angles_polarization_01_local_minimum_179,D_W,polarization_cluster_01_local_minimum_179,7.9588910904403481e-02,1.6356892585343512e+00,p,1.5077432986298844e+00,0.0000000000000000e+00,0.0000000000000000e+00,1.1804430755285600e+00,1.1804430755285600e+00,0.0000000000000000e+00,7.2263465768514141e+00,2.6881864847609460e+00,1.1804430755285600e+00,5.6890084030252885e-01,0.0000000000000000e+00,0.0000000000000000e+00,3.1415926535897931e+00,0.0000000000000000e+00,2.1678509768002705e+00,4.1221162964230915e+00,7.6212842678911574e-01,1.5750479213973885e+00
dw_mixing_angles_polarization_01_local_minimum_179,D_W,polarization_cluster_01_local_minimum_179,7.9588910904403481e-02,1.6356892585343512e+00,kp,8.2902015247524252e-01,2.6454200258906380e-01,-2.3940268877442489e-01,7.4831680026836978e-01,8.2901999498814716e-01,5.5476308907247809e+00,7.2263465768514141e+00,2.6881864847609460e+00,1.1804430755285600e+00,5.6890084030252885e-01,0.0000000000000000e+00,0.0000000000000000e+00,3.1415926535897931e+00,0.0000000000000000e+00,2.1678509768002705e+00,4.1221162964230915e+00,7.6212842678911574e-01,1.5750479213973885e+00
dw_mixing_angles_polarization_01_local_minimum_179,D_W,polarization_cluster_01_local_minimum_179,7.9588910904403481e-02,1.6356892585343512e+00,pp,1.0970379054968535e+00,-2.6186233059749209e-01,-3.9086809104407821e-01,-3.1984124392349933e-01,5.6890084030252885e-01,4.1221162964230915e+00,7.2263465768514141e+00,2.6881864847609460e+00,1.1804430755285600e+00,5.6890084030252885e-01,0.0000000000000000e+00,0.0000000000000000e+00,3.1415926535897931e+00,0.0000000000000000e+00,2.1678509768002705e+00,4.1221162964230915e+00,7.6212842678911574e-01,1.5750479213973885e+00
dw_mixing_angles_polarization_01_local_minimum_179,D_W,polarization_cluster_01_local_minimum_179,7.9588910904403481e-02,1.6356892585343512e+00,qout,7.6212842678911574e-01,-2.6796719915717225e-03,6.3027077981850310e-01,-4.2847555634487050e-01,7.6212842678911585e-01,1.5750479213973885e+00,7.2263465768514141e+00,2.6881864847609460e+00,1.1804430755285600e+00,5.6890084030252885e-01,0.0000000000000000e+00,0.0000000000000000e+00,3.1415926535897931e+00,0.0000000000000000e+00,2.1678509768002705e+00,4.1221162964230915e+00,7.6212842678911574e-01,1.5750479213973885e+00
dw_mixing_angles_polarization_01_local_minimum_182,D_W,polarization_cluster_01_local_minimum_182,3.1333184737946995e+00,1.5517668755966056e+00,k,1.6879760113511879e+00,0.0000000000000000e+00,0.0000000000000000e+00,-1.6879759340041369e+00,1.6879759340041369e+00,0.0000000000000000e+00,1.3097635356802996e+01,3.6190655364061861e+00,1.6879759340041369e+00,7.4335466904488390e-01,0.0000000000000000e+00,0.0000000000000000e+00,3.1415926535897931e+00,0.0000000000000000e+00,2.8182487112073615e+00,9.8601805175998938e-02,8.7516341427628508e-01,4.0043682984911388e+00
dw_mixing_angles_polarization_01_local_minimum_182,D_W,polarization_cluster_01_local_minimum_182,3.1333184737946995e+00,1.5517668755966056e+00,p,1.9310895250549982e+00,0.0000000000000000e+00,0.0000000000000000e+00,1.6879759340041369e+00,1.6879759340041369e+00,0.0000000000000000e+00,1.3097635356802996e+01,3.6190655364061861e+00,1.6879759340041369e+00,7.4335466904488390e-01,0.0000000000000000e+00,0.0000000000000000e+00,3.1415926535897931e+00,0.0000000000000000e+00,2.8182487112073615e+00,9.8601805175998938e-02,8.7516341427628508e-01,4.0043682984911388e+00
dw_mixing_angles_polarization_01_local_minimum_182,D_W,polarization_cluster_01_local_minimum_182,3.1333184737946995e+00,1.5517668755966056e+00,kp,1.5470645542081782e+00,-5.4205550778023942e-02,1.8798740729008961e-01,1.5346435959963549e+00,1.5470644698161167e+00,1.8515280423991642e+00,1.3097635356802996e+01,3.6190655364061861e+00,1.6879759340041369e+00,7.4335466904488390e-01,0.0000000000000000e+00,0.0000000000000000e+00,3.1415926535897931e+00,0.0000000000000000e+00,2.8182487112073615e+00,9.8601805175998938e-02,8.7516341427628508e-01,4.0043682984911388e+00
dw_mixing_angles_polarization_01_local_minimum_182,D_W,polarization_cluster_01_local_minimum_182,3.1333184737946995e+00,1.5517668755966056e+00,pp,1.1968375679225769e+00,2.3504551730235132e-01,2.3251313394957531e-02,-7.0483270725208857e-01,7.4335466904488390e-01,9.8601805175998938e-02,1.3097635356802996e+01,3.6190655364061861e+00,1.6879759340041369e+00,7.4335466904488390e-01,0.0000000000000000e+00,0.0000000000000000e+00,3.1415926535897931e+00,0.0000000000000000e+00,2.8182487112073615e+00,9.8601805175998938e-02,8.7516341427628508e-01,4.0043682984911388e+00
