detail_id,selected_observable,selected_region,incoming_state,alpha_e,alpha_p,final_state_order,final_ket,out_index,hOut,sOut,lambda,amplitude_real,amplitude_imag,amplitude_abs,amplitude_phase,amplitude_abs2,fraction,decomposition_rank,retained_fraction_total
max_c_e_gamma_mixing_angles_polarization_03_local_minimum_3,C_e_gamma,polarization_cluster_03_local_minimum_3,cos(alpha_e)|+>+sin(alpha_e)|-> tensor cos(alpha_p)|+>+sin(alpha_p)|->,2.3544150327542073e+00,1.6068303759307943e+00,p_gamma_lepton,|-1+1-1>,1,-1,-1,1,-2.7852525027680593e+06,5.1896058434269333e+05,2.8331875321406187e+06,2.9573805901776371e+00,8.0269515922770469e+12,4.9855124168626042e-01,1,9.9708830575356155e-01
max_c_e_gamma_mixing_angles_polarization_03_local_minimum_3,C_e_gamma,polarization_cluster_03_local_minimum_3,cos(alpha_e)|+>+sin(alpha_e)|-> tensor cos(alpha_p)|+>+sin(alpha_p)|->,2.3544150327542073e+00,1.6068303759307943e+00,p_gamma_lepton,|-1-1+1>,4,1,-1,-1,-2.7852343501931750e+06,-5.1883806650044752e+05,2.8331472472757078e+06,-2.9574219293299153e+00,8.0267233247459209e+12,4.9853706406730119e-01,2,9.9708830575356155e-01
max_c_e_gamma_mixing_angles_polarization_03_local_minimum_6,C_e_gamma,polarization_cluster_03_local_minimum_6,cos(alpha_e)|+>+sin(alpha_e)|-> tensor cos(alpha_p)|+>+sin(alpha_p)|->,7.8556174235300957e-01,1.5368724758457775e+00,p_gamma_lepton,|-1-1+1>,4,1,-1,-1,5.1035418179788329e+06,-1.0561293049492037e+06,5.2116742220356772e+06,-2.0406008764740274e-01,2.7161548196631172e+13,4.9861266856376069e-01,1,9.9722069908281386e-01
max_c_e_gamma_mixing_angles_polarization_03_local_minimum_6,C_e_gamma,polarization_cluster_03_local_minimum_6,cos(alpha_e)|+>+sin(alpha_e)|-> tensor cos(alpha_p)|+>+sin(alpha_p)|->,7.8556174235300957e-01,1.5368724758457775e+00,p_gamma_lepton,|-1+1-1>,1,-1,-1,1,-5.1036064152200976e+06,-1.0556974477453765e+06,5.2116499827455636e+06,-2.9376162222528821e+00,2.7161295542651832e+13,4.9860803051905317e-01,2,9.9722069908281386e-01
max_c_e_gamma_mixing_angles_polarization_03_local_minimum_8,C_e_gamma,polarization_cluster_03_local_minimum_8,cos(alpha_e)|+>+sin(alpha_e)|-> tensor cos(alpha_p)|+>+sin(alpha_p)|->,2.3530414971125304e+00,1.5857101642804139e+00,p_gamma_lepton,|-1+1-1>,1,-1,-1,1,5.9404427305790887e+05,1.5127532283155033e+06,1.6252110411057011e+06,1.1966068228445526e+00,2.6413109281318760e+12,4.9879329316706933e-01,1,9.9758258695748947e-01
max_c_e_gamma_mixing_angles_polarization_03_local_minimum_8,C_e_gamma,polarization_cluster_03_local_minimum_8,cos(alpha_e)|+>+sin(alpha_e)|-> tensor cos(alpha_p)|+>+sin(alpha_p)|->,2.3530414971125304e+00,1.5857101642804139e+00,p_gamma_lepton,|-1-1+1>,4,1,-1,-1,5.9453515026285208e+05,-1.5125533725879861e+06,1.6252045255368210e+06,-1.1962807337476733e+00,2.6412897498253633e+12,4.9878929379042014e-01,2,9.9758258695748947e-01
max_c_e_gamma_mixing_angles_polarization_03_local_minimum_14,C_e_gamma,polarization_cluster_03_local_minimum_14,cos(alpha_e)|+>+sin(alpha_e)|-> tensor cos(alpha_p)|+>+sin(alpha_p)|->,2.3448066859385772e+00,1.4955320227536273e+00,p_gamma_lepton,|-1-1+1>,4,1,-1,-1,7.4698018865880929e+05,-5.5447577614624077e+05,9.3028102666975127e+05,-6.3854829240391342e-01,8.6542278858172644e+11,4.9470001040612943e-01,1,9.8939362623627936e-01
max_c_e_gamma_mixing_angles_polarization_03_local_minimum_14,C_e_gamma,polarization_cluster_03_local_minimum_14,cos(alpha_e)|+>+sin(alpha_e)|-> tensor cos(alpha_p)|+>+sin(alpha_p)|->,2.3448066859385772e+00,1.4955320227536273e+00,p_gamma_lepton,|-1+1-1>,1,-1,-1,1,7.4693474181205290e+05,5.5452690958563529e+05,9.3027501416539913e+05,6.3862154590781661e-01,8.6541160198043359e+11,4.9469361583014992e-01,2,9.8939362623627936e-01
max_c_e_gamma_mixing_angles_polarization_03_local_minimum_15,C_e_gamma,polarization_cluster_03_local_minimum_15,cos(alpha_e)|+>+sin(alpha_e)|-> tensor cos(alpha_p)|+>+sin(alpha_p)|->,7.9173681960091702e-01,1.6212170606226790e+00,p_gamma_lepton,|-1-1+1>,4,1,-1,-1,-1.5875047858783808e+06,1.2956078406269159e+06,2.0490903156963834e+06,2.4570943612844047e+00,4.1987711218807041e+12,4.9759315845859781e-01,1,9.9517648002799686e-01
max_c_e_gamma_mixing_angles_polarization_03_local_minimum_15,C_e_gamma,polarization_cluster_03_local_minimum_15,cos(alpha_e)|+>+sin(alpha_e)|-> tensor cos(alpha_p)|+>+sin(alpha_p)|->,7.9173681960091702e-01,1.6212170606226790e+00,p_gamma_lepton,|-1+1-1>,1,-1,-1,1,1.5871316360556539e+06,1.2960329033085653e+06,2.0490700614247250e+06,6.8477414833739048e-01,4.1986881166271255e+12,4.9758332156939905e-01,2,9.9517648002799686e-01
