optimization_run,start_source,screening_dGHZ,success,lbfgs_success,lbfgs_status,lbfgs_message,lbfgs_iterations,function_evaluations,lbfgs_function_evaluations,lbfgs_gradient_norm,initial_dGHZ,lbfgs_dGHZ,final_dGHZ,local_search_polls,local_search_moves,local_search_poll_limit_reached,smallest_tested_step,best_neighbor_dGHZ,local_minimum_verified,initial_u0,initial_u1,initial_u2,initial_u3,initial_u4,initial_u5,initial_u6,initial_u7,final_u0,final_u1,final_u2,final_u3,final_u4,final_u5,final_u6,final_u7
481,sobol_physical_fill,nan,False,True,0,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,8,11868,468,0.4100210560343566,1.0175271611240293,1.0008909790231038,0.0021900612225850356,512,501,True,2.44140625e-05,0.0021885179064997633,False,0.49291616914077296,0.47356652187030335,0.5837142430192912,0.5091639599463754,0.5041217841103586,0.5224708604750775,0.8987219771370292,0.15787506103515625,0.49983881871719454,0.5000008521306146,0.6894015926148401,0.5142112068880094,0.49998725694445106,0.034125456887457765,0.638279599987556,0.12848346504246874
482,sobol_physical_fill,nan,True,True,0,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,41,12588,1971,18.30934259980313,1.011142906020443,0.021596015838066626,0.0001377043513049766,477,463,False,1e-05,0.0001377137888306045,True,0.654946552547524,0.5275936483167234,0.6099097339964922,0.3453956134554233,0.3265912599638317,0.5374144549696022,0.5122939795255661,0.5390019938349724,0.4998768115734817,0.4999965217644393,0.675595761093655,0.5079489548570246,0.4999996589425427,0.006228084311795263,0.8480821831514854,0.6496220736830716
483,sobol_physical_fill,nan,True,True,0,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,39,2386,1089,15.963047138666257,0.960639948474799,0.001379902279538914,0.0012289094727341333,59,45,False,1e-05,0.0012290317257821985,True,0.5094979756289945,0.49528632868608086,0.4916808095296814,0.4165801832979293,0.5548787760158105,0.47390842359131147,0.4084654403850437,0.4025299707427621,0.5067344641377359,0.49999750824045075,0.5209100845832344,0.44495570818788627,0.5000162062399099,0.4300996992009902,0.2468937873665718,0.2896272727569934
484,sobol_physical_fill,nan,True,True,0,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,30,2125,810,0.6778082298264942,0.9696464554291222,0.0002270468403306964,0.00018223970494564532,59,45,False,1e-05,0.0001822396205742339,True,0.5642033374677065,0.6406189359439067,0.45744850860631237,0.5384482928703004,0.4840578765418582,0.6347717989829377,0.2770764250308275,0.364360156469047,0.4982745039976319,0.5018712151154273,0.3789463692398537,0.5035676642441533,0.49612949655425087,0.7501344812090098,0.23055145160386975,0.2703798197208291
485,sobol_physical_fill,nan,False,True,0,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,41,12306,837,4.550115151189599,0.9988685304490895,0.001250657202786115,0.0011045425154201077,512,500,True,1.220703125e-05,0.0011044438330877497,False,0.4469075227624546,0.45428751325271916,0.4263033121584294,0.47037313762813815,0.5350883142510029,0.5369049952724598,0.14003643114119768,0.9875525189563632,0.49800827099057554,0.49691519617130436,0.43392169358722943,0.5041051940490369,0.5063748990234439,0.6363526282591022,0.25027493361011593,0.749477017987518
486,sobol_physical_fill,nan,True,True,0,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,26,1622,594,14.52372113985316,1.0400987547268912,0.0009627786304927645,0.00023409828413526883,45,31,False,1e-05,0.00023409847363189439,True,0.508606090152688,0.5616235129452923,0.5220850612389373,0.4900628058240121,0.5047000161794386,0.5929849559067238,0.8623889079317449,0.7641206635162233,0.503597332768252,0.5017242955228697,0.32667569507014244,0.49255975487189085,0.49643288561711046,0.8582991095146115,0.7534834959248982,0.7452291718175719
487,sobol_physical_fill,nan,True,True,0,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,36,6824,738,15.300104026066128,0.6476759910687083,0.0022915650542654404,0.00042425019760717556,273,259,False,1e-05,0.0004243767103228096,True,0.5173388703040185,0.45900480222371376,0.48387623449281203,0.47465222882921243,0.46231429162467014,0.2756956431002643,0.21656839922070506,0.17744957096874717,0.5004514511008901,0.4999997066292161,0.6143622815665372,0.46380590384747633,0.500025930297917,0.2384811982659398,0.27434807919959014,0.261305677026926
488,sobol_physical_fill,nan,False,True,0,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,27,13451,2124,2.998258054954357,1.000038861463694,0.1770895794789175,0.0064047333343789205,512,503,True,9.765625e-05,0.006401983648377932,False,0.3927378744057108,0.4782953240710848,0.6481344327774924,0.516230192862424,0.4825888791190046,0.512291683121439,0.7263576090335846,0.3829937903210521,0.48539714723228056,0.5193488885959284,0.29626156878083876,0.5303119118985518,0.45977747754079484,0.9223727378073847,0.7509778383398558,0.2525756293088561
489,sobol_physical_fill,nan,False,True,0,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,8,11638,180,0.0981374734745441,1.0006533196952547,0.9997841989641658,0.0015761160438499653,512,500,True,1.220703125e-05,0.0015747908751661253,False,0.4554672797432732,0.45205366008210673,0.28032920604976297,0.4555384414644233,0.4773013400162803,0.5677592434979237,0.4852501917630434,0.7136438116431236,0.5012275377314054,0.5075165340309961,0.3779190588526122,0.49747626204413425,0.4844341468833944,0.7527804219417138,0.747220873367562,0.7510806650024208
490,sobol_physical_fill,nan,False,True,0,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,15,12396,1017,4.412770675078152,1.0041824460935125,0.9158904747282689,0.0019739100016438397,512,502,True,4.8828125e-05,0.0019728670165336387,False,0.5531890164192319,0.49202248564592727,0.5442752673750788,0.6529821006404024,0.4097634828022041,0.4886967328970537,0.9481629785150288,0.9759507263079286,0.4998654717576499,0.5000055104127532,0.6925163836657765,0.5136828534094106,0.49996284175812306,0.033474926930328795,0.6520089880366396,0.14185167351781988
491,sobol_physical_fill,nan,False,True,0,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,26,11874,558,17.32982722896864,0.9936259625610226,0.0007307939344476564,0.0005363267612163112,512,501,True,2.44140625e-05,0.0005358846228340059,False,0.5469159373491689,0.5250430312892771,0.44744521021420414,0.5444663222310638,0.5452109641620029,0.5235593891761295,0.09787447471171616,0.09045150876045227,0.5038633810761065,0.49651414988654313,0.35326323253951686,0.4919950185030849,0.5072198104204675,0.803720041563824,0.240507919143104,0.25794129275701905
492,sobol_physical_fill,nan,False,True,0,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,48,12947,1584,55.824478616307566,1.0120585022598922,0.002209323484101589,0.000839484508214968,512,499,True,1e-05,0.0008394755721519549,False,0.5133292522859397,0.46322855672272945,0.5612541398208615,0.5358216603530609,0.5134467830602161,0.4870696010985387,0.5239997701719403,0.28244222328066826,0.500020603945057,0.5000005103403784,0.7109269181018649,0.49323263639589604,0.49998432248728863,0.03496344156791474,0.8030533468580275,0.31286825138761315
493,sobol_physical_fill,nan,False,True,0,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,40,12398,1116,255.0588506164333,0.9829836235726638,0.00228218503258413,0.0010785686825809959,512,501,True,2.44140625e-05,0.0010783433300905014,False,0.33204313959389087,0.5152108508313288,0.5132001707353028,0.49439421293347696,0.3963438237662489,0.36634295652476156,0.8870210144668818,0.9134623296558857,0.5001288539255524,0.4999953847034061,0.6599451805963212,0.4749334327121216,0.5008468308398003,0.1439205548806049,0.7647388474557499,0.7602792761410944
494,sobol_physical_fill,nan,False,True,0,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,28,12245,765,6.784771175181439,1.0990805260189096,0.0008570553789548989,0.0007369184446991557,512,500,True,1.220703125e-05,0.0007368709654844755,False,0.49497988990584935,0.4969458892659594,0.4998719806526245,0.46934073248517255,0.5062345410318947,0.5520278675434049,0.03380280826240778,0.027963069267570972,0.4999802653578252,0.4949389513774019,0.38179757368745376,0.5000440425358241,0.5104672858107696,0.7443578466970573,0.25018544155134287,0.24903246159892004
495,sobol_physical_fill,nan,False,True,0,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,13,12228,900,0.7384184578394555,0.9081883414289951,0.23577368693806788,0.00020537497398039233,512,502,True,4.8828125e-05,0.0002018717272494502,False,0.4203300531183691,0.6332875048590971,0.4309905655986144,0.679289889651289,0.4277618977552419,0.4181346677848221,0.15173380821943283,0.23977799620479343,0.4998829633962251,0.4999966946261775,0.6640491079821504,0.5086115681942313,0.49998116187354563,0.0730385675144494,0.33271898045877213,0.16333517746389073
496,sobol_physical_fill,nan,True,True,0,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,40,1695,990,4.780847444226021,1.1226402030946507,0.0007703135774289273,0.000617958680414369,31,17,False,1e-05,0.0006180300848589833,True,0.5113066867982043,0.4922580045399109,0.3888990115598129,0.4995002277735274,0.5066971034026676,0.46600012197511487,0.2653665905818343,0.6131076728925109,0.49559044116181594,0.4999995481336339,0.5344813832118986,0.5480089168634882,0.4999998715810648,0.38532846839496976,0.2109092843854273,0.6772477308713902
497,sobol_physical_fill,nan,True,True,0,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,36,7773,657,1.3146393987361469,0.975114848610201,0.001893987771880412,0.0007137898832843466,322,308,False,1e-05,0.0007139388109563496,True,0.49930306316415946,0.5003116280714643,0.5602221592969991,0.6400278249573438,0.48809264095360716,0.5188579164131004,0.22416137252002954,0.4848496168851852,0.49628883557172154,0.49999649470903584,0.5373903882213726,0.5427067051636034,0.5000236165413675,0.3748018269571539,0.19176219147840537,0.6619091500668427
498,sobol_physical_fill,nan,True,True,0,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,34,2918,675,14.643797980059801,1.0084183963072229,0.004187097763003105,0.000364866703595757,99,85,False,1e-05,0.00036509600743696747,True,0.4894207770784977,0.4987492238565229,0.36828113725757067,0.5272286158323504,0.615683392585233,0.47168033733224846,0.823579901829362,0.5739616388455033,0.49930773224036756,0.49999867324672476,0.5994370876565057,0.5402012769357655,0.5000794046581741,0.269692821590433,0.7229210789519914,0.7381066084165935
499,sobol_physical_fill,nan,True,True,0,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,46,2542,1089,49.964517749427294,1.1851060135742968,0.0009809585558199613,0.0003399579265255192,65,51,False,1e-05,0.0003400509355836615,True,0.5040116906189732,0.5172578678515283,0.48862658982638607,0.49232180274843473,0.4988661708545635,0.4915012575389876,0.7182802902534604,0.2010754654183984,0.5005271413435143,0.4999959116271885,0.5949479775756668,0.4739866718063613,0.5001784162656918,0.26858292199482164,0.756357016531865,0.28161208003616317
500,sobol_physical_fill,nan,False,True,0,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,27,13163,1746,1.5403746169869688,1.0123677550677057,0.07141179336667562,0.001336863677170793,512,500,True,1.220703125e-05,0.001336848170277628,False,0.5424829824355653,0.5405958482002385,0.5078374011560524,0.5023602508693205,0.4885936731596121,0.49356244156167933,0.44596853014081717,0.9053203705698252,0.49993365224577935,0.4999971774312142,0.6976993307946066,0.5100815779925867,0.5000234469875146,0.04280447537790476,0.16618720340700527,0.6562779595596898
501,sobol_physical_fill,nan,True,True,0,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,35,9201,747,2.627662987695609,1.0022791759184866,0.0003449822370203938,0.00013330331432296884,381,367,False,1e-05,0.00013330346887448737,True,0.5164125592432725,0.49546846091506136,0.497189075769983,0.8130717808605028,0.5177795963552873,0.7149116472688173,0.6000745557248592,0.03593729715794325,0.4991449449369309,0.49650309601185894,0.28841292861422335,0.5017653790308407,0.5072350326043814,0.9375918316512587,0.7560571801720333,0.25584502060458886
502,sobol_physical_fill,nan,True,False,2,ABNORMAL: ,46,2860,1341,13.222224345144562,1.0115673408205688,0.0003636521579085692,8.248687110157283e-05,70,56,False,1e-05,8.25228159067756e-05,True,0.4742370495142455,0.4474981180379234,0.628234422350425,0.4895988689312736,0.5012204744179476,0.3668756409302457,0.09030009061098099,0.2747437674552202,0.5000962448001051,0.4999975989575387,0.6397702062178202,0.4896210292271169,0.5000718670089711,0.16846351741332316,0.20825131445447248,0.2989621394655782
503,sobol_physical_fill,nan,False,True,0,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,29,12018,729,17.058839712837177,0.983043795866961,0.000398047861640259,0.0002826343626803456,512,502,True,4.8828125e-05,0.00028253520621270234,False,0.49295028646811656,0.5379266107501638,0.421638895172141,0.48235975270257664,0.45381703939766327,0.6205781982212961,0.9869600562378765,0.6587776644155383,0.49978418489188314,0.49807671144596644,0.4233770252550141,0.50044936736504,0.5039607487885994,0.6578003363755455,0.8439720504050824,0.655546681399454
504,sobol_physical_fill,nan,True,True,0,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,30,12007,909,8.195166988457862,1.0128601851588395,0.0007065363568637399,3.3943424520323154e-05,503,489,False,1e-05,3.394350130999015e-05,True,0.38850427637965057,0.5438833565555024,0.4131915169593512,0.49996966734201803,0.5000511989582967,0.5528890180528816,0.5320966392755508,0.09857828728854656,0.49825526716721796,0.5003754434212703,0.27646913736508116,0.5036128718686194,0.4992184652612419,0.9625456296121858,0.7433221336135549,0.24341678259132862
505,sobol_physical_fill,nan,False,True,0,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,28,12139,846,1.0079676677108413,1.1189925675488395,0.0014601167476882514,0.0007839886563723855,512,503,True,9.765625e-05,0.0007696190329323565,False,0.5188540143895262,0.5295167535419322,0.5955704032467769,0.6296816710243143,0.7533069865041734,0.27493611063985757,0.02619791403412819,0.3373237540945411,0.4998733368484432,0.49999557524325333,0.6871875405631108,0.511361451208483,0.5030214795609302,0.005126129757913581,0.3349802018166722,0.16045802901458273
506,sobol_physical_fill,nan,False,True,0,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,27,12129,738,2.0520402320457616,0.8843031502128677,0.0013853397756394647,0.0011763564129987755,512,499,True,1e-05,0.0011762052971390445,False,0.5009991866476932,0.48526550791849477,0.4571048550266507,0.5487366483094326,0.4650518215097818,0.5393702212172049,0.9257875820621848,0.7213576938956976,0.4982169806328603,0.49688154139531193,0.4373950543551499,0.503682168699644,0.5064536816292233,0.629329964357394,0.7541925595550395,0.747363146026314
507,sobol_physical_fill,nan,False,True,0,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,44,12403,1152,178.7063959359982,0.9623793083120382,0.0014389882499652674,0.0012498514196740832,512,500,True,1.220703125e-05,0.001249849525929641,False,0.5037665074625555,0.49791212585305455,0.5043821225819913,0.49572561093595013,0.49243064545817894,0.5100189324952739,0.15935730654746294,0.4221243979409337,0.502895890266718,0.49762901358226397,0.4368930165911169,0.49411338721544384,0.5048279265706029,0.6283169867217712,0.23803928557344495,0.25949960989125104
508,sobol_physical_fill,nan,False,True,0,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,25,12338,945,31.269852716598212,0.9826290551225061,0.007476008174450168,0.00012105197892650415,512,500,True,1.220703125e-05,0.00012091593184417529,False,0.5484314476562906,0.5017357372651299,0.44214263864188613,0.4224334347754752,0.5735982163586577,0.2733997440465565,0.7636586334556342,0.5112364627420902,0.5000975010494662,0.49999812705986013,0.6841699330632005,0.4921839285890247,0.49999768423210045,0.006390000231337422,0.6688051475364672,0.8337683055859342
509,sobol_physical_fill,nan,False,True,0,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,41,12293,981,13.891626862965841,0.9730264294656246,0.0039051048151145513,0.0025886524883899963,512,500,True,1.220703125e-05,0.002586895932175721,False,0.42248696571075917,0.6094712757000496,0.5395234415531102,0.5767055894756686,0.5523221530268632,0.5250698256176708,0.3046372849494219,0.8028383748605847,0.5054736106424028,0.49490729895590724,0.409978449001971,0.48865912004204,0.5105705505054432,0.6864612710388681,0.24850627001423437,0.7481254697370654
510,sobol_physical_fill,nan,False,True,0,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,56,13376,2016,1.2918130977210356,1.0011808817921561,0.010372788094288024,0.002048126955460318,512,502,True,4.8828125e-05,0.0020428079276842447,False,0.5321135034045215,0.4332418616325729,0.564194175677829,0.49200544631827886,0.46515021258211486,0.5109340126314572,0.5625198343768716,0.19140723533928392,0.5001360153430764,0.499994042402748,0.699793243315649,0.4861768483963176,0.5000078585817975,0.014327952969385964,0.8586202138577401,0.36825903122864717
511,sobol_physical_fill,nan,False,True,0,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,26,12643,1242,2.8904832827209943,1.0972020769093243,0.005545636471050294,0.003949359102240642,512,501,True,2.44140625e-05,0.003948173730564382,False,0.48446783223198137,0.5153473506575252,0.5959271655235009,0.6292049646070306,0.5179784692918957,0.6612132627710922,0.9578606318682432,0.5647979024797678,0.47876119809459194,0.49396184755367517,0.26030064314804546,0.5440732804653048,0.5125605381377988,0.9968406835240244,0.7481063063169453,0.7541728043878692
512,sobol_physical_fill,nan,True,True,0,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,26,4159,810,19.414438947014116,0.8153840318192024,0.010577021628858374,0.0010223861592550958,152,138,False,1e-05,0.001022470572826115,True,0.4909604860386077,0.4892360934924082,0.5200041038385741,0.43644419606143275,0.4967517418759971,0.4425610573468878,0.8565836763009429,0.66742093116045,0.5021740663558262,0.5000011898519564,0.5574599064290243,0.4391720938606285,0.49997148592530405,0.3941137212122438,0.836170403480481,0.7374165864894686
513,sobol_physical_fill,nan,True,True,0,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,31,4873,711,1.84687042109038,0.9742708534423167,0.00023403462776910904,0.00022303002099476377,188,174,False,1e-05,0.0002230299998747194,True,0.476895359522283,0.5961091637337571,0.37476203141638,0.46552453602410204,0.672333294822953,0.5779595487150783,0.19136926159262657,0.26629862282425165,0.49539667700320755,0.498955704432305,0.2852106057005398,0.5095371392489876,0.5021645266057974,0.9446766865927805,0.253808556463976,0.24744713723437434
514,sobol_physical_fill,nan,False,True,0,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,75,12979,1647,1.9803283615662786,1.0270761449162433,0.0022489439321393937,0.0013556396822768657,512,502,True,4.8828125e-05,0.001354048369100163,False,0.577224327603183,0.4921999635576695,0.46964183952820243,0.508476848200576,0.49903895762385664,0.551930805784697,0.33512145560234785,0.8973797196522355,0.49327249537517603,0.4942848505685416,0.34244972386557826,0.5139161236103997,0.5118327562861414,0.8260613920512785,0.2500794759127558,0.7525319280884967
515,sobol_physical_fill,nan,False,True,0,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,43,13159,1773,1.2565585370152776,1.060000469766132,0.0021913261632185077,0.00042991837063458606,512,501,True,2.44140625e-05,0.00042679637678238357,False,0.5100846681501635,0.5137490129791867,0.5875758392978061,0.5044565211178267,0.4923828938789924,0.4362699998589545,0.7924815071746706,0.7297875778749585,0.49990215116220876,0.5000041861979685,0.6599311445242472,0.5126433304132251,0.4998538591290965,0.12299229803875181,0.7811810464951372,0.7090026338290134
516,sobol_physical_fill,nan,False,True,0,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,33,12527,1224,79.09084324911025,0.775202915812095,0.00011642449676572961,4.520116592460194e-05,512,501,True,2.44140625e-05,4.4994505159224614e-05,False,0.5042465714032294,0.4861639340460751,0.35647025650512904,0.5280422558133749,0.5274382310793724,0.66607922531415,0.13019676506519318,0.32866522297263145,0.5009503257402689,0.5004786484250803,0.39095175147898387,0.49804729160226185,0.4990181422028263,0.7239080454792939,0.1685342652161986,0.33107385846348664
517,sobol_physical_fill,nan,False,True,0,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,46,12339,1017,28.680813719752287,0.9938706984847998,0.0014560021214192053,0.0013459671085606915,512,501,True,2.44140625e-05,0.001270929840953421,False,0.3482530049719369,0.4174268232903915,0.5915817501037227,0.4303489433487523,0.5490894654546601,0.459099580667095,0.6868748106062411,0.10653419513255358,0.5000366979776326,0.49999673280462514,0.663952035946009,0.49311489014240023,0.5000339815604785,0.12747272260505793,0.8658772084592018,0.37457413287135444
518,sobol_physical_fill,nan,True,True,0,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,65,8482,2502,2.32123610540466,1.0562676885167426,0.00032042984436577804,5.365419935437591e-05,272,258,False,1e-05,5.365833067834635e-05,True,0.48993248853407145,0.30155706956799155,0.49033321516112194,0.5119212966017817,0.5214502490511145,0.4643376587352485,0.41450207494199276,0.8124913480132818,0.4999435463120095,0.5000001774203111,0.6728871425434931,0.508323895090629,0.49999684509336156,0.08963837018386958,0.7922670685785704,0.7031743968476509
519,sobol_physical_fill,nan,False,True,0,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,22,12062,657,0.3209252171274657,1.0047720175923314,0.33198897387051624,0.011264262361280109,512,504,True,0.0001953125,0.011256328557002142,False,0.5378617032458485,0.47119694065498346,0.5782854558351191,0.389742633993119,0.7308805488243175,0.5237822278548483,0.8930565435439348,0.502347624860704,0.5193807095819903,0.48033616716721317,0.3285586944827534,0.4597331852713222,0.5407438157465712,0.8552406825240236,0.748251782893188,0.7436708356295738
520,sobol_physical_fill,nan,True,True,0,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,30,1033,594,5.02073540736004,0.8788091512154164,0.0007844151641575548,0.000729172353506206,19,5,False,1e-05,0.0007292703381700336,True,0.5412062361345366,0.516577406937595,0.42568666816241535,0.4117577935087203,0.4403389306660533,0.45836966224317527,0.059262790717184544,0.4313033949583769,0.5079134944617493,0.5000001207022212,0.5100547598202576,0.45154540314168584,0.499998597561333,0.42609158443260525,0.13383508413505008,0.39067669791739285
521,sobol_physical_fill,nan,False,False,2,ABNORMAL: ,43,12444,1134,4.70443812713646,1.0200454183709589,0.0017777933761477186,0.0014977719272449015,512,501,True,2.44140625e-05,0.0014558584411460329,False,0.44222035109008934,0.5293661333902488,0.37679582111192284,0.5027218952512059,0.49868338834564024,0.40938131021633106,0.6174760945141315,0.37674519419670105,0.4999251347519584,0.49999349113636243,0.6831914401194458,0.5136006327769527,0.5006494962347187,0.08334542611774694,0.24025602950552052,0.7256424351177732
522,sobol_physical_fill,nan,False,True,0,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,47,12848,1449,1.9465094622409311,1.0213809568252885,0.0008929564414530094,0.0007195526505972477,512,501,True,2.44140625e-05,0.0007193381193404672,False,0.5405032874522908,0.6425546750694804,0.5164236687765735,0.32122207049621243,0.3996530142658588,0.6526547354693951,0.06472000479698181,0.18391297850757837,0.5017102051726162,0.4933497341097864,0.33036483317216253,0.4964605991079552,0.5137463552124186,0.8506387774980251,0.2563822167710139,0.2440961935647391
523,sobol_physical_fill,nan,False,True,0,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,37,12261,954,0.9335293631325018,0.9977082305386739,0.0005220158264529996,0.00048455670150478864,512,502,True,4.8828125e-05,0.00047938572871387595,False,0.5217202361668908,0.4768228184528525,0.49392613666845986,0.484195591023371,0.5167756158853432,0.48541923440682844,0.981048564426601,0.7573980912566185,0.503954001766239,0.5031884430719543,0.34583149179857575,0.4917860261141303,0.4933916331969401,0.8193567627065799,0.7218542126781202,0.7765964499521851
524,sobol_physical_fill,nan,True,True,0,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,35,11020,747,3.6977309639432128,0.9434803090396822,0.0009653324843752935,0.00043832106365823985,463,449,False,1e-05,0.0004383223931573614,True,0.5233389303270691,0.4947944242035466,0.5140042022975198,0.528982070394217,0.5149255311307874,0.4608800469860681,0.24582233373075724,0.0834719268605113,0.499578665491825,0.49999596349914116,0.5973229355113551,0.5188599359332938,0.5000595594177368,0.25175713307859543,0.301676691034428,0.18296638972291634
525,sobol_physical_fill,nan,True,True,0,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,32,8522,675,2.8716328283283024,0.9971179167397728,0.00038886905397497853,0.000350043075896706,355,341,False,1e-05,0.00035004364698991815,True,0.5811240595445811,0.57033459704219,0.43440151475506517,0.5771662254408522,0.3932329712769383,0.8041690122469002,0.8334152866154908,0.9831289146095514,0.49443967122084825,0.4999208430845639,0.2990580142148706,0.5115251499001389,0.5001644830465023,0.9161217758731521,0.7604835121518774,0.7411167749822004
526,sobol_physical_fill,nan,False,True,0,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,56,12861,1548,3.3293334563309505,1.0015358600022828,0.003291019045964208,0.002377828680313729,512,503,True,9.765625e-05,0.002314145378643695,False,0.49929875946207414,0.5052014471502789,0.6327935688335277,0.47379514020876157,0.47372620415686034,0.4888103185814354,0.35878182016313076,0.7061902536079288,0.5001575209591078,0.500002288267626,0.7007598564011663,0.48334398990535377,0.4999877707465462,0.01965590565442819,0.29640620551338726,0.8097234083850663
527,sobol_physical_fill,nan,False,True,0,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,32,12047,612,0.6944342358699191,0.9846184212836565,0.0025519223677357016,0.0022248030478113057,512,502,True,4.8828125e-05,0.002223653876010919,False,0.4804901090444646,0.5066078014728808,0.5055411911858243,0.4827519939782562,0.6428564369584353,0.48494904223394875,0.18468036223202944,0.02076962403953075,0.48783914011513646,0.49957855581179794,0.32903283016202384,0.5251936633891072,0.5008710355056404,0.8539979824416944,0.24805249795019296,0.2541171851758818
528,sobol_physical_fill,nan,False,True,0,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,33,12240,810,1.0712642590342427,0.936965698514001,0.010653170973622388,0.003377304116429814,512,500,True,1.220703125e-05,0.0033738674965901024,False,0.4281767860218986,0.4503492265669909,0.47932221196309444,0.3755261350915232,0.45205785313073027,0.5294120397881551,0.7693436425179243,0.9204266583546996,0.5018601805057556,0.4944173369633667,0.4396792786007814,0.49616169879352146,0.5115670679236304,0.6248448291355673,0.7493333682346551,0.7483154471271116
529,sobol_physical_fill,nan,False,False,2,ABNORMAL: ,0,11588,189,3.8509633534848358,0.774152628228122,0.774152628228122,0.002286222571676173,512,502,True,4.8828125e-05,0.002277081637163842,False,0.5017304289750211,0.41115359432375626,0.5945438239532616,0.6745499478759039,0.46319917387018594,0.15871176953982918,0.29077340103685856,0.6436710711568594,0.49982285443612184,0.5000071690882156,0.6942252246969505,0.5156402087191977,0.4999424396022203,0.021717685331112718,0.15549217249998576,0.644892385047735
530,sobol_physical_fill,nan,False,True,0,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,36,12170,702,1.4626091819753047,1.1191405099317635,0.0008925672083574467,0.0008354672059369201,512,500,True,1.220703125e-05,0.0008354399508887933,False,0.5240823217174416,0.5421915128001388,0.444894878443803,0.5005218696744729,0.508817266048284,0.5090674400199932,0.6319066295400262,0.2899110456928611,0.49931416697815395,0.49452928923129946,0.37864571909862926,0.5014182851608111,0.5113172549918679,0.7509108938241337,0.7488597351422254,0.24848672544383493
531,sobol_physical_fill,nan,False,True,0,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,44,12415,927,0.6173232425107819,1.000161500093572,0.002019333097542682,0.0018728328824974205,512,501,True,2.44140625e-05,0.0018726760587420104,False,0.5016919829811074,0.5001451352038255,0.5042944172176379,0.4982509023703841,0.5007123156297264,0.5011167910161196,0.39086030703037977,0.619341004639864,0.504472797612401,0.48799256413526043,0.3008376849360157,0.4907294721162681,0.5248393274358596,0.9120767700455699,0.2505932258617805,0.7484072100141463
