detail_id,polarization,polarization_label,energy_group,cluster_id,cluster_size,D_W,w_fidelity,w_subspace_population,purity,C_e_p,C_p_gamma,C_e_gamma,kinematic_point,s,theta_in,phi_in,phi_in_electron,qOut,phiOut,Q2,xB,t,theta_e_gamma_deg,aligned,F1,F2
Ty_proton_low_Egamma_W_1,Ty_proton,Ty proton,low_Egamma,1,38,9.4281436127319762e-01,0.11478005930867505,0.34234066735449753,5.0000060957575054e-01,0.0000000000000000e+00,6.6349950167273386e-01,0.0000000000000000e+00,high_s_high_theta_in_low_Egamma,2.1515843999999998e+01,1.5707949999999999e+00,1.4726215563702159e+00,4.6142142099600090e+00,5.0000000000000000e-01,7.8539816339744828e-01,2.1728834613399889e-02,2.8157440349840412e-02,-7.7088986081230673e-02,1.4449352710533265e+02,False,0.8309700503038004,1.414638251720796
Ty_proton_low_Egamma_W_2,Ty_proton,Ty proton,low_Egamma,2,2,9.4287242580891795e-01,0.25456103652668366,0.49556204830640543,5.0003670179058934e-01,0.0000000000000000e+00,6.7759929955653286e-01,0.0000000000000000e+00,high_s_high_theta_in_low_Egamma,2.1515843999999998e+01,1.5707949999999999e+00,1.5707963267948966e+00,4.7123889803846897e+00,5.0000000000000000e-01,5.0069132916587327e+00,2.7014801082953580e-02,5.9467735790620438e-03,-3.1341957836810203e-05,2.1666378865396450e+01,False,0.9999123398797755,1.792660026786355
Ty_proton_low_Egamma_W_3,Ty_proton,Ty proton,low_Egamma,3,2,9.4287242582039155e-01,0.07608506481620154,0.49556204830568296,5.0003670179059978e-01,0.0000000000000000e+00,6.7759930054606365e-01,0.0000000000000000e+00,high_s_high_theta_in_low_Egamma,2.1515843999999998e+01,1.5707949999999999e+00,1.5707963267948966e+00,4.7123889803846897e+00,5.0000000000000000e-01,4.4178646691106467e+00,2.7014801082953722e-02,5.9467735790620785e-03,-3.1341957836810203e-05,2.1666378865396503e+01,False,0.9999123398797755,1.792660026786355
Ty_proton_mid_Egamma_W_0,Ty_proton,Ty proton,mid_Egamma,0,22,9.4280996573363673e-01,0.10573094065789508,0.36225719319799227,5.0073326471805624e-01,0.0000000000000000e+00,6.6798674157839977e-01,0.0000000000000000e+00,high_s_high_theta_in_mid_Egamma,2.1515843999999998e+01,1.5707949999999999e+00,6.8722339297276713e-01,3.8288160465625602e+00,1.0000000000000000e+00,4.9087385212340517e-01,8.0962766263157193e-01,2.8783144890242174e-01,-2.3480059322803948e+00,1.4417134602525300e+02,False,0.09058466435113308,0.07371980215788065
Ty_proton_mid_Egamma_W_1,Ty_proton,Ty proton,mid_Egamma,1,22,9.4280996574482667e-01,0.13577412121839189,0.3622571931979925,5.0073326471805668e-01,0.0000000000000000e+00,6.6798674957023818e-01,0.0000000000000000e+00,high_s_high_theta_in_mid_Egamma,2.1515843999999998e+01,1.5707949999999999e+00,2.4543692606170255e+00,5.5959619142068187e+00,1.0000000000000000e+00,2.6507188014663878e+00,8.0962766263157038e-01,2.8783144890242157e-01,-2.3480059322803926e+00,1.4417134602525300e+02,False,0.09058466435113319,0.0737198021578808
Ty_proton_mid_Egamma_W_2,Ty_proton,Ty proton,mid_Egamma,2,18,9.4281103216706197e-01,0.09959975594140982,0.36216125801684185,5.0225365587760051e-01,0.0000000000000000e+00,6.6472927485499234e-01,0.0000000000000000e+00,high_s_high_theta_in_mid_Egamma,2.1515843999999998e+01,1.5707949999999999e+00,4.9087385212340529e-01,3.6324665057131984e+00,1.0000000000000000e+00,9.8174770424681035e-01,2.9411293162751431e+00,7.3687558626904925e-01,-3.0866741230096864e+00,1.6150719699935001e+02,False,0.06210407470284066,0.04391427244146758
Ty_proton_mid_Egamma_W_3,Ty_proton,Ty proton,mid_Egamma,3,18,9.4281103217250539e-01,0.141842555396128,0.3621612580168417,5.0225365587760040e-01,0.0000000000000000e+00,6.6472927220600397e-01,0.0000000000000000e+00,high_s_high_theta_in_mid_Egamma,2.1515843999999998e+01,1.5707949999999999e+00,2.6507188014663878e+00,5.7923114550561809e+00,1.0000000000000000e+00,2.1598449493429825e+00,2.9411293162751431e+00,7.3687558626904903e-01,-3.0866741230096864e+00,1.6150719699935001e+02,False,0.06210407470284066,0.04391427244146758
Ty_proton_high_Egamma_W_0,Ty_proton,Ty proton,high_Egamma,0,15,9.4280974203716561e-01,0.10028385232659952,0.482262369832479,5.0012764268133669e-01,0.0000000000000000e+00,6.6781592351261543e-01,0.0000000000000000e+00,high_s_high_theta_in_high_Egamma,2.1515843999999998e+01,1.5707949999999999e+00,1.1780972450961720e+00,4.3196898986859651e+00,1.8000000000000000e+00,2.9452431127404308e+00,8.8187492537605436e+00,7.2648248274449456e-01,-1.8859466428605782e+00,1.7230508448298357e+02,False,0.11964762736327876,0.10806519265196525
Ty_proton_high_Egamma_W_1,Ty_proton,Ty proton,high_Egamma,1,15,9.4280974204804846e-01,0.22118776101567778,0.48226236983247905,5.0012764268133658e-01,0.0000000000000000e+00,6.6781593244047011e-01,0.0000000000000000e+00,high_s_high_theta_in_high_Egamma,2.1515843999999998e+01,1.5707949999999999e+00,1.9634954084936211e+00,5.1050880620834143e+00,1.8000000000000000e+00,1.9634954084936207e-01,8.8187492537605454e+00,7.2648248274449434e-01,-1.8859466428605778e+00,1.7230508448298357e+02,False,0.11964762736327876,0.10806519265196525
Ty_proton_high_Egamma_W_2,Ty_proton,Ty proton,high_Egamma,2,25,9.4280992168052435e-01,0.18656156032991342,0.3370739764645806,5.0064539107939343e-01,0.0000000000000000e+00,6.6537843906736760e-01,0.0000000000000000e+00,high_s_high_theta_in_high_Egamma,2.1515843999999998e+01,1.5707949999999999e+00,2.9452431127404308e+00,6.0868357663302239e+00,1.8000000000000000e+00,1.2762720155208536e+00,9.1304562692967792e+00,7.4938422232840629e-01,-2.7082742025222966e+00,1.7912828550225589e+02,False,0.07469432009591852,0.05656818146958792
Ty_proton_high_Egamma_W_3,Ty_proton,Ty proton,high_Egamma,3,25,9.4280992168071165e-01,0.038141971174013835,0.33707397646458065,5.0064539107939354e-01,0.0000000000000000e+00,6.6537843893030091e-01,0.0000000000000000e+00,high_s_high_theta_in_high_Egamma,2.1515843999999998e+01,1.5707949999999999e+00,1.9634954084936229e-01,3.3379421944391554e+00,1.8000000000000000e+00,1.8653206380689396e+00,9.1304562692967774e+00,7.4938422232840618e-01,-2.7082742025222961e+00,1.7912828550225547e+02,False,0.07469432009591853,0.056568181469587926
Tx_electron_low_Egamma_W_0,Tx_electron,Tx electron,low_Egamma,0,24,9.4289667107735853e-01,0.14529528246958875,0.5000131711381811,5.0000000038725234e-01,0.0000000000000000e+00,0.0000000000000000e+00,6.5381196169628431e-01,high_s_high_theta_in_low_Egamma,2.1515843999999998e+01,1.5707949999999999e+00,3.3379421944391554e+00,1.9634954084936229e-01,5.0000000000000000e-01,4.7123889803846897e+00,9.1683143770145925e+00,6.6404187084688493e-01,-1.1826694315343644e+01,0.0000000000000000e+00,True,0.0062244174903881115,0.0018645247934120906
Tx_electron_low_Egamma_W_1,Tx_electron,Tx electron,low_Egamma,1,26,9.4289667107737918e-01,0.14548782255591816,0.4999866775873037,5.0000000038725223e-01,0.0000000000000000e+00,0.0000000000000000e+00,6.5381196169476474e-01,high_s_high_theta_in_low_Egamma,2.1515843999999998e+01,1.5707949999999999e+00,6.0868357663302239e+00,2.9452431127404317e+00,5.0000000000000000e-01,4.7123889803846897e+00,9.1683143770145961e+00,6.6404187084688493e-01,-1.1826694315343648e+01,0.0000000000000000e+00,True,0.0062244174903881054,0.0018645247934120882
Tx_electron_low_Egamma_W_2,Tx_electron,Tx electron,low_Egamma,2,15,9.4290236218848023e-01,0.18931500026479542,0.48622725823740354,5.0042520437647819e-01,0.0000000000000000e+00,0.0000000000000000e+00,6.7993225115160627e-01,high_s_high_theta_in_low_Egamma,2.1515843999999998e+01,1.5707949999999999e+00,0.0000000000000000e+00,3.1415926535897931e+00,5.0000000000000000e-01,3.1415926535897931e+00,1.1091672769203646e+01,8.3792780045066961e-01,-8.5985094448239412e+00,1.0452826139108399e+02,False,0.011457620165555335,0.00431982315703211
Tx_electron_low_Egamma_W_3,Tx_electron,Tx electron,low_Egamma,3,15,9.4290236231945501e-01,0.19826509445569168,0.513219155145347,5.0042520437650606e-01,0.0000000000000000e+00,0.0000000000000000e+00,6.7993226046113542e-01,high_s_high_theta_in_low_Egamma,2.1515843999999998e+01,1.5707949999999999e+00,3.1415926535897931e+00,0.0000000000000000e+00,5.0000000000000000e-01,0.0000000000000000e+00,1.1091672769203644e+01,8.3792780045066939e-01,-8.5985094448239394e+00,1.0452826139108399e+02,False,0.011457620165555338,0.004319823157032112
Tx_electron_mid_Egamma_W_0,Tx_electron,Tx electron,mid_Egamma,0,9,9.4281126267483972e-01,0.24371452512187122,0.49536411939167824,5.0005366596805767e-01,0.0000000000000000e+00,0.0000000000000000e+00,6.6871316065313757e-01,high_s_high_theta_in_mid_Egamma,2.1515843999999998e+01,1.5707949999999999e+00,1.9634954084936229e-01,3.3379421944391554e+00,1.0000000000000000e+00,3.3379421944391554e+00,1.0799396928386193e+01,7.0948312556415716e-01,-5.9444645874971620e+00,1.1288686319617504e+02,False,0.022107377426602296,0.010659133966000616
Tx_electron_mid_Egamma_W_1,Tx_electron,Tx electron,mid_Egamma,1,6,9.4281126268795168e-01,0.24674896019457537,0.5044992435324522,5.0005366596805845e-01,0.0000000000000000e+00,0.0000000000000000e+00,6.6871316669378922e-01,high_s_high_theta_in_mid_Egamma,2.1515843999999998e+01,1.5707949999999999e+00,2.9452431127404308e+00,6.0868357663302239e+00,1.0000000000000000e+00,6.0868357663302239e+00,1.0799396928386191e+01,7.0948312556415705e-01,-5.9444645874971620e+00,1.1288686319617503e+02,False,0.022107377426602296,0.010659133966000616
Tx_electron_mid_Egamma_W_2,Tx_electron,Tx electron,mid_Egamma,2,56,9.4282133146138325e-01,0.03725570713375116,0.49317008516280025,5.0000073177572124e-01,0.0000000000000000e+00,0.0000000000000000e+00,6.7148062239211925e-01,high_s_high_theta_in_mid_Egamma,2.1515843999999998e+01,1.5707949999999999e+00,1.5707963267948966e+00,4.7123889803846897e+00,1.0000000000000000e+00,4.6142142099600090e+00,1.7422214964928361e-02,1.8823399619333802e-03,-3.1234708134901760e-06,1.0200877220911694e+01,False,0.9999912927068104,1.792825181058123
Tx_electron_mid_Egamma_W_3,Tx_electron,Tx electron,mid_Egamma,3,9,9.4289667065098448e-01,0.14535373156103165,0.5000132278710051,5.0000000038725267e-01,0.0000000000000000e+00,0.0000000000000000e+00,6.5381199297099324e-01,high_s_high_theta_in_mid_Egamma,2.1515843999999998e+01,1.5707949999999999e+00,3.3379421944391554e+00,1.9634954084936229e-01,1.0000000000000000e+00,4.7123889803846897e+00,6.5099344149679954e+00,4.1236125724548689e-01,-1.1826694229790581e+01,0.0000000000000000e+00,True,0.006224417579325906,0.0018645248301098348
Tx_electron_high_Egamma_W_0,Tx_electron,Tx electron,high_Egamma,0,21,9.4280917500286543e-01,0.026095338704889854,0.09608981738613322,5.0000000002148948e-01,0.0000000000000000e+00,0.0000000000000000e+00,6.6716824487084658e-01,high_s_high_theta_in_high_Egamma,2.1515843999999998e+01,1.5707949999999999e+00,6.1850105367549055e+00,3.0434178831651124e+00,1.8000000000000000e+00,4.6142142099600090e+00,2.9439868008859036e+00,1.5142153542496439e-01,-1.0751566473408769e+01,2.8926852672088799e+01,False,0.007500628079869402,0.0024107560846307234
Tx_electron_high_Egamma_W_1,Tx_electron,Tx electron,high_Egamma,1,21,9.4280917500303618e-01,0.040213121503216855,0.09609300545231954,5.0000000002148948e-01,0.0000000000000000e+00,0.0000000000000000e+00,6.6716824519173212e-01,high_s_high_theta_in_high_Egamma,2.1515843999999998e+01,1.5707949999999999e+00,3.2397674240144743e+00,9.8174770424680702e-02,1.8000000000000000e+00,4.8105637508093704e+00,2.9439868008859014e+00,1.5142153542496431e-01,-1.0751566473408769e+01,2.8926852672088692e+01,False,0.007500628079869402,0.0024107560846307234
Tx_electron_high_Egamma_W_2,Tx_electron,Tx electron,high_Egamma,2,19,9.4281818734754230e-01,0.03015438499703866,0.14058192275376094,5.0000000018367874e-01,0.0000000000000000e+00,0.0000000000000000e+00,6.7081943735822169e-01,high_s_high_theta_in_high_Egamma,2.1515843999999998e+01,1.5707949999999999e+00,2.9452431127404308e+00,6.0868357663302239e+00,1.8000000000000000e+00,4.4178646691106467e+00,1.4654888244701914e-01,9.6596079112157163e-03,-7.2654601733750486e+00,7.6628606955579016e+01,False,0.015568035069249822,0.006584988964260512
Tx_electron_high_Egamma_W_3,Tx_electron,Tx electron,high_Egamma,3,19,9.4281818735384404e-01,0.04226034132214854,0.1406028816393202,5.0000000018367841e-01,0.0000000000000000e+00,0.0000000000000000e+00,6.7081943878891848e-01,high_s_high_theta_in_high_Egamma,2.1515843999999998e+01,1.5707949999999999e+00,1.9634954084936229e-01,3.3379421944391554e+00,1.8000000000000000e+00,5.0069132916587327e+00,1.4654888244701958e-01,9.6596079112157424e-03,-7.2654601733750486e+00,7.6628606955578960e+01,False,0.015568035069249822,0.006584988964260512
Ty_electron_low_Egamma_W_0,Ty_electron,Ty electron,low_Egamma,0,26,9.4289667213534734e-01,0.05985414629639893,0.49993332841714583,5.0000000978744474e-01,0.0000000000000000e+00,0.0000000000000000e+00,6.5381188409270541e-01,high_s_high_theta_in_low_Egamma,2.1515843999999998e+01,1.5707949999999999e+00,6.0868357663302239e+00,2.9452431127404317e+00,5.0000000000000000e-01,4.7123889803846897e+00,9.1683143770145961e+00,6.6404187084688493e-01,-1.1826694315343648e+01,0.0000000000000000e+00,True,0.0062244174903881054,0.0018645247934120882
Ty_electron_low_Egamma_W_1,Ty_electron,Ty electron,low_Egamma,1,24,9.4289667215265716e-01,0.2734023590477157,0.49993332841714805,5.0000000978744463e-01,0.0000000000000000e+00,0.0000000000000000e+00,6.5381188282303060e-01,high_s_high_theta_in_low_Egamma,2.1515843999999998e+01,1.5707949999999999e+00,3.3379421944391554e+00,1.9634954084936229e-01,5.0000000000000000e-01,4.7123889803846897e+00,9.1683143770145925e+00,6.6404187084688493e-01,-1.1826694315343644e+01,0.0000000000000000e+00,True,0.0062244174903881115,0.0018645247934120906
Ty_electron_low_Egamma_W_2,Ty_electron,Ty electron,low_Egamma,2,15,9.4291009728943076e-01,0.05695200213738943,0.49999117866005455,5.0000016763820665e-01,0.0000000000000000e+00,0.0000000000000000e+00,6.8047111093200796e-01,high_s_high_theta_in_low_Egamma,2.1515843999999998e+01,1.5707949999999999e+00,0.0000000000000000e+00,3.1415926535897931e+00,5.0000000000000000e-01,3.1415926535897931e+00,1.1091672769203646e+01,8.3792780045066961e-01,-8.5985094448239412e+00,1.0452826139108399e+02,False,0.011457620165555335,0.00431982315703211
Ty_electron_low_Egamma_W_3,Ty_electron,Ty electron,low_Egamma,3,15,9.4291009729187814e-01,0.2763666612146698,0.4999911786605977,5.0000016763820743e-01,0.0000000000000000e+00,0.0000000000000000e+00,6.8047111109917935e-01,high_s_high_theta_in_low_Egamma,2.1515843999999998e+01,1.5707949999999999e+00,3.1415926535897931e+00,0.0000000000000000e+00,5.0000000000000000e-01,0.0000000000000000e+00,1.1091672769203644e+01,8.3792780045066939e-01,-8.5985094448239394e+00,1.0452826139108399e+02,False,0.011457620165555338,0.004319823157032112
Ty_electron_mid_Egamma_W_0,Ty_electron,Ty electron,mid_Egamma,0,9,9.4281140145867692e-01,0.08795259506371358,0.49913639923467107,5.0000162694674044e-01,0.0000000000000000e+00,0.0000000000000000e+00,6.6877612905924522e-01,high_s_high_theta_in_mid_Egamma,2.1515843999999998e+01,1.5707949999999999e+00,1.9634954084936229e-01,3.3379421944391554e+00,1.0000000000000000e+00,3.3379421944391554e+00,1.0799396928386193e+01,7.0948312556415716e-01,-5.9444645874971620e+00,1.1288686319617504e+02,False,0.022107377426602296,0.010659133966000616
Ty_electron_mid_Egamma_W_1,Ty_electron,Ty electron,mid_Egamma,1,6,9.4281140146964026e-01,0.24479571686190826,0.49913639923592684,5.0000162694673522e-01,0.0000000000000000e+00,0.0000000000000000e+00,6.6877613395922764e-01,high_s_high_theta_in_mid_Egamma,2.1515843999999998e+01,1.5707949999999999e+00,2.9452431127404308e+00,6.0868357663302239e+00,1.0000000000000000e+00,6.0868357663302239e+00,1.0799396928386191e+01,7.0948312556415705e-01,-5.9444645874971620e+00,1.1288686319617503e+02,False,0.022107377426602296,0.010659133966000616
Ty_electron_mid_Egamma_W_2,Ty_electron,Ty electron,mid_Egamma,2,56,9.4282151159945160e-01,0.1106441223993993,0.4930899597244149,5.0000235009125227e-01,0.0000000000000000e+00,0.0000000000000000e+00,6.7151577439757626e-01,high_s_high_theta_in_mid_Egamma,2.1515843999999998e+01,1.5707949999999999e+00,1.5707963267948966e+00,4.7123889803846897e+00,1.0000000000000000e+00,4.6142142099600090e+00,1.7422214964928361e-02,1.8823399619333802e-03,-3.1234708134901760e-06,1.0200877220911694e+01,False,0.9999912927068104,1.792825181058123
Ty_electron_mid_Egamma_W_3,Ty_electron,Ty electron,mid_Egamma,3,9,9.4289667052564119e-01,0.27346084846912155,0.4999333851205133,5.0000000978745196e-01,0.0000000000000000e+00,0.0000000000000000e+00,6.5381200216498325e-01,high_s_high_theta_in_mid_Egamma,2.1515843999999998e+01,1.5707949999999999e+00,3.3379421944391554e+00,1.9634954084936229e-01,1.0000000000000000e+00,4.7123889803846897e+00,6.5099344149679954e+00,4.1236125724548689e-01,-1.1826694229790581e+01,0.0000000000000000e+00,True,0.006224417579325906,0.0018645248301098348
Ty_electron_high_Egamma_W_0,Ty_electron,Ty electron,high_Egamma,0,21,9.4280917492017979e-01,0.03898364423684773,0.09607522685300297,5.0000000220836316e-01,0.0000000000000000e+00,0.0000000000000000e+00,6.6716808942382366e-01,high_s_high_theta_in_high_Egamma,2.1515843999999998e+01,1.5707949999999999e+00,3.2397674240144743e+00,9.8174770424680702e-02,1.8000000000000000e+00,4.8105637508093704e+00,2.9439868008859014e+00,1.5142153542496431e-01,-1.0751566473408769e+01,2.8926852672088692e+01,False,0.007500628079869402,0.0024107560846307234
Ty_electron_high_Egamma_W_1,Ty_electron,Ty electron,high_Egamma,1,21,9.4280917492033267e-01,0.027648887996619034,0.09607522685300295,5.0000000220836316e-01,0.0000000000000000e+00,0.0000000000000000e+00,6.6716808971126662e-01,high_s_high_theta_in_high_Egamma,2.1515843999999998e+01,1.5707949999999999e+00,6.1850105367549055e+00,3.0434178831651124e+00,1.8000000000000000e+00,4.6142142099600090e+00,2.9439868008859036e+00,1.5142153542496439e-01,-1.0751566473408769e+01,2.8926852672088799e+01,False,0.007500628079869402,0.0024107560846307234
Ty_electron_high_Egamma_W_2,Ty_electron,Ty electron,high_Egamma,2,19,9.4281818724744304e-01,0.04526653857339963,0.14053971838279364,5.0000000464217320e-01,0.0000000000000000e+00,0.0000000000000000e+00,6.7081941463226746e-01,high_s_high_theta_in_high_Egamma,2.1515843999999998e+01,1.5707949999999999e+00,1.9634954084936229e-01,3.3379421944391554e+00,1.8000000000000000e+00,5.0069132916587327e+00,1.4654888244701958e-01,9.6596079112157424e-03,-7.2654601733750486e+00,7.6628606955578960e+01,False,0.015568035069249822,0.006584988964260512
Ty_electron_high_Egamma_W_3,Ty_electron,Ty electron,high_Egamma,3,19,9.4281818724761524e-01,0.04265156601806613,0.14053971838279367,5.0000000464217331e-01,0.0000000000000000e+00,0.0000000000000000e+00,6.7081941467135331e-01,high_s_high_theta_in_high_Egamma,2.1515843999999998e+01,1.5707949999999999e+00,2.9452431127404308e+00,6.0868357663302239e+00,1.8000000000000000e+00,4.4178646691106467e+00,1.4654888244701914e-01,9.6596079112157163e-03,-7.2654601733750486e+00,7.6628606955579016e+01,False,0.015568035069249822,0.006584988964260512
LL_low_Egamma_W_0,LL,L electron + L proton,low_Egamma,0,7,7.6065208200738677e-01,0.17613822487801395,0.526006345251164,9.9999999999999989e-01,6.1281525593489294e-01,1.9111870720374271e-05,3.0435098510022390e-01,high_s_high_theta_in_low_Egamma,2.1515843999999998e+01,1.5707949999999999e+00,5.1050880620834143e+00,1.9634954084936211e+00,5.0000000000000000e-01,1.9634954084936207e+00,1.8988412754051282e+01,9.8086957765469374e-01,-1.4720236515217145e+01,1.6252501845889014e+02,False,0.004004644734869051,0.0010153803244676888
LL_low_Egamma_W_1,LL,L electron + L proton,low_Egamma,1,7,7.6065208309314447e-01,0.17453287127905773,0.5260063452419438,1.0000000000000004e+00,6.1281525594205843e-01,1.9111225903434377e-05,3.0435098400613897e-01,high_s_high_theta_in_low_Egamma,2.1515843999999998e+01,1.5707949999999999e+00,4.3196898986859651e+00,1.1780972450961720e+00,5.0000000000000000e-01,1.1780972450961724e+00,1.8988412754051275e+01,9.8086957765469363e-01,-1.4720236515217142e+01,1.6252501845889012e+02,False,0.0040046447348690535,0.0010153803244676897
LL_low_Egamma_W_2,LL,L electron + L proton,low_Egamma,2,34,9.1526804177630172e-01,0.15167053581649848,0.4588072425733246,1.0000000000000002e+00,2.2326194659595550e-01,1.3772034388682951e-05,2.2317849253521888e-01,high_s_high_theta_in_low_Egamma,2.1515843999999998e+01,1.5707949999999999e+00,3.9269908169872414e+00,7.8539816339744828e-01,5.0000000000000000e-01,7.8539816339744828e-01,1.7299542726709497e+01,9.5844972623055602e-01,-1.3410987206693802e+01,1.4449352710533265e+02,False,0.004841746084578844,0.0013189904345899783
LL_low_Egamma_W_3,LL,L electron + L proton,low_Egamma,3,32,9.1526804313061172e-01,0.1542011027077581,0.45880724257456074,1.0000000000000002e+00,2.2326194382086037e-01,1.3772081592594124e-05,2.2317849244381871e-01,high_s_high_theta_in_low_Egamma,2.1515843999999998e+01,1.5707949999999999e+00,5.4977871437821380e+00,2.3561944901923439e+00,5.0000000000000000e-01,2.3561944901923448e+00,1.7299542726709497e+01,9.5844972623055602e-01,-1.3410987206693802e+01,1.4449352710533265e+02,False,0.004841746084578844,0.0013189904345899783
LL_mid_Egamma_W_0,LL,L electron + L proton,mid_Egamma,0,9,8.4768714816328194e-01,0.23382423616734707,0.6988391308352033,1.0000000000000000e+00,6.8742902271137818e-01,1.1892377916484206e-05,1.4348998747436348e-01,high_s_high_theta_in_mid_Egamma,2.1515843999999998e+01,1.5707949999999999e+00,5.0069132916587327e+00,1.8653206380689404e+00,1.0000000000000000e+00,1.8653206380689396e+00,1.8942175055006157e+01,9.6135391441529550e-01,-1.0426609004282836e+01,1.7091248143661070e+02,False,0.007959042202712785,0.00261600525943455
LL_mid_Egamma_W_1,LL,L electron + L proton,mid_Egamma,1,9,8.4768714841787351e-01,0.23206859274457015,0.6988391308314564,1.0000000000000000e+00,6.8742902268628492e-01,1.1891989762620517e-05,1.4348998755546349e-01,high_s_high_theta_in_mid_Egamma,2.1515843999999998e+01,1.5707949999999999e+00,4.4178646691106467e+00,1.2762720155208536e+00,1.0000000000000000e+00,1.2762720155208536e+00,1.8942175055006160e+01,9.6135391441529550e-01,-1.0426609004282838e+01,1.7091248143661070e+02,False,0.007959042202712784,0.00261600525943455
LL_mid_Egamma_W_2,LL,L electron + L proton,mid_Egamma,2,31,9.4343839433697774e-01,1.4523070357666606e-07,6.457734545486197e-07,1.0000000000000000e+00,5.6940070120739224e-04,6.1964513827953061e-01,1.9880393762790173e-04,high_s_high_theta_in_mid_Egamma,2.1515843999999998e+01,1.5707949999999999e+00,1.5707963267948966e+00,4.7123889803846897e+00,1.0000000000000000e+00,4.2215151282612844e+00,3.8645084421203929e-01,4.4148056173652930e-02,-1.7969858890685743e-03,4.9006854932809716e+01,False,0.9950139099240345,1.7823655248328596
LL_mid_Egamma_W_3,LL,L electron + L proton,mid_Egamma,3,31,9.4343839451129252e-01,2.9676020611889073e-07,6.457734545492025e-07,1.0000000000000002e+00,5.6940069898216367e-04,6.1964513484224060e-01,1.9880393560781759e-04,high_s_high_theta_in_mid_Egamma,2.1515843999999998e+01,1.5707949999999999e+00,1.5707963267948966e+00,4.7123889803846897e+00,1.0000000000000000e+00,5.2032628325080950e+00,3.8645084421203879e-01,4.4148056173652875e-02,-1.7969858890685743e-03,4.9006854932809681e+01,False,0.9950139099240345,1.7823655248328596
LL_high_Egamma_W_0,LL,L electron + L proton,high_Egamma,0,33,9.0838027417391609e-01,0.2698448586901524,0.8614815613437375,1.0000000000000002e+00,6.1735385263242104e-01,9.4105120754736649e-06,5.1612952185781047e-02,high_s_high_theta_in_high_Egamma,2.1515843999999998e+01,1.5707949999999999e+00,3.5342917352885173e+00,3.9269908169872458e-01,1.8000000000000000e+00,3.9269908169872414e-01,1.6702390883359421e+01,8.3992943552019073e-01,-3.1868065994106809e+00,1.7462288503112561e+02,False,0.05930093739456822,0.04121964016198258
LL_high_Egamma_W_1,LL,L electron + L proton,high_Egamma,1,33,9.0838027438432334e-01,0.30447630191583863,0.8614815613446535,1.0000000000000002e+00,6.1735385412855037e-01,9.4100287650234439e-06,5.1612952278934407e-02,high_s_high_theta_in_high_Egamma,2.1515843999999998e+01,1.5707949999999999e+00,5.8904862254808616e+00,2.7488935718910685e+00,1.8000000000000000e+00,2.7488935718910690e+00,1.6702390883359421e+01,8.3992943552019084e-01,-3.1868065994106800e+00,1.7462288503112561e+02,False,0.05930093739456824,0.0412196401619826
LL_high_Egamma_W_2,LL,L electron + L proton,high_Egamma,2,7,9.3687639233549436e-01,0.04261014608116363,0.12346739181337836,1.0000000000000000e+00,6.4441181717259199e-01,2.0457904856463442e-06,8.7910101314934638e-03,high_s_high_theta_in_high_Egamma,2.1515843999999998e+01,1.5707949999999999e+00,5.0069132916587327e+00,1.8653206380689404e+00,1.8000000000000000e+00,1.8653206380689396e+00,1.6862535830135759e+01,8.4668180853006691e-01,-3.2173621650316946e+00,1.7912828550225547e+02,False,0.05848286128702468,0.04044220446144306
LL_high_Egamma_W_3,LL,L electron + L proton,high_Egamma,3,7,9.3687639256271638e-01,0.03970154341676046,0.12346739181240889,1.0000000000000002e+00,6.4441181752069487e-01,2.0454586816734493e-06,8.7910101323691123e-03,high_s_high_theta_in_high_Egamma,2.1515843999999998e+01,1.5707949999999999e+00,4.4178646691106467e+00,1.2762720155208536e+00,1.8000000000000000e+00,1.2762720155208536e+00,1.6862535830135762e+01,8.4668180853006703e-01,-3.2173621650316955e+00,1.7912828550225589e+02,False,0.05848286128702468,0.040442204461443046
LTx_low_Egamma_W_0,LTx,L electron + Tx proton,low_Egamma,0,6,9.4138696252499732e-01,0.07539870361438487,0.22507319789585511,1.0000000000000000e+00,7.9085130918270154e-04,6.2230362744921475e-01,2.7007545255105540e-03,high_s_high_theta_in_low_Egamma,2.1515843999999998e+01,1.5707949999999999e+00,1.5707963267948966e+00,4.7123889803846897e+00,5.0000000000000000e-01,4.5160394395353274e+00,1.2241691758884838e-02,2.6636797715855354e-03,-6.2629035741518436e-06,1.4481664543228248e+01,False,0.9999824486945705,1.7928068136321007
LTx_low_Egamma_W_1,LTx,L electron + Tx proton,low_Egamma,1,33,9.4280611752613930e-01,0.07431691034665056,0.2229572574416898,1.0000000000000002e+00,2.7980989422897896e-06,6.6588140965164178e-01,1.7996139257007490e-06,high_s_high_theta_in_low_Egamma,2.1515843999999998e+01,1.5707949999999999e+00,1.4726215563702159e+00,4.6142142099600090e+00,5.0000000000000000e-01,2.0616701789183018e+00,2.0607372979564101e-01,3.1786714343636013e-01,-8.3737326471244919e-02,1.5809117559155666e+02,False,0.8191349076543386,1.3880331311517375
