detail_id,polarization,polarization_label,energy_group,cluster_id,cluster_size,D_W,w_fidelity,w_subspace_population,purity,C_e_p,C_p_gamma,C_e_gamma,kinematic_point,s,theta_in,phi_in,phi_in_electron,qOut,phiOut,Q2,xB,t,theta_e_gamma_deg,aligned,F1,F2
L_proton_low_Egamma_W_3,L_proton,L proton,low_Egamma,3,32,1.0035426394017517e+00,0.11888091275033476,0.35659639274819993,5.1838754804752996e-01,0.0000000000000000e+00,3.2285139619639608e-01,0.0000000000000000e+00,high_s_high_theta_in_low_Egamma,2.1515843999999998e+01,1.5707949999999999e+00,1.5707963267948966e+00,4.7123889803846897e+00,5.0000000000000000e-01,3.9269908169872414e+00,1.5500880239530695e-01,3.8864916806383043e-02,-1.3986382037547741e-03,5.6256608281461645e+01,False,0.9961121177068514,1.784679484785859
L_proton_mid_Egamma_W_0,L_proton,L proton,mid_Egamma,0,7,9.4408490586104599e-01,0.0373213014290948,0.11175443833882102,5.3161863797204234e-01,0.0000000000000000e+00,6.1760119422655702e-01,0.0000000000000000e+00,high_s_high_theta_in_mid_Egamma,2.1515843999999998e+01,1.5707949999999999e+00,1.5707963267948966e+00,4.7123889803846897e+00,1.0000000000000000e+00,4.5160394395353274e+00,6.8646067161206636e-02,7.4683470847267293e-03,-4.9451682220959668e-05,2.0294457563913031e+01,False,0.9998616544396285,1.7925538992142593
L_proton_mid_Egamma_W_1,L_proton,L proton,mid_Egamma,1,39,9.4671550174793062e-01,0.05309745219732177,0.15948176381053214,5.6129802498187220e-01,0.0000000000000000e+00,5.8075186956542602e-01,0.0000000000000000e+00,high_s_high_theta_in_mid_Egamma,2.1515843999999998e+01,1.5707949999999999e+00,1.5707963267948966e+00,4.7123889803846897e+00,1.0000000000000000e+00,5.0069132916587327e+00,1.5063395522160208e-01,1.6579206827753875e-02,-2.4602279221566875e-04,3.0180977677185783e+01,False,0.999312477270993,1.7914030208869343
L_proton_mid_Egamma_W_2,L_proton,L proton,mid_Egamma,2,5,9.9760568498888325e-01,0.08020955483481042,0.24053681357739992,5.9366541925423799e-01,2.2859883400497006e-05,3.4053986133596426e-01,0.0000000000000000e+00,high_s_high_theta_in_mid_Egamma,2.1515843999999998e+01,1.5707949999999999e+00,1.5707963267948966e+00,4.7123889803846897e+00,1.0000000000000000e+00,4.0251655874119221e+00,6.7336199101121541e-01,8.1387122838605427e-02,-6.3735130737262568e-03,6.6213132904926624e+01,False,0.9826689563501186,1.7561202851966244
L_proton_mid_Egamma_W_3,L_proton,L proton,mid_Egamma,3,29,1.0068622469973270e+00,0.11721368847175218,0.1971845388865321,5.2890543390801115e-01,0.0000000000000000e+00,3.1327920857057401e-01,0.0000000000000000e+00,high_s_high_theta_in_mid_Egamma,2.1515843999999998e+01,1.5707949999999999e+00,1.4726215563702159e+00,4.6142142099600090e+00,1.0000000000000000e+00,3.1415926535897931e+00,1.7871105433378887e+00,3.3140025774902088e-01,-1.2834292313895246e-01,1.2300624506817542e+02,False,0.7468460212170316,1.229401756642814
L_proton_high_Egamma_W_0,L_proton,L proton,high_Egamma,0,8,9.4271347365423075e-01,0.007002104148239644,0.021381046710006915,6.5374362027852162e-01,2.8586807800325088e-04,6.8083988920485039e-01,0.0000000000000000e+00,high_s_high_theta_in_high_Egamma,2.1515843999999998e+01,1.5707949999999999e+00,1.5707963267948966e+00,4.7123889803846897e+00,1.8000000000000000e+00,4.8105637508093704e+00,1.6184726811592007e-01,9.7146134538057885e-03,-8.3795730708494505e-05,2.8926852672088692e+01,False,0.9997656613177449,1.792352625692761
L_proton_high_Egamma_W_1,L_proton,L proton,high_Egamma,1,37,1.0121705256819300e+00,0.014017954240351545,0.04199874864080697,8.7610348090568235e-01,2.5701431964791357e-04,2.9775404671893879e-01,1.1522291962641953e-04,high_s_high_theta_in_high_Egamma,2.1515843999999998e+01,1.5707949999999999e+00,1.5707963267948966e+00,4.7123889803846897e+00,1.8000000000000000e+00,4.3196898986859651e+00,2.2084092519469309e+00,1.3709930951637056e-01,-1.9001803218545908e-02,9.4056389736349757e+01,False,0.9508487624786235,1.686623977433691
L_proton_high_Egamma_W_2,L_proton,L proton,high_Egamma,2,5,1.0410289415787424e+00,0.018202879890503884,0.05461859878001097,8.7277430630885389e-01,1.2277625634698734e-04,2.2490229239567078e-01,1.0478882921632749e-04,high_s_high_theta_in_high_Egamma,2.1515843999999998e+01,1.5707949999999999e+00,1.5707963267948966e+00,4.7123889803846897e+00,1.8000000000000000e+00,5.3014376029327757e+00,4.1041055804888158e+00,2.6593717206397777e-01,-8.3525963663091368e-02,1.1913232963050628e+02,False,0.8195064507331905,1.3888660248357538
L_proton_high_Egamma_W_3,L_proton,L proton,high_Egamma,3,30,1.0489749901168375e+00,0.04908073595553292,0.0785395600433705,5.8668109743343821e-01,0.0000000000000000e+00,2.0681925610341204e-01,0.0000000000000000e+00,high_s_high_theta_in_high_Egamma,2.1515843999999998e+01,1.5707949999999999e+00,3.9269908169872414e-01,3.5342917352885173e+00,1.8000000000000000e+00,5.4977871437821380e+00,4.6457276419303850e-01,4.9999898537713590e-02,-3.6652069251011237e+00,1.3586964827952414e+02,False,0.048190577149328305,0.031018648860804257
L_electron_low_Egamma_W_0,L_electron,L electron,low_Egamma,0,12,9.4889207841314693e-01,0.07345618934132721,0.21969549606460653,6.0227567159573470e-01,0.0000000000000000e+00,5.5179216046520185e-01,1.2678540319077422e-03,high_s_high_theta_in_low_Egamma,2.1515843999999998e+01,1.5707949999999999e+00,1.5707963267948966e+00,4.7123889803846897e+00,5.0000000000000000e-01,4.4178646691106467e+00,2.7014801082953722e-02,5.9467735790620785e-03,-3.1341957836810203e-05,2.1666378865396503e+01,False,0.9999123398797755,1.792660026786355
L_electron_low_Egamma_W_1,L_electron,L electron,low_Egamma,1,12,9.4889207842958190e-01,0.07300571746814295,0.21969549607815897,6.0227567157915685e-01,0.0000000000000000e+00,5.5179216030863565e-01,1.2678540355000926e-03,high_s_high_theta_in_low_Egamma,2.1515843999999998e+01,1.5707949999999999e+00,1.5707963267948966e+00,4.7123889803846897e+00,5.0000000000000000e-01,5.0069132916587327e+00,2.7014801082953580e-02,5.9467735790620438e-03,-3.1341957836810203e-05,2.1666378865396450e+01,False,0.9999123398797755,1.792660026786355
L_electron_low_Egamma_W_2,L_electron,L electron,low_Egamma,2,28,1.0034937117084071e+00,0.015855906026360344,0.047519564060001844,5.5224989809429315e-01,1.7150315357154348e-05,3.2284856233346620e-01,5.7963663468895980e-05,high_s_high_theta_in_low_Egamma,2.1515843999999998e+01,1.5707949999999999e+00,1.5707963267948966e+00,4.7123889803846897e+00,5.0000000000000000e-01,3.9269908169872414e+00,1.5500880239530695e-01,3.8864916806383043e-02,-1.3986382037547741e-03,5.6256608281461645e+01,False,0.9961121177068514,1.784679484785859
L_electron_low_Egamma_W_3,L_electron,L electron,low_Egamma,3,28,1.0034937117109237e+00,0.01582143879070059,0.04751956405982406,5.5224989809441305e-01,1.7150315356588120e-05,3.2284856233411696e-01,5.7963659345450397e-05,high_s_high_theta_in_low_Egamma,2.1515843999999998e+01,1.5707949999999999e+00,1.5707963267948966e+00,4.7123889803846897e+00,5.0000000000000000e-01,5.4977871437821380e+00,1.5500880239530671e-01,3.8864916806382960e-02,-1.3986382037547741e-03,5.6256608281461624e+01,False,0.9961121177068514,1.784679484785859
L_electron_mid_Egamma_W_0,L_electron,L electron,mid_Egamma,0,7,9.4254166059677524e-01,0.08790394934449414,0.2625106900050066,5.9022515201185710e-01,0.0000000000000000e+00,6.1689208096627102e-01,2.2399753496814556e-03,high_s_high_theta_in_mid_Egamma,2.1515843999999998e+01,1.5707949999999999e+00,1.5707963267948966e+00,4.7123889803846897e+00,1.0000000000000000e+00,4.5160394395353274e+00,6.8646067161206636e-02,7.4683470847267293e-03,-4.9451682220959668e-05,2.0294457563913031e+01,False,0.9998616544396285,1.7925538992142593
L_electron_mid_Egamma_W_1,L_electron,L electron,mid_Egamma,1,6,9.4604286765206957e-01,0.05498138810259772,0.16544987492777669,6.1401044140966632e-01,1.2972397464817420e-04,5.8071427028998190e-01,8.3050287017117643e-04,high_s_high_theta_in_mid_Egamma,2.1515843999999998e+01,1.5707949999999999e+00,1.5707963267948966e+00,4.7123889803846897e+00,1.0000000000000000e+00,5.0069132916587327e+00,1.5063395522160208e-01,1.6579206827753875e-02,-2.4602279221566875e-04,3.0180977677185783e+01,False,0.999312477270993,1.7914030208869343
L_electron_mid_Egamma_W_2,L_electron,L electron,mid_Egamma,2,34,9.9758100268238747e-01,0.014366339915123429,0.04305762970996625,6.1427352584682215e-01,5.3362430105325977e-05,3.4053962008875216e-01,6.5516020422689123e-06,high_s_high_theta_in_mid_Egamma,2.1515843999999998e+01,1.5707949999999999e+00,1.5707963267948966e+00,4.7123889803846897e+00,1.0000000000000000e+00,4.0251655874119221e+00,6.7336199101121541e-01,8.1387122838605427e-02,-6.3735130737262568e-03,6.6213132904926624e+01,False,0.9826689563501186,1.7561202851966244
L_electron_mid_Egamma_W_3,L_electron,L electron,mid_Egamma,3,33,1.0103438907602083e+00,0.0112913956181012,0.03391435214698967,6.0736562102542768e-01,4.0297194077685736e-05,3.0338345835297797e-01,1.1304670991914455e-05,high_s_high_theta_in_mid_Egamma,2.1515843999999998e+01,1.5707949999999999e+00,1.5707963267948966e+00,4.7123889803846897e+00,1.0000000000000000e+00,5.4977871437821380e+00,8.1780030496372103e-01,1.0242529429441273e-01,-1.0357762608315205e-02,7.4144742386589087e+01,False,0.9722988654736135,1.7337490591604001
L_electron_high_Egamma_W_0,L_electron,L electron,high_Egamma,0,8,9.3988395777321343e-01,0.06654179349732127,0.20136511879068658,6.6237272461515839e-01,9.3851733247438281e-04,6.8066882963555964e-01,3.3478709916883297e-03,high_s_high_theta_in_high_Egamma,2.1515843999999998e+01,1.5707949999999999e+00,1.5707963267948966e+00,4.7123889803846897e+00,1.8000000000000000e+00,4.8105637508093704e+00,1.6184726811592007e-01,9.7146134538057885e-03,-8.3795730708494505e-05,2.8926852672088692e+01,False,0.9997656613177449,1.792352625692761
L_electron_high_Egamma_W_1,L_electron,L electron,high_Egamma,1,6,1.0122204333388114e+00,0.008138331095982856,0.02440278981642336,8.7805041333035361e-01,2.3437061067840939e-04,2.9775798345534771e-01,5.9898104086428612e-05,high_s_high_theta_in_high_Egamma,2.1515843999999998e+01,1.5707949999999999e+00,1.5707963267948966e+00,4.7123889803846897e+00,1.8000000000000000e+00,4.3196898986859651e+00,2.2084092519469309e+00,1.3709930951637056e-01,-1.9001803218545908e-02,9.4056389736349757e+01,False,0.9508487624786235,1.686623977433691
L_electron_high_Egamma_W_2,L_electron,L electron,high_Egamma,2,35,1.0410499727681792e+00,0.004632301703722773,0.013899470521755691,8.7413725660267017e-01,1.1519526992926129e-04,2.2490331213592193e-01,7.8847716144061871e-05,high_s_high_theta_in_high_Egamma,2.1515843999999998e+01,1.5707949999999999e+00,1.5707963267948966e+00,4.7123889803846897e+00,1.8000000000000000e+00,5.3014376029327757e+00,4.1041055804888158e+00,2.6593717206397777e-01,-8.3525963663091368e-02,1.1913232963050628e+02,False,0.8195064507331905,1.3888660248357538
L_electron_high_Egamma_W_3,L_electron,L electron,high_Egamma,3,31,1.0635338520040774e+00,0.0029885556507190623,0.008965657024709285,8.3503381638791141e-01,5.1536181444711634e-05,1.7435774707499044e-01,6.2998917022710882e-05,high_s_high_theta_in_high_Egamma,2.1515843999999998e+01,1.5707949999999999e+00,1.5707963267948966e+00,4.7123889803846897e+00,1.8000000000000000e+00,3.8288160465625602e+00,6.3741910628417902e+00,4.5218536065849319e-01,-3.2549252194704564e-01,1.4230300568310352e+02,False,0.5271172551046867,0.7881736692717968
Tx_proton_low_Egamma_W_0,Tx_proton,Tx proton,low_Egamma,0,37,9.4280960443609618e-01,0.14193638098069142,0.37894966560538484,5.0001812868850104e-01,0.0000000000000000e+00,6.6769687444143799e-01,0.0000000000000000e+00,high_s_high_theta_in_low_Egamma,2.1515843999999998e+01,1.5707949999999999e+00,1.6689710972195773e+00,4.8105637508093704e+00,5.0000000000000000e-01,2.0616701789183018e+00,5.1547613697907756e-04,1.1642779425564561e-03,-8.3737326471244794e-02,1.5809117559155666e+02,False,0.819134907654339,1.3880331311517378
Tx_proton_low_Egamma_W_1,Tx_proton,Tx proton,low_Egamma,1,37,9.4280960443722850e-01,0.12250393544303796,0.31949044154366035,5.0001812868850115e-01,0.0000000000000000e+00,6.6769687547779044e-01,0.0000000000000000e+00,high_s_high_theta_in_low_Egamma,2.1515843999999998e+01,1.5707949999999999e+00,1.4726215563702159e+00,4.6142142099600090e+00,5.0000000000000000e-01,1.0799224746714913e+00,5.1547613697906964e-04,1.1642779425564379e-03,-8.3737326471244919e-02,1.5809117559155666e+02,False,0.8191349076543386,1.3880331311517375
Tx_proton_low_Egamma_W_2,Tx_proton,Tx proton,low_Egamma,2,3,9.4284545459432123e-01,0.4315971706858036,0.7007067022292147,5.8054467036012491e-01,0.0000000000000000e+00,6.7495294208349343e-01,0.0000000000000000e+00,high_s_high_theta_in_low_Egamma,2.1515843999999998e+01,1.5707949999999999e+00,1.5707963267948966e+00,4.7123889803846897e+00,5.0000000000000000e-01,5.1050880620834143e+00,4.6738730809582088e-02,1.0457750307046623e-02,-9.7473056343740159e-05,2.8785467214800001e+01,False,0.9997274487558702,1.792272559036896
Tx_proton_low_Egamma_W_3,Tx_proton,Tx proton,low_Egamma,3,3,9.4284545462966207e-01,0.12702636575064524,0.29924799194380436,5.8054467036007384e-01,0.0000000000000000e+00,6.7495294610471723e-01,0.0000000000000000e+00,high_s_high_theta_in_low_Egamma,2.1515843999999998e+01,1.5707949999999999e+00,1.5707963267948966e+00,4.7123889803846897e+00,5.0000000000000000e-01,4.3196898986859651e+00,4.6738730809582255e-02,1.0457750307046659e-02,-9.7473056343740159e-05,2.8785467214800036e+01,False,0.9997274487558702,1.792272559036896
Tx_proton_mid_Egamma_W_0,Tx_proton,Tx proton,mid_Egamma,0,15,9.4280905090853495e-01,0.08922684564888879,0.23064205239591135,5.0027281169525784e-01,0.0000000000000000e+00,6.6679927949982243e-01,0.0000000000000000e+00,high_s_high_theta_in_mid_Egamma,2.1515843999999998e+01,1.5707949999999999e+00,9.8174770424681057e-01,4.1233403578366037e+00,1.0000000000000000e+00,1.9634954084936207e-01,1.1004171258900464e-02,3.7993532272502422e-03,-1.2139295180822349e+00,1.3208635281189203e+02,False,0.19594414265506616,0.21269197559496683
Tx_proton_mid_Egamma_W_1,Tx_proton,Tx proton,mid_Egamma,1,16,9.4280905090854272e-01,0.13260763730259084,0.35583399825618844,5.0027281169525784e-01,0.0000000000000000e+00,6.6679927955505880e-01,0.0000000000000000e+00,high_s_high_theta_in_mid_Egamma,2.1515843999999998e+01,1.5707949999999999e+00,2.1598449493429825e+00,5.3014376029327757e+00,1.0000000000000000e+00,2.9452431127404308e+00,1.1004171258900332e-02,3.7993532272502036e-03,-1.2139295180822338e+00,1.3208635281189203e+02,False,0.19594414265506635,0.21269197559496708
Tx_proton_mid_Egamma_W_2,Tx_proton,Tx proton,mid_Egamma,2,25,9.4280906751529681e-01,0.06433535649817655,0.22086509684413214,5.0056040492467413e-01,0.0000000000000000e+00,6.6688780050560670e-01,0.0000000000000000e+00,high_s_high_theta_in_mid_Egamma,2.1515843999999998e+01,1.5707949999999999e+00,4.9087385212340529e-01,3.6324665057131984e+00,1.0000000000000000e+00,6.8722339297276724e-01,2.1220561038919818e+00,5.7833623594422334e-01,-3.2043954158349202e+00,1.5144121668024849e+02,False,0.058827998175626506,0.040769712223676986
Tx_proton_mid_Egamma_W_3,Tx_proton,Tx proton,mid_Egamma,3,24,9.4280906751529681e-01,0.12110353717162162,0.31999399510762905,5.0056040492467413e-01,0.0000000000000000e+00,6.6688780050561469e-01,0.0000000000000000e+00,high_s_high_theta_in_mid_Egamma,2.1515843999999998e+01,1.5707949999999999e+00,2.6507188014663878e+00,5.7923114550561809e+00,1.0000000000000000e+00,2.4543692606170260e+00,2.1220561038919814e+00,5.7833623594422323e-01,-3.2043954158349197e+00,1.5144121668024849e+02,False,0.05882799817562653,0.04076971222367701
Tx_proton_high_Egamma_W_0,Tx_proton,Tx proton,high_Egamma,0,21,9.4280915037547763e-01,0.062267095286565495,0.1715647348536362,5.0077646791763220e-01,0.0000000000000000e+00,6.6711959363777751e-01,0.0000000000000000e+00,high_s_high_theta_in_high_Egamma,2.1515843999999998e+01,1.5707949999999999e+00,2.9452431127404299e-01,3.4361169648638361e+00,1.8000000000000000e+00,5.3996123733574573e+00,1.9121149567824514e-01,1.8688117951318039e-02,-4.6054477284454940e+00,1.2826836712215228e+02,False,0.033749015431381015,0.01903946553408003
Tx_proton_high_Egamma_W_1,Tx_proton,Tx proton,high_Egamma,1,21,9.4280915037711177e-01,0.05294009326306255,0.16229149623860173,5.0077646791763208e-01,0.0000000000000000e+00,6.6711959703931323e-01,0.0000000000000000e+00,high_s_high_theta_in_high_Egamma,2.1515843999999998e+01,1.5707949999999999e+00,2.8470683423157501e+00,5.9886609959055432e+00,1.8000000000000000e+00,4.0251655874119221e+00,1.9121149567824502e-01,1.8688117951318035e-02,-4.6054477284454931e+00,1.2826836712215228e+02,False,0.03374901543138103,0.01903946553408004
Tx_proton_high_Egamma_W_2,Tx_proton,Tx proton,high_Egamma,2,19,9.4280915622054717e-01,0.11453359261579985,0.2413944000791954,5.0267608070233960e-01,0.0000000000000000e+00,6.6713160151294681e-01,0.0000000000000000e+00,high_s_high_theta_in_high_Egamma,2.1515843999999998e+01,1.5707949999999999e+00,8.8357293382212898e-01,4.0251655874119221e+00,1.8000000000000000e+00,5.4977871437821380e+00,2.1373216419582657e+00,1.9493598760065536e-01,-1.4885520579279086e+00,1.3586964827952414e+02,False,0.15766125119646154,0.15789423903209052
Tx_proton_high_Egamma_W_3,Tx_proton,Tx proton,high_Egamma,3,19,9.4280915622127293e-01,0.06335506716616322,0.15828701104185539,5.0267608070233960e-01,0.0000000000000000e+00,6.6713160298469587e-01,0.0000000000000000e+00,high_s_high_theta_in_high_Egamma,2.1515843999999998e+01,1.5707949999999999e+00,2.2580197197676641e+00,5.3996123733574573e+00,1.8000000000000000e+00,3.9269908169872414e+00,2.1373216419582648e+00,1.9493598760065545e-01,-1.4885520579279072e+00,1.3586964827952414e+02,False,0.15766125119646168,0.15789423903209074
Ty_proton_low_Egamma_W_0,Ty_proton,Ty proton,low_Egamma,0,38,9.4281436123393225e-01,0.1134473010678948,0.3423406673544974,5.0000060957575032e-01,0.0000000000000000e+00,6.6349951336142754e-01,0.0000000000000000e+00,high_s_high_theta_in_low_Egamma,2.1515843999999998e+01,1.5707949999999999e+00,1.6689710972195773e+00,4.8105637508093704e+00,5.0000000000000000e-01,2.3561944901923448e+00,2.1728834613399948e-02,2.8157440349840489e-02,-7.7088986081230562e-02,1.4449352710533265e+02,False,0.8309700503038006,1.414638251720796
