Q2,t,phi,squared_amplitude_M2,trace,normalized_by_squared_amplitude,entanglement_h_in,entanglement_s_in,C12,C13,C23,C1_23,C2_13,C3_12,F3,M1,M2,M3,row_index,row_h_out,row_s_out,row_lambda,col_index,col_h_out,col_s_out,col_lambda,rho_real,rho_imag,rho_abs,rho_phase
4.0000000000000000e+00,-4.0000000000000002e-01,1.5707963267948966e+00,8.7572388965463267e+02,1.0000000000000000e+00,True,1,1,5.4228490003503716e-17,6.1680180142776172e-17,1.8633397346680255e-01,0.0000000000000000e+00,1.8633397582926081e-01,1.8633397582926081e-01,0.0000000000000000e+00,-6.7451737505054223e-33,8.8041247209291740e-10,8.8041247209291740e-10,0,-1,-1,-1,0,-1,-1,-1,2.6776434294045470e-01,-3.2604751922045844e-18,2.6776434294045470e-01,-1.2176659357999908e-17
4.0000000000000000e+00,-4.0000000000000002e-01,1.5707963267948966e+00,8.7572388965463267e+02,1.0000000000000000e+00,True,1,1,5.4228490003503716e-17,6.1680180142776172e-17,1.8633397346680255e-01,0.0000000000000000e+00,1.8633397582926081e-01,1.8633397582926081e-01,0.0000000000000000e+00,-6.7451737505054223e-33,8.8041247209291740e-10,8.8041247209291740e-10,0,-1,-1,-1,1,-1,-1,1,9.7364206705298426e-02,-9.9012409510494930e-03,9.7866354380465301e-02,-1.0134443153305685e-01
4.0000000000000000e+00,-4.0000000000000002e-01,1.5707963267948966e+00,8.7572388965463267e+02,1.0000000000000000e+00,True,1,1,5.4228490003503716e-17,6.1680180142776172e-17,1.8633397346680255e-01,0.0000000000000000e+00,1.8633397582926081e-01,1.8633397582926081e-01,0.0000000000000000e+00,-6.7451737505054223e-33,8.8041247209291740e-10,8.8041247209291740e-10,0,-1,-1,-1,2,-1,1,-1,-1.2878275176722163e-02,-6.9466055097804749e-02,7.0649718912240714e-02,-1.7541046488213325e+00
4.0000000000000000e+00,-4.0000000000000002e-01,1.5707963267948966e+00,8.7572388965463267e+02,1.0000000000000000e+00,True,1,1,5.4228490003503716e-17,6.1680180142776172e-17,1.8633397346680255e-01,0.0000000000000000e+00,1.8633397582926081e-01,1.8633397582926081e-01,0.0000000000000000e+00,-6.7451737505054223e-33,8.8041247209291740e-10,8.8041247209291740e-10,0,-1,-1,-1,3,-1,1,1,-6.5181569608379968e-04,2.1534981570601563e-03,2.2499817808423910e-03,1.8647078390932474e+00
4.0000000000000000e+00,-4.0000000000000002e-01,1.5707963267948966e+00,8.7572388965463267e+02,1.0000000000000000e+00,True,1,1,5.4228490003503716e-17,6.1680180142776172e-17,1.8633397346680255e-01,0.0000000000000000e+00,1.8633397582926081e-01,1.8633397582926081e-01,0.0000000000000000e+00,-6.7451737505054223e-33,8.8041247209291740e-10,8.8041247209291740e-10,0,-1,-1,-1,4,1,-1,-1,7.0925917832488903e-18,1.6427922721229774e-17,1.7893616267778492e-17,1.1632306959188108e+00
4.0000000000000000e+00,-4.0000000000000002e-01,1.5707963267948966e+00,8.7572388965463267e+02,1.0000000000000000e+00,True,1,1,5.4228490003503716e-17,6.1680180142776172e-17,1.8633397346680255e-01,0.0000000000000000e+00,1.8633397582926081e-01,1.8633397582926081e-01,0.0000000000000000e+00,-6.7451737505054223e-33,8.8041247209291740e-10,8.8041247209291740e-10,0,-1,-1,-1,5,1,-1,1,7.0188491620290971e-18,1.5645265988425937e-17,1.7147553510863117e-17,1.1490868811792989e+00
4.0000000000000000e+00,-4.0000000000000002e-01,1.5707963267948966e+00,8.7572388965463267e+02,1.0000000000000000e+00,True,1,1,5.4228490003503716e-17,6.1680180142776172e-17,1.8633397346680255e-01,0.0000000000000000e+00,1.8633397582926081e-01,1.8633397582926081e-01,0.0000000000000000e+00,-6.7451737505054223e-33,8.8041247209291740e-10,8.8041247209291740e-10,0,-1,-1,-1,6,1,1,-1,-6.2874887761501392e-18,6.1245488882733218e-18,8.7773922206464013e-18,2.3693213057299585e+00
4.0000000000000000e+00,-4.0000000000000002e-01,1.5707963267948966e+00,8.7572388965463267e+02,1.0000000000000000e+00,True,1,1,5.4228490003503716e-17,6.1680180142776172e-17,1.8633397346680255e-01,0.0000000000000000e+00,1.8633397582926081e-01,1.8633397582926081e-01,0.0000000000000000e+00,-6.7451737505054223e-33,8.8041247209291740e-10,8.8041247209291740e-10,0,-1,-1,-1,7,1,1,1,-9.1722875608874563e-18,7.2195978660637696e-18,1.1672765415585259e-17,2.4747611298316676e+00
4.0000000000000000e+00,-4.0000000000000002e-01,1.5707963267948966e+00,8.7572388965463267e+02,1.0000000000000000e+00,True,1,1,5.4228490003503716e-17,6.1680180142776172e-17,1.8633397346680255e-01,0.0000000000000000e+00,1.8633397582926081e-01,1.8633397582926081e-01,0.0000000000000000e+00,-6.7451737505054223e-33,8.8041247209291740e-10,8.8041247209291740e-10,1,-1,-1,1,0,-1,-1,-1,9.7364206705298426e-02,9.9012409510494948e-03,9.7866354380465301e-02,1.0134443153305686e-01
4.0000000000000000e+00,-4.0000000000000002e-01,1.5707963267948966e+00,8.7572388965463267e+02,1.0000000000000000e+00,True,1,1,5.4228490003503716e-17,6.1680180142776172e-17,1.8633397346680255e-01,0.0000000000000000e+00,1.8633397582926081e-01,1.8633397582926081e-01,0.0000000000000000e+00,-6.7451737505054223e-33,8.8041247209291740e-10,8.8041247209291740e-10,1,-1,-1,1,1,-1,-1,1,3.9036446316501869e-02,-1.2777812075553861e-19,3.9036446316501869e-02,-3.2733031003778384e-18
4.0000000000000000e+00,-4.0000000000000002e-01,1.5707963267948966e+00,8.7572388965463267e+02,1.0000000000000000e+00,True,1,1,5.4228490003503716e-17,6.1680180142776172e-17,1.8633397346680255e-01,0.0000000000000000e+00,1.8633397582926081e-01,1.8633397582926081e-01,0.0000000000000000e+00,-6.7451737505054223e-33,8.8041247209291740e-10,8.8041247209291740e-10,1,-1,-1,1,2,-1,1,-1,1.1900081452820713e-02,-1.3232302658269881e-02,1.7796229157431741e-02,-8.3835674910893843e-01
4.0000000000000000e+00,-4.0000000000000002e-01,1.5707963267948966e+00,8.7572388965463267e+02,1.0000000000000000e+00,True,1,1,5.4228490003503716e-17,6.1680180142776172e-17,1.8633397346680255e-01,0.0000000000000000e+00,1.8633397582926081e-01,1.8633397582926081e-01,0.0000000000000000e+00,-6.7451737505054223e-33,8.8041247209291740e-10,8.8041247209291740e-10,1,-1,-1,1,3,-1,1,1,9.3828113390301907e-03,1.1867024896815648e-02,1.5128232828902256e-02,9.0177498417430957e-01
4.0000000000000000e+00,-4.0000000000000002e-01,1.5707963267948966e+00,8.7572388965463267e+02,1.0000000000000000e+00,True,1,1,5.4228490003503716e-17,6.1680180142776172e-17,1.8633397346680255e-01,0.0000000000000000e+00,1.8633397582926081e-01,1.8633397582926081e-01,0.0000000000000000e+00,-6.7451737505054223e-33,8.8041247209291740e-10,8.8041247209291740e-10,1,-1,-1,1,4,1,-1,-1,2.6216630836236729e-18,5.5169100727673241e-18,6.1081432592103431e-18,1.1271807668321718e+00
4.0000000000000000e+00,-4.0000000000000002e-01,1.5707963267948966e+00,8.7572388965463267e+02,1.0000000000000000e+00,True,1,1,5.4228490003503716e-17,6.1680180142776172e-17,1.8633397346680255e-01,0.0000000000000000e+00,1.8633397582926081e-01,1.8633397582926081e-01,0.0000000000000000e+00,-6.7451737505054223e-33,8.8041247209291740e-10,8.8041247209291740e-10,1,-1,-1,1,5,1,-1,1,3.3183529729506057e-18,6.2771621831153538e-18,7.1002979885511601e-18,1.0845008506510181e+00
4.0000000000000000e+00,-4.0000000000000002e-01,1.5707963267948966e+00,8.7572388965463267e+02,1.0000000000000000e+00,True,1,1,5.4228490003503716e-17,6.1680180142776172e-17,1.8633397346680255e-01,0.0000000000000000e+00,1.8633397582926081e-01,1.8633397582926081e-01,0.0000000000000000e+00,-6.7451737505054223e-33,8.8041247209291740e-10,8.8041247209291740e-10,1,-1,-1,1,6,1,1,-1,-4.6659063597911813e-18,4.8732595185718039e-18,6.7468022420766482e-18,2.3344608802881748e+00
4.0000000000000000e+00,-4.0000000000000002e-01,1.5707963267948966e+00,8.7572388965463267e+02,1.0000000000000000e+00,True,1,1,5.4228490003503716e-17,6.1680180142776172e-17,1.8633397346680255e-01,0.0000000000000000e+00,1.8633397582926081e-01,1.8633397582926081e-01,0.0000000000000000e+00,-6.7451737505054223e-33,8.8041247209291740e-10,8.8041247209291740e-10,1,-1,-1,1,7,1,1,1,-7.5758390917552426e-18,6.4417746797554781e-18,9.9443350189394612e-18,2.4369214848970935e+00
4.0000000000000000e+00,-4.0000000000000002e-01,1.5707963267948966e+00,8.7572388965463267e+02,1.0000000000000000e+00,True,1,1,5.4228490003503716e-17,6.1680180142776172e-17,1.8633397346680255e-01,0.0000000000000000e+00,1.8633397582926081e-01,1.8633397582926081e-01,0.0000000000000000e+00,-6.7451737505054223e-33,8.8041247209291740e-10,8.8041247209291740e-10,2,-1,1,-1,0,-1,-1,-1,-1.2878275176722163e-02,6.9466055097804749e-02,7.0649718912240714e-02,1.7541046488213325e+00
4.0000000000000000e+00,-4.0000000000000002e-01,1.5707963267948966e+00,8.7572388965463267e+02,1.0000000000000000e+00,True,1,1,5.4228490003503716e-17,6.1680180142776172e-17,1.8633397346680255e-01,0.0000000000000000e+00,1.8633397582926081e-01,1.8633397582926081e-01,0.0000000000000000e+00,-6.7451737505054223e-33,8.8041247209291740e-10,8.8041247209291740e-10,2,-1,1,-1,1,-1,-1,1,1.1900081452820713e-02,1.3232302658269883e-02,1.7796229157431745e-02,8.3835674910893843e-01
4.0000000000000000e+00,-4.0000000000000002e-01,1.5707963267948966e+00,8.7572388965463267e+02,1.0000000000000000e+00,True,1,1,5.4228490003503716e-17,6.1680180142776172e-17,1.8633397346680255e-01,0.0000000000000000e+00,1.8633397582926081e-01,1.8633397582926081e-01,0.0000000000000000e+00,-6.7451737505054223e-33,8.8041247209291740e-10,8.8041247209291740e-10,2,-1,1,-1,2,-1,1,-1,1.2661191079131037e-01,-2.2981017586881747e-18,1.2661191079131037e-01,-1.8150754888108822e-17
