Q2,t,phi,squared_amplitude_M2,trace,normalized_by_squared_amplitude,entanglement_h_in,entanglement_s_in,C12,C13,C23,C1_23,C2_13,C3_12,F3,M1,M2,M3,row_index,row_h_out,row_s_out,row_lambda,col_index,col_h_out,col_s_out,col_lambda,rho_real,rho_imag,rho_abs,rho_phase
2.0000000000000000e+00,-4.0000000000000002e-01,5.2359877559829882e-01,1.6075140536938196e+02,1.0000000000000000e+00,True,1,1,1.1654440066097638e-16,1.2786377207110945e-16,3.4959206443897062e-01,0.0000000000000000e+00,3.4959206696210959e-01,3.4959206696210959e-01,0.0000000000000000e+00,-2.9931741533678824e-32,1.7641387239919482e-09,1.7641387239919482e-09,0,-1,-1,-1,0,-1,-1,-1,1.6430518767968469e-01,3.0489383914339817e-18,1.6430518767968469e-01,1.8556555848850801e-17
2.0000000000000000e+00,-4.0000000000000002e-01,5.2359877559829882e-01,1.6075140536938196e+02,1.0000000000000000e+00,True,1,1,1.1654440066097638e-16,1.2786377207110945e-16,3.4959206443897062e-01,0.0000000000000000e+00,3.4959206696210959e-01,3.4959206696210959e-01,0.0000000000000000e+00,-2.9931741533678824e-32,1.7641387239919482e-09,1.7641387239919482e-09,0,-1,-1,-1,1,-1,-1,1,4.1622511680027861e-02,3.8833474955845229e-02,5.6925146075353331e-02,7.5074666682707270e-01
2.0000000000000000e+00,-4.0000000000000002e-01,5.2359877559829882e-01,1.6075140536938196e+02,1.0000000000000000e+00,True,1,1,1.1654440066097638e-16,1.2786377207110945e-16,3.4959206443897062e-01,0.0000000000000000e+00,3.4959206696210959e-01,3.4959206696210959e-01,0.0000000000000000e+00,-2.9931741533678824e-32,1.7641387239919482e-09,1.7641387239919482e-09,0,-1,-1,-1,2,-1,1,-1,8.4396647952121651e-02,-1.1750201183724722e-01,1.4467037350941950e-01,-9.4792211119788117e-01
2.0000000000000000e+00,-4.0000000000000002e-01,5.2359877559829882e-01,1.6075140536938196e+02,1.0000000000000000e+00,True,1,1,1.1654440066097638e-16,1.2786377207110945e-16,3.4959206443897062e-01,0.0000000000000000e+00,3.4959206696210959e-01,3.4959206696210959e-01,0.0000000000000000e+00,-2.9931741533678824e-32,1.7641387239919482e-09,1.7641387239919482e-09,0,-1,-1,-1,3,-1,1,1,-1.2667254251605147e-03,1.2651637797453708e-03,1.7903163665474546e-03,2.3568112806956916e+00
2.0000000000000000e+00,-4.0000000000000002e-01,5.2359877559829882e-01,1.6075140536938196e+02,1.0000000000000000e+00,True,1,1,1.1654440066097638e-16,1.2786377207110945e-16,3.4959206443897062e-01,0.0000000000000000e+00,3.4959206696210959e-01,3.4959206696210959e-01,0.0000000000000000e+00,-2.9931741533678824e-32,1.7641387239919482e-09,1.7641387239919482e-09,0,-1,-1,-1,4,1,-1,-1,2.1169635795792526e-17,-4.4106664855976000e-17,4.8923934474282510e-17,-1.1233051592680381e+00
2.0000000000000000e+00,-4.0000000000000002e-01,5.2359877559829882e-01,1.6075140536938196e+02,1.0000000000000000e+00,True,1,1,1.1654440066097638e-16,1.2786377207110945e-16,3.4959206443897062e-01,0.0000000000000000e+00,3.4959206696210959e-01,3.4959206696210959e-01,0.0000000000000000e+00,-2.9931741533678824e-32,1.7641387239919482e-09,1.7641387239919482e-09,0,-1,-1,-1,5,1,-1,1,-2.8300894346052662e-18,-9.1926440467127113e-18,9.6184255872479979e-18,-1.8694526174888937e+00
2.0000000000000000e+00,-4.0000000000000002e-01,5.2359877559829882e-01,1.6075140536938196e+02,1.0000000000000000e+00,True,1,1,1.1654440066097638e-16,1.2786377207110945e-16,3.4959206443897062e-01,0.0000000000000000e+00,3.4959206696210959e-01,3.4959206696210959e-01,0.0000000000000000e+00,-2.9931741533678824e-32,1.7641387239919482e-09,1.7641387239919482e-09,0,-1,-1,-1,6,1,1,-1,-1.0175659951919694e-17,-4.6350983705482021e-18,1.1181600617163935e-17,-2.7141674098341695e+00
2.0000000000000000e+00,-4.0000000000000002e-01,5.2359877559829882e-01,1.6075140536938196e+02,1.0000000000000000e+00,True,1,1,1.1654440066097638e-16,1.2786377207110945e-16,3.4959206443897062e-01,0.0000000000000000e+00,3.4959206696210959e-01,3.4959206696210959e-01,0.0000000000000000e+00,-2.9931741533678824e-32,1.7641387239919482e-09,1.7641387239919482e-09,0,-1,-1,-1,7,1,1,1,3.1572314160036154e-20,-5.3272223583452713e-18,5.3273159157567497e-18,-1.5648697965340423e+00
2.0000000000000000e+00,-4.0000000000000002e-01,5.2359877559829882e-01,1.6075140536938196e+02,1.0000000000000000e+00,True,1,1,1.1654440066097638e-16,1.2786377207110945e-16,3.4959206443897062e-01,0.0000000000000000e+00,3.4959206696210959e-01,3.4959206696210959e-01,0.0000000000000000e+00,-2.9931741533678824e-32,1.7641387239919482e-09,1.7641387239919482e-09,1,-1,-1,1,0,-1,-1,-1,4.1622511680027861e-02,-3.8833474955845229e-02,5.6925146075353331e-02,-7.5074666682707270e-01
2.0000000000000000e+00,-4.0000000000000002e-01,5.2359877559829882e-01,1.6075140536938196e+02,1.0000000000000000e+00,True,1,1,1.1654440066097638e-16,1.2786377207110945e-16,3.4959206443897062e-01,0.0000000000000000e+00,3.4959206696210959e-01,3.4959206696210959e-01,0.0000000000000000e+00,-2.9931741533678824e-32,1.7641387239919482e-09,1.7641387239919482e-09,1,-1,-1,1,1,-1,-1,1,9.2000267708786290e-02,-1.8263372202246520e-18,9.2000267708786290e-02,-1.9851433758928416e-17
