Q2,t,phi,squared_amplitude_M2,trace,normalized_by_squared_amplitude,entanglement_h_in,entanglement_s_in,C12,C13,C23,C1_23,C2_13,C3_12,F3,M1,M2,M3,row_index,row_h_out,row_s_out,row_lambda,col_index,col_h_out,col_s_out,col_lambda,rho_real,rho_imag,rho_abs,rho_phase
1.5000000000000000e+00,-4.0000000000000002e-01,4.1887902047863905e+00,2.8413312523421696e+03,1.0000000000000004e+00,True,1,1,2.6671822037077579e-18,4.1220775066076817e-17,8.8950666621377683e-02,0.0000000000000000e+00,8.8950667994644975e-02,8.8950667994644975e-02,0.0000000000000000e+00,-1.7062661579558755e-33,2.4430608404346632e-10,2.4430608404346632e-10,0,-1,-1,-1,0,-1,-1,-1,1.8191964965190857e-01,3.1616696124317094e-20,1.8191964965190857e-01,1.7379483846200006e-19
1.5000000000000000e+00,-4.0000000000000002e-01,4.1887902047863905e+00,2.8413312523421696e+03,1.0000000000000004e+00,True,1,1,2.6671822037077579e-18,4.1220775066076817e-17,8.8950666621377683e-02,0.0000000000000000e+00,8.8950667994644975e-02,8.8950667994644975e-02,0.0000000000000000e+00,-1.7062661579558755e-33,2.4430608404346632e-10,2.4430608404346632e-10,0,-1,-1,-1,1,-1,-1,1,9.3844705158779226e-02,8.2364718693527475e-02,1.2486302724106170e-01,7.2034043116886681e-01
1.5000000000000000e+00,-4.0000000000000002e-01,4.1887902047863905e+00,2.8413312523421696e+03,1.0000000000000004e+00,True,1,1,2.6671822037077579e-18,4.1220775066076817e-17,8.8950666621377683e-02,0.0000000000000000e+00,8.8950667994644975e-02,8.8950667994644975e-02,0.0000000000000000e+00,-1.7062661579558755e-33,2.4430608404346632e-10,2.4430608404346632e-10,0,-1,-1,-1,2,-1,1,-1,-6.7012570749148881e-03,1.2998890832505590e-02,1.4624568686272245e-02,2.0467868925162223e+00
1.5000000000000000e+00,-4.0000000000000002e-01,4.1887902047863905e+00,2.8413312523421696e+03,1.0000000000000004e+00,True,1,1,2.6671822037077579e-18,4.1220775066076817e-17,8.8950666621377683e-02,0.0000000000000000e+00,8.8950667994644975e-02,8.8950667994644975e-02,0.0000000000000000e+00,-1.7062661579558755e-33,2.4430608404346632e-10,2.4430608404346632e-10,0,-1,-1,-1,3,-1,1,1,1.5199349501997378e-04,-2.5524348686729799e-04,2.9707113645819467e-04,-1.0337037929030091e+00
1.5000000000000000e+00,-4.0000000000000002e-01,4.1887902047863905e+00,2.8413312523421696e+03,1.0000000000000004e+00,True,1,1,2.6671822037077579e-18,4.1220775066076817e-17,8.8950666621377683e-02,0.0000000000000000e+00,8.8950667994644975e-02,8.8950667994644975e-02,0.0000000000000000e+00,-1.7062661579558755e-33,2.4430608404346632e-10,2.4430608404346632e-10,0,-1,-1,-1,4,1,-1,-1,-6.9381473120478358e-18,-3.3836746072482861e-19,6.9463933564227404e-18,-3.0928621255793116e+00
1.5000000000000000e+00,-4.0000000000000002e-01,4.1887902047863905e+00,2.8413312523421696e+03,1.0000000000000004e+00,True,1,1,2.6671822037077579e-18,4.1220775066076817e-17,8.8950666621377683e-02,0.0000000000000000e+00,8.8950667994644975e-02,8.8950667994644975e-02,0.0000000000000000e+00,-1.7062661579558755e-33,2.4430608404346632e-10,2.4430608404346632e-10,0,-1,-1,-1,5,1,-1,1,-1.4817546791327555e-21,-2.6797411828107349e-18,2.6797415924765595e-18,-1.5713492736755961e+00
1.5000000000000000e+00,-4.0000000000000002e-01,4.1887902047863905e+00,2.8413312523421696e+03,1.0000000000000004e+00,True,1,1,2.6671822037077579e-18,4.1220775066076817e-17,8.8950666621377683e-02,0.0000000000000000e+00,8.8950667994644975e-02,8.8950667994644975e-02,0.0000000000000000e+00,-1.7062661579558755e-33,2.4430608404346632e-10,2.4430608404346632e-10,0,-1,-1,-1,6,1,1,-1,-1.5980768201886680e-19,3.8926391346020107e-19,4.2079079071979954e-19,1.9603541655138212e+00
1.5000000000000000e+00,-4.0000000000000002e-01,4.1887902047863905e+00,2.8413312523421696e+03,1.0000000000000004e+00,True,1,1,2.6671822037077579e-18,4.1220775066076817e-17,8.8950666621377683e-02,0.0000000000000000e+00,8.8950667994644975e-02,8.8950667994644975e-02,0.0000000000000000e+00,-1.7062661579558755e-33,2.4430608404346632e-10,2.4430608404346632e-10,0,-1,-1,-1,7,1,1,1,-1.8159473027104893e-19,2.5557969039490908e-19,3.1352451930363053e-19,2.1885485018953394e+00
1.5000000000000000e+00,-4.0000000000000002e-01,4.1887902047863905e+00,2.8413312523421696e+03,1.0000000000000004e+00,True,1,1,2.6671822037077579e-18,4.1220775066076817e-17,8.8950666621377683e-02,0.0000000000000000e+00,8.8950667994644975e-02,8.8950667994644975e-02,0.0000000000000000e+00,-1.7062661579558755e-33,2.4430608404346632e-10,2.4430608404346632e-10,1,-1,-1,1,0,-1,-1,-1,9.3844705158779226e-02,-8.2364718693527475e-02,1.2486302724106170e-01,-7.2034043116886681e-01
1.5000000000000000e+00,-4.0000000000000002e-01,4.1887902047863905e+00,2.8413312523421696e+03,1.0000000000000004e+00,True,1,1,2.6671822037077579e-18,4.1220775066076817e-17,8.8950666621377683e-02,0.0000000000000000e+00,8.8950667994644975e-02,8.8950667994644975e-02,0.0000000000000000e+00,-1.7062661579558755e-33,2.4430608404346632e-10,2.4430608404346632e-10,1,-1,-1,1,1,-1,-1,1,8.6133404418580084e-02,7.1284169845922686e-19,8.6133404418580084e-02,8.2760190807627903e-18
