detail_id,detail_source,selected_observable,selected_observable_label,selected_spin_case,selected_region,cluster_id,selected_concurrence,pair_delta_xy,kinematic_point,incoming_state,initial_spin_averaging_version,initial_component,ensemble_weight,out_index,hOut,sOut,lambda,amplitude_real,amplitude_imag,amplitude_abs,amplitude_phase,amplitude_abs2,weighted_abs2,fraction,decomposition_rank,retained_fraction_total
c_e_gamma_TxTx_region_0,enhanced_cluster,C_e_gamma,C_{e\gamma},TxTx,enhanced_region_0,0,9.3056726271786361e-01,5.0486868014160979e-01,high_s_high_theta_in_high_Egamma,"$|T_{x,e}T_{x,p}\rangle$",prepared_spin_ensemble_v4,"electron Tx, proton Tx",1.0000000000000000e+00,7,1,1,1,-6.8657471033694918e+01,-1.5901763409213314e+02,1.7320639792167668e+02,-1.9783788852392497e+00,3.0000456281002203e+04,3.0000456281002203e+04,4.3801596606656323e-01,1,9.6616119568902592e-01
c_e_gamma_TxTx_region_0,enhanced_cluster,C_e_gamma,C_{e\gamma},TxTx,enhanced_region_0,0,9.3056726271786361e-01,5.0486868014160979e-01,high_s_high_theta_in_high_Egamma,"$|T_{x,e}T_{x,p}\rangle$",prepared_spin_ensemble_v4,"electron Tx, proton Tx",1.0000000000000000e+00,2,-1,1,-1,-4.8455247534316285e+01,1.5748561983463583e+02,1.6477145222492672e+02,1.8692844328829525e+00,2.7149631468311309e+04,2.7149631468311309e+04,3.9639303964433831e-01,2,9.6616119568902592e-01
c_e_gamma_TxTx_region_0,enhanced_cluster,C_e_gamma,C_{e\gamma},TxTx,enhanced_region_0,0,9.3056726271786361e-01,5.0486868014160979e-01,high_s_high_theta_in_high_Egamma,"$|T_{x,e}T_{x,p}\rangle$",prepared_spin_ensemble_v4,"electron Tx, proton Tx",1.0000000000000000e+00,0,-1,-1,-1,-4.6927772551713247e+01,5.3633264326113796e+01,7.1265299262264534e+01,2.2896122419060783e+00,5.0787428789401220e+03,5.0787428789401220e+03,7.4151221157637726e-02,3,9.6616119568902592e-01
c_e_gamma_TxTx_region_0,enhanced_cluster,C_e_gamma,C_{e\gamma},TxTx,enhanced_region_0,0,9.3056726271786361e-01,5.0486868014160979e-01,high_s_high_theta_in_high_Egamma,"$|T_{x,e}T_{x,p}\rangle$",prepared_spin_ensemble_v4,"electron Tx, proton Tx",1.0000000000000000e+00,5,1,-1,1,3.0454910316409389e+00,-6.2736855321830113e+01,6.2810731816275222e+01,-1.5222905139021934e+00,3.9451880312960484e+03,3.9451880312960484e+03,5.7600968820486667e-02,4,9.6616119568902592e-01
c_e_gamma_low_egamma_txtx_region_0,egamma_region_max,C_e_gamma,C_{e\gamma},TxTx,low_Egamma_TxTx_region_0,0,6.2398109919193978e-01,2.5275272616796673e-01,high_s_high_theta_in_low_Egamma,"$|T_{x,e}T_{x,p}\rangle$",prepared_spin_ensemble_v4,"electron Tx, proton Tx",1.0000000000000000e+00,1,-1,-1,1,-3.1845030597386318e+02,-3.5170626907920905e+03,3.5314502075403166e+03,-1.6610944933922005e+00,1.2471140568336545e+07,1.2471140568336545e+07,4.3007565439427731e-01,1,9.9443954366557452e-01
c_e_gamma_low_egamma_txtx_region_0,egamma_region_max,C_e_gamma,C_{e\gamma},TxTx,low_Egamma_TxTx_region_0,0,6.2398109919193978e-01,2.5275272616796673e-01,high_s_high_theta_in_low_Egamma,"$|T_{x,e}T_{x,p}\rangle$",prepared_spin_ensemble_v4,"electron Tx, proton Tx",1.0000000000000000e+00,4,1,-1,-1,-2.8083842570483648e+02,2.1262179073852394e+03,2.1446847812762690e+03,1.7021197131621988e+00,4.5996728110380378e+06,4.5996728110380378e+06,1.5862280465583839e-01,2,9.9443954366557452e-01
c_e_gamma_low_egamma_txtx_region_0,egamma_region_max,C_e_gamma,C_{e\gamma},TxTx,low_Egamma_TxTx_region_0,0,6.2398109919193978e-01,2.5275272616796673e-01,high_s_high_theta_in_low_Egamma,"$|T_{x,e}T_{x,p}\rangle$",prepared_spin_ensemble_v4,"electron Tx, proton Tx",1.0000000000000000e+00,3,-1,1,1,-2.8082445731478805e+02,-2.1261286499563685e+03,2.1445944632940364e+03,-1.7021187058904743e+00,4.5992854119914360e+06,4.5992854119914360e+06,1.5860944493965479e-01,3,9.9443954366557452e-01
c_e_gamma_low_egamma_txtx_region_0,egamma_region_max,C_e_gamma,C_{e\gamma},TxTx,low_Egamma_TxTx_region_0,0,6.2398109919193978e-01,2.5275272616796673e-01,high_s_high_theta_in_low_Egamma,"$|T_{x,e}T_{x,p}\rangle$",prepared_spin_ensemble_v4,"electron Tx, proton Tx",1.0000000000000000e+00,2,-1,1,-1,-3.3218148933997855e+02,-1.7814565901368969e+03,1.8121622787163149e+03,-1.7551454265841899e+00,3.2839321244023070e+06,3.2839321244023070e+06,1.1324860381852751e-01,4,9.9443954366557452e-01
c_e_gamma_low_egamma_txtx_region_0,egamma_region_max,C_e_gamma,C_{e\gamma},TxTx,low_Egamma_TxTx_region_0,0,6.2398109919193978e-01,2.5275272616796673e-01,high_s_high_theta_in_low_Egamma,"$|T_{x,e}T_{x,p}\rangle$",prepared_spin_ensemble_v4,"electron Tx, proton Tx",1.0000000000000000e+00,5,1,-1,1,-2.3125089584628836e+02,-1.7973466963874646e+03,1.8121622785624481e+03,-1.6987557124536130e+00,3.2839321238446441e+06,3.2839321238446441e+06,1.1324860379929613e-01,5,9.9443954366557452e-01
c_e_gamma_low_egamma_txtx_region_0,egamma_region_max,C_e_gamma,C_{e\gamma},TxTx,low_Egamma_TxTx_region_0,0,6.2398109919193978e-01,2.5275272616796673e-01,high_s_high_theta_in_low_Egamma,"$|T_{x,e}T_{x,p}\rangle$",prepared_spin_ensemble_v4,"electron Tx, proton Tx",1.0000000000000000e+00,6,1,1,-1,-2.3993670873294022e+02,7.3537634200432626e+02,7.7352956541896936e+02,1.8861831905278874e+00,5.9834798857725959e+05,5.9834798857725959e+05,2.0634432057980479e-02,6,9.9443954366557452e-01
