detail_id,selected_observable,selected_observable_label,selected_spin_case,selected_region,qOut_regime,cluster_id,energy_band_cluster_id,selected_concurrence,selected_purity,alpha_e,alpha_p,sqrt_s,theta_p_out,theta_gamma_out,phi_p_out,qOut,phi_gamma_out
dw_mixing_angles_polarization_05_local_minimum_113,D_W,D_W,mixing_angles,polarization_cluster_05_local_minimum_113,gradient_local_minimum,0,0,2.8774990440357776e-04,9.9999999999999989e-01,2.3605141456086320e+00,3.0096530345688528e+00,1.1531389101298737,0.11892406027724474,2.141297080997679,2.2973579949353446,0.11862029874449488,5.559185178696869
dw_mixing_angles_polarization_05_local_minimum_171,D_W,D_W,mixing_angles,polarization_cluster_05_local_minimum_171,gradient_local_minimum,1,1,3.9635958122980364e-04,9.9999999999999978e-01,2.3461051940210527e+00,2.8665055895658851e+00,1.1226221210878136,0.2374528103383739,1.2449343151520682,1.7440128918827138,0.08675592433938863,5.204682223537354
dw_mixing_angles_polarization_05_local_minimum_296,D_W,D_W,mixing_angles,polarization_cluster_05_local_minimum_296,gradient_local_minimum,2,2,7.7882287979774928e-04,1.0000000000000000e+00,2.3606730653082848e+00,2.9825229426361375e+00,1.1228147903380703,0.5146086799149114,1.9599819700088008,4.130617132056203,0.09882438452793262,0.8380405353198085
dw_mixing_angles_polarization_05_local_minimum_305,D_W,D_W,mixing_angles,polarization_cluster_05_local_minimum_305,gradient_local_minimum,3,3,8.0287113267540281e-04,9.9999999999999989e-01,2.3658533162980802e+00,3.0005655666515678e+00,1.1105315981170985,1.462428078938568,1.859767155824693,2.333983371018978,0.0890826168295699,5.684015764000971
dw_mixing_angles_polarization_05_local_minimum_445,D_W,D_W,mixing_angles,polarization_cluster_05_local_minimum_445,gradient_local_minimum,4,4,1.7961317611248529e-03,9.9999999999999967e-01,2.3030449279417593e+00,4.4114052113154995e-01,1.8022883868905217,0.0014270641498076529,2.3813835387519906,4.828436123820764,0.19330998612599753,1.9560941779213283
dw_mixing_angles_polarization_05_local_minimum_552,D_W,D_W,mixing_angles,polarization_cluster_05_local_minimum_552,gradient_local_minimum,5,5,3.2472795578264756e-03,9.9999999999999967e-01,2.3682579723462243e+00,2.9327138324827806e+00,1.1028433230787957,0.9691205500521194,2.059500843610868,1.789920256901339,0.0874994117292079,5.47094282920346
dw_mixing_angles_polarization_05_local_minimum_559,D_W,D_W,mixing_angles,polarization_cluster_05_local_minimum_559,gradient_local_minimum,6,6,3.3295087834997587e-03,9.9999999999999978e-01,2.3556828946831443e+00,3.0233463049688711e+00,1.0988258090118568,2.8884687300024168,1.3437525151969996,3.115120253354828,0.08349501925965722,6.264220671569077
dw_mixing_angles_polarization_05_local_minimum_568,D_W,D_W,mixing_angles,polarization_cluster_05_local_minimum_568,gradient_local_minimum,7,7,3.4948349557400002e-03,1.0000000000000000e+00,2.3612194176652577e+00,2.9446489680213941e+00,1.121788155824512,1.384565898843119,1.702940355570774,4.438127359064873,0.09413193081754742,0.4509558549013885
dw_mixing_angles_polarization_05_local_minimum_569,D_W,D_W,mixing_angles,polarization_cluster_05_local_minimum_569,gradient_local_minimum,8,8,3.4954797049577594e-03,1.0000000000000002e+00,2.3431431991495342e+00,1.3845222804868629e-01,1.071412933756124,3.014467376386535,0.9997602373676638,0.9549042828307461,0.07346306419393779,3.6528153540383066
dw_mixing_angles_polarization_05_local_minimum_594,D_W,D_W,mixing_angles,polarization_cluster_05_local_minimum_594,gradient_local_minimum,9,9,3.9997266052961443e-03,9.9999999999999956e-01,2.3510222244605643e+00,2.8929763130508044e+00,1.06405361748611,0.7809709904989319,0.8348163490344368,4.288427176840711,0.06298836197848019,1.1139858365975581
