objective_name,objective_file_tag,local_minimum_index,local_minimum_id,contour_delta,configured_direction_count,contour_point_count,center_u0,center_u1,center_u2,center_u3,center_u4,center_u5,center_u6,record_type,contour_sample_id,u0,u1,u2,u3,u4,u5,u6,sqrt_s,theta_out,qOut,phi_p_out,phi_gamma_out,theta_e,theta_p
D_W,dw,0,421,0.05,128,128,0.03332973903603867,0.4559888335125222,0.537656982507967,0.6287932632011128,0.10632634629006855,0.7531766464035732,0.4570206797750572,minimum,,,,,,,,,,,,,,,
D_W,dw,0,421,0.05,128,128,0.03332973903603867,0.4559888335125222,0.537656982507967,0.6287932632011128,0.10632634629006855,0.7531766464035732,0.4570206797750572,sample,0,0.03926723903603867,0.4559888335125222,0.537656982507967,0.6287932632011128,0.10632634629006855,0.7531766464035732,0.4570206797750572,1.1430773715572862,1.432531169481919,0.10445062198836316,3.9508245925987384,0.6680681367758474,2.366174219196863,1.4357728101199332
D_W,dw,0,421,0.05,128,128,0.03332973903603867,0.4559888335125222,0.537656982507967,0.6287932632011128,0.10632634629006855,0.7531766464035732,0.4570206797750572,sample,1,0.03332973903603867,0.6266138335125222,0.537656982507967,0.6287932632011128,0.10632634629006855,0.7531766464035732,0.4570206797750572,1.119240901066365,1.9685654160006774,0.09316590631452688,3.9508245925987384,0.6680681367758474,2.366174219196863,1.4357728101199332
D_W,dw,0,421,0.05,128,128,0.03332973903603867,0.4559888335125222,0.537656982507967,0.6287932632011128,0.10632634629006855,0.7531766464035732,0.4570206797750572,sample,2,0.03332973903603867,0.4559888335125222,0.557813232507967,0.6287932632011128,0.10632634629006855,0.7531766464035732,0.4570206797750572,1.119240901066365,1.432531169481919,0.09634718958092421,3.9508245925987384,0.6680681367758474,2.366174219196863,1.4357728101199332
D_W,dw,0,421,0.05,128,128,0.03332973903603867,0.4559888335125222,0.537656982507967,0.6287932632011128,0.10632634629006855,0.7531766464035732,0.4570206797750572,sample,3,0.03332973903603867,0.4559888335125222,0.537656982507967,0.7691057632011129,0.10632634629006855,0.7531766464035732,0.4570206797750572,1.119240901066365,1.432531169481919,0.09316590631452688,4.832434031012375,0.6680681367758474,2.366174219196863,1.4357728101199332
D_W,dw,0,421,0.05,128,128,0.03332973903603867,0.4559888335125222,0.537656982507967,0.6287932632011128,0.10632634629006855,0.7531766464035732,0.4570206797750572,sample,4,0.03332973903603867,0.4559888335125222,0.537656982507967,0.6287932632011128,0.24570134629006857,0.7531766464035732,0.4570206797750572,1.119240901066365,1.432531169481919,0.09316590631452688,3.9508245925987384,1.5437870889640024,2.366174219196863,1.4357728101199332
D_W,dw,0,421,0.05,128,128,0.03332973903603867,0.4559888335125222,0.537656982507967,0.6287932632011128,0.10632634629006855,0.7531766464035732,0.4570206797750572,sample,5,0.03332973903603867,0.4559888335125222,0.537656982507967,0.6287932632011128,0.10632634629006855,0.7692703964035732,0.4570206797750572,1.119240901066365,1.432531169481919,0.09316590631452688,3.9508245925987384,0.6680681367758474,2.4167342259655737,1.4357728101199332
D_W,dw,0,421,0.05,128,128,0.03332973903603867,0.4559888335125222,0.537656982507967,0.6287932632011128,0.10632634629006855,0.7531766464035732,0.4570206797750572,sample,6,0.03332973903603867,0.4559888335125222,0.537656982507967,0.6287932632011128,0.10632634629006855,0.7531766464035732,0.5148331797750573,1.119240901066365,1.432531169481919,0.09316590631452688,3.9508245925987384,0.6680681367758474,2.366174219196863,1.6173961354055932
D_W,dw,0,421,0.05,128,128,0.03332973903603867,0.4559888335125222,0.537656982507967,0.6287932632011128,0.10632634629006855,0.7531766464035732,0.4570206797750572,sample,7,0.02801723903603867,0.4559888335125222,0.537656982507967,0.6287932632011128,0.10632634629006855,0.7531766464035732,0.4570206797750572,1.097913532732383,1.432531169481919,0.08289970081839308,3.9508245925987384,0.6680681367758474,2.366174219196863,1.4357728101199332
D_W,dw,0,421,0.05,128,128,0.03332973903603867,0.4559888335125222,0.537656982507967,0.6287932632011128,0.10632634629006855,0.7531766464035732,0.4570206797750572,sample,8,0.03332973903603867,0.3855200835125222,0.537656982507967,0.6287932632011128,0.10632634629006855,0.7531766464035732,0.4570206797750572,1.119240901066365,1.2111470621742633,0.09316590631452688,3.9508245925987384,0.6680681367758474,2.366174219196863,1.4357728101199332
