local_minimum_id,contour_point_count,original_contour_cut,target_covariance_cut,covariance_rank,covariance_min_eigenvalue,covariance_max_eigenvalue,requested_samples,attempted_samples,accepted_samples,rejected_samples,rejection_fraction
0,590,0.05,0.02,8,1.7678485093443976e-05,0.0008815911001139536,2000,6600,2000,4600,0.696969696969697
1,976,0.05,0.02,8,3.340567277807424e-05,0.0010284536413671256,2000,6489,2000,4489,0.6917860995530899
2,1020,0.05,0.02,8,3.322298052369985e-05,0.000750155346859991,2000,5928,2000,3928,0.6626180836707153
3,621,0.05,0.02,8,0.00011073113834431911,0.0011234585362410797,2000,6405,2000,4405,0.687743950039032
4,1138,0.05,0.02,8,2.191759096114634e-05,0.000609105042234692,2000,5224,2000,3224,0.6171516079632465
5,591,0.05,0.02,8,2.7560831126528237e-05,0.000965567783961428,2000,7382,2000,5382,0.729070712544026
6,424,0.05,0.02,8,2.456711433089702e-05,0.0008778261625940702,2000,6752,2000,4752,0.7037914691943128
7,1533,0.05,0.02,8,1.1148275576844e-09,8.872198166829135e-05,2000,2000,2000,0,0.0
8,394,0.05,0.02,8,2.6636989079515004e-05,0.002762558417721285,2000,9172,2000,7172,0.7819450501526385
9,643,0.05,0.02,8,0.00012085377487526023,0.0016173939203990137,2000,6299,2000,4299,0.6824892840133354
10,611,0.05,0.02,8,1.9149424675275983e-05,0.0011636800360704084,2000,6745,2000,4745,0.7034840622683469
11,483,0.05,0.02,8,0.00012832878229896165,0.002039116045564929,2000,8304,2000,6304,0.7591522157996147
12,457,0.05,0.02,8,9.526001106848922e-05,0.002150112171237284,2000,8736,2000,6736,0.7710622710622711
13,668,0.05,0.02,8,9.927946043717729e-05,0.0013054746760260355,2000,6281,2000,4281,0.681579366342939
14,614,0.05,0.02,8,0.0001146591556550896,0.0015141317588321522,2000,6403,2000,4403,0.6876464157426206
15,413,0.05,0.02,8,9.210468801047968e-05,0.0019707660632199545,2000,9536,2000,7536,0.790268456375839
16,418,0.05,0.02,8,0.00011797822152773375,0.00220064116627562,2000,9065,2000,7065,0.7793712079426365
17,391,0.05,0.02,8,6.722197021227055e-05,0.0015488208194365679,2000,7884,2000,5884,0.7463216641298833
18,1521,0.05,0.02,8,1.271135874370299e-08,3.4593120998624456e-05,2000,2928,2000,928,0.31693989071038253
19,379,0.05,0.02,8,0.0001433109582844683,0.0024669232224297766,2000,8702,2000,6702,0.7701677775224086
20,405,0.05,0.02,8,0.0001663493104205247,0.0025268300703156594,2000,8668,2000,6668,0.7692662667281956
21,647,0.05,0.02,8,7.729440047535497e-05,0.0013329916218157117,2000,6417,2000,4417,0.6883278790712171
22,1123,0.05,0.02,8,8.561413135769214e-05,0.000998634726351417,2000,4628,2000,2628,0.567847882454624
23,474,0.05,0.02,8,0.00012228664272344162,0.001994257346768125,2000,7945,2000,5945,0.7482693517935809
24,613,0.05,0.02,8,3.203719315370583e-05,0.0010311012523543232,2000,6514,2000,4514,0.6929689898679766
25,686,0.05,0.02,8,0.00010867993895490754,0.0008760582072398525,2000,5788,2000,3788,0.6544574982722875
26,461,0.05,0.02,8,4.3010643778047835e-05,0.001487036827091809,2000,9339,2000,7339,0.7858443088125067
27,739,0.05,0.02,8,0.00012024030912306963,0.001191619582966587,2000,6535,2000,4535,0.693955623565417
28,746,0.05,0.02,8,0.00011812691858750374,0.0010558374976689935,2000,5856,2000,3856,0.6584699453551912
29,1026,0.05,0.02,8,3.053135474409775e-05,0.0007344031205713996,2000,6689,2000,4689,0.7010016444909553
30,542,0.05,0.02,8,0.00011287622668795603,0.001710097170665249,2000,6895,2000,4895,0.7099347353154459
31,1017,0.05,0.02,8,3.723507691841495e-05,0.0006097050250183383,2000,5948,2000,3948,0.6637525218560861
32,1347,0.05,0.02,8,1.2400513697236036e-05,0.0005570578744194714,2000,4036,2000,2036,0.5044598612487612
33,659,0.05,0.02,8,0.00010394939409469091,0.0017180026105582608,2000,6368,2000,4368,0.6859296482412061
34,659,0.05,0.02,8,0.00012237237654157758,0.0017728690831176502,2000,6163,2000,4163,0.675482719454811
35,621,0.05,0.02,8,0.00012692285239325517,0.0014588777893696653,2000,6475,2000,4475,0.6911196911196911
36,624,0.05,0.02,8,9.761618954238649e-05,0.0012989161486301561,2000,6413,2000,4413,0.6881334788710431
37,636,0.05,0.02,8,0.00012320446605818168,0.0013682491294213445,2000,6546,2000,4546,0.6944699052856707
38,1273,0.05,0.02,8,3.026562305075521e-05,0.0005892068493457401,2000,4336,2000,2336,0.5387453874538746
39,654,0.05,0.02,8,0.000102778879378501,0.0013695520426761961,2000,6569,2000,4569,0.6955396559598113
40,985,0.05,0.02,8,6.915443383298766e-05,0.0007235100729480243,2000,5331,2000,3331,0.6248358656912399
41,1499,0.05,0.02,8,2.5152990045587073e-07,3.877375931477222e-05,2000,2831,2000,831,0.29353585305545743
42,657,0.05,0.02,8,0.00010016763471859077,0.0013668112015908771,2000,6102,2000,4102,0.6722386102917076
43,666,0.05,0.02,8,0.00010277347354022298,0.001164201721545946,2000,5922,2000,3922,0.6622762580209389
44,1212,0.05,0.02,8,4.93439950650591e-05,0.00044835631621917266,2000,3699,2000,1699,0.4593133279264666
45,631,0.05,0.02,8,7.324089036971467e-05,0.001156858037908807,2000,6266,2000,4266,0.6808171082030003
46,1398,0.05,0.02,8,4.6162820831984505e-05,0.00047494338256030214,2000,3840,2000,1840,0.4791666666666667
47,676,0.05,0.02,8,4.480400056657759e-05,0.0005132170219463034,2000,6131,2000,4131,0.673788941445115
48,1221,0.05,0.02,8,1.2148413829063204e-05,0.0005956885412413698,2000,4500,2000,2500,0.5555555555555556
49,658,0.05,0.02,8,9.60691266285476e-05,0.0015316566510419631,2000,6015,2000,4015,0.6674979218620116
50,1019,0.05,0.02,8,6.858002507514758e-05,0.000683241900282919,2000,4919,2000,2919,0.5934132953852409
