detail_id,detail_source,selected_observable,selected_observable_label,selected_spin_case,selected_region,cluster_id,selected_concurrence,pair_delta_xy,kinematic_point,incoming_state,initial_spin_averaging_version,initial_component,ensemble_weight,out_index,hOut,sOut,lambda,amplitude_real,amplitude_imag,amplitude_abs,amplitude_phase,amplitude_abs2,weighted_abs2,fraction,decomposition_rank,retained_fraction_total
c_ep_Ty_electron_region_0,enhanced_cluster,C_e_p,C_{ep},Ty_electron,enhanced_region_0,0,1.8146074920455391e-14,3.1415926535897931e+00,high_s_high_theta_in_low_Egamma,"$\frac{1}{2}\sum_{h_p}\rho(T_{y,e},h_p)$",prepared_spin_ensemble_v4,"electron Ty, proton h=-1",5.0000000000000000e-01,2,-1,1,-1,2.1154165798509872e+01,1.1480137922128276e-15,2.1154165798509872e+01,5.4268922875403351e-17,4.4749873063084482e+02,2.2374936531542241e+02,2.5294667762112910e-01,1,9.9999999934577311e-01
c_ep_Ty_electron_region_0,enhanced_cluster,C_e_p,C_{ep},Ty_electron,enhanced_region_0,0,1.8146074920455391e-14,3.1415926535897931e+00,high_s_high_theta_in_low_Egamma,"$\frac{1}{2}\sum_{h_p}\rho(T_{y,e},h_p)$",prepared_spin_ensemble_v4,"electron Ty, proton h=+1",5.0000000000000000e-01,5,1,-1,1,-1.1480137922128272e-15,-2.1154165798509872e+01,2.1154165798509872e+01,-1.5707963267948968e+00,4.4749873063084482e+02,2.2374936531542241e+02,2.5294667762112910e-01,2,9.9999999934577311e-01
c_ep_Ty_electron_region_0,enhanced_cluster,C_e_p,C_{ep},Ty_electron,enhanced_region_0,0,1.8146074920455391e-14,3.1415926535897931e+00,high_s_high_theta_in_low_Egamma,"$\frac{1}{2}\sum_{h_p}\rho(T_{y,e},h_p)$",prepared_spin_ensemble_v4,"electron Ty, proton h=-1",5.0000000000000000e-01,6,1,1,-1,1.4557977673749583e-16,-2.0906280025919614e+01,2.0906280025919614e+01,-1.5707963267948966e+00,4.3707254452216540e+02,2.1853627226108270e+02,2.4705332205175745e-01,3,9.9999999934577311e-01
c_ep_Ty_electron_region_0,enhanced_cluster,C_e_p,C_{ep},Ty_electron,enhanced_region_0,0,1.8146074920455391e-14,3.1415926535897931e+00,high_s_high_theta_in_low_Egamma,"$\frac{1}{2}\sum_{h_p}\rho(T_{y,e},h_p)$",prepared_spin_ensemble_v4,"electron Ty, proton h=+1",5.0000000000000000e-01,1,-1,-1,1,2.0906280025919614e+01,-1.4557977673749583e-16,2.0906280025919614e+01,-6.9634471822345232e-18,4.3707254452216540e+02,2.1853627226108270e+02,2.4705332205175745e-01,4,9.9999999934577311e-01
c_ep_Ty_electron_region_1,enhanced_cluster,C_e_p,C_{ep},Ty_electron,enhanced_region_1,1,5.5511151231257827e-17,3.1415926535897931e+00,high_s_high_theta_in_mid_Egamma,"$\frac{1}{2}\sum_{h_p}\rho(T_{y,e},h_p)$",prepared_spin_ensemble_v4,"electron Ty, proton h=-1",5.0000000000000000e-01,0,-1,-1,-1,1.9374674918746043e-06,2.0990759968415874e+04,2.0990759968415874e+04,1.5707963267025957e+00,4.4061200405165040e+08,2.2030600202582520e+08,3.8373316920498779e-01,1,9.9999999999993849e-01
c_ep_Ty_electron_region_1,enhanced_cluster,C_e_p,C_{ep},Ty_electron,enhanced_region_1,1,5.5511151231257827e-17,3.1415926535897931e+00,high_s_high_theta_in_mid_Egamma,"$\frac{1}{2}\sum_{h_p}\rho(T_{y,e},h_p)$",prepared_spin_ensemble_v4,"electron Ty, proton h=+1",5.0000000000000000e-01,7,1,1,1,2.0990759968366892e+04,1.9374674918746043e-06,2.0990759968366892e+04,9.2300969321471484e-11,4.4061200404959404e+08,2.2030600202479702e+08,3.8373316920319689e-01,2,9.9999999999993849e-01
c_ep_Ty_electron_region_1,enhanced_cluster,C_e_p,C_{ep},Ty_electron,enhanced_region_1,1,5.5511151231257827e-17,3.1415926535897931e+00,high_s_high_theta_in_mid_Egamma,"$\frac{1}{2}\sum_{h_p}\rho(T_{y,e},h_p)$",prepared_spin_ensemble_v4,"electron Ty, proton h=-1",5.0000000000000000e-01,1,-1,-1,1,-1.0664715300869006e-06,1.1554240671845764e+04,1.1554240671845764e+04,1.5707963268871978e+00,1.3350047750293486e+08,6.6750238751467429e+07,1.1626683079786256e-01,3,9.9999999999993849e-01
c_ep_Ty_electron_region_1,enhanced_cluster,C_e_p,C_{ep},Ty_electron,enhanced_region_1,1,5.5511151231257827e-17,3.1415926535897931e+00,high_s_high_theta_in_mid_Egamma,"$\frac{1}{2}\sum_{h_p}\rho(T_{y,e},h_p)$",prepared_spin_ensemble_v4,"electron Ty, proton h=+1",5.0000000000000000e-01,6,1,1,-1,1.1554240671648433e+04,-1.0664715300869006e-06,1.1554240671648433e+04,-9.2301308272363356e-11,1.3350047749837483e+08,6.6750238749187417e+07,1.1626683079389118e-01,4,9.9999999999993849e-01
c_ep_Ty_electron_region_2,enhanced_cluster,C_e_p,C_{ep},Ty_electron,enhanced_region_2,2,0.0000000000000000e+00,2.8880266621398238e+00,high_s_high_theta_in_low_Egamma,"$\frac{1}{2}\sum_{h_p}\rho(T_{y,e},h_p)$",prepared_spin_ensemble_v4,"electron Ty, proton h=+1",5.0000000000000000e-01,7,1,1,1,1.0747165175686780e+04,-8.4313963352862600e+04,8.4996152710468916e+04,-1.4440139944145349e+00,7.2243459755813522e+09,3.6121729877906761e+09,2.4704058087879169e-01,1,8.5672542963398723e-01
c_ep_Ty_electron_region_2,enhanced_cluster,C_e_p,C_{ep},Ty_electron,enhanced_region_2,2,0.0000000000000000e+00,2.8880266621398238e+00,high_s_high_theta_in_low_Egamma,"$\frac{1}{2}\sum_{h_p}\rho(T_{y,e},h_p)$",prepared_spin_ensemble_v4,"electron Ty, proton h=-1",5.0000000000000000e-01,0,-1,-1,-1,-8.4313963352742459e+04,1.0747165176273433e+04,8.4996152710423921e+04,3.0148103212024062e+00,7.2243459755737038e+09,3.6121729877868519e+09,2.4704058087853015e-01,2,8.5672542963398723e-01
