"polarization_cluster_id","polarization_cluster_label","local_minimum_id","page_count","page_1","page_2","contour_source","configuration_path"
"3","P4","1","2","reconstructed configuration and amplitudes","pairwise projections of the 8D contour","validated saved local-minimum contour","Output\GradientPhaseSpaceScan\electron\Plots\W\polarization_correlations\unclustered\Example_P04_local_minimum_0001_configuration.pdf"
