optimization_run,start_source,screening_dGHZ,success,lbfgs_success,lbfgs_status,lbfgs_message,lbfgs_iterations,function_evaluations,lbfgs_function_evaluations,lbfgs_gradient_norm,initial_dGHZ,lbfgs_dGHZ,final_dGHZ,local_search_polls,local_search_moves,local_search_poll_limit_reached,smallest_tested_step,best_neighbor_dGHZ,local_minimum_verified,initial_u0,initial_u1,initial_u2,initial_u3,initial_u4,initial_u5,initial_u6,initial_u7,final_u0,final_u1,final_u2,final_u3,final_u4,final_u5,final_u6,final_u7
38,latin_hypercube,nan,False,False,2,ABNORMAL: ,8,12883,1341,1.4120486229610973,0.8379490895359403,0.3893481103201849,0.012821755676052513,512,506,True,0.00078125,0.01281996235035046,False,0.44241576160044577,0.6934999019446411,0.9165668802210516,0.7365235086598504,0.39597436701271227,0.23828082862208386,0.43364878061603424,0.91515442648811,0.7764989062614399,0.7778295813001659,0.9646594436406093,0.7816030603583789,0.4970868711372126,0.00037534958658924514,0.33158664919966807,0.8276463116259942
39,latin_hypercube,nan,True,True,0,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,7,9222,999,2.9747651865920193,0.9214323251952027,0.5462658444391563,0.00022353688354365844,368,354,False,1e-05,0.0002235845255571953,True,0.09858342445724214,0.16154999384203128,0.48238708622175075,0.46392793295442164,0.20517804167721967,0.15117274429024738,0.3716244722456402,0.14709362680718804,0.2803807877902177,0.3889156526349564,0.8750904814062996,0.7114438367851411,3.124336369502372e-06,0.9999965458991746,0.4019226545175922,0.10807238316077344
40,latin_hypercube,nan,False,False,2,ABNORMAL: ,9,11954,657,2.1485708416772646,1.214242052807661,0.19063084694451235,0.008952008718985365,512,504,True,0.0001953125,0.008948213610624584,False,0.8322643605982469,0.5192242962558079,0.5169819780914054,0.6570703284544479,0.7065268574712354,0.8360625872674109,0.5129885197892872,0.8122253226130024,1.0,0.8962094753260458,0.9578863567303856,0.7554326581411369,0.4993451438934185,0.9999127095932151,0.8710754353867555,0.37016115179965053
41,latin_hypercube,nan,True,True,0,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,0,860,9,0.0,1000.0,1000.0,0.6047761711797452,37,23,False,1e-05,0.6047761719476605,True,0.5029452817167667,0.7551895409922699,0.24359957498759732,0.8883036988993239,0.7963250095643711,0.17754940351163637,0.1127819815513006,0.3756597536286718,0.4367387408190424,0.7924787716964146,0.2540852597888657,0.8960610326514729,0.8017646073870784,0.20451211189826815,0.2551821631399113,0.18474159583898053
42,latin_hypercube,nan,True,False,2,ABNORMAL: ,16,2185,1116,96185.86367239474,1.1008251802486075,0.27783730315973015,0.0010095109321846714,54,40,False,1e-05,0.00100951092824792,True,0.1357053414389473,0.9400549960579406,0.13737819206799662,0.15739518535369668,0.601856887854143,0.2863798655561516,0.5995711870706567,0.955483244258054,1.0,1.0,0.0,0.0,0.5980146586837924,0.5929906394981235,0.7500177429600278,0.7500478102964806
43,latin_hypercube,nan,False,True,0,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,10,12527,1287,2.5165311003830144,0.9406484187067149,0.38444089189237457,0.2680767873704202,512,507,True,0.0015625,0.26805662467481994,False,0.1752594609188571,0.29696789914616395,0.7089346830406225,0.5963595635353283,0.1486331627065834,0.7414382123487466,0.1298545409617245,0.6908091518156242,0.20437236542183765,0.6919263304228274,0.7126055042130046,0.7009429412590941,0.3944623225382266,0.9751241626903939,0.13824352900879036,0.5974248796613885
44,latin_hypercube,nan,True,True,0,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,12,1736,783,306.8956770573123,0.9903939551065388,0.24832498239719608,0.20825407609694038,46,32,False,1e-05,0.20825407601303797,True,0.42542118529755407,0.9145992833948356,0.25771650671823226,0.5546855645338475,0.8155935562500511,0.38511921770287316,0.5820180540854579,0.4205658339879519,1.0,0.9998849715745691,0.00010265524372879196,1.0,0.9999066976323605,0.9999195455720337,0.25000145845309457,0.7364948226723913
45,latin_hypercube,nan,True,True,0,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,18,4606,1152,20.170034515343144,1.0033545763643823,0.34803312411697934,0.3444406672195116,156,142,False,1e-05,0.34444066780885957,True,0.5927923310108404,0.9370498252088475,0.5217557563245077,0.6380862383020729,0.5367588316288918,0.9100650914018168,0.9871662142239782,0.8542105051088796,0.6114615605808074,0.6587981317023694,0.7518920729887658,0.7979578232203867,0.4618756690053541,0.9669471392883641,0.27377832883226677,0.7288610479645046
46,latin_hypercube,nan,False,False,2,ABNORMAL: ,13,12338,927,99967617.66226341,0.9881018527662876,0.32382338191557086,0.01204620938694609,512,504,True,0.0001953125,0.012045215747001988,False,0.2239128388286949,0.4303226007049124,0.07043723052366002,0.42581436860923444,0.11727878321546566,0.05313726860920641,0.724918297917174,0.23542560725163875,0.09729058516492774,0.6397342432541586,0.5604110648712388,0.7497567102714982,0.7503886310728359,0.2501864536613285,0.7499545608962469,0.249993501465204
47,latin_hypercube,nan,True,True,0,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,0,337,9,0.0,1000.0,1000.0,1000.0,14,0,False,1e-05,1000.0,True,0.1452102405069928,0.4576184918013467,0.32910702731297564,0.9223429060271654,0.3526945665492951,0.9595964010003427,0.4969138313946381,0.4965224325446481,0.1452102405069928,0.4576184918013467,0.32910702731297564,0.9223429060271654,0.3526945665492951,0.9595964010003427,0.4969138313946381,0.4965224325446481
48,latin_hypercube,nan,False,False,2,ABNORMAL: ,21,12722,1269,54.321433901587724,1.2302840701917455,0.6032977490967707,0.11733815575138111,512,501,True,2.44140625e-05,0.11733810013049946,False,0.2543379538447417,0.12679066037876147,0.09383807402902207,0.3062582396939565,0.3402546504253616,0.39182970745481455,0.03292913770405874,0.29414042967441023,0.06916938285371303,0.6909321281152875,0.5805581614704018,0.6914123135498618,0.03965511224064258,0.7431657273705661,0.24549732666308693,0.7336543369679918
49,latin_hypercube,nan,True,False,2,ABNORMAL: ,11,11547,1593,99957353.34597497,1.1086335268266152,0.42646654479936735,3.135764892983206e-05,444,430,False,1e-05,3.135759187365947e-05,True,0.6220902453768331,0.9746248137386271,0.6431680053724679,0.2697058612340326,0.9519464210699305,0.9528882654004781,0.34181150218509626,0.8356396384328846,0.6079262310358073,0.6131808127759336,0.9945560187349731,0.7892733581161074,0.4998186210357463,5.630044780747657e-06,0.2606215319254098,0.7601664247262521
50,latin_hypercube,nan,True,True,0,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,5,7898,189,327.32970601838525,0.9979365140479952,0.9119210029760881,0.0009612346675981362,371,357,False,1e-05,0.0009612346581964436,True,0.5946004093786535,0.8479054470639582,0.9195596462685012,0.5943839102306427,0.7934881438045256,0.3953798035984489,0.04645046449009628,0.04050208456987902,1.0,1.0,1.0,0.0,0.5900464179052383,0.4192827620286961,0.750068729397467,0.24984097749160444
51,latin_hypercube,nan,False,False,2,ABNORMAL: ,1,11850,360,2.244131749979716,1.0468258288628765,0.908889271554535,0.006204042789507455,512,505,True,0.000390625,0.006197733891199679,False,0.4183050858719638,0.1250933718861314,0.34129120393402196,0.6972127291734476,0.08959427173694554,0.05571869346603857,0.7821546401708244,0.370937926832613,0.6627799703757569,0.9997692459842726,0.9881134465755609,0.7071057235326613,0.11432151241071127,0.9998852407430165,0.7877010243033248,0.28293516315286055
52,latin_hypercube,nan,False,False,2,ABNORMAL: ,2,12144,603,2.879098824190337,1.034273959587098,0.8593666813785484,0.003997598855038663,512,502,True,4.8828125e-05,0.003993552146818367,False,0.3674853558623468,0.07906850531327234,0.3216010680663504,0.5977681699590845,0.4748824562312276,0.28907104344996637,0.6994242410035303,0.10500372177486675,0.09500489013074633,0.021370879859177145,0.7468743406034464,0.756627326364224,0.32257558977669787,0.25194295984628834,0.7474059433759965,0.2526090825914533
53,latin_hypercube,nan,False,False,2,ABNORMAL: ,10,11082,684,583.3995925885044,1.1386271763247475,0.254043047810438,0.2080983413093735,512,502,True,4.8828125e-05,0.20809831651934665,False,0.7824884398739916,0.8255756475445558,0.002239415172453341,0.11330565531617452,0.5234844197086054,0.7386012903020674,0.6480533239672919,0.3012431664449726,1.0,0.9999952369559334,0.00022303548297902386,1.0,0.4726910721135558,0.004024358127609234,0.24994080814756853,0.7635087098935734
