optimization_run,start_source,screening_dGHZ,success,lbfgs_success,lbfgs_status,lbfgs_message,lbfgs_iterations,function_evaluations,lbfgs_function_evaluations,lbfgs_gradient_norm,initial_dGHZ,lbfgs_dGHZ,final_dGHZ,local_search_polls,local_search_moves,local_search_poll_limit_reached,smallest_tested_step,best_neighbor_dGHZ,local_minimum_verified,initial_u0,initial_u1,initial_u2,initial_u3,initial_u4,initial_u5,initial_u6,initial_u7,final_u0,final_u1,final_u2,final_u3,final_u4,final_u5,final_u6,final_u7
165,latin_hypercube,nan,True,True,0,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,0,337,9,0.0,1000.0,1000.0,1000.0,14,0,False,1e-05,1000.0,True,0.20579597674430206,0.10908581685227808,0.3328620105287181,0.7614440826983553,0.8215943603325345,0.6296243400062683,0.3413049628746693,0.8888035772260319,0.20579597674430206,0.10908581685227808,0.3328620105287181,0.7614440826983553,0.8215943603325345,0.6296243400062683,0.3413049628746693,0.8888035772260319
166,latin_hypercube,nan,False,True,0,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,23,12393,1035,17437.65781983803,1.0029452111508728,0.8238244805879475,0.02057153535965529,512,503,True,9.765625e-05,0.02055634036866064,False,0.4728081695112736,0.6082285049967138,0.5376971293416244,0.08545781520856714,0.7855152033117113,0.11893293767034392,0.9379994335270533,0.09058977525650085,0.027912779950209368,0.7316410558995069,0.33140718046497647,0.7346152430023141,0.5739555084790687,0.09741562713954374,0.9274460184386919,0.44772139695605584
167,latin_hypercube,nan,True,True,0,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,9,9563,486,4.625381663451623,0.99884720592511,0.429252004154753,0.0002864448696038165,406,392,False,1e-05,0.00028646853922718445,True,0.17142826839091777,0.18939419217114192,0.8184204032684914,0.05316094646965796,0.7071489168669219,0.3006278705100666,0.6272141224238683,0.7002357384283286,0.2515417882699319,0.6401456021553623,0.8589042012023974,0.6497474201839576,4.22424844987939e-06,0.9999971169606592,0.9222384810631307,0.5852806269120243
168,latin_hypercube,nan,True,True,0,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,27,952,450,11.115520253670992,1.2901837009897414,0.0010095859001478821,0.0010095109515047304,26,12,False,1e-05,0.0010095109346977993,True,0.6435795066793797,0.0631715572666667,0.0037085923499022774,0.4420175552183487,0.7954812117024285,0.11035728820815982,0.46830578535337714,0.8553434141365349,1.0,1.0,0.0,0.0,0.9994175000772091,0.11475378281720465,0.2500206823580645,0.7499257895349637
169,latin_hypercube,nan,False,True,0,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,14,13010,1692,2.157864557556441,1.038957291030223,0.6476181906207858,0.0013674759732190487,512,501,True,2.44140625e-05,0.0013664553531262601,False,0.6823127060523844,0.7448776819096712,0.5306074443392469,0.12817574134407675,0.3519161758344859,0.3032699472928006,0.42767217185422557,0.7904527078671783,0.6380686416607407,0.5786791479742336,0.9131169883153176,0.7952474378974502,0.99988181013846,0.5000080683715518,0.6190950578930459,0.8809573621329356
170,latin_hypercube,nan,True,False,2,ABNORMAL: ,9,2666,1170,99954092.09036104,0.9589570466315203,0.45907910093862964,0.363136079194134,69,55,False,1e-05,0.36313608208702614,True,0.09059146496655056,0.39431491023545356,0.7514448559602371,0.2789419668788389,0.04654248620548022,0.15163807052783077,0.6668861743340239,0.21213701938283133,0.2876206642622411,0.9999299238755781,0.7334794613973105,0.7223188104203465,0.9833015263584165,7.193742324859812e-06,0.673020687338252,0.12296241733052711
171,latin_hypercube,nan,False,False,2,ABNORMAL: ,4,11933,549,6.519815641754665,0.9437185164592652,0.5198832744601807,0.0008507689280539711,512,502,True,4.8828125e-05,0.0008486561992949763,False,0.9021968116180392,0.5409648560128054,0.7590174400011097,0.397896890531797,0.584065493626629,0.5516525298751094,0.35388094803283776,0.10015421486807866,0.9781107575270971,0.9999840163570084,0.9511619284879705,0.7995145346767856,0.6655560169264025,0.5000204233375615,0.13839443021114564,0.36325551225985875
172,latin_hypercube,nan,False,False,2,ABNORMAL: ,4,12246,756,0.2697118599772891,1.2134453344027085,0.9998893822592396,0.000513977031175622,512,502,True,4.8828125e-05,0.0005128438209469878,False,0.4604086499011527,0.02357564076910662,0.3070431308186938,0.6850105968602372,0.20257049965730387,0.6374425073834055,0.5300525565590138,0.6611822261483601,0.40165730513868053,0.14859951269908842,0.8972144888312842,0.7849775056931763,5.742745040662156e-05,1.465956179371361e-05,0.8745523601533651,0.626723370000966
173,latin_hypercube,nan,True,True,0,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,8,4255,837,5.090528560253878,0.9810165993053711,0.6760877476049059,0.3791431334261355,155,141,False,1e-05,0.3791431377534792,True,0.47856279338167323,0.3705586394808396,0.5802963547151815,0.2768451322748528,0.6709092235620396,0.6885279199686698,0.4248085652579615,0.11296217745752514,0.4376924865552239,0.6005717920975124,0.7450710223396979,0.758545648255008,0.7038628694748407,0.024448042959840863,0.2021978878873318,0.6506662881144811
174,latin_hypercube,nan,True,False,2,ABNORMAL: ,8,3488,837,1.8375272585658358,0.9661926675653865,0.3522528404864688,0.0010095109362527985,142,128,False,1e-05,0.0010095109289581477,True,0.8847264090205101,0.9951293237220148,0.24446802998041484,0.816928245682154,0.11069476665421761,0.25043659748019936,0.06683678008618171,0.6136625387090242,1.0,1.0,0.0,0.0,0.09394149875129398,0.3024376418565515,0.2500017854506272,0.7499126174697243
175,latin_hypercube,nan,True,True,0,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,55,1120,702,11.02899803937515,0.9863098227080277,0.001009537860215962,0.0010095109502124596,22,8,False,1e-05,0.0010095109441026861,True,0.25058852779115254,0.9914175885939958,0.08227169850049884,0.35917828922919215,0.04149414802859503,0.731077906645761,0.21542327167938066,0.5271248100224528,1.0,1.0,0.0,0.0,0.3322873292320085,0.6255848955103002,0.2499743985530038,0.7499964638408584
176,latin_hypercube,nan,False,True,0,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,27,11994,666,1712.1150586552055,1.026409453674886,0.9435719540737303,0.00023995291512950834,512,504,True,0.0001953125,0.00023984215583504827,False,0.04092042069994353,0.008795584659989242,0.9504285435291208,0.32876404235598616,0.21749867767463302,0.8312264874264685,0.8654121720912501,0.06417528744717062,0.8320156594428986,0.0001953125,0.9956551813844462,0.9097941894405361,0.23671998981201717,0.49998266328366714,0.7459679408355213,0.24521925029882977
177,latin_hypercube,nan,True,True,0,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,38,1653,1017,0.8626692960552304,1.0707610383914936,0.0010741677627277182,0.0010302882446394503,29,15,False,1e-05,0.0010303089645851784,True,0.22799896328600985,0.0672999554582224,0.39815472892707177,0.3711829744868534,0.5717847976811472,0.5434146882993021,0.698099073908333,0.2251075890559312,0.11300205373809802,0.5129392854346075,0.8356774902109539,0.5844590195345863,0.500003692802982,0.5000014251222231,0.5204635024055114,0.9205475990497611
178,latin_hypercube,nan,False,True,0,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,40,13093,1863,65807.68968155497,1.0000431637932177,0.14288788129489507,0.1065796422537377,512,505,True,0.000390625,0.10657539332781771,False,0.09397861076452255,0.9191299227893255,0.30835506429196147,0.10786576817536561,0.12780506964349778,0.6227879398654584,0.8829097528417725,0.1257625262042279,0.0653168062241913,0.8773932222266595,0.39062489364308123,0.6931736230640791,0.003708793149379851,0.50189532305978,0.8052374228719721,0.345707693099584
179,latin_hypercube,nan,True,True,0,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,39,5118,1377,0.1306350709091685,1.0156654864559562,0.0003505244223779018,0.00033085723007823966,170,156,False,1e-05,0.00033085731142202987,True,0.08217571199603005,0.9963550573396849,0.7758406428731288,0.5623475333585811,0.9691441154707171,0.405955365410593,0.9813959476189639,0.7735918497120868,0.5113727116941947,1.0,0.8985170025454772,0.739126914663907,0.0032672573646051993,0.9999969638760667,0.9024038286113569,0.5980924176636156
180,latin_hypercube,nan,False,True,0,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,59,11929,1098,43.430647319577005,1.033879143153312,0.089136560776541,0.014509373211074513,512,502,True,4.8828125e-05,0.014501852196606074,False,0.9574900182554721,0.2552092368839493,0.1902139278329007,0.6168526289074214,0.5179688687659141,0.545509933972864,0.30435382880853323,0.07259118739082929,1.0,0.9865367945169651,0.013465436990657649,0.0008303626886806108,0.27302645865415354,0.7734390328270445,0.48716285549516963,0.9882287428755261
181,latin_hypercube,nan,False,False,2,ABNORMAL: ,7,12200,738,54582.76749421956,0.9804912083018194,0.6364301321729926,0.063101459149982,512,504,True,0.0001953125,0.06309148412716037,False,0.7052206440504366,0.6453521404208667,0.11699772173375174,0.3318679657641681,0.3800080540515065,0.7298937394128253,0.548299522531117,0.7762438968013822,0.17579063396514172,0.845677897892429,0.15384718548171933,0.21622260219658027,0.2790067878851812,0.7774083220326529,0.7574639570186351,0.7688775801343318
182,latin_hypercube,nan,True,False,2,ABNORMAL: ,11,10059,837,3.280119761044913,1.0206729668771115,0.5327568035251127,0.00027073047407512964,418,404,False,1e-05,0.0002707532033471177,True,0.42303235220771407,0.3332305807691785,0.28236659512954626,0.7498197335924691,0.1580126378179288,0.1312808429576162,0.05449545169265949,0.5423530016116305,0.2746601437632176,0.451130818661993,0.8726742619951339,0.6994376203547005,0.49999593845047646,0.5000006098218761,0.09387778374783735,0.3960453550073163
183,latin_hypercube,nan,False,True,0,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,46,12722,972,26.67953479341474,1.1771770016844008,0.10658286862040776,0.08237454110935982,512,503,True,9.765625e-05,0.08229771172105584,False,0.7370496936937215,0.9848490070171197,0.21803309540017074,0.06171551973007688,0.06477455640766645,0.7344316781375941,0.17587055086202766,0.4159442694611159,0.9773748306634518,0.9762086153016329,0.023912231671414853,0.008058550816318132,0.14311478927714175,0.6436186736427588,0.5024722674501291,0.0005746773491166055
184,latin_hypercube,nan,True,False,2,ABNORMAL: ,4,7939,756,2.5448132994762767,0.7566240415783912,0.5554003377950949,0.0010095109376032439,391,377,False,1e-05,0.0010095109344634772,True,0.17254494809661777,0.9795832144219923,0.11549203526007669,0.6228102203203156,0.2718663508933452,0.5360342450243684,0.8591902724124765,0.7602650158116154,1.0,1.0,0.0,0.0,0.5697820126551436,0.43199071357251645,0.7500080839080984,0.7500170984932434
185,latin_hypercube,nan,True,True,0,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,13,5449,153,0.0001700948549661221,1.2918545956805574,0.9999992928014798,0.001009514239805393,280,266,False,1e-05,0.001009516139725414,True,0.36877740963163735,0.10694305676697809,0.19895512177769395,0.6013855749600103,0.7921575494695219,0.5320409322481342,0.019290058425397914,0.6294321981807268,1.0,1.0,7.012798901101351e-07,0.0,0.8931454307013529,0.4967057925845977,0.2507667075768854,0.24907431700041882
186,latin_hypercube,nan,False,True,0,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,0,11614,9,0.0,1000.0,1000.0,0.011713854328496252,512,505,True,0.000390625,0.011706307921724944,False,0.8480110328577306,0.8045783494815326,0.7370199024414029,0.8474225346955276,0.7157031183400547,0.9657409001609587,0.712293805986183,0.3858374415937869,0.7748907487763402,0.5654513703296902,0.9724562377746582,0.81081943967824,0.4987766715347943,8.588417841481899e-05,0.8054030171673066,0.30092538418841447
187,latin_hypercube,nan,False,True,0,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,20,12158,675,38.8379865642097,1.1118612007317372,0.8508029652355212,0.12506943993687403,512,505,True,0.000390625,0.11433692322501793,False,0.7637471273563105,0.4807426738428796,0.23522222827317965,0.4665578657737153,0.44972199454522843,0.2947320051573537,0.5124744834801174,0.32357892738385996,0.987130464133696,0.9832442396584223,0.572511658494858,0.006141948244142433,0.5249989083299241,0.2670577126800307,0.9997764464833306,0.5021087924026301
188,latin_hypercube,nan,False,True,0,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,47,12843,1359,89.56579504387666,0.9992009589703794,0.009287080185192214,0.0003011232464254983,512,500,True,1.220703125e-05,0.0003005547326899906,False,0.946983123804912,0.007116483537539249,0.7954559861613906,0.16435738166415131,0.6557789316817456,0.9969047513857879,0.4500140073738413,0.23178599797334423,0.8372527841829931,0.00042691591628031496,0.9225737835846001,0.8180536544068091,0.49999908464951703,0.9999968284469494,0.2513803017695958,0.1915709154228233
189,latin_hypercube,nan,False,False,2,ABNORMAL: ,5,12283,756,0.9685573401463989,0.8165683189753815,0.5290199009830883,0.0005694907296215473,512,502,True,4.8828125e-05,0.0005670855400407162,False,0.4378858325238973,0.8087973665844025,0.38029536095673894,0.6397394026980915,0.37204250487906243,0.2923805716706258,0.18609671132836703,0.18973457047518996,0.5420246074722523,0.8522580492801355,0.8981250618764848,0.7584983251161901,0.49942004749635727,9.230750369626506e-06,0.39838078516580727,0.10461963197604598
190,latin_hypercube,nan,True,True,0,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,8,2342,261,1.5014183827415752,0.4799884859679506,0.009958652779431308,0.0009612361659932183,109,95,False,1e-05,0.000961236112545913,True,0.45085142163548597,0.967784906118574,0.9644862069807629,0.67432869966253,0.9697682003587192,0.6940413563033121,0.6788762336091326,0.8307090695063681,1.0,1.0,1.0,0.0,0.9457983660048984,0.46854724949909893,0.7497186467077507,0.7495959854808981
191,latin_hypercube,nan,True,True,0,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,36,2129,738,4.315019378135223,1.0100720092140016,0.0010664043120387266,0.0010095109341078533,76,62,False,1e-05,0.001009510930784109,True,0.058997225441457204,0.4820337931116931,0.42012068549499654,0.4985112393261057,0.8093952298544883,0.28748975147549194,0.15833374616429857,0.5538171926373691,1.0,1.0,0.0,0.0,0.687751449865938,0.7011262842342981,0.24999971197999044,0.7499673946696515
192,latin_hypercube,nan,True,True,0,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,17,6328,1035,2.0313526720460873,1.0434293547790567,0.5354562631818126,0.00024456914842107717,240,226,False,1e-05,0.0002448338946041022,True,0.1091662039819473,0.7968067191906244,0.6278824782689051,0.06072372779686688,0.48539641348894813,0.21495372106694713,0.5679473053797754,0.24264211436631786,0.2273437985064582,0.7342055534706082,0.654838168450035,0.6774636947561022,0.49999435657761776,0.9999976977885888,0.9353977386681912,0.5698699245621789
193,latin_hypercube,nan,False,True,0,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,36,12979,1233,1.2344828676976212,0.2299115841647553,0.002055636613253199,0.002001736211731231,512,505,True,0.000390625,0.00199969197048733,False,0.29993447367103604,0.12433358768889634,0.8338193328876095,0.8763868067981297,0.1008927900926909,0.6432877848379094,0.6892814916155472,0.8042067399338777,0.5063713368011532,0.4254853416875858,0.8988822167555152,0.7720281652932836,0.00435908187473869,0.5000304718806377,0.611422857825421,0.889190269608817
194,latin_hypercube,nan,True,True,0,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,30,11381,1152,3.181515271565131,0.9883889221834451,0.0028839273632069807,0.0011396723259843818,474,460,False,1e-05,0.0011396752810443707,True,0.9800451072698417,0.41927249737835476,0.22221058075780611,0.2756858118334601,0.2204495573657643,0.8750862707166178,0.7283903454551965,0.534014064906196,1.0,0.3775008512992608,1.0,0.8408816346826644,0.9936441700678375,0.20767038369064048,0.7468118955348215,0.7465647527158052
195,latin_hypercube,nan,False,False,2,ABNORMAL: ,10,12214,666,1.5390618151413236,1.0212816448465365,0.42751213731358195,0.030412449024995576,512,506,True,0.00078125,0.030397550105961846,False,0.772323360264897,0.1411063634085771,0.7059157525508725,0.4393960872316182,0.7805388342884245,0.41671005653425486,0.3800476396814946,0.01663838323356274,0.04526574648976789,0.8505746975909976,0.15250983677088165,0.34921785029680785,0.3970417192110601,0.8964574767409108,0.7759742081222375,0.24041769623183945
196,latin_hypercube,nan,True,True,0,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,3,2389,45,0.0004842206056825199,1.1901959836998017,0.9999885271251036,0.0010095110351562714,123,109,False,1e-05,0.0010095110097233086,True,0.45381377284104646,0.03280529439980708,0.038689434742185294,0.1715963246629547,0.6222745400159376,0.7639676258743657,0.9228689938883249,0.7724998931821534,1.0,1.0,0.0,0.0,0.09481745427387145,0.7835975125769843,0.7499308862730469,0.24993678392745958
197,latin_hypercube,nan,False,True,0,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,3,11839,117,8.510505025373973e-06,1.2173879790626776,0.9999999360853417,0.00018108843015430309,512,499,True,1e-05,0.00018088091964359632,False,0.5957328739104456,0.051355157616214786,0.27154610903576165,0.23605107709883086,0.26285382693929865,0.5262645655706688,0.46466953596402216,0.2245478392856974,0.9100045103704019,0.9988337109375005,0.9985459615803617,0.0968489363224454,0.16840329737447268,0.49992452804737136,0.165353525036948,0.3339716818282043
198,latin_hypercube,nan,True,False,2,ABNORMAL: ,5,1827,477,3.699796612970524,0.9865779701501676,0.4523874798762179,0.0010095109470150243,69,55,False,1e-05,0.0010095109392398766,True,0.5674514778651457,0.592445624778331,0.04803877954675218,0.6245046906889458,0.276759200347399,0.48674814032309405,0.6329794828909019,0.05382659467869863,1.0,1.0,0.0,0.0,0.1901832414757427,0.5241688520284224,0.7499676703146363,0.24989768084003589
199,latin_hypercube,nan,False,False,2,ABNORMAL: ,6,12258,828,99959965.01369712,0.8850410913640955,0.40034986757837354,0.002432212878926714,512,503,True,9.765625e-05,0.002407587422296854,False,0.23746119373507701,0.6043555096023868,0.6486080716181089,0.45842158262985183,0.09387305322880425,0.9090773945726297,0.6080701054546628,0.20218919235167768,0.18715019975580457,0.3265726839624004,0.7920250957234628,0.6953316858537177,0.0001971515792728493,0.9999752926247345,0.522258200082225,0.023908277641591143
200,latin_hypercube,nan,True,False,2,ABNORMAL: ,9,2805,693,390.8789845314605,1.0565985961707747,0.319236587536367,0.20827989366043442,107,93,False,1e-05,0.20827989363284305,True,0.8661506723209041,0.5971056548605317,0.26410638880134146,0.19986762977033898,0.2036085712427098,0.27182409675820884,0.7170328844147112,0.19754204314950413,1.0,1.0,0.00021746723140775979,1.0,0.9999781794780819,0.5000041314974911,0.7499979040251186,0.736426398383393
201,latin_hypercube,nan,True,True,0,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,23,10235,630,1.8476936699812898,0.807042638973107,0.000690262648285627,0.00024124697550072932,422,408,False,1e-05,0.0002412480851642349,True,0.8728109931813004,0.05048180015797505,0.6799409837117681,0.72505435657425,0.7503687817083048,0.48125931653675236,0.664818991103809,0.7775563993296264,0.8681823516059567,0.03218133197642784,0.9426471871846442,0.8478580409637847,0.9975027928066812,0.5000070546803589,0.6572428082966238,0.8425773335084508
202,latin_hypercube,nan,True,True,0,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,0,336,9,0.0,1000.0,1000.0,1000.0,14,0,False,1e-05,1000.0,True,0.058483806144086485,0.6495743573789184,0.49179939925486804,0.9806978836732855,0.6819403253522738,0.5212893831269652,0.34640874057896753,0.6681525464695712,0.058483806144086485,0.6495743573789184,0.49179939925486804,0.9806978836732855,0.6819403253522738,0.5212893831269652,0.34640874057896753,0.6681525464695712
203,latin_hypercube,nan,False,True,0,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,45,12980,1521,1.555092575455643,0.9950276955581242,0.0006315179712386026,5.679007731855866e-05,512,500,True,1.220703125e-05,5.6773214132862903e-05,False,0.9304884545338449,0.37819725609877963,0.5548659594066019,0.5883338221631541,0.5408862546767849,0.5589544486612682,0.39107174256185945,0.48738781821915783,0.8444168813396495,0.5623075091950641,0.946849498184069,0.8218850813915147,0.5008136483027675,0.5000088234705021,0.15085858701379296,0.3481948965551888
204,latin_hypercube,nan,False,True,0,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,22,11249,1026,99908966.32345738,1.139669654472905,0.910336766074433,0.2092865909632162,512,504,True,0.0001953125,0.208984171473894,False,0.31925663196789517,0.16843252547406729,0.06136019758693971,0.5838812020779994,0.12479625613485282,0.7289952286871223,0.5176978175500081,0.08581593933262889,1.0,1.0,0.0001953125,1.0,0.9936562406772165,0.8791486863000609,0.7500106973386896,0.23641377457583154
205,latin_hypercube,nan,False,False,2,ABNORMAL: ,6,12104,657,3.2724049440393546,0.93922233739456,0.4270828241835096,0.014049166870862795,512,503,True,9.765625e-05,0.01404651121736622,False,0.9558005135851967,0.6780425314630982,0.31393469204159935,0.4496742692330211,0.30714331941922113,0.7476947225628306,0.6059513250833451,0.3149627128786409,0.04575993859607489,0.8423860628084981,0.1743531613571464,0.6959958347492778,0.3158538604248579,0.8148103001650755,0.7727304225960971,0.24841730834849754
206,latin_hypercube,nan,True,False,2,ABNORMAL: ,7,4433,711,2.264878112390793,0.9173749193117544,0.4494337210581602,0.00013952416823118403,165,151,False,1e-05,0.0001395589406118281,True,0.047252145801060304,0.022324891139519777,0.20240266764475373,0.46246386613587315,0.7622298638378036,0.8937821976988443,0.36465003337877894,0.15007850426389358,0.3426376090711847,0.20509787562086926,0.8878863786651411,0.7617442939694966,7.806975127025692e-07,0.9999972892358633,0.38348807483712977,0.121040741637164
207,latin_hypercube,nan,True,True,0,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,0,335,9,0.0,1000.0,1000.0,1000.0,14,0,False,1e-05,1000.0,True,0.953576079901058,0.19204780290416257,0.28088964549078566,0.991242097858092,0.39299169278769996,0.8383862724266616,0.5796299668188727,0.987003983003976,0.953576079901058,0.19204780290416257,0.28088964549078566,0.991242097858092,0.39299169278769996,0.8383862724266616,0.5796299668188727,0.987003983003976
208,latin_hypercube,nan,False,True,0,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,8,11753,126,0.0011295865837690202,1.0481196158014103,0.9999930981839825,0.09410619847527807,512,504,True,0.0001953125,0.0940935889910852,False,0.5734783184630983,0.6483802604171454,0.24771402005138043,0.286370785900842,0.32199605496420225,0.41425234509838765,0.9882646037939041,0.4829154933779373,0.10487712713912388,0.7879582655914708,0.2108930121984554,0.15130534065225237,0.10053034107696021,0.6012890089968534,0.1970531896015044,0.2618756695261457
209,latin_hypercube,nan,True,True,0,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,36,3530,540,11.129983743827072,1.2016490318058977,0.001120253913166219,0.0010095059308384735,164,150,False,1e-05,0.0010095059308384735,True,0.9439087243336023,0.9252162879051655,0.02114248243961993,0.05231798752752414,0.7796176704219762,0.28374327466075905,0.02320298113405941,0.5056714445016638,1.0,0.9999990934744428,0.0,0.0,0.9999955682675876,0.9999978800762593,0.7500339984427362,0.24999709701111103
210,latin_hypercube,nan,True,True,0,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,0,337,9,0.0,1000.0,1000.0,1000.0,14,0,False,1e-05,1000.0,True,0.8299190679902175,0.8201127500336499,0.5328454735405824,0.9438261468494461,0.9341399919493707,0.9331459114206199,0.5455612805296556,0.042751225293167924,0.8299190679902175,0.8201127500336499,0.5328454735405824,0.9438261468494461,0.9341399919493707,0.9331459114206199,0.5455612805296556,0.042751225293167924
211,latin_hypercube,nan,True,True,0,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,22,3358,1611,7.736442000665907,0.9840594591172712,0.30957511855026054,0.2437862261363591,81,67,False,1e-05,0.24378622616894202,True,0.0009461363689825828,0.6462568807813275,0.1738458489139317,0.6395724914669734,0.7509862609138752,0.32622830740434106,0.5173442073415238,0.5019246324843212,0.11633153785503202,0.7275914675149822,0.3688272221792547,0.9141224496557883,0.6325928311175367,0.11082780692885995,0.7958554455322411,0.6758655959891918
212,latin_hypercube,nan,True,True,0,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,18,6640,1683,2.7183709580600723,0.9959204998540344,0.20936445851647906,0.1281225690677539,230,216,False,1e-05,0.12812257117258238,True,0.328303694966991,0.5581020603613027,0.3203389515867354,0.06554280513084577,0.8325805226824378,0.5992973732003243,0.044480749931094604,0.4924702689834553,0.06967465567382343,0.9999552655297933,0.6110226844959294,0.6912002092078138,0.6284150491414086,0.7502233394967869,0.2502471795979176,0.7500433856967144
213,latin_hypercube,nan,True,False,2,ABNORMAL: ,6,9268,1152,99946814.04883388,0.8509192580893337,0.5318595162100583,0.00014436841598049606,364,350,False,1e-05,0.00014437854919400632,True,0.31330888326290873,0.6732500064950098,0.7560553128549917,0.5106033379448337,0.33049994158122714,0.21617432283502466,0.7140576696246179,0.6555795279795499,0.43531003869983087,0.7918003175703033,0.854817973537438,0.7250938509237483,0.5000032990472717,4.189628562742429e-06,0.9176081502480711,0.5854147216129517
214,latin_hypercube,nan,False,True,0,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,36,12723,1017,0.5253424211478843,1.1514932951480017,0.00029084602767074383,0.0002335319164275848,512,502,True,4.8828125e-05,0.00023327490039383328,False,0.1514319901310904,0.01550899318761424,0.9316220328335508,0.752271059828229,0.6063595461531929,0.9226514429319169,0.587235053032974,0.7889343541660059,0.6245938863484033,0.019070997652349198,0.9205027044398159,0.796904588592208,0.553118617165957,0.500011389594957,0.6266136365737842,0.8718886925043775
215,latin_hypercube,nan,True,True,0,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,6,3805,279,4.359440900088895,1.0923533614459793,0.9755980479925721,0.0010095113569255343,184,170,False,1e-05,0.0010095113137851411,True,0.7037238479995622,0.3569552576004799,0.01952520025485731,0.580981941261165,0.6195560310237901,0.6275217457180865,0.15296038370813328,0.13719402667404768,1.0,0.9999999999999999,0.0,0.0,0.5582311186019033,0.638070060115659,0.2501454349473887,0.24976615626462992
216,latin_hypercube,nan,True,True,0,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,8,12168,1269,1.7986315233644055,1.0245083704209492,0.42805661157660546,1.0069664411561004e-05,481,467,False,1e-05,1.007088367150605e-05,True,0.6997917335959642,0.8713099758655938,0.593635236790643,0.19492462907748054,0.22482258207582315,0.44277943986148055,0.1520132045012592,0.8752795846483483,0.5096939711480009,0.975002364841924,0.9942567811930565,0.7335566100653225,0.9999825131033987,0.5000024531398106,0.7367789248770826,0.23707244315461293
217,latin_hypercube,nan,False,False,2,ABNORMAL: ,3,12142,585,2.431127017163707,0.8402568724783634,0.46783305743090214,0.009599368464669987,512,505,True,0.000390625,0.009595986645305837,False,0.4640369462796791,0.6717760270929063,0.7649440289523287,0.484312477891019,0.7043125489017409,0.029512977563441532,0.8192541954082747,0.21403774753692312,0.8787096230344685,0.8136248550567148,0.9681246949098979,0.7922698764435405,0.5033155420704721,0.999768388121177,0.826853733059068,0.3235928529155023
218,latin_hypercube,nan,True,True,0,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,78,1530,1161,10.912870432765766,1.014269162506666,0.001009522703155769,0.0010095069446083163,19,5,False,1e-05,0.0010095083976399879,True,0.06270605311614856,0.06868073005163862,0.170330796209667,0.42207196704346944,0.5246446127723615,0.8569787627752288,0.8769726912740563,0.9168707616014455,1.0,0.9999994161073387,3.976070443307746e-08,0.0,0.38978963269039785,2.2732481997353154e-06,0.24995923964183336,0.7500227898023586
