rank_group,rank,rank_value,rank_observable,rank_spin_case,kinematic_point,s_regime,theta_in_regime,qOut_regime,s,sqrt_s,pIn,pOut,qOut,theta_in,phi_in,phi_in_electron,phiOut,Q2,xB,t,F1,F2,W2,y,theta_e_gamma_rad,theta_e_gamma_deg,k_dot_qout,kp_dot_qout,abs_k_dot_qout,abs_kp_dot_qout,aligned,squared_amplitude_M2,unpolarized_C_e_p,unpolarized_C_e_gamma,unpolarized_C_p_gamma,unpolarized_M_e,unpolarized_M_p,unpolarized_M_gamma,unpolarized_F3,longitudinal_polarized_C_e_p,longitudinal_polarized_C_e_gamma,longitudinal_polarized_C_p_gamma,longitudinal_polarized_M_e,longitudinal_polarized_M_p,longitudinal_polarized_M_gamma,longitudinal_polarized_F3,Tx_C_e_p,Tx_C_e_gamma,Tx_C_p_gamma,Tx_M_e,Tx_M_p,Tx_M_gamma,Tx_F3,Ty_C_e_p,Ty_C_e_gamma,Ty_C_p_gamma,Ty_M_e,Ty_M_p,Ty_M_gamma,Ty_F3,double_transverse_C_e_p,double_transverse_C_e_gamma,double_transverse_C_p_gamma,double_transverse_M_e,double_transverse_M_p,double_transverse_M_gamma,double_transverse_F3
unpolarized_C_e_gamma,27,3.3465718025214835e-11,C_e_gamma,unpolarized,high_s_high_theta_in_high_Egamma,high_s,high_theta_in,high_Egamma,2.5388695919999996e+01,5.0387196707100106e+00,2.4320515450055225e+00,1.5554431518404002e+00,1.7500000000000000e+00,1.5707949999999999e+00,2.4870941840919194e+00,5.6286868376817125e+00,5.6286868376817125e+00,1.1067988456394444e+01,5.3366817783961795e-01,-3.1039385831703683e+00,6.1606908843856376e-02,4.3432904370872660e-02,1.0551312974250184e+01,8.4620273109245769e-01,2.1477386151907640e+00,1.2305635814770278e+02,3.7463365742951282e-12,3.9820249366162814e+00,3.7463365742951282e-12,3.9820249366162814e+00,False,4.2573075859821558e+11,2.2156445506112007e-12,3.3465718025214835e-11,3.0437184449652805e-07,-1.1248633637178424e-21,-9.0865862887727475e-14,-9.0865864002772684e-14,0.0000000000000000e+00,-2.1411962603506204e-11,-1.6123784718569651e-11,-3.4279267169189141e-07,-4.4408731733082422e-16,5.5729363045838966e-14,5.4619140807023641e-14,-1.2690258739695992e-14,1.1799967458009208e-01,6.0150276800413005e-01,1.2314543317015758e-07,3.7571957043393278e-02,3.7571954094516594e-02,3.7571956311646774e-02,1.6416814015040743e-01,1.1799967569971521e-01,6.0150277042483502e-01,1.1753682002569922e-07,3.7571953830106308e-02,3.7571953830105996e-02,3.7571953363142403e-02,1.6416814014247613e-01,3.6214116795601686e-01,6.0150276366223199e-01,4.3587049031900190e-07,3.5388155288604600e-01,3.5388154472721223e-01,3.5388155130671112e-01,6.4891714343154805e-01
unpolarized_C_e_gamma,28,3.3047508099194240e-11,C_e_gamma,unpolarized,high_s_high_theta_in_high_Egamma,high_s,high_theta_in,high_Egamma,2.5388695919999996e+01,5.0387196707100106e+00,2.4320515450055225e+00,4.8568940775094355e-01,1.7500000000000000e+00,1.5707949999999999e+00,4.8432886742842642e+00,1.7016960206944711e+00,1.7016960206944711e+00,2.1713204646719120e+01,9.1521002768759807e-01,-6.0893136935057486e+00,2.1214285362815777e-02,1.0072615128813982e-02,2.8914718942665418e+00,9.6801076682116849e-01,3.1131915021440597e+00,1.7837273388884759e+02,3.7464337188097829e-12,7.8119454766097283e+00,3.7464337188097829e-12,7.8119454766097283e+00,False,1.1184177367826950e+10,5.1433998164735254e-13,3.3047508099194240e-11,5.5629155688384194e-08,4.4408811744772552e-16,-8.7415691361671954e-16,-8.7415800548996541e-16,1.1176000029527269e-15,-2.1842916950180060e-09,-2.1017718217821124e-10,-4.7245228321072861e-06,-2.1721316166683687e-16,-3.8470959935228198e-15,-3.6297666996341599e-15,-1.4135038986741083e-13,5.8785116455910072e-03,9.1709940477011000e-04,4.4658618307720499e-08,9.3247435858473523e-05,9.3247435857671783e-05,9.3247435857845418e-05,1.1460743442967037e-04,5.8785116252077045e-03,9.1709932327990458e-04,4.4576032647701768e-08,9.3247436284893219e-05,9.3247436103099268e-05,9.3247436041516869e-05,1.1460743445752896e-04,5.1995655463826684e-01,9.1709589906021813e-04,1.8290384874825462e-08,7.2951840190319395e-01,7.2951840189678596e-01,7.2951840012459745e-01,8.9172303559341048e-01
unpolarized_C_e_gamma,29,3.2866978369811112e-11,C_e_gamma,unpolarized,high_s_high_theta_in_mid_Egamma,high_s,high_theta_in,mid_Egamma,2.5388695919999996e+01,5.0387196707100106e+00,2.4320515450055225e+00,2.0914922930747668e+00,1.2500000000000000e+00,1.5707949999999999e+00,2.3561944901923448e+00,5.4977871437821380e+00,5.4977871437821380e+00,6.1657886148330867e+00,3.9540605863844935e-01,-2.9967621259189445e+00,6.4792385725257445e-02,4.6541553601248294e-02,1.0307616687855370e+01,6.3624201384821366e-01,1.4172329284626597e+00,8.1201465387876524e+01,2.6760815785564773e-12,1.5845132444597578e+00,2.6760815785564773e-12,1.5845132444597578e+00,False,2.2449143369625000e+12,3.8581662744051059e-12,3.2866978369811112e-11,3.3296334320162993e-07,-1.0951237141625884e-21,-1.0509142820284105e-13,-1.0464734005834380e-13,0.0000000000000000e+00,-6.0322865754321227e-12,-1.2412923538493544e-12,-2.0682276202639716e-07,1.6607147517077863e-22,1.4098051188751634e-13,1.4120255649264165e-13,0.0000000000000000e+00,1.3365858439484912e-01,5.6736467169960658e-01,1.1914361494045647e-07,1.1029018162341142e-02,1.1029010843260962e-02,1.1029016240431360e-02,1.1307339540183323e-01,1.3365858747185688e-01,5.6736467354943554e-01,1.2265051800575133e-07,1.1029015221047489e-02,1.1029010019425915e-02,1.1029014122528158e-02,1.1307339539609064e-01,2.9655342862851192e-01,5.6736467291992199e-01,2.7900568226602029e-07,5.4293608384430370e-02,5.4293602467082210e-02,5.4293604624667681e-02,2.6526033420088740e-01
unpolarized_C_e_gamma,30,3.1929294982343442e-11,C_e_gamma,unpolarized,high_s_high_theta_in_high_Egamma,high_s,high_theta_in,high_Egamma,2.5388695919999996e+01,5.0387196707100106e+00,2.4320515450055225e+00,7.6078688541480455e-01,1.7500000000000000e+00,1.5707949999999999e+00,3.4033920413889427e+00,2.6179938779914913e-01,2.6179938779914941e-01,1.9592042174394301e+01,8.4704148718412819e-01,-5.4944487760976219e+00,2.5258408210567254e-02,1.2797222729995691e-02,4.4177694491814021e+00,9.4373933544805988e-01,2.7806739807145004e+00,1.5932088329678294e+02,3.7463365742951282e-12,7.0487966991519411e+00,3.7463365742951282e-12,7.0487966991519411e+00,False,1.9667722292439945e+10,3.1274479718833394e-12,3.1929294982343442e-11,1.8967338526640915e-07,-1.0292608088863394e-21,-3.5753948483275573e-14,-3.5753949492974523e-14,0.0000000000000000e+00,-1.0327959852931549e-10,-8.0060220125909637e-11,-1.8158319990143752e-06,-2.2202177007480093e-16,-1.3169514691263092e-14,-1.3613603691619775e-14,-3.4410227900067939e-14,7.1250812747403885e-02,1.3627191747413830e-01,1.0326693441535773e-10,1.3698776763462445e-02,1.3698776429854863e-02,1.3698776763461765e-02,2.7299511725186850e-02,7.1250812665556773e-02,1.3627191816551884e-01,1.5961127517245072e-09,1.3698776576266856e-02,1.3698776442088636e-02,1.3698776565035367e-02,2.7299511720885895e-02,5.1299813566141583e-01,1.3627191867899596e-01,2.6677205448351344e-07,7.1012322673823480e-01,7.1012322673823502e-01,7.1012322304972519e-01,8.8178708140994810e-01
unpolarized_C_e_gamma,31,3.1536349369407418e-11,C_e_gamma,unpolarized,high_s_high_theta_in_mid_Egamma,high_s,high_theta_in,mid_Egamma,2.5388695919999996e+01,5.0387196707100106e+00,2.4320515450055225e+00,1.1074829555090924e+00,1.2500000000000000e+00,1.5707949999999999e+00,4.4505895925855405e+00,1.3089969389957474e+00,1.3089969389957470e+00,2.2652783651253731e+01,9.5958942232378452e-01,-1.1009946712942597e+01,7.1624226214860162e-03,2.2622774068187562e-03,1.8338062384589102e+00,9.6319264430533347e-01,3.0186515872036743e+00,1.7295599576723771e+02,2.6763868898882492e-12,5.8214184691581616e+00,2.6763868898882492e-12,5.8214184691581616e+00,False,1.3310568202855258e+09,3.0442717155040308e-13,3.1536349369407418e-11,2.4282153384900057e-08,-9.9463400745210191e-22,-5.8962297310048917e-16,-5.8962396754914483e-16,0.0000000000000000e+00,-1.1452162737999511e-09,-3.6290528126780381e-10,-2.7619942705889938e-06,-2.2057779768270480e-16,2.9065646315642765e-16,-3.7663497954435735e-16,-4.7938328023894149e-14,3.2783411163882024e-02,8.0727308263632801e-03,3.7863497780426604e-10,6.6351541530995867e-04,6.6351541310905656e-04,6.6351540835940124e-04,1.2418186625653841e-03,3.2783411229832062e-02,8.0727308756358661e-03,2.2280315199756137e-10,6.6351541033307009e-04,6.6351540877826075e-04,6.6351540770731338e-04,1.2418186626977018e-03,7.8560862922018360e-01,8.0727309869728647e-03,6.3183030363234138e-08,3.8102653165215877e-01,3.8102653165215916e-01,3.8102653165215938e-01,6.7736082972844991e-01
unpolarized_C_e_gamma,32,3.1296174772741103e-11,C_e_gamma,unpolarized,high_s_high_theta_in_high_Egamma,high_s,high_theta_in,high_Egamma,2.5388695919999996e+01,5.0387196707100106e+00,2.4320515450055225e+00,1.3996843710088607e+00,1.7500000000000000e+00,1.5707949999999999e+00,5.2359877559829870e-01,3.6651914291880918e+00,3.6651914291880918e+00,1.2909115685518998e+01,6.0732236357334268e-01,-3.6202696098510021e+00,4.9096851658261012e-02,3.1820646750849342e-02,9.2265167718083134e+00,8.6726985526326972e-01,2.2847066651475538e+00,1.3090404933836385e+02,3.7467806635049783e-12,4.6444230378379618e+00,3.7467806635049783e-12,4.6444230378379618e+00,False,1.8997604348675967e+11,1.9614270488242383e-12,3.1296174772741103e-11,2.6570968568073813e-07,4.4408822655231128e-16,-6.9713458648703719e-14,-6.9269370414457022e-14,7.2519464293894302e-16,-1.5459018933807346e-11,-5.0122034324208002e-11,-5.7226346569573480e-07,4.4409515894902206e-16,2.1992666813187732e-13,2.2125894111127704e-13,7.2519464293894302e-16,1.1937368297198109e-01,5.1823109928585864e-01,9.8737876588652317e-08,3.8452043494507704e-02,3.8452039427100522e-02,3.8452042059683077e-02,1.4519287092101907e-01,1.1937368414844754e-01,5.1823109892733177e-01,1.0218560415014808e-07,3.8452043574637884e-02,3.8452039146322815e-02,3.8452042419973236e-02,1.4519287091847971e-01,4.0902163863202096e-01,5.1823109884557017e-01,4.3473285131212237e-07,4.5143444160075624e-01,4.5143443706141262e-01,4.5143444160075896e-01,7.2529378463948735e-01
unpolarized_C_e_gamma,33,3.0883260027665562e-11,C_e_gamma,unpolarized,high_s_high_theta_in_mid_Egamma,high_s,high_theta_in,mid_Egamma,2.5388695919999996e+01,5.0387196707100106e+00,2.4320515450055225e+00,1.8023569268351114e+00,1.2500000000000000e+00,1.5707949999999999e+00,2.7488935718910685e+00,5.8904862254808616e+00,5.8904862254808616e+00,1.1270891521646135e+01,6.2356944280873516e-01,-5.4779985087568130e+00,2.5385715536322684e-02,1.2885731764396261e-02,7.6837501638831922e+00,7.3748039053513215e-01,1.8953625008045420e+00,1.0859627194346136e+02,2.6765256677663274e-12,2.8964465064470244e+00,2.6765256677663274e-12,2.8964465064470244e+00,False,8.5572295017093689e+10,2.0937760582463066e-12,3.0883260027665562e-11,2.3802796047121796e-07,-9.5815964811849079e-22,-5.3104596291671098e-14,-5.3104597241062950e-14,0.0000000000000000e+00,-4.0163780966070675e-12,-4.2914843375302417e-11,-6.9255001935776015e-07,4.5253344015527345e-21,6.9341078283857797e-13,6.9341078729801225e-13,0.0000000000000000e+00,1.8340044204134434e-01,4.6144492114771490e-01,1.0650262860954636e-07,2.0765555242180073e-02,2.0765555242181408e-02,2.0765553332678693e-02,1.2964367350719430e-01,1.8340044724769627e-01,4.6144492112252128e-01,1.0861231965854427e-07,2.0765553332513564e-02,2.0765553332511968e-02,2.0765553332514619e-02,1.2964367350068348e-01,5.1813161757422188e-01,4.6144491464038356e-01,3.3837302480284582e-07,1.6573832459162272e-01,1.6573831859741370e-01,1.6573832053566123e-01,4.5833118163172970e-01
unpolarized_C_e_gamma,34,3.0859931373228050e-11,C_e_gamma,unpolarized,high_s_high_theta_in_high_Egamma,high_s,high_theta_in,high_Egamma,2.5388695919999996e+01,5.0387196707100106e+00,2.4320515450055225e+00,1.2571400462762903e+00,1.7500000000000000e+00,1.5707949999999999e+00,3.9269908169872370e-01,3.5342917352885168e+00,3.5342917352885168e+00,1.4539369135232747e+01,6.6961643106200686e-01,-4.0774625860479450e+00,4.0917514972179929e-02,2.4789709090708933e-02,8.0534562982924314e+00,8.8592405325223322e-01,2.4003844224711735e+00,1.3753189661654579e+02,3.7467806635049783e-12,5.2309532745962102e+00,3.7467806635049783e-12,5.2309532745962102e+00,False,1.0046319788078354e+11,4.4368983421620219e-12,3.0859931373228050e-11,2.0021587018396775e-07,-9.7202143125902487e-22,-3.9642305483359434e-14,-4.0086395625858793e-14,0.0000000000000000e+00,-1.1229693665967208e-11,-5.0284555041984456e-11,-7.0548555237203610e-07,5.8578483494787611e-21,1.6292467068061443e-13,1.6248058687710060e-13,0.0000000000000000e+00,1.1595022335150738e-01,4.3528563179469848e-01,7.5828031464248239e-08,3.6278170286737826e-02,3.6278168631734053e-02,3.6278169310802626e-02,1.2053183704441903e-01,1.1595022589547557e-01,4.3528563185594144e-01,8.0065287814630157e-08,3.6278169673580246e-02,3.6278168043653858e-02,3.6278169286855677e-02,1.2053183705471489e-01,4.4519941460134888e-01,4.3528562490545486e-01,4.2381615472653067e-07,5.3482452856390772e-01,5.3482452090316213e-01,5.3482452212358833e-01,7.8266278377897980e-01
unpolarized_C_e_gamma,35,3.0523435569615208e-11,C_e_gamma,unpolarized,high_s_high_theta_in_mid_Egamma,high_s,high_theta_in,mid_Egamma,2.5388695919999996e+01,5.0387196707100106e+00,2.4320515450055225e+00,1.1421250668284877e+00,1.2500000000000000e+00,1.5707949999999999e+00,4.1887902047863905e+00,1.0471975511965974e+00,1.0471975511965976e+00,2.2131150461287707e+01,9.4767034609337375e-01,-1.0756417004909018e+01,7.4940718970694436e-03,2.4078533701743258e-03,2.1019097203940271e+00,9.5284823042342393e-01,2.8918760765762013e+00,1.6569229406266760e+02,2.6761926008589398e-12,5.6873667281913640e+00,2.6761926008589398e-12,5.6873667281913640e+00,False,1.5315467462543478e+09,7.3993486764201443e-13,3.0523435569615208e-11,4.8665375632000316e-08,-9.3222762258080318e-22,-2.3683187859511939e-15,-2.3683197170838091e-15,0.0000000000000000e+00,-1.8832478737083270e-10,1.2369390355951859e-11,-2.1296294225147996e-06,3.5142810930150524e-20,1.5035402336592444e-15,1.5035038866263363e-15,0.0000000000000000e+00,6.5949196006697020e-02,3.2783112340334042e-02,7.6544080315695677e-09,2.6851079269216479e-03,2.6851079269214323e-03,2.6851078936157443e-03,5.7324557061859674e-03,6.5949195792563337e-02,3.2783111962663980e-02,7.5463254371710364e-09,2.6851079805092488e-03,2.6851079551113662e-03,2.6851079189845490e-03,5.7324557066629660e-03,7.8312606021882758e-01,3.2783103304431328e-02,1.2163333544004472e-07,3.7862221745068803e-01,3.7862221685910408e-01,3.7862220989055717e-01,6.7407812002448997e-01
unpolarized_C_e_gamma,36,2.9980464885505795e-11,C_e_gamma,unpolarized,high_s_high_theta_in_high_Egamma,high_s,high_theta_in,high_Egamma,2.5388695919999996e+01,5.0387196707100106e+00,2.4320515450055225e+00,6.9946695464456277e-01,1.7500000000000000e+00,1.5707949999999999e+00,5.8904862254808616e+00,2.7488935718910685e+00,2.7488935718910690e+00,2.0119435647963318e+01,8.6431595607299372e-01,-5.6423525218906567e+00,2.4154551227003350e-02,1.2036318273082785e-02,4.0382797214091326e+00,9.4977404267463761e-01,2.8316346409621302e+00,1.6224071405017224e+02,3.7472247527148284e-12,7.2385415630389067e+00,3.7472247527148284e-12,7.2385415630389067e+00,False,1.6986778241877129e+10,5.5163166754125666e-12,2.9980464885505795e-11,2.1058658427773586e-07,-9.2925802441448062e-22,-4.3458531088493569e-14,-4.3458531956892094e-14,0.0000000000000000e+00,-3.0240752857095192e-10,1.9504917280931890e-11,-2.1378986450120338e-06,9.3997573544508253e-20,-3.2561320170701975e-14,-3.2783460351384757e-14,0.0000000000000000e+00,6.2076726676131351e-02,1.0278902311650194e-01,1.1337868587152565e-08,1.0398238016507688e-02,1.0398237904452996e-02,1.0398238016507817e-02,1.9034721529732485e-02,6.2076725738533865e-02,1.0278902369080162e-01,1.2692644692566951e-08,1.0398238019213649e-02,1.0398238019213798e-02,1.0398237903248316e-02,1.9034721531141809e-02,5.1566387066660091e-01,1.0278901549848136e-01,2.3285460461583318e-07,7.1752253643186359e-01,7.1752253474853545e-01,7.1752253643186437e-01,8.8492209384678855e-01
unpolarized_C_e_gamma,37,2.9932748475864660e-11,C_e_gamma,unpolarized,high_s_high_theta_in_high_Egamma,high_s,high_theta_in,high_Egamma,2.5388695919999996e+01,5.0387196707100106e+00,2.4320515450055225e+00,5.4240866423978540e-01,1.7500000000000000e+00,1.5707949999999999e+00,4.0578905108868160e+00,9.1629785729702284e-01,9.1629785729702296e-01,2.1331548338781271e+01,9.0319795104633027e-01,-5.9822808984867137e+00,2.1869040787490905e-02,1.0501721912830959e-02,3.1660954071872092e+00,9.6364365915873884e-01,2.9912904088674463e+00,1.7138831572606708e+02,3.7463365742951282e-12,7.6746337201497923e+00,3.7463365742951282e-12,7.6746337201497923e+00,False,1.2325892822529364e+10,2.1413029705684880e-12,2.9932748475864660e-11,1.6971225809121752e-07,-9.0055460973114352e-22,-2.7469982921455015e-14,-2.7469983812839268e-14,0.0000000000000000e+00,-6.4351704831767444e-10,-1.2014021703290331e-10,-3.6713449579306082e-06,4.3849604695511685e-19,-3.1721651030691008e-14,-3.1722046274887595e-14,0.0000000000000000e+00,3.0909149178423214e-02,2.5337642246212912e-02,3.5922137574103503e-08,2.5779604656518984e-03,2.5779604552806112e-03,2.5779604370016482e-03,3.5992070010563704e-03,3.0909149573364395e-02,2.5337642409080683e-02,3.6471911905112771e-08,2.5779604306076153e-03,2.5779604306075199e-03,2.5779604265078080e-03,3.5992069994651966e-03,5.1918190964274191e-01,2.5337639227457468e-02,1.1797208847118581e-07,7.2734631897882118e-01,7.2734631881647493e-01,7.2734631567577701e-01,8.8954714846024430e-01
unpolarized_C_e_gamma,38,2.9514111554598976e-11,C_e_gamma,unpolarized,high_s_high_theta_in_mid_Egamma,high_s,high_theta_in,mid_Egamma,2.5388695919999996e+01,5.0387196707100106e+00,2.4320515450055225e+00,1.3994953834826478e+00,1.2500000000000000e+00,1.5707949999999999e+00,6.0213859193804371e+00,2.8797932657906440e+00,2.8797932657906435e+00,1.8075840093265352e+01,8.4536814200596611e-01,-8.7854119512385438e+00,1.1009162051310006e-02,4.0888756408994174e-03,4.1862150347449347e+00,8.7242810058196685e-01,2.4438254745167431e+00,1.4002088555636510e+02,2.6760815785564773e-12,4.6452140710157144e+00,2.6760815785564773e-12,4.6452140710157144e+00,False,5.2153991182662106e+09,2.0309975828095236e-12,2.9514111554598976e-11,1.8079592822738632e-07,-8.7520773203869086e-22,-3.1798989248027051e-14,-3.2243079324834939e-14,0.0000000000000000e+00,-2.8547848839057394e-11,-5.3578064132481736e-11,-1.1452351308806310e-06,6.9641677768661186e-21,1.1114958257638321e-12,1.1110517416562681e-12,0.0000000000000000e+00,1.6203248141683591e-01,2.1837118048544368e-01,5.6347579396648752e-08,1.6208652420660524e-02,1.6208652420661680e-02,1.6208652047342387e-02,5.9413676078192819e-02,1.6203247829033679e-01,2.1837117679823972e-01,5.9098297491844143e-08,1.6208655056838488e-02,1.6208653432986431e-02,1.6208653671102604e-02,5.9413676083967748e-02,7.3436333090033901e-01,2.1837117807792233e-01,2.9216565328484305e-07,3.3293903524266044e-01,3.3293903418444337e-01,3.3293902524883645e-01,6.3695095062975238e-01
unpolarized_C_e_gamma,39,2.7673072854179907e-11,C_e_gamma,unpolarized,high_s_high_theta_in_high_Egamma,high_s,high_theta_in,high_Egamma,2.5388695919999996e+01,5.0387196707100106e+00,2.4320515450055225e+00,6.9946695464456277e-01,1.7500000000000000e+00,1.5707949999999999e+00,3.5342917352885173e+00,3.9269908169872458e-01,3.9269908169872414e-01,2.0119435647963314e+01,8.6431595607299372e-01,-5.6423525218906558e+00,2.4154551227003357e-02,1.2036318273082788e-02,4.0382797214091326e+00,9.4977404267463750e-01,2.8316346409621302e+00,1.6224071405017224e+02,3.7467806635049783e-12,7.2385415630389067e+00,3.7467806635049783e-12,7.2385415630389067e+00,False,1.6990805215719469e+10,1.5842767973908094e-12,2.7673072854179907e-11,1.6384001233909064e-07,2.2204383661613715e-16,-2.6399460435933241e-14,-2.5511282779522145e-14,0.0000000000000000e+00,-2.9520671592488972e-10,-7.5648541555014845e-11,-2.1822012352809358e-06,2.2214259686550233e-16,-2.8307860537586614e-14,-2.7419760290712296e-14,0.0000000000000000e+00,6.2076726202814000e-02,1.0278902296132846e-01,1.1595462156809395e-08,1.0398238090559448e-02,1.0398237963703249e-02,1.0398238030828797e-02,1.9034721521402339e-02,6.2076726683294156e-02,1.0278902254348676e-01,1.1998192857320109e-08,1.0398238121648494e-02,1.0398237904436549e-02,1.0398238121648378e-02,1.9034721524057781e-02,5.1566386283216892e-01,1.0278901971180651e-01,2.3216891280816334e-07,7.1752254363466039e-01,7.1752254284138495e-01,7.1752253548874800e-01,8.8492209381124121e-01
unpolarized_C_e_gamma,40,2.7626286467144300e-11,C_e_gamma,unpolarized,high_s_high_theta_in_high_Egamma,high_s,high_theta_in,high_Egamma,2.5388695919999996e+01,5.0387196707100106e+00,2.4320515450055225e+00,1.8909307494428425e+00,1.7500000000000000e+00,1.5707949999999999e+00,2.2252947962927694e+00,5.3668874498825625e+00,5.3668874498825625e+00,6.9447069012100693e+00,3.5462733071083918e-01,-1.9475936196029711e+00,1.1501629300396539e-01,1.0235609490000479e-01,1.3518249565868047e+01,7.9902202400177214e-01,1.7845078046740293e+00,1.0224476571597776e+02,3.7467806635049783e-12,2.4985566408075242e+00,3.7467806635049783e-12,2.4985566408075242e+00,False,4.2188366744313130e+12,4.0805212747403994e-12,2.7626286467144300e-11,3.5640268023473869e-07,-7.7986235783832924e-22,-1.2169379997695530e-13,-1.2147175611859131e-13,0.0000000000000000e+00,-3.5918104014372720e-12,-6.5868884668605439e-13,-1.4794471451296436e-07,7.9042144014942536e-23,1.7431344714613537e-14,1.7431344709227649e-14,0.0000000000000000e+00,9.6541559214595854e-02,7.4500505928163074e-01,1.4235571180606489e-07,2.5149583739587200e-02,2.5149583739577052e-02,2.5149582936869915e-02,1.6264754951947144e-01,9.6541555508579527e-02,7.4500505929597138e-01,1.4086640489655245e-07,2.5149584455220864e-02,2.5149584455212148e-02,2.5149582937237156e-02,1.6264754952267904e-01,2.4255177964013275e-01,7.4500505295755415e-01,3.9379001368078370e-07,1.5874902502480370e-01,1.5874901559385995e-01,1.5874902407658334e-01,4.4572719627990548e-01
unpolarized_C_e_gamma,41,2.6724997202007611e-11,C_e_gamma,unpolarized,high_s_high_theta_in_low_Egamma,high_s,high_theta_in,low_Egamma,2.5388695919999996e+01,5.0387196707100106e+00,2.4320515450055225e+00,2.1784824283635116e+00,7.5000000000000000e-01,1.5707949999999999e+00,5.2359877559829870e-01,3.6651914291880918e+00,3.6651914291880918e+00,7.6737912667939767e+00,5.9646669149658849e-01,-5.3073350698006125e+00,2.6763182892955609e-02,1.3854272017057670e-02,6.0714673090639746e+00,5.2492930382264724e-01,1.3928833911491416e+00,7.9806339666715616e+01,1.6053824936079764e-12,1.1832280984984893e+00,1.6053824936079764e-12,1.1832280984984893e+00,False,5.3231192305654236e+11,6.6637886432034754e-13,2.6724997202007611e-11,4.1320821488790870e-07,-7.1466953623812748e-22,-1.6852058280204590e-13,-1.6852058351582731e-13,0.0000000000000000e+00,-4.5201856416734661e-14,-9.1477792207400380e-12,-2.1563827193103746e-07,5.7269289916043673e-22,2.1005193120868909e-13,2.0960784257140737e-13,0.0000000000000000e+00,1.7547210075272976e-01,3.1509437065277618e-01,7.1579866029268231e-08,4.3793048846609561e-03,4.3793017962019719e-03,4.3793048846599960e-03,6.9675775219189842e-02,1.7547209669349287e-01,3.1509436216327275e-01,7.2539395518100847e-08,4.3793116563955875e-03,4.3793032206284688e-03,4.3793102320675683e-03,6.9675775218181163e-02,4.1197539865699012e-01,3.1509436677561886e-01,1.7304131406936651e-07,2.4139676495956497e-02,2.4139670961713992e-02,2.4139673475284968e-02,1.7807017818023202e-01
unpolarized_C_e_gamma,42,2.6212199331778378e-11,C_e_gamma,unpolarized,high_s_high_theta_in_low_Egamma,high_s,high_theta_in,low_Egamma,2.5388695919999996e+01,5.0387196707100106e+00,2.4320515450055225e+00,1.7940733909280091e+00,7.5000000000000000e-01,1.5707949999999999e+00,5.7595865315812871e+00,2.6179938779914949e+00,2.6179938779914940e+00,1.9024822552868422e+01,9.1836386547821591e-01,-1.3157916917603448e+01,5.0315212601271158e-03,1.3907483601262945e-03,2.5710178707949836e+00,8.4524548482658612e-01,2.3853430134477898e+00,1.3667008736157592e+02,1.6053824936079764e-12,2.9334528176343002e+00,1.6053824936079764e-12,2.9334528176343002e+00,False,2.1094060465592508e+09,9.3681986713351416e-13,2.6212199331778378e-11,1.1286898317585284e-07,-6.8795702527233890e-22,-1.2739407364028582e-14,-1.2739408050230345e-14,0.0000000000000000e+00,-8.1697090408022453e-12,-2.7918133553547696e-11,-8.4091559824295150e-07,2.3250647817549440e-21,6.8424688895296421e-13,6.8469098032377657e-13,0.0000000000000000e+00,1.8235322826175107e-01,1.1453222097103795e-01,3.3584502577966036e-08,4.7295056987387927e-03,4.7295048890684775e-03,4.7295052980182457e-03,2.9939527500170079e-02,1.8235322936025275e-01,1.1453222180489638e-01,3.3228657180949345e-08,4.7295051046776435e-03,4.7295044884129783e-03,4.7295051046774830e-03,2.9939527498183221e-02,8.8030623449504397e-01,1.1453221616523937e-01,1.6896970295166014e-07,1.1021895600803919e-01,1.1021895409494263e-01,1.1021895456309913e-01,3.7618313161600170e-01
unpolarized_C_e_gamma,43,2.6081171995930443e-11,C_e_gamma,unpolarized,high_s_high_theta_in_mid_Egamma,high_s,high_theta_in,mid_Egamma,2.5388695919999996e+01,5.0387196707100106e+00,2.4320515450055225e+00,1.1685046884581203e+00,1.2500000000000000e+00,1.5707949999999999e+00,5.3668874498825634e+00,2.2252947962927703e+00,2.2252947962927698e+00,2.1729611395502069e+01,9.3831759853309527e-01,-1.0561256719730897e+01,7.7645333713398691e-03,2.5283103732423539e-03,2.3082885010011260e+00,9.4488538149783730e-01,2.8257813640758611e+00,1.6190534598826756e+02,2.6760815785564773e-12,5.5841773378877066e+00,2.6760815785564773e-12,5.5841773378877066e+00,False,1.7104886423651819e+09,6.0073068091218719e-13,2.6081171995930443e-11,1.0619459781913854e-07,-6.8058841003229565e-22,-1.1277292606329460e-14,-1.1277293286196116e-14,0.0000000000000000e+00,-1.7569388739868489e-10,-1.0355073640422038e-10,-1.8235560154815145e-06,4.7203635629263789e-20,2.4565570670827132e-13,2.4476751333334433e-13,0.0000000000000000e+00,8.2698150756715022e-02,5.1762391831743547e-02,1.3264764175957566e-08,4.2221567413356850e-03,4.2221567413354031e-03,4.2221565725858870e-03,9.7899153519511502e-03,8.2698151026610545e-02,5.1762391048388083e-02,1.3264733637885495e-08,4.2221567747626459e-03,4.2221566965102743e-03,4.2221566508024505e-03,9.7899153496997047e-03,7.8079751254753083e-01,5.1762386384133052e-02,1.4970208402918144e-07,3.7637396847736682e-01,3.7637396791647137e-01,3.7637396426421910e-01,6.7165399788511670e-01
