kinematic_point,s_regime,theta_in_regime,qOut_regime,electron_mass,s,sqrt_s,pIn,pOut,qOut,theta_in,phi_in,phi_in_electron,phiOut,Q2,xB,t,F1,F2,W2,y,theta_e_gamma_deg,aligned,unpolarized_purity,unpolarized_C_e_p,unpolarized_C_p_gamma,unpolarized_C_e_gamma,unpolarized_D_W,L_proton_purity,L_proton_C_e_p,L_proton_C_p_gamma,L_proton_C_e_gamma,L_proton_D_W,L_electron_purity,L_electron_C_e_p,L_electron_C_p_gamma,L_electron_C_e_gamma,L_electron_D_W,Tx_proton_purity,Tx_proton_C_e_p,Tx_proton_C_p_gamma,Tx_proton_C_e_gamma,Tx_proton_D_W,Ty_proton_purity,Ty_proton_C_e_p,Ty_proton_C_p_gamma,Ty_proton_C_e_gamma,Ty_proton_D_W,Tx_electron_purity,Tx_electron_C_e_p,Tx_electron_C_p_gamma,Tx_electron_C_e_gamma,Tx_electron_D_W,Ty_electron_purity,Ty_electron_C_e_p,Ty_electron_C_p_gamma,Ty_electron_C_e_gamma,Ty_electron_D_W,LL_purity,LL_C_e_p,LL_C_p_gamma,LL_C_e_gamma,LL_D_W,LTx_purity,LTx_C_e_p,LTx_C_p_gamma,LTx_C_e_gamma,LTx_D_W,LTy_purity,LTy_C_e_p,LTy_C_p_gamma,LTy_C_e_gamma,LTy_D_W,TxTx_purity,TxTx_C_e_p,TxTx_C_p_gamma,TxTx_C_e_gamma,TxTx_D_W,TxTy_purity,TxTy_C_e_p,TxTy_C_p_gamma,TxTy_C_e_gamma,TxTy_D_W
high_s_high_theta_in_low_Egamma,high_s,high_theta_in,low_Egamma,5.1099895000000003e-04,2.1515843999999998e+01,4.6385174355606331e+00,2.2244176079203952e+00,2.2244175990631589e+00,5.0000000000000000e-01,1.5707949999999999e+00,5.0069132916587327e+00,1.8653206380689404e+00,4.7123889803846897e+00,1.5012960837817374e+01,7.6396089326250749e-01,-1.9366013361249376e+01,2.2518357034329146e-03,4.5907997514675608e-04,5.5183613598483179e+00,9.5229106640472327e-01,0.0000000000000000e+00,True,4.9960397393404943e-01,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,1.1547005383792515e+00,9.9680068551665257e-01,0.0000000000000000e+00,7.7562298641339629e-10,1.5111327397047958e-04,1.1546132992344653e+00,9.9920794728842799e-01,0.0000000000000000e+00,0.0000000000000000e+00,1.5024280751214057e-04,1.1546138021706154e+00,5.0220440807310862e-01,0.0000000000000000e+00,2.2665920127163846e-08,1.0066012922897188e-05,1.1546947137069901e+00,5.0020285427833799e-01,0.0000000000000000e+00,2.2824665108769800e-08,3.0535379994595979e-06,1.1546987622431106e+00,5.0000000053082672e-01,0.0000000000000000e+00,0.0000000000000000e+00,3.9800811615216508e-02,1.1321880096160153e+00,5.0000000004884471e-01,0.0000000000000000e+00,0.0000000000000000e+00,3.9800807720804854e-02,1.1321880117722594e+00,9.9999999999999989e-01,8.6889436681470377e-14,6.7497190810647217e-11,1.5091984849962767e-04,1.1546134113006636e+00,9.9999999999999978e-01,1.8414149196026784e-12,2.9529140299728264e-08,1.5014634898510734e-04,1.1546138408016067e+00,1.0000000000000004e+00,1.8497250137197343e-12,2.8792424037047246e-08,1.5021492776910332e-04,1.1546138016389440e+00,9.9999999999999978e-01,8.5668498961410933e-09,2.7281087423633195e-08,3.9791265291156445e-02,1.1321932741106295e+00,1.0000000000000002e+00,8.3537544920408725e-09,2.6665345418849125e-08,3.9797915705050833e-02,1.1321895923956078e+00
high_s_high_theta_in_low_Egamma,high_s,high_theta_in,low_Egamma,5.1099895000000003e-04,2.1515843999999998e+01,4.6385174355606331e+00,2.2244176079203952e+00,2.2228023006253963e+00,5.0000000000000000e-01,1.5707949999999999e+00,5.0069132916587327e+00,1.8653206380689404e+00,4.8105637508093704e+00,1.4959664156883560e+01,7.6385713224033858e-01,-1.9351950797473965e+01,2.2553386553683359e-03,4.6006572826663380e-04,5.5045543622204640e+00,9.4903928895702161e-01,7.2521812553026113e+00,True,4.9953522439816156e-01,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,1.1547005383792515e+00,9.9663541606232542e-01,7.7971869478806685e-06,8.3711226952989536e-04,4.9849724851123078e-04,1.1539250728321153e+00,9.9907044826591229e-01,7.1765091924911268e-06,5.7852350188342084e-04,5.0475627286036395e-04,1.1540710468343176e+00,5.0222983831512913e-01,5.0296777637997425e-06,4.0246775456710404e-03,1.5598143954603126e-05,1.1523696417128606e+00,5.0020519441886824e-01,4.5057877037288330e-06,4.0641220997634031e-03,0.0000000000000000e+00,1.1523562874644229e+00,5.0000000044997761e-01,0.0000000000000000e+00,0.0000000000000000e+00,6.7635488891418143e-03,1.1508088519564779e+00,5.0000000008043299e-01,0.0000000000000000e+00,0.0000000000000000e+00,6.7635632023764006e-03,1.1508088437489046e+00,1.0000000000000000e+00,1.0128276402538837e-05,7.0902523630635270e-04,5.0500894364782594e-04,1.1539938797837095e+00,9.9999999999999978e-01,4.1015679075966377e-05,4.9087961419778574e-03,5.0701554432190090e-04,1.1515563028091349e+00,9.9999999999999967e-01,3.4327163014754539e-05,4.3529457330642252e-03,5.0540966076351493e-04,1.1518806193979960e+00,1.0000000000000000e+00,9.6531193617952316e-01,4.0248045868634579e-03,6.7937361666110252e-03,9.8169013379463421e-01,1.0000000000000004e+00,9.6728561743273556e-01,4.0646810114269155e-03,6.7741944048344653e-03,9.8227858568829218e-01
high_s_high_theta_in_low_Egamma,high_s,high_theta_in,low_Egamma,5.1099895000000003e-04,2.1515843999999998e+01,4.6385174355606331e+00,2.2244176079203952e+00,2.2228023006253963e+00,5.0000000000000000e-01,1.5707949999999999e+00,5.1050880620834143e+00,1.9634954084936211e+00,4.6142142099600090e+00,1.4852644661115585e+01,7.6255963108545577e-01,-1.9025016443603988e+01,2.3390166688659867e-03,4.8377624967415824e-04,5.5045543622204640e+00,9.4385323075183847e-01,7.2521812553026113e+00,True,4.9888862962340602e-01,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,1.1547005383792515e+00,9.9357906003115437e-01,7.1182500444826086e-06,9.5198075298484240e-04,5.0539007344023153e-04,1.1538552088405736e+00,9.9777725856069377e-01,0.0000000000000000e+00,5.4480331629110687e-04,5.1420526649520329e-04,1.1540892006718233e+00,5.0358337758982308e-01,2.9497419830935428e-06,4.7810013094351988e-03,2.2575284310395261e-05,1.1519320683287826e+00,5.0061482162583482e-01,2.3539067263038613e-06,4.8292676517335187e-03,0.0000000000000000e+00,1.1519177457991432e+00,5.0000000055746319e-01,0.0000000000000000e+00,0.0000000000000000e+00,2.1247121161728801e-02,1.1425652185362065e+00,5.0000000012865520e-01,0.0000000000000000e+00,0.0000000000000000e+00,2.1247151737023684e-02,1.1425652012646388e+00,1.0000000000000000e+00,1.0260909547836914e-05,7.5087575592248425e-04,5.1391676918631848e-04,1.1539645099036873e+00,1.0000000000000002e+00,4.6499858540057992e-05,5.7761868040296874e-03,5.1216989991698428e-04,1.1510519044469378e+00,1.0000000000000000e+00,4.0391843063886043e-05,5.2405707459561978e-03,5.1340650535434788e-04,1.1513623394369172e+00,1.0000000000000004e+00,9.6290935623620133e-01,4.7814031054512745e-03,2.1205037615898703e-02,9.7081025325228332e-01,9.9999999999999989e-01,9.6578981109622530e-01,4.8291380552669197e-03,2.1230956650317667e-02,9.7164336336753743e-01
high_s_high_theta_in_low_Egamma,high_s,high_theta_in,low_Egamma,5.1099895000000003e-04,2.1515843999999998e+01,4.6385174355606331e+00,2.2244176079203952e+00,2.2244175990631589e+00,5.0000000000000000e-01,1.5707949999999999e+00,5.1050880620834143e+00,1.9634954084936211e+00,4.7123889803846897e+00,1.4759329935333110e+01,7.6087463267119526e-01,-1.9038841425948561e+01,2.3353908972641676e-03,4.8274238788892642e-04,5.5183613598483179e+00,9.4000036541162346e-01,0.0000000000000000e+00,True,4.9876466497157002e-01,0.0000000000000000e+00,0.0000000000000000e+00,9.9920072216264089e-16,1.1547005383792510e+00,9.9329467711714858e-01,0.0000000000000000e+00,1.1325273026334433e-10,2.0192030234561403e-04,1.1545839713439401e+00,9.9752932890429802e-01,0.0000000000000000e+00,0.0000000000000000e+00,2.0007592296586728e-04,1.1545850360481988e+00,5.0361449268617353e-01,0.0000000000000000e+00,1.4002235254086310e-08,1.7284245466657569e-05,1.1546905513174555e+00,5.0062016013981825e-01,0.0000000000000000e+00,1.3862814298980938e-08,7.1594333930714446e-06,1.1546963968895234e+00,5.0000000088670959e-01,0.0000000000000000e+00,0.0000000000000000e+00,7.0294672950102888e-02,1.1155933146888062e+00,5.0000000015213253e-01,0.0000000000000000e+00,0.0000000000000000e+00,7.0294667461721194e-02,1.1155933176227761e+00,9.9999999999999967e-01,1.6723828124412857e-13,4.3824077311293363e-11,2.0167654894011548e-04,1.1545841120866227e+00,9.9999999999999967e-01,1.9801528004911775e-12,2.5221080422212927e-08,1.9977744197874394e-04,1.1545851937778235e+00,1.0000000000000002e+00,1.6901591850786187e-12,2.4612959020466692e-08,1.9995866966971676e-04,1.1545850895181833e+00,1.0000000000000004e+00,1.5092070531636669e-08,2.3675001933271601e-08,7.0278956936204298e-02,1.1156016930414752e+00,1.0000000000000002e+00,1.5085444006068927e-08,2.4183914260067496e-08,7.0288163043684224e-02,1.1155967712902959e+00
high_s_high_theta_in_low_Egamma,high_s,high_theta_in,low_Egamma,5.1099895000000003e-04,2.1515843999999998e+01,4.6385174355606331e+00,2.2244176079203952e+00,2.2228023006253963e+00,5.0000000000000000e-01,1.5707949999999999e+00,5.1050880620834143e+00,1.9634954084936211e+00,4.8105637508093704e+00,1.4685770917799651e+01,7.6050776284869248e-01,-1.9025016443603988e+01,2.3390166688659867e-03,4.8377624967415824e-04,5.5045543622204640e+00,9.3576669530759093e-01,7.2521812553026113e+00,True,4.9861096246318409e-01,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,1.1547005383792515e+00,9.9295582715180208e-01,6.7750580864313468e-06,1.0029873246032968e-03,4.9398117808639697e-04,1.1538325666949447e+00,9.9722192412869648e-01,3.3639373290086523e-06,5.5252507551003117e-04,5.0329689538796839e-04,1.1540890971059110e+00,5.0364133257775956e-01,1.6356353118143315e-06,5.2545052062480972e-03,1.3541501630756447e-05,1.1516660541233681e+00,5.0062476519680688e-01,9.8439494123472852e-07,5.3035164080151307e-03,0.0000000000000000e+00,1.1516461231139179e+00,5.0000000065330774e-01,0.0000000000000000e+00,0.0000000000000000e+00,1.3399410677627776e-02,1.1470165633661693e+00,5.0000000014436463e-01,0.0000000000000000e+00,0.0000000000000000e+00,1.3399429041072958e-02,1.1470165529075256e+00,1.0000000000000000e+00,1.0293025237189139e-05,7.8054458397898267e-04,5.0378571142343414e-04,1.1539532191824982e+00,1.0000000000000002e+00,4.9813894105505053e-05,6.3059706942665550e-03,5.0530010375900505e-04,1.1507498613888718e+00,9.9999999999999989e-01,4.3511063443453322e-05,5.7369260050216834e-03,5.0408419166077527e-04,1.1510808572673066e+00,9.9999999999999956e-01,9.6210234645131287e-01,5.2545707792191858e-03,1.3437276373156715e-02,9.7542649021813665e-01,1.0000000000000000e+00,9.6504739933153549e-01,5.3041190179462933e-03,1.3416418563510455e-02,9.7630290776216833e-01
high_s_high_theta_in_low_Egamma,high_s,high_theta_in,low_Egamma,5.1099895000000003e-04,2.1515843999999998e+01,4.6385174355606331e+00,2.2244176079203952e+00,2.2228023006253963e+00,5.0000000000000000e-01,1.5707949999999999e+00,5.2032628325080950e+00,2.0616701789183018e+00,4.6142142099600090e+00,1.4549949877031569e+01,7.5881135287324064e-01,-1.8610096116360701e+01,2.4516009970278179e-03,5.1619042129480365e-04,5.5045543622204640e+00,9.2918494290951448e-01,7.2521812553026113e+00,True,4.9727982318000552e-01,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,1.1547005383792515e+00,9.8808361575546932e-01,5.9566926797765576e-06,1.1422230666436170e-03,5.0195453062737601e-04,1.1537481141685271e+00,9.9455964538978703e-01,0.0000000000000000e+00,5.1006996964792872e-04,5.1539920052896923e-04,1.1541085594146421e+00,5.0503694677917665e-01,0.0000000000000000e+00,5.9202576285550777e-03,1.8082947563865680e-05,1.1512821529390134e+00,5.0143908382536551e-01,0.0000000000000000e+00,5.9717920215519651e-03,0.0000000000000000e+00,1.1512630482523152e+00,5.0000000073508799e-01,0.0000000000000000e+00,0.0000000000000000e+00,3.1733278012168367e-02,1.1366746662599518e+00,5.0000000023513680e-01,0.0000000000000000e+00,0.0000000000000000e+00,3.1733313331863917e-02,1.1366746465307767e+00,1.0000000000000000e+00,1.0445404136327621e-05,8.3123857242919767e-04,5.1488485367865409e-04,1.1539174715143588e+00,1.0000000000000004e+00,5.4699066789878681e-05,7.0835241383848391e-03,5.1367796321586203e-04,1.1502961538722984e+00,1.0000000000000000e+00,4.9354634721046700e-05,6.5751316107388819e-03,5.1452535605446266e-04,1.1505903487887865e+00,1.0000000000000002e+00,9.5840413800503410e-01,5.9207137704765656e-03,3.1686060880039349e-02,9.6171530931807003e-01,9.9999999999999989e-01,9.6191344855024064e-01,5.9716328409248481e-03,3.1709089104637100e-02,9.6273553753772145e-01
high_s_high_theta_in_low_Egamma,high_s,high_theta_in,low_Egamma,5.1099895000000003e-04,2.1515843999999998e+01,4.6385174355606331e+00,2.2244176079203952e+00,2.2244175990631589e+00,5.0000000000000000e-01,1.5707949999999999e+00,5.2032628325080950e+00,2.0616701789183018e+00,4.7123889803846897e+00,1.4437440798226280e+01,7.5683961343326311e-01,-1.8623619578342350e+01,2.4478092162904157e-03,5.1509033892511438e-04,5.5183613598483188e+00,9.2440193833370665e-01,0.0000000000000000e+00,True,4.9703833257275420e-01,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,1.1547005383792515e+00,9.8756294233486908e-01,0.0000000000000000e+00,0.0000000000000000e+00,2.5279323532514779e-04,1.1545546065867360e+00,9.9407666350955326e-01,0.0000000000000000e+00,0.0000000000000000e+00,2.4973407030392733e-04,1.1545563723526167e+00,5.0506626321134385e-01,0.0000000000000000e+00,2.6648778851584957e-09,2.5768785796440102e-05,1.1546856594169390e+00,5.0144745959929671e-01,0.0000000000000000e+00,2.4704926616005503e-09,1.3773785678396318e-05,1.1546925847087999e+00,5.0000000127242639e-01,0.0000000000000000e+00,0.0000000000000000e+00,1.0884241621863278e-01,1.0954710326050614e+00,5.0000000036353076e-01,0.0000000000000000e+00,0.0000000000000000e+00,1.0884241011594847e-01,1.0954710357126063e+00,1.0000000000000002e+00,0.0000000000000000e+00,2.6974795790559429e-10,2.5284588359256318e-04,1.1545545760421723e+00,9.9999999999999978e-01,1.0196961639978401e-12,1.9456459643053927e-08,2.4903306320922210e-04,1.1545567657431208e+00,1.0000000000000000e+00,1.3327139568818480e-12,1.9122086690197923e-08,2.4937792718277902e-04,1.1545565668783324e+00,9.9999999999999978e-01,2.4770117790229307e-08,1.8052401907619458e-08,1.0882024671386292e-01,1.0954822956334604e+00,9.9999999999999944e-01,2.4779939267194351e-08,1.7189323555562196e-08,1.0883056615966633e-01,1.0954770412741330e+00
high_s_high_theta_in_low_Egamma,high_s,high_theta_in,low_Egamma,5.1099895000000003e-04,2.1515843999999998e+01,4.6385174355606331e+00,2.2244176079203952e+00,2.2228023006253963e+00,5.0000000000000000e-01,1.5707949999999999e+00,5.2032628325080950e+00,2.0616701789183018e+00,4.8105637508093704e+00,1.4344391623372907e+01,7.5619771743897890e-01,-1.8610096116360701e+01,2.4516009970278179e-03,5.1619042129480365e-04,5.5045543622204640e+00,9.1922379461237769e-01,7.2521812553026113e+00,True,4.9675322401108291e-01,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,1.1547005383792515e+00,9.8696322215164356e-01,5.5090557845741054e-06,1.2100492911815426e-03,4.8844625223518079e-04,1.1537170493801514e+00,9.9350644693584556e-01,0.0000000000000000e+00,5.1912115316693442e-04,5.0183609603047857e-04,1.1541111637651327e+00,5.0508921022535147e-01,0.0000000000000000e+00,6.4380393212780150e-03,7.4940361820974417e-06,1.1509911977348839e+00,5.0145401564517100e-01,0.0000000000000000e+00,6.4912583833227882e-03,0.0000000000000000e+00,1.1509650118882713e+00,5.0000000082593832e-01,0.0000000000000000e+00,0.0000000000000000e+00,2.2079776773423314e-02,1.1420950693839516e+00,5.0000000026038216e-01,0.0000000000000000e+00,0.0000000000000000e+00,2.2079803566511170e-02,1.1420950542622044e+00,1.0000000000000002e+00,1.0472292006817007e-05,8.7035050316339809e-04,5.0266283476094306e-04,1.1539019438913998e+00,1.0000000000000002e+00,5.7589945140659950e-05,7.6724452978646678e-03,5.0348844036475797e-04,1.1499627928718243e+00,1.0000000000000007e+00,5.2110590680253103e-05,7.1311099998939784e-03,5.0267590903989648e-04,1.1502767403813143e+00,9.9999999999999989e-01,9.5700552287282192e-01,6.4380358342019306e-03,2.2122918019804524e-02,9.6728234777326472e-01,1.0000000000000004e+00,9.6056888180862032e-01,6.4918687879831072e-03,2.2103933220122260e-02,9.6833382320746642e-01
high_s_high_theta_in_low_Egamma,high_s,high_theta_in,low_Egamma,5.1099895000000003e-04,2.1515843999999998e+01,4.6385174355606331e+00,2.2244176079203952e+00,2.2228023006253963e+00,5.0000000000000000e-01,1.5707949999999999e+00,5.3014376029327757e+00,2.1598449493429825e+00,4.6142142099600090e+00,1.4181077068474645e+01,7.5408047234055542e-01,-1.8111185725313970e+01,2.5973555615886887e-03,5.5898564390518147e-04,5.5045543622204649e+00,9.1130973389495240e-01,7.2521812553026113e+00,True,4.9441387026082684e-01,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,1.1547005383792515e+00,9.7968676922953712e-01,4.5596677262669464e-06,1.3669474838875989e-03,4.9666860504049592e-04,1.1536223591671488e+00,9.8882773926310019e-01,0.0000000000000000e+00,4.6860059806374670e-04,5.1651207356322474e-04,1.1541318538808323e+00,5.0631951794449381e-01,0.0000000000000000e+00,6.9901002028121620e-03,1.0051140822200468e-05,1.1506731333486317e+00,5.0282145334762318e-01,0.0000000000000000e+00,7.0368781424684545e-03,0.0000000000000000e+00,1.1506521397874194e+00,5.0000000085864960e-01,0.0000000000000000e+00,0.0000000000000000e+00,4.4022393145319645e-02,1.1298560882863866e+00,5.0000000039990422e-01,0.0000000000000000e+00,0.0000000000000000e+00,4.4022431756500308e-02,1.1298560670084288e+00,9.9999999999999989e-01,1.0630678229535518e-05,9.2745682569585653e-04,5.1568924414512659e-04,1.1538613827321189e+00,1.0000000000000000e+00,6.1641309020176704e-05,8.3163819726016046e-03,5.1517467210310524e-04,1.1495847804644108e+00,9.9999999999999978e-01,5.7560027455330230e-05,7.8949473598736841e-03,5.1565503090650658e-04,1.1498282695759841e+00,9.9999999999999956e-01,9.5158629636317837e-01,6.9905943912565542e-03,4.3972804224238847e-02,9.5084139689149971e-01,9.9999999999999978e-01,9.5502487387639057e-01,7.0367062564851294e-03,4.3990068195438041e-02,9.5183416970585977e-01
high_s_high_theta_in_low_Egamma,high_s,high_theta_in,low_Egamma,5.1099895000000003e-04,2.1515843999999998e+01,4.6385174355606331e+00,2.2244176079203952e+00,2.2244175990631589e+00,5.0000000000000000e-01,1.5707949999999999e+00,5.3014376029327757e+00,2.1598449493429825e+00,4.7123889803846897e+00,1.4050393394849738e+01,7.5180376102538360e-01,-1.8124346631806535e+01,2.5933544622397634e-03,5.5779893437055801e-04,5.5183613598483170e+00,9.0564600655070160e-01,0.0000000000000000e+00,True,4.9400492279840846e-01,0.0000000000000000e+00,0.0000000000000000e+00,3.4805491821998658e-14,1.1547005383792315e+00,9.7883713256337290e-01,0.0000000000000000e+00,0.0000000000000000e+00,3.0338781579639329e-04,1.1545254039170258e+00,9.8800984322701346e-01,0.0000000000000000e+00,0.0000000000000000e+00,2.9922843856023800e-04,1.1545278046108625e+00,5.0634146234289268e-01,0.0000000000000000e+00,0.0000000000000000e+00,3.4913945422087733e-05,1.1546803811553599e+00,5.0283125069055301e-01,0.0000000000000000e+00,0.0000000000000000e+00,2.3328850927846852e-05,1.1546870696179974e+00,5.0000000163835612e-01,0.0000000000000000e+00,0.0000000000000000e+00,1.5485577728016292e-01,1.0727717722719463e+00,5.0000000073145856e-01,0.0000000000000000e+00,0.0000000000000000e+00,1.5485577200565953e-01,1.0727717747883700e+00,1.0000000000000004e+00,3.0187166508532873e-16,6.3698330707836330e-10,3.0456571298981494e-04,1.1545247236967147e+00,9.9999999999999989e-01,3.3501015004634704e-13,1.2287970113852300e-08,2.9785891465802084e-04,1.1545285879740335e+00,1.0000000000000000e+00,0.0000000000000000e+00,1.2265858033944316e-08,2.9835032774585651e-04,1.1545283043541115e+00,9.9999999999999978e-01,3.6101082234275390e-08,1.1282876965864478e-08,1.5482775886637354e-01,1.0727851104710928e+00,9.9999999999999978e-01,3.5914725359715705e-08,1.1155119735236898e-08,1.5483705566596825e-01,1.0727806750805231e+00
high_s_high_theta_in_low_Egamma,high_s,high_theta_in,low_Egamma,5.1099895000000003e-04,2.1515843999999998e+01,4.6385174355606331e+00,2.2244176079203952e+00,2.2228023006253963e+00,5.0000000000000000e-01,1.5707949999999999e+00,5.3014376029327757e+00,2.1598449493429825e+00,4.8105637508093704e+00,1.3938813942825560e+01,7.5087110150935332e-01,-1.8111185725313970e+01,2.5973555615886887e-03,5.5898564390518147e-04,5.5045543622204649e+00,8.9956990404834525e-01,7.2521812553026113e+00,True,4.9353820133593973e-01,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,1.1547005383792515e+00,9.7788406589858479e-01,3.9843885923586545e-06,1.4540615116412680e-03,4.8150438445107655e-04,1.1535812118981108e+00,9.8707640130531382e-01,0.0000000000000000e+00,4.7860323806788612e-04,5.0040153193159137e-04,1.1541353790187499e+00,5.0635502906028096e-01,0.0000000000000000e+00,7.5598801270395947e-03,0.0000000000000000e+00,1.1503524003328207e+00,5.0283730771301394e-01,0.0000000000000000e+00,7.6087790610611479e-03,0.0000000000000000e+00,1.1503243838605055e+00,5.0000000093371877e-01,0.0000000000000000e+00,0.0000000000000000e+00,3.2669953355095788e-02,1.1361517158279359e+00,5.0000000043284654e-01,0.0000000000000000e+00,0.0000000000000000e+00,3.2669979048343900e-02,1.1361517014905598e+00,9.9999999999999978e-01,1.0644059401884656e-05,9.7734993236904934e-04,5.0166867012242623e-04,1.1538406837377722e+00,1.0000000000000002e+00,6.3993736104565142e-05,8.9709855746751398e-03,5.0162264020183020e-04,1.1492165150083820e+00,1.0000000000000002e+00,5.9836965332549710e-05,8.5216580835097162e-03,5.0118479557826831e-04,1.1494763881715564e+00,1.0000000000000000e+00,9.4936803306269946e-01,7.5598353615379393e-03,3.2715667938328037e-02,9.5720204054521807e-01,1.0000000000000002e+00,9.5284135861980745e-01,7.6093628247626277e-03,3.2701356919228472e-02,9.5820900539756981e-01
high_s_high_theta_in_low_Egamma,high_s,high_theta_in,low_Egamma,5.1099895000000003e-04,2.1515843999999998e+01,4.6385174355606331e+00,2.2244176079203952e+00,2.2228023006253963e+00,5.0000000000000000e-01,1.5707949999999999e+00,5.3996123733574564e+00,2.2580197197676632e+00,4.6142142099600090e+00,1.3749578682237608e+01,7.4830534389490633e-01,-1.7533090050261734e+01,2.7819083622139381e-03,6.1449058769935585e-04,5.5045543622204640e+00,8.9039975174254671e-01,7.2521812553026113e+00,True,4.8985860667820724e-01,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,1.1547005383792515e+00,9.6762408971598668e-01,2.9276238761701214e-06,1.6204801464588783e-03,4.8906402301314639e-04,1.1534814993850704e+00,9.7971721183487581e-01,0.0000000000000000e+00,4.2109866199188054e-04,5.1750847985134157e-04,1.1541586989159327e+00,5.0722616827940692e-01,0.0000000000000000e+00,7.9754429730796023e-03,0.0000000000000000e+00,1.1501143495582706e+00,5.0486695536102055e-01,0.0000000000000000e+00,8.0061452828575057e-03,0.0000000000000000e+00,1.1500967660673080e+00,5.0000000090444219e-01,0.0000000000000000e+00,0.0000000000000000e+00,5.7903997258354656e-02,1.1222659562483495e+00,5.0000000061709604e-01,0.0000000000000000e+00,0.0000000000000000e+00,5.7904023946507205e-02,1.1222659417716112e+00,9.9999999999999989e-01,1.0796289406514200e-05,1.0381222845234131e-03,5.1630128792776848e-04,1.1537970869693597e+00,9.9999999999999978e-01,6.7004958778399201e-05,9.4361037124158810e-03,5.1660018185826736e-04,1.1489399605497002e+00,9.9999999999999989e-01,6.4719847566621286e-05,9.1805031291358058e-03,5.1678117666860326e-04,1.1490874121165249e+00,9.9999999999999989e-01,9.4174905097581041e-01,7.9759596272411092e-03,5.7854887962647615e-02,9.3818737338873481e-01,9.9999999999999933e-01,9.4409460177782079e-01,8.0060002709277517e-03,5.7864269616300215e-02,9.3885062245875384e-01
high_s_high_theta_in_low_Egamma,high_s,high_theta_in,low_Egamma,5.1099895000000003e-04,2.1515843999999998e+01,4.6385174355606331e+00,2.2244176079203952e+00,2.2244175990631589e+00,5.0000000000000000e-01,1.5707949999999999e+00,5.3996123733574564e+00,2.2580197197676632e+00,4.7123889803846897e+00,1.3601915203279621e+01,7.4570135089751999e-01,-1.7545830857746605e+01,2.7776413661778263e-03,6.1319229151520177e-04,5.5183613598483179e+00,8.8391319993871365e-01,0.0000000000000000e+00,True,4.8923242328835936e-01,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,1.1547005383792515e+00,9.6635564730123691e-01,0.0000000000000000e+00,0.0000000000000000e+00,3.5315947824525262e-04,1.1544966776698076e+00,9.7846484334416040e-01,0.0000000000000000e+00,0.0000000000000000e+00,3.4861820293369771e-04,1.1544992986560911e+00,5.0723577422988930e-01,0.0000000000000000e+00,0.0000000000000000e+00,4.3990078757545005e-05,1.1546751412540746e+00,5.0487342504555333e-01,0.0000000000000000e+00,0.0000000000000000e+00,3.6101843949356091e-05,1.1546796953461786e+00,5.0000000193162886e-01,0.0000000000000000e+00,0.0000000000000000e+00,2.0753387840566767e-01,1.0486619122220509e+00,5.0000000130097011e-01,0.0000000000000000e+00,0.0000000000000000e+00,2.0753387538156409e-01,1.0486619135460857e+00,1.0000000000000002e+00,2.8183095283876973e-13,1.1728024915211101e-09,3.5699891442605948e-04,1.1544944610802068e+00,1.0000000000000002e+00,7.8560921097856279e-13,3.8912011716214163e-09,3.4628548590877746e-04,1.1545006427353965e+00,9.9999999999999956e-01,6.1204623454190868e-13,4.0665772838556540e-09,3.4674960662258478e-04,1.1545003747668832e+00,1.0000000000000000e+00,4.9069097762566380e-08,1.7201873080581809e-09,2.0750146148400342e-01,1.0486760733516722e+00,1.0000000000000000e+00,5.1175456261542962e-08,2.9941196049802595e-09,2.0750727419901729e-01,1.0486735261052655e+00
