polarization,polarization_label,rank,D_W,purity,C_e_p,C_p_gamma,C_e_gamma,kinematic_point,s_regime,theta_in_regime,qOut_regime,electron_mass,s,sqrt_s,pIn,pOut,qOut,theta_in,phi_in,phi_in_electron,phiOut,Q2,xB,t,F1,F2,W2,y,theta_e_gamma_deg,aligned
L_proton,L proton,60,1.0226283080776539e+00,5.0006436156068323e-01,0.0000000000000000e+00,2.7058616021264226e-01,0.0000000000000000e+00,high_s_high_theta_in_low_Egamma,high_s,high_theta_in,low_Egamma,5.1099895000000003e-04,2.1515843999999998e+01,4.6385174355606331e+00,2.2244176079203952e+00,1.6993440952737560e+00,5.0000000000000000e-01,1.5707949999999999e+00,1.4726215563702159e+00,4.6142142099600090e+00,1.6689710972195777e+00,7.0865920424462797e-02,2.2094576639534028e-01,-8.8315261430351649e-02,8.1116033454598890e-01,1.3701960509872519e+00,1.1297170626328619e+00,1.5542691757890669e-02,1.7565292434627273e+02,False
L_proton,L proton,61,1.0228187878960464e+00,5.0004678529877156e-01,0.0000000000000000e+00,2.7009462531194756e-01,0.0000000000000000e+00,high_s_high_theta_in_low_Egamma,high_s,high_theta_in,low_Egamma,5.1099895000000003e-04,2.1515843999999998e+01,4.6385174355606331e+00,2.2244176079203952e+00,1.6993440952737560e+00,5.0000000000000000e-01,1.5707949999999999e+00,1.4726215563702159e+00,4.6142142099600090e+00,1.4726215563702154e+00,2.8124359822193242e-02,1.0116769995139129e-01,-8.8315261430351649e-02,8.1116033454598890e-01,1.3701960509872519e+00,1.1297170626328619e+00,1.3471478289044736e-02,1.7565292434627293e+02,False
L_proton,L proton,62,1.0228187882202455e+00,5.0004678529877145e-01,0.0000000000000000e+00,2.7009462447578991e-01,0.0000000000000000e+00,high_s_high_theta_in_low_Egamma,high_s,high_theta_in,low_Egamma,5.1099895000000003e-04,2.1515843999999998e+01,4.6385174355606331e+00,2.2244176079203952e+00,1.6993440952737560e+00,5.0000000000000000e-01,1.5707949999999999e+00,1.6689710972195773e+00,4.8105637508093704e+00,1.6689710972195777e+00,2.8124359822193169e-02,1.0116769995139109e-01,-8.8315261430351538e-02,8.1116033454598879e-01,1.3701960509872519e+00,1.1297170626328619e+00,1.3471478289044728e-02,1.7565292434627273e+02,False
L_proton,L proton,63,1.0230937030140679e+00,5.0008760481944292e-01,0.0000000000000000e+00,2.6938611559708675e-01,0.0000000000000000e+00,high_s_high_theta_in_low_Egamma,high_s,high_theta_in,low_Egamma,5.1099895000000003e-04,2.1515843999999998e+01,4.6385174355606331e+00,2.2244176079203952e+00,1.7023177961160880e+00,5.0000000000000000e-01,1.5707949999999999e+00,1.6689710972195773e+00,4.8105637508093704e+00,1.3744467859455345e+00,9.9156653071271597e-02,2.6570251892830088e-01,-8.7721889366328881e-02,8.1218613741038281e-01,1.3724863775902185e+00,1.1538740727121928e+00,1.8084257147975596e-02,1.7129718701671220e+02,False
L_proton,L proton,64,1.0230937041596169e+00,5.0008760481944303e-01,0.0000000000000000e+00,2.6938611264702073e-01,0.0000000000000000e+00,high_s_high_theta_in_low_Egamma,high_s,high_theta_in,low_Egamma,5.1099895000000003e-04,2.1515843999999998e+01,4.6385174355606331e+00,2.2244176079203952e+00,1.7023177961160880e+00,5.0000000000000000e-01,1.5707949999999999e+00,1.4726215563702159e+00,4.6142142099600090e+00,1.7671458676442586e+00,9.9156653071271736e-02,2.6570251892830105e-01,-8.7721889366329006e-02,8.1218613741038281e-01,1.3724863775902185e+00,1.1538740727121928e+00,1.8084257147975614e-02,1.7129718701671231e+02,False
L_proton,L proton,65,1.0234471635488134e+00,5.0004898802755737e-01,0.0000000000000000e+00,2.6847675257136611e-01,0.0000000000000000e+00,high_s_high_theta_in_low_Egamma,high_s,high_theta_in,low_Egamma,5.1099895000000003e-04,2.1515843999999998e+01,4.6385174355606331e+00,2.2244176079203952e+00,1.7023177961160880e+00,5.0000000000000000e-01,1.5707949999999999e+00,1.6689710972195773e+00,4.8105637508093704e+00,1.7671458676442586e+00,1.4085156460246205e-02,4.8887233419432102e-02,-8.7721889366328881e-02,8.1218613741038281e-01,1.3724863775902185e+00,1.1538740727121928e+00,1.3961777128229182e-02,1.7129718701671231e+02,False
L_proton,L proton,66,1.0234471642789955e+00,5.0004898802755715e-01,0.0000000000000000e+00,2.6847675069461652e-01,0.0000000000000000e+00,high_s_high_theta_in_low_Egamma,high_s,high_theta_in,low_Egamma,5.1099895000000003e-04,2.1515843999999998e+01,4.6385174355606331e+00,2.2244176079203952e+00,1.7023177961160880e+00,5.0000000000000000e-01,1.5707949999999999e+00,1.4726215563702159e+00,4.6142142099600090e+00,1.3744467859455345e+00,1.4085156460246256e-02,4.8887233419432255e-02,-8.7721889366329006e-02,8.1218613741038281e-01,1.3724863775902185e+00,1.1538740727121928e+00,1.3961777128229188e-02,1.7129718701671220e+02,False
L_proton,L proton,67,1.0239837247085077e+00,5.0012469986808461e-01,0.0000000000000000e+00,2.6709967656485634e-01,0.0000000000000000e+00,high_s_high_theta_in_low_Egamma,high_s,high_theta_in,low_Egamma,5.1099895000000003e-04,2.1515843999999998e+01,4.6385174355606331e+00,2.2244176079203952e+00,1.7072627222700087e+00,5.0000000000000000e-01,1.5707949999999999e+00,1.4726215563702159e+00,4.6142142099600090e+00,1.8653206380689396e+00,1.3153018849147818e-01,2.9507457199229986e-01,-8.6746496358848152e-02,8.1387734768089937e-01,1.3762649610052953e+00,1.1940661771000585e+00,2.1600715799181779e-02,1.6692411579184554e+02,False
L_proton,L proton,68,1.0239837249788386e+00,5.0012469986808483e-01,0.0000000000000000e+00,2.6709967587207017e-01,0.0000000000000000e+00,high_s_high_theta_in_low_Egamma,high_s,high_theta_in,low_Egamma,5.1099895000000003e-04,2.1515843999999998e+01,4.6385174355606331e+00,2.2244176079203952e+00,1.7072627222700087e+00,5.0000000000000000e-01,1.5707949999999999e+00,1.6689710972195773e+00,4.8105637508093704e+00,1.2762720155208536e+00,1.3153018849147807e-01,2.9507457199229981e-01,-8.6746496358848027e-02,8.1387734768089959e-01,1.3762649610052962e+00,1.1940661771000585e+00,2.1600715799181765e-02,1.6692411579184559e+02,False
L_proton,L proton,69,1.0244469702993950e+00,5.0005832090171420e-01,0.0000000000000000e+00,2.6591399223177170e-01,0.0000000000000000e+00,high_s_high_theta_in_low_Egamma,high_s,high_theta_in,low_Egamma,5.1099895000000003e-04,2.1515843999999998e+01,4.6385174355606331e+00,2.2244176079203952e+00,1.7072627222700087e+00,5.0000000000000000e-01,1.5707949999999999e+00,1.6689710972195773e+00,4.8105637508093704e+00,1.8653206380689396e+00,4.9480408888715579e-03,1.5502827676243773e-02,-8.6746496358848027e-02,8.1387734768089959e-01,1.3762649610052962e+00,1.1940661771000585e+00,1.5466670964701834e-02,1.6692411579184554e+02,False
L_proton,L proton,70,1.0244469725798526e+00,5.0005832090171398e-01,0.0000000000000000e+00,2.6591398640222169e-01,0.0000000000000000e+00,high_s_high_theta_in_low_Egamma,high_s,high_theta_in,low_Egamma,5.1099895000000003e-04,2.1515843999999998e+01,4.6385174355606331e+00,2.2244176079203952e+00,1.7072627222700087e+00,5.0000000000000000e-01,1.5707949999999999e+00,1.4726215563702159e+00,4.6142142099600090e+00,1.2762720155208536e+00,4.9480408888715865e-03,1.5502827676243855e-02,-8.6746496358848152e-02,8.1387734768089937e-01,1.3762649610052953e+00,1.1940661771000585e+00,1.5466670964701843e-02,1.6692411579184559e+02,False
L_proton,L proton,71,1.0247352912288588e+00,5.1616469576646606e-01,0.0000000000000000e+00,2.6517752833163633e-01,0.0000000000000000e+00,high_s_high_theta_in_mid_Egamma,high_s,high_theta_in,mid_Egamma,5.1099895000000003e-04,2.1515843999999998e+01,4.6385174355606331e+00,2.2244176079203952e+00,1.3681850191996250e+00,1.0000000000000000e+00,1.5707949999999999e+00,1.4726215563702159e+00,4.6142142099600090e+00,2.7488935718910690e+00,1.4582774418493047e+00,3.9108402721376612e-01,-1.9203764912214683e-01,6.6095129413524156e-01,1.0503090511267830e+00,3.1503750503784080e+00,1.8069434674406895e-01,1.4031923499794314e+02,False
L_proton,L proton,72,1.0247352919941413e+00,5.1616469576646618e-01,0.0000000000000000e+00,2.6517752637837783e-01,0.0000000000000000e+00,high_s_high_theta_in_mid_Egamma,high_s,high_theta_in,mid_Egamma,5.1099895000000003e-04,2.1515843999999998e+01,4.6385174355606331e+00,2.2244176079203952e+00,1.3681850191996250e+00,1.0000000000000000e+00,1.5707949999999999e+00,1.6689710972195773e+00,4.8105637508093704e+00,3.9269908169872414e-01,1.4582774418493043e+00,3.9108402721376612e-01,-1.9203764912214671e-01,6.6095129413524178e-01,1.0503090511267836e+00,3.1503750503784076e+00,1.8069434674406892e-01,1.4031923499794311e+02,False
L_proton,L proton,73,1.0249558615488623e+00,5.3105710026697761e-01,0.0000000000000000e+00,2.6461489234589380e-01,0.0000000000000000e+00,high_s_high_theta_in_mid_Egamma,high_s,high_theta_in,mid_Egamma,5.1099895000000003e-04,2.1515843999999998e+01,4.6385174355606331e+00,2.2244176079203952e+00,1.6959350158333324e+00,1.0000000000000000e+00,1.5707949999999999e+00,1.4726215563702159e+00,4.6142142099600090e+00,3.4361169648638361e+00,1.7589880848279571e+00,2.6572033611772489e-01,-8.9001830035008944e-02,8.0997627733894739e-01,1.3675539441955911e+00,5.7405528135255599e+00,3.2078392043596582e-01,1.0737129818843941e+02,False
L_proton,L proton,74,1.0249558624858330e+00,5.3105710026697761e-01,0.0000000000000000e+00,2.6461488995726218e-01,0.0000000000000000e+00,high_s_high_theta_in_mid_Egamma,high_s,high_theta_in,mid_Egamma,5.1099895000000003e-04,2.1515843999999998e+01,4.6385174355606331e+00,2.2244176079203952e+00,1.6959350158333324e+00,1.0000000000000000e+00,1.5707949999999999e+00,1.6689710972195773e+00,4.8105637508093704e+00,5.9886609959055432e+00,1.7589880848279562e+00,2.6572033611772461e-01,-8.9001830035008833e-02,8.0997627733894750e-01,1.3675539441955913e+00,5.7405528135255643e+00,3.2078392043596604e-01,1.0737129818843940e+02,False
L_proton,L proton,75,1.0253586763897256e+00,5.0017971788133331e-01,0.0000000000000000e+00,2.6358909800425501e-01,0.0000000000000000e+00,high_s_high_theta_in_low_Egamma,high_s,high_theta_in,low_Egamma,5.1099895000000003e-04,2.1515843999999998e+01,4.6385174355606331e+00,2.2244176079203952e+00,1.7141616202510144e+00,5.0000000000000000e-01,1.5707949999999999e+00,1.4726215563702159e+00,4.6142142099600090e+00,1.9634954084936207e+00,1.6740658044342269e-01,3.1131062892703587e-01,-8.5409138741898927e-02,8.1620645381238321e-01,1.3814741805422921e+00,1.2501851380344415e+00,2.6058718999918375e-02,1.6252501845889014e+02,False
L_proton,L proton,76,1.0253586765509441e+00,5.0017971788133331e-01,0.0000000000000000e+00,2.6358909759414295e-01,0.0000000000000000e+00,high_s_high_theta_in_low_Egamma,high_s,high_theta_in,low_Egamma,5.1099895000000003e-04,2.1515843999999998e+01,4.6385174355606331e+00,2.2244176079203952e+00,1.7141616202510144e+00,5.0000000000000000e-01,1.5707949999999999e+00,1.6689710972195773e+00,4.8105637508093704e+00,1.1780972450961724e+00,1.6740658044342249e-01,3.1131062892703570e-01,-8.5409138741898816e-02,8.1620645381238344e-01,1.3814741805422925e+00,1.2501851380344415e+00,2.6058718999918361e-02,1.6252501845889012e+02,False
L_proton,L proton,77,1.0258563901049176e+00,5.0007599554558801e-01,0.0000000000000000e+00,2.6232467746667737e-01,0.0000000000000000e+00,high_s_high_theta_in_low_Egamma,high_s,high_theta_in,low_Egamma,5.1099895000000003e-04,2.1515843999999998e+01,4.6385174355606331e+00,2.2244176079203952e+00,1.7141616202510144e+00,5.0000000000000000e-01,1.5707949999999999e+00,1.6689710972195773e+00,4.8105637508093704e+00,1.9634954084936207e+00,5.3283712748854021e-04,1.4367067067887246e-03,-8.5409138741898816e-02,8.1620645381238344e-01,1.3814741805422925e+00,1.2501851380344415e+00,1.7972183555670949e-02,1.6252501845889014e+02,False
L_proton,L proton,78,1.0258563901144637e+00,5.0007599554558801e-01,0.0000000000000000e+00,2.6232467744245835e-01,0.0000000000000000e+00,high_s_high_theta_in_low_Egamma,high_s,high_theta_in,low_Egamma,5.1099895000000003e-04,2.1515843999999998e+01,4.6385174355606331e+00,2.2244176079203952e+00,1.7141616202510144e+00,5.0000000000000000e-01,1.5707949999999999e+00,1.4726215563702159e+00,4.6142142099600090e+00,1.1780972450961724e+00,5.3283712748855214e-04,1.4367067067887563e-03,-8.5409138741898927e-02,8.1620645381238321e-01,1.3814741805422921e+00,1.2501851380344415e+00,1.7972183555670953e-02,1.6252501845889012e+02,False
L_proton,L proton,79,1.0264333012296927e+00,5.1641534860328542e-01,0.0000000000000000e+00,2.6086322535006506e-01,0.0000000000000000e+00,high_s_high_theta_in_low_Egamma,high_s,high_theta_in,low_Egamma,5.1099895000000003e-04,2.1515843999999998e+01,4.6385174355606331e+00,2.2244176079203952e+00,2.0838456156344596e+00,5.0000000000000000e-01,1.5707949999999999e+00,1.5707963267948966e+00,4.7123889803846897e+00,3.7306412761378791e+00,2.1012363473524101e-01,5.7519708944236955e-02,-3.1519621883781168e-03,9.9130751799541983e-01,1.7745310657179851e+00,4.3227923051618715e+00,1.7702422882931126e-01,6.9213035242760128e+01,False
L_proton,L proton,80,1.0264333013885589e+00,5.1641534860328553e-01,0.0000000000000000e+00,2.6086322494823161e-01,0.0000000000000000e+00,high_s_high_theta_in_low_Egamma,high_s,high_theta_in,low_Egamma,5.1099895000000003e-04,2.1515843999999998e+01,4.6385174355606331e+00,2.2244176079203952e+00,2.0838456156344596e+00,5.0000000000000000e-01,1.5707949999999999e+00,1.5707963267948966e+00,4.7123889803846897e+00,5.6941366846315002e+00,2.1012363473524073e-01,5.7519708944236886e-02,-3.1519621883781168e-03,9.9130751799541983e-01,1.7745310657179851e+00,4.3227923051618715e+00,1.7702422882931124e-01,6.9213035242760114e+01,False
L_proton,L proton,81,1.0272938352666117e+00,5.0025679185901550e-01,0.0000000000000000e+00,2.5869150187364215e-01,0.0000000000000000e+00,high_s_high_theta_in_low_Egamma,high_s,high_theta_in,low_Egamma,5.1099895000000003e-04,2.1515843999999998e+01,4.6385174355606331e+00,2.2244176079203952e+00,1.7229895581797585e+00,5.0000000000000000e-01,1.5707949999999999e+00,1.6689710972195773e+00,4.8105637508093704e+00,1.0799224746714913e+00,2.0607372979564079e-01,3.1786714343635997e-01,-8.3737326471244794e-02,8.1913490765433905e-01,1.3880331311517378e+00,1.3220717195704161e+00,3.1416042719975425e-02,1.5809117559155666e+02,False
L_proton,L proton,82,1.0272938355592174e+00,5.0025679185901550e-01,0.0000000000000000e+00,2.5869150113685196e-01,0.0000000000000000e+00,high_s_high_theta_in_low_Egamma,high_s,high_theta_in,low_Egamma,5.1099895000000003e-04,2.1515843999999998e+01,4.6385174355606331e+00,2.2244176079203952e+00,1.7229895581797585e+00,5.0000000000000000e-01,1.5707949999999999e+00,1.4726215563702159e+00,4.6142142099600090e+00,2.0616701789183018e+00,2.0607372979564101e-01,3.1786714343636013e-01,-8.3737326471244919e-02,8.1913490765433861e-01,1.3880331311517375e+00,1.3220717195704161e+00,3.1416042719975439e-02,1.5809117559155666e+02,False
L_proton,L proton,83,1.0277338340004472e+00,5.0010384585757151e-01,0.0000000000000000e+00,2.5758483541481320e-01,0.0000000000000000e+00,high_s_high_theta_in_low_Egamma,high_s,high_theta_in,low_Egamma,5.1099895000000003e-04,2.1515843999999998e+01,4.6385174355606331e+00,2.2244176079203952e+00,1.7229895581797585e+00,5.0000000000000000e-01,1.5707949999999999e+00,1.4726215563702159e+00,4.6142142099600090e+00,1.0799224746714913e+00,5.1547613697906964e-04,1.1642779425564379e-03,-8.3737326471244919e-02,8.1913490765433861e-01,1.3880331311517375e+00,1.3220717195704161e+00,2.1454894422838575e-02,1.5809117559155666e+02,False
L_proton,L proton,84,1.0277338345015301e+00,5.0010384585757151e-01,0.0000000000000000e+00,2.5758483415594563e-01,0.0000000000000000e+00,high_s_high_theta_in_low_Egamma,high_s,high_theta_in,low_Egamma,5.1099895000000003e-04,2.1515843999999998e+01,4.6385174355606331e+00,2.2244176079203952e+00,1.7229895581797585e+00,5.0000000000000000e-01,1.5707949999999999e+00,1.6689710972195773e+00,4.8105637508093704e+00,2.0616701789183018e+00,5.1547613697907756e-04,1.1642779425564561e-03,-8.3737326471244794e-02,8.1913490765433905e-01,1.3880331311517378e+00,1.3220717195704161e+00,2.1454894422838568e-02,1.5809117559155666e+02,False
L_proton,L proton,85,1.0290907426944924e+00,8.7806347837926013e-01,1.7149139474536917e-04,2.5372234855812759e-01,1.1664740282557965e-04,high_s_high_theta_in_high_Egamma,high_s,high_theta_in,high_Egamma,5.1099895000000003e-04,2.1515843999999998e+01,4.6385174355606331e+00,2.2244176079203952e+00,1.7396925343711369e+00,1.8000000000000000e+00,1.5707949999999999e+00,1.5707963267948966e+00,4.7123889803846897e+00,4.2215151282612844e+00,3.1579084546703058e+00,1.9991159355308155e-01,-4.3425397153496539e-02,8.9621441945672320e-01,1.5631411133647835e+00,1.3518460391857927e+01,7.6548386540082014e-01,1.0795362023513098e+02,False
L_proton,L proton,86,1.0290907651126600e+00,8.7806347837926013e-01,1.7145683358772815e-04,2.5372234847207370e-01,1.1664740290375182e-04,high_s_high_theta_in_high_Egamma,high_s,high_theta_in,high_Egamma,5.1099895000000003e-04,2.1515843999999998e+01,4.6385174355606331e+00,2.2244176079203952e+00,1.7396925343711369e+00,1.8000000000000000e+00,1.5707949999999999e+00,1.5707963267948966e+00,4.7123889803846897e+00,5.2032628325080950e+00,3.1579084546703027e+00,1.9991159355308130e-01,-4.3425397153496539e-02,8.9621441945672320e-01,1.5631411133647835e+00,1.3518460391857932e+01,7.6548386540082036e-01,1.0795362023513096e+02,False
L_proton,L proton,87,1.0298758989191230e+00,5.0035941045592514e-01,0.0000000000000000e+00,2.5223274155244180e-01,0.0000000000000000e+00,high_s_high_theta_in_low_Egamma,high_s,high_theta_in,low_Egamma,5.1099895000000003e-04,2.1515843999999998e+01,4.6385174355606331e+00,2.2244176079203952e+00,1.7337131592303319e+00,5.0000000000000000e-01,1.5707949999999999e+00,1.6689710972195773e+00,4.8105637508093704e+00,9.8174770424681035e-01,2.4670308626009657e-01,3.1776599933071731e-01,-8.1765454036334284e-02,8.2261319278770328e-01,1.3958363636499538e+00,1.4095080731581722e+00,3.7621979513574225e-02,1.5361383677741739e+02,False
L_proton,L proton,88,1.0298758999392124e+00,5.0035941045592514e-01,0.0000000000000000e+00,2.5223273901750098e-01,0.0000000000000000e+00,high_s_high_theta_in_low_Egamma,high_s,high_theta_in,low_Egamma,5.1099895000000003e-04,2.1515843999999998e+01,4.6385174355606331e+00,2.2244176079203952e+00,1.7337131592303319e+00,5.0000000000000000e-01,1.5707949999999999e+00,1.4726215563702159e+00,4.6142142099600090e+00,2.1598449493429825e+00,2.4670308626009668e-01,3.1776599933071731e-01,-8.1765454036334395e-02,8.2261319278770295e-01,1.3958363636499531e+00,1.4095080731581722e+00,3.7621979513574239e-02,1.5361383677741742e+02,False
L_proton,L proton,89,1.0301559953891495e+00,5.0014375117789067e-01,0.0000000000000000e+00,2.5153718572449063e-01,0.0000000000000000e+00,high_s_high_theta_in_low_Egamma,high_s,high_theta_in,low_Egamma,5.1099895000000003e-04,2.1515843999999998e+01,4.6385174355606331e+00,2.2244176079203952e+00,1.7337131592303319e+00,5.0000000000000000e-01,1.5707949999999999e+00,1.4726215563702159e+00,4.6142142099600090e+00,9.8174770424681035e-01,4.4399606110118832e-03,8.3129134593479450e-03,-8.1765454036334395e-02,8.2261319278770295e-01,1.3958363636499531e+00,1.4095080731581722e+00,2.5882149666966930e-02,1.5361383677741739e+02,False
L_proton,L proton,90,1.0301559973031444e+00,5.0014375117789089e-01,0.0000000000000000e+00,2.5153718097485595e-01,0.0000000000000000e+00,high_s_high_theta_in_low_Egamma,high_s,high_theta_in,low_Egamma,5.1099895000000003e-04,2.1515843999999998e+01,4.6385174355606331e+00,2.2244176079203952e+00,1.7337131592303319e+00,5.0000000000000000e-01,1.5707949999999999e+00,1.6689710972195773e+00,4.8105637508093704e+00,2.1598449493429825e+00,4.4399606110118962e-03,8.3129134593479693e-03,-8.1765454036334284e-02,8.2261319278770328e-01,1.3958363636499538e+00,1.4095080731581722e+00,2.5882149666966930e-02,1.5361383677741742e+02,False
L_proton,L proton,91,1.0316084947906081e+00,5.2899900212360662e-01,0.0000000000000000e+00,2.4794576005313770e-01,0.0000000000000000e+00,high_s_high_theta_in_mid_Egamma,high_s,high_theta_in,mid_Egamma,5.1099895000000003e-04,2.1515843999999998e+01,4.6385174355606331e+00,2.2244176079203952e+00,1.6416984309708496e+00,1.0000000000000000e+00,1.5707949999999999e+00,1.6689710972195773e+00,4.8105637508093704e+00,3.3379421944391554e+00,9.4301768524410901e-01,1.7576823407565353e-01,-1.0085845453817743e-01,7.9000061814796996e-01,1.3232506326383875e+00,5.3019464128403877e+00,2.5998837788198503e-01,1.1288686319617504e+02,False
L_proton,L proton,92,1.0316084954690996e+00,5.2899900212360673e-01,0.0000000000000000e+00,2.4794575838152888e-01,0.0000000000000000e+00,high_s_high_theta_in_mid_Egamma,high_s,high_theta_in,mid_Egamma,5.1099895000000003e-04,2.1515843999999998e+01,4.6385174355606331e+00,2.2244176079203952e+00,1.6416984309708496e+00,1.0000000000000000e+00,1.5707949999999999e+00,1.4726215563702159e+00,4.6142142099600090e+00,6.0868357663302239e+00,9.4301768524410845e-01,1.7576823407565337e-01,-1.0085845453817756e-01,7.9000061814796962e-01,1.3232506326383870e+00,5.3019464128403904e+00,2.5998837788198514e-01,1.1288686319617503e+02,False
L_proton,L proton,93,1.0319987659560361e+00,5.1307662162766210e-01,0.0000000000000000e+00,2.4698516356473976e-01,0.0000000000000000e+00,high_s_high_theta_in_mid_Egamma,high_s,high_theta_in,mid_Egamma,5.1099895000000003e-04,2.1515843999999998e+01,4.6385174355606331e+00,2.2244176079203952e+00,1.3331037275861202e+00,1.0000000000000000e+00,1.5707949999999999e+00,1.4726215563702159e+00,4.6142142099600090e+00,2.6507188014663878e+00,1.3307172007373695e+00,3.9914216745913622e-01,-2.0823890617699936e-01,6.4175446109980028e-01,1.0115753134664736e+00,2.8830697129078211e+00,1.6155955397517013e-01,1.4417134602525300e+02,False
L_proton,L proton,94,1.0319987665649213e+00,5.1307662162766210e-01,0.0000000000000000e+00,2.4698516206748847e-01,0.0000000000000000e+00,high_s_high_theta_in_mid_Egamma,high_s,high_theta_in,mid_Egamma,5.1099895000000003e-04,2.1515843999999998e+01,4.6385174355606331e+00,2.2244176079203952e+00,1.3331037275861202e+00,1.0000000000000000e+00,1.5707949999999999e+00,1.6689710972195773e+00,4.8105637508093704e+00,4.9087385212340517e-01,1.3307172007373695e+00,3.9914216745913589e-01,-2.0823890617699925e-01,6.4175446109980028e-01,1.0115753134664738e+00,2.8830697129078242e+00,1.6155955397517027e-01,1.4417134602525300e+02,False
L_proton,L proton,95,1.0321654003935312e+00,5.7856466884294711e-01,2.0208336858996471e-05,2.4650520319286398e-01,2.4140287337103661e-05,high_s_high_theta_in_mid_Egamma,high_s,high_theta_in,mid_Egamma,5.1099895000000003e-04,2.1515843999999998e+01,4.6385174355606331e+00,2.2244176079203952e+00,1.8648887061955062e+00,1.0000000000000000e+00,1.5707949999999999e+00,1.5707963267948966e+00,4.7123889803846897e+00,5.6941366846315002e+00,1.0752810338495917e+00,1.4684750319224354e-01,-2.2593252324659432e-02,9.4230787853437670e-01,1.6675860221204242e+00,7.1269961738972318e+00,3.5483782227185745e-01,8.8667180843915688e+01,False
L_proton,L proton,96,1.0321654004014136e+00,5.7856466884294777e-01,2.0208335748914270e-05,2.4650520317529920e-01,2.4140287313442341e-05,high_s_high_theta_in_mid_Egamma,high_s,high_theta_in,mid_Egamma,5.1099895000000003e-04,2.1515843999999998e+01,4.6385174355606331e+00,2.2244176079203952e+00,1.8648887061955062e+00,1.0000000000000000e+00,1.5707949999999999e+00,1.5707963267948966e+00,4.7123889803846897e+00,3.7306412761378791e+00,1.0752810338495924e+00,1.4684750319224366e-01,-2.2593252324659432e-02,9.4230787853437670e-01,1.6675860221204242e+00,7.1269961738972274e+00,3.5483782227185739e-01,8.8667180843915702e+01,False
L_proton,L proton,97,1.0331979539929215e+00,5.0048965598047634e-01,0.0000000000000000e+00,2.4404494071511296e-01,0.0000000000000000e+00,high_s_high_theta_in_low_Egamma,high_s,high_theta_in,low_Egamma,5.1099895000000003e-04,2.1515843999999998e+01,4.6385174355606331e+00,2.2244176079203952e+00,1.7462896326196198e+00,5.0000000000000000e-01,1.5707949999999999e+00,1.6689710972195773e+00,4.8105637508093704e+00,8.8357293382212931e-01,2.8836897367032521e-01,3.1319498013848313e-01,-7.9534069732119433e-02,8.2658152525478812e-01,1.4047552230259908e+00,1.5122080902594321e+00,4.4617807500501865e-02,1.4908422163297672e+02,False
L_proton,L proton,98,1.0331979543973462e+00,5.0048965598047646e-01,0.0000000000000000e+00,2.4404493972640179e-01,0.0000000000000000e+00,high_s_high_theta_in_low_Egamma,high_s,high_theta_in,low_Egamma,5.1099895000000003e-04,2.1515843999999998e+01,4.6385174355606331e+00,2.2244176079203952e+00,1.7462896326196198e+00,5.0000000000000000e-01,1.5707949999999999e+00,1.4726215563702159e+00,4.6142142099600090e+00,2.2580197197676637e+00,2.8836897367032543e-01,3.1319498013848329e-01,-7.9534069732119558e-02,8.2658152525478812e-01,1.4047552230259908e+00,1.5122080902594321e+00,4.4617807500501885e-02,1.4908422163297672e+02,False
L_proton,L proton,99,1.0332141745487036e+00,5.0019697497349913e-01,0.0000000000000000e+00,2.4400528731024851e-01,0.0000000000000000e+00,high_s_high_theta_in_low_Egamma,high_s,high_theta_in,low_Egamma,5.1099895000000003e-04,2.1515843999999998e+01,4.6385174355606331e+00,2.2244176079203952e+00,1.7462896326196198e+00,5.0000000000000000e-01,1.5707949999999999e+00,1.6689710972195773e+00,4.8105637508093704e+00,2.2580197197676637e+00,1.1734102365314147e-02,1.8217878111871161e-02,-7.9534069732119433e-02,8.2658152525478812e-01,1.4047552230259908e+00,1.5122080902594321e+00,3.1212357083490752e-02,1.4908422163297672e+02,False
L_proton,L proton,100,1.0332141779140942e+00,5.0019697497349924e-01,0.0000000000000000e+00,2.4400527908340425e-01,0.0000000000000000e+00,high_s_high_theta_in_low_Egamma,high_s,high_theta_in,low_Egamma,5.1099895000000003e-04,2.1515843999999998e+01,4.6385174355606331e+00,2.2244176079203952e+00,1.7462896326196198e+00,5.0000000000000000e-01,1.5707949999999999e+00,1.4726215563702159e+00,4.6142142099600090e+00,8.8357293382212931e-01,1.1734102365314102e-02,1.8217878111871092e-02,-7.9534069732119558e-02,8.2658152525478812e-01,1.4047552230259908e+00,1.5122080902594321e+00,3.1212357083490752e-02,1.4908422163297672e+02,False
L_electron,L electron,1,9.3988395777321343e-01,6.6237272461515839e-01,9.3851733247438281e-04,6.8066882963555964e-01,3.3478709916883297e-03,high_s_high_theta_in_high_Egamma,high_s,high_theta_in,high_Egamma,5.1099895000000003e-04,2.1515843999999998e+01,4.6385174355606331e+00,2.2244176079203952e+00,2.2009639036583057e+00,1.8000000000000000e+00,1.5707949999999999e+00,1.5707963267948966e+00,4.7123889803846897e+00,4.8105637508093704e+00,1.6184726811592007e-01,9.7146134538057885e-03,-8.3795730708494505e-05,9.9976566131774491e-01,1.7923526256927611e+00,1.7378182840731764e+01,8.0733603022190426e-01,2.8926852672088692e+01,False
