selected_observable,selected_observable_label,selected_spin_case,selected_region,cluster_id,size,max_concurrence,best_purity,best_kinematic_point,best_pair_delta_xy,s_min,s_max,theta_in_min,theta_in_max,phi_in_electron_min,phi_in_electron_max,qOut_min,qOut_max,phiOut_min,phiOut_max,Q2_min,Q2_max,xB_min,xB_max,t_min,t_max,W2_min,W2_max,y_min,y_max,theta_e_gamma_deg_min,theta_e_gamma_deg_max,pair_delta_xy_min,pair_delta_xy_max,abs_k_dot_qout_min,abs_k_dot_qout_max,abs_kp_dot_qout_min,abs_kp_dot_qout_max,best_lepton,best_s_regime,best_theta_in_regime,best_qOut_regime,best_electron_mass,best_s,best_sqrt_s,best_pIn,best_pOut,best_theta_in,best_phi_in_electron,best_phi_in_lepton,best_phi_in,best_qOut,best_phiOut,best_Q2,best_xB,best_t,best_W2,best_y,best_theta_e_gamma_deg,best_k_dot_qout,best_kp_dot_qout,best_abs_k_dot_qout,best_abs_kp_dot_qout
W_purity,P_W,LL,enhanced_region_0,0,16,6.5113555890522345e-01,9.9999999999999978e-01,high_s_high_theta_in_high_Egamma,nan,2.1515843999999998e+01,2.1515843999999998e+01,1.5707949999999999e+00,1.5707949999999999e+00,8.8357293382212987e-01,2.5525440310417071e+00,1.8000000000000000e+00,1.8000000000000000e+00,8.8357293382212931e-01,2.5525440310417071e+00,1.6753805779393883e+01,1.6833462298753105e+01,8.4287765271902360e-01,8.4623849555046238e-01,-3.2024729044138036e+00,-3.1872841144454722e+00,3.9384834991014683e+00,4.0029512285000717e+00,9.6373676432457300e-01,9.6447319634924622e-01,1.7626844075142361e+02,1.8000000000000000e+02,,,4.5169372866504798e-03,4.5169372866515900e-03,6.7877777697597939e+00,6.8200116344575843e+00,muon,high_s,high_theta_in,high_Egamma,1.0565837550000000e-01,2.1515843999999998e+01,4.6385174355606331e+00,2.2231115974493845e+00,9.3363410489361198e-02,1.5707949999999999e+00,1.6689710972195773e+00,1.6689710972195773e+00,4.8105637508093704e+00,1.8000000000000000e+00,1.6689710972195777e+00,1.6833021628027009e+01,8.4621991702765909e-01,-3.2023888779525849e+00,3.9388401433732052e+00,9.6446912230700366e-01,1.7972300805626125e+02,4.5169372866506810e-03,6.8198333123230537e+00,4.5169372866506810e-03,6.8198333123230537e+00
W_purity,P_W,LL,enhanced_region_1,1,18,3.6582019264147198e-01,1.0000000000000000e+00,high_s_high_theta_in_high_Egamma,nan,2.1515843999999998e+01,2.1515843999999998e+01,1.5707949999999999e+00,1.5707949999999999e+00,2.6507188014663878e+00,4.0251655874119221e+00,1.0000000000000000e+00,1.8000000000000000e+00,2.6507188014663878e+00,4.0251655874119221e+00,8.2476565453152908e+00,1.6721783470296277e+01,4.5180327848840585e-01,8.7278250909945421e-01,-8.5641536120052528e+00,-1.5653438745880468e+00,3.1489167519201082e+00,1.0887160222720834e+01,8.2836058328486206e-01,9.6344071506043327e-01,1.2855635090965274e+02,1.7557801109281633e+02,,,2.5094096036948343e-03,4.5169372866511459e-03,3.1969624518495063e+00,6.7748195990153723e+00,muon,high_s,high_theta_in,high_Egamma,1.0565837550000000e-01,2.1515843999999998e+01,4.6385174355606331e+00,2.2231115974493845e+00,1.6463956495335760e-01,1.5707949999999999e+00,2.6507188014663878e+00,2.6507188014663878e+00,5.7923114550561809e+00,1.8000000000000000e+00,2.6507188014663878e+00,1.6721783470296277e+01,8.4152512962346782e-01,-3.1811781468415288e+00,4.0288675699857812e+00,9.6344071506043327e-01,1.7557801109281633e+02,4.5169372866502577e-03,6.7748195990153723e+00,4.5169372866502577e-03,6.7748195990153723e+00
W_purity,P_W,LL,enhanced_region_2,2,25,3.5770106851566674e-01,9.9999999999999989e-01,high_s_high_theta_in_mid_Egamma,nan,2.1515843999999998e+01,2.1515843999999998e+01,1.5707949999999999e+00,1.5707949999999999e+00,5.8904862254808599e-01,2.6507188014663878e+00,2.5000000000000000e-01,1.0000000000000000e+00,5.8904862254808621e-01,2.6507188014663878e+00,1.6160742433948034e+01,1.9666830500587160e+01,8.8976925498213377e-01,9.9462078589620373e-01,-1.7455190735678457e+01,-8.8908304877453279e+00,9.8620824806907958e-01,2.8819481057118859e+00,8.8062985173321273e-01,9.5980599042691428e-01,1.4419164704686924e+02,1.8000000000000000e+02,,,6.2735240092368170e-04,2.5094096036952229e-03,1.0970681705184180e+00,4.3047278522944801e+00,muon,high_s,high_theta_in,mid_Egamma,1.0565837550000000e-01,2.1515843999999998e+01,4.6385174355606331e+00,2.2231115974493845e+00,1.1525195526806886e+00,1.5707949999999999e+00,1.6689710972195773e+00,1.6689710972195773e+00,4.8105637508093704e+00,1.0000000000000000e+00,1.6689710972195777e+00,1.9105031739422742e+01,9.6572692730268872e-01,-1.0511041869832233e+01,1.5578701823272532e+00,9.5918617857718580e-01,1.7698805726908290e+02,2.5094096036947268e-03,4.2995043443982048e+00,2.5094096036947268e-03,4.2995043443982048e+00
W_purity,P_W,LL,enhanced_region_3,3,21,3.1122595067752229e-01,9.9999999999999978e-01,high_s_high_theta_in_high_Egamma,nan,2.1515843999999998e+01,2.1515843999999998e+01,1.5707949999999999e+00,1.5707949999999999e+00,0.0000000000000000e+00,6.1850105367549055e+00,1.0000000000000000e+00,1.8000000000000000e+00,0.0000000000000000e+00,6.1850105367549055e+00,3.8347299180789947e-02,1.6793145165151330e+01,2.2976717296126210e-03,8.8976925498213355e-01,-8.8908304877453261e+00,-4.6545333811347722e-06,2.8819481057118876e+00,1.7531130248800043e+01,8.0920077614195418e-01,9.6410046065146926e-01,0.0000000000000000e+00,1.7734788597441289e+02,,,2.5094096036946123e-03,4.5169372866511459e-03,2.3688259610352438e-02,6.8036968740340003e+00,muon,high_s,high_theta_in,high_Egamma,1.0565837550000000e-01,2.1515843999999998e+01,4.6385174355606331e+00,2.2231115974493845e+00,2.9478958631755819e-01,1.5707949999999999e+00,9.8174770424680702e-02,9.8174770424680702e-02,3.2397674240144743e+00,1.8000000000000000e+00,9.8174770424681035e-02,1.6367670541233426e+01,8.2651288885769891e-01,-3.1136564054144333e+00,4.3154587576259038e+00,9.6016690767522928e-01,1.7088690705286348e+02,4.5169372866502577e-03,6.6315240051961730e+00,4.5169372866502577e-03,6.6315240051961730e+00
W_purity,P_W,TxTx,enhanced_region_0,0,15,5.7787504108608245e-01,9.9999999999999978e-01,high_s_high_theta_in_high_Egamma,nan,2.1515843999999998e+01,2.1515843999999998e+01,1.5707949999999999e+00,1.5707949999999999e+00,4.7123889803846897e+00,5.5959619142068187e+00,1.8000000000000000e+00,1.8000000000000000e+00,4.6142142099600090e+00,5.3014376029327757e+00,4.7287332246878228e-02,6.6597508978331001e+00,2.8318186590829473e-03,3.7097143609315691e-01,-3.6048141337267809e+00,-1.2816328810561129e-04,1.2172286316742939e+01,1.7531130248800043e+01,8.0733825977566920e-01,8.7041627612265748e-01,0.0000000000000000e+00,1.1946980904801144e+02,,,4.5169372866507018e-03,1.4675290914314889e+00,2.3688259610352438e-02,2.7031102256382247e+00,muon,high_s,high_theta_in,high_Egamma,1.0565837550000000e-01,2.1515843999999998e+01,4.6385174355606331e+00,2.2231115974493845e+00,2.2175677229219204e+00,1.5707949999999999e+00,5.0069132916587327e+00,5.0069132916587327e+00,1.8653206380689396e+00,1.8000000000000000e+00,4.7123889803846897e+00,1.1829184150739297e-01,7.0539545402018115e-03,-4.2456437731729191e-01,1.7531130248800043e+01,8.1307690592713011e-01,0.0000000000000000e+00,1.7682452751530467e-01,2.3688259610352438e-02,1.7682452751530467e-01,2.3688259610352438e-02
W_purity,P_W,TxTx,enhanced_region_1,1,18,5.5403341321470045e-01,1.0000000000000004e+00,high_s_high_theta_in_mid_Egamma,nan,2.1515843999999998e+01,2.1515843999999998e+01,1.5707949999999999e+00,1.5707949999999999e+00,4.9087385212340520e+00,5.8904862254808616e+00,1.0000000000000000e+00,1.0000000000000000e+00,4.7123889803846897e+00,5.8904862254808616e+00,1.0850246785118682e-01,8.8060169848503893e+00,1.1571844943498060e-02,6.2384917181308552e-01,-4.8436025666969620e+00,-1.8983597146308415e-01,6.1894456337614878e+00,1.0147760623570507e+01,4.5461786709682561e-01,6.8439906179284948e-01,0.0000000000000000e+00,1.0155302255148747e+02,,,2.5094096036946123e-03,8.1529393968416042e-01,4.5591237750253200e-03,1.9837166186803168e+00,muon,high_s,high_theta_in,mid_Egamma,1.0565837550000000e-01,2.1515843999999998e+01,4.6385174355606331e+00,2.2231115974493845e+00,2.2220447671045438e+00,1.5707949999999999e+00,5.1050880620834143e+00,5.1050880620834143e+00,1.9634954084936211e+00,1.0000000000000000e+00,4.7123889803846897e+00,4.1769892650591856e-01,4.3125697519825944e-02,-7.5204808631781572e-01,1.0147760623570507e+01,4.6960932952794798e-01,0.0000000000000000e+00,1.7173370368097379e-01,4.5591237750253200e-03,1.7173370368097379e-01,4.5591237750253200e-03
W_purity,P_W,TxTx,enhanced_region_2,2,29,4.0388110684889333e-01,9.9999999999999989e-01,high_s_high_theta_in_mid_Egamma,nan,2.1515843999999998e+01,2.1515843999999998e+01,1.5707949999999999e+00,1.5707949999999999e+00,4.5160394395353274e+00,4.6142142099600090e+00,1.0000000000000000e+00,1.0000000000000000e+00,9.8174770424681035e-02,2.2580197197676637e+00,2.5857099647161628e-04,8.7222633026562457e-01,3.6434296838794544e-04,3.8834758603238334e-01,-3.8546184897755886e-01,-1.4378902508909883e-01,1.5474231665305900e+00,4.1097844369943139e+00,3.3515106073827801e-02,1.9889451271577360e-01,1.2769211719715673e+02,1.8000000000000000e+02,,,2.6593285644749298e+00,4.4487326044985505e+00,3.0235472170632693e+00,4.3047278522944801e+00,muon,high_s,high_theta_in,mid_Egamma,1.0565837550000000e-01,2.1515843999999998e+01,4.6385174355606331e+00,2.2231115974493845e+00,1.2230941471339483e+00,1.5707949999999999e+00,4.6142142099600090e+00,4.6142142099600090e+00,1.4726215563702159e+00,1.0000000000000000e+00,8.8357293382212931e-01,2.0374678084287109e-01,1.4599791130252632e-01,-2.6665248011622322e-01,2.0716430802255217e+00,6.7663366644431788e-02,1.5825607112695809e+02,4.0740707450860274e+00,4.0426178954488172e+00,4.0740707450860274e+00,4.0426178954488172e+00
W_purity,P_W,TxTx,enhanced_region_3,3,18,3.6982658676119579e-01,1.0000000000000000e+00,high_s_high_theta_in_high_Egamma,nan,2.1515843999999998e+01,2.1515843999999998e+01,1.5707949999999999e+00,1.5707949999999999e+00,4.1233403578366037e+00,4.4178646691106467e+00,1.8000000000000000e+00,1.8000000000000000e+00,8.8357293382212931e-01,1.3744467859455345e+00,1.2120365209095200e-03,3.8686262506316571e-01,3.9567678390035465e-04,1.1223327933557781e-01,-2.4191105223797691e+00,-2.3274875865343554e+00,3.9399324695978510e+00,3.9612907978884748e+00,1.4851989266637367e-01,1.6712622797284310e-01,1.7778338342660990e+02,1.7944166599879000e+02,,,7.8354110978687368e+00,8.0077186880973912e+00,6.8086079850654038e+00,6.8192871492103011e+00,muon,high_s,high_theta_in,high_Egamma,1.0565837550000000e-01,2.1515843999999998e+01,4.6385174355606331e+00,2.2231115974493845e+00,9.9498335391176876e-02,1.5707949999999999e+00,4.3196898986859651e+00,4.3196898986859651e+00,1.1780972450961720e+00,1.8000000000000000e+00,1.1780972450961724e+00,1.9930568962653675e-03,6.4987958542620948e-04,-2.3835841232927710e+00,3.9446604582206986e+00,1.4869497480442992e-01,1.7884703616128533e+02,8.0077186880973912e+00,6.8169231548989266e+00,8.0077186880973912e+00,6.8169231548989266e+00
W_purity,P_W,TxTy,enhanced_region_0,0,25,4.9769779052074647e-01,9.9999999999999978e-01,high_s_high_theta_in_mid_Egamma,nan,2.1515843999999998e+01,2.1515843999999998e+01,1.5707949999999999e+00,1.5707949999999999e+00,3.3379421944391554e+00,4.3196898986859651e+00,2.5000000000000000e-01,1.0000000000000000e+00,3.3379421944391554e+00,4.7123889803846897e+00,4.1769892650591967e-01,1.0788412543348787e+01,4.3125697519826048e-02,7.2870836652635829e-01,-7.0146239976182274e+00,-7.2917473197964477e-01,3.1976891339544466e+00,1.0147760623570507e+01,2.6788888199730898e-01,7.3729118524612192e-01,0.0000000000000000e+00,1.1292154204835296e+02,,,2.5094096036946123e-03,1.3748730304093026e+00,7.0679191338363090e-04,2.4294687038348814e+00,muon,high_s,high_theta_in,mid_Egamma,1.0565837550000000e-01,2.1515843999999998e+01,4.6385174355606331e+00,2.2231115974493845e+00,1.9187531553554056e+00,1.5707949999999999e+00,3.8288160465625602e+00,3.8288160465625602e+00,6.8722339297276713e-01,1.0000000000000000e+00,3.8288160465625602e+00,5.7009074811259772e+00,4.5949456198120237e-01,-3.1348935240061166e+00,7.5858460947901740e+00,6.0155190522856183e-01,8.1667236723877906e+01,2.5094096036950564e-03,1.2855163881638458e+00,2.5094096036950564e-03,1.2855163881638458e+00
W_purity,P_W,TxTy,enhanced_region_1,1,18,4.9756914778365213e-01,1.0000000000000000e+00,high_s_high_theta_in_mid_Egamma,nan,2.1515843999999998e+01,2.1515843999999998e+01,1.5707949999999999e+00,1.5707949999999999e+00,5.1050880620834143e+00,6.0868357663302239e+00,1.0000000000000000e+00,1.0000000000000000e+00,4.7123889803846897e+00,6.0868357663302239e+00,6.4567849637113928e-01,1.0788412543348787e+01,6.5130609890687141e-02,7.0946012849255613e-01,-5.9344939548860589e+00,-7.2917473197964444e-01,5.2979414634527888e+00,1.0147760623570507e+01,4.8066297215881110e-01,7.3729118524612203e-01,0.0000000000000000e+00,1.1292154204835293e+02,,,2.5094096036946123e-03,1.1776534544143742e+00,4.5591237750253200e-03,2.4294687038348801e+00,muon,high_s,high_theta_in,mid_Egamma,1.0565837550000000e-01,2.1515843999999998e+01,4.6385174355606331e+00,2.2231115974493845e+00,1.9187531553554056e+00,1.5707949999999999e+00,5.5959619142068187e+00,5.5959619142068187e+00,2.4543692606170255e+00,1.0000000000000000e+00,5.5959619142068187e+00,5.7009074811259701e+00,4.5949456198120181e-01,-3.1348935240061127e+00,7.5858460947901811e+00,6.0155190522856195e-01,8.1667236723877863e+01,2.5094096036948343e-03,1.2855163881638441e+00,2.5094096036948343e-03,1.2855163881638441e+00
