objective_name,objective_file_tag,local_minimum_index,local_minimum_id,contour_delta,configured_direction_count,contour_point_count,center_u0,center_u1,center_u2,center_u3,center_u4,center_u5,center_u6,record_type,contour_sample_id,u0,u1,u2,u3,u4,u5,u6,sqrt_s,theta_out,qOut,phi_p_out,phi_gamma_out,theta_e,theta_p
D_W,dw,0,124,0.05,128,128,0.03252621642709819,0.4884528828228888,0.5464682749956445,0.36082270391442833,0.8764457562727109,0.7502715496609133,0.9527731922296644,minimum,,,,,,,,,,,,,,,
D_W,dw,0,124,0.05,128,128,0.03252621642709819,0.4884528828228888,0.5464682749956445,0.36082270391442833,0.8764457562727109,0.7502715496609133,0.9527731922296644,sample,0,0.03838559142709819,0.4884528828228888,0.5464682749956445,0.36082270391442833,0.8764457562727109,0.7502715496609133,0.9527731922296644,1.1395379412896818,1.5345199883011436,0.10432145965760897,2.2671159117319464,5.506871098352598,2.3570475886121547,2.9932252612460095
D_W,dw,0,124,0.05,128,128,0.03252621642709819,0.4884528828228888,0.5464682749956445,0.36082270391442833,0.8764457562727109,0.7502715496609133,0.9527731922296644,sample,1,0.03252621642709819,0.6097028828228888,0.5464682749956445,0.36082270391442833,0.8764457562727109,0.7502715496609133,0.9527731922296644,1.116015108568378,1.9154380975489058,0.09299131924692941,2.2671159117319464,5.506871098352598,2.3570475886121547,2.9932252612460095
D_W,dw,0,124,0.05,128,128,0.03252621642709819,0.4884528828228888,0.5464682749956445,0.36082270391442833,0.8764457562727109,0.7502715496609133,0.9527731922296644,sample,2,0.03252621642709819,0.4884528828228888,0.5658042124956445,0.36082270391442833,0.8764457562727109,0.7502715496609133,0.9527731922296644,1.116015108568378,1.5345199883011436,0.09599261220150157,2.2671159117319464,5.506871098352598,2.3570475886121547,2.9932252612460095
D_W,dw,0,124,0.05,128,128,0.03252621642709819,0.4884528828228888,0.5464682749956445,0.36082270391442833,0.8764457562727109,0.7502715496609133,0.9527731922296644,sample,3,0.03252621642709819,0.4884528828228888,0.5464682749956445,0.48832270391442834,0.8764457562727109,0.7502715496609133,0.9527731922296644,1.116015108568378,1.5345199883011436,0.09299131924692941,3.0682220383973435,5.506871098352598,2.3570475886121547,2.9932252612460095
D_W,dw,0,124,0.05,128,128,0.03252621642709819,0.4884528828228888,0.5464682749956445,0.36082270391442833,0.8764457562727109,0.7502715496609133,0.9527731922296644,sample,4,0.03252621642709819,0.4884528828228888,0.5464682749956445,0.36082270391442833,0.9801957562727109,0.7502715496609133,0.9527731922296644,1.116015108568378,1.5345199883011436,0.09299131924692941,2.2671159117319464,6.15875157397248,2.3570475886121547,2.9932252612460095
D_W,dw,0,124,0.05,128,128,0.03252621642709819,0.4884528828228888,0.5464682749956445,0.36082270391442833,0.8764457562727109,0.7502715496609133,0.9527731922296644,sample,5,0.03252621642709819,0.4884528828228888,0.5464682749956445,0.36082270391442833,0.8764457562727109,0.7650371746609133,0.9527731922296644,1.116015108568378,1.5345199883011436,0.09299131924692941,2.2671159117319464,5.506871098352598,2.4034351676378165,2.9932252612460095
D_W,dw,0,124,0.05,128,128,0.03252621642709819,0.4884528828228888,0.5464682749956445,0.36082270391442833,0.8764457562727109,0.7502715496609133,0.9527731922296644,sample,6,0.03252621642709819,0.4884528828228888,0.5464682749956445,0.36082270391442833,0.8764457562727109,0.7502715496609133,0.02136694222966451,1.116015108568378,1.5345199883011436,0.09299131924692941,2.2671159117319464,5.506871098352598,2.3570475886121547,0.06712622873839154
D_W,dw,0,124,0.05,128,128,0.03252621642709819,0.4884528828228888,0.5464682749956445,0.36082270391442833,0.8764457562727109,0.7502715496609133,0.9527731922296644,sample,7,0.027448091427098188,0.4884528828228888,0.5464682749956445,0.36082270391442833,0.8764457562727109,0.7502715496609133,0.9527731922296644,1.0956286535432482,1.5345199883011436,0.08301083414748803,2.2671159117319464,5.506871098352598,2.3570475886121547,2.9932252612460095
D_W,dw,0,124,0.05,128,128,0.03252621642709819,0.4884528828228888,0.5464682749956445,0.36082270391442833,0.8764457562727109,0.7502715496609133,0.9527731922296644,sample,8,0.03252621642709819,0.4065778828228888,0.5464682749956445,0.36082270391442833,0.8764457562727109,0.7502715496609133,0.9527731922296644,1.116015108568378,1.2773020897884793,0.09299131924692941,2.2671159117319464,5.506871098352598,2.3570475886121547,2.9932252612460095
