detail_id,selected_observable,selected_region,incoming_state,alpha_e,alpha_p,final_state_order,final_ket,out_index,hOut,sOut,lambda,amplitude_real,amplitude_imag,amplitude_abs,amplitude_phase,amplitude_abs2,fraction,decomposition_rank,retained_fraction_total
max_c_e_gamma_mixing_angles_polarization_05_local_minimum_0,C_e_gamma,polarization_cluster_05_local_minimum_0,cos(alpha_e)|+>+sin(alpha_e)|-> tensor cos(alpha_p)|+>+sin(alpha_p)|->,5.4879156910307225e-01,2.9214663532700187e+00,p_gamma_lepton,|+1+1-1>,3,-1,1,1,-1.1981059092571531e+00,0.0000000000000000e+00,1.1981059092571531e+00,3.1415926535897931e+00,1.4354577697969095e+00,4.7457468573851586e-01,1,9.9911456501224494e-01
max_c_e_gamma_mixing_angles_polarization_05_local_minimum_0,C_e_gamma,polarization_cluster_05_local_minimum_0,cos(alpha_e)|+>+sin(alpha_e)|-> tensor cos(alpha_p)|+>+sin(alpha_p)|->,5.4879156910307225e-01,2.9214663532700187e+00,p_gamma_lepton,|+1-1+1>,6,1,1,-1,1.1980959318655913e+00,0.0000000000000000e+00,1.1980959318655913e+00,0.0000000000000000e+00,1.4354338619528795e+00,4.7456678159963700e-01,2,9.9911456501224494e-01
max_c_e_gamma_mixing_angles_polarization_05_local_minimum_0,C_e_gamma,polarization_cluster_05_local_minimum_0,cos(alpha_e)|+>+sin(alpha_e)|-> tensor cos(alpha_p)|+>+sin(alpha_p)|->,5.4879156910307225e-01,2.9214663532700187e+00,p_gamma_lepton,|-1+1-1>,1,-1,-1,1,-2.7492739527500465e-01,0.0000000000000000e+00,2.7492739527500465e-01,3.1415926535897931e+00,7.5585072672698650e-02,2.4989075168156211e-02,3,9.9911456501224494e-01
max_c_e_gamma_mixing_angles_polarization_05_local_minimum_0,C_e_gamma,polarization_cluster_05_local_minimum_0,cos(alpha_e)|+>+sin(alpha_e)|-> tensor cos(alpha_p)|+>+sin(alpha_p)|->,5.4879156910307225e-01,2.9214663532700187e+00,p_gamma_lepton,|-1-1+1>,4,1,-1,-1,2.7489959941863190e-01,0.0000000000000000e+00,2.7489959941863190e-01,0.0000000000000000e+00,7.5569789760524281e-02,2.4984022505935888e-02,4,9.9911456501224494e-01
max_c_e_gamma_mixing_angles_polarization_05_local_minimum_2,C_e_gamma,polarization_cluster_05_local_minimum_2,cos(alpha_e)|+>+sin(alpha_e)|-> tensor cos(alpha_p)|+>+sin(alpha_p)|->,5.5685982099261122e-01,2.9788436099606850e+00,p_gamma_lepton,|+1-1+1>,6,1,1,-1,6.3227202888827172e+01,7.5179723761046258e-02,6.3227247584690730e+01,1.1890402373661210e-03,3.9976848371357805e+03,4.3900809850987293e-01,1,9.9796326444842498e-01
max_c_e_gamma_mixing_angles_polarization_05_local_minimum_2,C_e_gamma,polarization_cluster_05_local_minimum_2,cos(alpha_e)|+>+sin(alpha_e)|-> tensor cos(alpha_p)|+>+sin(alpha_p)|->,5.5685982099261122e-01,2.9788436099606850e+00,p_gamma_lepton,|+1+1-1>,3,-1,1,1,-6.3226348099654182e+01,7.2518895781133283e-02,6.3226389688237688e+01,3.1404456813834245e+00,3.9975763530088889e+03,4.3899618526202938e-01,2,9.9796326444842498e-01
max_c_e_gamma_mixing_angles_polarization_05_local_minimum_2,C_e_gamma,polarization_cluster_05_local_minimum_2,cos(alpha_e)|+>+sin(alpha_e)|-> tensor cos(alpha_p)|+>+sin(alpha_p)|->,5.5685982099261122e-01,2.9788436099606850e+00,p_gamma_lepton,|-1+1-1>,1,-1,-1,1,-2.3370643601159632e+01,3.2622403352873752e-02,2.3370666369481725e+01,3.1401967835092828e+00,5.4618804655362430e+02,5.9979959780452417e-02,3,9.9796326444842498e-01
max_c_e_gamma_mixing_angles_polarization_05_local_minimum_2,C_e_gamma,polarization_cluster_05_local_minimum_2,cos(alpha_e)|+>+sin(alpha_e)|-> tensor cos(alpha_p)|+>+sin(alpha_p)|->,5.5685982099261122e-01,2.9788436099606850e+00,p_gamma_lepton,|-1-1+1>,4,1,-1,-1,2.3370471709857497e+01,2.3430030261462814e-02,2.3370483454724845e+01,1.0025481172345029e-03,5.4617949690756768e+02,5.9979020896070288e-02,4,9.9796326444842498e-01
max_c_e_gamma_mixing_angles_polarization_05_local_minimum_3,C_e_gamma,polarization_cluster_05_local_minimum_3,cos(alpha_e)|+>+sin(alpha_e)|-> tensor cos(alpha_p)|+>+sin(alpha_p)|->,6.8615574163292792e-01,3.0166040090511155e+00,p_gamma_lepton,|+1+1-1>,3,-1,1,1,-5.4367604253574041e+02,-1.6143032064881735e-01,5.4367606650198672e+02,-3.1412957298644959e+00,2.9558366528707271e+05,4.6718277458799151e-01,1,9.8364416266306809e-01
max_c_e_gamma_mixing_angles_polarization_05_local_minimum_3,C_e_gamma,polarization_cluster_05_local_minimum_3,cos(alpha_e)|+>+sin(alpha_e)|-> tensor cos(alpha_p)|+>+sin(alpha_p)|->,6.8615574163292792e-01,3.0166040090511155e+00,p_gamma_lepton,|+1-1+1>,6,1,1,-1,5.4367516573733508e+02,-7.5752219922326308e-02,5.4367517101474994e+02,-1.3933360250026615e-04,2.9558269157791761e+05,4.6718123559853392e-01,2,9.8364416266306809e-01
max_c_e_gamma_mixing_angles_polarization_05_local_minimum_3,C_e_gamma,polarization_cluster_05_local_minimum_3,cos(alpha_e)|+>+sin(alpha_e)|-> tensor cos(alpha_p)|+>+sin(alpha_p)|->,6.8615574163292792e-01,3.0166040090511155e+00,p_gamma_lepton,|-1-1+1>,4,1,-1,-1,1.2486004143129411e+02,-2.2396499937152456e-01,1.2486024229731986e+02,-1.7937264524747185e-03,1.5590080106545427e+04,2.4640796280644410e-02,3,9.8364416266306809e-01
max_c_e_gamma_mixing_angles_polarization_05_local_minimum_3,C_e_gamma,polarization_cluster_05_local_minimum_3,cos(alpha_e)|+>+sin(alpha_e)|-> tensor cos(alpha_p)|+>+sin(alpha_p)|->,6.8615574163292792e-01,3.0166040090511155e+00,p_gamma_lepton,|-1+1-1>,1,-1,-1,1,-1.2485644673451321e+02,1.9152708435252314e-01,1.2485659363362583e+02,3.1400586764573735e+00,1.5589168973792372e+04,2.4639356195898261e-02,4,9.8364416266306809e-01
max_c_e_gamma_mixing_angles_polarization_05_local_minimum_4,C_e_gamma,polarization_cluster_05_local_minimum_4,cos(alpha_e)|+>+sin(alpha_e)|-> tensor cos(alpha_p)|+>+sin(alpha_p)|->,2.2344116689196922e-01,3.0132761185162180e+00,p_gamma_lepton,|+1-1+1>,6,1,1,-1,1.7892825416760141e-01,4.4188545070622794e-06,1.7892825422216596e-01,2.4696236638092919e-05,3.2015320158992049e-02,4.8511924858176741e-01,1,9.7022057865674260e-01
max_c_e_gamma_mixing_angles_polarization_05_local_minimum_4,C_e_gamma,polarization_cluster_05_local_minimum_4,cos(alpha_e)|+>+sin(alpha_e)|-> tensor cos(alpha_p)|+>+sin(alpha_p)|->,2.2344116689196922e-01,3.0132761185162180e+00,p_gamma_lepton,|+1+1-1>,3,-1,1,1,-1.7892494968653486e-01,3.3780815652536968e-06,1.7892494971842374e-01,3.1415737737098728e+00,3.2014137631740450e-02,4.8510133007497525e-01,2,9.7022057865674260e-01
max_c_e_gamma_mixing_angles_polarization_05_local_minimum_7,C_e_gamma,polarization_cluster_05_local_minimum_7,cos(alpha_e)|+>+sin(alpha_e)|-> tensor cos(alpha_p)|+>+sin(alpha_p)|->,6.9302777680859806e-01,3.0155854491948770e+00,p_gamma_lepton,|+1-1+1>,6,1,1,-1,6.2238143488731532e+02,-4.2910932549778724e-01,6.2238158281492133e+02,-6.8946345994670244e-04,3.8735883462720679e+05,4.6856906551858141e-01,1,9.8206699237379380e-01
