lepton,kinematic_point,s_regime,theta_p_gamma_regime,qOut_regime,lepton_mass,s,sqrt_s,pIn,pOut,theta_p_in,phi_p_in,theta_lepton_in,phi_lepton_in,qOut,theta_p_out,phi_p_out,theta_gamma_out,phi_gamma_out,theta_lepton_out,phi_lepton_out,cos_p_gamma_out,Q2,xB,t,F1,F2,W2,y,theta_lepton_gamma_rad,theta_lepton_gamma_deg,k_dot_qout,kp_dot_qout,abs_k_dot_qout,abs_kp_dot_qout,aligned,reference_name,search_stage,sample_id,alpha_e,alpha_p,lepton_muon_alpha_e_mix_proton_alpha_p_mix_trace,lepton_muon_alpha_e_mix_proton_alpha_p_mix_spin_signal_M2,lepton_muon_alpha_e_mix_proton_alpha_p_mix_cross_section_ratio,lepton_muon_alpha_e_mix_proton_alpha_p_mix_purity,lepton_muon_alpha_e_mix_proton_alpha_p_mix_M2_magic,lepton_muon_alpha_e_mix_proton_alpha_p_mix_h_out_mean,lepton_muon_alpha_e_mix_proton_alpha_p_mix_lambda_mean,lepton_muon_alpha_e_mix_proton_alpha_p_mix_h_lambda,lepton_muon_alpha_e_mix_proton_alpha_p_mix_h_lambda_connected,lepton_muon_alpha_e_mix_proton_alpha_p_mix_C_e_p,lepton_muon_alpha_e_mix_proton_alpha_p_mix_C_e_gamma,lepton_muon_alpha_e_mix_proton_alpha_p_mix_C_p_gamma,lepton_muon_alpha_e_mix_proton_alpha_p_mix_C_e_rest,lepton_muon_alpha_e_mix_proton_alpha_p_mix_C_p_rest,lepton_muon_alpha_e_mix_proton_alpha_p_mix_C_gamma_rest,lepton_muon_alpha_e_mix_proton_alpha_p_mix_D_W,lepton_muon_alpha_e_mix_proton_alpha_p_mix_dGHZ,lepton_muon_alpha_e_mix_proton_alpha_p_mix_F3,lepton_muon_alpha_e_mix_proton_alpha_p_mix_M_e,lepton_muon_alpha_e_mix_proton_alpha_p_mix_M_p,lepton_muon_alpha_e_mix_proton_alpha_p_mix_M_gamma,lepton_muon_alpha_e_mix_proton_alpha_p_mix_GHZ_plus_fidelity,lepton_muon_alpha_e_mix_proton_alpha_p_mix_GHZ_minus_fidelity,lepton_muon_alpha_e_mix_proton_alpha_p_mix_GHZ_phase_fidelity,lepton_muon_alpha_e_mix_proton_alpha_p_mix_GHZ_subspace_population,lepton_muon_alpha_e_mix_proton_alpha_p_mix_GHZ_coherence_abs,lepton_muon_alpha_e_mix_proton_alpha_p_mix_GHZ_coherence_phase_rad,lepton_muon_alpha_e_mix_proton_alpha_p_mix_GHZ_coherence_visibility,lepton_muon_alpha_e_mix_proton_alpha_p_mix_GHZ_purity,lepton_muon_alpha_e_mix_proton_alpha_p_mix_W_fidelity,lepton_muon_alpha_e_mix_proton_alpha_p_mix_W_subspace_population,lepton_muon_alpha_e_mix_proton_alpha_p_mix_W_subspace_max_fidelity,lepton_muon_alpha_e_mix_proton_alpha_p_mix_Wbar_fidelity,lepton_muon_alpha_e_mix_proton_alpha_p_mix_Wbar_subspace_population,lepton_muon_alpha_e_mix_proton_alpha_p_mix_Wbar_subspace_max_fidelity,lepton_muon_alpha_e_mix_proton_alpha_p_mix_W_purity,lepton_muon_alpha_e_mix_proton_alpha_p_mix_one_minus_C_e_gamma,optimization_run,start_source,screening_one_minus_C_e_gamma,success,lbfgs_success,lbfgs_status,lbfgs_message,lbfgs_iterations,function_evaluations,lbfgs_function_evaluations,lbfgs_gradient_norm,initial_one_minus_C_e_gamma,lbfgs_one_minus_C_e_gamma,final_one_minus_C_e_gamma,local_search_polls,local_search_moves,local_search_poll_limit_reached,smallest_tested_step,best_neighbor_one_minus_C_e_gamma,local_minimum_verified,initial_C_e_gamma,lbfgs_C_e_gamma,final_C_e_gamma,initial_u0,initial_u1,initial_u2,initial_u3,initial_u4,initial_u5,initial_u6,initial_u7,final_u0,final_u1,final_u2,final_u3,final_u4,final_u5,final_u6,final_u7,local_minimum_id,one_minus_C_e_gamma_above_global_minimum,within_polarization_cluster_cut,polarization_cluster_id,polarization_cluster_size,polarization_cluster_distance,polarization_cluster_representative,polarization_configuration,polarization_alpha_e_region,polarization_clustering_scheme
muon,gradient_local_minimum_0000,gradient,gradient,gradient,0.1056583755,24.499262353380697,4.949672954184013,2.384745695019986,2.3409998369679865,0.0,0.0,3.141592653589793,0.0,0.14020686055455722,1.1315796376982479,0.0,3.1401329732790906,0.0,1.9544129572003466,3.141592653589793,-0.4239090452837926,6.819619735059841,0.8737414408059307,-6.417778113983213,0.01937320501913735,0.008892343849004536,1.865301850329137,0.3306079884956683,1.1886393767001493,68.10401964797936,0.00032836997481405783,0.20124918051313195,0.00032836997481405783,0.20124918051313195,False,,gradient,1918001533,0.5487915691030723,2.9214663532700187,0.9999999999999998,3.024724691252974,0.838036886249802,0.9999999999999997,0.17069589324661544,-1.2729681283241145e-05,1.3183920915149638e-05,-0.9982291300244897,-0.9982291298566626,2.58923876873817e-07,0.9999999997826736,3.5234169743843014e-07,0.9999999998868573,2.0414074182933777e-05,0.9999999998868573,0.9999995924171875,1.414196894295944,2.357214244555673e-05,2.083002659247768e-10,4.165432385005542e-10,2.0824317872371036e-10,0.0003178812878422033,0.00012492011573329105,0.0003178812878422033,0.00044280140357549436,9.648058605445613e-05,0.0,0.4357736234591989,0.0003178812878422033,0.0001399403791067788,0.05039357400347146,0.05039357400347146,7.367759739489079e-06,0.9491636245929531,0.9491636245929531,0.0001399403791067788,2.1732637911497932e-10,1918,sobol_screened,0.5519939928215113,True,False,2,ABNORMAL: ,3,1597,459,32.57186296966428,0.5519939928215113,0.03451839420293212,2.1732637911497932e-10,54,40,False,1e-05,1.2763112788860553e-10,True,0.4480060071784887,0.9654816057970679,0.9999999997826736,0.2123900894075632,0.4938957905396819,0.7875050790607929,0.5880565075203776,0.039616214111447334,0.12535341456532478,0.54127745795995,0.018099293112754822,0.987109375,0.36019298568362434,0.9995353693264356,0.00977783203125,0.0,0.0,0.1746857818998228,0.9299316223991536,0,0.0,True,4,295,0.07006837760084632,True,alpha_p~pi,all alpha_e,CEGAMMA nearest fixed alpha_p quarter-pi center
muon,gradient_local_minimum_0002,gradient,gradient,gradient,0.1056583755,24.947872290662954,4.994784508931588,2.4081167015942277,1.974688208580304,0.0,0.0,3.141592653589793,0.0,2.008572565050795,0.39957750768325406,6.283043878619512,3.1406524544450165,0.0010273694955651813,1.3295930914905747,3.141454091184932,-0.9208592662954039,4.747061472144837,0.22785224152820202,-0.778483767381791,0.29536759678950525,0.37083769417798423,16.966729301019896,0.8660291821484494,1.8129397606047952,103.8737967941126,0.004655630088906015,1.9889444824704778,0.004655630088906015,1.9889444824704778,False,,gradient,2038006162,0.5568598209926112,2.978843609960685,1.0,9106.175605199858,0.8302500889764265,1.0,0.28791421113704596,1.0589592957355176e-05,-1.1359133965271884e-05,-0.9959265288968502,-0.9959265287765616,1.2259505927738437e-05,0.9999999992859734,1.2355592837238247e-05,0.9999999994523774,2.579919074676597e-05,0.9999999994523687,0.9999835897129771,1.4141924971811706,2.9790339426094424e-05,1.8251256062029597e-10,3.6264208323614776e-10,1.8013000953940717e-10,0.0008399967338116267,0.00017801874161021432,0.0008399985567320838,0.001018015475421841,0.00033099081902116336,0.0033188764291756665,0.6502667729761353,0.0008399967338116267,0.0002988454455954384,0.12085522930460801,0.12085522930460801,4.166199274270588e-05,0.8781267552199703,0.8781267552199703,0.0002988454455954384,7.140266156113739e-10,2038,sobol_screened,0.5729786508055117,True,False,2,ABNORMAL: ,7,6247,936,88552.01280649283,0.5729786508055117,0.10990930178426506,7.140266156113739e-10,242,228,False,1e-05,7.281319991392365e-10,True,0.4270213491944883,0.8900906982157349,0.9999999992859734,0.3852114472538233,0.32678602170199156,0.7285943254828453,0.5578796993941069,0.8949491446837783,0.6123223593458533,0.7581980796530843,0.7930342433974147,0.9986641190941431,0.12718947099225936,0.9997007253172361,0.8326170156943016,0.9999774909455699,0.00016351093360102566,0.17725398624048413,0.9481953704458977,2,4.967002364963946e-10,True,4,295,0.05180462955410219,False,alpha_p~pi,all alpha_e,CEGAMMA nearest fixed alpha_p quarter-pi center
muon,gradient_local_minimum_0003,gradient,gradient,gradient,0.1056583755,24.4941595916186,4.949157462802997,2.3844785475326242,2.2619631161292295,0.0,0.0,3.141592653589793,0.0,1.9895555383247538,0.1948141984529876,6.282077094902492,3.1385438636455163,6.28185642610259,2.048144237763244,3.1404814262696363,-0.980488898305199,1.321258437448941,0.06642810214165872,-0.2061594589878035,0.6441649150216551,1.0164151322398771,19.448638038103365,0.8426862886959485,1.0964972056987246,62.824662134425,0.004677131878391805,0.5622266211089759,0.004677131878391805,0.5622266211089759,False,,gradient,171001652,0.6861557416329279,3.0166040090511155,1.0,632693.8435342525,0.9802552833971072,1.0,0.22948149429669515,-1.5439348935442077e-06,-1.3461254707025638e-06,-0.9672883253261362,-0.9672883253282145,3.867125504135658e-05,0.9999999990896092,3.855616002595764e-05,0.9999999999225544,5.7721420820264986e-05,0.9999999999225455,0.9999485149188231,1.4141664342262843,6.665095566388559e-05,1.704243413058748e-10,3.4971897908921926e-10,1.7929507506821414e-10,0.005870716886083206,0.0023053802672205895,0.005870735560399433,0.008176097153303795,0.001782686983747535,-0.004577203112505085,0.43607284755103165,0.005870716886083206,0.0025900942070331695,0.057049626473631904,0.057049626473631904,0.00013677158030774017,0.9347742763730642,0.9347742763730643,0.0025900942070331695,9.103907627761032e-10,171,latin_hypercube,nan,True,True,0,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,15,1705,306,0.2467994087310348,0.881107406475599,0.000850664399068779,9.103907627761032e-10,63,49,False,1e-05,8.931544392964952e-10,True,0.11889259352440101,0.9991493356009312,0.9999999990896092,0.9021968116180392,0.5409648560128054,0.7590174400011097,0.397896890531797,0.584065493626629,0.5516525298751094,0.35388094803283776,0.10015421486807866,0.9869773385179123,0.0620112853365569,0.9990295400198389,0.8330685061321069,0.9998236225381053,0.9997885020078148,0.21841015602353178,0.9602148787826272,3,6.930643836611239e-10,True,4,295,0.03978512121737275,False,alpha_p~pi,all alpha_e,CEGAMMA nearest fixed alpha_p quarter-pi center
muon,gradient_local_minimum_0004,gradient,gradient,gradient,0.1056583755,17.623795141340832,4.19807040690611,1.992774270890535,1.5438627028100231,0.0,0.0,3.141592653589793,0.0,0.5863648298080502,1.8615619775995047,6.283170430979158,3.140843342194339,5.762783774324184e-06,0.9631071718210247,3.1415777835185703,0.2874035996533128,11.28361087582299,0.8759367011511249,-7.961846693500139,0.013197477901198792,0.005247128502386744,2.477998280260172,0.7698517174932393,2.1792347931640634,124.86095621636574,0.0016416083772381462,1.662523699538478,0.0016416083772381462,1.662523699538478,False,,gradient,1628001157,0.22344116689196922,3.013276118516218,1.0,0.06599474305047255,0.20756498082094643,1.0,0.10793019451051583,1.6479027068694307e-05,-1.5655730973007653e-05,-0.9997548519769912,-0.999754851719,2.134730409207092e-06,0.999999999064443,2.240190767620207e-06,0.9999999991714854,1.6062995602495042e-05,0.9999999991714842,0.9999970830745633,1.4142004463947746,1.854794965412921e-05,2.0952772850080237e-10,2.4844429913045073e-10,2.090638527616938e-10,4.111984578246702e-05,2.0354340830044596e-05,4.111984652924921e-05,6.147418661251162e-05,1.0382753222993398e-05,0.0003792763031586633,0.337792292834672,4.111984578246702e-05,1.971920610865566e-05,0.0297161218080124,0.029716121808012405,6.203852346354285e-07,0.9702224040053751,0.9702224040053751,1.971920610865566e-05,9.355569652313989e-10,1628,sobol_screened,0.488255668925069,True,False,2,ABNORMAL: ,15,1197,441,0.1380292354192037,0.488255668925069,1.6751668417858134e-05,9.355569652313989e-10,37,23,False,1e-05,1.1580959524692958e-09,True,0.511744331074931,0.9999832483315821,0.999999999064443,0.6407603416591883,0.14489567000418901,0.7297794986516237,0.7011241540312767,0.32742893509566784,0.06938678119331598,0.8554216166958213,0.40570340026170015,0.794596056784794,0.5925535812137707,0.9997614867749968,0.26079183417353047,0.9999976323791675,9.171755236534634e-07,0.0711235324021561,0.9591555783252319,4,7.182305861164195e-10,True,4,295,0.040844421674768074,False,alpha_p~pi,all alpha_e,CEGAMMA nearest fixed alpha_p quarter-pi center
muon,gradient_local_minimum_0007,gradient,gradient,gradient,0.1056583755,24.69928461622548,4.969837483884708,2.395194195962622,2.289419359410573,0.0,0.0,3.141592653589793,0.0,1.9703169776311817,0.18692533462133457,6.281958122549278,3.1381082338965562,6.2811824572612815,2.1442717999023007,3.1403531513457996,-0.9819267671286058,1.1593421317383439,0.05864840525589021,-0.19259265839846296,0.6602774480829228,1.048942102053933,19.48816863907991,0.8302854857574475,1.0008052723678198,57.341918221116906,0.004618114354893343,0.48799285102487466,0.004618114354893343,0.48799285102487466,False,,gradient,87001281,0.6930277768085981,3.015585449194877,1.0,826684.6088068221,0.9848842708427676,0.9999999999999999,0.2234152189944874,1.4519834986848057e-05,-1.3619928978303442e-05,-0.9641339847475876,-0.9641339845498285,2.8615420792278873e-05,0.9999999987177953,2.8563799696794276e-05,0.9999999998075727,6.602392269174971e-05,0.9999999998075968,0.9999618801830785,1.4141596547647974,7.623785902196446e-05,1.360712431619504e-09,2.724425407368371e-09,1.363712289457213e-09,0.006354795816741364,0.002610504213736682,0.006354841425221347,0.008965300030478046,0.0018721914099823237,-0.006980130698971981,0.41765281777914914,0.006354795816741364,0.0028515356291807176,0.05350284876793729,0.05350284876793729,0.00013757043848685539,0.9375318512015847,0.9375318512015847,0.0028515356291807176,1.282204675767673e-09,87,latin_hypercube,nan,True,True,0,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,39,1314,792,0.011056420485958913,0.9127150296472015,5.744548492447876e-08,1.282204675767673e-09,23,9,False,1e-05,1.2852990893819083e-09,True,0.08728497035279853,0.9999999425545151,0.9999999987177953,0.2872908401370776,0.7019796632742512,0.30473231671598283,0.1018195029427739,0.6919613075078946,0.8739089152244308,0.05366864750405351,0.5652999771485965,0.99227425973461,0.05950018198818399,0.9988908747640293,0.8205166607160188,0.9998046875,0.9996812365352306,0.22059759275815033,0.9598906611107166,7,1.0648782966526937e-09,True,4,295,0.040109338889283384,False,alpha_p~pi,all alpha_e,CEGAMMA nearest fixed alpha_p quarter-pi center
muon,gradient_local_minimum_0013,gradient,gradient,gradient,0.1056583755,24.99459227636881,4.999459198390243,2.410537680754541,1.1571358490472061,0.0,0.0,3.141592653589793,0.0,1.2458676076208863,3.141592653589793,4.755292007565181,2.451474268681687,3.1417707964051838,0.3583308403320828,0.00017814281539069212,0.7711706531969578,21.11380514587845,0.934160147434879,-11.524795772857932,0.006549749437171105,0.002000087874401778,2.3679505326009727,0.937699187424204,2.8098051090137686,160.9899740007851,0.690106318084375,5.4846110045952985,0.690106318084375,5.4846110045952985,False,,gradient,491001351,1.5668280590609298,3.1415908272076596,0.9999999999999999,3.003103273221477e-06,0.0028829242140572904,0.9999999999999999,7.164205238884405e-05,-2.703687447425107e-06,2.7116831826101695e-06,-0.9999641950472569,-0.9999641950399253,5.705255224416908e-05,0.999999997447684,5.70527387805973e-05,0.9999999997143105,8.713463659768388e-05,0.9999999997143213,0.9999239293168414,1.414142419526868,0.0001006144116663645,1.278259387227365e-09,1.0824361750697175e-09,1.278259642191034e-09,4.3480157607944366e-06,4.6070867762777885e-06,4.607088682850579e-06,8.955102537072225e-06,1.2953741431446701e-07,-3.136167093047561,0.028930414538127194,4.3480157607944366e-06,2.9874905402339486e-06,8.947383016573611e-06,8.947383016573614e-06,0.6666519352042443,0.9999820975144466,0.9999820975144464,2.9874905402339486e-06,2.5523160251950117e-09,491,latin_hypercube,nan,True,True,0,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,42,1393,594,0.0790150584604545,0.9678832728973561,1.5594687075015656e-07,2.5523160251950117e-09,37,23,False,1e-05,2.5139043069444256e-09,True,0.03211672710264396,0.9999998440531292,0.999999997447684,0.4526895631801917,0.865441908643169,0.5565869242116793,0.7062185070751821,0.5588570688017542,0.5518581192408745,0.5076024825776236,0.9235461905032925,0.9998614806286016,1.0,0.7803284954465592,0.495905849295813,0.7568282288493812,0.5000283523096457,0.49873686114925425,0.9999994186445109,13,2.3349896460800323e-09,True,4,295,5.813554890519131e-07,False,alpha_p~pi,all alpha_e,CEGAMMA nearest fixed alpha_p quarter-pi center
muon,gradient_local_minimum_0016,gradient,gradient,gradient,0.1056583755,14.169264409383327,3.764208337669865,1.7635550408244876,1.1243213133396246,0.0,0.0,3.141592653589793,0.0,1.3676219897765376,0.7366408798295438,6.283032369785036,3.1408119562759294,6.282372693329367,0.9553565234732844,3.1414387850155676,-0.7402047015147635,5.1584370829371915,0.4509208266865449,-1.152407368461888,0.2064967010912709,0.22849111218974,7.161191415025353,0.8615426513976031,2.1870168272608894,125.30683392614077,0.004325531947809047,2.0073403891852886,0.004325531947809047,2.0073403891852886,False,,gradient,2034004590,2.756137031555286,3.0295981328403547,1.0,422.9559160786605,0.4533607390969254,1.0,0.2879648837444994,1.9183724545901448e-05,-1.660050855772921e-05,-0.9973539241166356,-0.997353923798176,2.0986035431225667e-05,0.9999999967983795,2.1024086912206484e-05,0.9999999989175896,8.685655376255759e-05,0.9999999989175731,0.9999719922335596,1.4141426441203009,0.00010029330918844986,3.798006575905788e-09,6.661635017895386e-09,3.796374966272381e-09,8.33573797761412e-05,0.0005780914261242908,0.0005780923307357338,0.0006614488059004319,0.0002473679277855178,3.1388882315083775,0.7479578935780985,8.33573797761412e-05,0.12165004368685398,0.1691362781967069,0.1691362781967069,0.5443430894007861,0.8302022729973926,0.8302022729973927,0.12165004368685398,3.201620524251325e-09,2034,sobol_screened,0.5727508914177932,True,True,0,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,32,4646,927,1.2674993879549328,0.5727508914177932,0.010959214680635543,3.201620524251325e-09,165,151,False,1e-05,3.6118191770739827e-09,True,0.42724910858220677,0.9890407853193645,0.9999999967983795,0.23418914433568716,0.44931291975080967,0.9942691372707486,0.5561129096895456,0.3640955500304699,0.9353698780760169,0.8037457149475813,0.9710444239899516,0.6834678722158531,0.23448007461686954,0.99975149632688,0.7759540957311161,0.9999756592576737,0.9998706684889126,0.8773056648212939,0.964351036847038,16,2.984294145136346e-09,True,4,295,0.03564896315296192,False,alpha_p~pi,all alpha_e,CEGAMMA nearest fixed alpha_p quarter-pi center
muon,gradient_local_minimum_0017,gradient,gradient,gradient,0.1056583755,21.19753086057603,4.604077634073521,2.205170867532935,1.2994587836700222,0.0,0.0,3.141592653589793,0.0,0.8955269849497312,2.9323354680548723,3.630348990318269e-05,2.484725939703725,5.169426241644879,0.3436508457857814,2.376701831977643,0.8306079849848712,18.009884641331016,0.9505335646127759,-11.527381592427481,0.006546859558857568,0.001998873053201023,1.817091066393369,0.9330564149621166,2.79037316023576,159.87660534809083,0.4132007044700734,3.6544522289211194,0.4132007044700734,3.6544522289211194,False,,gradient,190002793,1.5783926579769936,3.1223607221832594,1.0,4.5602905476591194e-06,0.002251282085369434,1.0000000000000002,0.3733038720632133,-3.715433009582325e-05,4.622678383398027e-05,-0.9172428141397366,-0.9172428124222114,1.1968532339513636e-05,0.9999999967057117,1.1981605702220502e-05,0.9999999979743113,7.123552748072475e-05,0.999999997974362,0.9999840321591257,1.4141553977766372,8.225570171486498e-05,2.3939533688732695e-09,4.787695733891625e-09,2.3937417166503808e-09,0.009740782893968396,0.010950814255371172,0.011020418083486182,0.020691597149339568,0.0006746195088163991,2.6833359277844435,0.06520709870266651,0.009740782893968396,0.0057773945954227275,0.021687556204688287,0.021687556204688287,0.049933097249314176,0.9576208466459722,0.9576208466459722,0.0057773945954227275,3.2942882866038303e-09,190,latin_hypercube,nan,True,False,2,ABNORMAL: ,1,2836,198,0.3566852380125402,0.9865700425894379,0.9672885885393883,3.2942882866038303e-09,117,103,False,1e-05,5.578043804632671e-09,True,0.01342995741056206,0.032711411460611683,0.9999999967057117,0.45085142163548597,0.967784906118574,0.9644862069807629,0.67432869966253,0.9697682003587192,0.6940413563033121,0.6788762336091326,0.8307090695063681,0.8985895820920641,0.933391369089239,0.7909128310650051,0.37903912641875065,5.777879869578239e-06,0.8227397393067412,0.5024179873139877,0.9938782861028919,17,3.076961907488851e-09,True,4,295,0.006121713897108204,False,alpha_p~pi,all alpha_e,CEGAMMA nearest fixed alpha_p quarter-pi center
muon,gradient_local_minimum_0025,gradient,gradient,gradient,0.1056583755,23.904712977089318,4.8892446223408905,2.3534158588348033,2.232700641657139,0.0,0.0,3.141592653589793,0.0,1.949894513055824,0.1987155271559034,6.280143342262808,3.138454162095402,6.277851507197858,2.0617000340252756,3.1385193034254697,-0.9796965586022007,1.2920980692301782,0.06706404693481033,-0.20889593369458115,0.6409959760764816,1.0100534237783945,18.85437430000861,0.8371806334890372,1.0830311030540454,62.05311128639492,0.004645044317989289,0.5462461120857931,0.004645044317989289,0.5462461120857931,False,,gradient,894001662,0.685303068239309,3.015482935039983,0.9999999999999999,601468.3532189348,0.9801829488046941,0.9999999999999998,0.22939755615167967,2.6748498275774857e-05,-1.9111079727074376e-05,-0.9673393324537295,-0.9673393319425369,4.372326995605221e-05,0.999999994892109,4.3752546225704496e-05,0.9999999983519204,0.0001176421394025145,0.9999999983521339,0.9999416812990511,1.414117508971809,0.00013584144124511956,5.007898540299038e-09,1.0013663326318428e-08,5.005764565233252e-09,0.005862425496904445,0.002303321444292049,0.0058627215695321614,0.008165746941196494,0.0017798480989339146,-0.018240161441004172,0.4359302613100868,0.005862425496904445,0.0025861678694992585,0.05703108245048255,0.05703108245048256,0.00013988424728271671,0.9348031706083211,0.9348031706083211,0.0025861678694992585,5.107890999056508e-09,894,latin_hypercube,nan,True,True,0,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,24,1774,522,0.47781392953275637,0.992206425955903,0.0012139853075363582,5.107890999056508e-09,56,42,False,1e-05,5.1291582092716226e-09,True,0.007793574044096982,0.9987860146924636,0.999999994892109,0.9720279898983558,0.1424313554619788,0.4006021160727824,0.20903456694144334,0.6571480370514523,0.4720092968689004,0.016873326381051486,0.051681535248055736,0.9716314356030918,0.06325311683194758,0.9990009871296315,0.8270589180241419,0.9995158562467826,0.9991510993674445,0.21813874165265698,0.9598580298417402,25,4.890564619941529e-09,True,4,295,0.04014197015825987,False,alpha_p~pi,all alpha_e,CEGAMMA nearest fixed alpha_p quarter-pi center
muon,gradient_local_minimum_0026,gradient,gradient,gradient,0.1056583755,15.662115895489801,3.957539121157213,1.8660306008386425,1.8627158619476467,0.0,0.0,3.141592653589793,0.0,0.3075659292106964,0.15889288487297537,6.28287851102201,3.1242982488778557,6.282925633251058,2.9481543183718775,3.1412866927624297,-0.9845191281150941,0.10900026624937872,0.043254564781090264,-0.08757323066946249,0.8124434918966038,1.373061169286277,3.290815135636758,0.1706013771765764,0.21073273991282684,12.07409660223305,0.0010051115789262433,0.011718629368883016,0.0010051115789262433,0.011718629368883016,False,,gradient,1003001196,0.7068444796808139,3.023294651136634,1.0,8127296.212896983,1.0002866293189512,1.0,0.082321879682337,-1.0695743797195512e-05,-1.631444336069876e-06,-0.9875494494655891,-0.9875494494830386,3.3464392466229576e-05,0.9999999947133859,3.345152445810499e-05,0.9999999964657275,8.372285013419481e-05,0.9999999964658018,0.9999553877508209,1.414145201657972,9.667481969802936e-05,2.3848176766705365e-09,4.770645582887805e-09,2.385827491623271e-09,0.0019344471595740017,0.001174537529882374,0.0019344474008440645,0.0031089846894563756,0.00037995505611587667,0.001126939561849083,0.24442388372283302,0.0019344471595740017,0.0010237237837262068,0.01816157747297357,0.018161577472973568,1.5880129440199028e-05,0.9787294378375699,0.9787294378375699,0.0010237237837262068,5.286614146449153e-09,1003,latin_hypercube,nan,True,True,0,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,21,1306,495,1.7426618529343951,0.9133197464083852,0.3235390959820533,5.286614146449153e-09,35,21,False,1e-05,5.66085212039269e-09,True,0.08668025359161484,0.6764609040179467,0.9999999947133859,0.21382197663114164,0.17205321979992227,0.2945044827876069,0.4880321041666449,0.6039329355773473,0.015440713201310657,0.12289239414102349,0.8868119347283784,0.7329870639443682,0.05057717609933095,0.9944950200045268,0.12321113300149308,0.999951171875,0.9999586716106827,0.22499558587684063,0.9623445763033651,26,5.069287767334174e-09,True,4,295,0.03765542369663491,False,alpha_p~pi,all alpha_e,CEGAMMA nearest fixed alpha_p quarter-pi center
