detail_id,selected_observable,selected_observable_label,selected_spin_case,selected_region,qOut_regime,cluster_id,energy_band_cluster_id,selected_concurrence,selected_purity,alpha_e,alpha_p,sqrt_s,theta_p_out,theta_gamma_out,phi_p_out,qOut,phi_gamma_out
max_c_ep_mixing_angles_polarization_03_local_minimum_0,C_e_p,C_{ep},mixing_angles,polarization_cluster_03_local_minimum_0,gradient_local_minimum,0,0,9.9999999964964370e-01,1.0000000000000000e+00,1.7069506332859343e+00,1.4363415356384621e-01,3.888200387181565,3.1408608646623253,3.1406213565899064,3.186693276634789,0.0918479921983164,6.282692859435786
max_c_ep_mixing_angles_polarization_03_local_minimum_1,C_e_p,C_{ep},mixing_angles,polarization_cluster_03_local_minimum_1,gradient_local_minimum,1,1,9.9999999184901955e-01,1.0000000000000002e+00,1.8490848894787790e+00,2.8443309302931072e+00,3.1239422612904644,3.131631570106399,3.1410382300294217,6.278222212336741,0.07607401286327237,0.0011236454911191132
max_c_ep_mixing_angles_polarization_03_local_minimum_2,C_e_p,C_{ep},mixing_angles,polarization_cluster_03_local_minimum_2,gradient_local_minimum,2,2,9.9999998944891333e-01,1.0000000000000002e+00,1.8474819039121329e+00,2.9558539923310989e-01,4.0984928982742215,3.1311857850350227,3.1411821547809207,3.961227203597183,0.10647855596479565,6.283140175864242
max_c_ep_mixing_angles_polarization_03_local_minimum_4,C_e_p,C_{ep},mixing_angles,polarization_cluster_03_local_minimum_4,gradient_local_minimum,3,3,9.9999998847752181e-01,1.0000000000000002e+00,1.7355694385004363e+00,1.7916699117787405e-01,3.026910317898892,3.131775176547325,3.1405511971014604,4.409291835651345,0.10335883870492249,0.001432563747091347
max_c_ep_mixing_angles_polarization_03_local_minimum_5,C_e_p,C_{ep},mixing_angles,polarization_cluster_03_local_minimum_5,gradient_local_minimum,4,4,9.9999998743792706e-01,9.9999999999999989e-01,1.7461513748277397e+00,2.9562733829659975e+00,3.4405637618948455,3.1346979352081132,3.1407375400982853,5.16520441638749,0.07961395973150537,0.0
max_c_ep_mixing_angles_polarization_03_local_minimum_19,C_e_p,C_{ep},mixing_angles,polarization_cluster_03_local_minimum_19,gradient_local_minimum,5,5,9.9999980896729468e-01,9.9999999999999967e-01,2.0925698476326491e+00,5.7084092299416833e-01,1.6665759398453173,3.141592653589793,3.14112443144987,2.1275530038638606,0.0284516358177056,6.283177255121028
max_c_ep_mixing_angles_polarization_03_local_minimum_20,C_e_p,C_{ep},mixing_angles,polarization_cluster_03_local_minimum_20,gradient_local_minimum,6,6,9.9999980878375383e-01,1.0000000000000000e+00,2.1223672040958990e+00,6.1034225384520580e-01,1.6234080711027339,3.1415612376632573,3.1411812668759342,3.129542835139715,0.027021208396401573,6.282989213483822
max_c_ep_mixing_angles_polarization_03_local_minimum_30,C_e_p,C_{ep},mixing_angles,polarization_cluster_03_local_minimum_30,gradient_local_minimum,7,7,9.9999965942834446e-01,1.0000000000000000e+00,2.1302315225396562e+00,6.2112731215947048e-01,1.5452947648745643,3.1403941967178692,3.141158482983502,0.010784144111981994,0.024382613748790936,6.283009031675384
max_c_ep_mixing_angles_polarization_03_local_minimum_32,C_e_p,C_{ep},mixing_angles,polarization_cluster_03_local_minimum_32,gradient_local_minimum,8,8,9.9999958185468851e-01,9.9999999999999989e-01,1.6629363403133521e+00,9.9653960603208108e-02,1.6977705553035167,3.1055385844580314,3.1371472108968637,4.4983559412329726,0.04250605210429361,0.0007182484686683088
max_c_ep_mixing_angles_polarization_03_local_minimum_34,C_e_p,C_{ep},mixing_angles,polarization_cluster_03_local_minimum_34,gradient_local_minimum,9,9,9.9999957220122648e-01,1.0000000000000000e+00,2.0845535727662718e+00,5.5594628616025332e-01,2.9580273172793676,3.0985904662957977,3.1413828746671375,0.0010019015146621457,0.06650650814356268,6.282915689106907
max_c_ep_mixing_angles_polarization_03_local_minimum_37,C_e_p,C_{ep},mixing_angles,polarization_cluster_03_local_minimum_37,gradient_local_minimum,10,10,9.9999951644877860e-01,1.0000000000000000e+00,2.6483721338537465e+00,1.0370313401383955e+00,1.81550562495385,3.103388894572312,3.141127009740556,3.1367654031577263,0.03325874822269331,3.1418862320471974
max_c_ep_mixing_angles_polarization_03_local_minimum_38,C_e_p,C_{ep},mixing_angles,polarization_cluster_03_local_minimum_38,gradient_local_minimum,11,11,9.9999946655567307e-01,9.9999999999999978e-01,1.7518695904974053e+00,2.9410429167450260e+00,2.2047123162860727,3.101536361087043,3.14017084837859,6.234976273979907,0.07155023099174238,0.00031546712929836243
max_c_ep_mixing_angles_polarization_03_local_minimum_39,C_e_p,C_{ep},mixing_angles,polarization_cluster_03_local_minimum_39,gradient_local_minimum,12,12,9.9999937670385308e-01,9.9999999999999978e-01,2.7112901506005915e+00,1.1133981429304451e+00,2.573118923200076,3.097452489998641,3.141219314546228,3.1386491158767313,0.05577023710432932,3.14154992494402
max_c_ep_mixing_angles_polarization_03_local_minimum_41,C_e_p,C_{ep},mixing_angles,polarization_cluster_03_local_minimum_41,gradient_local_minimum,13,13,9.9999937051890897e-01,1.0000000000000000e+00,1.7567279913618072e+00,2.6311709431759944e-01,2.0984004114008834,3.1049852514394787,3.1403352025090383,0.018939019847725398,0.2353242253171679,0.0004202877490958524
max_c_ep_mixing_angles_polarization_03_local_minimum_58,C_e_p,C_{ep},mixing_angles,polarization_cluster_03_local_minimum_58,gradient_local_minimum,14,14,9.9999810691521296e-01,1.0000000000000002e+00,1.8165043577295941e+00,2.5788919709947383e-01,1.1212549332588273,3.053240483029742,3.136169668588061,1.5918755269107303,0.008392599199388345,0.003073148877628895
max_c_ep_mixing_angles_polarization_03_local_minimum_60,C_e_p,C_{ep},mixing_angles,polarization_cluster_03_local_minimum_60,gradient_local_minimum,15,15,9.9999764785754863e-01,9.9999999999999978e-01,2.0866370096284070e+00,5.6250080587008544e-01,1.0164019642375244,3.0373818450014167,3.137989817775936,4.753602290611609,0.0037453208256538473,6.269277200862068
max_c_ep_mixing_angles_polarization_03_local_minimum_62,C_e_p,C_{ep},mixing_angles,polarization_cluster_03_local_minimum_62,gradient_local_minimum,16,16,9.9999756265815087e-01,1.0000000000000002e+00,1.5910926208625222e+00,2.0638524832364041e-02,2.526410702939603,3.124621807798559,3.130545252393388,1.1121766806688003,0.05490155044072312,6.276304508555651
max_c_ep_mixing_angles_polarization_03_local_minimum_65,C_e_p,C_{ep},mixing_angles,polarization_cluster_03_local_minimum_65,gradient_local_minimum,17,17,9.9999748474882200e-01,1.0000000000000000e+00,1.6081085454925044e+00,3.1060627026811387e+00,1.969832432727749,3.141592653589793,2.686047826812214,2.195207016250985,0.038086635900688934,6.283080954511068
max_c_ep_mixing_angles_polarization_03_local_minimum_66,C_e_p,C_{ep},mixing_angles,polarization_cluster_03_local_minimum_66,gradient_local_minimum,18,18,9.9999722592326024e-01,1.0000000000000004e+00,2.6452104594066861e+00,1.0342538185619141e+00,1.3144708907020086,3.111382676633987,3.1406524505373534,6.278211540615214,0.016110443803780374,3.140845711364318
max_c_ep_mixing_angles_polarization_03_local_minimum_69,C_e_p,C_{ep},mixing_angles,polarization_cluster_03_local_minimum_69,gradient_local_minimum,19,19,9.9999697876670168e-01,1.0000000000000000e+00,1.6087228191745204e+00,3.1053678746419040e+00,2.0851368613623067,3.139172434434125,2.607025843980166,5.103259995206819,0.041583687048263235,0.015496436733673617
max_c_ep_mixing_angles_polarization_03_local_minimum_71,C_e_p,C_{ep},mixing_angles,polarization_cluster_03_local_minimum_71,gradient_local_minimum,20,20,9.9999669284974002e-01,1.0000000000000000e+00,1.7046914054765019e+00,1.3673243788439496e-01,2.7488664045552795,3.099649900507605,3.1400991799426365,0.006679236987709389,0.06071105896489102,0.00048769701040693973
