selected_observable,selected_observable_label,selected_spin_case,selected_region,cluster_id,example_rank,selected_concurrence,selected_purity,pair_delta_xy,lepton,kinematic_point,s_regime,theta_in_regime,qOut_regime,electron_mass,s,sqrt_s,pIn,pOut,theta_in,phi_in_electron,phi_in_lepton,phi_in,qOut,phiOut,Q2,xB,t,W2,y,theta_e_gamma_deg,k_dot_qout,kp_dot_qout,abs_k_dot_qout,abs_kp_dot_qout,unpolarized_C_e_p,unpolarized_C_e_gamma,unpolarized_C_p_gamma,unpolarized_C_e_rest,unpolarized_C_p_rest,unpolarized_C_gamma_rest,L_proton_C_e_p,L_proton_C_e_gamma,L_proton_C_p_gamma,L_proton_C_e_rest,L_proton_C_p_rest,L_proton_C_gamma_rest,L_electron_C_e_p,L_electron_C_e_gamma,L_electron_C_p_gamma,L_electron_C_e_rest,L_electron_C_p_rest,L_electron_C_gamma_rest,Tx_proton_C_e_p,Tx_proton_C_e_gamma,Tx_proton_C_p_gamma,Tx_proton_C_e_rest,Tx_proton_C_p_rest,Tx_proton_C_gamma_rest,Ty_proton_C_e_p,Ty_proton_C_e_gamma,Ty_proton_C_p_gamma,Ty_proton_C_e_rest,Ty_proton_C_p_rest,Ty_proton_C_gamma_rest,Tx_electron_C_e_p,Tx_electron_C_e_gamma,Tx_electron_C_p_gamma,Tx_electron_C_e_rest,Tx_electron_C_p_rest,Tx_electron_C_gamma_rest,Ty_electron_C_e_p,Ty_electron_C_e_gamma,Ty_electron_C_p_gamma,Ty_electron_C_e_rest,Ty_electron_C_p_rest,Ty_electron_C_gamma_rest,LL_C_e_p,LL_C_e_gamma,LL_C_p_gamma,LL_C_e_rest,LL_C_p_rest,LL_C_gamma_rest,LTx_C_e_p,LTx_C_e_gamma,LTx_C_p_gamma,LTx_C_e_rest,LTx_C_p_rest,LTx_C_gamma_rest,LTy_C_e_p,LTy_C_e_gamma,LTy_C_p_gamma,LTy_C_e_rest,LTy_C_p_rest,LTy_C_gamma_rest,TxTx_C_e_p,TxTx_C_e_gamma,TxTx_C_p_gamma,TxTx_C_e_rest,TxTx_C_p_rest,TxTx_C_gamma_rest,TxTy_C_e_p,TxTy_C_e_gamma,TxTy_C_p_gamma,TxTy_C_e_rest,TxTy_C_p_rest,TxTy_C_gamma_rest
C_p_gamma,C_{p\gamma},TxTx,enhanced_region_0,0,1,9.9998334363104469e-01,9.9999999999999978e-01,0.0000000000000000e+00,aux,high_s_high_theta_in_low_Egamma,high_s,high_theta_in,low_Egamma,1.0000000000000000e+00,2.1515843999999998e+01,4.6385174355606331e+00,2.1069425131857251e+00,1.8435165757929837e+00,1.5707949999999999e+00,4.7123889803846897e+00,4.7123889803846897e+00,1.5707963267948966e+00,2.5000000000000000e-01,1.5707963267948966e+00,3.3313297967855201e-05,2.9614614757667306e-04,-1.2807274170626748e-02,9.9230007155627942e-01,5.7287321681731371e-03,1.8000000000000000e+02,1.1097883035465288e+00,1.1034013231103867e+00,1.1097883035465288e+00,1.1034013231103867e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,1.1584185827488277e-04,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,2.0526191995355875e-12,7.2902294246955564e-09,8.4420974837346784e-07,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,9.9998334363046837e-01,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,9.9998333692551888e-01,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,6.7406828354311247e-13,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,3.2050077567339774e-12,1.4496786115806732e-08,1.1601645700413726e-04,0.0000000000000000e+00,1.1601645541424858e-04,1.1601645445729552e-04,7.2482705905303437e-09,7.2902294205002816e-09,9.9998334363020547e-01,2.1073424255447017e-08,9.9998334363263175e-01,9.9998334363263197e-01,7.2461462728548583e-09,7.2889437576491875e-09,9.9998266094875743e-01,0.0000000000000000e+00,9.9998266831891125e-01,9.9998266831891136e-01,0.0000000000000000e+00,0.0000000000000000e+00,9.9998334363104469e-01,5.7716945531783729e-03,1.0000000000000000e+00,9.9999999999999989e-01,0.0000000000000000e+00,0.0000000000000000e+00,9.9998333692570696e-01,5.7716945504469102e-03,9.9999999329067268e-01,9.9999999329067268e-01
C_p_gamma,C_{p\gamma},TxTx,enhanced_region_0,0,2,9.9974008645577050e-01,9.9999999999999967e-01,9.8174770424681146e-02,aux,high_s_high_theta_in_low_Egamma,high_s,high_theta_in,low_Egamma,1.0000000000000000e+00,2.1515843999999998e+01,4.6385174355606331e+00,2.1069425131857251e+00,1.8440500205911219e+00,1.5707949999999999e+00,4.7123889803846897e+00,4.7123889803846897e+00,1.5707963267948966e+00,2.5000000000000000e-01,1.4726215563702154e+00,6.4047051319619905e-04,5.4504719653617880e-03,-1.2752486593919093e-02,9.9671087880745790e-01,5.9842813872812194e-03,1.7504582232830413e+02,1.1072519275247914e+00,1.1011959194846357e+00,1.1072519275247914e+00,1.1011959194846357e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,2.0931213129318477e-02,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,5.3636099761384638e-05,0.0000000000000000e+00,7.4968213993651910e-03,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,9.9973550704714043e-01,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,9.9993898434773310e-01,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,1.5215141396174615e-04,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,1.5348804527902282e-04,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,3.2997365300201651e-04,1.2394310722731985e-04,2.8257569540481153e-02,3.5582758072411812e-04,2.8259538006734811e-02,2.8257883283022436e-02,1.0738338164914692e-04,1.0129178769518365e-04,9.9960835126596870e-01,2.5728417584736297e-04,9.9960838758645953e-01,9.9960838695062959e-01,1.0339485849350730e-04,1.0358621283974005e-04,9.9995386983463797e-01,3.5766485390547844e-04,9.9995392957311102e-01,9.9995392959291840e-01,1.6611394609738567e-04,8.3700878710998849e-06,9.9974008645577050e-01,9.5681985009276917e-03,9.9978587248310125e-01,9.9978585871149783e-01,5.0079484457745136e-03,5.0076924427124858e-03,9.9993903287050556e-01,1.2123268002411267e-02,9.9999998398591972e-01,9.9999998263150758e-01
C_p_gamma,C_{p\gamma},TxTx,enhanced_region_1,1,1,9.9926922717367306e-01,1.0000000000000004e+00,0.0000000000000000e+00,aux,high_s_high_theta_in_mid_Egamma,high_s,high_theta_in,mid_Egamma,1.0000000000000000e+00,2.1515843999999998e+01,4.6385174355606331e+00,2.1069425131857251e+00,1.0192736299624232e+00,1.5707949999999999e+00,4.7123889803846897e+00,4.7123889803846897e+00,1.5707963267948966e+00,1.0000000000000000e+00,1.5707963267948966e+00,1.4626144989969381e-03,1.9945552357664644e-03,-3.3457513930297639e-01,1.6116849675574241e+00,3.7344855472419100e-02,1.8000000000000000e+02,4.4391532141861152e+00,4.2725969517832443e+00,4.4391532141861152e+00,4.2725969517832443e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,1.4206740451702669e-06,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,4.1727489836563861e-14,1.2265289754811476e-08,2.0351946428132095e-07,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,9.9926922715789512e-01,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,9.9926922717268751e-01,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,3.0815627827252001e-14,0.0000000000000000e+00,9.4063723149468237e-14,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,9.5139174316472008e-14,0.0000000000000000e+00,4.8262240770080287e-15,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,1.9096858552538029e-13,2.3627467192958129e-08,1.5643972678690509e-06,2.1073424255447017e-08,1.5644090371394865e-06,1.5645509658344612e-06,1.1805095802429181e-08,1.2265292259709071e-08,9.9926922717356514e-01,2.9802322387695312e-08,9.9926922717368949e-01,9.9926922717368949e-01,1.1804974396426038e-08,1.2265178839400059e-08,9.9926916430198076e-01,2.1073424255447017e-08,9.9926917286998929e-01,9.9926917286998929e-01,0.0000000000000000e+00,0.0000000000000000e+00,9.9926922717367306e-01,3.8223181758440715e-02,9.9999999999999989e-01,9.9999999999999989e-01,1.0475544043320184e-12,0.0000000000000000e+00,9.9926922717272326e-01,3.8223181758156068e-02,9.9999999999900036e-01,9.9999999999900047e-01
C_p_gamma,C_{p\gamma},TxTx,enhanced_region_1,1,2,9.9916184068949299e-01,1.0000000000000002e+00,9.8174770424681146e-02,aux,high_s_high_theta_in_mid_Egamma,high_s,high_theta_in,mid_Egamma,1.0000000000000000e+00,2.1515843999999998e+01,4.6385174355606331e+00,2.1069425131857251e+00,1.0206097674060488e+00,1.5707949999999999e+00,4.7123889803846897e+00,4.7123889803846897e+00,1.5707963267948966e+00,1.0000000000000000e+00,1.6689710972195777e+00,1.1535968433275749e-02,1.5330177698650350e-02,-3.3348118280159922e-01,1.6208086652867988e+00,3.8322501207989169e-02,1.7715879006860314e+02,4.4290077100991665e+00,4.2680351029158938e+00,4.4290077100991665e+00,4.2680351029158938e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,1.0786414329204711e-02,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,1.3248844997307355e-04,4.1510940925494074e-04,7.4947892731750216e-03,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,9.9914451113365244e-01,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,9.9917537533962075e-01,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,1.5355328303514104e-04,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,1.5812805215013970e-04,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,3.2019029068179475e-04,8.6587468950412338e-04,1.7590587462170910e-02,9.2826003241505857e-04,1.7593768843500446e-02,1.7612152602965524e-02,5.9081750743304176e-04,6.1007853939537928e-04,9.9956411887139618e-01,1.6002052604049660e-03,9.9956521456372294e-01,9.9956522613391896e-01,4.0075360637042105e-04,4.1964805978822526e-04,9.9920274164404954e-01,1.4609584098748962e-03,9.9920372494050147e-01,9.9920373269720042e-01,1.2900923930883430e-04,4.2473239165632738e-05,9.9916184068949299e-01,3.9883028044820273e-02,9.9995751810325861e-01,9.9995751068201999e-01,1.2674197269698251e-03,1.2624122551077456e-03,9.9917550182708403e-01,4.0598115710978898e-02,9.9999914881426244e-01,9.9999914245722521e-01
C_p_gamma,C_{p\gamma},TxTx,enhanced_region_2,2,1,9.9286252062195446e-01,9.9999999999999978e-01,3.1415926535897931e+00,aux,high_s_high_theta_in_low_Egamma,high_s,high_theta_in,low_Egamma,1.0000000000000000e+00,2.1515843999999998e+01,4.6385174355606331e+00,2.1069425131857251e+00,2.0919517662412601e+00,1.5707949999999999e+00,4.7123889803846897e+00,4.7123889803846897e+00,1.5707963267948966e+00,2.5000000000000000e-01,4.7123889803846897e+00,1.4376164598213765e-02,6.5148919411514260e-03,-3.7394174304480491e-05,3.0721298534479300e+00,1.1237838755582322e-01,0.0000000000000000e+00,5.6317046954593386e-02,6.3486432166545925e-02,5.6317046954593386e-02,6.3486432166545925e-02,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,4.9457636214159439e-02,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,2.7796887808693995e-06,1.6531040873728726e-05,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,9.9286252110187534e-01,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,9.9162993526354259e-01,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,1.5002771229567408e-04,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,1.5002595205759937e-04,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,1.7815672554034922e-07,6.3106668937887872e-06,5.6126343269221043e-02,6.3146296888916773e-06,5.6126343330063576e-02,5.6126343684558946e-02,3.1370161587603626e-06,2.7796887789521095e-06,9.9286252205666681e-01,4.8470708224563534e-06,9.9286252210014647e-01,9.9286252209908177e-01,3.1509811587690818e-06,2.9349251075834390e-06,9.9755598810581869e-01,4.9524564627479600e-06,9.9755598811229484e-01,9.9755598811163571e-01,8.2842643255333755e-07,1.5002680784668483e-04,9.9286252062195446e-01,1.1925785041927242e-01,9.9999919993551323e-01,9.9999921119026669e-01,7.5115045572449191e-09,1.5001739568828431e-04,9.9162993516851405e-01,1.1911062552092835e-01,9.9875785283407303e-01,9.9875786410283240e-01
C_p_gamma,C_{p\gamma},Tx_proton,enhanced_region_0,0,1,9.9998334363046837e-01,4.9999999999999961e-01,0.0000000000000000e+00,aux,high_s_high_theta_in_low_Egamma,high_s,high_theta_in,low_Egamma,1.0000000000000000e+00,2.1515843999999998e+01,4.6385174355606331e+00,2.1069425131857251e+00,1.8435165757929837e+00,1.5707949999999999e+00,4.7123889803846897e+00,4.7123889803846897e+00,1.5707963267948966e+00,2.5000000000000000e-01,1.5707963267948966e+00,3.3313297967855201e-05,2.9614614757667306e-04,-1.2807274170626748e-02,9.9230007155627942e-01,5.7287321681731371e-03,1.8000000000000000e+02,1.1097883035465288e+00,1.1034013231103867e+00,1.1097883035465288e+00,1.1034013231103867e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,1.1584185827488277e-04,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,2.0526191995355875e-12,7.2902294246955564e-09,8.4420974837346784e-07,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,9.9998334363046837e-01,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,9.9998333692551888e-01,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,6.7406828354311247e-13,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,3.2050077567339774e-12,1.4496786115806732e-08,1.1601645700413726e-04,0.0000000000000000e+00,1.1601645541424858e-04,1.1601645445729552e-04,7.2482705905303437e-09,7.2902294205002816e-09,9.9998334363020547e-01,2.1073424255447017e-08,9.9998334363263175e-01,9.9998334363263197e-01,7.2461462728548583e-09,7.2889437576491875e-09,9.9998266094875743e-01,0.0000000000000000e+00,9.9998266831891125e-01,9.9998266831891136e-01,0.0000000000000000e+00,0.0000000000000000e+00,9.9998334363104469e-01,5.7716945531783729e-03,1.0000000000000000e+00,9.9999999999999989e-01,0.0000000000000000e+00,0.0000000000000000e+00,9.9998333692570696e-01,5.7716945504469102e-03,9.9999999329067268e-01,9.9999999329067268e-01
C_p_gamma,C_{p\gamma},Tx_proton,enhanced_region_0,0,2,9.9973550832774249e-01,5.0002719050673827e-01,9.8174770424681146e-02,aux,high_s_high_theta_in_low_Egamma,high_s,high_theta_in,low_Egamma,1.0000000000000000e+00,2.1515843999999998e+01,4.6385174355606331e+00,2.1069425131857251e+00,1.8440500205911219e+00,1.5707949999999999e+00,4.7123889803846897e+00,4.7123889803846897e+00,1.5707963267948966e+00,2.5000000000000000e-01,1.6689710972195777e+00,6.4047051319621011e-04,5.4504719653618817e-03,-1.2752486593919093e-02,9.9671087880745790e-01,5.9842813872812203e-03,1.7504582232830398e+02,1.1072519275247916e+00,1.1011959194846357e+00,1.1072519275247916e+00,1.1011959194846357e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,2.0931213129321974e-02,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,5.3636099732297629e-05,0.0000000000000000e+00,7.4968213948051095e-03,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,9.9973550832774249e-01,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,9.9993898585327667e-01,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,1.5215141396782091e-04,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,1.5348804525750748e-04,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,3.2997365070579074e-04,1.2394310660834661e-04,2.8257569551879056e-02,3.5582758103612966e-04,2.8259538006750524e-02,2.8257883283030295e-02,2.2728748431242936e-04,2.3147604913378029e-04,9.9986079337397504e-01,4.3886175172564248e-04,9.9986086530492713e-01,9.9986086626584958e-01,1.0339485849353430e-04,1.0358623515693405e-04,9.9995387109876754e-01,3.5766485328466092e-04,9.9995392957311102e-01,9.9995392959291840e-01,1.6614471167205182e-04,8.3700878666321046e-06,9.9974008645506141e-01,9.5681985008812791e-03,9.9978587248310091e-01,9.9978585871149761e-01,5.0079505279343982e-03,5.0077169820920914e-03,9.9993898273642523e-01,1.2123306685051200e-02,9.9999993851924363e-01,9.9999993745115434e-01
C_p_gamma,C_{p\gamma},Tx_proton,enhanced_region_1,1,1,9.9926922715789512e-01,4.9999999999999994e-01,0.0000000000000000e+00,aux,high_s_high_theta_in_mid_Egamma,high_s,high_theta_in,mid_Egamma,1.0000000000000000e+00,2.1515843999999998e+01,4.6385174355606331e+00,2.1069425131857251e+00,1.0192736299624232e+00,1.5707949999999999e+00,4.7123889803846897e+00,4.7123889803846897e+00,1.5707963267948966e+00,1.0000000000000000e+00,1.5707963267948966e+00,1.4626144989969381e-03,1.9945552357664644e-03,-3.3457513930297639e-01,1.6116849675574241e+00,3.7344855472419100e-02,1.8000000000000000e+02,4.4391532141861152e+00,4.2725969517832443e+00,4.4391532141861152e+00,4.2725969517832443e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,1.4206740451702669e-06,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,4.1727489836563861e-14,1.2265289754811476e-08,2.0351946428132095e-07,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,9.9926922715789512e-01,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,9.9926922717268751e-01,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,3.0815627827252001e-14,0.0000000000000000e+00,9.4063723149468237e-14,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,9.5139174316472008e-14,0.0000000000000000e+00,4.8262240770080287e-15,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,1.9096858552538029e-13,2.3627467192958129e-08,1.5643972678690509e-06,2.1073424255447017e-08,1.5644090371394865e-06,1.5645509658344612e-06,1.1805095802429181e-08,1.2265292259709071e-08,9.9926922717356514e-01,2.9802322387695312e-08,9.9926922717368949e-01,9.9926922717368949e-01,1.1804974396426038e-08,1.2265178839400059e-08,9.9926916430198076e-01,2.1073424255447017e-08,9.9926917286998929e-01,9.9926917286998929e-01,0.0000000000000000e+00,0.0000000000000000e+00,9.9926922717367306e-01,3.8223181758440715e-02,9.9999999999999989e-01,9.9999999999999989e-01,1.0475544043320184e-12,0.0000000000000000e+00,9.9926922717272326e-01,3.8223181758156068e-02,9.9999999999900036e-01,9.9999999999900047e-01
C_p_gamma,C_{p\gamma},Tx_proton,enhanced_region_1,1,2,9.9914451113365244e-01,5.0002506367773580e-01,9.8174770424681146e-02,aux,high_s_high_theta_in_mid_Egamma,high_s,high_theta_in,mid_Egamma,1.0000000000000000e+00,2.1515843999999998e+01,4.6385174355606331e+00,2.1069425131857251e+00,1.0206097674060488e+00,1.5707949999999999e+00,4.7123889803846897e+00,4.7123889803846897e+00,1.5707963267948966e+00,1.0000000000000000e+00,1.6689710972195777e+00,1.1535968433275749e-02,1.5330177698650350e-02,-3.3348118280159922e-01,1.6208086652867988e+00,3.8322501207989169e-02,1.7715879006860314e+02,4.4290077100991665e+00,4.2680351029158938e+00,4.4290077100991665e+00,4.2680351029158938e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,1.0786414329204711e-02,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,1.3248844997307355e-04,4.1510940925494074e-04,7.4947892731750216e-03,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,9.9914451113365244e-01,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,9.9917537533962075e-01,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,1.5355328303514104e-04,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,1.5812805215013970e-04,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,3.2019029068179475e-04,8.6587468950412338e-04,1.7590587462170910e-02,9.2826003241505857e-04,1.7593768843500446e-02,1.7612152602965524e-02,5.9081750743304176e-04,6.1007853939537928e-04,9.9956411887139618e-01,1.6002052604049660e-03,9.9956521456372294e-01,9.9956522613391896e-01,4.0075360637042105e-04,4.1964805978822526e-04,9.9920274164404954e-01,1.4609584098748962e-03,9.9920372494050147e-01,9.9920373269720042e-01,1.2900923930883430e-04,4.2473239165632738e-05,9.9916184068949299e-01,3.9883028044820273e-02,9.9995751810325861e-01,9.9995751068201999e-01,1.2674197269698251e-03,1.2624122551077456e-03,9.9917550182708403e-01,4.0598115710978898e-02,9.9999914881426244e-01,9.9999914245722521e-01
C_p_gamma,C_{p\gamma},Tx_proton,enhanced_region_2,2,1,9.9286252110187534e-01,5.0000000000000011e-01,3.1415926535897931e+00,aux,high_s_high_theta_in_low_Egamma,high_s,high_theta_in,low_Egamma,1.0000000000000000e+00,2.1515843999999998e+01,4.6385174355606331e+00,2.1069425131857251e+00,2.0919517662412601e+00,1.5707949999999999e+00,4.7123889803846897e+00,4.7123889803846897e+00,1.5707963267948966e+00,2.5000000000000000e-01,4.7123889803846897e+00,1.4376164598213765e-02,6.5148919411514260e-03,-3.7394174304480491e-05,3.0721298534479300e+00,1.1237838755582322e-01,0.0000000000000000e+00,5.6317046954593386e-02,6.3486432166545925e-02,5.6317046954593386e-02,6.3486432166545925e-02,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,4.9457636214159439e-02,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,2.7796887808693995e-06,1.6531040873728726e-05,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,9.9286252110187534e-01,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,9.9162993526354259e-01,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,1.5002771229567408e-04,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,1.5002595205759937e-04,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,1.7815672554034922e-07,6.3106668937887872e-06,5.6126343269221043e-02,6.3146296888916773e-06,5.6126343330063576e-02,5.6126343684558946e-02,3.1370161587603626e-06,2.7796887789521095e-06,9.9286252205666681e-01,4.8470708224563534e-06,9.9286252210014647e-01,9.9286252209908177e-01,3.1509811587690818e-06,2.9349251075834390e-06,9.9755598810581869e-01,4.9524564627479600e-06,9.9755598811229484e-01,9.9755598811163571e-01,8.2842643255333755e-07,1.5002680784668483e-04,9.9286252062195446e-01,1.1925785041927242e-01,9.9999919993551323e-01,9.9999921119026669e-01,7.5115045572449191e-09,1.5001739568828431e-04,9.9162993516851405e-01,1.1911062552092835e-01,9.9875785283407303e-01,9.9875786410283240e-01
