detail_id,selected_observable,selected_observable_label,selected_spin_case,selected_region,qOut_regime,cluster_id,energy_band_cluster_id,selected_concurrence,selected_purity,alpha_e,alpha_p,sqrt_s,theta_p_out,theta_gamma_out,phi_p_out,qOut,phi_gamma_out
max_c_p_gamma_mixing_angles_polarization_03_local_minimum_2,C_p_gamma,C_{p\gamma},mixing_angles,polarization_cluster_03_local_minimum_2,gradient_local_minimum,0,0,9.9999999999909595e-01,1.0000000000000000e+00,3.1413521697672353e+00,2.3542176641975994e+00,3.3879156097498635,0.0,0.0,0.0,0.07668868268076214,2.9257771216743707
max_c_p_gamma_mixing_angles_polarization_03_local_minimum_31,C_p_gamma,C_{p\gamma},mixing_angles,polarization_cluster_03_local_minimum_31,gradient_local_minimum,1,1,9.9999999998582567e-01,1.0000000000000002e+00,3.1412228220753211e+00,7.8834176297459779e-01,5.0,0.0,0.0,3.221726072627627,0.34644306539051384,3.099050834753354
max_c_p_gamma_mixing_angles_polarization_03_local_minimum_32,C_p_gamma,C_{p\gamma},mixing_angles,polarization_cluster_03_local_minimum_32,gradient_local_minimum,2,2,9.9999999998487521e-01,1.0000000000000000e+00,3.1415663525731965e+00,8.5865659780931358e-01,2.0197790174350523,0.0,0.0,2.3091786733916098,0.332683706967454,2.8669068315668076
max_c_p_gamma_mixing_angles_polarization_03_local_minimum_34,C_p_gamma,C_{p\gamma},mixing_angles,polarization_cluster_03_local_minimum_34,gradient_local_minimum,3,3,9.9999999998468059e-01,9.9999999999999989e-01,3.1415922023373373e+00,8.5777169793554253e-01,3.4042372543070165,0.0,0.0,5.409268083714449,1.0569138958133104,4.33474423962302
max_c_p_gamma_mixing_angles_polarization_03_local_minimum_35,C_p_gamma,C_{p\gamma},mixing_angles,polarization_cluster_03_local_minimum_35,gradient_local_minimum,4,4,9.9999999998457656e-01,1.0000000000000000e+00,3.1415358666783200e+00,2.3467200188088406e+00,4.814168121912779,0.0,2.62315349462946e-05,1.4200370008693606,0.7753356235753528,3.402136477403555
max_c_p_gamma_mixing_angles_polarization_03_local_minimum_40,C_p_gamma,C_{p\gamma},mixing_angles,polarization_cluster_03_local_minimum_40,gradient_local_minimum,5,5,9.9999999998275635e-01,1.0000000000000000e+00,3.1414097270147581e+00,2.3455968890588186e+00,3.933872834609166,0.0,0.0,0.7649942997535778,0.5070175367274159,5.5600877204129
max_c_p_gamma_mixing_angles_polarization_03_local_minimum_41,C_p_gamma,C_{p\gamma},mixing_angles,polarization_cluster_03_local_minimum_41,gradient_local_minimum,6,6,9.9999999998194444e-01,1.0000000000000000e+00,3.1415523018289808e+00,2.3082987574243008e+00,3.6909848536962135,0.0,0.0,3.5493425721946372,1.050207087155562,3.255244837400116
max_c_p_gamma_mixing_angles_polarization_03_local_minimum_46,C_p_gamma,C_{p\gamma},mixing_angles,polarization_cluster_03_local_minimum_46,gradient_local_minimum,7,7,9.9999999997999844e-01,1.0000000000000000e+00,3.1415926535897931e+00,1.8578832222679140e+00,1.095841294275,3.141592653589793,0.0,5.592010960398225,0.043555549591411696,0.0
max_c_p_gamma_mixing_angles_polarization_03_local_minimum_54,C_p_gamma,C_{p\gamma},mixing_angles,polarization_cluster_03_local_minimum_54,gradient_local_minimum,8,8,9.9999999997527045e-01,9.9999999999999989e-01,3.1415635483582798e+00,2.3086407125530437e+00,4.892363903884434,0.0,7.823527973524494e-05,2.754818581042829,1.721451553328028,5.821176091966896
max_c_p_gamma_mixing_angles_polarization_03_local_minimum_57,C_p_gamma,C_{p\gamma},mixing_angles,polarization_cluster_03_local_minimum_57,gradient_local_minimum,9,9,9.9999999997349209e-01,9.9999999999999956e-01,3.1415921911406630e+00,9.1324232426673679e-01,3.1237421225951456,0.0018962638945900965,4.1189873395427414e-05,6.268629091591017,1.0859768955726232,6.155839075746355
max_c_p_gamma_mixing_angles_polarization_03_local_minimum_60,C_p_gamma,C_{p\gamma},mixing_angles,polarization_cluster_03_local_minimum_60,gradient_local_minimum,10,10,9.9999999997162259e-01,1.0000000000000000e+00,3.1414916508864770e+00,8.1145801459270483e-01,4.622188668252443,0.0,0.0,2.441057177358147,1.2512834957136492,3.267002864551798
max_c_p_gamma_mixing_angles_polarization_03_local_minimum_63,C_p_gamma,C_{p\gamma},mixing_angles,polarization_cluster_03_local_minimum_63,gradient_local_minimum,11,11,9.9999999996915423e-01,9.9999999999999978e-01,3.1415662278824397e+00,8.7607241139217651e-01,4.683265755439798,0.001227184630308513,0.0,0.12565383999702406,1.8707954017199535,3.0910211461203336
max_c_p_gamma_mixing_angles_polarization_03_local_minimum_65,C_p_gamma,C_{p\gamma},mixing_angles,polarization_cluster_03_local_minimum_65,gradient_local_minimum,12,12,9.9999999996864253e-01,1.0000000000000000e+00,3.1415605664732689e+00,8.4980182171077878e-01,4.034583765567136,5.339324779935141e-05,0.0,0.053911879542608135,1.3693010198528217,0.008988442691921042
max_c_p_gamma_mixing_angles_polarization_03_local_minimum_68,C_p_gamma,C_{p\gamma},mixing_angles,polarization_cluster_03_local_minimum_68,gradient_local_minimum,13,13,9.9999999996754163e-01,1.0000000000000000e+00,3.1415326149552909e+00,2.3379287676264613e+00,4.850763844138886,0.0,0.0,3.011616602007008,1.1635230318032548,0.965098547492424
max_c_p_gamma_mixing_angles_polarization_03_local_minimum_71,C_p_gamma,C_{p\gamma},mixing_angles,polarization_cluster_03_local_minimum_71,gradient_local_minimum,14,14,9.9999999996563471e-01,9.9999999999999978e-01,3.1415840198582430e+00,9.0903507296317621e-01,5.0,3.1402859013905857,1.7133150451709725e-05,6.2781288183677395,2.144511107085495,5.562217239500571
max_c_p_gamma_mixing_angles_polarization_03_local_minimum_73,C_p_gamma,C_{p\gamma},mixing_angles,polarization_cluster_03_local_minimum_73,gradient_local_minimum,15,15,9.9999999996320077e-01,1.0000000000000000e+00,3.1414536885503233e+00,2.3353061061447224e+00,4.5971122979646095,0.0,1.3533998001648103e-06,5.2887663352966285,1.1140055542790717,4.185923662064395
max_c_p_gamma_mixing_angles_polarization_03_local_minimum_76,C_p_gamma,C_{p\gamma},mixing_angles,polarization_cluster_03_local_minimum_76,gradient_local_minimum,16,16,9.9999999996093025e-01,1.0000000000000000e+00,3.1415838542011669e+00,2.2653650280923290e+00,2.2289298614953807,0.0,0.0,1.8133323021512453,0.484031017797521,1.6646640835862188
max_c_p_gamma_mixing_angles_polarization_03_local_minimum_81,C_p_gamma,C_{p\gamma},mixing_angles,polarization_cluster_03_local_minimum_81,gradient_local_minimum,17,17,9.9999999995811661e-01,1.0000000000000000e+00,3.1403359769852246e+00,7.8636792149396439e-01,4.890195536401485,0.0,0.0,1.2258976498652892,0.11841855055052748,0.611870249736815
max_c_p_gamma_mixing_angles_polarization_03_local_minimum_88,C_p_gamma,C_{p\gamma},mixing_angles,polarization_cluster_03_local_minimum_88,gradient_local_minimum,18,18,9.9999999995320898e-01,9.9999999999999967e-01,3.1415881802678420e+00,8.3264048227857768e-01,4.499182154751983,0.0003240559163471764,8.439875026394978e-05,5.689399760854504,1.4951521645593475,2.53243801285071
max_c_p_gamma_mixing_angles_polarization_03_local_minimum_89,C_p_gamma,C_{p\gamma},mixing_angles,polarization_cluster_03_local_minimum_89,gradient_local_minimum,19,19,9.9999999995318711e-01,1.0000000000000000e+00,3.1415292212597237e+00,2.3065155100162515e+00,2.8755774944300647,0.0,0.0,6.000982545267253,0.6352398681067712,5.571883060403674
max_c_p_gamma_mixing_angles_polarization_03_local_minimum_92,C_p_gamma,C_{p\gamma},mixing_angles,polarization_cluster_03_local_minimum_92,gradient_local_minimum,20,20,9.9999999995115718e-01,1.0000000000000000e+00,3.1415839499458960e+00,9.2057280016975473e-01,2.745630749248541,0.0012840645972940707,0.0,6.2735575307519404,0.8818231634579116,0.14792401031441912
max_c_p_gamma_mixing_angles_polarization_03_local_minimum_93,C_p_gamma,C_{p\gamma},mixing_angles,polarization_cluster_03_local_minimum_93,gradient_local_minimum,21,21,9.9999999995095767e-01,1.0000000000000002e+00,3.1415128668188466e+00,8.2712889352998253e-01,3.5822061419971005,0.0,1.199993151231272e-05,4.373144023572282,0.9322503554770031,3.9842106494978897
max_c_p_gamma_mixing_angles_polarization_03_local_minimum_98,C_p_gamma,C_{p\gamma},mixing_angles,polarization_cluster_03_local_minimum_98,gradient_local_minimum,22,22,9.9999999994700495e-01,9.9999999999999956e-01,3.1415687582921619e+00,9.0804127274039181e-01,3.330385920910458,0.0030679615757712823,0.0,0.16247787523082638,1.1935334593069384,6.2561022290143615
max_c_p_gamma_mixing_angles_polarization_03_local_minimum_106,C_p_gamma,C_{p\gamma},mixing_angles,polarization_cluster_03_local_minimum_106,gradient_local_minimum,23,23,9.9999999994078947e-01,1.0000000000000002e+00,3.1397448528242422e+00,2.3541204766907313e+00,4.531474780411132,0.0,0.0,2.158602319250943,0.19159948046669267,3.2542330934933643
max_c_p_gamma_mixing_angles_polarization_03_local_minimum_112,C_p_gamma,C_{p\gamma},mixing_angles,polarization_cluster_03_local_minimum_112,gradient_local_minimum,24,24,9.9999999993785027e-01,9.9999999999999989e-01,3.1415575062330805e+00,2.2566505147454223e+00,2.426171472422208,0.0,0.0,3.0539782990436044,0.6137266369386457,0.3973495792387167
max_c_p_gamma_mixing_angles_polarization_03_local_minimum_117,C_p_gamma,C_{p\gamma},mixing_angles,polarization_cluster_03_local_minimum_117,gradient_local_minimum,25,25,9.9999999993662658e-01,9.9999999999999967e-01,3.1411044149725256e+00,7.9285609600431073e-01,3.147515508924411,0.0,0.0,0.7914622710726932,0.20705826062996036,1.0520586871330397
max_c_p_gamma_mixing_angles_polarization_03_local_minimum_119,C_p_gamma,C_{p\gamma},mixing_angles,polarization_cluster_03_local_minimum_119,gradient_local_minimum,26,26,9.9999999993528954e-01,1.0000000000000002e+00,3.1415924035523917e+00,8.1799591875399091e-01,4.592047898314558,0.0,0.0,1.1548499091531563,1.3580194572353341,0.6153584044521022
max_c_p_gamma_mixing_angles_polarization_03_local_minimum_122,C_p_gamma,C_{p\gamma},mixing_angles,polarization_cluster_03_local_minimum_122,gradient_local_minimum,27,27,9.9999999993355981e-01,1.0000000000000002e+00,3.1415734185038446e+00,2.2860897568606320e+00,4.939885177823275,0.005444118860305651,0.0002567923342022532,2.5704336958253924,1.9211013269429442,5.772555503805919
