detail_id,selected_observable,selected_region,incoming_state,alpha_e,alpha_p,final_state_order,final_ket,out_index,hOut,sOut,lambda,amplitude_real,amplitude_imag,amplitude_abs,amplitude_phase,amplitude_abs2,fraction,decomposition_rank,retained_fraction_total
max_c_p_gamma_mixing_angles_polarization_03_local_minimum_2,C_p_gamma,polarization_cluster_03_local_minimum_2,cos(alpha_e)|+>+sin(alpha_e)|-> tensor cos(alpha_p)|+>+sin(alpha_p)|->,3.1413521697672353e+00,2.3542176641975994e+00,p_gamma_lepton,|-1+1+1>,5,1,-1,1,1.2762434315152495e+02,-1.5629474333379846e-14,1.2762434315152495e+02,-1.2246467991473532e-16,1.6287972964858194e+04,4.9999997720922346e-01,1,9.9999994216572419e-01
max_c_p_gamma_mixing_angles_polarization_03_local_minimum_2,C_p_gamma,polarization_cluster_03_local_minimum_2,cos(alpha_e)|+>+sin(alpha_e)|-> tensor cos(alpha_p)|+>+sin(alpha_p)|->,3.1413521697672353e+00,2.3542176641975994e+00,p_gamma_lepton,|+1-1+1>,6,1,1,-1,1.2762434158777918e+02,1.5629474141876222e-14,1.2762434158777918e+02,1.2246467991473532e-16,1.6287972565714144e+04,4.9999996495650073e-01,2,9.9999994216572419e-01
max_c_p_gamma_mixing_angles_polarization_03_local_minimum_31,C_p_gamma,polarization_cluster_03_local_minimum_31,cos(alpha_e)|+>+sin(alpha_e)|-> tensor cos(alpha_p)|+>+sin(alpha_p)|->,3.1412228220753211e+00,7.8834176297459779e-01,p_gamma_lepton,|-1+1+1>,5,1,-1,1,-3.7574637681999825e+01,4.6015659766382616e-15,3.7574637681999825e+01,3.1415926535897931e+00,1.4118533969335613e+03,5.0000210343566931e-01,1,9.9999986321516898e-01
max_c_p_gamma_mixing_angles_polarization_03_local_minimum_31,C_p_gamma,polarization_cluster_03_local_minimum_31,cos(alpha_e)|+>+sin(alpha_e)|-> tensor cos(alpha_p)|+>+sin(alpha_p)|->,3.1412228220753211e+00,7.8834176297459779e-01,p_gamma_lepton,|+1-1+1>,6,1,1,-1,3.7574474471025177e+01,4.6015459890584913e-15,3.7574474471025177e+01,1.2246467991473530e-16,1.4118411317737227e+03,4.9999775977949962e-01,2,9.9999986321516898e-01
max_c_p_gamma_mixing_angles_polarization_03_local_minimum_32,C_p_gamma,polarization_cluster_03_local_minimum_32,cos(alpha_e)|+>+sin(alpha_e)|-> tensor cos(alpha_p)|+>+sin(alpha_p)|->,3.1415663525731965e+00,8.5865659780931358e-01,p_gamma_lepton,|+1-1+1>,6,1,1,-1,9.9720123702044798e+00,1.2212193030228727e-15,9.9720123702044798e+00,1.2246467991473532e-16,9.9441030711511175e+01,5.0000017250973183e-01,1,9.9999999927812677e-01
max_c_p_gamma_mixing_angles_polarization_03_local_minimum_32,C_p_gamma,polarization_cluster_03_local_minimum_32,cos(alpha_e)|+>+sin(alpha_e)|-> tensor cos(alpha_p)|+>+sin(alpha_p)|->,3.1415663525731965e+00,8.5865659780931358e-01,p_gamma_lepton,|-1+1+1>,5,1,-1,1,-9.9720089224681843e+00,1.2212188807969504e-15,9.9720089224681843e+00,3.1415926535897931e+00,9.9440961949785077e+01,4.9999982676839488e-01,2,9.9999999927812677e-01
max_c_p_gamma_mixing_angles_polarization_03_local_minimum_34,C_p_gamma,polarization_cluster_03_local_minimum_34,cos(alpha_e)|+>+sin(alpha_e)|-> tensor cos(alpha_p)|+>+sin(alpha_p)|->,3.1415922023373373e+00,8.5777169793554253e-01,p_gamma_lepton,|-1+1+1>,5,1,-1,1,-1.2061025822270934e+00,-1.4770496667677669e-16,1.2061025822270934e+00,-3.1415926535897931e+00,1.4546834388548626e+00,5.0000276723237869e-01,1,9.9999999999978773e-01
max_c_p_gamma_mixing_angles_polarization_03_local_minimum_34,C_p_gamma,polarization_cluster_03_local_minimum_34,cos(alpha_e)|+>+sin(alpha_e)|-> tensor cos(alpha_p)|+>+sin(alpha_p)|->,3.1415922023373373e+00,8.5777169793554253e-01,p_gamma_lepton,|+1-1+1>,6,1,1,-1,1.2060959071130739e+00,-1.4770414921107493e-16,1.2060959071130739e+00,-1.2246467991473532e-16,1.4546673371549086e+00,4.9999723276740909e-01,2,9.9999999999978773e-01
max_c_p_gamma_mixing_angles_polarization_03_local_minimum_35,C_p_gamma,polarization_cluster_03_local_minimum_35,cos(alpha_e)|+>+sin(alpha_e)|-> tensor cos(alpha_p)|+>+sin(alpha_p)|->,3.1415358666783200e+00,2.3467200188088406e+00,p_gamma_lepton,|-1+1+1>,5,1,-1,1,1.0598658935348283e+01,-1.6457135003454375e-08,1.0598658935348283e+01,-1.5527563537842609e-09,1.1233157122783800e+02,5.0000249188461621e-01,1,9.9999999678155826e-01
max_c_p_gamma_mixing_angles_polarization_03_local_minimum_35,C_p_gamma,polarization_cluster_03_local_minimum_35,cos(alpha_e)|+>+sin(alpha_e)|-> tensor cos(alpha_p)|+>+sin(alpha_p)|->,3.1415358666783200e+00,2.3467200188088406e+00,p_gamma_lepton,|+1-1+1>,6,1,1,-1,9.1919378131009797e+00,-5.2762420415655527e+00,1.0598606080098431e+01,-5.2108813506759100e-01,1.1233045084109948e+02,4.9999750489694206e-01,2,9.9999999678155826e-01
