detail_id,detail_source,selected_observable,selected_observable_label,selected_spin_case,selected_region,cluster_id,selected_concurrence,selected_purity,pair_delta_xy,kinematic_point,incoming_state,initial_component,ensemble_weight,out_index,hOut,sOut,lambda,amplitude_real,amplitude_imag,amplitude_abs,amplitude_phase,amplitude_abs2,weighted_abs2,fraction,decomposition_rank,retained_fraction_total
c_p_gamma_TxTx_region_0,enhanced_cluster,C_p_gamma,C_{p\gamma},TxTx,enhanced_region_0,0,9.9993053429281797e-01,9.9999999999999978e-01,0.0000000000000000e+00,high_s_high_theta_in_low_Egamma,"$|T_{x,e}T_{x,p}\rangle$","electron Tx, proton Tx",1.0000000000000000e+00,2,-1,1,-1,-1.6904533807365562e-04,-1.4958253797043675e+01,1.4958253797998877e+01,-1.5708076279360832e+00,2.2374935668534783e+02,2.2374935668534783e+02,2.5294667774301061e-01,1,9.9999999947853901e-01
c_p_gamma_TxTx_region_0,enhanced_cluster,C_p_gamma,C_{p\gamma},TxTx,enhanced_region_0,0,9.9993053429281797e-01,9.9999999999999978e-01,0.0000000000000000e+00,high_s_high_theta_in_low_Egamma,"$|T_{x,e}T_{x,p}\rangle$","electron Tx, proton Tx",1.0000000000000000e+00,5,1,-1,1,-1.6904533806971010e-04,-1.4958253797043650e+01,1.4958253797998852e+01,-1.5708076279360830e+00,2.2374935668534707e+02,2.2374935668534707e+02,2.5294667774300972e-01,2,9.9999999947853901e-01
c_p_gamma_TxTx_region_0,enhanced_cluster,C_p_gamma,C_{p\gamma},TxTx,enhanced_region_0,0,9.9993053429281797e-01,9.9999999999999978e-01,0.0000000000000000e+00,high_s_high_theta_in_low_Egamma,"$|T_{x,e}T_{x,p}\rangle$","electron Tx, proton Tx",1.0000000000000000e+00,6,1,1,-1,-1.7362287803506857e-04,-1.4782972084379411e+01,1.4782972085398994e+01,-1.5708080715832271e+00,2.1853626367768587e+02,2.1853626367768587e+02,2.4705332199625968e-01,3,9.9999999947853901e-01
c_p_gamma_TxTx_region_0,enhanced_cluster,C_p_gamma,C_{p\gamma},TxTx,enhanced_region_0,0,9.9993053429281797e-01,9.9999999999999978e-01,0.0000000000000000e+00,high_s_high_theta_in_low_Egamma,"$|T_{x,e}T_{x,p}\rangle$","electron Tx, proton Tx",1.0000000000000000e+00,1,-1,-1,1,-1.7362287802970541e-04,-1.4782972084379393e+01,1.4782972085398976e+01,-1.5708080715832269e+00,2.1853626367768535e+02,2.1853626367768535e+02,2.4705332199625910e-01,4,9.9999999947853901e-01
c_p_gamma_TxTx_region_1,enhanced_cluster,C_p_gamma,C_{p\gamma},TxTx,enhanced_region_1,1,9.9946060908852508e-01,1.0000000000000000e+00,0.0000000000000000e+00,high_s_high_theta_in_mid_Egamma,"$|T_{x,e}T_{x,p}\rangle$","electron Tx, proton Tx",1.0000000000000000e+00,5,1,-1,1,-3.1762262955849059e-06,-3.7837224820802553e+00,3.7837224820815885e+00,-1.5707971662397318e+00,1.4316555821409656e+01,1.4316555821409656e+01,2.5821009614852636e-01,1,9.9999999997537925e-01
c_p_gamma_TxTx_region_1,enhanced_cluster,C_p_gamma,C_{p\gamma},TxTx,enhanced_region_1,1,9.9946060908852508e-01,1.0000000000000000e+00,0.0000000000000000e+00,high_s_high_theta_in_mid_Egamma,"$|T_{x,e}T_{x,p}\rangle$","electron Tx, proton Tx",1.0000000000000000e+00,2,-1,1,-1,-3.1762262955511808e-06,-3.7837224820802540e+00,3.7837224820815871e+00,-1.5707971662397318e+00,1.4316555821409647e+01,1.4316555821409647e+01,2.5821009614852625e-01,2,9.9999999997537925e-01
c_p_gamma_TxTx_region_1,enhanced_cluster,C_p_gamma,C_{p\gamma},TxTx,enhanced_region_1,1,9.9946060908852508e-01,1.0000000000000000e+00,0.0000000000000000e+00,high_s_high_theta_in_mid_Egamma,"$|T_{x,e}T_{x,p}\rangle$","electron Tx, proton Tx",1.0000000000000000e+00,1,-1,-1,1,-3.8654870662976363e-06,-3.6614385271050858e+00,3.6614385271071264e+00,-1.5707973825239598e+00,1.3406132087784403e+01,1.3406132087784403e+01,2.4178990383916338e-01,3,9.9999999997537925e-01
c_p_gamma_TxTx_region_1,enhanced_cluster,C_p_gamma,C_{p\gamma},TxTx,enhanced_region_1,1,9.9946060908852508e-01,1.0000000000000000e+00,0.0000000000000000e+00,high_s_high_theta_in_mid_Egamma,"$|T_{x,e}T_{x,p}\rangle$","electron Tx, proton Tx",1.0000000000000000e+00,6,1,1,-1,-3.8654870653044648e-06,-3.6614385271050858e+00,3.6614385271071264e+00,-1.5707973825239596e+00,1.3406132087784403e+01,1.3406132087784403e+01,2.4178990383916338e-01,4,9.9999999997537925e-01
c_p_gamma_TxTx_region_2,enhanced_cluster,C_p_gamma,C_{p\gamma},TxTx,enhanced_region_2,2,9.8734580248683690e-01,1.0000000000000002e+00,0.0000000000000000e+00,high_s_high_theta_in_high_Egamma,"$|T_{x,e}T_{x,p}\rangle$","electron Tx, proton Tx",1.0000000000000000e+00,2,-1,1,-1,1.8048401290277930e-09,-1.6156870071149973e-01,1.6156870071149973e-01,-1.5707963156241678e+00,2.6104445049602173e-02,2.6104445049602173e-02,2.8964551201721189e-01,1,9.9999999999936007e-01
c_p_gamma_TxTx_region_2,enhanced_cluster,C_p_gamma,C_{p\gamma},TxTx,enhanced_region_2,2,9.8734580248683690e-01,1.0000000000000002e+00,0.0000000000000000e+00,high_s_high_theta_in_high_Egamma,"$|T_{x,e}T_{x,p}\rangle$","electron Tx, proton Tx",1.0000000000000000e+00,5,1,-1,1,1.8048401100390498e-09,-1.6156870071149970e-01,1.6156870071149970e-01,-1.5707963156241680e+00,2.6104445049602163e-02,2.6104445049602163e-02,2.8964551201721178e-01,2,9.9999999999936007e-01
