detail_id,detail_source,selected_observable,selected_observable_label,selected_spin_case,selected_region,cluster_id,selected_concurrence,pair_delta_xy,kinematic_point,incoming_state,initial_spin_averaging_version,initial_component,ensemble_weight,out_index,hOut,sOut,lambda,amplitude_real,amplitude_imag,amplitude_abs,amplitude_phase,amplitude_abs2,weighted_abs2,fraction,decomposition_rank,retained_fraction_total
c_e_gamma_LL_region_0,enhanced_cluster,C_e_gamma,C_{e\gamma},LL,enhanced_region_0,0,7.9446785801403719e-11,2.8013201540128239e+00,high_s_high_theta_in_high_Egamma,$|L_eL_p\rangle$,prepared_spin_ensemble_v4,"electron L, proton L",1.0000000000000000e+00,7,1,1,1,1.3885050815793959e+05,2.7470619036682398e+05,3.0780343507110473e+05,1.1027974632130217e+00,9.4742954641571793e+10,9.4742954641571793e+10,7.0434472069215637e-01,1,9.9051557001187462e-01
c_e_gamma_LL_region_0,enhanced_cluster,C_e_gamma,C_{e\gamma},LL,enhanced_region_0,0,7.9446785801403719e-11,2.8013201540128239e+00,high_s_high_theta_in_high_Egamma,$|L_eL_p\rangle$,prepared_spin_ensemble_v4,"electron L, proton L",1.0000000000000000e+00,5,1,-1,1,-8.4447064200872846e+04,-1.6707213901527238e+05,1.8720151251334706e+05,-2.0387965768957050e+00,3.5044406287284836e+10,3.5044406287284836e+10,2.6052958398459536e-01,2,9.9051557001187462e-01
c_e_gamma_LL_region_0,enhanced_cluster,C_e_gamma,C_{e\gamma},LL,enhanced_region_0,0,7.9446785801403719e-11,2.8013201540128239e+00,high_s_high_theta_in_high_Egamma,$|L_eL_p\rangle$,prepared_spin_ensemble_v4,"electron L, proton L",1.0000000000000000e+00,6,1,1,-1,2.6492664444736172e+04,5.2413754126184584e+04,5.8728722878856475e+04,1.1027962170153462e+00,3.4490628909815202e+09,3.4490628909815202e+09,2.5641265335122943e-02,3,9.9051557001187462e-01
c_e_gamma_LL_region_1,enhanced_cluster,C_e_gamma,C_{e\gamma},LL,enhanced_region_1,1,6.8058417723460286e-11,3.1263783560715437e+00,high_s_high_theta_in_high_Egamma,$|L_eL_p\rangle$,prepared_spin_ensemble_v4,"electron L, proton L",1.0000000000000000e+00,7,1,1,1,2.6283912908641202e+05,4.1034327799788058e+04,2.6602297614470072e+05,1.5486940292601920e-01,7.0768223836884003e+10,7.0768223836884003e+10,9.4902422964196720e-01,1,9.8357291210886832e-01
c_e_gamma_LL_region_1,enhanced_cluster,C_e_gamma,C_{e\gamma},LL,enhanced_region_1,1,6.8058417723460286e-11,3.1263783560715437e+00,high_s_high_theta_in_high_Egamma,$|L_eL_p\rangle$,prepared_spin_ensemble_v4,"electron L, proton L",1.0000000000000000e+00,6,1,1,-1,5.0149559213554887e+04,7.8293223177278533e+03,5.0757034756462279e+04,1.5486931461258185e-01,2.5762765772687197e+09,2.5762765772687197e+09,3.4548682466901154e-02,2,9.8357291210886832e-01
c_e_gamma_LL_region_2,enhanced_cluster,C_e_gamma,C_{e\gamma},LL,enhanced_region_2,2,5.6802051756195483e-11,1.8841459489229870e+00,high_s_high_theta_in_high_Egamma,$|L_eL_p\rangle$,prepared_spin_ensemble_v4,"electron L, proton L",1.0000000000000000e+00,7,1,1,1,-1.1719376759556392e+06,-2.9063641478425148e+06,3.1337502255586120e+06,-1.9540854017366833e+00,9.8203904761886523e+12,9.8203904761886523e+12,7.7293318143613288e-01,1,9.9301249356619159e-01
c_e_gamma_LL_region_2,enhanced_cluster,C_e_gamma,C_{e\gamma},LL,enhanced_region_2,2,5.6802051756195483e-11,1.8841459489229870e+00,high_s_high_theta_in_high_Egamma,$|L_eL_p\rangle$,prepared_spin_ensemble_v4,"electron L, proton L",1.0000000000000000e+00,5,1,-1,1,-5.8400225644401391e+05,-1.4483167741403861e+06,1.5616273927503047e+06,-1.9540825871374305e+00,2.4386801137881143e+12,2.4386801137881143e+12,1.9194112326038912e-01,2,9.9301249356619159e-01
c_e_gamma_LL_region_2,enhanced_cluster,C_e_gamma,C_{e\gamma},LL,enhanced_region_2,2,5.6802051756195483e-11,1.8841459489229870e+00,high_s_high_theta_in_high_Egamma,$|L_eL_p\rangle$,prepared_spin_ensemble_v4,"electron L, proton L",1.0000000000000000e+00,6,1,1,-1,-2.2360242334348912e+05,-5.5453370993886783e+05,5.9791778630815563e+05,-1.9540806621465059e+00,3.5750567918364526e+11,3.5750567918364526e+11,2.8138188869669550e-02,3,9.9301249356619159e-01
c_e_gamma_LL_region_3,enhanced_cluster,C_e_gamma,C_{e\gamma},LL,enhanced_region_3,3,5.5763949124108274e-11,3.0072909817524813e+00,high_s_high_theta_in_high_Egamma,$|L_eL_p\rangle$,prepared_spin_ensemble_v4,"electron L, proton L",1.0000000000000000e+00,7,1,1,1,1.7748379256872545e+05,-1.6679952892646327e+05,2.4356227021989349e+05,-7.5437477346527892e-01,5.9322579474668411e+10,5.9322579474668411e+10,7.2330794610286264e-01,1,9.9120591535213698e-01
c_e_gamma_LL_region_3,enhanced_cluster,C_e_gamma,C_{e\gamma},LL,enhanced_region_3,3,5.5763949124108274e-11,3.0072909817524813e+00,high_s_high_theta_in_high_Egamma,$|L_eL_p\rangle$,prepared_spin_ensemble_v4,"electron L, proton L",1.0000000000000000e+00,5,1,-1,1,1.0256893846362062e+05,-9.6394177693367645e+04,1.4075590442583404e+05,-7.5437342061138657e-01,1.9812224630734528e+10,1.9812224630734528e+10,2.4156635858196956e-01,2,9.9120591535213698e-01
