local_minimum_id,contour_point_count,original_contour_cut,target_covariance_cut,covariance_rank,covariance_min_eigenvalue,covariance_max_eigenvalue,requested_samples,attempted_samples,accepted_samples,rejected_samples,rejection_fraction
0,1536,0.05,0.02,8,2.69066509041839e-07,3.4732140261937638e-06,2000,2000,2000,0,0.0
1,1536,0.05,0.02,8,3.307775259974929e-06,1.3907556463796682e-05,2000,2000,2000,0,0.0
2,1536,0.05,0.02,8,1.70332313237176e-06,1.0089131641452343e-05,2000,2000,2000,0,0.0
3,1536,0.05,0.02,8,1.2029520634533558e-06,8.669331601509282e-06,2000,2000,2000,0,0.0
4,1536,0.05,0.02,8,9.7055852664741e-07,8.666719333979238e-06,2000,2000,2000,0,0.0
5,1536,0.05,0.02,8,9.93455482027687e-07,7.853673902467583e-06,2000,2000,2000,0,0.0
6,1536,0.05,0.02,8,1.1512825906464484e-06,7.2336472623648664e-06,2000,2000,2000,0,0.0
7,1536,0.05,0.02,8,6.726556161938963e-07,6.463772298482887e-06,2000,2000,2000,0,0.0
8,1536,0.05,0.02,8,2.9426908576889135e-06,1.2471942394081293e-05,2000,2000,2000,0,0.0
9,1536,0.05,0.02,8,4.0449770287179874e-07,7.78390947075878e-06,2000,2000,2000,0,0.0
10,1536,0.05,0.02,8,2.5585065431235125e-06,1.2986618877183696e-05,2000,2000,2000,0,0.0
11,1536,0.05,0.02,8,6.854403360043083e-07,6.882568551843518e-06,2000,2000,2000,0,0.0
12,1536,0.05,0.02,8,2.446355451761408e-06,1.1061761320347923e-05,2000,2000,2000,0,0.0
13,1536,0.05,0.02,8,2.9082330890283e-07,7.776511851140819e-06,2000,2000,2000,0,0.0
14,1536,0.05,0.02,8,3.140222449055401e-07,4.058943399577284e-06,2000,2000,2000,0,0.0
15,1536,0.05,0.02,8,4.711691527944488e-07,5.291723235890592e-06,2000,2000,2000,0,0.0
16,1536,0.05,0.02,8,1.213233202895727e-06,1.0108792465546342e-05,2000,2000,2000,0,0.0
17,1536,0.05,0.02,8,1.2199016315030821e-06,8.528401997712081e-06,2000,2000,2000,0,0.0
18,1536,0.05,0.02,8,1.7433116550831584e-06,1.2327962614262144e-05,2000,2000,2000,0,0.0
