polarization,polarization_label,rank,D_W,purity,C_e_p,C_p_gamma,C_e_gamma,search_stage,sample_id,s,theta_in,qOut,phi_in,phi_in_electron,phiOut,Q2,xB,t,theta_e_gamma_deg,aligned
unpolarized,Unpolarized,24,1.1547005383792515,0.44760243494952745,0.0,0.0,0.0,broad,23,23.982148372241383,1.4441082093782835,1.3747293092736879,4.030466853309976,0.888874199720183,3.956941735508862,7.0696423102632036,0.416351710973012,-16.416641642364485,87.69328790247398,False
unpolarized,Unpolarized,25,1.1547005383792515,0.47610539002845276,0.0,0.0,0.0,broad,24,18.19293316339102,1.122829967175154,1.3049916660972614,4.687426807811448,1.5458341542216552,5.754961813106148,7.976850944795333,0.5686805268570018,-10.494150090362282,118.35031022701482,False
unpolarized,Unpolarized,26,1.1547005383792515,0.4254682321915722,0.0,0.0,0.0,broad,25,20.36552286342819,0.9493407814524167,0.8155382506690823,3.513530288149949,0.3719376345601564,1.4256014872780145,12.136175312461903,0.958970483659549,-7.400611981316773,174.8998800945854,False
unpolarized,Unpolarized,27,1.1547005383792515,0.3102005683473051,0.0,0.0,0.0,broad,26,24.819783550486477,0.9233218840230637,1.7028865960764417,5.8957510042544055,2.7541583506646123,0.2442313745311146,5.727719735584426,0.6182487420122379,-5.747417043493921,157.7898387831433,False
unpolarized,Unpolarized,28,1.1547005383792515,0.29119121416466515,0.0,0.0,0.0,broad,27,15.594843569226313,1.5632446899674926,1.0910596112979223,1.7137381001942398,4.855330753784033,5.610044726256437,1.9097168602854788,0.2508634199519898,-0.09933088624055553,99.81553077370779,False
unpolarized,Unpolarized,29,1.1547005383792515,0.4455212515964443,0.0,0.0,0.0,broad,28,16.13155313748241,0.584788508635633,0.8654496076165192,3.6917019752581575,0.5501093216683639,0.7038969669879204,9.559134355630011,0.8834500204971191,-5.361879016809938,152.58990728011727,False
unpolarized,Unpolarized,30,1.1547005383792515,0.3037545503096665,0.0,0.0,0.0,broad,29,24.027746691400814,0.6039441662333147,1.5812787138900526,1.9401003233546792,5.081692976944472,3.900457961206709,3.4882300888264575,0.2562422281003436,-3.9675425897936356,106.2604168502661,False
unpolarized,Unpolarized,31,1.1547005383792515,0.3779763426179671,0.0,0.0,0.0,broad,30,21.099514369055935,1.0675970584810037,1.436411903098941,5.960195287538327,2.818602633948533,5.267295261329164,2.5963533928516314,0.1938880702582749,-10.779611979914604,79.32688385381172,False
unpolarized,Unpolarized,32,1.1547005383792515,0.3570141148252922,0.0,0.0,0.0,broad,31,23.090617453940457,1.6693695071649186,0.6470400320820848,0.02034666492697257,3.1619393185167657,4.45952128103509,8.342794229298924,0.5781586644547397,-10.399199286227624,20.025195909788287,False
unpolarized,Unpolarized,33,1.1547005383792515,0.3026227976069171,0.0,0.0,0.0,broad,32,23.401044880741807,1.5294048197735668,1.058507380031088,0.4333021339064773,3.5748947874962704,4.274333327818878,5.7046709649273115,0.3771704960030567,-6.04423127280873,44.463434477908535,False
unpolarized,Unpolarized,34,1.1547005383792515,0.3505968176446098,0.0,0.0,0.0,broad,33,16.490524587839836,2.243615401862854,0.9829821848970295,0.4388176852680572,3.5804103388578503,3.7980543952565586,5.667363707298875,0.5080299499507475,-4.065310940449029,91.05251765348585,False
unpolarized,Unpolarized,35,1.1547005383792515,0.46541300517882556,0.0,0.0,0.0,broad,34,16.61880910726494,2.501839141575614,0.6045186888607714,4.171851085547841,1.030258431958048,0.163783135335852,10.443772628515912,0.8500882836562521,-8.788438655427221,119.8660968033138,False
unpolarized,Unpolarized,36,1.1547005383792515,0.49343592975117573,0.0,0.0,0.0,broad,35,20.78622258786444,1.235342914244921,0.732091006581326,5.337934973207156,2.1963423196173633,3.6490911093077933,14.152207724802565,0.7589347924980198,-14.812963279979304,83.16736445050202,False
unpolarized,Unpolarized,37,1.1547005383792515,0.47279672879051104,0.0,0.0,0.0,broad,36,18.93163674447399,1.481570576879907,0.5568223358696511,5.73579734431782,2.594204690728027,2.3545736411380584,13.794822886912147,0.9455125156064726,-9.819198556747207,146.5260799334205,False
unpolarized,Unpolarized,38,1.1547005383792515,0.31705126081281276,0.0,0.0,0.0,broad,37,23.798023582083218,2.748340819702948,0.3654590953029149,0.65964137972278,3.801234033312573,3.8387668521573755,7.809271852758631,0.7318152673576654,-8.164908977516035,57.88855002090003,False
unpolarized,Unpolarized,39,1.1547005383792515,0.4859629521608817,0.0,0.0,0.0,broad,38,19.82756522503163,1.0619642151075146,1.3034295990950744,4.48591675198654,1.344324098396747,2.171659540487441,14.272734913509945,0.9034732755720927,-6.457717348970895,167.7002975594758,False
unpolarized,Unpolarized,40,1.1547005383792515,0.3102479837399854,0.0,0.0,0.0,broad,39,15.811311547596759,0.4349429486374659,0.6669776218206738,0.8320470114067282,3.9736396649965213,4.387881921469152,3.4427613272871405,0.40279232722583963,-4.781465070531137,28.502795915805702,False
unpolarized,Unpolarized,41,1.1547005383792515,0.43832698595839653,0.0,0.0,0.0,broad,40,17.10637133012469,0.41597485278668417,0.9501039471403623,4.578826107567251,1.4372334539774583,6.192214664091033,8.272132159349157,0.7137488192899186,-7.393832552119582,122.11037749295336,False
unpolarized,Unpolarized,42,1.1547005383792515,0.25809120697125415,0.0,0.0,0.0,broad,41,22.621562926416534,2.0498897431046,1.020725060248833,2.15816876767951,5.299761421269303,3.013909748109083,1.0058162564570516,0.23562459675804018,-1.9399626539931392,128.7262026961602,False
unpolarized,Unpolarized,43,1.1547005383792515,0.26437932479586,0.0,0.0,0.0,broad,42,21.846651316826872,1.7113497437541065,1.5368672218194785,2.8934209347184696,6.035013588308263,3.1230694798219267,0.4678675328061205,0.10434233919579641,-3.6581705098486337,148.9929724786238,False
unpolarized,Unpolarized,44,1.1547005383792515,0.46454940751578666,0.0,0.0,0.0,broad,43,20.005376914349995,0.6129861829228695,1.2099127905853975,4.627353034125783,1.4857603805359902,4.831425744336639,6.3095056435628845,0.3700852033329257,-14.313848213192273,15.636527868405507,False
unpolarized,Unpolarized,45,1.1547005383792515,0.2632760903608453,0.0,0.0,0.0,broad,44,20.965187051774862,1.9228023863481254,1.1339825591534227,2.3399356057973844,5.4815282593871775,3.850044601488214,0.4028595935841935,0.05190050855233398,-2.6351923723187323,87.69917883777329,False
unpolarized,Unpolarized,46,1.1547005383792515,0.345952965805291,0.0,0.0,0.0,broad,45,16.767178765089024,0.636510031370602,0.32185709491148323,0.22508542734864534,3.3666780809384385,2.470212858957144,6.87277312669571,0.9244467817769798,-5.583931656136204,136.20632832253892,False
unpolarized,Unpolarized,47,1.1547005383792515,0.495553555616011,0.0,0.0,0.0,broad,46,17.663461019822293,1.8619704297153308,1.1588994047200716,4.195957180774213,1.0543645271844202,5.0728034273548,7.176910611833726,0.44194936172189636,-13.961366809092247,47.068406587440016,False
unpolarized,Unpolarized,48,1.1547005383792515,0.372107670360307,0.0,0.0,0.0,broad,47,16.294102342659556,2.121167289693732,1.1080193144021673,2.873094131040223,6.014686784630016,5.500762947094702,6.020629932777173,0.481810231817919,-4.6412629535358505,90.38110213178454,False
unpolarized,Unpolarized,49,1.1547005383792515,0.3238829959844054,0.0,0.0,0.0,broad,48,24.22042753069625,2.040565696131989,0.7390271976002141,2.908770463598646,6.050363117188439,4.989307395924656,7.065825765315431,0.49943399722065485,-8.853502421869328,22.89201053038922,False
unpolarized,Unpolarized,50,1.1547005383792515,0.46597977991199746,0.0,0.0,0.0,broad,49,16.579853653443106,2.289443467979697,0.9870716413831153,4.4138550537954115,1.2722624002056184,3.724602148222395,7.006148200911513,0.57333867842114,-10.19817753712017,96.38305197809792,False
unpolarized,Unpolarized,51,1.1547005383792515,0.4724640666378968,0.0,0.0,0.0,broad,50,18.347219713962662,2.289912217829484,0.7232678728170203,4.1550582951066035,1.0134656415168104,4.535024700068257,8.623920563263765,0.5847292715319368,-13.562843436782165,15.692935088050254,False
unpolarized,Unpolarized,52,1.1547005383792515,0.4430081185055609,0.0,0.0,0.0,broad,51,15.816212042232237,2.059759563094922,1.297505546801466,0.43954831471557476,3.581140968305368,3.4074841626435872,8.117863750539222,0.6695739683583368,-2.439398407206781,140.41043646592385,False
unpolarized,Unpolarized,53,1.1547005383792515,0.2812975567215761,0.0,0.0,0.0,broad,52,15.753817707909228,2.0690408854090925,1.126028575920553,2.2393928420125393,5.380985495602332,1.2284926919178547,2.8826859963899096,0.7027687767654257,-1.3515795662604853,173.08049709964502,False
unpolarized,Unpolarized,54,1.1547005383792515,0.4849366779856969,0.0,0.0,0.0,broad,53,19.970796991947623,2.1485417618219613,0.3576799626671024,4.286396375495123,1.1448037219053298,2.6206006721440014,14.856434347560894,0.9475172498748153,-13.889065750091632,128.5806885623843,False
unpolarized,Unpolarized,55,1.1547005383792515,0.44423963645479997,0.0,0.0,0.0,broad,54,23.73442462939421,1.2730828459145798,0.9175952537583232,5.692961339802066,2.551368686212273,5.11845102676683,9.213980388272823,0.5236836738400459,-16.413087423536187,37.387826279405566,False
unpolarized,Unpolarized,56,1.1547005383792515,0.3397242397894644,0.0,0.0,0.0,broad,55,21.380362828646803,2.428158359620842,0.5482387096667449,0.10338958630601391,3.244982239895807,1.2720530537892423,8.543298681160358,0.9604114355449082,-6.878719468946146,167.1305115128733,False
unpolarized,Unpolarized,57,1.1547005383792515,0.3709506025812199,0.0,0.0,0.0,broad,56,25.334364379384354,1.995251399645392,1.7883092645443073,0.3352720102055291,3.476864663795322,2.0341326187284166,11.055078217684304,0.8292930111770986,-3.005795294261172,174.72326157031245,False
unpolarized,Unpolarized,58,1.1547005383792515,0.4463975497482127,0.0,0.0,0.0,broad,57,19.582035640590103,0.6750417791786515,1.2740802259191961,6.171151150992721,3.0295584974029275,3.0438963978746236,11.011898217295494,0.7670647118999268,-5.099856353568352,142.54275737766162,False
unpolarized,Unpolarized,59,1.1547005383792515,0.4233199743453852,0.0,0.0,0.0,broad,58,21.409135240108363,2.6760031665826665,0.8131279044360362,5.716020814374341,2.5744281607845476,3.31977756509604,11.120471248522628,0.7469953111783394,-9.779744822314294,106.008519905355,False
unpolarized,Unpolarized,60,1.1547005383792515,0.4668399737650637,0.0,0.0,0.0,broad,59,21.418924537406347,1.305164315148216,1.5203830011358035,6.220002322294455,3.078409668704662,3.4353451654240237,13.605161830112113,0.7107375035579488,-5.716484134025683,137.05079172929763,False
unpolarized,Unpolarized,61,1.1547005383792515,0.2626224760450878,0.0,0.0,0.0,broad,60,20.734919458435318,1.0309917802665274,0.6203901727596927,0.9504648418488522,4.092057495438645,1.4428965880092317,2.6535801102760805,0.8850510627145302,-2.0981307566108076,174.7887127775115,False
unpolarized,Unpolarized,62,1.1547005383792515,0.46968579744252226,0.0,0.0,0.0,broad,61,19.34257532013169,0.794406777218256,0.46368149142251114,5.383221930126422,2.241629276536628,3.496856708553947,12.491852004215527,0.8281480784861291,-12.521032750353925,83.587023845566,False
unpolarized,Unpolarized,63,1.1547005383792515,0.3229788713439702,0.0,0.0,0.0,broad,62,20.490774665878533,2.6752350014204613,1.4359982168371117,1.5329981272811786,4.674590780870972,5.534272233654958,4.008398103873176,0.320454111054209,-3.9033680432374647,106.07212047313256,False
unpolarized,Unpolarized,64,1.1547005383792515,0.4920434513004721,0.0,0.0,0.0,broad,63,24.976302085862926,1.7259890551478159,0.7066523775470097,4.038690579976249,0.897097926386456,5.259144538266768,16.09214831478019,0.7160432791344203,-19.973070161795658,43.29088092089857,False
unpolarized,Unpolarized,65,1.1547005383792515,0.30145733186090173,0.0,0.0,0.0,broad,64,25.25851849047045,1.7670797397840152,1.2863876198759574,1.0659693029972654,4.207561956587059,2.993108168559945,6.180050826672033,0.6178805524719226,-1.1767189925193033,136.97579079079514,False
unpolarized,Unpolarized,66,1.1547005383792515,0.26018327630665117,0.0,0.0,0.0,broad,65,23.940274219100687,1.4622988987634273,1.7299007876585784,0.38296065065211815,3.5245533042419113,0.0014354900049439255,0.07010511169702499,0.01600593011129295,-3.127079026857646,154.6132882251588,False
unpolarized,Unpolarized,67,1.1547005383792515,0.26858865820886,0.0,0.0,0.0,broad,66,17.91586750500828,1.6669125057030851,0.49176875220210065,2.3545990495745492,5.496191703164342,5.318346641544017,2.7327040966439453,0.42414316033962424,-2.3200591110252575,44.967964807119216,False
unpolarized,Unpolarized,68,1.1547005383792515,0.3297221788159478,0.0,0.0,0.0,broad,67,19.146068038144186,1.0084325506257317,0.936066679106049,3.1276546005271646,6.269247254116958,2.1200554301922954,6.441720793082488,0.8718639763848685,-4.8693240650083505,162.8251555649915,False
unpolarized,Unpolarized,69,1.1547005383792515,0.49132025608199503,0.0,0.0,0.0,broad,68,16.640839994662628,1.1923537328387188,1.366233606516235,3.9548349852215825,0.8132423316317894,5.7571873606757125,8.887118521004954,0.6173758969731544,-7.401324119137854,129.9453168792664,False
unpolarized,Unpolarized,70,1.1547005383792515,0.4994372971387717,0.0,0.0,0.0,broad,69,23.411036822635417,1.89424335186265,0.5658279400235595,4.7525765506594,1.610983897069607,1.6989909320271601,20.85512289383849,0.986542850488312,-15.810388210448671,174.45814383427884,False
unpolarized,Unpolarized,71,1.1547005383792515,0.30513524017709814,0.0,0.0,0.0,broad,70,17.60510419965093,2.6918340444062765,0.5629387683692728,2.2824224169197542,5.424015070509547,1.698205830743229,5.143033397221972,0.9388383396365926,-3.811789101075848,174.79877701685774,False
unpolarized,Unpolarized,72,1.1547005383792515,0.4817140502292322,0.0,0.0,0.0,broad,71,16.142042883146615,1.9053169668552812,0.9167880071968937,5.819198201563786,2.677605547973993,2.6202969748610183,11.409234116637476,0.8756710958772554,-5.860794043036766,147.79015416055324,False
unpolarized,Unpolarized,73,1.1547005383792515,0.4627577897795217,0.0,0.0,0.0,broad,72,19.843931500011724,2.436029136115603,1.242739166715365,5.282253013235804,2.140660359646011,4.494701040461981,6.354796369198519,0.37094176173090065,-13.770737400612884,29.454192400263505,False
unpolarized,Unpolarized,74,1.1547005383792515,0.29100367394768983,0.0,0.0,0.0,broad,73,22.2951449308047,0.991300337741109,1.664384385712175,3.0201439549084315,6.161736608498225,3.591962424162177,1.2363624672043425,0.15644661716772137,-5.045281538611145,137.8178447498065,False
unpolarized,Unpolarized,75,1.1547005383792515,0.46622954767199576,0.0,0.0,0.0,broad,74,22.569484806824455,0.7211483891888948,1.3591475799576263,4.083771869257349,0.9421792156675561,1.4437937255940416,15.397547523085908,0.9281495151349375,-6.288573765839827,177.30029767556186,False
unpolarized,Unpolarized,76,1.1547005383792515,0.4125518826906803,0.0,0.0,0.0,broad,75,17.91474226907352,0.8654496720390596,0.8350269308555212,3.745454484640404,0.6038618310506108,3.756519614020254,6.19805972411973,0.5553173441555198,-10.01205925518042,83.3411545455972,False
unpolarized,Unpolarized,77,1.1547005383792515,0.2705240656164254,0.0,0.0,0.0,broad,76,21.515009375892358,1.5120310070500649,0.557402768749486,0.8570807932334805,3.9986734468232736,3.391265113147117,3.9117457603811356,0.5686381496026222,-2.155269260551219,92.17011746829296,False
unpolarized,Unpolarized,78,1.1547005383792515,0.42519292836927436,0.0,0.0,0.0,broad,77,16.59084529065995,0.8439133359236797,1.1571657307664756,5.190407112287819,2.0488144586980255,6.009578332753011,6.1768353192143195,0.5940633424003573,-7.711705461914212,126.49898332052092,False
unpolarized,Unpolarized,79,1.1547005383792515,0.37172467674534404,0.0,0.0,0.0,broad,78,21.84783397875428,1.660300334737224,0.46593633026992864,6.223391727243744,3.0817990736539507,4.445567123084114,9.040121213383896,0.6795582797008076,-10.609449953676837,19.22989721854969,False
unpolarized,Unpolarized,80,1.1547005383792515,0.30448563940271195,0.0,0.0,0.0,broad,79,21.15608667593765,2.1062897362293582,0.6236814491899307,2.659630887624008,5.801223541213801,5.410363659831877,5.868568103463348,0.5459195326276812,-5.575729983912058,53.848470932086144,False
unpolarized,Unpolarized,81,1.1547005383792515,0.49626283031911916,0.0,0.0,0.0,broad,81,23.496388515532686,1.1709864040891933,1.247799388699924,4.221153685113673,1.0795610315238795,6.182941165179857,16.27062084035189,0.7737925418599255,-12.708352684774331,126.62658306712396,False
unpolarized,Unpolarized,82,1.1547005383792515,0.26711919954466656,0.0,0.0,0.0,broad,82,18.480404844126838,1.2994732205933965,1.4953548957652478,2.521609871291383,5.663202524881176,1.9048585870694086,1.8425288080124669,0.47418803860059455,-1.9628773730858669,176.58127182412713,False
unpolarized,Unpolarized,83,1.1547005383792515,0.44716257691263495,0.0,0.0,0.0,broad,83,25.168549842064643,0.49496904346358994,0.5706390523277374,4.925837232846279,1.7842445792564856,3.186827866400979,15.335970793621119,0.8488667885754367,-14.883822402667356,102.7938969820618,False
unpolarized,Unpolarized,84,1.1547005383792515,0.36423145808949975,0.0,0.0,0.0,broad,84,21.263143693436447,0.4769984137712212,0.4661956004304673,6.0768531335677185,2.9352604799779254,5.9612435806063,8.389455160120093,0.7586613922117559,-9.759373780581566,84.86515292767427,False
unpolarized,Unpolarized,85,1.1547005383792515,0.40038055392824934,0.0,0.0,0.0,broad,85,25.66651315582373,0.6233863263060331,0.8781324337994441,6.153896979764136,3.012304326174343,3.1615996188388173,13.321046167569847,0.7789129204465131,-10.020560532144017,113.90929848493268,False
unpolarized,Unpolarized,86,1.1547005383792515,0.28706468701959775,0.0,0.0,0.0,broad,86,15.53786828804244,2.5190356394968503,0.9602203807654364,1.3086843303678268,4.45027698395762,2.0614817647251464,3.193901955561377,0.7612900777744971,-1.715528496965749,167.02764697251274,False
unpolarized,Unpolarized,87,1.1547005383792515,0.3684376687580352,0.0,0.0,0.0,broad,87,18.41175615245959,1.926161867770182,1.2453194087091342,6.191673986081147,3.050081332491354,4.833442065406307,3.008528508882529,0.2212031845298634,-9.008234004656217,17.65326918534448,False
unpolarized,Unpolarized,88,1.1547005383792515,0.46834382310208983,0.0,0.0,0.0,broad,88,16.034516765485847,1.9440753650222304,1.0613181042645905,5.83834381449724,2.6967511609074464,3.750869372509031,8.643599280309383,0.6139064254933814,-7.749057534219949,100.91564244829371,False
unpolarized,Unpolarized,89,1.1547005383792515,0.46825856585367787,0.0,0.0,0.0,broad,89,20.595414750883727,2.4398108814433193,1.5427343470154715,4.385323413771397,1.2437307601816041,4.518015200689251,4.2828169308776065,0.23981224783765898,-14.847427487517976,37.275046875880115,False
unpolarized,Unpolarized,90,1.1547005383792515,0.4703783045502558,0.0,0.0,0.0,broad,90,22.886356929333516,0.9053238185363065,1.6283623283691504,4.95619875584951,1.8146061022597166,3.731729429842643,9.671855477939623,0.5429806461314337,-11.723107268729668,125.18818901833444,False
unpolarized,Unpolarized,91,1.1547005383792515,0.2552230221054857,0.0,0.0,0.0,broad,91,23.42130405101492,2.0854568388254413,1.5094204684276002,1.5968334488871978,4.738426102476991,1.704876346819305,1.332981138656853,0.4749346696476709,-1.3114118452909365,177.6368504579623,False
unpolarized,Unpolarized,92,1.1547005383792515,0.32151567162008954,0.0,0.0,0.0,broad,92,23.343961715359743,0.7892620322281012,1.423873782570744,1.2229690893383172,4.36456174292811,3.0498032282040244,6.505048932700223,0.6225705829795792,-2.1197833314026906,142.97211521386583,False
unpolarized,Unpolarized,93,1.1547005383792515,0.4756345482863761,0.0,0.0,0.0,broad,93,23.333043525941704,1.6873042885329168,1.1984555910541153,3.5310551317274292,0.3894624781376361,6.251868332025381,16.375967573576744,0.7913719893880216,-9.635431016330394,127.85525965209243,False
unpolarized,Unpolarized,94,1.1547005383792515,0.26600241602960767,0.0,0.0,0.0,broad,94,22.819623450179137,1.3349967721721887,1.2933318375173715,2.255430691803417,5.39702334539321,1.3694793177878941,3.258105188397095,0.7508654061284911,-1.576093873956162,175.26825804113062,False
unpolarized,Unpolarized,95,1.1547005383792515,0.3142366148595221,0.0,0.0,0.0,broad,95,22.932389155287154,2.23754638211961,0.9512680361536554,0.2629492834665341,3.4045419370563272,4.878772204517769,4.4488710965214455,0.3305962416239749,-8.395017400777004,16.175632709917465,False
unpolarized,Unpolarized,96,1.1547005383792515,0.48300478186403206,0.0,0.0,0.0,broad,98,21.35036635523772,2.1693525752807297,1.6747682805002067,3.2851547324286043,0.14356207883881122,0.5409561766357678,14.377953110499277,0.8408997798977385,-3.388845530113274,169.3634525077181,False
unpolarized,Unpolarized,97,1.1547005383792515,0.46277108752557905,0.0,0.0,0.0,broad,99,18.531435843622813,2.5007550878883693,0.3269385685038733,4.320430057379228,1.1788374037894345,1.5421638613800532,12.94358409607408,0.9879380704944833,-10.878210980789817,178.62341500032753,False
unpolarized,Unpolarized,98,1.1547005383792515,0.34441689893614263,0.0,0.0,0.0,broad,100,17.210280199279183,1.8279914877360617,0.817945358047935,6.059268839299595,2.9176761857098015,6.158057823163648,4.395738504974159,0.5826021709400798,-7.076969347672961,113.55058317545914,False
unpolarized,Unpolarized,99,1.1547005383792515,0.3897654327094736,0.0,0.0,0.0,broad,101,20.974427932240108,2.3746905659452864,0.7280485731171298,3.436301738025625,0.29470908443583177,4.487486211736642,7.315588366258432,0.5276467812058745,-11.49104159656223,19.189208421131166,False
unpolarized,Unpolarized,100,1.1547005383792515,0.32599076793020243,0.0,0.0,0.0,broad,102,25.676018269936662,0.5960972942185641,0.5062414104163735,0.26166898124948235,3.4032616348392755,1.3379217038155453,9.814131140257235,0.9730596950143515,-8.092857798390451,169.42442050762625,False
