momentum,E,px,py,pz,mass_shell
k,1.4640880076204708,-1.2787966812837375,-0.25922492067139896,-0.6641046012329375,2.61119927014164e-07
p,1.7387919464208916,1.2787966812837375,0.25922492067139896,0.6641046012329375,0.8798440000000003
kp,1.3661835304021415,0.33182717199356043,-1.3252727664706945,0.0,2.61119927014164e-07
pp,1.386696423638331,0.0,1.0213143352226766,0.0,0.8798439999999998
qout,0.45,-0.33182717199356043,0.30395843124801797,0.0,2.7755575615628914e-17
