Q2,t,phi,squared_amplitude_M2,trace,normalized_by_squared_amplitude,entanglement_h_in,entanglement_s_in,C12,C13,C23,C1_23,C2_13,C3_12,F3,M1,M2,M3
6.0000000000000000e+00,-1.2000000000000000e+00,6.9999999999999996e-01,2.0661950060114253e+02,9.9999999999999967e-01,True,1,1,2.4424219333080233e-17,9.7988125715271728e-17,8.5914244512742849e-02,2.1073424255447017e-08,8.5914244909271562e-02,8.5914244909271562e-02,2.0905937916624606e-09,4.4408920985006271e-16,6.8134929122332100e-11,6.8134929122332100e-11
1.0000000000000000e+00,-1.0999999999999999e+00,6.9999999999999996e-01,6.0199423368176724e+01,1.0000000000000000e+00,True,1,1,1.5093439827434001e-17,4.8479643867135827e-17,3.9410220582587785e-01,2.1073424255447017e-08,3.9410221088553848e-01,3.9410221088553848e-01,9.5898839027530055e-09,4.4408920985006271e-16,3.9880468649666767e-09,3.9880468649666767e-09
1.5000000000000000e+00,-1.0999999999999999e+00,6.9999999999999996e-01,5.7089948915947112e+01,1.0000000000000000e+00,True,1,1,4.6851457137803750e-17,4.0751135070086466e-17,3.4679836209881582e-01,0.0000000000000000e+00,3.4679836594848895e-01,3.4679836594848956e-01,0.0000000000000000e+00,-3.8557140454358930e-33,2.6701206939927502e-09,2.6701211242041722e-09
2.0000000000000000e+00,-1.0999999999999999e+00,6.9999999999999996e-01,6.2042846117960991e+01,1.0000000000000000e+00,True,1,1,7.9968191406853134e-17,9.9893162864368361e-17,2.9372592560310407e-01,0.0000000000000000e+00,2.9372592872406972e-01,2.9372592872406972e-01,0.0000000000000000e+00,-1.6373555623930320e-32,1.8334170570621922e-09,1.8334170570621922e-09
2.5000000000000000e+00,-1.0999999999999999e+00,6.9999999999999996e-01,6.9403698631130936e+01,1.0000000000000000e+00,True,1,1,5.3125714765482230e-17,8.6584998329105661e-17,2.4893013968720615e-01,0.0000000000000000e+00,2.4893013968720659e-01,2.4893013968720570e-01,0.0000000000000000e+00,-1.0319303504994607e-32,2.2204460492503131e-16,-2.1510571102112408e-16
3.0000000000000000e+00,-1.0999999999999999e+00,6.9999999999999996e-01,7.8411138818843284e+01,1.0000000000000002e+00,True,1,1,3.0561070585248863e-17,8.1982970017267892e-17,2.1154099330818230e-01,1.4901161193847656e-08,2.1154099548217495e-01,2.1154099548217653e-01,3.6398545179893289e-09,2.2204460492503131e-16,9.1977713639890268e-10,9.1977780253271746e-10
3.5000000000000000e+00,-1.0999999999999999e+00,6.9999999999999996e-01,8.9318566288716951e+01,9.9999999999999989e-01,True,1,1,8.9979060309703346e-18,2.9050078430244720e-17,1.8010424906225975e-01,0.0000000000000000e+00,1.8010425064749902e-01,1.8010425064749963e-01,0.0000000000000000e+00,-9.2486936974554174e-34,5.7101665756897901e-10,5.7101687961358394e-10
4.0000000000000000e+00,-1.0999999999999999e+00,6.9999999999999996e-01,1.0289266007136163e+02,9.9999999999999978e-01,True,1,1,1.2574757275050039e-17,8.7651502567331711e-17,1.5358752997941449e-01,0.0000000000000000e+00,1.5358753140210152e-01,1.5358753140210152e-01,0.0000000000000000e+00,-7.8409104228373806e-33,4.3701397361983751e-10,4.3701397361983751e-10
4.5000000000000000e+00,-1.0999999999999999e+00,6.9999999999999996e-01,1.2047517356080346e+02,9.9999999999999978e-01,True,1,1,4.1717983695683108e-17,9.5616233094486245e-17,1.3131230868060464e-01,2.1073424255447017e-08,1.3131231062095994e-01,1.3131231062095994e-01,3.1952873621989904e-09,4.4408920985006271e-16,5.0958506858655994e-10,5.0958506858655994e-10
5.0000000000000000e+00,-1.0999999999999999e+00,6.9999999999999996e-01,1.4438145955995267e+02,9.9999999999999989e-01,True,1,1,7.3239539887637732e-18,1.1985531195602570e-16,1.1279959055015885e-01,0.0000000000000000e+00,1.1279959055015812e-01,1.1279959055015713e-01,0.0000000000000000e+00,-1.4418936106105764e-32,-1.6653345369377348e-16,-3.8857805861880479e-16
5.5000000000000000e+00,-1.0999999999999999e+00,6.9999999999999996e-01,1.7892700870166823e+02,1.0000000000000000e+00,True,1,1,4.4604421818321988e-17,1.5160790465048667e-16,9.7602988900053866e-02,0.0000000000000000e+00,9.7602990390744757e-02,9.7602990390747033e-02,0.0000000000000000e+00,-2.4974511198257854e-32,2.9099177581426439e-10,2.9099221990347424e-10
6.0000000000000000e+00,-1.0999999999999999e+00,6.9999999999999996e-01,2.3330404629976618e+02,1.0000000000000002e+00,True,1,1,7.0020828525936805e-17,2.5347461086155825e-16,8.5101499530814570e-02,0.0000000000000000e+00,8.5101499530813959e-02,8.5101499530813959e-02,0.0000000000000000e+00,-6.9152294778877032e-32,-1.0408340855860843e-16,-1.0408340855860843e-16
1.0000000000000000e+00,-1.0000000000000000e+00,6.9999999999999996e-01,6.6853508198105004e+01,1.0000000000000002e+00,True,1,1,2.9952392086524232e-18,6.7016636480182208e-17,3.9895310869213568e-01,0.0000000000000000e+00,3.9895311457463128e-01,3.9895311457463128e-01,0.0000000000000000e+00,-4.5002010230339375e-33,4.6936798336894014e-09,4.6936798336894014e-09
1.5000000000000000e+00,-1.0000000000000000e+00,6.9999999999999996e-01,6.4662714807916899e+01,1.0000000000000002e+00,True,1,1,6.5756263885860265e-17,1.0498569925988730e-16,3.4942202808819312e-01,0.0000000000000000e+00,3.4942202808819289e-01,3.4942202808819289e-01,0.0000000000000000e+00,-1.5345883289314391e-32,-1.5265566588595902e-16,-1.5265566588595902e-16
2.0000000000000000e+00,-1.0000000000000000e+00,6.9999999999999996e-01,7.0512798751353671e+01,1.0000000000000000e+00,True,1,1,2.9546668996495080e-17,2.4415680018697852e-17,2.9633317204837906e-01,0.0000000000000000e+00,2.9633317334284792e-01,2.9633317334284864e-01,0.0000000000000000e+00,-1.4691310795638850e-33,7.6718813246667850e-10,7.6718856267810054e-10
2.5000000000000000e+00,-1.0000000000000000e+00,6.9999999999999996e-01,7.8885656697498916e+01,1.0000000000000000e+00,True,1,1,3.0067817740016729e-17,4.0904888424353760e-17,2.5143639994448480e-01,2.5809568279517847e-08,2.5143640067003054e-01,2.5143640067003231e-01,7.4933886672109885e-09,6.6613381477509383e-16,3.6485722776369300e-10,3.6485811594211270e-10
3.0000000000000000e+00,-1.0000000000000000e+00,6.9999999999999996e-01,8.9064034272192529e+01,1.0000000000000000e+00,True,1,1,2.4674464138031095e-18,1.6261448303798325e-17,2.1378037778585257e-01,2.1073424255447017e-08,2.1378038106715630e-01,2.1378038106715735e-01,5.2020236981521597e-09,4.4408920985006271e-16,1.4029567160789291e-09,1.4029571671070329e-09
3.5000000000000000e+00,-1.0000000000000000e+00,6.9999999999999996e-01,1.0138225319365718e+02,1.0000000000000000e+00,True,1,1,1.6803248324631566e-17,6.0950902494669329e-17,1.8195105091676958e-01,0.0000000000000000e+00,1.8195105326587646e-01,1.8195105326587585e-01,0.0000000000000000e+00,-3.9973616691739219e-33,8.5484493789200755e-10,8.5484471584740263e-10
4.0000000000000000e+00,-1.0000000000000000e+00,6.9999999999999996e-01,1.1673556773333283e+02,9.9999999999999967e-01,True,1,1,1.5231981940555679e-17,3.0862960697385637e-16,1.5495603025606186e-01,2.1073424255447017e-08,1.5495603216010770e-01,1.5495603216010914e-01,3.7706217354682677e-09,4.4408920985006262e-16,5.9008677111282992e-10,5.9008721867148672e-10
4.5000000000000000e+00,-1.0000000000000000e+00,6.9999999999999996e-01,1.3667267503936887e+02,1.0000000000000000e+00,True,1,1,3.4909080390380807e-17,5.8333540716823823e-17,1.3215531480961201e-01,0.0000000000000000e+00,1.3215531480961137e-01,1.3215531480960971e-01,0.0000000000000000e+00,-4.6214458662634129e-33,-1.6653345369377348e-16,-6.0715321659188248e-16
5.0000000000000000e+00,-1.0000000000000000e+00,6.9999999999999996e-01,1.6386683176479551e+02,1.0000000000000000e+00,True,1,1,4.1174701030216415e-17,3.7872175085683313e-17,1.1311208771480787e-01,0.0000000000000000e+00,1.1311208845426844e-01,1.1311208845426844e-01,0.0000000000000000e+00,-3.1296576506483565e-33,1.6728385864028805e-10,1.6728385864028805e-10
5.5000000000000000e+00,-1.0000000000000000e+00,6.9999999999999996e-01,2.0332104275217569e+02,1.0000000000000000e+00,True,1,1,2.9135104592512732e-17,1.3393802013173109e-16,9.7427808378331704e-02,0.0000000000000000e+00,9.7427809294111281e-02,9.7427809294111281e-02,0.0000000000000000e+00,-1.8788247556424660e-32,1.7844479539841362e-10,1.7844479539841362e-10
6.0000000000000000e+00,-1.0000000000000000e+00,6.9999999999999996e-01,2.6576197248855129e+02,9.9999999999999989e-01,True,1,1,1.7728934092571502e-17,8.3580822733784618e-17,8.4528664882370194e-02,2.1073424255447017e-08,8.4528665540915843e-02,8.4528665540917147e-02,2.0568778039540418e-09,4.4408920985006271e-16,1.1133196881757401e-10,1.1133218912745546e-10
1.0000000000000000e+00,-8.9999999999999991e-01,6.9999999999999996e-01,7.5543636177204448e+01,1.0000000000000000e+00,True,1,1,1.1657646077991069e-17,5.4630033547228986e-17,4.0401732878369540e-01,0.0000000000000000e+00,4.0401733229703529e-01,4.0401733229703474e-01,0.0000000000000000e+00,-3.1203412774510652e-33,2.8389004202988843e-09,2.8388999762096745e-09
1.5000000000000000e+00,-8.9999999999999991e-01,6.9999999999999996e-01,7.4221774243578082e+01,1.0000000000000000e+00,True,1,1,3.3475605229605787e-17,1.2719253851453952e-17,3.5305033551864579e-01,0.0000000000000000e+00,3.5305033731344398e-01,3.5305033731344304e-01,0.0000000000000000e+00,-1.2823955640261365e-33,1.2673082167014016e-09,1.2673075505675868e-09
2.0000000000000000e+00,-8.9999999999999991e-01,6.9999999999999996e-01,8.1078178244863537e+01,9.9999999999999989e-01,True,1,1,6.1298727857214904e-17,9.3583682448818913e-17,3.0003088692505203e-01,0.0000000000000000e+00,3.0003088848672183e-01,3.0003088848672183e-01,0.0000000000000000e+00,-1.2515439657594272e-32,9.3709834336763720e-10,9.3709834336763720e-10
2.5000000000000000e+00,-8.9999999999999991e-01,6.9999999999999996e-01,9.0629956418613631e+01,1.0000000000000000e+00,True,1,1,4.2705543310386975e-17,2.0805870793649769e-17,2.5500413165832581e-01,0.0000000000000000e+00,2.5500413283775980e-01,2.5500413283775936e-01,0.0000000000000000e+00,-2.2566476889173862e-33,6.0152108294353468e-10,6.0152086089892975e-10
3.0000000000000000e+00,-8.9999999999999991e-01,6.9999999999999996e-01,1.0219764041879404e+02,1.0000000000000000e+00,True,1,1,3.1812916392706101e-17,8.8715037565319750e-17,2.1701248576021184e-01,0.0000000000000000e+00,2.1701248762285699e-01,2.1701248762285699e-01,0.0000000000000000e+00,-8.8824195396254020e-33,8.0843451377710096e-10,8.0843451377710096e-10
3.5000000000000000e+00,-8.9999999999999991e-01,6.9999999999999996e-01,1.1621044316924640e+02,9.9999999999999989e-01,True,1,1,7.0654528718270718e-17,7.0054698907687333e-17,1.8470117386256615e-01,2.1073424255447017e-08,1.8470117498131830e-01,1.8470117498132071e-01,4.4944249947896334e-09,4.4408920985006271e-16,4.1326966848664881e-10,4.1327056360396242e-10
4.0000000000000000e+00,-8.9999999999999991e-01,6.9999999999999996e-01,1.3372068235384663e+02,1.0000000000000000e+00,True,1,1,1.5534254695893783e-17,8.4634575822614731e-17,1.5712588621642151e-01,0.0000000000000000e+00,1.5712588621642237e-01,1.5712588621642096e-01,0.0000000000000000e+00,-7.4043244936308199e-33,2.7061686225238191e-16,-1.7347234759768071e-16
4.5000000000000000e+00,-8.9999999999999991e-01,6.9999999999999996e-01,1.5653345005119118e+02,1.0000000000000000e+00,True,1,1,1.0956484435595508e-17,1.3655471686607812e-16,1.3368947313357973e-01,0.0000000000000000e+00,1.3368947438215312e-01,1.3368947438215395e-01,0.0000000000000000e+00,-1.8767235249562206e-32,3.3384223510624089e-10,3.3384246062029277e-10
5.0000000000000000e+00,-8.9999999999999991e-01,6.9999999999999996e-01,1.8776931736240226e+02,1.0000000000000000e+00,True,1,1,1.6015901955698080e-17,8.0844328986744906e-17,1.1400039159748844e-01,0.0000000000000000e+00,1.1400039159748779e-01,1.1400039159748779e-01,0.0000000000000000e+00,-6.7923146447715756e-33,-1.4745149545802860e-16,-1.4745149545802860e-16
5.5000000000000000e+00,-8.9999999999999991e-01,6.9999999999999996e-01,2.3329739331976072e+02,9.9999999999999978e-01,True,1,1,6.7878749518460889e-18,4.4913309999225500e-17,9.7711556685086187e-02,0.0000000000000000e+00,9.7711558278247512e-02,9.7711558278246374e-02,0.0000000000000000e+00,-2.0632806614484287e-33,3.1134054882808737e-10,3.1134032678348245e-10
6.0000000000000000e+00,-8.9999999999999991e-01,6.9999999999999996e-01,3.0579526593650041e+02,9.9999999999999978e-01,True,1,1,2.6273634141670061e-17,6.0282171680576448e-17,8.4301525967977894e-02,0.0000000000000000e+00,8.4301527027491260e-02,8.4301527027493897e-02,0.0000000000000000e+00,-4.3242440735368236e-33,1.7863718750760205e-10,1.7863763246417363e-10
1.0000000000000000e+00,-7.9999999999999993e-01,6.9999999999999996e-01,8.7091036274914046e+01,1.0000000000000000e+00,True,1,1,1.4525182172171274e-17,7.6979313464709836e-18,4.0964757820744641e-01,0.0000000000000000e+00,4.0964757820744646e-01,4.0964757820744563e-01,0.0000000000000000e+00,-2.7023906414974279e-34,5.5511151231257827e-17,-6.1062266354383610e-16
1.5000000000000000e+00,-7.9999999999999993e-01,6.9999999999999996e-01,8.6524533907908335e+01,9.9999999999999989e-01,True,1,1,3.5146132782704830e-17,5.9872579775087883e-17,3.5805745565770891e-01,0.0000000000000000e+00,3.5805745629491031e-01,3.5805745629491031e-01,0.0000000000000000e+00,-4.8199764585037818e-33,4.5630943468211171e-10,4.5630943468211171e-10
2.0000000000000000e+00,-7.9999999999999993e-01,6.9999999999999996e-01,9.4489450852744426e+01,1.0000000000000000e+00,True,1,1,1.9056333640272970e-17,1.9933005409040690e-18,3.0521521018606707e-01,0.0000000000000000e+00,3.0521521289737519e-01,3.0521521289737519e-01,0.0000000000000000e+00,-3.6711709885576770e-34,1.6550649600821643e-09,1.6550649600821643e-09
2.5000000000000000e+00,-7.9999999999999993e-01,6.9999999999999996e-01,1.0541123785568954e+02,1.0000000000000002e+00,True,1,1,7.1440731059410761e-17,1.6926460425591144e-16,2.6002301114548060e-01,0.0000000000000000e+00,2.6002301397373634e-01,2.6002301397373678e-01,0.0000000000000000e+00,-3.3754284308213367e-32,1.4708231577120756e-09,1.4708233936344683e-09
3.0000000000000000e+00,-7.9999999999999993e-01,6.9999999999999996e-01,1.1863557523179068e+02,1.0000000000000000e+00,True,1,1,6.6918327599845672e-17,9.0952044725940211e-17,2.2160524184117850e-01,0.0000000000000000e+00,2.2160524229205314e-01,2.2160524229205364e-01,0.0000000000000000e+00,-1.2750337008589696e-32,1.9983236593246190e-10,1.9983258797706682e-10
3.5000000000000000e+00,-7.9999999999999993e-01,6.9999999999999996e-01,1.3470281097448932e+02,9.9999999999999978e-01,True,1,1,4.7809182083797368e-17,6.1094330425789015e-18,1.8869368626697616e-01,0.0000000000000000e+00,1.8869368722073707e-01,1.8869368722073765e-01,0.0000000000000000e+00,-2.3230430636234462e-33,3.5993732300232395e-10,3.5993753810803497e-10
4.0000000000000000e+00,-7.9999999999999993e-01,6.9999999999999996e-01,1.5485923434581039e+02,9.9999999999999989e-01,True,1,1,7.7965986052230521e-17,1.5374555162344978e-16,1.6040429111622734e-01,2.1073424255447017e-08,1.6040429268326972e-01,1.6040429268327111e-01,3.9031969522104088e-09,4.4408920985006271e-16,5.0272064983092335e-10,5.0272109392013320e-10
4.5000000000000000e+00,-7.9999999999999993e-01,6.9999999999999996e-01,1.8123239106421423e+02,9.9999999999999989e-01,True,1,1,1.2890510375237528e-18,4.6019569062324390e-17,1.3618901464744920e-01,0.0000000000000000e+00,1.3618901669358882e-01,1.3618901669358882e-01,0.0000000000000000e+00,-2.1194623892593852e-33,5.5732348250292496e-10,5.5732348250292496e-10
5.0000000000000000e+00,-7.9999999999999993e-01,6.9999999999999996e-01,2.1751146826890874e+02,1.0000000000000000e+00,True,1,1,1.4858248793034427e-17,1.1630606699299074e-16,1.1570524185839717e-01,0.0000000000000000e+00,1.1570524281325094e-01,1.1570524281324997e-01,0.0000000000000000e+00,-1.3747868776573760e-32,2.2096317310593694e-10,2.2096294759188506e-10
5.5000000000000000e+00,-7.9999999999999993e-01,6.9999999999999996e-01,2.7067681219389613e+02,1.0000000000000000e+00,True,1,1,2.5637254411583000e-17,1.4775673583728755e-16,9.8660651748085929e-02,1.4901161193847656e-08,9.8660653236324489e-02,9.8660653236326737e-02,1.6975925774698289e-09,2.2204460492503128e-16,2.9366117523799140e-10,2.9366161759247777e-10
6.0000000000000000e+00,-7.9999999999999993e-01,6.9999999999999996e-01,3.5593570190720504e+02,1.0000000000000000e+00,True,1,1,2.0790455815655755e-17,5.9892938897665812e-17,8.4590545166496639e-02,0.0000000000000000e+00,8.4590546395249641e-02,8.4590546395249641e-02,0.0000000000000000e+00,-4.0194071828222642e-33,2.0788177429453825e-10,2.0788177429453825e-10
1.0000000000000000e+00,-6.9999999999999996e-01,6.9999999999999996e-01,1.0281971905401576e+02,1.0000000000000000e+00,True,1,1,6.6248842397093517e-17,1.2312899956138313e-16,4.1631777382123514e-01,0.0000000000000000e+00,4.1631777918639251e-01,4.1631777918639273e-01,0.0000000000000000e+00,-1.9549659651942023e-32,4.4672207877294312e-09,4.4672209542628849e-09
1.5000000000000000e+00,-6.9999999999999996e-01,6.9999999999999996e-01,1.0273046237099018e+02,1.0000000000000000e+00,True,1,1,3.2696575413477037e-17,1.4470278682588858e-16,3.6504211342346976e-01,0.0000000000000000e+00,3.6504211596222624e-01,3.6504211596222536e-01,0.0000000000000000e+00,-2.2007962558947747e-32,1.8535060708479989e-09,1.8535054324697597e-09
2.0000000000000000e+00,-6.9999999999999996e-01,6.9999999999999996e-01,1.1185607590486751e+02,1.0000000000000000e+00,True,1,1,4.6313817159894790e-17,1.3737855666587963e-17,3.1253277442563521e-01,0.0000000000000000e+00,3.1253277729700751e-01,3.1253277729700751e-01,0.0000000000000000e+00,-2.3336983382361681e-33,1.7947959091157983e-09,1.7947959091157983e-09
2.5000000000000000e+00,-6.9999999999999996e-01,6.9999999999999996e-01,1.2434654084123571e+02,9.9999999999999978e-01,True,1,1,6.3978814722797604e-17,1.0127527652461601e-16,2.6713044161414767e-01,0.0000000000000000e+00,2.6713044310083361e-01,2.6713044310083361e-01,0.0000000000000000e+00,-1.4349970368471502e-32,7.9427814325683244e-10,7.9427814325683244e-10
3.0000000000000000e+00,-6.9999999999999996e-01,6.9999999999999996e-01,1.3954504650385581e+02,1.0000000000000002e+00,True,1,1,1.6587407645887542e-17,2.8323586061232832e-17,2.2816061735771476e-01,0.0000000000000000e+00,2.2816061890197933e-01,2.2816061890198031e-01,0.0000000000000000e+00,-1.0773676197789113e-33,7.0468072349560984e-10,7.0468116758481969e-10
3.5000000000000000e+00,-6.9999999999999996e-01,6.9999999999999996e-01,1.5811980906724992e+02,1.0000000000000000e+00,True,1,1,7.1835267368205922e-17,9.7309566879979205e-17,1.9448391417381020e-01,0.0000000000000000e+00,1.9448391754856639e-01,1.9448391754856695e-01,0.0000000000000000e+00,-1.4629457444230778e-32,1.3126715964206781e-09,1.3126718184652830e-09
4.0000000000000000e+00,-6.9999999999999996e-01,6.9999999999999996e-01,1.8155865131056854e+02,9.9999999999999978e-01,True,1,1,2.9452243403399749e-17,1.5922777386931724e-16,1.6529575738571370e-01,0.0000000000000000e+00,1.6529575738571317e-01,1.6529575738571317e-01,0.0000000000000000e+00,-2.6220918612871535e-32,-1.7347234759768071e-16,-1.7347234759768071e-16
4.5000000000000000e+00,-6.9999999999999996e-01,6.9999999999999996e-01,2.1240090334403621e+02,1.0000000000000000e+00,True,1,1,2.5116631017381724e-17,6.5318096959450831e-17,1.4010672275714872e-01,0.0000000000000000e+00,1.4010672337019767e-01,1.4010672337019767e-01,0.0000000000000000e+00,-4.8972989440675211e-33,1.7178455880006993e-10,1.7178455880006993e-10
5.0000000000000000e+00,-6.9999999999999996e-01,6.9999999999999996e-01,2.5507197151754582e+02,1.0000000000000000e+00,True,1,1,5.4709077012679073e-17,9.8496864715086856e-17,1.1862778955118716e-01,0.0000000000000000e+00,1.1862779076034409e-01,1.1862779076034222e-01,0.0000000000000000e+00,-1.2694715466281373e-32,2.8687922870584970e-10,2.8687878288191637e-10
5.5000000000000000e+00,-6.9999999999999996e-01,6.9999999999999996e-01,3.1800723171403729e+02,1.0000000000000000e+00,True,1,1,4.4224932019443630e-17,1.6150965378598490e-16,1.0062387635223248e-01,0.0000000000000000e+00,1.0062387765919677e-01,1.0062387765919677e-01,0.0000000000000000e+00,-2.8041212878193116e-32,2.6302362718388927e-10,2.6302362718388927e-10
6.0000000000000000e+00,-6.9999999999999996e-01,6.9999999999999996e-01,4.1976772950784664e+02,1.0000000000000000e+00,True,1,1,5.4829102398539031e-17,2.0309686793955604e-16,8.5689102989393279e-02,0.0000000000000000e+00,8.5689104301090821e-02,8.5689104301090821e-02,0.0000000000000000e+00,-4.4254568236686943e-32,2.2479637335620639e-10,2.2479637335620639e-10
1.0000000000000000e+00,-5.9999999999999987e-01,6.9999999999999996e-01,1.2498443038802674e+02,9.9999999999999989e-01,True,1,1,2.7810890590033102e-17,3.8989460209057130e-17,4.2474401635108477e-01,0.0000000000000000e+00,4.2474402271148148e-01,4.2474402271148071e-01,0.0000000000000000e+00,-2.2936236428044410e-33,5.4030809271132796e-09,5.4030802609794648e-09
1.5000000000000000e+00,-5.9999999999999987e-01,6.9999999999999996e-01,1.2468520295196797e+02,9.9999999999999978e-01,True,1,1,2.8574365494893779e-17,2.9940154473324131e-17,3.7504451618324464e-01,0.0000000000000000e+00,3.7504451618324425e-01,3.7504451618324453e-01,0.0000000000000000e+00,-1.7129072133222872e-33,-2.7755575615628914e-16,-8.3266726846886741e-17
2.0000000000000000e+00,-5.9999999999999987e-01,6.9999999999999996e-01,1.3485370063837229e+02,1.0000000000000000e+00,True,1,1,7.1719607551341071e-17,1.1454148620963770e-16,3.2312705505102901e-01,2.1073424255447017e-08,3.2312706093876109e-01,3.2312706093876242e-01,7.8628104959819749e-09,4.4408920985006271e-16,3.8049710882059884e-09,3.8049719486288325e-09
2.5000000000000000e+00,-5.9999999999999987e-01,6.9999999999999996e-01,1.4905623460217660e+02,1.0000000000000000e+00,True,1,1,6.5227685318696095e-17,1.6227451210807953e-16,2.7745859125754474e-01,0.0000000000000000e+00,2.7745859313169019e-01,2.7745859313169019e-01,0.0000000000000000e+00,-3.0587668211950093e-32,1.0399955063800093e-09,1.0399955063800093e-09
3.0000000000000000e+00,-5.9999999999999987e-01,6.9999999999999996e-01,1.6656940483146838e+02,1.0000000000000000e+00,True,1,1,6.4299336407146800e-17,1.0607681387491682e-16,2.3775064830395504e-01,0.0000000000000000e+00,2.3775064893614092e-01,2.3775064893614001e-01,0.0000000000000000e+00,-1.5386695104253181e-32,3.0060521433172838e-10,3.0060477718141243e-10
3.5000000000000000e+00,-5.9999999999999987e-01,6.9999999999999996e-01,1.8819965627373125e+02,1.0000000000000000e+00,True,1,1,2.4819763124558122e-17,2.4179284455725294e-17,2.0306390310930775e-01,2.1073424255447017e-08,2.0306390310930855e-01,2.0306390310930911e-01,4.9412543291307181e-09,4.4408920985006271e-16,3.3306690738754696e-16,5.5511151231257827e-16
4.0000000000000000e+00,-5.9999999999999987e-01,6.9999999999999996e-01,2.1573543358183338e+02,1.0000000000000000e+00,True,1,1,6.6534249518946141e-17,7.8534222492919439e-17,1.7270570071120608e-01,1.4901161193847656e-08,1.7270570175760611e-01,1.7270570175760869e-01,2.9716397400517393e-09,2.2204460492503131e-16,3.6143850065673000e-10,3.6143939230459665e-10
