spin_case,entanglement_mode,scan_parameterization,scan_x_name,scan_x_value,scan_y_name,scan_y_value,s,sqrt_s,pIn,pOut,qOut,theta_in,phi_in,phiOut,Q2,xB,t,F1,F2,W2,y,squared_amplitude_M2,spin_signal_M2,trace,normalized_by_squared_amplitude,entanglement_h_in,entanglement_s_in,C12,C13,C23,C1_23,C2_13,C3_12,F3,M1,M2,M3
transverse_Ty,Ty_h_in_plus_plus_i_h_in_minus_over_sqrt2,user_frame_independent,theta_in,3.4999999999999998e-01,phiOut,0.0000000000000000e+00,2.1515843999999998e+01,4.6385174355606331e+00,2.2244176384674761e+00,1.6695733924487011e+00,8.4999999999999998e-01,3.4999999999999998e-01,0.0000000000000000e+00,0.0000000000000000e+00,7.0381894256840827e+00,6.8373549193425998e-01,-7.4864331152853367e+00,1.4753843787510152e-02,6.1163365192976040e-03,4.1353858617957160e+00,4.9882396237060483e-01,2.1700041377514686e-02,1.0850020688757341e-02,5.0000000000000000e-01,True,1,1,1.6184473564982194e-01,1.7925276055180078e-01,1.0302343137471864e-01,2.5652094086500032e-01,2.1044065119750360e-01,2.2410511439364197e-01,5.1873485371572235e-02,7.4777224792630242e-03,7.4777218066472678e-03,7.4777227197247702e-03
transverse_Ty,Ty_h_in_plus_plus_i_h_in_minus_over_sqrt2,user_frame_independent,theta_in,6.5625000000000000e-01,phiOut,0.0000000000000000e+00,2.1515843999999998e+01,4.6385174355606331e+00,2.2244176384674761e+00,1.6695733924487011e+00,8.4999999999999998e-01,6.5625000000000000e-01,0.0000000000000000e+00,0.0000000000000000e+00,6.0275722994953682e+00,6.4930498481094412e-01,-7.4864331152853376e+00,1.4753843787510145e-02,6.1163365192976006e-03,4.1353858617957160e+00,4.4985046333063999e-01,1.8572417458314117e-02,9.2862087291570566e-03,4.9999999999999989e-01,True,1,1,1.4808358219446816e-01,1.4044480566429532e-01,1.1398111665390505e-01,2.2000589702248341e-01,2.0413119710524530e-01,1.9865936295899289e-01,4.2843236614437827e-02,6.7491039710400914e-03,6.7491033624035909e-03,6.7491040995200872e-03
transverse_Ty,Ty_h_in_plus_plus_i_h_in_minus_over_sqrt2,user_frame_independent,theta_in,9.6249999999999991e-01,phiOut,0.0000000000000000e+00,2.1515843999999998e+01,4.6385174355606331e+00,2.2244176384674761e+00,1.6695733924487011e+00,8.4999999999999998e-01,9.6249999999999991e-01,0.0000000000000000e+00,0.0000000000000000e+00,5.2316675703887796e+00,6.1641787117325997e-01,-7.4864331152853385e+00,1.4753843787510143e-02,6.1163365192975997e-03,4.1353858617957160e+00,4.1128171313163880e-01,1.6790851237949499e-02,8.3954256189747462e-03,4.9999999999999989e-01,True,1,1,1.3648495025197122e-01,9.6538941757791430e-02,1.2178765548028832e-01,1.8497374895793242e-01,1.9931822173562055e-01,1.7441152330871437e-01,3.4365083733015396e-02,6.2673788825549047e-03,6.2673788431815407e-03,6.2673791597665698e-03
transverse_Ty,Ty_h_in_plus_plus_i_h_in_minus_over_sqrt2,user_frame_independent,theta_in,1.2687499999999998e+00,phiOut,0.0000000000000000e+00,2.1515843999999998e+01,4.6385174355606331e+00,2.2244176384674761e+00,1.6695733924487011e+00,8.4999999999999998e-01,1.2687499999999998e+00,0.0000000000000000e+00,0.0000000000000000e+00,4.7245407937374377e+00,5.9204158624366898e-01,-7.4864331152853367e+00,1.4753843787510152e-02,6.1163365192976040e-03,4.1353858617957160e+00,3.8670685479420214e-01,1.5870887107886790e-02,7.9354435539433915e-03,4.9999999999999972e-01,True,1,1,1.2871706665313171e-01,4.9749876536711576e-02,1.2640229226106028e-01,1.5828946614946379e-01,1.9636202201773895e-01,1.5641294909147402e-01,2.7879268274604924e-02,6.0124216306774473e-03,6.0124209542577432e-03,6.0124209392234985e-03
transverse_Ty,Ty_h_in_plus_plus_i_h_in_minus_over_sqrt2,user_frame_independent,theta_in,1.5749999999999997e+00,phiOut,0.0000000000000000e+00,2.1515843999999998e+01,4.6385174355606331e+00,2.2244176384674761e+00,1.6695733924487011e+00,8.4999999999999998e-01,1.5749999999999997e+00,0.0000000000000000e+00,0.0000000000000000e+00,4.5533843343855960e+00,5.8309993205112798e-01,-7.4864331152853376e+00,1.4753843787510145e-02,6.1163365192976006e-03,4.1353858617957160e+00,3.7841278330012174e-01,1.5590834446181128e-02,7.7954172230905614e-03,4.9999999999999989e-01,True,1,1,1.2602351410000720e-01,1.1642490096900601e-02,1.2789821975976917e-01,1.4816869453589737e-01,1.9538774447038770e-01,1.4976645761239876e-01,2.5371734059410588e-02,5.9364883587009198e-03,5.9364899653925919e-03,5.9364896323917948e-03
transverse_Ty,Ty_h_in_plus_plus_i_h_in_minus_over_sqrt2,user_frame_independent,theta_in,1.8812499999999996e+00,phiOut,0.0000000000000000e+00,2.1515843999999998e+01,4.6385174355606331e+00,2.2244176384674761e+00,1.6695733924487011e+00,8.4999999999999998e-01,1.8812499999999996e+00,0.0000000000000000e+00,0.0000000000000000e+00,4.7341257245541275e+00,5.9253099999332504e-01,-7.4864331152853367e+00,1.4753843787510152e-02,6.1163365192976040e-03,4.1353858617957160e+00,3.8717133099194834e-01,1.5886993923865569e-02,7.9434969619327830e-03,4.9999999999999989e-01,True,1,1,1.2886680217412694e-01,5.1045745760195063e-02,1.2631760797567354e-01,1.5883686296962146e-01,1.9641695182064053e-01,1.5677574563733018e-01,2.8013808772379828e-02,6.0168281752302662e-03,6.0168281752303147e-03,6.0168281752304396e-03
transverse_Ty,Ty_h_in_plus_plus_i_h_in_minus_over_sqrt2,user_frame_independent,theta_in,2.1875000000000000e+00,phiOut,0.0000000000000000e+00,2.1515843999999998e+01,4.6385174355606331e+00,2.2244176384674761e+00,1.6695733924487011e+00,8.4999999999999998e-01,2.1875000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,5.2499454744822822e+00,6.1724217166134276e-01,-7.4864331152853385e+00,1.4753843787510143e-02,6.1163365192975997e-03,4.1353858617957160e+00,4.1216744215342127e-01,1.6826781886912577e-02,8.4133909434562851e-03,5.0000000000000000e-01,True,1,1,1.3675922914993704e-01,9.7794222129766753e-02,1.2161618591628220e-01,1.8586060304388388e-01,1.9942655525070530e-01,1.7501878238882526e-01,3.4579209829481428e-02,6.2773671241850241e-03,6.2773675046539044e-03,6.2773676300770902e-03
transverse_Ty,Ty_h_in_plus_plus_i_h_in_minus_over_sqrt2,user_frame_independent,theta_in,2.4937499999999999e+00,phiOut,0.0000000000000000e+00,2.1515843999999998e+01,4.6385174355606331e+00,2.2244176384674761e+00,1.6695733924487011e+00,8.4999999999999998e-01,2.4937499999999999e+00,0.0000000000000000e+00,0.0000000000000000e+00,6.0528422658543093e+00,6.5025703525434519e-01,-7.4864331152853367e+00,1.4753843787510152e-02,6.1163365192976040e-03,4.1353858617957160e+00,4.5107502072349437e-01,1.8637220342225241e-02,9.3186101711126203e-03,4.9999999999999994e-01,True,1,1,1.4844060689751257e-01,1.4158735878214379e-01,1.1372166797913839e-01,2.2101460932631051e-01,2.0428679690830071e-01,1.9936263671687668e-01,4.3089116337817729e-02,6.7658635926562925e-03,6.7658638469940535e-03,6.7658629838444426e-03
transverse_Ty,Ty_h_in_plus_plus_i_h_in_minus_over_sqrt2,user_frame_independent,theta_in,2.7999999999999998e+00,phiOut,0.0000000000000000e+00,2.1515843999999998e+01,4.6385174355606331e+00,2.2244176384674761e+00,1.6695733924487011e+00,8.4999999999999998e-01,2.7999999999999998e+00,0.0000000000000000e+00,0.0000000000000000e+00,7.0680998737433676e+00,6.8465179776739726e-01,-7.4864331152853376e+00,1.4753843787510145e-02,6.1163365192976006e-03,4.1353858617957160e+00,5.0027339288326644e-01,2.1812727188498915e-02,1.0906363594249456e-02,5.0000000000000000e-01,True,1,1,1.6223600354023773e-01,1.8022803023626630e-01,1.0268038008892422e-01,2.5749477372780444e-01,2.1062923243263360e-01,2.2478055110815345e-01,5.2118744100331925e-02,7.5008947695806641e-03,7.5008922552464163e-03,7.5008928184347214e-03
transverse_Ty,Ty_h_in_plus_plus_i_h_in_minus_over_sqrt2,user_frame_independent,theta_in,3.4999999999999998e-01,phiOut,5.2359877559829882e-01,2.1515843999999998e+01,4.6385174355606331e+00,2.2244176384674761e+00,1.4766394361031705e+00,8.4999999999999998e-01,3.4999999999999998e-01,0.0000000000000000e+00,5.2359877559829882e-01,7.9488645453259679e+00,8.2221216949210618e-01,-6.6866369495914189e+00,1.8033294955086925e-02,8.0588341964111486e-03,2.5986356148061667e+00,4.6848498546870226e-01,2.8823927365579836e-02,1.4411963682789918e-02,5.0000000000000000e-01,True,1,1,1.4699943891367950e-01,1.2773349279304486e-01,1.0603478499048971e-01,2.1268488928361012e-01,2.0040557168438813e-01,1.8673350833495317e-01,3.9639615817053928e-02,7.3101819075340677e-03,7.3101824932304601e-03,7.3101823259898013e-03
