optimization_run,start_source,screening_D_W,success,lbfgs_success,lbfgs_status,lbfgs_message,lbfgs_iterations,function_evaluations,lbfgs_function_evaluations,lbfgs_gradient_norm,initial_D_W,lbfgs_D_W,final_D_W,local_search_polls,local_search_moves,local_search_poll_limit_reached,smallest_tested_step,best_neighbor_D_W,local_minimum_verified,initial_u0,initial_u1,initial_u2,initial_u3,initial_u4,initial_u5,initial_u6,final_u0,final_u1,final_u2,final_u3,final_u4,final_u5,final_u6
241,latin_hypercube,nan,True,True,0,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,0,2767,8,0.0,1000.0,1000.0,0.0025351690580295593,135,121,False,1e-05,0.0025353001022086086,True,0.08298518593900311,0.3991374316447272,0.7211595567967249,0.06614224232685352,0.6246165577439872,0.7008285697575282,0.7604959505201117,0.0784910887390192,0.4588929930710723,0.7342964198797876,0.16404216608116504,0.6348083809458687,0.6063344674958181,0.0929582888748895
242,latin_hypercube,nan,True,True,0,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,22,2912,416,2.9089014717062174,0.942610882018284,0.24900967205334376,0.017420230863128047,122,108,False,1e-05,0.017420602390614628,True,0.8562824769174197,0.39120905099811193,0.20653835959093056,0.43793445328014563,0.4239548004793117,0.9099059372215594,0.6235310160408792,0.28929270939961826,0.7612003310793455,0.44176051174446773,0.07278531551047988,0.4422450487983646,0.4833368628131238,0.9975313279621015
243,latin_hypercube,nan,True,True,0,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,36,4636,848,15.176999640051106,0.8007423442925823,0.00958985293212183,0.0012143897027232712,186,172,False,1e-05,0.0012146661714056088,True,0.6150232443946985,0.2814909453422054,0.38888049200207725,0.33601278394541473,0.3715897215186145,0.3596839099886183,0.15636716574186998,0.7120831739658918,0.871999916458031,0.5485480619416739,0.4556895031790904,0.8353634724841263,0.003950036509352097,0.5075137500572464
244,latin_hypercube,nan,True,True,0,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,0,309,8,0.0,1000.0,1000.0,1000.0,14,0,False,1e-05,1000.0,True,0.8749040999688236,0.33630546774112163,0.9540039160787303,0.31135350468708134,0.4538628178019707,0.32545985605665356,0.7132974375522275,0.8749040999688236,0.33630546774112163,0.9540039160787303,0.31135350468708134,0.4538628178019707,0.32545985605665356,0.7132974375522275
245,latin_hypercube,nan,True,True,0,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,58,3122,736,9.28216903944532,1.0048675126885556,0.039372459206291816,0.0019138817936781387,117,103,False,1e-05,0.0019147254841697689,True,0.7720402564145307,0.6567607637449275,0.769576691994696,0.5970716717186034,0.06338752857242717,0.14178572044166238,0.9328709048455915,0.2782603289100399,0.7409953633754269,0.47870132222072614,0.71307140282727,0.10174533727401923,0.518777090718168,0.003467433735388666
246,latin_hypercube,nan,False,True,0,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,61,11341,952,5.8419674881008214,0.8228629799589743,0.018372324651921224,0.00653962294781512,512,502,True,4.8828125e-05,0.006433443012214783,False,0.8906485691920589,0.4956826132132283,0.19132204336565092,0.277531357696664,0.7552174284924468,0.825332287494287,0.4232408630493378,0.7516868744830559,0.9139802450658554,0.5152217344200916,0.47940177623843,0.8468160577091959,0.9980588249035639,0.5052409353739701
247,latin_hypercube,nan,True,True,0,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,0,305,8,0.0,1000.0,1000.0,1000.0,14,0,False,1e-05,1000.0,True,0.6410983364128788,0.3422320660226664,0.9975243646445838,0.6427689515431668,0.058220080319528134,0.9456326528070518,0.05206751798486224,0.6410983364128788,0.3422320660226664,0.9975243646445838,0.6427689515431668,0.058220080319528134,0.9456326528070518,0.05206751798486224
248,latin_hypercube,nan,True,True,0,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,58,1654,1248,7.301313459623779,0.6931221571337075,0.0001841367408153385,0.00010995855146827853,22,8,False,1e-05,0.00011075386020900627,True,0.008858817614371104,0.809912140876398,0.13373629522519936,0.26858434131640857,0.8361552633704978,0.13944505866731968,0.23821011165723183,0.015078337703271962,0.8053873878113872,0.2922894591106818,0.419399227071398,0.8525674262465734,0.07789193401402739,0.37509719252182505
249,latin_hypercube,nan,True,True,0,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,59,1523,1056,4.591358949816588,0.9700461288146414,0.0015524818656226268,0.0014321819767522436,25,11,False,1e-05,0.0014328012074226613,True,0.7921363130141331,0.5623466640788513,0.4062437385918236,0.7891145541213452,0.2951772529524658,0.026611845557478937,0.6957445617647933,0.5698609566209896,0.797873979763307,0.5482814379003171,0.5888140769199369,0.2063172755376212,0.010186913752229316,0.5119366898522865
250,latin_hypercube,nan,True,True,0,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,59,1365,976,5.648305803364849,1.0663327798252515,0.0006135861777022175,0.0005610101663725339,18,4,False,1e-05,0.000563204454665832,True,0.6476772808968491,0.5414722662766844,0.1386664076701768,0.18479533943680246,0.11587995166797951,0.3768034700681769,0.4480946183028267,0.3190870451282726,0.7603568892548223,0.4753294877469064,0.4093207893321985,0.019750941402120716,0.015574072798534457,0.5039053228686284
251,latin_hypercube,nan,True,True,0,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,0,309,8,0.0,1000.0,1000.0,1000.0,14,0,False,1e-05,1000.0,True,0.5929927513022105,0.7215024907933473,0.8909191279570262,0.817618123117706,0.6588664337752899,0.43949246245807794,0.3844899331517315,0.5929927513022105,0.7215024907933473,0.8909191279570262,0.817618123117706,0.6588664337752899,0.43949246245807794,0.3844899331517315
252,latin_hypercube,nan,True,True,0,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,49,2701,1168,0.3314415161487068,0.9464339606010573,0.006049813528880006,0.004817425539955231,79,65,False,1e-05,0.004818477295185739,True,0.37420743154878344,0.14893163912226048,0.2532686884355978,0.3447393842361784,0.838132746356276,0.7306363965413625,0.8865912455705919,0.2600852809270575,0.7363683148465968,0.4702850004423575,0.22770096861786565,0.8437714414873292,0.5201306248693716,0.0036068596613362995
253,latin_hypercube,nan,False,True,0,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,0,10498,8,0.0,1000.0,1000.0,0.0028194248678225994,512,503,True,9.765625e-05,0.002780902179155772,False,0.8420506004674798,0.7742369692409976,0.8493612794910094,0.7986661242887896,0.36823902707004397,0.557910779666373,0.6931021147360886,0.2661112166583158,0.7358019098384846,0.48281466187240446,0.7553102911724661,0.36438070835066916,0.5195542840641993,0.9959737200058084
254,latin_hypercube,nan,True,True,0,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,78,1963,1280,5.313334480613076,0.9717470769378368,0.003460407534642183,0.0033633308877135206,33,19,False,1e-05,0.0033634316629283082,True,0.649109066000609,0.966381374911665,0.03530105879379097,0.26721576211554915,0.20816744734408327,0.24980876761195683,0.6810888841802687,0.26560204203173654,0.724327115414099,0.5052821788199059,0.7623389490722278,0.16543926746580426,0.020586725514456835,0.5055094828953096
255,latin_hypercube,nan,True,True,0,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,48,6414,632,8.669240686972328,0.7942366052237885,0.03931757167769625,0.0029232811854071248,286,272,False,1e-05,0.002923534773560289,True,0.7636656213533733,0.39491516960472084,0.6929443937958066,0.3077617759559685,0.1855753961844022,0.6344716447846962,0.8685770024316909,0.28633625195515094,0.7442093234288919,0.4809739572784095,0.32012457577044734,0.9342042350842794,0.5180894736350674,0.003252741768538177
256,latin_hypercube,nan,False,True,0,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,48,10894,592,1.706054577170043,0.8804861455061357,0.04006272850488946,0.020846972412106944,512,506,True,0.00078125,0.020805635704202886,False,0.0351307424920876,0.6858663160603474,0.15040984633746704,0.3494996060024729,0.21442493736663862,0.5427739544112818,0.9419444859341377,0.2886947627861099,0.7331049657801054,0.4951846698542259,0.37074305496256915,0.9769013403623755,0.5193141820551703,0.002369699633891871
257,latin_hypercube,nan,True,True,0,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,58,3156,1104,0.7050701170018646,0.9691987438179067,0.010265282910734246,0.0012636683405247368,101,87,False,1e-05,0.0012644351601917919,True,0.5917442475215234,0.3660099175727875,0.020299707623756207,0.7535805716491021,0.3419816890265503,0.7132274479196732,0.898768839891869,0.6589360947211652,0.8655774255189065,0.5191772071953205,0.5482216861156299,0.17168077569607976,0.9954636996112827,0.5080353171887554
258,latin_hypercube,nan,True,True,0,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,14,4807,1304,5.021535726045393,0.9294400779855759,0.50072580654092,0.01925588256123188,174,160,False,1e-05,0.019255883724659157,True,0.0911089717293595,0.3826930966841057,0.359104793880723,0.9467508653546539,0.318931855149318,0.5199830588653073,0.2906736694818784,0.038313157178902074,0.4803279291001905,0.5259831581509966,0.7553723556167157,0.004967469700847324,0.7429335125414313,0.9328954392352873
259,latin_hypercube,nan,True,True,0,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,0,309,8,0.0,1000.0,1000.0,1000.0,14,0,False,1e-05,1000.0,True,0.22628508898458916,0.6777531647137178,0.9577812908947205,0.15249746274590678,0.11352861887536361,0.29142702441403096,0.25012692049740964,0.22628508898458916,0.6777531647137178,0.9577812908947205,0.15249746274590678,0.11352861887536361,0.29142702441403096,0.25012692049740964
260,latin_hypercube,nan,True,False,2,ABNORMAL: ,24,2621,1208,67258.32812425248,0.9644513078008938,0.031820722084484616,0.0034953537568258586,70,56,False,1e-05,0.0034965362097627226,True,0.4187621019027937,0.4114631767523506,0.43292558330976094,0.6636480289529633,0.0673510013271964,0.44310160653048053,0.6525276612546939,0.30619564674843736,0.6200140825498821,0.6787645694721317,0.7996714632275642,0.20698415028912126,0.45616566503086364,0.966265042902205
261,latin_hypercube,nan,False,False,1,STOP: TOTAL NO. OF ITERATIONS REACHED LIMIT,80,11626,1136,75.0452098752464,0.9216679449337979,0.0672406068802138,0.008386901196625881,512,501,True,2.44140625e-05,0.00819893725950651,False,0.9767315286033159,0.38283677117257464,0.4851817284658136,0.7095434192581666,0.7176927176649173,0.9125400382402202,0.5472771291097807,0.8641653632373488,0.9313897270966707,0.5523039477504917,0.02138254030510879,0.6574315016601586,0.9988401571478724,0.49574666422515834
262,latin_hypercube,nan,True,True,0,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,50,4209,848,10.402466918145016,1.0045686379709746,0.00556306305453297,0.004472558038199901,166,152,False,1e-05,0.004472686719059712,True,0.9981620736489397,0.3023914447302372,0.05986990638955214,0.756231531017287,0.617427055910953,0.7684204351834426,0.9133592239083609,0.7145564873774526,0.8777248005295925,0.5461955586877805,0.4627782383732388,0.8472219911126816,0.49638932878768194,0.0070867392032617944
263,latin_hypercube,nan,True,True,0,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,13,4307,304,0.7289206639804631,0.884395185082218,0.3801281764869008,0.004785603522344623,197,183,False,1e-05,0.004785836922921287,True,0.5458651301221012,0.2881960441517957,0.23673916825473215,0.5731171118022796,0.43015133473777956,0.4115551170861446,0.3325473526879275,0.3943422862170369,0.6627041477586554,0.643723757696621,0.6693301671221027,0.2797618437744689,0.4669607621810991,0.02585670303690292
264,latin_hypercube,nan,True,True,0,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,66,3665,1080,25.86784673594096,1.019228216469316,0.002483045639325412,0.0012432582800849367,128,114,False,1e-05,0.0012434456210351783,True,0.92513102637938,0.3403983217637097,0.6177224142749871,0.08998172914289775,0.8634219295902774,0.9704214766808447,0.929988967757337,0.6435683217259047,0.8426402461766292,0.538366768322138,0.05963749177746247,0.6722712366127178,0.9940335993974416,0.4908671310615577
265,latin_hypercube,nan,True,True,0,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,14,1411,328,1.997577391610398,0.6990058770054806,0.024900489848495334,0.008761205494778516,52,38,False,1e-05,0.00876131175158308,True,0.1356771200055529,0.6618324565203737,0.3117963005152072,0.1983666472230414,0.9399607944922623,0.33555842205037417,0.26523271702362766,0.029766097270755847,0.6245271870397754,0.5175843706352218,0.08863344651790293,0.9980252155185972,0.260325940613705,0.4441930257008492
266,latin_hypercube,nan,True,True,0,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,0,295,8,0.0,1000.0,1000.0,1000.0,14,0,False,1e-05,1000.0,True,0.22900217732595507,0.0035544826521994536,0.9999872812503023,0.975317940218618,0.18365977273927947,0.5719921744335682,0.09132654187287984,0.22900217732595507,0.0035544826521994536,0.9999872812503023,0.975317940218618,0.18365977273927947,0.5719921744335682,0.09132654187287984
267,latin_hypercube,nan,True,True,0,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,51,1270,728,6.509179664002056,0.6704378312259368,0.0012113216416740169,0.0008355303643685113,26,12,False,1e-05,0.000836042646577657,True,0.7193540535864041,0.6909001545723042,0.29658951740345857,0.93204066413972,0.2634351942770494,0.6098990221157466,0.01317806891118177,0.17634712778752895,0.7001554437543981,0.46685602906569407,0.8857811008765913,0.2941563152568698,0.5304539945668791,0.016159250804841166
268,latin_hypercube,nan,True,True,0,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,52,2906,1128,6.9965652141448595,1.0599605203303837,0.007322814528917159,0.006034187197106627,89,75,False,1e-05,0.006034255105315365,True,0.729059108908554,0.8825856303462447,0.06268371830521756,0.872781548420717,0.8215130157450388,0.7388412461945555,0.4614554168364969,0.5095127444233313,0.7649648419567515,0.5499623734989655,0.6113301640627581,0.22684940227658962,0.9858965962723821,0.5145947055195726
269,latin_hypercube,nan,True,True,0,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,7,1733,384,2.24127306260786,0.63836368023255,0.3683473118755618,0.014380733708024403,66,52,False,1e-05,0.014380964129286865,True,0.19983195412206403,0.349969563613333,0.4119073899222094,0.8402089021453939,0.023538745272307676,0.7492117222513525,0.18233723204957214,0.03221957999261943,0.4820681497385488,0.5547321232814444,0.7476057787794891,0.13068912989333079,0.7537913173003897,0.41926001820699554
270,latin_hypercube,nan,True,True,0,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,0,308,8,0.0,1000.0,1000.0,1000.0,14,0,False,1e-05,1000.0,True,0.5044820248719182,0.31434183632972623,0.9768137787906281,0.3227137018863643,0.09871685682680809,0.09221734793457755,0.6150297757208323,0.5044820248719182,0.31434183632972623,0.9768137787906281,0.3227137018863643,0.09871685682680809,0.09221734793457755,0.6150297757208323
271,latin_hypercube,nan,True,True,0,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,26,5336,424,3.441475897005784,0.9592904985532591,0.20647865421168748,0.0005412938924352578,240,226,False,1e-05,0.0005421699772102554,True,0.914912930877785,0.5380783136981141,0.8355824753996564,0.02952482950641082,0.44587060334510403,0.9500320342418435,0.810943063017671,0.45715277126793535,0.821506867111539,0.484604328563619,0.007573298003390652,0.3906059484565514,0.008051254940588944,0.49335738042484983
272,latin_hypercube,nan,False,False,2,ABNORMAL: ,77,11873,1536,5.475373455241253,0.948107727663183,0.05966025574865596,0.013317416883574969,512,504,True,0.0001953125,0.013199852494830496,False,0.40540583376091543,0.05522682265820719,0.35454385710849634,0.32781172603733466,0.7964064341925768,0.8537040960196248,0.14885735224080668,0.720446853126094,0.91726166691755,0.49581384624553837,0.49121064208705334,0.8446973998494854,0.9980922504793023,0.5048350061253789
273,latin_hypercube,nan,True,True,0,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,53,1504,1000,18.81463801222232,0.9805269995494683,0.0003221837409869485,0.00022473371963913397,24,10,False,1e-05,0.00022480128242796383,True,0.9720696081236518,0.023968961269270273,0.6798723558489906,0.3131100435367829,0.7645778168356707,0.22296886596206356,0.5629546578518583,0.5542439274911747,0.7758011795355447,0.5740794452199922,0.3998994353036451,0.789150464092633,0.012474781088942316,0.5129391767227048
274,latin_hypercube,nan,True,True,0,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,22,9539,952,54425.974717725214,0.9335578434052082,0.25505265385982023,0.006593754426796853,426,412,False,1e-05,0.006594118177870234,True,0.272679719341718,0.18516223467388263,0.441719292552,0.5644144322081952,0.9259899591106467,0.5173444599482041,0.6111332481754185,0.18885441342166473,0.6895089970023962,0.5166027272901494,0.3623390127816105,0.7783213834474714,0.5292215992004561,0.9850488760156658
275,latin_hypercube,nan,True,False,2,ABNORMAL: ,51,2699,1112,4.368272310211545,0.6768049905573665,0.0064268049582913885,0.005016261353954128,82,68,False,1e-05,0.0050164504305313185,True,0.38917096511051097,0.48659149635090826,0.2608573596637382,0.11732725655970815,0.7635757085498972,0.7817908505667654,0.6495980418784564,0.39895321805666417,0.6852013706111254,0.6158140458713652,0.16225159925726568,0.7552485445813303,0.5262844875852944,0.9780577560862127
276,latin_hypercube,nan,True,True,0,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,22,2632,672,4.090833245425274,1.0471952137536986,0.12036891176111748,0.0025898604165537024,96,82,False,1e-05,0.00259041698939683,True,0.07277159712049565,0.4909499942054407,0.2728579026430868,0.9065031314828224,0.6962450110320417,0.5046274337479512,0.7914265820677674,0.3554372556978726,0.6420783634248374,0.6622163638582101,0.6834430541334039,0.2848268510020182,0.9620713235866096,0.5290213906858012
277,latin_hypercube,nan,True,True,0,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,0,307,8,0.0,1000.0,1000.0,1000.0,14,0,False,1e-05,1000.0,True,0.5137005339784032,0.9914804750219823,0.8559379040959895,0.04280777959851308,0.8624120828832702,0.9413414375473085,0.08189933422931318,0.5137005339784032,0.9914804750219823,0.8559379040959895,0.04280777959851308,0.8624120828832702,0.9413414375473085,0.08189933422931318
278,latin_hypercube,nan,False,True,0,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,72,11751,1240,117.82995730735239,1.0635006395108382,0.03104851255372656,0.0010293702626769665,512,499,True,1e-05,0.0010280571699624835,False,0.9553571609067375,0.3729276437977176,0.005776381910368388,0.8522247768745624,0.004917054182654136,0.4440756344339784,0.6421140433747112,0.732162069824467,0.9050781375898012,0.5184616149084124,0.9723762163963151,0.3418210747857504,0.0023207826951855623,0.4940938987144547
279,latin_hypercube,nan,True,True,0,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,0,309,8,0.0,1000.0,1000.0,1000.0,14,0,False,1e-05,1000.0,True,0.15118849543504148,0.4932365406447973,0.8805261829128208,0.404674761108565,0.7806994510537182,0.9309253262732944,0.02660886926162517,0.15118849543504148,0.4932365406447973,0.8805261829128208,0.404674761108565,0.7806994510537182,0.9309253262732944,0.02660886926162517
280,latin_hypercube,nan,True,False,1,STOP: TOTAL NO. OF ITERATIONS REACHED LIMIT,80,1622,1224,2.9195056702474695,1.088763324462473,0.0019408618075127703,0.0018497632940271196,20,6,False,1e-05,0.001850005886839037,True,0.7581260450858972,0.743452856390533,0.0818636713991117,0.18012732647338062,0.8932751232629708,0.16054776558473885,0.9847710621537156,0.14249958969807483,0.6798770122076015,0.49434046161564066,0.3867524302892604,0.8169830545294513,0.5369506481999716,0.9726671368336368
281,latin_hypercube,nan,True,False,2,ABNORMAL: ,7,3227,824,1.4814881014578005,0.9328999909230503,0.3358763841859095,0.07839336130083008,118,104,False,1e-05,0.0783936219787151,True,0.25418032671143564,0.04095573264360118,0.37343729550802207,0.2948101619193269,0.46629383111992795,0.14386117467128273,0.6394665420852343,0.22659462510701836,0.5716794256747536,0.6517395779822707,0.2883038021144424,0.6693552978302194,0.43194244156141726,0.05499058516212933
282,latin_hypercube,nan,True,False,2,ABNORMAL: ,50,2145,1184,1.7347138449200488,0.8718980578527041,0.002978530628842287,0.001961243680702696,52,38,False,1e-05,0.0019612498450266645,True,0.6023501004275523,0.6159765890854986,0.07166156350643656,0.6898800372142854,0.7233052569259536,0.5547969926668145,0.08826015290170432,0.462271042951786,0.8278382436392897,0.479477150395756,0.5003930507919009,0.8736680288011455,0.9923631898860791,0.5066333215471885
283,latin_hypercube,nan,True,True,0,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,7,5327,512,28.36581644007781,0.7676564250667947,0.7528662274918598,0.005823924991638433,242,228,False,1e-05,0.005824104523034407,True,0.12774606218367135,0.36909892762279894,0.4401784935950929,0.34152113774709764,0.5104526945683013,0.5688006390046342,0.8655673231928086,0.00014014312877963755,0.8928995590392612,0.4703154219404492,0.32828415546989054,0.6502383753475601,0.21071465651572938,0.0806161267187052
284,latin_hypercube,nan,True,False,2,ABNORMAL: ,12,2615,1224,99993028.5071439,1.0534178604350701,0.0697149331122705,0.009691249600309725,69,55,False,1e-05,0.009691590499641486,True,0.3971935588619653,0.2048066500679141,0.11696752831622574,0.47772251953337014,0.7423655561377663,0.4166763395504713,0.10271562461959091,0.030628350940233872,0.6099228611357953,0.516139292534937,0.6799592060630401,0.47454449824352496,0.23960690780537444,0.06234222857446996
285,latin_hypercube,nan,True,True,0,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,0,308,8,0.0,1000.0,1000.0,1000.0,14,0,False,1e-05,1000.0,True,0.9648144152309132,0.09574612998526383,0.9764237291206083,0.23474155418816628,0.7069272321356688,0.8085931734396937,0.7075770315163046,0.9648144152309132,0.09574612998526383,0.9764237291206083,0.23474155418816628,0.7069272321356688,0.8085931734396937,0.7075770315163046
286,latin_hypercube,nan,True,True,0,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,23,4811,896,2.6764132318421003,0.9645878658479519,0.013891307104540097,0.010336296733864223,188,174,False,1e-05,0.010336341889860615,True,0.5075157151755249,0.04855575406528517,0.2568438659925106,0.8744933459424717,0.877892794346752,0.9812825001600465,0.8199862153712465,0.03655386443137074,0.47710728244153766,0.5244229517319796,0.9737786744603241,0.9999961378698935,0.7453935419527027,0.9345608109460617
287,latin_hypercube,nan,True,True,0,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,0,309,8,0.0,1000.0,1000.0,1000.0,14,0,False,1e-05,1000.0,True,0.2494656378246748,0.6203881946141719,0.828155152204783,0.7637509506211924,0.22722935735133337,0.6887366568457558,0.9008847568598368,0.2494656378246748,0.6203881946141719,0.828155152204783,0.7637509506211924,0.22722935735133337,0.6887366568457558,0.9008847568598368
288,latin_hypercube,nan,True,False,2,ABNORMAL: ,14,2713,760,35133.56955338696,0.7053873415057353,0.33795911712545024,0.0502594832834509,97,83,False,1e-05,0.05026023623943731,True,0.3240159282599264,0.40320288749520605,0.22307646017976696,0.6662055056645082,0.37325344648567976,0.23887678032456558,0.20539661180044866,0.24800052258334745,0.5835743746107643,0.6619744154275566,0.7079580430131538,0.32084959197568164,0.4394587398365903,0.04863132553841706
289,latin_hypercube,nan,True,True,0,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,0,309,8,0.0,1000.0,1000.0,1000.0,14,0,False,1e-05,1000.0,True,0.5511847241488708,0.4122426642524722,0.8532608292721255,0.35466873898000534,0.6731585837240424,0.5790474985154563,0.9563020494131993,0.5511847241488708,0.4122426642524722,0.8532608292721255,0.35466873898000534,0.6731585837240424,0.5790474985154563,0.9563020494131993
290,latin_hypercube,nan,True,True,0,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,0,309,8,0.0,1000.0,1000.0,1000.0,14,0,False,1e-05,1000.0,True,0.7697166008338026,0.48017612067743753,0.8717680361342468,0.2738665265891854,0.3783672096151946,0.24539302128987803,0.3292995255334876,0.7697166008338026,0.48017612067743753,0.8717680361342468,0.2738665265891854,0.3783672096151946,0.24539302128987803,0.3292995255334876
291,latin_hypercube,nan,True,True,0,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,79,1827,1432,6.177052962783348,0.7116719547763747,0.0016050399339405182,0.001543942589604165,21,7,False,1e-05,0.0015440278963002954,True,0.336289470454501,0.4602183964301107,0.5830002668129226,0.49175692976487734,0.27463074601489035,0.39643587901556354,0.7954104456561517,0.14305179957813932,0.6837139978851784,0.4762424211478356,0.6134026073626693,0.18262243842665132,0.4631397558904217,0.9726029046802668
292,latin_hypercube,nan,True,True,0,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,0,309,8,0.0,1000.0,1000.0,1000.0,14,0,False,1e-05,1000.0,True,0.1448426687619929,0.032078838621767886,0.8128004640228671,0.9577314674216438,0.5855800688131655,0.8764272066436117,0.7114056107006576,0.1448426687619929,0.032078838621767886,0.8128004640228671,0.9577314674216438,0.5855800688131655,0.8764272066436117,0.7114056107006576
293,latin_hypercube,nan,True,True,0,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,42,1306,712,7.776258345236164,0.8381505931092552,0.0009278155685915937,0.0006029962039193078,29,15,False,1e-05,0.0006032608156204013,True,0.5002060190120533,0.6992922111873214,0.09845377100241127,0.9487607056777203,0.15704750497111578,0.6135472079598958,0.9070177585892149,0.4376777149497907,0.6920406132763063,0.6281749532777466,0.846696860533384,0.2415633524562595,0.4742763043631304,0.9791482080857701
294,latin_hypercube,nan,True,True,0,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,29,2218,824,2.4162224624609094,0.5999864361062406,0.03470407548063087,0.010065430974681598,68,54,False,1e-05,0.010065879279798365,True,0.32793213473859567,0.6212730399771568,0.5573940565491721,0.7808925506466129,0.16044174655228266,0.7775315356349457,0.7565139040880654,0.2879974062531696,0.6170712180961869,0.6696392427010931,0.7955837338045737,0.2031237271094506,0.5446543950924045,0.964351499350861
295,latin_hypercube,nan,True,True,0,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,0,309,8,0.0,1000.0,1000.0,1000.0,14,0,False,1e-05,1000.0,True,0.8272624750531665,0.28604072759173227,0.8952056279302087,0.548224103765191,0.5193752240249592,0.31099374317537837,0.106402808282536,0.8272624750531665,0.28604072759173227,0.8952056279302087,0.548224103765191,0.5193752240249592,0.31099374317537837,0.106402808282536
296,latin_hypercube,nan,True,False,2,ABNORMAL: ,17,2121,1288,2.408685590405752,0.9302384606730294,0.021184461658506754,0.009170260593461632,46,32,False,1e-05,0.009170432718984437,True,0.15395237624780567,0.1430107451663945,0.36589674955873325,0.7283281599909004,0.7246453831301546,0.553068574572772,0.2561724024935303,0.033984997359320576,0.5690659580833829,0.5219898557703856,0.2596382222773123,0.5068144256832122,0.7521454143027614,0.06084196112084181
297,latin_hypercube,nan,True,True,0,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,45,8853,1008,6.41932800823205,1.0754207240716915,0.04092159282074942,0.00913846462585261,388,374,False,1e-05,0.009138490431437057,True,0.08058157304889997,0.8994790360767299,0.12631301708110731,0.9655069958591882,0.8555496475274615,0.8873428226819097,0.061996321251394405,0.0071697370928238855,0.8541259566970478,0.49143887644564993,0.24462533671672304,0.815263987990051,0.7467690656139567,0.4284869548121851
298,latin_hypercube,nan,True,True,0,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,0,307,8,0.0,1000.0,1000.0,1000.0,14,0,False,1e-05,1000.0,True,0.3161384406861873,0.9418086679632242,0.989576951078044,0.23003868786294257,0.08989767317126038,0.009563234345768128,0.1948078112120237,0.3161384406861873,0.9418086679632242,0.989576951078044,0.23003868786294257,0.08989767317126038,0.009563234345768128,0.1948078112120237
