lepton,kinematic_point,s_regime,theta_p_gamma_regime,qOut_regime,lepton_mass,s,sqrt_s,pIn,pOut,theta_p_in,phi_p_in,theta_lepton_in,phi_lepton_in,qOut,theta_p_out,phi_p_out,theta_gamma_out,phi_gamma_out,theta_lepton_out,phi_lepton_out,cos_p_gamma_out,Q2,xB,t,F1,F2,W2,y,theta_lepton_gamma_rad,theta_lepton_gamma_deg,k_dot_qout,kp_dot_qout,abs_k_dot_qout,abs_kp_dot_qout,aligned,reference_name,search_stage,sample_id,alpha_e,alpha_p,lepton_electron_alpha_e_mix_proton_alpha_p_mix_trace,lepton_electron_alpha_e_mix_proton_alpha_p_mix_spin_signal_M2,lepton_electron_alpha_e_mix_proton_alpha_p_mix_cross_section_ratio,lepton_electron_alpha_e_mix_proton_alpha_p_mix_purity,lepton_electron_alpha_e_mix_proton_alpha_p_mix_M2_magic,lepton_electron_alpha_e_mix_proton_alpha_p_mix_h_out_mean,lepton_electron_alpha_e_mix_proton_alpha_p_mix_lambda_mean,lepton_electron_alpha_e_mix_proton_alpha_p_mix_h_lambda,lepton_electron_alpha_e_mix_proton_alpha_p_mix_h_lambda_connected,lepton_electron_alpha_e_mix_proton_alpha_p_mix_C_e_p,lepton_electron_alpha_e_mix_proton_alpha_p_mix_C_e_gamma,lepton_electron_alpha_e_mix_proton_alpha_p_mix_C_p_gamma,lepton_electron_alpha_e_mix_proton_alpha_p_mix_C_e_rest,lepton_electron_alpha_e_mix_proton_alpha_p_mix_C_p_rest,lepton_electron_alpha_e_mix_proton_alpha_p_mix_C_gamma_rest,lepton_electron_alpha_e_mix_proton_alpha_p_mix_D_W,lepton_electron_alpha_e_mix_proton_alpha_p_mix_dGHZ,lepton_electron_alpha_e_mix_proton_alpha_p_mix_F3,lepton_electron_alpha_e_mix_proton_alpha_p_mix_M_e,lepton_electron_alpha_e_mix_proton_alpha_p_mix_M_p,lepton_electron_alpha_e_mix_proton_alpha_p_mix_M_gamma,lepton_electron_alpha_e_mix_proton_alpha_p_mix_GHZ_plus_fidelity,lepton_electron_alpha_e_mix_proton_alpha_p_mix_GHZ_minus_fidelity,lepton_electron_alpha_e_mix_proton_alpha_p_mix_GHZ_phase_fidelity,lepton_electron_alpha_e_mix_proton_alpha_p_mix_GHZ_subspace_population,lepton_electron_alpha_e_mix_proton_alpha_p_mix_GHZ_coherence_abs,lepton_electron_alpha_e_mix_proton_alpha_p_mix_GHZ_coherence_phase_rad,lepton_electron_alpha_e_mix_proton_alpha_p_mix_GHZ_coherence_visibility,lepton_electron_alpha_e_mix_proton_alpha_p_mix_GHZ_purity,lepton_electron_alpha_e_mix_proton_alpha_p_mix_W_fidelity,lepton_electron_alpha_e_mix_proton_alpha_p_mix_W_subspace_population,lepton_electron_alpha_e_mix_proton_alpha_p_mix_W_subspace_max_fidelity,lepton_electron_alpha_e_mix_proton_alpha_p_mix_Wbar_fidelity,lepton_electron_alpha_e_mix_proton_alpha_p_mix_Wbar_subspace_population,lepton_electron_alpha_e_mix_proton_alpha_p_mix_Wbar_subspace_max_fidelity,lepton_electron_alpha_e_mix_proton_alpha_p_mix_W_purity,record_type,reference_index,reference_objective,optimization_start_source,reference_u0,reference_u1,reference_u2,reference_u3,reference_u4,reference_u5,reference_u6,reference_u7
electron,gradient_3000000000,gradient,gradient,gradient,0.00051099895,1.1598572401257277,1.0769666847798625,0.13000000000000006,0.028000000001313148,0.0,0.0,3.141592653589793,0.0,0.0744376368622376,2.8541853071795864,3.141592653589793,1.298,0.0,1.4645884759397052,3.141592653589793,-0.5313587500661521,0.01843551405229151,0.11496494682726045,-0.024592323209387763,0.9376391110660685,1.6571233023245935,1.021766182454902,0.5726795132016783,2.7625884759397055,158.2846602028235,0.012284168345655391,0.009205763767105576,0.012284168345655391,0.009205763767105576,False,epcm_low_energy_W,gradient,3000000000,2.361407346410207,3.056,1.0,13905.606449504703,1.0033820525525228,1.0,0.5874423767652398,0.33519419872572576,0.33396357608778277,-0.33064657039809126,-0.4425892236884136,0.658906114804121,0.6572284060765091,0.6595298968976393,0.9421487593941623,0.9437556847942339,0.9425851163544818,0.01415063288037265,1.146046856550444,0.8889267510729373,0.021537838947829013,0.021537839553361193,0.021537838917312535,0.1673115246278777,0.1673160505098156,0.1673160505098156,0.3346275751376933,2.262940968945702e-06,3.1415926535881966,1.3525131442108691e-05,0.1673115246278777,1.887572991798761e-05,0.6653696555096056,0.6653696555096056,1.6867584256437668e-06,2.769352701096204e-06,2.7693527010962043e-06,1.887572991798761e-05,exact_physics_reference,0,0.01415063288037265,physics_anchor:epcm_low_energy_W,0.022799524032239667,0.9085154002757818,0.4131662322665603,0.5521699284933156,0.5,0.0,0.7516593036694001,0.9727550121776644
electron,gradient_3000000001,gradient,gradient,gradient,0.00051099895,1.3267640344339107,1.1518524360498226,0.19400000000000012,0.16500000000206896,0.0,0.0,3.141592653589793,0.0,0.17713201262935663,0.0,0.0,3.032,0.0,1.051698430139981,3.141592653589793,-0.9940007332881127,0.012954080083998041,0.0317145464927841,-0.0008112968230224771,0.9977387044704537,1.7881004447967304,1.2753485458952647,0.9139417192273114,2.1994868770396057,126.02131514877925,0.0002062756720517811,0.006277667302535924,0.0002062756720517811,0.006277667302535924,False,epcm_standard_W,gradient,3000000001,0.834,3.105592653589793,1.0,3703465.66421299,0.9661606921677607,1.0,0.5886541870474438,0.32083620828409143,0.3213520102864756,-0.35725364030226087,-0.46035500080704406,0.6596387376417094,0.6777529928830014,0.659453390072923,0.9467189447492352,0.9337057122677584,0.9465898062812518,0.014977642490481486,1.158412616503436,0.8878900859145253,0.0018043767876918526,0.0018043192452233958,0.0018043683150412715,8.044535822492746e-05,6.789224652992484e-05,8.044535822492746e-05,0.0001483376047548523,6.276555847501302e-06,0.0,0.08462528241404664,8.044535822492746e-05,3.771561341842301e-05,0.0001409336244632315,0.0001409336244632315,0.9995429836436562,0.9997107287707819,0.999710728770782,3.771561341842301e-05,exact_physics_reference,1,0.014977642490481486,physics_anchor:epcm_standard_W,0.04145304693256762,0.0,0.9651155749092534,0.9105401100522998,0.0,0.0,0.2654704450772814,0.9885408440973835
