optimization_run,start_source,screening_one_minus_C_p_gamma,success,lbfgs_success,lbfgs_status,lbfgs_message,lbfgs_iterations,function_evaluations,lbfgs_function_evaluations,lbfgs_gradient_norm,initial_one_minus_C_p_gamma,lbfgs_one_minus_C_p_gamma,final_one_minus_C_p_gamma,local_search_polls,local_search_moves,local_search_poll_limit_reached,smallest_tested_step,best_neighbor_one_minus_C_p_gamma,local_minimum_verified,initial_C_p_gamma,lbfgs_C_p_gamma,final_C_p_gamma,initial_u0,initial_u1,initial_u2,initial_u3,initial_u4,initial_u5,initial_u6,initial_u7,final_u0,final_u1,final_u2,final_u3,final_u4,final_u5,final_u6,final_u7
10,latin_hypercube,nan,True,True,0,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,14,780,153,0.002840283429800174,0.976328196263139,3.2710010788861155e-07,3.6094867095215477e-09,27,13,False,1e-05,3.891709177139546e-09,True,0.023671803736860935,0.9999996728998921,0.9999999963905133,0.5828688905192094,0.8544917358010743,0.6783233950430565,0.3085274194266487,0.8022289036906007,0.5616367663327773,0.4165190400689111,0.5692260446662804,0.49809354264569367,0.45481008314322496,0.26200428609782744,0.7052522912347433,0.5077462297045067,0.7150837913726982,0.49998203388004236,0.815766461456716
11,latin_hypercube,nan,True,True,0,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,9,798,171,0.001775295261380205,0.9100160076942421,2.0072309408480926e-05,2.0466762729043353e-09,27,13,False,1e-05,2.0293279279215426e-09,True,0.08998399230575799,0.9999799276905915,0.9999999979533237,0.7478892949246412,0.4110284513104867,0.9188591786781262,0.6025498495327516,0.6216575087236689,0.4336246751830369,0.30814198490433264,0.8275604119243631,0.7181694178390303,0.27094775872387156,0.026933313539810814,0.7632506175763737,0.49525771550135245,0.4785556935799772,0.499937059992309,0.7812846148907455
12,latin_hypercube,nan,True,True,0,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,13,996,234,0.1474572765379618,0.367798185083256,0.00359578553812423,9.518508203854026e-11,35,21,False,1e-05,8.894696090777643e-11,True,0.632201814916744,0.9964042144618758,0.9999999999048149,0.7497611578066132,0.023553007327694008,0.5729171480337387,0.32393116337667527,0.04219468953940883,0.08101249848314458,0.970764942792833,0.34913029272431806,0.5165645693249209,0.0001953125,0.0,0.6866604322499191,0.08233671082242858,0.9952806958711762,5.677076874986323e-07,0.28166308936080564
13,latin_hypercube,nan,True,True,0,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,15,910,351,0.004921947171731323,0.4952950718101321,9.686377744133612e-05,6.686762255014855e-11,28,14,False,1e-05,8.991252187229293e-12,True,0.5047049281898679,0.9999031362225587,0.9999999999331324,0.28037723093967964,0.3244943205189284,0.6038331559803791,0.596112325146141,0.4967067496113258,0.300573994115644,0.5205237355842078,0.19816277635153623,0.7819050547723847,0.003125,0.0,0.8050090640942381,0.30677049527586175,0.09508845318556539,0.49999852485072627,0.21761373131712552
14,latin_hypercube,nan,True,True,0,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,22,1165,405,0.003428754281071751,0.9987536600281652,4.3459834520032103e-07,3.8680969538518184e-10,33,19,False,1e-05,3.6341618603330517e-10,True,0.0012463399718347535,0.9999995654016548,0.9999999996131903,0.6361114223158573,0.2252077154890367,0.9620585590807501,0.023806206515105906,0.12323135451809947,0.8432547578377149,0.47955792757539145,0.9145860447266865,0.5859235744474273,0.36277175421486857,0.03902406616327672,0.7519363039573944,0.31519572071620766,0.9591619495044659,0.5000025604874645,0.7889670871459661
15,latin_hypercube,nan,True,True,0,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,17,1087,252,0.002476297604379489,0.9660450017366138,3.9944377838718736e-07,3.4342422239319603e-09,37,23,False,1e-05,4.845415402243702e-09,True,0.03395499826338624,0.9999996005562216,0.9999999965657578,0.36282259061917616,0.11560149071336827,0.9588145752607286,0.5744691385298855,0.9192248706434734,0.010647134648142398,0.29631678270814743,0.2932465131938247,0.42551229735988955,0.21306554290039115,0.051040341622645896,0.6456872520980343,0.9980849668560838,0.988852012687522,0.5000235989815592,0.220084348905494
16,latin_hypercube,nan,True,True,0,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,13,917,468,0.0025715540395659935,0.7607390617246125,3.105186940910443e-08,1.4339234799543021e-08,19,5,False,1e-05,1.513483549597794e-08,True,0.23926093827538752,0.9999999689481306,0.9999999856607652,0.4071182060529899,0.5266832867515194,0.7626499112146152,0.6798814257582938,0.5140810077740205,0.6149854120616935,0.39030077575602734,0.6317686357414186,0.3179206127321262,0.4674018488009245,0.4051773413070709,0.6013406679626848,0.49853040544718136,0.5037482302061752,0.49994725019247155,0.8311567908735215
17,latin_hypercube,nan,True,True,0,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,18,999,261,0.0051755575451288725,0.6940086701566885,1.7420262838796496e-05,8.116221028586779e-10,32,18,False,1e-05,7.148533986978123e-10,True,0.30599132984331145,0.9999825797371612,0.9999999991883779,0.30028603391758996,0.3167000809138908,0.4174437607468019,0.3638417047118475,0.25032114489035484,0.893425585155226,0.5368335117159662,0.347190522388345,0.3687183629127512,0.20041108934491805,0.18870116806709528,0.5857851591764149,0.9999930635193853,0.9998516073865025,0.5000418508685736,0.22559574799804388
18,latin_hypercube,nan,True,True,0,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,12,2492,648,99999190.63514435,0.9975270620183707,0.008093653107518861,1.4750496379889455e-09,84,70,False,1e-05,1.4750496379889455e-09,True,0.002472937981629246,0.9919063468924811,0.9999999985249504,0.6981963233604223,0.8120968384307936,0.967401614624665,0.32181921748334374,0.708992820007349,0.9453448782653978,0.22992565513365687,0.5404677660960627,0.6303292749054572,0.005794292274928053,0.0,0.7661968496802787,0.9993331098600794,0.7563265969598377,0.49999662173817083,0.7851125254754634
19,latin_hypercube,nan,True,True,0,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,0,337,9,0.0,1000.0,1000.0,1000.0,14,0,False,1e-05,1000.0,True,nan,nan,nan,0.21067869012844817,0.5742392158820796,0.7833490561329208,0.6976380283998188,0.8684565842567319,0.713189437680982,0.5151060199239335,0.7228388298504835,0.21067869012844817,0.5742392158820796,0.7833490561329208,0.6976380283998188,0.8684565842567319,0.713189437680982,0.5151060199239335,0.7228388298504835
20,latin_hypercube,nan,True,True,0,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,21,3347,1836,0.3675000533792805,0.8757195340770063,0.01847647178261591,1.4197376607683054e-10,75,61,False,1e-05,4.8918979977941035e-11,True,0.12428046592299367,0.9815235282173841,0.9999999998580262,0.6415590197939104,0.4181243788612263,0.6546385266644416,0.2657537701523803,0.8190634763571492,0.15810901407278377,0.8340943243983938,0.22573551433858052,0.6071817041795775,0.002165721327567015,0.0,0.7720049050051002,0.9564272438798739,0.9985278147457988,0.9999920902186008,0.2878655618660946
21,latin_hypercube,nan,True,True,0,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,11,2249,171,0.012441641678284569,0.7956106955409206,0.00025697146411862715,1.4887011623443414e-09,93,79,False,1e-05,2.6503954586587497e-09,True,0.2043893044590794,0.9997430285358814,0.9999999985112988,0.7424282292712879,0.3699573043736018,0.8084638763857317,0.7315703037028674,0.05702925631402883,0.31964222793642566,0.36671572500807853,0.26483834737954415,0.6810295192519407,0.2488985790260781,0.005856724598489589,0.7814404689703368,0.6387728930194461,0.1614889980622129,0.5000401268253591,0.21601932133882498
22,latin_hypercube,nan,True,True,0,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,9,1276,288,0.09280526794547421,0.97983955623355,0.0018982346536235983,7.855596173556023e-10,44,30,False,1e-05,8.544013274658369e-10,True,0.020160443766449987,0.9981017653463764,0.9999999992144404,0.6984417404440401,0.7917501937049558,0.44850371321550647,0.0544203515305611,0.7212287307968129,0.5960837447581591,0.5356741457543904,0.36671094458631676,0.743696991449678,0.24800108223586417,0.1219698056563366,0.7526666764535039,0.3655021565544755,0.79604020071225,0.5000172503251763,0.22215326432123772
23,latin_hypercube,nan,True,True,0,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,13,793,234,0.0036243601843153105,0.8270777068893023,1.631737091001284e-07,3.53974720646022e-08,24,10,False,1e-05,3.8490997500417734e-08,True,0.1729222931106978,0.9999998368262909,0.9999999646025279,0.1203064981559363,0.5231932015444454,0.23635945820143398,0.09051688969538074,0.08438074323744503,0.2562897878790672,0.4665052312849895,0.3158997799384933,0.13200376988986676,0.3774541934452438,0.17723846966354886,0.5107931495141554,0.005897585077396602,0.13453627428960746,0.5000773497624452,0.24860280083572348
24,latin_hypercube,nan,True,True,0,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,14,848,243,0.002921007762525225,0.6311597565582365,2.747235474664933e-07,1.9037860177206767e-10,26,12,False,1e-05,1.776782054818682e-10,True,0.3688402434417635,0.9999997252764525,0.9999999998096214,0.7441404946871935,0.3658624209060044,0.43921964127849356,0.28801531889870624,0.17158362785203962,0.04449953998137754,0.936524109619054,0.2217282606671635,0.7214104956499454,0.15952461192667117,0.17094277201070848,0.6928253330125098,0.048752865450566014,0.22446141267673284,3.383592420806898e-06,0.7183932672985857
25,latin_hypercube,nan,True,True,0,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,0,337,9,0.0,1000.0,1000.0,1000.0,14,0,False,1e-05,1000.0,True,nan,nan,nan,0.9571368609300194,0.5763537174194647,0.5779836009195031,0.9432481332171311,0.0579282152313181,0.9091690079910943,0.3227837235431121,0.04388104980520239,0.9571368609300194,0.5763537174194647,0.5779836009195031,0.9432481332171311,0.0579282152313181,0.9091690079910943,0.3227837235431121,0.04388104980520239
26,latin_hypercube,nan,True,True,0,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,0,1594,9,0.0,1000.0,1000.0,1.8229656340018607e-08,72,58,False,1e-05,1.8229656340018607e-08,True,nan,nan,0.9999999817703437,0.772974595582796,0.38710777949803243,0.016168383097168577,0.827810952319238,0.15192442567700853,0.02772568785987326,0.38241490149237767,0.6232706590762369,0.8879160018327961,0.008909537310532482,0.0,0.777762124194238,0.9875201288020083,0.02772568785987326,0.49999302649237765,0.773270659076237
27,latin_hypercube,nan,True,True,0,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,9,676,162,0.001958844294160287,0.6342934179900879,3.369597927349588e-07,5.812129555415879e-09,22,8,False,1e-05,6.1677675189386605e-09,True,0.36570658200991213,0.9999996630402073,0.9999999941878704,0.3603866810340842,0.3217777357182017,0.3266313093188821,0.3034337412400513,0.24535797114762914,0.678552582635849,0.6624688174621974,0.7714896416527265,0.3414184288794805,0.18080942443993828,0.15024530880748105,0.5666971348703216,0.4953456776825082,0.46553555741954095,0.49990702929984276,0.7690562257460948
28,latin_hypercube,nan,True,True,0,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,12,872,198,0.003100052404568367,0.49507050883563763,4.235253851847531e-06,1.7567630683501534e-09,29,15,False,1e-05,1.9337864642920977e-09,True,0.5049294911643624,0.9999957647461482,0.9999999982432369,0.34234779299487084,0.32073740910774745,0.5563650049025537,0.6481599794515567,0.1708402868710861,0.999220255379646,0.15086228649626823,0.9000218335091484,0.3572801007348141,0.2084517578391731,0.20938062302874497,0.5822030063689768,0.9999898033714248,0.9995705585310114,3.402975733019008e-05,0.724468442203158
29,latin_hypercube,nan,True,True,0,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,16,1244,594,0.004209990816915671,0.8319839787229724,7.563183290759667e-07,3.976195039889774e-09,30,16,False,1e-05,3.976195039889774e-09,True,0.16801602127702758,0.9999992436816709,0.999999996023805,0.5316038974333613,0.5405612937244415,0.5209737899631051,0.2834391479615788,0.555866064420123,0.8514863918977393,0.3409904938441849,0.13530611264805395,0.5168509640465336,0.12385608698834907,0.0,0.7524686277097786,0.8876180323821135,0.04916699848453923,1.3167536761465426e-06,0.7080741598323617
30,latin_hypercube,nan,True,True,0,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,20,1024,522,0.002483959966359714,0.9934958049910467,1.0918412851612658e-07,4.928966124140288e-10,22,8,False,1e-05,4.922442453647591e-10,True,0.006504195008953249,0.9999998908158715,0.9999999995071034,0.5571213363571071,0.9758475984289333,0.0982013945598327,0.657223860632025,0.041539485251392866,0.6094875637021631,0.0957861814602584,0.9194165388608856,0.6990746893618076,0.9827890997129176,0.0021995772623622095,0.8465756051369084,0.0016008086066194244,0.5070429087548972,0.0,0.7016478253818101
31,latin_hypercube,nan,True,True,0,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,14,824,198,0.0029667496638633227,0.8424491047175016,5.903107653804085e-07,1.6300047978035082e-09,27,13,False,1e-05,1.7336793112221471e-09,True,0.1575508952824984,0.9999994096892346,0.9999999983699952,0.6273887772216191,0.469752709136595,0.42886496519568734,0.36614065716103156,0.17785646239224873,0.31003492771272756,0.34763074740802924,0.55988941891618,0.6947318169721537,0.14481946518935784,0.11120694655873777,0.6869277505882627,0.07609558576846433,0.2741244387599365,0.9999907591924592,0.7224252536713319
32,latin_hypercube,nan,True,True,0,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,20,8581,495,4.120191446258649,0.9953408720729503,0.7314575849396961,0.004299142055445571,366,352,False,1e-05,0.004299146694273781,True,0.0046591279270496895,0.26854241506030385,0.9957008579445544,0.8562457965311114,0.07428470869476349,0.9213123695178236,0.10733466124231127,0.3280096209131045,0.23768906395898726,0.9912754586301903,0.48973140850057106,0.9963932343440525,0.46686585673311315,0.5208549291268417,0.8500533626791061,0.5812853808647166,0.2541670782477863,0.49998105052920816,0.8905783866459305
33,latin_hypercube,nan,True,True,0,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,10,656,162,0.0020314133290070765,0.9298447294916973,6.105982452986325e-08,3.3353344530695495e-08,21,7,False,1e-05,3.5201483283842094e-08,True,0.07015527050830271,0.9999999389401755,0.9999999666466555,0.2513659383976913,0.1757381327310045,0.7520217247517293,0.19380766062888494,0.12940964895402965,0.4093646134147538,0.03956317884279565,0.33730146269538647,0.21735412859417508,0.16343122326916995,0.32468104532571124,0.5016895739751948,0.4535849290627808,0.2197924298582045,0.9999995064304292,0.26931655348895583
34,latin_hypercube,nan,True,True,0,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,10,846,153,0.06183108159048188,0.8946359541181981,4.1705363810762286e-05,3.615858932015659e-05,30,16,False,1e-05,3.615906487763887e-05,True,0.1053640458818019,0.9999582946361892,0.9999638414106798,0.15148817478387178,0.7898656778946274,0.8201539121347032,0.37622262004068074,0.7932231706100704,0.3619025646688784,0.9255314421294397,0.6286961610848426,0.08067793594897495,0.6514696894154373,0.6815004758730246,0.44559247158041176,0.9509705198133366,0.33347551022084676,0.000199504779807665,0.5750749637189477
35,latin_hypercube,nan,True,True,0,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,26,1047,432,0.07893304241221152,0.5679744782083909,6.882316138223654e-05,7.1628492026576396e-09,28,14,False,1e-05,7.1628492026576396e-09,True,0.4320255217916092,0.9999311768386178,0.9999999928371508,0.6486685542678678,0.21867435070505725,0.060826922923046214,0.7053449375229821,0.9406255690911091,0.5931683415191795,0.18492034176919156,0.07390172862343644,0.9381859002895858,0.0008815806830332078,0.0,0.28450694400654425,0.03465876319624775,0.42768856505418895,0.5000344311530762,0.24958404026249698
36,latin_hypercube,nan,True,True,0,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,21,913,261,0.001547645688635661,0.9056819431749593,3.582101604227006e-07,8.689763353331159e-10,28,14,False,1e-05,8.318741251400752e-10,True,0.09431805682504071,0.9999996417898396,0.9999999991310237,0.34141705214928625,0.2584015487821953,0.9200160071022637,0.42739395671703906,0.6130365521028389,0.7473934292499138,0.9229509026262842,0.3811049566716133,0.36868506325552824,0.4927705862004421,0.05560685585337117,0.6890553118887369,0.5233225420772344,0.6506193171162724,7.938604082758637e-06,0.2967269297277602
37,latin_hypercube,nan,True,True,0,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,0,336,9,0.0,1000.0,1000.0,1000.0,14,0,False,1e-05,1000.0,True,nan,nan,nan,0.3396826617623239,0.6577771847791848,0.4838533405675653,0.9800080986654396,0.8292597479523361,0.7077155761805459,0.5346257128714151,0.03173272640495649,0.3396826617623239,0.6577771847791848,0.4838533405675653,0.9800080986654396,0.8292597479523361,0.7077155761805459,0.5346257128714151,0.03173272640495649
38,latin_hypercube,nan,True,True,0,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,11,602,135,0.0008128121090284077,0.7853681403524836,9.3879046425549e-08,1.3584064983973576e-09,21,7,False,1e-05,1.289222950617841e-09,True,0.21463185964751638,0.9999999061209536,0.9999999986415935,0.30454676348331755,0.029602304206678313,0.46746135002588146,0.19480199772430823,0.9712507469529211,0.8235685307352457,0.037532265959939415,0.5394908604263039,0.3179445784088111,0.00028288092136592204,0.0,0.6019631755088776,0.9474879062612321,0.6501305803230532,0.9999897344805261,0.28923267064134317
39,latin_hypercube,nan,True,True,0,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,15,648,198,0.002741178730295741,0.9995997345970526,1.76604996182661e-08,9.37599997641314e-10,19,5,False,1e-05,9.495592090402738e-10,True,0.0004002654029473198,0.9999999823395004,0.9999999990624,0.2934348983270108,0.2208593442641319,0.9883643221588284,0.08003754465786071,0.2930989427643234,0.2952271810260342,0.2629927324490698,0.508595423070624,0.42226634434800453,0.34142320375635893,0.0969278617292561,0.6768212589245325,0.06993398650254198,0.30324210193102885,0.9999803541560959,0.7066919946339343
40,latin_hypercube,nan,True,False,2,ABNORMAL: ,2,5841,522,5.635202563731202,0.8697165773296267,0.6105285283002646,0.019935381550331366,244,230,False,1e-05,0.01993538155039587,True,0.1302834226703733,0.3894714716997354,0.9800646184496686,0.14164628616613115,0.9790211740750736,0.6494723801714015,0.2983844363561695,0.9970494283127024,0.5554799525204163,0.8208051774011819,0.47638626775452175,0.05335714343269097,1.0,0.5017385199455408,0.5391157314160903,0.9343117056496842,0.5000046779592173,0.49907934815395616,0.6240474759855104
41,latin_hypercube,nan,True,True,0,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,18,900,396,0.0019126610061497272,0.9194071915837938,7.73555881572463e-08,3.607711096531574e-08,22,8,False,1e-05,3.631055944808281e-08,True,0.08059280841620621,0.9999999226444118,0.999999963922889,0.3103284744528929,0.7624660795206091,0.08532472294467315,0.4076829536759011,0.5255006363092611,0.7536428798843036,0.30393023637707794,0.04035409799133122,0.12344748230867003,0.6086541014530317,0.0898423300668842,0.570227389006872,0.5035252564122449,0.5971292522604679,0.4999150869148677,0.7797855252416245
42,latin_hypercube,nan,True,True,0,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,0,337,9,0.0,1000.0,1000.0,1000.0,14,0,False,1e-05,1000.0,True,nan,nan,nan,0.49145986372309614,0.6974181400174726,0.8012581877779382,0.9676009131883727,0.6330588833472579,0.21828389218468877,0.6110220038861541,0.7969814860237177,0.49145986372309614,0.6974181400174726,0.8012581877779382,0.9676009131883727,0.6330588833472579,0.21828389218468877,0.6110220038861541,0.7969814860237177
43,latin_hypercube,nan,True,True,0,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,28,980,378,0.016707743811401082,0.9957293568837567,3.667428992382149e-06,3.4021897744596075e-06,26,12,False,1e-05,3.40237530949139e-06,True,0.004270643116243221,0.9999963325710076,0.9999965978102255,0.95022563050224,0.6813127030589649,0.9238928124453888,0.032083733958623545,0.09446592172821772,0.8182973487166867,0.3443894210118031,0.6004126538057176,0.9776903563937211,0.8856827670797327,0.7084633099061514,0.46739506101930944,0.10884305831682742,0.7692821929918093,0.5000031103552233,0.999918480050213
44,latin_hypercube,nan,True,True,0,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,0,337,9,0.0,1000.0,1000.0,1000.0,14,0,False,1e-05,1000.0,True,nan,nan,nan,0.49043639853706994,0.5722412502586689,0.5596141625784207,0.8204397062198666,0.48106488131373243,0.7189860455387564,0.8631841981954509,0.3698351005147918,0.49043639853706994,0.5722412502586689,0.5596141625784207,0.8204397062198666,0.48106488131373243,0.7189860455387564,0.8631841981954509,0.3698351005147918
45,latin_hypercube,nan,True,False,2,ABNORMAL: ,7,2938,792,99994241.89134496,0.8684572406284389,0.05758109110131393,2.2732637994238303e-10,97,83,False,1e-05,2.2732604687547564e-10,True,0.13154275937156112,0.9424189088986861,0.9999999997726736,0.3304725672682264,0.6205184575991731,0.797821127055893,0.3754190540349156,0.5936686576188679,0.498738958949086,0.2805995869342934,0.1345775701247754,0.40327036341799555,0.0031922701585241453,0.0,0.718581482311411,0.5051427985705382,0.49777320441511186,0.5000046505632129,0.20234728059943297
