lepton,kinematic_point,s_regime,theta_p_gamma_regime,qOut_regime,lepton_mass,s,sqrt_s,pIn,pOut,theta_p_in,phi_p_in,theta_lepton_in,phi_lepton_in,qOut,theta_p_out,phi_p_out,theta_gamma_out,phi_gamma_out,theta_lepton_out,phi_lepton_out,cos_p_gamma_out,Q2,xB,t,F1,F2,W2,y,theta_lepton_gamma_rad,theta_lepton_gamma_deg,k_dot_qout,kp_dot_qout,abs_k_dot_qout,abs_kp_dot_qout,aligned,reference_name,phi_p_out_defined,phi_gamma_out_defined,search_stage,sample_id,alpha_e,alpha_p,lepton_electron_alpha_e_mix_proton_alpha_p_mix_trace,lepton_electron_alpha_e_mix_proton_alpha_p_mix_spin_signal_M2,lepton_electron_alpha_e_mix_proton_alpha_p_mix_cross_section_ratio,lepton_electron_alpha_e_mix_proton_alpha_p_mix_purity,lepton_electron_alpha_e_mix_proton_alpha_p_mix_M2_magic,lepton_electron_alpha_e_mix_proton_alpha_p_mix_h_out_mean,lepton_electron_alpha_e_mix_proton_alpha_p_mix_lambda_mean,lepton_electron_alpha_e_mix_proton_alpha_p_mix_h_lambda,lepton_electron_alpha_e_mix_proton_alpha_p_mix_h_lambda_connected,lepton_electron_alpha_e_mix_proton_alpha_p_mix_C_e_p,lepton_electron_alpha_e_mix_proton_alpha_p_mix_C_e_gamma,lepton_electron_alpha_e_mix_proton_alpha_p_mix_C_p_gamma,lepton_electron_alpha_e_mix_proton_alpha_p_mix_C_e_rest,lepton_electron_alpha_e_mix_proton_alpha_p_mix_C_p_rest,lepton_electron_alpha_e_mix_proton_alpha_p_mix_C_gamma_rest,lepton_electron_alpha_e_mix_proton_alpha_p_mix_D_W,lepton_electron_alpha_e_mix_proton_alpha_p_mix_dGHZ,lepton_electron_alpha_e_mix_proton_alpha_p_mix_F3,lepton_electron_alpha_e_mix_proton_alpha_p_mix_M_e,lepton_electron_alpha_e_mix_proton_alpha_p_mix_M_p,lepton_electron_alpha_e_mix_proton_alpha_p_mix_M_gamma,lepton_electron_alpha_e_mix_proton_alpha_p_mix_GHZ_plus_fidelity,lepton_electron_alpha_e_mix_proton_alpha_p_mix_GHZ_minus_fidelity,lepton_electron_alpha_e_mix_proton_alpha_p_mix_GHZ_phase_fidelity,lepton_electron_alpha_e_mix_proton_alpha_p_mix_GHZ_subspace_population,lepton_electron_alpha_e_mix_proton_alpha_p_mix_GHZ_coherence_abs,lepton_electron_alpha_e_mix_proton_alpha_p_mix_GHZ_coherence_phase_rad,lepton_electron_alpha_e_mix_proton_alpha_p_mix_GHZ_coherence_visibility,lepton_electron_alpha_e_mix_proton_alpha_p_mix_GHZ_purity,lepton_electron_alpha_e_mix_proton_alpha_p_mix_W_fidelity,lepton_electron_alpha_e_mix_proton_alpha_p_mix_W_subspace_population,lepton_electron_alpha_e_mix_proton_alpha_p_mix_W_subspace_max_fidelity,lepton_electron_alpha_e_mix_proton_alpha_p_mix_Wbar_fidelity,lepton_electron_alpha_e_mix_proton_alpha_p_mix_Wbar_subspace_population,lepton_electron_alpha_e_mix_proton_alpha_p_mix_Wbar_subspace_max_fidelity,lepton_electron_alpha_e_mix_proton_alpha_p_mix_W_purity,coordinate_system,p_out_x,p_out_y,p_out_z,q_out_x,q_out_y,q_out_z,cartesian_energy_residual,cartesian_momentum_residual,optimization_run,start_source,screening_D_W,success,lbfgs_success,lbfgs_status,lbfgs_message,lbfgs_iterations,function_evaluations,lbfgs_function_evaluations,lbfgs_gradient_norm,initial_D_W,lbfgs_D_W,final_D_W,local_search_polls,local_search_moves,local_search_poll_limit_reached,smallest_tested_step,best_neighbor_D_W,local_minimum_verified,initial_u0,initial_u1,initial_u2,initial_u3,initial_u4,initial_u5,initial_u6,initial_u7,final_u0,final_u1,final_u2,final_u3,final_u4,final_u5,final_u6,final_u7,local_minimum_id
electron,gradient_local_minimum_0000,cartesian_gradient,cartesian_gradient,cartesian_gradient,0.00051099895,5.809583151532672,2.4103076881453687,1.0226368238069798,0.34727089869426087,0.0,0.0,3.141592653589793,0.0,0.6117377467709335,2.258193084258777,0.6261454139636328,2.724249632334721,3.0927151796221035,0.21724160151636782,4.8886561823004975,0.3354882781206031,3.227306612315501,0.7490539042927138,-1.4669473759469995,0.1602378524884192,0.16144690620837351,1.961047888491314,0.873983510401721,2.7193838518503486,155.8092175870541,0.05369463174079803,0.9338742499250487,0.05369463174079803,0.9338742499250487,False,,True,True,cartesian_gradient,0,0.03628431494646565,1.5599769628831104,1.0,0.14715665351474044,0.007526877740558024,1.0,1.1403165727197007,0.3109011759684386,-0.2762023843382726,0.23767027868968169,0.3235419247857373,0.6666554729928452,0.6666579420754746,0.6666592081336088,0.9428010082724834,0.9428019080270547,0.9428036560678249,1.6032671033342927e-05,1.1600195606215262,0.8888759709531409,1.140979599029146e-05,1.141831881040778e-05,1.1422373220382198e-05,0.2697487796582913,0.09795827516944716,0.3362502256653174,0.36770705482773847,0.1523966982514482,-0.9720233389689614,0.8289027705646943,0.2697487796582913,0.02985468823838364,0.1325266679779596,0.1325266679779596,0.0024783654616548356,0.499766277194302,0.499766277194302,0.02985468823838364,cartesian_final_momenta,0.2174872126894012,0.15729273958697165,-0.22035286126969145,-0.24766134368951204,0.012114709793210412,-0.5592317618598843,0.0,3.469446951953614e-18,0,angular_minimum:0,1.6432839182868406e-05,True,False,2,ABNORMAL: ,0,445,126,62.257126749828345,1.6032671033342927e-05,1.6032671033342927e-05,1.6032671033342927e-05,14,0,False,1e-05,3.5041370621524585e-05,True,0.5217487212689401,0.5157292739586972,0.47796471387303086,0.44865887479320105,0.5025114247668664,0.3840691588055735,0.011549656160866294,0.49655608950465835,0.5217487212689401,0.5157292739586972,0.47796471387303086,0.44865887479320105,0.5025114247668664,0.3840691588055735,0.011549656160866294,0.49655608950465835,0
electron,gradient_local_minimum_0001,cartesian_gradient,cartesian_gradient,cartesian_gradient,0.00051099895,3.7922658866877814,1.9473741003432754,0.7477817095558437,0.368930789515093,0.0,0.0,3.141592653589793,0.0,0.3981901908458754,2.2004195939735305,5.272884970051406,2.407670363199561,1.5193624814579194,0.32492008823417634,3.2214735673341623,-0.0058762326256968245,1.5765585507611064,0.6621432996505158,-0.9834570796895052,0.24053197379045002,0.2812050658365521,1.6842784330737008,0.817530320106234,2.391604175390582,137.02882551574587,0.07665731259135286,0.3732080481271535,0.07665731259135286,0.3732080481271535,False,,True,True,cartesian_gradient,240001009,1.640939214248674,0.023782921577524388,1.0,1.1190266367519306,0.027571948726815836,1.0,1.1676249206141727,-0.2955493947537908,0.25096508473677104,0.20632528878190612,0.2804978676801926,0.666649486020298,0.666665467000876,0.6666540082671786,0.9428093361336873,0.9428009599696171,0.9428125369489071,2.137402360928552e-05,1.160016477176295,0.888886191320867,2.5062198220515697e-05,2.4546169808625784e-05,2.5068197842759155e-05,0.3292646546208947,0.04643601722441759,0.35000005022125436,0.3757006718453123,0.16214971429859817,0.5112738993654288,0.8631856499067442,0.3292646546208947,0.21540099466935878,0.476407322082709,0.4764073220827089,0.029907448008189647,0.1478920060719787,0.1478920060719787,0.21540099466935878,cartesian_final_momenta,0.15851868565251448,-0.2525627904681482,-0.2172413188649236,0.013711499510503565,0.266350032798171,-0.29567732901841054,2.220446049250313e-16,5.594315114139762e-17,240,angular_minimum:240,0.0005911038323051677,True,True,0,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,10,1073,648,9.524470337781837,0.0005911226077175795,0.00043087648830920477,2.137402360928552e-05,20,6,False,1e-05,2.7535967926917185e-05,True,0.5163095527513081,0.47542207115248014,0.4788119848978244,0.5027398201782783,0.5560063508145597,0.43931584480759983,0.5226039504771667,0.007630946441470604,0.5158518685652514,0.4747437209531852,0.47827586811350764,0.5028424452627709,0.5552153605363201,0.4387049809881615,0.5223271745220144,0.007570339060459807,1
electron,gradient_local_minimum_0002,cartesian_gradient,cartesian_gradient,cartesian_gradient,0.00051099895,2.1814635173015358,1.4769778323663276,0.44063589670887315,0.3131110568502114,0.0,0.0,3.141592653589793,0.0,0.21339008985373167,2.232276773557905,3.8054304269762786,1.8597226872137786,1.1026568395021805,0.3989069500826617,5.995182323759962,-0.5096885266346686,0.4651769815352301,0.4869328519854563,-0.45944937588401386,0.4333687653172731,0.6136882820087349,1.3699876127489365,0.7339478036662315,1.7679184369190861,101.2942649588291,0.06723682316054455,0.07010062598615263,0.06723682316054455,0.07010062598615263,False,,True,True,cartesian_gradient,1000216,1.4456908779545539,3.047186617842134,1.0000000000000002,23.88419479925704,0.08196749000704218,1.0000000000000002,1.0553874502463472,-0.26328808223849903,0.22869538046528826,0.21778123853886,0.27799400667836965,0.6666571853647569,0.6666475081985004,0.6666637230791522,0.9427923398627358,0.9428040251824147,0.942797093923318,2.157792149014557e-05,1.1600179327856854,0.8888677286793388,6.693118122846897e-06,7.107431946762333e-06,6.940453227466392e-06,0.16812213655815647,0.229703922182923,0.3730514549425177,0.39782605874107946,0.17413842557197798,-1.7485493874809317,0.8754500704304742,0.16812213655815647,0.018129684958073093,0.47096616613357367,0.47096616613357356,0.0330516011574077,0.1312077751253468,0.1312077751253468,0.018129684958073093,cartesian_final_momenta,-0.19460123770406512,-0.15223124097248408,-0.19233965134074604,0.09229623506872936,0.1825379959421786,-0.0607997983330103,2.220446049250313e-16,0.0,1,angular_minimum:1,2.2787597531435583e-05,True,True,0,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,2,571,270,43.47768206889741,2.2249534281196985e-05,2.157792149014557e-05,2.157792149014557e-05,14,0,False,1e-05,5.433428913828192e-05,True,0.4805399675960589,0.48477696807481024,0.48076612627539095,0.5191334543188714,0.5378409132859105,0.48739606649356193,0.4601777863136029,0.9699498099254856,0.4805398762295935,0.4847768759027516,0.4807660348659254,0.5191333556145139,0.5378408110246493,0.4873959738235265,0.46017769881865844,0.9699496255060998,2
electron,gradient_local_minimum_0003,cartesian_gradient,cartesian_gradient,cartesian_gradient,0.00051099895,7.6126951483391725,2.7591112968380185,1.2201122199545322,0.8437577365605624,0.0,0.0,3.141592653589793,0.0,0.6567275545131039,2.4787179396804304,2.3257002526064556,1.7094199027204229,4.8663089393384835,0.45330743884804836,0.8016994181081388,-0.39377119109989245,3.8959360948039707,0.6504659516071482,-3.7466061009663894,0.04661099382290373,0.02963391802836582,2.973362211263903,0.8895866559940399,1.9670343965002508,112.70276907652732,0.6905603120511692,0.7652253089699598,0.6905603120511692,0.7652253089699598,False,,True,True,cartesian_gradient,4000000,3.0790539445801137,1.6316118448071575,1.0,0.002521584967919545,0.022601658734085206,1.0,1.02092404149961,0.3147379023380382,-0.13279555868027987,0.31536323601630006,0.35715903159513923,0.6666490084934369,0.6666627202365759,0.6666517557582996,0.9428066769466729,0.9427989216821737,0.9428086074943329,2.3446120800727554e-05,1.1600138490699097,0.8888807689918174,2.434701671444328e-05,2.4342744163519114e-05,2.4324356548588444e-05,0.3610368521069889,0.07693500063158476,0.4290719842367168,0.43797185273857364,0.21008605786742998,-0.8282638641444556,0.9593587193048719,0.3610368521069889,0.09439636248994573,0.16058122296020205,0.16058122296020202,0.1328751916033037,0.4014469243012243,0.40144692430122425,0.09439636248994573,cartesian_final_momenta,-0.3557902993489648,0.3781790760571069,-0.6650721519711755,0.09971896020208434,-0.6427380951093834,-0.09074663039550465,4.440892098500626e-16,3.925231146709438e-17,4,angular_minimum:4,2.442857104261375e-05,True,True,0,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,1,445,126,28.221087348346188,2.3446120800727554e-05,2.3446120800727554e-05,2.3446120800727554e-05,14,0,False,1e-05,2.965773369104918e-05,True,0.4644209700651035,0.5378179076057107,0.43349278480288245,0.5206721143677774,0.3667579827978308,0.48118788324482464,0.9800933106530477,0.519358180616691,0.4644209700651035,0.5378179076057107,0.43349278480288245,0.5206721143677774,0.3667579827978308,0.48118788324482464,0.9800933106530477,0.519358180616691,3
electron,gradient_local_minimum_0004,cartesian_gradient,cartesian_gradient,cartesian_gradient,0.00051099895,3.2853288369378766,1.8125476095644706,0.6635644691778514,0.4466329810027973,0.0,0.0,3.141592653589793,0.0,0.3172012419930924,2.3152290144159866,2.102171337254922,1.9598399035001375,4.695707898887601,0.385550292876136,0.05983673740567044,-0.32384473841469696,1.1670430486373466,0.6085045278058154,-1.0292952782747653,0.23047208817534462,0.2653634568575714,1.6306881573059604,0.7972976527156307,1.958495354814084,112.21351802682369,0.1306463890911905,0.19952027427248115,0.1306463890911905,0.19952027427248115,False,,True,True,cartesian_gradient,2000000,1.4888396327071283,3.1123051595805618,1.0,1.0403164488408547,0.03711985924443319,1.0,1.1433739967139886,-0.28825359581484034,0.23411916291815463,0.17908245828186573,0.24656814884218423,0.666655873660584,0.6666555836881367,0.6666486583863307,0.9427963005691242,0.9427912666911547,0.9427911928625494,2.3740672990718905e-05,1.1600140473754097,0.8888584900621831,5.143218099634694e-06,4.884934660664975e-06,5.132348323888536e-06,0.32679505046527785,0.037459822342864546,0.3364816788702961,0.3642548728081424,0.1543542424662249,0.35615564631185803,0.8475068090442551,0.32679505046527785,0.08058692482965785,0.4887481418876861,0.4887481418876862,0.06989206970001274,0.14699698530417143,0.14699698530417143,0.08058692482965785,cartesian_final_momenta,-0.1664502916444427,0.2831916413559088,-0.30261826514120294,-0.004895628823842227,-0.29345667622698396,-0.12031558468540401,0.0,2.787728152484798e-17,2,angular_minimum:2,2.3768973749756497e-05,True,False,2,ABNORMAL: ,0,481,171,31.784335011798603,2.3740672990718905e-05,2.3740672990718905e-05,2.3740672990718905e-05,14,0,False,1e-05,4.18757016458466e-05,True,0.48335497083555573,0.5283191641355909,0.4697381734858797,0.49898511778759463,0.4391653306386439,0.47505812814531645,0.47391237403292275,0.9906775011153132,0.48335497083555573,0.5283191641355909,0.4697381734858797,0.49898511778759463,0.4391653306386439,0.47505812814531645,0.47391237403292275,0.9906775011153132,4
electron,gradient_local_minimum_0005,cartesian_gradient,cartesian_gradient,cartesian_gradient,0.00051099895,3.490856999021807,1.868383525677158,0.6987357055008806,0.5554537759366494,0.0,0.0,3.141592653589793,0.0,0.328092152328875,2.448765981911336,1.550122922987053,1.5388653252617532,5.18834720959117,0.3867541533951441,3.523132005636422,-0.5858318247519815,1.2117220229801544,0.5660747146527033,-1.3877025040035431,0.1702629688126603,0.17546631340836694,1.8086910425778555,0.8198232948024977,1.5767711666479902,90.34233310684883,0.23656869153799692,0.1485784510263026,0.23656869153799692,0.1485784510263026,False,,True,True,cartesian_gradient,3000117,1.6394192019693472,0.017160053329160544,1.0,0.2729086222866663,0.026616183652228252,1.0000000000000002,0.9863029911971345,-0.3006577728250602,0.23016844772876172,0.16507631836649778,0.23427825123522855,0.6666510365973685,0.6666521630919726,0.6666556328786678,0.9427896264593056,0.942792012750639,0.9427930415047613,2.4008274048198124e-05,1.1600135555994782,0.8888559260503079,3.5686077251018133e-06,3.441861197939211e-06,3.879705735343464e-06,0.1975378929323075,0.1485473173062386,0.31460188878886686,0.3460852102385461,0.14155928366959383,1.396881864752187,0.8180602896727155,0.1975378929323075,0.186422221316917,0.5126170240693442,0.5126170240693441,0.0015642836881045539,0.14129776569210972,0.14129776569210972,0.186422221316917,cartesian_final_momenta,0.007333915194647211,0.354700678221459,-0.4273903833258724,0.15025203884051092,-0.2914773909712991,0.010474530854780218,0.0,1.0408340855860843e-17,3,angular_minimum:3,2.4045337320230922e-05,True,False,2,ABNORMAL: ,1,571,270,34.18891365595233,2.4121556034730024e-05,2.4008274048198124e-05,2.4008274048198124e-05,14,0,False,1e-05,4.3868659899650204e-05,True,0.5007333940164581,0.5354700704923597,0.45726096394762344,0.53114781370293,0.4395756460859268,0.5021714120268872,0.5218433421886457,0.005462214649351147,0.5007333915194647,0.5354700678221459,0.45726096166741276,0.5311478110542698,0.439575643893907,0.5021714095227229,0.5218433395863838,0.005462214622112871,5
electron,gradient_local_minimum_0006,cartesian_gradient,cartesian_gradient,cartesian_gradient,0.00051099895,8.378624831090422,2.894585433372182,1.2953116571099437,0.6588676879283525,0.0,0.0,3.141592653589793,0.0,0.7716829701497645,2.3358680525992255,3.973948360861548,2.1729800177443948,1.4998731257768148,0.41572785527188594,5.4833925277327165,-0.07454603474043263,4.844632824311,0.7242078415689511,-3.088897276828945,0.0620397362399452,0.04385190836803916,2.7247725781386114,0.892086565279498,2.4036598932312927,137.71956726701913,0.4333702217665535,1.311237995507582,0.4333702217665535,1.311237995507582,False,,True,True,cartesian_gradient,5000099,1.6335445231631933,0.057045526704027925,1.0,0.006175149074832272,0.022663610698990956,1.0,0.9886408566101929,-0.3102120551634755,0.16061106847427437,0.33820172436597695,0.3880252139993833,0.6666435545744531,0.6666517481786401,0.6666597331096596,0.9427835016695585,0.9427890183011565,0.9427948912564236,2.836907302417583e-05,1.1600118114971851,0.8888513569230849,2.5488150154351352e-06,2.304423753818341e-06,2.453879731911801e-06,0.0591079610322888,0.384805381903631,0.4329963982472466,0.44391334293591983,0.2110397267792867,-2.4522268525844413,0.950814973857413,0.0591079610322888,0.18463244339742635,0.40662490998878825,0.40662490998878836,0.04122766886501023,0.14946174707529192,0.14946174707529192,0.18463244339742635,cartesian_final_momenta,-0.31991627890506746,-0.3514659310019391,-0.4563243408284595,0.045065412027956143,0.6343456703632883,-0.43711472813125785,8.881784197001252e-16,2.0816681711721685e-17,5,angular_minimum:5,2.8544004394953432e-05,True,True,0,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,2,571,261,28.11562651455193,2.8490030231979944e-05,2.836907302417583e-05,2.836907302417583e-05,14,0,False,1e-05,2.9263607117472236e-05,True,0.4680083740640909,0.4648534088412273,0.45436756781478205,0.5093422297959447,0.6315022387205016,0.4093844795116012,0.5199733734158558,0.018158155188289532,0.46800837210949325,0.4648534068998061,0.45436756591715405,0.5093422288959392,0.6315022360830855,0.4093844778018413,0.5199733712442307,0.01815815511245352,6
electron,gradient_local_minimum_0007,cartesian_gradient,cartesian_gradient,cartesian_gradient,0.00051099895,3.3418280021330427,1.828066738971267,0.6733844836990702,0.5997910008687644,0.0,0.0,3.141592653589793,0.0,0.3405009202962858,2.553179021026075,5.130019307943214,1.1167672373110633,2.4009620975229833,0.36474146707796434,0.8224996856720062,-0.8217917104204058,0.9747570559087504,0.47120847657609194,-1.4834185197137895,0.15826774102286945,0.15872859639891942,1.9737192042567644,0.8402298624905887,1.1513221259720303,65.96589867822664,0.3298515367568837,0.07552080485436419,0.3298515367568837,0.07552080485436419,False,,True,True,cartesian_gradient,11000442,1.6265675891199098,3.1287046966485765,0.9999999999999999,0.18035291542092524,0.01780186256154239,0.9999999999999998,1.0235043372339696,-0.30501497441910314,0.24379952106784702,0.18121696262244452,0.25557946730434344,0.6666651026785174,0.6666424728010731,0.6666489441645665,0.9427986083643509,0.9428030425843219,0.9427876332409104,3.003125491840455e-05,1.1600113470968552,0.8888651046428645,1.4670262069083062e-05,1.4403221165193436e-05,1.552009393651632e-05,0.29417194056624363,0.04413749402462944,0.2973706640622502,0.3383094345908731,0.12821594676681364,-0.2238408676264176,0.7579803201283388,0.29417194056624363,0.2345440564051826,0.5419504587745883,0.5419504587745881,0.008909139889028904,0.11974010663453885,0.11974010663453882,0.2345440564051826,cartesian_final_momenta,0.1350265371235171,-0.3042966084217458,-0.498919485587212,-0.22584406937058346,0.20647714334815706,0.14934029036913413,0.0,2.7755575615628914e-17,11,angular_minimum:11,4.849990883785962e-05,True,True,0,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,1,481,117,36.974220897507344,4.884168824243762e-05,4.8818889812220955e-05,3.003125491840455e-05,16,2,False,1e-05,3.126933888372932e-05,True,0.5135128051906749,0.4695704776738427,0.450108184216221,0.45317181124678513,0.5428036461656055,0.5309589588020229,0.517752696892027,0.9958979296673627,0.5135026537123517,0.4695703391578254,0.4501080514412788,0.45318167756812044,0.5428034860469378,0.5309588021773546,0.5177525441630013,0.9958976358928998,7
electron,gradient_local_minimum_0008,cartesian_gradient,cartesian_gradient,cartesian_gradient,0.00051099895,4.576481353864138,2.1392712202673456,0.8639944606890204,0.7345846136769343,0.0,0.0,3.141592653589793,0.0,0.5679637442763477,2.496783149442142,2.205229624153104,1.0892730210535513,4.944530098565896,0.5491017741360651,0.7439675195925178,-0.8603137538502628,1.2164117410553685,0.36999505282734146,-2.2935533289929517,0.09342154682447235,0.07690947420833022,2.9510755173073533,0.8893605663416985,1.4014969209890642,80.29985857325318,0.7179835276007878,0.17941273363199645,0.7179835276007878,0.17941273363199645,False,,True,True,cartesian_gradient,6000090,3.0697498176487263,1.6286162055709228,1.0,0.025838587405610937,0.029292499239831214,1.0,1.225669615598197,0.30400410848736986,-0.17940048782830836,0.37523687144039924,0.42977535680484336,0.6666604460420343,0.666642097941889,0.6666504185191802,0.9428081972547848,0.9428140804725165,0.9428008615897321,3.0105160766165297e-05,1.1600072643226478,0.8888863838038371,3.9459745489967e-05,3.945950847450419e-05,3.899735417994821e-05,0.21899937652881715,0.2329988695413502,0.43526853352616185,0.45199824607016736,0.20926941049107817,-1.6042510604265423,0.9259744360096104,0.21899937652881715,0.0696879724388415,0.10940523550993594,0.10940523550993594,0.20071298369496793,0.4385965184198967,0.4385965184198966,0.0696879724388415,cartesian_final_momenta,-0.26169783725452533,0.3556030477099703,-0.587090511834909,0.11580867129257531,-0.48987818048756937,0.26304093739957113,0.0,1.3877787807814457e-17,6,angular_minimum:6,3.059439453945377e-05,True,False,2,ABNORMAL: ,1,562,261,28.63084953049463,3.042253814037344e-05,3.0105160766165297e-05,3.0105160766165297e-05,14,0,False,1e-05,4.23306427567138e-05,True,0.4738302202904686,0.535560309310108,0.4412909525566455,0.5240075762498967,0.398446419657371,0.5545293773519012,0.9771317233501028,0.5184046434260666,0.47383021627454747,0.535560304770997,0.4412909488165091,0.5240075718087002,0.398446416280361,0.554529372652019,0.9771317150684783,0.5184046390323575,8
electron,gradient_local_minimum_0009,cartesian_gradient,cartesian_gradient,cartesian_gradient,0.00051099895,4.362078837998142,2.088559033879134,0.8336452042866266,0.6027379916890343,0.0,0.0,3.141592653589793,0.0,0.37120263466053716,2.4700844760012846,0.8701622488094795,1.821033179842269,3.4272600075133894,0.35992406333531424,5.220908607181242,-0.3088524504719518,1.9443805196249706,0.6680945966944672,-1.8254216400517995,0.12447499474401606,0.11410428094043058,1.8458006231167674,0.8357671140440012,1.8830275388106135,107.88953068075497,0.23282086467503066,0.2923003044616166,0.23282086467503066,0.2923003044616166,False,,True,True,cartesian_gradient,7000072,0.05775054533115754,1.556239768126357,0.9999999999999999,0.074812420823779,0.01908692398746691,0.9999999999999998,1.0833236164165363,0.3066057671921099,-0.22652163305249262,0.14455302538438808,0.21400586447205716,0.6666462107484529,0.6666659573726185,0.6666365834074802,0.9428030212736379,0.9427820550045861,0.9427962127069729,3.6386126082496576e-05,1.16000736434395,0.8888600793136033,1.6867897879191407e-05,1.649859620150851e-05,1.686563786340578e-05,0.2975266910674841,0.04153170105550155,0.3100404674557018,0.3390583921229856,0.14051127139420902,-0.42523667723779546,0.828832287644671,0.2975266910674841,0.06460370254604064,0.15657145471606898,0.15657145471606898,0.029939900890319227,0.5043701531609456,0.5043701531609456,0.06460370254604064,cartesian_final_momenta,0.24176598966736518,0.2866655949969421,-0.47187406106983576,-0.3450661980034456,-0.10134607375282162,-0.09192218616448745,0.0,1.3877787807814457e-17,7,angular_minimum:7,3.643433635268429e-05,True,False,2,ABNORMAL: ,1,643,369,36.99946466401565,3.675765917816288e-05,3.6386126082496576e-05,3.6386126082496576e-05,14,0,False,1e-05,4.1264603714469424e-05,True,0.5241766316265285,0.5286665924392415,0.45281262210634216,0.4284665098030624,0.4789906087363328,0.4809442160920296,0.018382570656772575,0.4953665343317152,0.5241765989667365,0.5286665594996942,0.4528125938930164,0.42846648325327963,0.47899057889193936,0.480944186125913,0.0183825695114126,0.49536650346698946,9
