lepton,kinematic_point,s_regime,theta_p_gamma_regime,qOut_regime,lepton_mass,s,sqrt_s,pIn,pOut,theta_p_in,phi_p_in,theta_lepton_in,phi_lepton_in,qOut,theta_p_out,phi_p_out,theta_gamma_out,phi_gamma_out,theta_lepton_out,phi_lepton_out,cos_p_gamma_out,Q2,xB,t,F1,F2,W2,y,theta_lepton_gamma_rad,theta_lepton_gamma_deg,k_dot_qout,kp_dot_qout,abs_k_dot_qout,abs_kp_dot_qout,aligned,reference_name,phi_p_out_defined,phi_gamma_out_defined,search_stage,sample_id,alpha_e,alpha_p,lepton_electron_alpha_e_mix_proton_alpha_p_mix_trace,lepton_electron_alpha_e_mix_proton_alpha_p_mix_spin_signal_M2,lepton_electron_alpha_e_mix_proton_alpha_p_mix_cross_section_ratio,lepton_electron_alpha_e_mix_proton_alpha_p_mix_purity,lepton_electron_alpha_e_mix_proton_alpha_p_mix_M2_magic,lepton_electron_alpha_e_mix_proton_alpha_p_mix_h_out_mean,lepton_electron_alpha_e_mix_proton_alpha_p_mix_lambda_mean,lepton_electron_alpha_e_mix_proton_alpha_p_mix_h_lambda,lepton_electron_alpha_e_mix_proton_alpha_p_mix_h_lambda_connected,lepton_electron_alpha_e_mix_proton_alpha_p_mix_C_e_p,lepton_electron_alpha_e_mix_proton_alpha_p_mix_C_e_gamma,lepton_electron_alpha_e_mix_proton_alpha_p_mix_C_p_gamma,lepton_electron_alpha_e_mix_proton_alpha_p_mix_C_e_rest,lepton_electron_alpha_e_mix_proton_alpha_p_mix_C_p_rest,lepton_electron_alpha_e_mix_proton_alpha_p_mix_C_gamma_rest,lepton_electron_alpha_e_mix_proton_alpha_p_mix_D_W,lepton_electron_alpha_e_mix_proton_alpha_p_mix_dGHZ,lepton_electron_alpha_e_mix_proton_alpha_p_mix_F3,lepton_electron_alpha_e_mix_proton_alpha_p_mix_M_e,lepton_electron_alpha_e_mix_proton_alpha_p_mix_M_p,lepton_electron_alpha_e_mix_proton_alpha_p_mix_M_gamma,lepton_electron_alpha_e_mix_proton_alpha_p_mix_GHZ_plus_fidelity,lepton_electron_alpha_e_mix_proton_alpha_p_mix_GHZ_minus_fidelity,lepton_electron_alpha_e_mix_proton_alpha_p_mix_GHZ_phase_fidelity,lepton_electron_alpha_e_mix_proton_alpha_p_mix_GHZ_subspace_population,lepton_electron_alpha_e_mix_proton_alpha_p_mix_GHZ_coherence_abs,lepton_electron_alpha_e_mix_proton_alpha_p_mix_GHZ_coherence_phase_rad,lepton_electron_alpha_e_mix_proton_alpha_p_mix_GHZ_coherence_visibility,lepton_electron_alpha_e_mix_proton_alpha_p_mix_GHZ_purity,lepton_electron_alpha_e_mix_proton_alpha_p_mix_W_fidelity,lepton_electron_alpha_e_mix_proton_alpha_p_mix_W_subspace_population,lepton_electron_alpha_e_mix_proton_alpha_p_mix_W_subspace_max_fidelity,lepton_electron_alpha_e_mix_proton_alpha_p_mix_Wbar_fidelity,lepton_electron_alpha_e_mix_proton_alpha_p_mix_Wbar_subspace_population,lepton_electron_alpha_e_mix_proton_alpha_p_mix_Wbar_subspace_max_fidelity,lepton_electron_alpha_e_mix_proton_alpha_p_mix_W_purity,coordinate_system,p_out_x,p_out_y,p_out_z,q_out_x,q_out_y,q_out_z,cartesian_energy_residual,cartesian_momentum_residual,record_type,reference_index,reference_objective,optimization_start_source,reference_u0,reference_u1,reference_u2,reference_u3,reference_u4,reference_u5,reference_u6,reference_u7
electron,cartesian_gradient_3000000000,cartesian_gradient,cartesian_gradient,cartesian_gradient,0.00051099895,1.1598572401253011,1.0769666847796644,0.12999999999982592,0.028000000001313082,0.0,0.0,3.141592653589793,0.0,0.07443763686223746,2.8541853071795833,3.141592653589793,1.298,0.0,1.4645884759397056,3.141592653589793,-0.5313587500661546,0.018435514052266753,0.11496494682741115,-0.02459232320933352,0.9376391110661947,1.6571233023248764,1.0217661824545012,0.572679513201031,2.7625884759397055,158.2846602028235,0.012284168345638915,0.00920576376710553,0.012284168345638915,0.00920576376710553,False,epcm_low_energy_W,True,True,cartesian_gradient,3000000000,2.361407346410207,3.056,1.0,13905.606449544,1.003382052552517,1.0,0.5874423767652378,0.3351941987251874,0.3339635760872572,-0.33064657039915474,-0.44258922368912107,0.6589061131778068,0.6572284055018314,0.6595298916287684,0.9421487593943539,0.9437556847938612,0.942585116354669,0.014150636812902073,1.1460468522537077,0.8889267510729424,0.021537841846755834,0.02153784864579017,0.02153784662301028,0.16731152462758422,0.16731605050957712,0.16731605050957712,0.33462757513716135,2.262940996461605e-06,3.141592653589793,1.3525131606587068e-05,0.16731152462758422,1.8875729917973514e-05,0.6653696555101385,0.6653696555101385,1.6867584252813203e-06,2.769352700199532e-06,2.7693527001995305e-06,1.8875729917973514e-05,cartesian_final_momenta,-0.007937072427587899,0.0,-0.026851496817733578,0.07168502691699753,0.0,0.020055390735253007,2.220446049250313e-16,0.0,exact_physics_reference,0,0.014150636812902073,physics_anchor:epcm_low_energy_W,0.4992062927572412,0.5,0.49731485031822664,0.5148605748784613,0.5,0.5041575577014585,0.7516593036694001,0.9727550121776644
electron,cartesian_gradient_3000000001,cartesian_gradient,cartesian_gradient,cartesian_gradient,0.00051099895,1.3267640344323715,1.1518524360491544,0.1939999999994445,0.16500000000206905,0.0,0.0,3.141592653589793,0.0,0.1771320126293565,0.0,nan,3.032000000000001,0.0,1.0516984301399857,3.141592653589793,-0.9940007332881127,0.012954080083960751,0.03171454649281285,-0.0008112968229914727,0.9977387044705401,1.7881004447969109,1.275348545893756,0.9139417192269998,2.1994868770396,126.02131514877892,0.0002062756720511913,0.006277667302535825,0.0002062756720511913,0.006277667302535825,False,epcm_standard_W,False,True,cartesian_gradient,3000000001,0.834,3.105592653589793,0.9999999999999998,3703465.664336373,0.9661606921677337,0.9999999999999998,0.5886541870474946,0.3208362082849717,0.3213520102870244,-0.35725364030082973,-0.4603550008060719,0.6596387440641829,0.6777530353328154,0.6594533900734431,0.9467189447489346,0.9337057122683322,0.946589806281114,0.014977670897660092,1.1584126449970253,0.8878900859146241,0.001804310773119211,0.001804310772584361,0.0018043107731157693,8.044535822460756e-05,6.789224652986876e-05,8.044535822460756e-05,0.00014833760475447633,6.276555847369399e-06,0.0,0.08462528241248272,8.044535822460756e-05,3.771561340834442e-05,0.00014093362446763284,0.00014093362446763278,0.999542983643672,0.9997107287707778,0.999710728770778,3.771561340834442e-05,cartesian_final_momenta,0.0,0.0,0.16500000000206905,0.019373531761788576,0.0,-0.1760693504423796,0.0,0.0,exact_physics_reference,1,0.014977670897660092,physics_anchor:epcm_standard_W,0.5,0.5,0.5165000000002069,0.5040162057794811,0.5,0.46350016344304934,0.2654704450772814,0.9885408440973835
