optimization_run,start_source,screening_D_W,success,lbfgs_success,lbfgs_status,lbfgs_message,lbfgs_iterations,function_evaluations,lbfgs_function_evaluations,lbfgs_gradient_norm,initial_D_W,lbfgs_D_W,final_D_W,local_search_polls,local_search_moves,local_search_poll_limit_reached,smallest_tested_step,best_neighbor_D_W,local_minimum_verified,initial_u0,initial_u1,initial_u2,initial_u3,initial_u4,initial_u5,initial_u6,initial_u7,final_u0,final_u1,final_u2,final_u3,final_u4,final_u5,final_u6,final_u7
10,angular_minimum:10,4.831784993427198e-05,True,True,0,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,2,535,225,19.19272994794418,4.841904853359676e-05,4.7982797052068866e-05,4.7982797052068866e-05,14,0,False,1e-05,5.3090417101338326e-05,True,0.4797151164246405,0.5440491115037874,0.46238867963549235,0.4942765805109661,0.37672501819736065,0.5008664694969239,0.9636787510124513,0.5282729368776413,0.4797150483479848,0.5440490342974564,0.46238861401764153,0.49427651036788445,0.37672496473609063,0.5008663984186672,0.9636786142562301,0.5282728619101166
11,angular_minimum:11,4.849990883785962e-05,True,True,0,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,1,481,117,36.974220897507344,4.884168824243762e-05,4.8818889812220955e-05,3.003125491840455e-05,16,2,False,1e-05,3.126933888372932e-05,True,0.5135128051906749,0.4695704776738427,0.450108184216221,0.45317181124678513,0.5428036461656055,0.5309589588020229,0.517752696892027,0.9958979296673627,0.5135026537123517,0.4695703391578254,0.4501080514412788,0.45318167756812044,0.5428034860469378,0.5309588021773546,0.5177525441630013,0.9958976358928998
12,angular_minimum:12,5.427193654152544e-05,True,True,0,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,2,566,189,16.049154637650293,5.4729620677071036e-05,5.44484851952892e-05,4.916397067514737e-05,17,3,False,1e-05,5.031704167229732e-05,True,0.4818669408863452,0.45770117764000623,0.47919956009838305,0.47671062111935775,0.6280969215163685,0.42906101570559957,0.03585667668323175,0.5269433029604633,0.48186680146868366,0.4577010461894609,0.47919941599468613,0.4766904800797176,0.6280968182841772,0.4290508884684966,0.03585666182003838,0.5269431510460262
13,angular_minimum:13,5.561015804811053e-05,True,True,0,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,3,589,288,50.90784829441747,5.594920792806531e-05,5.462529271692882e-05,5.462529271692882e-05,14,0,False,1e-05,5.515593193030905e-05,True,0.5388331288258323,0.5253695110628493,0.40158048823171616,0.4606436392794894,0.3859544491186539,0.4843041342151893,0.5099903100195399,0.9869232561386458,0.5388329814818614,0.5253693658253645,0.40158037668956525,0.46064351347837135,0.38595434426384906,0.48430404829502505,0.5099901718233613,0.9869229877712068
14,angular_minimum:14,5.727653985390068e-05,True,True,0,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,2,544,225,49.563017451345566,5.701847604014632e-05,5.497741631564427e-05,5.497741631564427e-05,14,0,False,1e-05,5.664694455520308e-05,True,0.5277497641531637,0.5185997664348413,0.4741259427097374,0.4767622608603322,0.4065524128695571,0.31052054927757256,0.5108136386549186,0.9897670305259894,0.5277496666676605,0.5185996706395183,0.47412585512958255,0.47676220903122185,0.4065523377715292,0.31052049191847164,0.5108135442978426,0.9897668476970362
15,angular_minimum:15,6.156096875878279e-05,True,True,0,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,2,571,261,33.406437526020845,6.184821828931502e-05,6.15520347588368e-05,6.15520347588368e-05,14,0,False,1e-05,6.325502294732044e-05,True,0.5343499075365558,0.5175287839023013,0.4431933035336922,0.42333819685390683,0.506481432758613,0.5022138109474753,0.9837051450075324,0.4949850099960072,0.5343499075365546,0.5175287839023003,0.4431933035336913,0.4233381968539062,0.506481432758612,0.5022138109474749,0.9837051450075304,0.4949850099960062
16,angular_minimum:16,6.248075071640729e-05,True,True,0,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,3,580,279,32.82309516687895,6.31891734725256e-05,6.178162204985547e-05,6.178162204985547e-05,14,0,False,1e-05,7.734222607162009e-05,True,0.5124978929476927,0.4706725515604446,0.4594522285501721,0.5007515517875498,0.5588987733336905,0.5190423502267169,0.47752000170808656,0.006582439435339109,0.5124974733295365,0.47067203023082893,0.45945184714989906,0.5007511519831085,0.5588982676912112,0.5190419342259104,0.47751961887184036,0.006582449029119529
17,angular_minimum:17,6.403256089779089e-05,True,True,0,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,2,634,351,22.20728232383541,6.393096669277865e-05,6.358643828204275e-05,6.358643828204275e-05,14,0,False,1e-05,6.798147463403077e-05,True,0.5297016598672948,0.462778528645918,0.4602963872585776,0.49796527105456384,0.6316308683837274,0.4119106651315889,0.5226918747656318,0.9804017679313765,0.5297016076819743,0.46277848305375235,0.46029634191094837,0.49796522199585924,0.6316308291518504,0.41191062455084,0.5226918232709037,0.9804016713438362
18,angular_minimum:18,6.614868173291549e-05,True,False,2,ABNORMAL: ,1,802,378,16.388606208383674,6.60489453496754e-05,6.591746846210442e-05,4.816173045048845e-05,20,6,False,1e-05,4.919885300757668e-05,True,0.47153211063721795,0.5427570308108193,0.44893135843947374,0.5076767501280331,0.3691384615186677,0.5000519947517026,0.5283383343423164,0.02401794185710176,0.4715258948086852,0.5427568342126377,0.4489228891801293,0.5076989839034539,0.36915084038152246,0.50007504571677,0.5283357491536897,0.024023249402650337
19,angular_minimum:19,7.50949593103141e-05,True,False,2,ABNORMAL: ,2,787,450,71.02151073541641,7.532884467404536e-05,7.495278558433392e-05,6.454634401824238e-05,16,2,False,1e-05,6.508249853668382e-05,True,0.5342457309258002,0.48390121624274945,0.4182434061799998,0.4595495359254838,0.5960147401875449,0.38597290303146314,0.506880635275264,0.9898408634065529,0.5342451918620215,0.4839007283168124,0.41824298387871867,0.45954921751356637,0.5960141386902912,0.38595809941151543,0.5068801241888049,0.9898398646317076
20,angular_minimum:20,7.70590537469013e-05,True,True,0,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,2,531,198,42.62153420506029,7.744745782716898e-05,7.66463430451386e-05,7.63181938130895e-05,15,1,False,1e-05,7.66463430451386e-05,True,0.46124127385493024,0.5274987055122902,0.40526821497446486,0.5366668706309846,0.3815698809113653,0.4911062772131858,0.9886811099287098,0.5139522384157926,0.46124121864466516,0.5274986457664586,0.40526816992541953,0.5366668128974372,0.38156983508986225,0.4911162753741427,0.988680994775799,0.513952180171009
21,angular_minimum:21,7.721523721085965e-05,True,True,0,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,1,454,135,68.69945073127786,7.721018561746766e-05,7.721018561746766e-05,7.721018561746766e-05,14,0,False,1e-05,7.743891496160142e-05,True,0.5358635477112693,0.5184893244476079,0.40751892940942475,0.4603987389014489,0.3973750633202358,0.41937340453010885,0.5073241809936054,0.9892527070803333,0.5358635477112693,0.5184893244476079,0.40751892940942475,0.4603987389014489,0.3973750633202358,0.41937340453010885,0.5073241809936054,0.9892527070803333
22,angular_minimum:22,7.784375346397397e-05,True,False,2,ABNORMAL: ,1,562,270,20.773592867554445,7.824755518186478e-05,7.780069231114994e-05,7.780069231114994e-05,14,0,False,1e-05,8.229407956616085e-05,True,0.46927264927742196,0.5387781573311804,0.4551351102533292,0.5042759659004077,0.3639900100904899,0.4307156654237909,0.9764645399473751,0.5205406386217896,0.4692726396173454,0.5387781462403183,0.4551351008842769,0.5042759555197804,0.3639900025976787,0.430715656557418,0.9764645198466464,0.5205406279063506
23,angular_minimum:23,7.893313464178252e-05,True,True,0,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,2,535,225,28.962499658467195,7.917690936951878e-05,7.907667161371618e-05,7.907667161371618e-05,14,0,False,1e-05,8.000200412775265e-05,True,0.5284845601686621,0.47524031926640437,0.45272075900641245,0.4246298458088166,0.5083665999368485,0.4732451046450825,0.9822698389009404,0.4954477077600135,0.5284845537571761,0.47524031350086854,0.45272075351408014,0.4246298447447738,0.5083665937694302,0.47324510029744776,0.9822698269842075,0.495447701749325
24,angular_minimum:24,8.534813581650505e-05,True,False,2,ABNORMAL: ,0,476,126,61.858338498071255,8.511061072032563e-05,8.511061072032563e-05,8.508800959600536e-05,15,1,False,1e-05,8.538509927812616e-05,True,0.463290434023057,0.47994973550630543,0.4079508241681108,0.5406435525312848,0.6063729699389688,0.42691087643311765,0.49203790033269323,0.011244302123055744,0.463290434023057,0.47994973550630543,0.4079508241681108,0.5406313455000348,0.6063729699389688,0.42691087643311765,0.49203790033269323,0.011244302123055744
25,angular_minimum:25,8.822953157852401e-05,True,True,0,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,4,688,396,39.64979238212814,8.883128285680447e-05,8.816717170820332e-05,8.816717170820332e-05,14,0,False,1e-05,8.996949063546565e-05,True,0.4612690447979464,0.47190134993624216,0.40886055800211457,0.5342775426827723,0.6208207011161387,0.47839843677153876,0.011699464469451967,0.5142591682139926,0.4612687888149262,0.47190108491825933,0.40886032930427346,0.5342773859983784,0.6208203549868269,0.47839824707923095,0.011699450972898727,0.5142588836529438
26,angular_minimum:26,8.836305029209865e-05,True,False,2,ABNORMAL: ,1,571,261,17.637222815872178,8.85532309844446e-05,8.82485309970001e-05,8.82485309970001e-05,14,0,False,1e-05,9.025344063492769e-05,True,0.47014848068024034,0.5415648082658092,0.44392142452149086,0.5127168244634114,0.3725606612765514,0.5114008003231002,0.026318058631190206,0.5228543959075883,0.47014848067189086,0.5415648082561915,0.44392142451360717,0.5127168244592339,0.37256066126993503,0.5114008003140181,0.02631805863072282,0.5228543958983028
27,angular_minimum:27,9.131931088858241e-05,True,False,2,ABNORMAL: ,3,877,639,53.48772271155825,9.18733504844656e-05,9.121043461671331e-05,9.121043461671331e-05,14,0,False,1e-05,9.314933815859153e-05,True,0.5367061064645825,0.4790047215845362,0.41524261726994127,0.4607716281022364,0.6085577559056894,0.4155106969597896,0.508714227644415,0.9883096786938849,0.536706053572686,0.47900467450999185,0.41524257558289956,0.4607716069752738,0.6085576952414872,0.4155106552349725,0.50871417780898,0.9883095808887371
28,angular_minimum:28,9.285536420950512e-05,True,False,2,ABNORMAL: ,1,544,234,40.33118913817836,9.301291918705813e-05,9.251983323358346e-05,9.251983323358346e-05,14,0,False,1e-05,9.602288543465941e-05,True,0.4631397660107878,0.5122469690257654,0.4379315342032508,0.5772177707807614,0.5173876916101137,0.5096533515516026,0.014753778701180704,0.5056281600677388,0.4631397151746778,0.5122469127994485,0.43793148613409916,0.5772177074229842,0.51738763481953,0.5096533166011992,0.014753777081745767,0.5056281045679293
29,angular_minimum:29,9.37909927737755e-05,True,True,0,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,1,436,117,26.7362746211781,9.380694146984932e-05,9.380238610584694e-05,9.380238610584694e-05,14,0,False,1e-05,0.00010315790880940077,True,0.5127941049291243,0.528241835818825,0.45902201602847914,0.49764037673996525,0.44296964597896077,0.5241521989898081,0.47827268713729054,0.006446336921779789,0.5127941048252769,0.5282418357118492,0.45902201593552133,0.49764037663918675,0.44296964588925375,0.5241521988836606,0.47827268704043424,0.006446336920474324
30,angular_minimum:30,9.417612384684363e-05,True,True,0,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,4,725,306,12.822121485868823,9.389773216858497e-05,9.052033311641867e-05,7.201332632665971e-05,19,5,False,1e-05,7.28446475760409e-05,True,0.4750114650364216,0.45595552119792265,0.45709435749188004,0.49892917170668133,0.6304186826897437,0.49179814033067826,0.032353357349160894,0.526375991584478,0.47500906706859863,0.4559532215033028,0.4570905722612393,0.4989015242062901,0.6304275121415072,0.4917715189748523,0.03235113471710946,0.5263731488266772
31,angular_minimum:31,9.576659229904239e-05,True,True,0,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,1,463,144,39.92912285621284,9.563018871132274e-05,9.561043447953731e-05,9.561043447953731e-05,14,0,False,1e-05,9.681846624110275e-05,True,0.46301744376882836,0.48973408525499035,0.4441446747819599,0.5737310879851336,0.47058313615288955,0.4644094892567597,0.9858487437423651,0.505704159536233,0.46301744369805437,0.4897340851801326,0.4441446747140707,0.5737310879641844,0.4705831360809591,0.4644094892353837,0.9858487435916743,0.5057041594589342
32,angular_minimum:32,9.844422488872172e-05,True,False,2,ABNORMAL: ,1,571,261,46.62746623813981,9.876499477283879e-05,9.846015509564144e-05,9.846015509564144e-05,14,0,False,1e-05,0.00010071973456345476,True,0.46183673879946047,0.4953475109956146,0.4381094417212197,0.5691068252016298,0.4576639400579866,0.45787249115665324,0.9879202213914494,0.5064286284917119,0.4618367375129059,0.4953475096157079,0.43810944050076306,0.56910682463329,0.45766393878305633,0.4578724906366187,0.9879202186393659,0.5064286270809362
33,angular_minimum:33,9.95696165320176e-05,True,False,2,ABNORMAL: ,1,637,270,15.840348597740146,9.989034700466088e-05,9.934844125161204e-05,9.388318576964589e-05,17,3,False,1e-05,9.416284736515162e-05,True,0.5317963379497339,0.4588468445769541,0.4416223499551735,0.48646647658321135,0.6313540793891705,0.5000883560725683,0.9752528532662917,0.4778009608594823,0.5317963348675259,0.4588468419175499,0.44162234739559975,0.4864886857208222,0.6313418693770599,0.5000883553515515,0.9752528476138794,0.477800958090223
34,angular_minimum:34,0.00010064692076095023,True,False,2,ABNORMAL: ,1,638,270,51.64850303027638,0.00010060849818844449,0.00010035917008980298,9.255966901666423e-05,17,3,False,1e-05,9.27436549752231e-05,True,0.46154240453925177,0.5234779796156388,0.4002516339139278,0.5411590418471655,0.38831234630261857,0.4709058135810349,0.5090018772972541,0.01231171772185268,0.4615423964210919,0.523477970408082,0.4002516268738234,0.5411368255582948,0.3883223394725166,0.47090581213314564,0.5090018683443203,0.012311717505299464
35,angular_minimum:35,0.00010272696965632488,True,False,2,ABNORMAL: ,1,602,261,117.34229027390735,0.0001027986097056101,0.00010266776143384744,0.000100202856436086,15,1,False,1e-05,0.00010201077310245747,True,0.4658286059670039,0.49581698698556814,0.401197073901421,0.5556120532630722,0.5615737185873138,0.4516919695794733,0.5051434177826141,0.007147225100585357,0.4658286056877528,0.4958169866883399,0.4011970736609147,0.5555998458987484,0.5615737182506662,0.4516919694172445,0.5051434174797949,0.007147225096300798
36,angular_minimum:36,0.00010475500778209932,True,False,2,ABNORMAL: ,1,699,288,22.081113764569704,0.00010495317667675878,0.00010477687019753003,9.514778590219158e-05,19,5,False,1e-05,9.638517042870491e-05,True,0.47391212213368433,0.531616071656502,0.4752034440670436,0.5026701904490821,0.38181435318070456,0.36254643397988773,0.019424717058938872,0.5156649623815758,0.4739121208031173,0.531616070163924,0.47520344273285103,0.5026946047264594,0.3817899380462135,0.3625342259307437,0.01942471700440157,0.5156649609337824
37,angular_minimum:37,0.00010526531866267316,True,True,0,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,2,445,126,19.735041357573277,0.00010585793614591158,0.0001044676819189083,0.0001044676819189083,14,0,False,1e-05,0.00010598881115919342,True,0.5359315777708239,0.53529395712274,0.4355623546752304,0.47906036183575224,0.36586326257879215,0.4507354620683974,0.5180489151708231,0.9821491015354965,0.5359305702477424,0.535292940188804,0.4355615248763745,0.47905976525944804,0.3658625726925998,0.4507347815839746,0.518047928833776,0.9821472514344693
38,angular_minimum:38,0.0001080586355131409,True,False,2,ABNORMAL: ,2,760,513,38.0544047210974,0.0001084297622356499,0.00010783423540554992,0.00010783423540554992,14,0,False,1e-05,0.00010871868672879827,True,0.46125177302323256,0.4721099825688089,0.40407479797940016,0.5406179586258781,0.6122532522658592,0.5214422520555001,0.48828838397987495,0.014226659602788395,0.4612514426206686,0.4721096443675065,0.4040745088376872,0.5406175814686925,0.6122528139647831,0.5214420790149268,0.48828803437042223,0.014226649478553736
39,angular_minimum:39,0.00011431617417153152,True,False,2,ABNORMAL: ,1,634,369,41.023173441667794,0.00011403680480909066,0.0001139360617184325,0.0001139360617184325,14,0,False,1e-05,0.0001148282066503848,True,0.522783349271349,0.48158265177763226,0.47533475093663624,0.4420453192344957,0.4991263038459108,0.398535595384401,0.9862883424975524,0.49684895051113187,0.522783256366399,0.48158256619454665,0.47533466646387845,0.4420452406776742,0.49912621514510513,0.3985355245597858,0.9862881672221363,0.49684886221503954
40,angular_minimum:40,0.0001189976066917121,True,True,0,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,2,544,234,207.758500198962,0.00011880704331631045,0.00011814702886862108,0.00011814702886862108,14,0,False,1e-05,0.00011846726512870426,True,0.49852581189976064,0.49690914497993827,0.5133653111131303,0.515553453622341,0.5212069992193571,0.502577074447389,0.34141447985779755,0.8485793734840292,0.49852579672326025,0.49690912977245133,0.5133652951879516,0.5155534380012372,0.5212069833202557,0.502577059125929,0.34141447734660757,0.8485793474877833
41,angular_minimum:41,0.00012303605096821452,True,True,0,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,3,553,252,18.231595235656986,0.0001229580886861174,0.00012264618078864034,0.00012264618078864034,14,0,False,1e-05,0.0001272604044739471,True,0.4719401302317086,0.4598102700247646,0.4436486429585792,0.516213128101231,0.6179965317792405,0.5297489886489651,0.47397653953059204,0.021987488023725726,0.4719399865720605,0.4598101329435438,0.4436485099135443,0.5162129740293734,0.617996348276772,0.5297488304722604,0.4739763979137419,0.021987480253004
42,angular_minimum:42,0.0001236984312794061,True,True,0,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,1,463,144,174.45485243968633,0.0001237474506940889,0.00012370769132382767,0.00012370769132382767,14,0,False,1e-05,0.00012373384820114848,True,0.503672365732887,0.505472373366336,0.5004674237462382,0.4818371242849842,0.48108926705141924,0.5115675867016015,0.12186193764114188,0.6144132234438456,0.5036723637160289,0.5054723713422701,0.5004674217422137,0.4818371223555611,0.48108926512499073,0.5115675846531286,0.1218619376932848,0.6144132209835472
43,angular_minimum:43,0.0001237737672900818,True,True,0,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,2,544,234,44.173085998414024,0.0001239903525142851,0.0001235901107308781,0.0001235901107308781,14,0,False,1e-05,0.00012442391338506495,True,0.5299408323390972,0.4804491769781746,0.4646200032920885,0.4742689031537997,0.5995308452873699,0.32624071795203746,0.5109255773246362,0.9889553036618627,0.5299407827376834,0.48044913881686485,0.4646199647426688,0.4742688779430794,0.5995308255989364,0.3262406995362565,0.5109255270620644,0.9889552277617807
44,angular_minimum:44,0.0001264239895921651,True,False,2,ABNORMAL: ,0,463,162,32.358354531474745,0.00012610950768057798,0.00012610950768057798,0.00012610950768057798,14,0,False,1e-05,0.00012647423589153846,True,0.468201554681985,0.4785497759449572,0.44726726969658787,0.5778145496486218,0.5008714127082023,0.4870697089762528,0.4831809416001913,0.004999886233326549,0.468201554681985,0.4785497759449572,0.44726726969658787,0.5778145496486218,0.5008714127082023,0.4870697089762528,0.4831809416001913,0.004999886233326549
45,angular_minimum:45,0.00012697234293310072,True,True,0,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,2,544,234,40.15816160478198,0.00012765430273073582,0.0001263397707704157,0.0001263397707704157,14,0,False,1e-05,0.00014529378641081218,True,0.4892643731225086,0.5263482469068826,0.45655533160338513,0.5026830597254073,0.44726525277786144,0.5384954856135974,0.48159673565704775,0.9954034188193646,0.48926430620872036,0.5263481749213528,0.45655526916301864,0.5026829909764248,0.44726519160804395,0.5384954119667618,0.48159666979191684,0.9954032826839392
46,angular_minimum:46,0.00013922096004092367,True,False,2,ABNORMAL: ,0,543,126,127.02878889707608,0.0001390902483598271,0.0001390902483598271,0.00012734828920397698,18,4,False,1e-05,0.00012832659687041413,True,0.5308335147913593,0.5106789361419048,0.3706665952422523,0.4511997960142443,0.4363182239733466,0.5728034559853071,0.003968139112921978,0.4920840763133146,0.5308335147913593,0.5106789361419048,0.3706665952422523,0.4512342100767443,0.4363182239733466,0.5727690419228072,0.003968139112921978,0.4920840763133146
47,angular_minimum:47,0.00013958042235250967,True,True,0,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,2,606,198,82.06332733024257,0.00013955189923569293,0.00013937630406650535,0.00013613309017478578,18,4,False,1e-05,0.00013616909413462057,True,0.4646599831631413,0.4834923318421882,0.3858250892781095,0.542792337347847,0.5951576455594346,0.4648784701400092,0.9942646430855556,0.5096698926479901,0.46465985947872823,0.48349220334546755,0.38582499075089294,0.5427800447979516,0.5951574912305436,0.46488065372302034,0.9942643840525082,0.5096697590033425
48,angular_minimum:48,0.00014072005160021723,True,True,0,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,1,436,117,25.33572152057842,0.0001401835107579693,0.0001401835107579693,0.0001401835107579693,14,0,False,1e-05,0.0001429265429698156,True,0.4665538393244242,0.47012455662821145,0.4511585505228505,0.5197710048939568,0.6223659844787711,0.38863713246504006,0.01565741355450305,0.5153431914743939,0.4665538393244242,0.47012455662821145,0.4511585505228505,0.5197710048939568,0.6223659844787711,0.38863713246504006,0.01565741355450305,0.5153431914743939
49,angular_minimum:49,0.00014299260667361162,True,True,0,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,1,436,117,17.765137218559957,0.0001426882582225954,0.00014268221247706693,0.00014268221247706693,14,0,False,1e-05,0.00014473579023060792,True,0.5153759618755607,0.46497834334340415,0.49275659978497666,0.525623185508496,0.6144479857614006,0.36514760801764556,0.5269336431204797,0.9818605478908279,0.5153759006725482,0.4649782881253159,0.49275654126810636,0.5256231230885836,0.6144479527283968,0.3651475646548672,0.5269335805449451,0.9818604312908547
