local_minimum_id,contour_point_count,original_contour_cut,target_covariance_cut,covariance_rank,covariance_min_eigenvalue,covariance_max_eigenvalue,requested_samples,attempted_samples,accepted_samples,rejected_samples,rejection_fraction
0,343,0.05,0.02,8,6.929962361603916e-06,0.001632231075461278,2000,8051,2000,6051,0.7515836542044466
1,272,0.05,0.02,8,0.0008008094782008596,0.004943836762738312,2000,8656,2000,6656,0.7689463955637708
2,370,0.05,0.02,8,1.6960626835045744e-09,0.0007355343948391283,2000,9255,2000,7255,0.7839005942733658
3,346,0.05,0.02,8,0.0007539317286566142,0.0038405087832197433,2000,7286,2000,5286,0.7255009607466374
4,209,0.05,0.02,8,0.0007692312063199988,0.005047448963560966,2000,10641,2000,8641,0.812047739874072
5,282,0.05,0.02,8,0.0007895971936005122,0.004344894675161286,2000,7706,2000,5706,0.7404619776797301
6,389,0.05,0.02,8,0.00041237827077149835,0.002450923515898508,2000,6629,2000,4629,0.6982953688339116
7,357,0.05,0.02,8,0.00019808042081862715,0.003912911107085157,2000,6949,2000,4949,0.7121888041444813
8,349,0.05,0.02,8,0.0006833653853656936,0.004146738531181596,2000,6990,2000,4990,0.7138769670958512
9,372,0.05,0.02,8,0.0008022523249054866,0.003729812368789141,2000,7056,2000,5056,0.7165532879818595
10,363,0.05,0.02,8,0.0007695169328787955,0.003978812350475806,2000,7095,2000,5095,0.7181113460183227
11,192,0.05,0.02,8,0.0007315376868164825,0.0068733521283081585,2000,11340,2000,9340,0.8236331569664903
12,357,0.05,0.02,8,0.000794590677463299,0.0038010761531472948,2000,7262,2000,5262,0.7245937758193335
13,401,0.05,0.02,8,0.0008034578735064146,0.005284462947775034,2000,6904,2000,4904,0.7103128621089224
14,391,0.05,0.02,8,9.117414487358862e-05,0.0023987427225849746,2000,6911,2000,4911,0.7106062798437274
15,385,0.05,0.02,8,0.0007484800447262421,0.0039603644792217015,2000,7107,2000,5107,0.7185873082876038
16,364,0.05,0.02,8,0.0008068147515312665,0.0038180502466473865,2000,7133,2000,5133,0.719613066031123
17,403,0.05,0.02,8,0.0007777957743595737,0.004141593824048594,2000,7389,2000,5389,0.7293273785356611
18,362,0.05,0.02,8,0.00042518929827862703,0.0020680591130735992,2000,6375,2000,4375,0.6862745098039216
19,379,0.05,0.02,8,0.0008030440833630937,0.005205507268663777,2000,7120,2000,5120,0.7191011235955056
20,377,0.05,0.02,8,0.000617795336451329,0.00395082568249462,2000,6647,2000,4647,0.6991123815255003
21,425,0.05,0.02,8,0.00027911922015006396,0.0036887470787266667,2000,7671,2000,5671,0.7392777995046278
22,371,0.05,0.02,8,2.0116335848283688e-06,0.0012956918739984436,2000,8220,2000,6220,0.7566909975669099
23,371,0.05,0.02,8,0.0008210550002240601,0.004407217991591902,2000,7041,2000,5041,0.7159494390001421
24,95,0.05,0.02,8,5.328909130290675e-10,0.0029297755716486307,2000,49610,2000,47610,0.9596855472686958
25,373,0.05,0.02,8,0.0005181497534124424,0.0036144082251547095,2000,6365,2000,4365,0.6857816182246661
26,406,0.05,0.02,8,0.00034303676952694256,0.003850366111846977,2000,6142,2000,4142,0.674373168349072
27,341,0.05,0.02,8,0.0008189569174125109,0.004891990912284417,2000,7448,2000,5448,0.7314715359828142
28,170,0.05,0.02,8,0.0007341595748783345,0.005314469988298435,2000,10738,2000,8738,0.8137455764574408
29,403,0.05,0.02,8,0.0007716865368769904,0.0049047754132110054,2000,6751,2000,4751,0.7037475929491928
30,380,0.05,0.02,8,0.0008105297407916097,0.0041054463868275175,2000,6881,2000,4881,0.7093445720098823
31,394,0.05,0.02,8,0.0004634576796703088,0.002283100815733568,2000,6950,2000,4950,0.7122302158273381
32,258,0.05,0.02,8,0.0007834974671146759,0.004269682447632467,2000,8596,2000,6596,0.7673336435551419
33,390,0.05,0.02,8,0.000631982434564506,0.00396365502016979,2000,6868,2000,4868,0.70879440885265
34,358,0.05,0.02,8,0.0006375312920332064,0.003987111292128986,2000,7470,2000,5470,0.7322623828647925
35,324,0.05,0.02,8,0.000736443198761234,0.004372148527429709,2000,7577,2000,5577,0.7360432889006203
36,391,0.05,0.02,8,0.00046460229362259666,0.003977391124788005,2000,6748,2000,4748,0.7036158861885004
37,182,0.05,0.02,8,7.297240692463858e-05,0.004058438869324245,2000,11018,2000,9018,0.8184788527863496
38,311,0.05,0.02,8,0.0008287993434445788,0.004944076271678622,2000,7254,2000,5254,0.724290046870692
39,448,0.05,0.02,8,0.0007726547789101122,0.003826038324557273,2000,5353,2000,3353,0.6263777321128339
40,375,0.05,0.02,8,0.0007226418413779119,0.004702038236963713,2000,8034,2000,6034,0.7510580034851879
41,341,0.05,0.02,8,0.0008111554424875513,0.004988031339150335,2000,7056,2000,5056,0.7165532879818595
42,380,0.05,0.02,8,0.0005702580757329596,0.003957032307831257,2000,7815,2000,5815,0.7440818937939859
43,400,0.05,0.02,8,0.0003894402045839537,0.003709928714630956,2000,6548,2000,4548,0.6945632254123396
44,188,0.05,0.02,8,0.0007907687542133189,0.005051077576567957,2000,12295,2000,10295,0.8373322488816592
45,373,0.05,0.02,8,7.487410090713292e-10,0.0017143598375769834,2000,6748,2000,4748,0.7036158861885004
46,367,0.05,0.02,8,5.793271185492077e-06,0.0014273918546419003,2000,7954,2000,5954,0.7485541865727936
47,250,0.05,0.02,8,0.0008149107975113863,0.004388747705914283,2000,8761,2000,6761,0.7717155575847506
