spin_case,entanglement_mode,scan_parameterization,scan_x_name,scan_x_value,scan_y_name,scan_y_value,s,sqrt_s,pIn,pOut,qOut,theta_in,phi_in,phiOut,Q2,xB,t,W2,y,squared_amplitude_M2,spin_signal_M2,trace,normalized_by_squared_amplitude,entanglement_h_in,entanglement_s_in,C12,C13,C23,C1_23,C2_13,C3_12,F3,M1,M2,M3
transverse,h_in_minus_plus_h_in_plus_over_sqrt2,user_frame_independent,theta_in,3.4999999999999998e-01,phiOut,0.0000000000000000e+00,2.1515843999999998e+01,4.6385174355606331e+00,2.2244176384674761e+00,1.6695733924487011e+00,8.4999999999999998e-01,3.4999999999999998e-01,0.0000000000000000e+00,0.0000000000000000e+00,7.0381894256840827e+00,6.8373549193425998e-01,-7.4864331152853367e+00,4.1353858617957160e+00,4.9882396237060483e-01,6.6547255310242235e+01,3.3273627655121111e+01,4.9999999999999989e-01,True,1,1,1.0888169208093905e-01,1.6380289382869789e-01,7.7796601545920469e-02,2.0703982043442454e-01,1.4861496220664910e-01,1.9251642879583919e-01,3.1671039774347737e-02,4.1788763484546590e-03,4.1788729091806016e-03,4.1788761175530270e-03
transverse,h_in_minus_plus_h_in_plus_over_sqrt2,user_frame_independent,theta_in,6.5625000000000000e-01,phiOut,0.0000000000000000e+00,2.1515843999999998e+01,4.6385174355606331e+00,2.2244176384674761e+00,1.6695733924487011e+00,8.4999999999999998e-01,6.5625000000000000e-01,0.0000000000000000e+00,0.0000000000000000e+00,6.0275722994953682e+00,6.4930498481094412e-01,-7.4864331152853376e+00,4.1353858617957160e+00,4.4985046333063999e-01,5.7232516465747892e+01,2.8616258232873946e+01,5.0000000000000000e-01,True,1,1,1.0271573821429131e-01,1.2366693382215199e-01,8.4431343633083120e-02,1.7075024295464938e-01,1.4488197594640928e-01,1.6041750042212943e-01,2.4846340444711752e-02,3.3116120711924515e-03,3.3116122895413286e-03,3.3116121330236097e-03
transverse,h_in_minus_plus_h_in_plus_over_sqrt2,user_frame_independent,theta_in,9.6249999999999991e-01,phiOut,0.0000000000000000e+00,2.1515843999999998e+01,4.6385174355606331e+00,2.2244176384674761e+00,1.6695733924487011e+00,8.4999999999999998e-01,9.6249999999999991e-01,0.0000000000000000e+00,0.0000000000000000e+00,5.2316675703887796e+00,6.1641787117325997e-01,-7.4864331152853385e+00,4.1353858617957160e+00,4.1128171313163880e-01,5.1895377175520615e+01,2.5947688587760304e+01,4.9999999999999989e-01,True,1,1,9.7891843061505307e-02,8.2002482546478614e-02,8.9995255008011463e-02,1.3620878816919840e-01,1.4116505518042413e-01,1.3064902142824628e-01,1.8442799874052465e-02,2.2456138927576469e-03,2.2456139421567923e-03,2.2456137324158108e-03
transverse,h_in_minus_plus_h_in_plus_over_sqrt2,user_frame_independent,theta_in,1.2687499999999998e+00,phiOut,0.0000000000000000e+00,2.1515843999999998e+01,4.6385174355606331e+00,2.2244176384674761e+00,1.6695733924487011e+00,8.4999999999999998e-01,1.2687499999999998e+00,0.0000000000000000e+00,0.0000000000000000e+00,4.7245407937374377e+00,5.9204158624366898e-01,-7.4864331152853367e+00,4.1353858617957160e+00,3.8670685479420214e-01,4.9125746538780092e+01,2.4562873269390039e+01,4.9999999999999989e-01,True,1,1,9.5580351593360577e-02,4.0328771716010639e-02,9.4349475164467775e-02,1.0910870908827607e-01,1.3849232506276335e-01,1.0803208228305194e-01,1.3372055870073058e-02,1.1426969600775313e-03,1.1426970267691614e-03,1.1426975104794849e-03
transverse,h_in_minus_plus_h_in_plus_over_sqrt2,user_frame_independent,theta_in,1.5749999999999997e+00,phiOut,0.0000000000000000e+00,2.1515843999999998e+01,4.6385174355606331e+00,2.2244176384674761e+00,1.6695733924487011e+00,8.4999999999999998e-01,1.5749999999999997e+00,0.0000000000000000e+00,0.0000000000000000e+00,4.5533843343855960e+00,5.8309993205112798e-01,-7.4864331152853376e+00,4.1353858617957160e+00,3.7841278330012174e-01,4.8280243239589453e+01,2.4140121619794723e+01,4.9999999999999989e-01,True,1,1,9.5949955381208887e-02,1.2633725237567676e-02,9.6931119882413708e-02,9.8394284693829812e-02,1.3754078031148012e-01,9.9351310791897393e-02,1.1281943227131077e-02,3.1543030937610135e-04,3.1543030937600247e-04,3.1542994103097438e-04
transverse,h_in_minus_plus_h_in_plus_over_sqrt2,user_frame_independent,theta_in,1.8812499999999996e+00,phiOut,0.0000000000000000e+00,2.1515843999999998e+01,4.6385174355606331e+00,2.2244176384674761e+00,1.6695733924487011e+00,8.4999999999999998e-01,1.8812499999999996e+00,0.0000000000000000e+00,0.0000000000000000e+00,4.7341257245541275e+00,5.9253099999332504e-01,-7.4864331152853367e+00,4.1353858617957160e+00,3.8717133099194834e-01,4.9174337680022944e+01,2.4587168840011465e+01,4.9999999999999989e-01,True,1,1,9.5602850225811567e-02,4.1440176221815755e-02,9.4246728999390808e-02,1.0967920656371104e-01,1.3854488937596487e-01,1.0849916898616731e-01,1.3481173892043195e-02,1.1723351758510913e-03,1.1723354738147722e-03,1.1723355383091317e-03
transverse,h_in_minus_plus_h_in_plus_over_sqrt2,user_frame_independent,theta_in,2.1875000000000000e+00,phiOut,0.0000000000000000e+00,2.1515843999999998e+01,4.6385174355606331e+00,2.2244176384674761e+00,1.6695733924487011e+00,8.4999999999999998e-01,2.1875000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,5.2499454744822822e+00,6.1724217166134276e-01,-7.4864331152853385e+00,4.1353858617957160e+00,4.1216744215342127e-01,5.2003332541579923e+01,2.6001666270789954e+01,5.0000000000000000e-01,True,1,1,9.7995299665209964e-02,8.3156576742587834e-02,8.9858311112037931e-02,1.3709152010037931e-01,1.4125715806215014e-01,1.3139833229313147e-01,1.8606045451435793e-02,2.2759898714125038e-03,2.2759898714131682e-03,2.2759893979624971e-03
transverse,h_in_minus_plus_h_in_plus_over_sqrt2,user_frame_independent,theta_in,2.4937499999999999e+00,phiOut,0.0000000000000000e+00,2.1515843999999998e+01,4.6385174355606331e+00,2.2244176384674761e+00,1.6695733924487011e+00,8.4999999999999998e-01,2.4937499999999999e+00,0.0000000000000000e+00,0.0000000000000000e+00,6.0528422658543093e+00,6.5025703525434519e-01,-7.4864331152853367e+00,4.1353858617957160e+00,4.5107502072349437e-01,5.7426127917797075e+01,2.8713063958898530e+01,4.9999999999999989e-01,True,1,1,1.0287313797983547e-01,1.2479410359775592e-01,8.4262603695864566e-02,1.7174215445684413e-01,1.4498960637249325e-01,1.6128444354927407e-01,2.5031482730680722e-02,3.3389168068928016e-03,3.3389170566259429e-03,3.3389170566252091e-03
transverse,h_in_minus_plus_h_in_plus_over_sqrt2,user_frame_independent,theta_in,2.7999999999999998e+00,phiOut,0.0000000000000000e+00,2.1515843999999998e+01,4.6385174355606331e+00,2.2244176384674761e+00,1.6695733924487011e+00,8.4999999999999998e-01,2.7999999999999998e+00,0.0000000000000000e+00,0.0000000000000000e+00,7.0680998737433676e+00,6.8465179776739726e-01,-7.4864331152853376e+00,4.1353858617957160e+00,5.0027339288326644e-01,6.6881935451112085e+01,3.3440967725556042e+01,5.0000000000000000e-01,True,1,1,1.0905682927517794e-01,1.6487286262862469e-01,7.7601173750459385e-02,2.0802546764521859e-01,1.4870599930077169e-01,1.9339892847891152e-01,3.1857236839690786e-02,4.1981423460992345e-03,4.1981400490368149e-03,4.1981425379847984e-03
transverse,h_in_minus_plus_h_in_plus_over_sqrt2,user_frame_independent,theta_in,3.4999999999999998e-01,phiOut,5.2359877559829882e-01,2.1515843999999998e+01,4.6385174355606331e+00,2.2244176384674761e+00,1.4766394361031705e+00,8.4999999999999998e-01,3.4999999999999998e-01,0.0000000000000000e+00,5.2359877559829882e-01,7.9488645453259679e+00,8.2221216949210618e-01,-6.6866369495914189e+00,2.5986356148061667e+00,4.6848498546870226e-01,5.7358303303363755e+01,2.8679151651681877e+01,5.0000000000000000e-01,True,1,1,1.2751903209127294e-01,1.0799119571392159e-01,1.0160286470120256e-01,1.7923949648866025e-01,1.7546464097287862e-01,1.6182965082511347e-01,2.9482618005335012e-02,4.2035952042908404e-03,4.2035945707552241e-03,4.2035954189647597e-03
transverse,h_in_minus_plus_h_in_plus_over_sqrt2,user_frame_independent,theta_in,6.5625000000000000e-01,phiOut,5.2359877559829882e-01,2.1515843999999998e+01,4.6385174355606331e+00,2.2244176384674761e+00,1.4766394361031705e+00,8.4999999999999998e-01,6.5625000000000000e-01,0.0000000000000000e+00,5.2359877559829882e-01,7.0736444405469179e+00,8.0451474381099208e-01,-6.6866369495914189e+00,2.5986356148061667e+00,4.2607269118787983e-01,5.0054490450396543e+01,2.5027245225198268e+01,4.9999999999999989e-01,True,1,1,1.2147415168767320e-01,9.1305226366776182e-02,1.0833611587721638e-01,1.6288127345510389e-01,1.7300398450300378e-01,1.5333314781303470e-01,2.6398045673882927e-02,3.4376953522282528e-03,3.4376951223140783e-03,3.4376958530040504e-03
