spin_case,entanglement_mode,scan_parameterization,scan_x_name,scan_x_value,scan_y_name,scan_y_value,s,sqrt_s,pIn,pOut,qOut,theta_in,phi_in,phiOut,Q2,xB,t,W2,y,squared_amplitude_M2,spin_signal_M2,trace,normalized_by_squared_amplitude,entanglement_h_in,entanglement_s_in,C12,C13,C23,C1_23,C2_13,C3_12,F3,M1,M2,M3
transverse,h_in_minus_plus_h_in_plus_over_sqrt2,user_frame_independent,theta_in,9.6249999999999991e-01,phiOut,5.2359877559829882e-01,2.1515843999999998e+01,4.6385174355606331e+00,2.2244176384674761e+00,1.4766394361031705e+00,8.4999999999999998e-01,9.6249999999999991e-01,0.0000000000000000e+00,5.2359877559829882e-01,6.3843707261484397e+00,7.8788631617076987e-01,-6.6866369495914189e+00,2.5986356148061667e+00,3.9267117372332871e-01,4.5741200165481665e+01,2.2870600082740829e+01,5.0000000000000000e-01,True,1,1,1.1683516500427778e-01,7.7550491907558486e-02,1.1370350292029548e-01,1.4872936771040404e-01,1.7039610332333180e-01,1.4628211118745071e-01,2.3689548205822693e-02,2.4558902428554689e-03,2.4558896698531098e-03,2.4558906820077563e-03
transverse,h_in_minus_plus_h_in_plus_over_sqrt2,user_frame_independent,theta_in,1.2687499999999998e+00,phiOut,5.2359877559829882e-01,2.1515843999999998e+01,4.6385174355606331e+00,2.2244176384674761e+00,1.4766394361031705e+00,8.4999999999999998e-01,1.2687499999999998e+00,0.0000000000000000e+00,5.2359877559829882e-01,5.9451860546290609e+00,7.7573112958550294e-01,-6.6866369495914180e+00,2.5986356148061667e+00,3.7138872210870477e-01,4.3462352191654418e+01,2.1731176095827209e+01,4.9999999999999989e-01,True,1,1,1.1444943527258619e-01,6.8971238204625251e-02,1.1760366574776393e-01,1.3895690871998317e-01,1.6847140313933176e-01,1.4156613959058972e-01,2.1814390258992792e-02,1.4533175473206801e-03,1.4533182442095643e-03,1.4533179817913973e-03
transverse,h_in_minus_plus_h_in_plus_over_sqrt2,user_frame_independent,theta_in,1.5749999999999997e+00,phiOut,5.2359877559829882e-01,2.1515843999999998e+01,4.6385174355606331e+00,2.2244176384674761e+00,1.4766394361031705e+00,8.4999999999999998e-01,1.5749999999999997e+00,0.0000000000000000e+00,5.2359877559829882e-01,5.7969602128085675e+00,7.7130809342441276e-01,-6.6866369495914189e+00,2.5986356148061667e+00,3.6420584549402679e-01,4.2760789097533873e+01,2.1380394548766930e+01,4.9999999999999989e-01,True,1,1,1.1411125199162560e-01,6.6716907676011475e-02,1.1933719265152641e-01,1.3549817097691927e-01,1.6777953969775902e-01,1.3992763139430017e-01,2.1150904355928878e-02,8.8723073714473081e-04,8.8723056014809037e-04,8.8723070782217341e-04
transverse,h_in_minus_plus_h_in_plus_over_sqrt2,user_frame_independent,theta_in,1.8812499999999996e+00,phiOut,5.2359877559829882e-01,2.1515843999999998e+01,4.6385174355606331e+00,2.2244176384674761e+00,1.4766394361031705e+00,8.4999999999999998e-01,1.8812499999999996e+00,0.0000000000000000e+00,5.2359877559829882e-01,5.9534868482098311e+00,7.7597377062217521e-01,-6.6866369495914180e+00,2.5986356148061667e+00,3.7179097029540614e-01,4.3502585532442588e+01,2.1751292766221294e+01,4.9999999999999994e-01,True,1,1,1.1448189405557989e-01,6.9118662713483867e-02,1.1751884338483072e-01,1.3914803400014103e-01,1.6850953459225637e-01,1.4165715643320093e-01,2.1851059791836571e-02,1.4786817642510391e-03,1.4786806314374557e-03,1.4786818829316400e-03
transverse,h_in_minus_plus_h_in_plus_over_sqrt2,user_frame_independent,theta_in,2.1875000000000000e+00,phiOut,5.2359877559829882e-01,2.1515843999999998e+01,4.6385174355606331e+00,2.2244176384674761e+00,1.4766394361031705e+00,8.4999999999999998e-01,2.1875000000000000e+00,0.0000000000000000e+00,5.2359877559829882e-01,6.4001998554213495e+00,7.8829986198298063e-01,-6.6866369495914189e+00,2.5986356148061667e+00,3.9343823755706148e-01,4.5829445047124366e+01,2.2914722523562183e+01,4.9999999999999989e-01,True,1,1,1.1693514435267616e-01,7.7870154455660229e-02,1.1357496249995254e-01,1.4906953357825797e-01,1.7046183511543872e-01,1.4644852284486243e-01,2.3754802676206926e-02,2.4841369015097901e-03,2.4841371392761800e-03,2.4841367816281872e-03
transverse,h_in_minus_plus_h_in_plus_over_sqrt2,user_frame_independent,theta_in,2.4937499999999999e+00,phiOut,5.2359877559829882e-01,2.1515843999999998e+01,4.6385174355606331e+00,2.2244176384674761e+00,1.4766394361031705e+00,8.4999999999999998e-01,2.4937499999999999e+00,0.0000000000000000e+00,5.2359877559829882e-01,7.0955288733665389e+00,8.0500009988149535e-01,-6.6866369495914171e+00,2.5986356148061667e+00,4.2713318899848379e-01,5.0209124801957387e+01,2.5104562400978693e+01,4.9999999999999994e-01,True,1,1,1.2162618774730072e-01,9.1733058466702808e-02,1.0816924782126094e-01,1.6331040590929269e-01,1.7307778890218084e-01,1.5355111766112092e-01,2.6479831907605056e-02,3.4624051166607800e-03,3.4624052911088627e-03,3.4624055451065224e-03
transverse,h_in_minus_plus_h_in_plus_over_sqrt2,user_frame_independent,theta_in,2.7999999999999998e+00,phiOut,5.2359877559829882e-01,2.1515843999999998e+01,4.6385174355606331e+00,2.2244176384674761e+00,1.4766394361031705e+00,8.4999999999999998e-01,2.7999999999999998e+00,0.0000000000000000e+00,5.2359877559829882e-01,7.9747677531838832e+00,8.2268725557281464e-01,-6.6866369495914189e+00,2.5986356148061667e+00,4.6974022911368740e-01,5.7615764642963548e+01,2.8807882321481763e+01,4.9999999999999994e-01,True,1,1,1.2769413920093214e-01,1.0847383194397689e-01,1.0139920103567711e-01,1.7970075867870958e-01,1.7552090652221683e-01,1.6207519136722767e-01,2.9568190939055133e-02,4.2199972668266420e-03,4.2199974694400802e-03,4.2199974694396691e-03
transverse,h_in_minus_plus_h_in_plus_over_sqrt2,user_frame_independent,theta_in,3.4999999999999998e-01,phiOut,1.0471975511965976e+00,2.1515843999999998e+01,4.6385174355606331e+00,2.2244176384674761e+00,1.3586918994514217e+00,8.4999999999999998e-01,3.4999999999999998e-01,0.0000000000000000e+00,1.0471975511965976e+00,8.8610104497726958e+00,9.1658385754877947e-01,-6.2117962694306836e+00,1.6862637332873653e+00,4.6847403484493438e-01,5.8460203859043730e+01,2.9230101929521865e+01,5.0000000000000000e-01,True,1,1,1.4442403203479065e-01,6.1610401427153766e-02,1.1656734044538296e-01,1.6529633138053398e-01,1.9265248557335179e-01,1.4160692314495121e-01,2.6371032514571270e-02,2.6687345746620387e-03,2.6687343098944702e-03,2.6687342600552749e-03
transverse,h_in_minus_plus_h_in_plus_over_sqrt2,user_frame_independent,theta_in,6.5625000000000000e-01,phiOut,1.0471975511965976e+00,2.1515843999999998e+01,4.6385174355606331e+00,2.2244176384674761e+00,1.3586918994514217e+00,8.4999999999999998e-01,6.5625000000000000e-01,0.0000000000000000e+00,1.0471975511965976e+00,8.3557018866783395e+00,9.1198329745699391e-01,-6.2117962694306854e+00,1.6862637332873653e+00,4.4398728532495196e-01,5.3342855754030950e+01,2.6671427877015461e+01,4.9999999999999994e-01,True,1,1,1.4087065173755531e-01,6.3981998108175939e-02,1.2106790401691808e-01,1.6213170361005771e-01,1.9196465960424797e-01,1.4525696348441994e-01,2.6505024525244857e-02,2.3484527126213751e-03,2.3484526329615087e-03,2.3484519757497897e-03
transverse,h_in_minus_plus_h_in_plus_over_sqrt2,user_frame_independent,theta_in,9.6249999999999991e-01,phiOut,1.0471975511965976e+00,2.1515843999999998e+01,4.6385174355606331e+00,2.2244176384674761e+00,1.3586918994514217e+00,8.4999999999999998e-01,9.6249999999999991e-01,0.0000000000000000e+00,1.0471975511965976e+00,7.9577495221250452e+00,9.0798674582997663e-01,-6.2117962694306854e+00,1.6862637332873653e+00,4.2470291022545131e-01,5.0012877522121315e+01,2.5006438761060650e+01,4.9999999999999989e-01,True,1,1,1.3814070088410149e-01,6.6541909886450742e-02,1.2460941064278667e-01,1.5947614642930963e-01,1.9113430311600471e-01,1.4790974392114795e-01,2.6516865058799969e-02,1.9219622678552772e-03,1.9219633661473334e-03,1.9219613547403966e-03
transverse,h_in_minus_plus_h_in_plus_over_sqrt2,user_frame_independent,theta_in,1.2687499999999998e+00,phiOut,1.0471975511965976e+00,2.1515843999999998e+01,4.6385174355606331e+00,2.2244176384674761e+00,1.3586918994514217e+00,8.4999999999999998e-01,1.2687499999999998e+00,0.0000000000000000e+00,1.0471975511965976e+00,7.7041861337993733e+00,9.0524532026491178e-01,-6.2117962694306836e+00,1.6862637332873653e+00,4.1241548105673304e-01,4.8146265378334192e+01,2.4073132689167085e+01,4.9999999999999978e-01,True,1,1,1.3654336525922312e-01,6.8611319244597541e-02,1.2697401490919413e-01,1.5770195614771693e-01,1.9048567926532323e-01,1.4949320398758295e-01,2.6480525470685284e-02,1.5183032480187326e-03,1.5183029466977228e-03,1.5183044478287548e-03
transverse,h_in_minus_plus_h_in_plus_over_sqrt2,user_frame_independent,theta_in,1.5749999999999997e+00,phiOut,1.0471975511965976e+00,2.1515843999999998e+01,4.6385174355606331e+00,2.2244176384674761e+00,1.3586918994514217e+00,8.4999999999999998e-01,1.5749999999999997e+00,0.0000000000000000e+00,1.0471975511965976e+00,7.6186079041234533e+00,9.0428283822992939e-01,-6.2117962694306854e+00,1.6862637332873653e+00,4.0826844530969292e-01,4.7555280423871707e+01,2.3777640211935847e+01,4.9999999999999989e-01,True,1,1,1.3606269431369022e-01,6.9437829007772733e-02,1.2782395420154766e-01,1.5708786920662515e-01,1.9024707490315168e-01,1.5000834805768193e-01,2.6460457839848475e-02,1.3419297706643756e-03,1.3419294575853398e-03,1.3419291219626088e-03
transverse,h_in_minus_plus_h_in_plus_over_sqrt2,user_frame_independent,theta_in,1.8812499999999996e+00,phiOut,1.0471975511965976e+00,2.1515843999999998e+01,4.6385174355606331e+00,2.2244176384674761e+00,1.3586918994514217e+00,8.4999999999999998e-01,1.8812499999999996e+00,0.0000000000000000e+00,1.0471975511965976e+00,7.7089785992077182e+00,9.0529864819006312e-01,-6.2117962694306836e+00,1.6862637332873653e+00,4.1264771915560616e-01,4.8179917174283801e+01,2.4089958587141894e+01,4.9999999999999983e-01,True,1,1,1.3657148232588140e-01,6.8567493378459979e-02,1.2692751314482204e-01,1.5773611288200462e-01,1.9049875369534969e-01,1.4946406524903316e-01,2.6481532369119345e-02,1.5274103742308164e-03,1.5274117816640037e-03,1.5274120594331204e-03
transverse,h_in_minus_plus_h_in_plus_over_sqrt2,user_frame_independent,theta_in,2.1875000000000000e+00,phiOut,1.0471975511965976e+00,2.1515843999999998e+01,4.6385174355606331e+00,2.2244176384674761e+00,1.3586918994514217e+00,8.4999999999999998e-01,2.1875000000000000e+00,0.0000000000000000e+00,1.0471975511965976e+00,7.9668884741717969e+00,9.0808259390662471e-01,-6.2117962694306854e+00,1.6862637332873653e+00,4.2514577473634252e-01,5.0083591356716184e+01,2.5041795678358088e+01,4.9999999999999989e-01,True,1,1,1.3820128659199366e-01,6.6475006589845662e-02,1.2452668528346120e-01,1.5953886134590972e-01,1.9115600253910642e-01,1.4785109769805518e-01,2.6517532988705166e-02,1.9341261627470151e-03,1.9341263433623017e-03,1.9341252417136440e-03
transverse,h_in_minus_plus_h_in_plus_over_sqrt2,user_frame_independent,theta_in,2.4937499999999999e+00,phiOut,1.0471975511965976e+00,2.1515843999999998e+01,4.6385174355606331e+00,2.2244176384674761e+00,1.3586918994514217e+00,8.4999999999999998e-01,2.4937499999999999e+00,0.0000000000000000e+00,1.0471975511965976e+00,8.3683368698578100e+00,9.1210450934350495e-01,-6.2117962694306836e+00,1.6862637332873653e+00,4.4459956402137907e-01,5.3457676029207207e+01,2.6728838014603596e+01,4.9999999999999989e-01,True,1,1,1.4095921157218294e-01,6.3911268282009312e-02,1.2095632580840521e-01,1.6221357003338444e-01,1.9198704340837289e-01,1.4516946924840987e-01,2.6503285505982535e-02,2.3590927625093154e-03,2.3590927565679473e-03,2.3590918353809803e-03
transverse,h_in_minus_plus_h_in_plus_over_sqrt2,user_frame_independent,theta_in,2.7999999999999998e+00,phiOut,1.0471975511965976e+00,2.1515843999999998e+01,4.6385174355606331e+00,2.2244176384674761e+00,1.3586918994514217e+00,8.4999999999999998e-01,2.7999999999999998e+00,0.0000000000000000e+00,1.0471975511965976e+00,8.8759656738023391e+00,9.1671270049869291e-01,-6.2117962694306845e+00,1.6862637332873653e+00,4.6919875010126511e-01,5.8629965425628924e+01,2.9314982712814455e+01,4.9999999999999989e-01,True,1,1,1.4452864813266617e-01,6.1554512072191842e-02,1.1643196401222840e-01,1.6538670445495943e-01,1.9266604974684565e-01,1.4149428938828099e-01,2.6365069388695546e-02,2.6752739229704576e-03,2.6752743502531234e-03,2.6752737293041472e-03
transverse,h_in_minus_plus_h_in_plus_over_sqrt2,user_frame_independent,theta_in,3.4999999999999998e-01,phiOut,1.5707963267948966e+00,2.1515843999999998e+01,4.6385174355606331e+00,2.2244176384674761e+00,1.3195498902349336e+00,8.4999999999999998e-01,3.4999999999999998e-01,0.0000000000000000e+00,1.5707963267948966e+00,9.6519700867475251e+00,9.4990542165975467e-01,-6.0570104453440035e+00,1.3888540136531971e+00,4.9239097210703270e-01,6.5919530791157456e+01,3.2959765395578728e+01,4.9999999999999989e-01,True,1,1,1.5683782870684801e-01,2.8489629044881056e-02,1.2086766915606487e-01,1.5965473321390355e-01,1.9820941801287792e-01,1.2450108943477380e-01,2.2931125993101101e-02,7.9870361009188153e-05,7.9875428305222970e-05,7.9868860110658343e-05
transverse,h_in_minus_plus_h_in_plus_over_sqrt2,user_frame_independent,theta_in,6.5625000000000000e-01,phiOut,1.5707963267948966e+00,2.1515843999999998e+01,4.6385174355606331e+00,2.2244176384674761e+00,1.3195498902349336e+00,8.4999999999999998e-01,6.5625000000000000e-01,0.0000000000000000e+00,1.5707963267948966e+00,9.6519700867475269e+00,9.4990542165975467e-01,-6.0570104453440035e+00,1.3888540136531971e+00,4.9239097210703270e-01,6.5919530791157499e+01,3.2959765395578742e+01,5.0000000000000000e-01,True,1,1,1.5683785315916751e-01,2.8489632382323170e-02,1.2086769467861476e-01,1.5965473321390355e-01,1.9820941801287792e-01,1.2450108943477202e-01,2.2931125993100782e-02,7.9862500746210653e-05,7.9861588504348199e-05,7.9862500242344064e-05
transverse,h_in_minus_plus_h_in_plus_over_sqrt2,user_frame_independent,theta_in,9.6249999999999991e-01,phiOut,1.5707963267948966e+00,2.1515843999999998e+01,4.6385174355606331e+00,2.2244176384674761e+00,1.3195498902349336e+00,8.4999999999999998e-01,9.6249999999999991e-01,0.0000000000000000e+00,1.5707963267948966e+00,9.6519700867475269e+00,9.4990542165975456e-01,-6.0570104453440052e+00,1.3888540136531971e+00,4.9239097210703275e-01,6.5919530791157513e+01,3.2959765395578742e+01,4.9999999999999978e-01,True,1,1,1.5683785120633176e-01,2.8489644747804167e-02,1.2086768324667560e-01,1.5965473321390355e-01,1.9820941801287792e-01,1.2450108943477559e-01,2.2931125993101417e-02,7.9862408727172105e-05,7.9864964565610347e-05,7.9864559171196128e-05
transverse,h_in_minus_plus_h_in_plus_over_sqrt2,user_frame_independent,theta_in,1.2687499999999998e+00,phiOut,1.5707963267948966e+00,2.1515843999999998e+01,4.6385174355606331e+00,2.2244176384674761e+00,1.3195498902349336e+00,8.4999999999999998e-01,1.2687499999999998e+00,0.0000000000000000e+00,1.5707963267948966e+00,9.6519700867475251e+00,9.4990542165975467e-01,-6.0570104453440026e+00,1.3888540136531971e+00,4.9239097210703270e-01,6.5919530791157584e+01,3.2959765395578792e+01,5.0000000000000000e-01,True,1,1,1.5683784490177374e-01,2.8489627183129140e-02,1.2086767744794062e-01,1.5965473321390355e-01,1.9820941801287906e-01,1.2450108943477291e-01,2.2931125993100942e-02,7.9865387136189136e-05,7.9868343911975587e-05,7.9866961752217414e-05
transverse,h_in_minus_plus_h_in_plus_over_sqrt2,user_frame_independent,theta_in,1.5749999999999997e+00,phiOut,1.5707963267948966e+00,2.1515843999999998e+01,4.6385174355606331e+00,2.2244176384674761e+00,1.3195498902349336e+00,8.4999999999999998e-01,1.5749999999999997e+00,0.0000000000000000e+00,1.5707963267948966e+00,9.6519700867475269e+00,9.4990542165975467e-01,-6.0570104453440035e+00,1.3888540136531971e+00,4.9239097210703270e-01,6.5919530791157484e+01,3.2959765395578735e+01,4.9999999999999989e-01,True,1,1,1.5683783406410245e-01,2.8489648394735227e-02,1.2086769467852621e-01,1.5965473321390355e-01,1.9820941801287681e-01,1.2450108943477291e-01,2.2931125993100931e-02,7.9867578028140068e-05,7.9867578182962404e-05,7.9861587888250749e-05
transverse,h_in_minus_plus_h_in_plus_over_sqrt2,user_frame_independent,theta_in,1.8812499999999996e+00,phiOut,1.5707963267948966e+00,2.1515843999999998e+01,4.6385174355606331e+00,2.2244176384674761e+00,1.3195498902349336e+00,8.4999999999999998e-01,1.8812499999999996e+00,0.0000000000000000e+00,1.5707963267948966e+00,9.6519700867475269e+00,9.4990542165975489e-01,-6.0570104453440026e+00,1.3888540136531971e+00,4.9239097210703270e-01,6.5919530791157513e+01,3.2959765395578756e+01,4.9999999999999994e-01,True,1,1,1.5683781760492418e-01,2.8489648394734571e-02,1.2086768752292350e-01,1.5965473321390494e-01,1.9820941801287847e-01,1.2450108943477470e-01,2.2931125993101435e-02,7.9872740872093638e-05,7.9874470789449703e-05,7.9863317651088922e-05
transverse,h_in_minus_plus_h_in_plus_over_sqrt2,user_frame_independent,theta_in,2.1875000000000000e+00,phiOut,1.5707963267948966e+00,2.1515843999999998e+01,4.6385174355606331e+00,2.2244176384674761e+00,1.3195498902349336e+00,8.4999999999999998e-01,2.1875000000000000e+00,0.0000000000000000e+00,1.5707963267948966e+00,9.6519700867475269e+00,9.4990542165975467e-01,-6.0570104453440035e+00,1.3888540136531971e+00,4.9239097210703270e-01,6.5919530791157470e+01,3.2959765395578728e+01,4.9999999999999994e-01,True,1,1,1.5683783592793199e-01,2.8489645978583607e-02,1.2086768563011371e-01,1.5965473321390355e-01,1.9820941801287792e-01,1.2450108943477380e-01,2.2931125993101101e-02,7.9867131060777424e-05,7.9869180866864661e-05,7.9863912880520638e-05
