detail_id,selected_observable,selected_observable_label,selected_spin_case,selected_region,qOut_regime,cluster_id,energy_band_cluster_id,selected_concurrence,selected_purity,theta_e,theta_p,sqrt_s,theta_out,phi_p_out,qOut,phi_gamma_out
dw_mixing_angles_polarization_04_local_minimum_48,D_W,D_W,mixing_angles,polarization_cluster_04_local_minimum_48,gradient_local_minimum,20,20,2.1507282892052807e-04,1.0000000000000000e+00,1.6481524341522347e+00,3.0776923755610359e+00,2.7498252884657393,2.1915091774588853,5.336718734751676,0.7749112194009341,1.5321876678405115
dw_mixing_angles_polarization_04_local_minimum_49,D_W,D_W,mixing_angles,polarization_cluster_04_local_minimum_49,gradient_local_minimum,21,21,2.1578034306854425e-04,9.9999999999999989e-01,1.5233081115572125e+00,3.1285163324912402e+00,2.2961672477725292,2.3972315454304023,0.5167295274235081,0.48024660241624595,2.9775945500755006
dw_mixing_angles_polarization_04_local_minimum_50,D_W,D_W,mixing_angles,polarization_cluster_04_local_minimum_50,gradient_local_minimum,22,22,2.1660832955282762e-04,9.9999999999999956e-01,1.5952989979302261e+00,3.1098105855715636e+00,3.4504261752599614,2.58477798546062,0.44994190455440086,0.9141735469732607,4.346436343069035
dw_mixing_angles_polarization_04_local_minimum_54,D_W,D_W,mixing_angles,polarization_cluster_04_local_minimum_54,gradient_local_minimum,23,23,2.3021137537910646e-04,1.0000000000000000e+00,1.5938861150138064e+00,3.1105854318867330e+00,3.4559331509698037,2.597949448174036,5.854145782282978,0.9067502808873241,1.9902548658454149
dw_mixing_angles_polarization_04_local_minimum_56,D_W,D_W,mixing_angles,polarization_cluster_04_local_minimum_56,gradient_local_minimum,24,24,2.4063223637476190e-04,9.9999999999999978e-01,1.5451688892697777e+00,3.1202610579944041e+00,2.831408396230631,2.573818714482997,0.00464373094207661,0.6470411450191919,3.871382876926614
dw_mixing_angles_polarization_04_local_minimum_60,D_W,D_W,mixing_angles,polarization_cluster_04_local_minimum_60,gradient_local_minimum,25,25,2.7167863882827709e-04,9.9999999999999989e-01,1.1603884712895534e+00,2.6250735010683273e+00,0.9858819302457771,2.7728726784609674,2.3956441920794815,0.01406776904494566,5.31398921481209
dw_mixing_angles_polarization_04_local_minimum_61,D_W,D_W,mixing_angles,polarization_cluster_04_local_minimum_61,gradient_local_minimum,26,26,2.8134741024467242e-04,9.9999999999999989e-01,1.6697284409500701e+00,7.6100873555078788e-02,2.5339385228298976,2.079376803781622,4.231696212586272,0.7359392681752538,1.6658149718722381
dw_mixing_angles_polarization_04_local_minimum_65,D_W,D_W,mixing_angles,polarization_cluster_04_local_minimum_65,gradient_local_minimum,27,27,3.1990928196812518e-04,9.9999999999999967e-01,1.6758190695208313e+00,7.9920202655907588e-02,2.47359616573354,2.0527531756241633,4.268587000234951,0.7207876139164964,1.6873959010787332
dw_mixing_angles_polarization_04_local_minimum_66,D_W,D_W,mixing_angles,polarization_cluster_04_local_minimum_66,gradient_local_minimum,28,28,3.2606024341630250e-04,1.0000000000000000e+00,1.4929229971950935e+00,6.3186020622337538e-02,2.7593270911473855,2.1867805381731746,4.090285244652642,0.7862793397658231,1.5969282554298598
dw_mixing_angles_polarization_04_local_minimum_68,D_W,D_W,mixing_angles,polarization_cluster_04_local_minimum_68,gradient_local_minimum,29,29,3.3317925865486301e-04,9.9999999999999978e-01,1.7607311794019627e+00,2.6822329205619009e+00,0.9854428636841297,2.8137393410883,2.7712810805399384,0.012311635714616838,5.504200716436585
dw_mixing_angles_polarization_04_local_minimum_69,D_W,D_W,mixing_angles,polarization_cluster_04_local_minimum_69,gradient_local_minimum,30,30,3.3560148561840377e-04,9.9999999999999967e-01,1.4415594622305361e+00,3.0450764071704643e+00,2.248106604475797,1.9620856577687222,1.2620193552055075,0.6548674598884081,4.921089421412604
dw_mixing_angles_polarization_04_local_minimum_72,D_W,D_W,mixing_angles,polarization_cluster_04_local_minimum_72,gradient_local_minimum,31,31,3.5108588709538299e-04,1.0000000000000002e+00,1.5241251025020384e+00,4.4874171871255704e-02,3.0770239376554835,2.3773886392053356,3.8485687834460633,0.838537930560509,1.3790679775587775
dw_mixing_angles_polarization_04_local_minimum_74,D_W,D_W,mixing_angles,polarization_cluster_04_local_minimum_74,gradient_local_minimum,32,32,3.7643498097995410e-04,1.0000000000000002e+00,1.6686482501530071e+00,7.7397828330529758e-02,2.5234589829493883,2.0869214960955773,4.225508621569881,0.7206914790379952,1.6804391583749958
dw_mixing_angles_polarization_04_local_minimum_77,D_W,D_W,mixing_angles,polarization_cluster_04_local_minimum_77,gradient_local_minimum,33,33,3.8538059918678065e-04,1.0000000000000000e+00,1.5441723722145657e+00,3.3417629271711012e-02,3.3859649348119785,2.5634915192679597,3.6245314873794583,0.8890458237076801,1.2454900790888244
dw_mixing_angles_polarization_04_local_minimum_82,D_W,D_W,mixing_angles,polarization_cluster_04_local_minimum_82,gradient_local_minimum,34,34,4.1267692495127308e-04,1.0000000000000002e+00,1.4497800199419435e+00,9.0016339603644843e-02,2.3791472698688545,2.001443959321393,4.326356168557862,0.6962493530209893,1.7644178096718657
dw_mixing_angles_polarization_04_local_minimum_85,D_W,D_W,mixing_angles,polarization_cluster_04_local_minimum_85,gradient_local_minimum,35,35,4.1996686553276273e-04,1.0000000000000000e+00,1.6416551803035773e+00,6.0206475845163393e-02,2.783684957112765,2.2194548234427782,4.056578912569271,0.7772301021975929,1.5500118945435308
dw_mixing_angles_polarization_04_local_minimum_89,D_W,D_W,mixing_angles,polarization_cluster_04_local_minimum_89,gradient_local_minimum,36,36,4.2995894450396986e-04,9.9999999999999989e-01,1.5405873483670263e+00,3.5119209881873704e-02,3.3558182258947133,2.5242751472042317,3.663704213688984,0.9008612410629651,1.2646525949295113
dw_mixing_angles_polarization_04_local_minimum_91,D_W,D_W,mixing_angles,polarization_cluster_04_local_minimum_91,gradient_local_minimum,37,37,4.4278383224962873e-04,9.9999999999999967e-01,1.5164978788851255e+00,3.1290804850636009e+00,2.195713859465764,2.3444129337382758,5.293457155180864,0.46197560567733936,2.799236762879153
dw_mixing_angles_polarization_04_local_minimum_92,D_W,D_W,mixing_angles,polarization_cluster_04_local_minimum_92,gradient_local_minimum,38,38,4.4322790221767972e-04,1.0000000000000002e+00,1.6254113524470857e+00,3.1282533717673120e+00,2.172826198681072,2.3452997084386853,1.0611674972682783,0.4520286682705529,3.567281463576015
dw_mixing_angles_polarization_04_local_minimum_100,D_W,D_W,mixing_angles,polarization_cluster_04_local_minimum_100,gradient_local_minimum,39,39,4.7368934036696905e-04,1.0000000000000000e+00,1.4995775294511093e+00,3.1205454789262106e+00,1.9485769183821076,2.264135150648439,1.9896216308743682,0.3825817634552181,4.508841996846208
dw_mixing_angles_polarization_04_local_minimum_102,D_W,D_W,mixing_angles,polarization_cluster_04_local_minimum_102,gradient_local_minimum,40,40,4.7597570354539236e-04,1.0000000000000004e+00,1.5107343397128730e+00,3.1289246283933365e+00,2.0969303066103038,2.3177746449884666,1.423588197556325,0.42721671552057183,3.9066999055483365
dw_mixing_angles_polarization_04_local_minimum_103,D_W,D_W,mixing_angles,polarization_cluster_04_local_minimum_103,gradient_local_minimum,41,41,4.7719241688466951e-04,9.9999999999999956e-01,1.5347800177352207e+00,3.1023182091710404e+00,3.2584615318149623,2.4712077701603343,0.5972273559980555,0.8767657937247213,4.488114765223297
dw_mixing_angles_polarization_04_local_minimum_105,D_W,D_W,mixing_angles,polarization_cluster_04_local_minimum_105,gradient_local_minimum,42,42,4.7943645549007748e-04,9.9999999999999989e-01,1.5053611617114258e+00,3.0847758197296802e+00,2.8418900941073035,2.250526750930576,5.408319572973975,0.7890940117414164,1.6252581105273811
dw_mixing_angles_polarization_04_local_minimum_109,D_W,D_W,mixing_angles,polarization_cluster_04_local_minimum_109,gradient_local_minimum,43,43,5.2163421797362742e-04,1.0000000000000000e+00,1.6457017120896125e+00,2.4162135910086136e-02,1.8954783120575396,2.2601225042534963,1.0039532778025453,0.35669680174615775,4.769982113467642
dw_mixing_angles_polarization_04_local_minimum_112,D_W,D_W,mixing_angles,polarization_cluster_04_local_minimum_112,gradient_local_minimum,44,44,5.2924772785456378e-04,1.0000000000000000e+00,1.4780354831012936e+00,7.1974338116547298e-02,2.5815471019072422,2.1059161129126314,4.198680822337504,0.7457373338550758,1.6355318052916332
dw_mixing_angles_polarization_04_local_minimum_114,D_W,D_W,mixing_angles,polarization_cluster_04_local_minimum_114,gradient_local_minimum,45,45,5.3424287404948382e-04,9.9999999999999978e-01,1.5103072613688879e+00,5.2787352750438811e-02,2.949049444316973,2.2877811070510226,3.962875787912238,0.8252416160854577,1.5087134953331178
dw_mixing_angles_polarization_04_local_minimum_119,D_W,D_W,mixing_angles,polarization_cluster_04_local_minimum_119,gradient_local_minimum,46,46,5.4583254950715115e-04,1.0000000000000000e+00,1.5850534602983994e+00,2.5241404023623105e-02,3.7466733958732252,2.709700910559209,2.8356086859490546,0.9942077074081995,5.247546867076193
dw_mixing_angles_polarization_04_local_minimum_121,D_W,D_W,mixing_angles,polarization_cluster_04_local_minimum_121,gradient_local_minimum,47,47,5.6428471607620600e-04,1.0000000000000000e+00,1.4836368540487106e+00,3.0708914616854250e+00,2.657916262280466,2.143229128197841,1.0053881976149885,0.7537078856939036,4.802068185744478
dw_mixing_angles_polarization_04_local_minimum_122,D_W,D_W,mixing_angles,polarization_cluster_04_local_minimum_122,gradient_local_minimum,48,48,5.7153742010280140e-04,1.0000000000000000e+00,1.6159247880354746e+00,1.4950989470193606e-02,2.3597808517880896,2.405929826679566,2.6591713430280737,0.5063084109635368,0.15289441179891883
dw_mixing_angles_polarization_04_local_minimum_123,D_W,D_W,mixing_angles,polarization_cluster_04_local_minimum_123,gradient_local_minimum,49,49,5.7506546553470891e-04,1.0000000000000002e+00,1.6232607669959163e+00,3.1275942172830047e+00,2.2109804754937743,2.3604145084735166,5.340102701230566,0.46012074580841233,2.8101933799506353
dw_mixing_angles_polarization_04_local_minimum_126,D_W,D_W,mixing_angles,polarization_cluster_04_local_minimum_126,gradient_local_minimum,50,50,5.8570775297475534e-04,1.0000000000000000e+00,1.4984382440517292e+00,5.9651765864710292e-02,2.8229721921119264,2.2168312887110853,4.051038639862892,0.8021484201719189,1.5695163654153481
dw_mixing_angles_polarization_04_local_minimum_128,D_W,D_W,mixing_angles,polarization_cluster_04_local_minimum_128,gradient_local_minimum,51,51,6.0299620391930783e-04,9.9999999999999989e-01,1.4899829535589273e+00,3.0760848172978652e+00,2.742521506696988,2.174109706654619,5.319953273738442,0.7830249045998487,1.5177873069062136
dw_mixing_angles_polarization_04_local_minimum_130,D_W,D_W,mixing_angles,polarization_cluster_04_local_minimum_130,gradient_local_minimum,52,52,6.0616407662688070e-04,1.0000000000000000e+00,1.4647220827311340e+00,6.9355618644258141e-02,1.6176559344143158,2.1636490060589044,5.554451271920919,0.27095952503423465,1.945244499534882
dw_mixing_angles_polarization_04_local_minimum_131,D_W,D_W,mixing_angles,polarization_cluster_04_local_minimum_131,gradient_local_minimum,53,53,6.1115882706157623e-04,1.0000000000000000e+00,1.6363162064262204e+00,5.7655400650724740e-02,2.8488394131029766,2.2560075532411017,4.01203147392714,0.7854151110441099,1.549486158599982
dw_mixing_angles_polarization_04_local_minimum_132,D_W,D_W,mixing_angles,polarization_cluster_04_local_minimum_132,gradient_local_minimum,54,54,6.1404714099679470e-04,1.0000000000000000e+00,1.4779165642370826e+00,3.0686755780637229e+00,2.6290717356400792,2.1161808296065705,1.034376082230733,0.7580557174364984,4.814850871418509
dw_mixing_angles_polarization_04_local_minimum_134,D_W,D_W,mixing_angles,polarization_cluster_04_local_minimum_134,gradient_local_minimum,55,55,6.1888312112991662e-04,9.9999999999999989e-01,1.5924516698127544e+00,3.0762466229851286e-02,3.494502162563494,2.6164580194753144,2.719078971256209,0.9116532994188625,5.104182528752421
dw_mixing_angles_polarization_04_local_minimum_135,D_W,D_W,mixing_angles,polarization_cluster_04_local_minimum_135,gradient_local_minimum,56,56,6.2607857000925309e-04,1.0000000000000000e+00,1.6290017542881685e+00,3.1280578348115862e+00,2.1151746245251877,2.3243889762189305,4.9840471366309504,0.435347694389011,2.4785578120078253
dw_mixing_angles_polarization_04_local_minimum_138,D_W,D_W,mixing_angles,polarization_cluster_04_local_minimum_138,gradient_local_minimum,57,57,6.3096889177113793e-04,1.0000000000000000e+00,1.5840821427854292e+00,3.1171940916990506e+00,3.6706133200723223,2.7322231746381687,6.00084387955826,0.9347752856362993,2.105308997527668
dw_mixing_angles_polarization_04_local_minimum_142,D_W,D_W,mixing_angles,polarization_cluster_04_local_minimum_142,gradient_local_minimum,58,58,6.4277276154435850e-04,9.9999999999999978e-01,1.5010416142179264e+00,3.1208119646696435e+00,1.9748924226683542,2.264612152911946,1.8967541919617468,0.39526809402486646,4.441007158918294
dw_mixing_angles_polarization_04_local_minimum_143,D_W,D_W,mixing_angles,polarization_cluster_04_local_minimum_143,gradient_local_minimum,59,59,6.4371849468352054e-04,9.9999999999999978e-01,1.6081974367713052e+00,3.1019602691423049e+00,3.23547615112461,2.460544512860107,5.674742411534232,0.8725786942422147,1.7828511965366507
dw_mixing_angles_polarization_04_local_minimum_144,D_W,D_W,mixing_angles,polarization_cluster_04_local_minimum_144,gradient_local_minimum,60,60,6.4382552892315397e-04,9.9999999999999978e-01,1.5356963415238192e+00,1.8441888731972410e-02,2.550924212129858,2.4897059918469786,3.3691563534013276,0.5541345727033927,5.846957055603819
dw_mixing_angles_polarization_04_local_minimum_145,D_W,D_W,mixing_angles,polarization_cluster_04_local_minimum_145,gradient_local_minimum,61,61,6.7047832381886318e-04,1.0000000000000004e+00,1.5030922995817753e+00,3.1217851714975153e+00,2.0018272265505734,2.278189869454535,1.805077602891116,0.398742772131868,4.373577514614035
dw_mixing_angles_polarization_04_local_minimum_146,D_W,D_W,mixing_angles,polarization_cluster_04_local_minimum_146,gradient_local_minimum,62,62,6.8365188347302224e-04,1.0000000000000000e+00,1.5438761383314845e+00,3.1082815507171575e+00,3.4395222043952334,2.5525756479550634,5.8008960680432935,0.9290302800820585,1.939207114347038
dw_mixing_angles_polarization_04_local_minimum_148,D_W,D_W,mixing_angles,polarization_cluster_04_local_minimum_148,gradient_local_minimum,63,63,6.9372904650289726e-04,1.0000000000000000e+00,1.2121020164851768e+00,3.3369232196751458e-01,1.2356995660481402,1.3715936384748324,5.2515574223207455,0.18538925347631927,2.302199036215883
dw_mixing_angles_polarization_04_local_minimum_149,D_W,D_W,mixing_angles,polarization_cluster_04_local_minimum_149,gradient_local_minimum,64,64,7.0096243174656663e-04,9.9999999999999978e-01,1.5091073156180266e+00,3.1266748929488730e+00,2.0849896227513733,2.3019242613928355,4.771634159160686,0.4300795693892717,2.248919893722508
dw_mixing_angles_polarization_04_local_minimum_151,D_W,D_W,mixing_angles,polarization_cluster_04_local_minimum_151,gradient_local_minimum,65,65,7.1991410340119873e-04,1.0000000000000000e+00,1.5146307896112197e+00,3.0913817650217998e+00,2.9767109027986747,2.3068471543734295,5.489589617034485,0.8302389223178832,1.7039480888187082
dw_mixing_angles_polarization_04_local_minimum_154,D_W,D_W,mixing_angles,polarization_cluster_04_local_minimum_154,gradient_local_minimum,66,66,7.5205720580818472e-04,9.9999999999999978e-01,1.5055408315071250e+00,5.6513708817097469e-02,2.8307948362871302,2.251724629747064,4.017139001811364,0.7828262888161146,1.5123923032256061
dw_mixing_angles_polarization_04_local_minimum_156,D_W,D_W,mixing_angles,polarization_cluster_04_local_minimum_156,gradient_local_minimum,67,67,7.5958153331867769e-04,9.9999999999999989e-01,1.5427086473426250e+00,3.1067966637923168e+00,3.3730056957448475,2.5473491897604843,0.5075157099359003,0.8898615887565646,4.415409450903247
dw_mixing_angles_polarization_04_local_minimum_158,D_W,D_W,mixing_angles,polarization_cluster_04_local_minimum_158,gradient_local_minimum,68,68,7.6415073893251837e-04,1.0000000000000000e+00,1.5573884115954679e+00,3.1170968935641588e+00,3.7880305589096475,2.7268705137617695,0.2984967346671538,1.0087972266320067,4.224131416288772
dw_mixing_angles_polarization_04_local_minimum_160,D_W,D_W,mixing_angles,polarization_cluster_04_local_minimum_160,gradient_local_minimum,69,69,7.7480646446252048e-04,1.0000000000000004e+00,1.5578246018145769e+00,3.1172087011825513e+00,3.7716851661646587,2.7356736994162096,0.29563180977067427,0.9900047900036475,4.236819704429341
dw_mixing_angles_polarization_04_local_minimum_164,D_W,D_W,mixing_angles,polarization_cluster_04_local_minimum_164,gradient_local_minimum,70,70,7.9159947325000096e-04,9.9999999999999978e-01,1.5951998069363884e+00,3.2488358644905999e-02,3.445820710529203,2.5867797659388874,2.681208860281825,0.9051429844008463,5.0490352777015834
dw_mixing_angles_polarization_04_local_minimum_166,D_W,D_W,mixing_angles,polarization_cluster_04_local_minimum_166,gradient_local_minimum,71,71,8.2019670503721766e-04,1.0000000000000004e+00,1.5316269330330825e+00,4.0185188750203278e-02,3.225483817848353,2.4422907443446804,2.5181195845192206,0.8811379942684253,4.93432916533864
dw_mixing_angles_polarization_04_local_minimum_167,D_W,D_W,mixing_angles,polarization_cluster_04_local_minimum_167,gradient_local_minimum,72,72,8.2702958326721931e-04,1.0000000000000004e+00,1.4826548504533461e+00,3.0989023830055107e+00,1.777827262094205,2.198833393898583,4.036961280079568,0.3309235292701324,1.4135334571586902
dw_mixing_angles_polarization_04_local_minimum_169,D_W,D_W,mixing_angles,polarization_cluster_04_local_minimum_169,gradient_local_minimum,73,73,8.3553036436851129e-04,9.9999999999999978e-01,1.6664703723986676e+00,5.0765783616003958e-02,1.693393282820216,2.1996031984697186,5.565526798405157,0.28950754200547607,1.8482386380360507
dw_mixing_angles_polarization_04_local_minimum_172,D_W,D_W,mixing_angles,polarization_cluster_04_local_minimum_172,gradient_local_minimum,74,74,8.4323022578872023e-04,1.0000000000000002e+00,1.6416136059985516e+00,2.0468672360608436e-02,1.9529199014063536,2.264914925325888,1.1593321331069388,0.3848546304621419,4.9321703313846
dw_mixing_angles_polarization_04_local_minimum_174,D_W,D_W,mixing_angles,polarization_cluster_04_local_minimum_174,gradient_local_minimum,75,75,8.5104389820182889e-04,9.9999999999999978e-01,1.6880460687568704e+00,8.6215385432277719e-02,2.381111748485168,2.003702573411716,1.9492656413760545,0.7041447841345433,4.560660181276683
dw_mixing_angles_polarization_04_local_minimum_176,D_W,D_W,mixing_angles,polarization_cluster_04_local_minimum_176,gradient_local_minimum,76,76,8.5368070464533026e-04,1.0000000000000004e+00,1.5817141444277301e+00,3.1191511062793094e+00,3.738521108067434,2.771961618470193,6.04190978802891,0.944316878710853,2.1409271276460635
dw_mixing_angles_polarization_04_local_minimum_177,D_W,D_W,mixing_angles,polarization_cluster_04_local_minimum_177,gradient_local_minimum,77,77,8.5934733404681549e-04,1.0000000000000002e+00,1.5370519920111940e+00,3.7478946041979350e-02,3.292247555742869,2.494031372933552,2.573857803083269,0.8831207721074082,4.952237308840001
dw_mixing_angles_polarization_04_local_minimum_178,D_W,D_W,mixing_angles,polarization_cluster_04_local_minimum_178,gradient_local_minimum,78,78,8.6098430961762166e-04,1.0000000000000004e+00,1.6444734273973693e+00,2.5007715620914497e-02,1.9300372411904343,2.246500030740258,5.1423813342625815,0.38239877857767013,1.4269414396782438
dw_mixing_angles_polarization_04_local_minimum_180,D_W,D_W,mixing_angles,polarization_cluster_04_local_minimum_180,gradient_local_minimum,79,79,8.6540723400821710e-04,1.0000000000000000e+00,1.4923548115691636e+00,2.8742549641994380e-02,1.8575983455579843,2.232304507640804,0.9737155893537052,0.35599204116112526,4.706165686355791
dw_mixing_angles_polarization_04_local_minimum_181,D_W,D_W,mixing_angles,polarization_cluster_04_local_minimum_181,gradient_local_minimum,80,80,8.7164710539867983e-04,1.0000000000000000e+00,1.5824934659610213e+00,3.1188708872866990e+00,3.7927040308439124,2.7552107739168115,6.03571349984722,0.9947263882450383,2.14416313939984
dw_mixing_angles_polarization_04_local_minimum_183,D_W,D_W,mixing_angles,polarization_cluster_04_local_minimum_183,gradient_local_minimum,81,81,8.9252327651666427e-04,9.9999999999999989e-01,1.5839071384541890e+00,3.1177541986217858e+00,3.750853169813701,2.732642087744072,6.010069674544426,0.9873669354144711,2.1099984871550057
dw_mixing_angles_polarization_04_local_minimum_185,D_W,D_W,mixing_angles,polarization_cluster_04_local_minimum_185,gradient_local_minimum,82,82,9.2256040518468193e-04,1.0000000000000002e+00,1.5854511741934345e+00,2.5680185810092009e-02,3.7152792412983313,2.710568630943253,3.463159931177386,0.9761253767922412,1.1218547259903775
dw_mixing_angles_polarization_04_local_minimum_186,D_W,D_W,mixing_angles,polarization_cluster_04_local_minimum_186,gradient_local_minimum,83,83,9.2792878166388050e-04,1.0000000000000002e+00,1.5676801546859269e+00,3.1283454519612932e+00,4.523189529617662,2.937369162843069,6.143783951859757,1.2532115448891996,2.1969978090046283
