polarization_cluster_id,polarization_cluster_label,local_minimum_id,page_count,page_1,page_2,contour_source,configuration_path
1,P2,16,2,reconstructed configuration and amplitudes,pairwise projections of the 8D contour,validated saved local-minimum contour,Output\GradientPhaseSpaceScan\electron\Plots\CEP\polarization_correlations\unclustered\Example_P02_local_minimum_0016_configuration.pdf
