selected_observable,selected_observable_label,selected_spin_case,selected_region,cluster_id,example_rank,selected_concurrence,selected_purity,pair_delta_xy,lepton,kinematic_point,s_regime,theta_in_regime,qOut_regime,lepton_mass,s,sqrt_s,pIn,pOut,theta_in,phi_in_lepton,phi_in,qOut,phiOut,Q2,xB,t,W2,y,theta_lepton_gamma_deg,k_dot_qout,kp_dot_qout,abs_k_dot_qout,abs_kp_dot_qout,lepton_heavy_unpolarized_proton_unpolarized_C_heavy_p,lepton_heavy_unpolarized_proton_unpolarized_C_heavy_gamma,lepton_heavy_unpolarized_proton_unpolarized_C_p_gamma,lepton_heavy_unpolarized_proton_unpolarized_C_heavy_rest,lepton_heavy_unpolarized_proton_unpolarized_C_p_rest,lepton_heavy_unpolarized_proton_unpolarized_C_gamma_rest,lepton_heavy_unpolarized_proton_L_C_heavy_p,lepton_heavy_unpolarized_proton_L_C_heavy_gamma,lepton_heavy_unpolarized_proton_L_C_p_gamma,lepton_heavy_unpolarized_proton_L_C_heavy_rest,lepton_heavy_unpolarized_proton_L_C_p_rest,lepton_heavy_unpolarized_proton_L_C_gamma_rest,lepton_heavy_L_proton_unpolarized_C_heavy_p,lepton_heavy_L_proton_unpolarized_C_heavy_gamma,lepton_heavy_L_proton_unpolarized_C_p_gamma,lepton_heavy_L_proton_unpolarized_C_heavy_rest,lepton_heavy_L_proton_unpolarized_C_p_rest,lepton_heavy_L_proton_unpolarized_C_gamma_rest,lepton_heavy_unpolarized_proton_Tx_C_heavy_p,lepton_heavy_unpolarized_proton_Tx_C_heavy_gamma,lepton_heavy_unpolarized_proton_Tx_C_p_gamma,lepton_heavy_unpolarized_proton_Tx_C_heavy_rest,lepton_heavy_unpolarized_proton_Tx_C_p_rest,lepton_heavy_unpolarized_proton_Tx_C_gamma_rest,lepton_heavy_unpolarized_proton_Ty_C_heavy_p,lepton_heavy_unpolarized_proton_Ty_C_heavy_gamma,lepton_heavy_unpolarized_proton_Ty_C_p_gamma,lepton_heavy_unpolarized_proton_Ty_C_heavy_rest,lepton_heavy_unpolarized_proton_Ty_C_p_rest,lepton_heavy_unpolarized_proton_Ty_C_gamma_rest,lepton_heavy_Tx_proton_unpolarized_C_heavy_p,lepton_heavy_Tx_proton_unpolarized_C_heavy_gamma,lepton_heavy_Tx_proton_unpolarized_C_p_gamma,lepton_heavy_Tx_proton_unpolarized_C_heavy_rest,lepton_heavy_Tx_proton_unpolarized_C_p_rest,lepton_heavy_Tx_proton_unpolarized_C_gamma_rest,lepton_heavy_Ty_proton_unpolarized_C_heavy_p,lepton_heavy_Ty_proton_unpolarized_C_heavy_gamma,lepton_heavy_Ty_proton_unpolarized_C_p_gamma,lepton_heavy_Ty_proton_unpolarized_C_heavy_rest,lepton_heavy_Ty_proton_unpolarized_C_p_rest,lepton_heavy_Ty_proton_unpolarized_C_gamma_rest,lepton_heavy_L_proton_L_C_heavy_p,lepton_heavy_L_proton_L_C_heavy_gamma,lepton_heavy_L_proton_L_C_p_gamma,lepton_heavy_L_proton_L_C_heavy_rest,lepton_heavy_L_proton_L_C_p_rest,lepton_heavy_L_proton_L_C_gamma_rest,lepton_heavy_L_proton_Tx_C_heavy_p,lepton_heavy_L_proton_Tx_C_heavy_gamma,lepton_heavy_L_proton_Tx_C_p_gamma,lepton_heavy_L_proton_Tx_C_heavy_rest,lepton_heavy_L_proton_Tx_C_p_rest,lepton_heavy_L_proton_Tx_C_gamma_rest,lepton_heavy_L_proton_Ty_C_heavy_p,lepton_heavy_L_proton_Ty_C_heavy_gamma,lepton_heavy_L_proton_Ty_C_p_gamma,lepton_heavy_L_proton_Ty_C_heavy_rest,lepton_heavy_L_proton_Ty_C_p_rest,lepton_heavy_L_proton_Ty_C_gamma_rest,lepton_heavy_Tx_proton_Tx_C_heavy_p,lepton_heavy_Tx_proton_Tx_C_heavy_gamma,lepton_heavy_Tx_proton_Tx_C_p_gamma,lepton_heavy_Tx_proton_Tx_C_heavy_rest,lepton_heavy_Tx_proton_Tx_C_p_rest,lepton_heavy_Tx_proton_Tx_C_gamma_rest,lepton_heavy_Tx_proton_Ty_C_heavy_p,lepton_heavy_Tx_proton_Ty_C_heavy_gamma,lepton_heavy_Tx_proton_Ty_C_p_gamma,lepton_heavy_Tx_proton_Ty_C_heavy_rest,lepton_heavy_Tx_proton_Ty_C_p_rest,lepton_heavy_Tx_proton_Ty_C_gamma_rest
C_heavy_p,C_{l_heavyp},lepton_heavy_unpolarized_proton_L,enhanced_region_0,0,1,3.6846715115339136e-02,6.6198937149759129e-01,2.5337290482345782e+00,heavy,high_s_high_theta_in_mid_Egamma,high_s,high_theta_in,mid_Egamma,1.0000000000000000e+00,2.1515843999999998e+01,4.6385174355606331e+00,2.1069425131857251e+00,1.3323729116447272e+00,1.5707949999999999e+00,3.6324665057131984e+00,4.9087385212340529e-01,1.0000000000000000e+00,3.0434178831651120e+00,8.2282788672562202e+00,7.3296883639331301e-01,-3.1096292208228826e+00,3.8775251718427732e+00,5.7170299649108769e-01,1.3045301910645975e+02,5.8035202642150141e-01,3.1396768496384859e+00,5.8035202642150141e-01,3.1396768496384859e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,3.6846715115339136e-02,2.6863170182052396e-02,3.7252389182947321e-02,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,1.3166036015701751e-04,2.7875894906185172e-01,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,1.9038248286233403e-01,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,8.2591888572628395e-03,0.0000000000000000e+00,1.8906623498624114e-01,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,2.7634308268433799e-01,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,1.8962118569489782e-02,2.1656633361579367e-01,4.2902385921455080e-03,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,1.1578056072904142e-01,1.2780700967909847e-01,4.1893633669268140e-02,1.7660713904620434e-01,1.2888183107399900e-01,1.3978561903891604e-01,3.4668618154731778e-01,2.4795331358596948e-01,2.8406582827991445e-01,4.7614489741969490e-01,4.9590978569774130e-01,4.3268470440399864e-01,4.8850613072644999e-01,3.5343324962491968e-01,3.3792619092222864e-01,6.5095084313018792e-01,6.4266324664165897e-01,5.4707665961836327e-01,4.2464041681711540e-01,2.8666459304991970e-01,2.8685341442233514e-01,7.8746522223432369e-01,7.8753398105731143e-01,7.2254195363705276e-01,4.3936769296545503e-01,2.6807606366775566e-01,2.5732421819358564e-01,7.7413732387545486e-01,7.7048009291245989e-01,6.8735753239380115e-01
C_heavy_p,C_{l_heavyp},lepton_heavy_unpolarized_proton_L,enhanced_region_0,0,2,3.6830411380972546e-02,6.4116774846520830e-01,2.5131545578977574e+00,heavy,high_s_high_theta_in_mid_Egamma,high_s,high_theta_in,mid_Egamma,1.0000000000000000e+00,2.1515843999999998e+01,4.6385174355606331e+00,2.1069425131857251e+00,1.3760359053001665e+00,1.5707949999999999e+00,3.7306412761378791e+00,5.8904862254808599e-01,1.0000000000000000e+00,3.1415926535897931e+00,7.4860521702303355e+00,6.9208223459043405e-01,-2.7003782317128557e+00,4.2105008797577668e+00,5.5086112497393080e-01,1.2600685056839224e+02,5.8035202642150074e-01,2.9731889956806596e+00,5.8035202642150074e-01,2.9731889956806596e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,3.6830411380972546e-02,3.4138843427091718e-02,4.1795641426196455e-02,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,3.0017605919408286e-01,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,1.9826006387286577e-01,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,4.1478387285791563e-03,0.0000000000000000e+00,1.9705834751188495e-01,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,3.0192421962364679e-01,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,9.2193525600207434e-03,2.5824587914107000e-01,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,1.2085514995256202e-01,1.4331161499029688e-01,4.6153257219666170e-02,1.9100423643978301e-01,1.3444152152182307e-01,1.5494119478934318e-01,3.3541593512705226e-01,2.6217688080470286e-01,2.8830762443491637e-01,4.6859088746422950e-01,4.8369617388064368e-01,4.3611335193899170e-01,4.7918637577119200e-01,3.7317729463018023e-01,3.4204649667575948e-01,6.4683706983290856e-01,6.2939074319132793e-01,5.5296873025856563e-01,3.8643573532086961e-01,3.1498686887337934e-01,2.9835103018625758e-01,7.6265611015590995e-01,7.5593713563884646e-01,7.2202846525577957e-01,4.1065715211869774e-01,2.9113854148016122e-01,2.6443753951242566e-01,7.5275345439751007e-01,7.4283465352611411e-01,6.8405093096141312e-01
C_heavy_p,C_{l_heavyp},lepton_heavy_unpolarized_proton_L,enhanced_region_1,1,1,3.6846715115337783e-02,6.6198937149759152e-01,2.5337290482345782e+00,heavy,high_s_high_theta_in_mid_Egamma,high_s,high_theta_in,mid_Egamma,1.0000000000000000e+00,2.1515843999999998e+01,4.6385174355606331e+00,2.1069425131857251e+00,1.3323729116447272e+00,1.5707949999999999e+00,5.7923114550561809e+00,2.6507188014663878e+00,1.0000000000000000e+00,9.8174770424681035e-02,8.2282788672562202e+00,7.3296883639331278e-01,-3.1096292208228826e+00,3.8775251718427768e+00,5.7170299649108791e-01,1.3045301910645972e+02,5.8035202642150119e-01,3.1396768496384850e+00,5.8035202642150119e-01,3.1396768496384850e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,3.6846715115337783e-02,2.6863170182052101e-02,3.7252389182947709e-02,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,1.3166036015616230e-04,2.7875894726282358e-01,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,1.9038248286233411e-01,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,8.2591888572635039e-03,0.0000000000000000e+00,1.8906623498624117e-01,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,2.7634308268436880e-01,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,1.8962118569489483e-02,2.1656633361543631e-01,4.2902385921459313e-03,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,1.1578056287341212e-01,1.2780700766063344e-01,4.1893633069200416e-02,1.7660713904620434e-01,1.2888183107400072e-01,1.3978561903891765e-01,4.4744696320442784e-01,3.1665202407444681e-01,3.2276595363935151e-01,5.9731532732710757e-01,6.0057885061781535e-01,5.1064143604661161e-01,4.8850612555920575e-01,3.5343325372444101e-01,3.3792619153123316e-01,6.5095084313018825e-01,6.4266324664165908e-01,5.4707665961836327e-01,4.2464042074331781e-01,2.8666459713746362e-01,2.8685342131450220e-01,7.8746522223432358e-01,7.8753398105731098e-01,7.2254195363705254e-01,4.1082848846726494e-01,2.8941924236428807e-01,2.8860597245447123e-01,7.8546338731787679e-01,7.8516408622818767e-01,7.2901721050806856e-01
C_heavy_p,C_{l_heavyp},lepton_heavy_unpolarized_proton_L,enhanced_region_1,1,2,3.6830411380970422e-02,6.4116774846520852e-01,2.5131545578977565e+00,heavy,high_s_high_theta_in_mid_Egamma,high_s,high_theta_in,mid_Egamma,1.0000000000000000e+00,2.1515843999999998e+01,4.6385174355606331e+00,2.1069425131857251e+00,1.3760359053001665e+00,1.5707949999999999e+00,5.6941366846315002e+00,2.5525440310417071e+00,1.0000000000000000e+00,0.0000000000000000e+00,7.4860521702303346e+00,6.9208223459043383e-01,-2.7003782317128557e+00,4.2105008797577668e+00,5.5086112497393080e-01,1.2600685056839224e+02,5.8035202642150074e-01,2.9731889956806592e+00,5.8035202642150074e-01,2.9731889956806592e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,3.6830411380970422e-02,3.4138843427090296e-02,4.1795641426197003e-02,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,3.0017605452188428e-01,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,1.9826006387286574e-01,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,4.1478387285791146e-03,0.0000000000000000e+00,1.9705834751188489e-01,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,3.0192421779293560e-01,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,9.2193525600200808e-03,2.5824588389882552e-01,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,1.2085515412096794e-01,1.4331161117714517e-01,4.6153259259075922e-02,1.9100423643978126e-01,1.3444152152182060e-01,1.5494119478934246e-01,4.5271785627451450e-01,3.4732278537230060e-01,3.3282264339547935e-01,6.1120428042648511e-01,6.0308246954779243e-01,5.2857177749850215e-01,4.7918637790023416e-01,3.7317729336366673e-01,3.4204648707223645e-01,6.4683706983290856e-01,6.2939074319132815e-01,5.5296873025856530e-01,3.8643573532086972e-01,3.1498687136884651e-01,2.9835103160273496e-01,7.6265611015591006e-01,7.5593713563884612e-01,7.2202846525577979e-01,3.7689305265289225e-01,3.1722153096698197e-01,3.0082430347112304e-01,7.6529554548475132e-01,7.5864552531553864e-01,7.3083798270197142e-01
