optimization_run,start_source,screening_one_minus_C_e_gamma,success,lbfgs_success,lbfgs_status,lbfgs_message,lbfgs_iterations,function_evaluations,lbfgs_function_evaluations,lbfgs_gradient_norm,initial_one_minus_C_e_gamma,lbfgs_one_minus_C_e_gamma,final_one_minus_C_e_gamma,local_search_polls,local_search_moves,local_search_poll_limit_reached,smallest_tested_step,best_neighbor_one_minus_C_e_gamma,local_minimum_verified,initial_C_e_gamma,lbfgs_C_e_gamma,final_C_e_gamma,initial_u0,initial_u1,initial_u2,initial_u3,initial_u4,initial_u5,initial_u6,initial_u7,final_u0,final_u1,final_u2,final_u3,final_u4,final_u5,final_u6,final_u7
18,angular_minimum:18,9.66396629387134e-10,True,False,2,ABNORMAL: ,0,490,171,343.6394036412649,9.52307011026221e-10,9.52307011026221e-10,9.52307011026221e-10,14,0,False,1e-05,9.361207364833035e-10,True,0.999999999047693,0.999999999047693,0.999999999047693,0.4832776297140169,0.49998214451771017,0.6738830484046601,0.5,0.5,0.22625542905527463,0.7465742240856119,0.5172000392465834,0.4832776297140169,0.49998214451771017,0.6738830484046601,0.5,0.5,0.22625542905527463,0.7465742240856119,0.5172000392465834
19,angular_minimum:19,1.0156345764400498e-09,True,True,0,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,1,507,135,189.36963642285755,6.709187649889259e-09,1.2808887284165849e-09,7.292061399155614e-10,16,2,False,1e-05,7.298439630432085e-10,True,0.9999999932908124,0.9999999987191113,0.9999999992707939,0.48090177299448716,0.4999980555885193,0.6992270889502419,0.5,0.5,0.16752249427613392,0.7547554450015229,0.020174257506641115,0.48090177300142134,0.4999980555959228,0.6992270889562473,0.4999999935017692,0.4999999935017692,0.16737600990859186,0.7547554450002598,0.020174257514070155
20,angular_minimum:20,1.0753818946440674e-09,True,False,2,ABNORMAL: ,0,548,189,100000000.00046971,1.1030685254098671e-09,1.1030685254098671e-09,7.747228414345386e-10,15,1,False,1e-05,7.389334699681172e-10,True,0.9999999988969315,0.9999999988969315,0.9999999992252772,0.4718257680344383,0.5001064464907167,0.735827480645812,0.49999999999999994,0.5,0.09544239547727806,0.7427387483256055,0.5310004775344217,0.4718257680344383,0.5000087902407166,0.735827480645812,0.49999999999999994,0.5,0.09544239547727806,0.7427387483256055,0.5310004775344217
21,angular_minimum:21,1.1305328895261368e-09,True,True,0,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,1,490,171,458.16811393421364,3.3756768491599587e-09,1.0664717997599382e-09,1.0664717997599382e-09,14,0,False,1e-05,1.0234614267190523e-09,True,0.9999999966243232,0.9999999989335282,0.9999999989335282,0.4711073141454138,0.5000338850155386,0.7266398388809754,0.5,0.5,0.15079404969492144,0.24430945827789077,0.03379485317895404,0.47110731414615026,0.5000338850154628,0.7266398388780402,0.4999999980042322,0.4999999980042322,0.15079404969386598,0.2443094582781332,0.03379485317573946
22,angular_minimum:22,1.1833840574126953e-09,True,True,0,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,1,490,171,318.3984610291663,4.1193013444740245e-09,1.1308585179392594e-09,1.1308585179392594e-09,14,0,False,1e-05,1.1532431676286592e-09,True,0.9999999958806987,0.9999999988691415,0.9999999988691415,0.47260465241146,0.4999359425225191,0.7282780585677703,0.49999999999999994,0.5,0.1349900750952996,0.25606191335493556,0.5316072001161926,0.47260465241216115,0.49993594252324425,0.728278058568504,0.4999999987613591,0.49999999876135914,0.1349900750959406,0.25606191335392836,0.5316072001150187
23,angular_minimum:23,1.1910331609854552e-09,True,True,0,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,1,481,162,163.94621854005047,7.539470270323534e-09,1.130833204854298e-09,1.130833204854298e-09,14,0,False,1e-05,1.1218196371842737e-09,True,0.9999999924605297,0.9999999988691668,0.9999999988691668,0.47614458705043233,0.5000736707151435,0.710433451242854,0.49999999999999994,0.5,0.14142771766835927,0.25678027726539354,0.5251224814297443,0.47614458705066903,0.5000736707167339,0.7104334512444066,0.49999999874319634,0.4999999987431964,0.14142771766994017,0.25678027726636027,0.5251224814313453
24,angular_minimum:24,1.208129485341658e-09,True,True,0,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,1,499,180,4044.462199519846,1.012169670300267e-08,1.223565249119929e-09,1.223565249119929e-09,14,0,False,1e-05,1.2571943486250348e-09,True,0.9999999898783033,0.9999999987764348,0.9999999987764348,0.5177210711584842,0.49999666221904177,0.6687637705724352,0.5,0.5,0.31015293469443744,0.25160766022935066,0.47823375069415086,0.5177210711592858,0.4999966622201967,0.6687637705750323,0.4999999985486342,0.4999999985486342,0.3101529346950518,0.25160766022845055,0.478233750694727
25,angular_minimum:25,1.2282387329420885e-09,True,False,2,ABNORMAL: ,0,499,180,131.2244445827316,1.2628471601772162e-09,1.2628471601772162e-09,1.2628471601772162e-09,14,0,False,1e-05,1.2796831372341444e-09,True,0.9999999987371528,0.9999999987371528,0.9999999987371528,0.5264348801965472,0.5000231585508533,0.705224599476985,0.49999999999999994,0.5,0.1391657762402812,0.7405596363456032,0.47399401897882015,0.5264348801965472,0.5000231585508533,0.705224599476985,0.49999999999999994,0.5,0.1391657762402812,0.7405596363456032,0.47399401897882015
26,angular_minimum:26,1.2404965943346724e-09,True,True,0,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,1,481,162,127.95883900338801,1.278240402413644e-09,1.227171142481609e-09,1.227171142481609e-09,14,0,False,1e-05,1.1727472326583666e-09,True,0.9999999987217596,0.9999999987728289,0.9999999987728289,0.4706176952563722,0.5000105759149357,0.7161627528127126,0.5,0.5,0.11701904311746503,0.7605692108160408,0.029377737007887372,0.47061769525631103,0.5000105759148828,0.7161627528126613,0.49999999996241906,0.49999999996241906,0.11701904311744939,0.7605692108160106,0.029377737007842183
27,angular_minimum:27,1.2462906262555862e-09,True,True,0,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,1,528,135,192.248285789799,5.976788286510271e-09,1.8416993485814714e-09,8.173214327555911e-10,17,3,False,1e-05,8.057768896563289e-10,True,0.9999999940232117,0.9999999981583007,0.9999999991826786,0.4798368107571247,0.4997303263105454,0.7175653394875219,0.5,0.5,0.13779876465431024,0.7459715393772458,0.5223971866872431,0.47983681076293816,0.49977915443342524,0.7176141676104288,0.4999999933273225,0.4999999933273225,0.1377987646606122,0.745971539373432,0.5224460148185207
28,angular_minimum:28,1.3920150587765079e-09,True,False,2,ABNORMAL: ,0,445,126,11.170350337153408,1.3920151697988103e-09,1.3920151697988103e-09,1.3920151697988103e-09,14,0,False,1e-05,3.322581987319495e-09,True,0.9999999986079848,0.9999999986079848,0.9999999986079848,0.5805401819799555,0.5000029231693387,0.6666953809275181,0.5002398869104544,0.499999971641081,0.09214939725319377,0.32948318853831055,0.9495242056830742,0.5805401819799555,0.5000029231693387,0.6666953809275181,0.5002398869104544,0.499999971641081,0.09214939725319377,0.32948318853831055,0.9495242056830742
29,angular_minimum:29,1.4210781440482378e-09,True,True,0,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,1,493,144,308.20866142835104,7.789319300677278e-09,1.7629061543900093e-09,1.1704744951046564e-09,15,1,False,1e-05,1.1194377647072429e-09,True,0.9999999922106807,0.9999999982370938,0.9999999988295255,0.47004282189678614,0.4999705927852849,0.7203608737881128,0.49999999999999994,0.5,0.14401539000602726,0.7576867122749881,0.03339113351098991,0.4700428219012451,0.49997059278494504,0.7203608737928615,0.4999999962038428,0.49999999620384283,0.14391773376083786,0.7576867122717839,0.03339113351218582
30,angular_minimum:30,1.426543660976165e-09,True,False,2,ABNORMAL: ,0,481,162,245.365460715234,1.365571544731381e-09,1.365571544731381e-09,1.365571544731381e-09,14,0,False,1e-05,1.3877889948332722e-09,True,0.9999999986344285,0.9999999986344285,0.9999999986344285,0.5144405110305913,0.49994695576267584,0.6720653768597077,0.49999999999999994,0.5,0.22066081328863313,0.7464869338469973,0.4856278240433015,0.5144405110305913,0.49994695576267584,0.6720653768597077,0.49999999999999994,0.5,0.22066081328863313,0.7464869338469973,0.4856278240433015
31,angular_minimum:31,1.4370201695257379e-09,True,True,0,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,1,490,171,148.19333703989807,6.781611605610749e-09,1.5487439108952117e-09,1.5487439108952117e-09,14,0,False,1e-05,1.5625293281473773e-09,True,0.9999999932183884,0.9999999984512561,0.9999999984512561,0.5286010319144088,0.499976538190001,0.705951175692238,0.5,0.49999999999999994,0.13955092163702543,0.23956978942713605,0.9716612563195518,0.5286010319159608,0.49997653818879745,0.7059511756922262,0.49999999821739266,0.4999999982173926,0.13955092163579694,0.2395697894239288,0.9716612563197116
32,angular_minimum:32,1.455800924254902e-09,True,True,0,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,1,463,144,165.52938637328748,8.316847432965346e-09,1.7144711206285024e-09,1.7144711206285024e-09,14,0,False,1e-05,1.7029540000379484e-09,True,0.9999999916831526,0.9999999982855289,0.9999999982855289,0.5198884136146731,0.5000348025102612,0.6792422161618146,0.5,0.49999999999999994,0.19501478655307847,0.243478356219505,0.981372514415509,0.5198884136181916,0.5000348025095374,0.6792422161672557,0.49999999588812943,0.4999999958881294,0.19501478655191662,0.24347835622323197,0.9813725144210875
33,angular_minimum:33,1.5792724905594469e-09,True,True,0,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,1,490,117,24.01492606974325,7.2715592436267684e-09,1.5832813948790658e-09,1.0989733567612348e-09,16,2,False,1e-05,1.3119689779017563e-09,True,0.9999999927284408,0.9999999984167186,0.9999999989010266,0.5717632214593529,0.5000221398046041,0.6861536575457745,0.500156260374995,0.500000004871888,0.0992638098381265,0.30712633805581063,0.9482228178591201,0.5717632214593784,0.5000099327732359,0.6861536575458231,0.5001562603126445,0.5000000048095569,0.09926380983817344,0.30712633805583434,0.9482128178590794
34,angular_minimum:34,1.6315252482357323e-09,True,True,0,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,1,387,36,0.002729189575963929,5.070469044632375e-09,2.8441624611019733e-09,2.1413855133545212e-09,15,1,False,1e-05,2.8441624611019733e-09,True,0.999999994929531,0.9999999971558375,0.9999999978586145,0.6543004759603417,0.5000039031359491,0.4250513634094255,0.1642946231325676,0.3658623358079096,0.4659203087442681,0.5586034523077468,0.964718639663604,0.6542977915974002,0.5000031952202442,0.4250493787024303,0.1642917702985429,0.36586144208264976,0.46591021128216525,0.5585990710065251,0.9647162803449065
35,angular_minimum:35,1.6812148340150657e-09,True,True,0,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,1,490,171,229.28330579548359,1.6934227353715414e-09,1.6804385660762478e-09,1.6804385660762478e-09,14,0,False,1e-05,1.6528978186158838e-09,True,0.9999999983065773,0.9999999983195614,0.9999999983195614,0.48752601520308925,0.5000286152994746,0.6553688424971399,0.5,0.5,0.24645108580787006,0.753317474025619,0.010681200464261619,0.48752601520308925,0.5000286152994746,0.6553688424971399,0.49999999999997813,0.49999999999997813,0.24645108580787004,0.753317474025619,0.010681200464261579
36,angular_minimum:36,1.7754573367056992e-09,True,False,2,ABNORMAL: ,0,499,180,160.50986969119273,1.7754573367056992e-09,1.7754573367056992e-09,1.7754573367056992e-09,14,0,False,1e-05,1.7518747563727288e-09,True,0.9999999982245427,0.9999999982245427,0.9999999982245427,0.46363865738085364,0.5000164527131349,0.7055456242298346,0.5,0.5,0.12799312907346022,0.7332556235875959,0.5337960229262905,0.46363865738085364,0.5000164527131349,0.7055456242298346,0.5,0.5,0.12799312907346022,0.7332556235875959,0.5337960229262905
37,angular_minimum:37,1.7773976734858365e-09,True,True,0,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,1,499,180,631.5796414985442,1.812101357856477e-09,1.7933535767511444e-09,1.7933535767511444e-09,14,0,False,1e-05,1.761618517726049e-09,True,0.9999999981878986,0.9999999982066464,0.9999999982066464,0.5343977017521614,0.500036927619018,0.7285810612554655,0.5,0.5,0.15796269522687967,0.2425109429279843,0.9603345590850826,0.5343977017521488,0.5000369276189657,0.7285810612554656,0.49999999997798644,0.49999999997798644,0.15796269522683265,0.2425109429279741,0.9603345590850825
38,angular_minimum:38,1.799453142048435e-09,True,False,2,ABNORMAL: ,0,481,162,164.0998101028042,1.7994530310261325e-09,1.7994530310261325e-09,1.7994530310261325e-09,14,0,False,1e-05,1.7872245905437012e-09,True,0.999999998200547,0.999999998200547,0.999999998200547,0.5343051835782248,0.500003881799086,0.7035402368830913,0.5,0.5,0.13719239500289293,0.23505636542776337,0.9674707118896173,0.5343051835782248,0.500003881799086,0.7035402368830913,0.5,0.5,0.13719239500289293,0.23505636542776337,0.9674707118896173
39,angular_minimum:39,1.940808402878247e-09,True,True,0,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,1,490,171,179.66334363987178,1.9283012964166346e-09,1.917651815119825e-09,1.917651815119825e-09,14,0,False,1e-05,1.878458499859903e-09,True,0.9999999980716987,0.9999999980823482,0.9999999980823482,0.4571115450917296,0.5000014234796277,0.7142048483438951,0.49999999999999994,0.5,0.10176157858154061,0.7718028142116032,0.038996945982077924,0.45711154509172447,0.5000014234796212,0.7142048483438947,0.49999999999611927,0.4999999999961193,0.10176157858153556,0.7718028142115935,0.03899694598207378
40,angular_minimum:40,2.1218269363743048e-09,True,True,0,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,1,531,135,461.87985122266434,1.0089377777688924e-08,2.8055551215544483e-09,1.4832476358250801e-09,17,3,False,1e-05,1.4356059674369703e-09,True,0.9999999899106222,0.9999999971944449,0.9999999985167524,0.46215366331349256,0.49991174055761334,0.7322077526090291,0.49999999999999994,0.5,0.13735493322756903,0.25935662344522026,0.542314501349508,0.4621536633092853,0.4999361546255175,0.7322077526101874,0.4999999952468926,0.49999999524689265,0.13720844885204161,0.2593566234501375,0.5423145013526254
41,angular_minimum:41,2.198037529765884e-09,True,False,2,ABNORMAL: ,0,530,180,582.0402489602218,2.213037419984687e-09,2.213037419984687e-09,2.1002826144922437e-09,15,1,False,1e-05,2.0898895947141227e-09,True,0.9999999977869626,0.9999999977869626,0.9999999978997174,0.4801203963915439,0.49993299960104237,0.6777705808168806,0.5,0.49999999999999994,0.23512066528406916,0.75462716722425,0.02206832984014526,0.4801203963915439,0.49993299960104237,0.6777705808168806,0.5,0.49999999999999994,0.23512066528406916,0.75462716722425,0.02197067359014526
42,angular_minimum:42,2.270357346567664e-09,True,False,2,ABNORMAL: ,0,490,171,599.7552427427752,2.2722117520856955e-09,2.2722117520856955e-09,2.2722117520856955e-09,14,0,False,1e-05,2.2415742595427446e-09,True,0.9999999977277882,0.9999999977277882,0.9999999977277882,0.4587835307455303,0.5000315421005195,0.7299451536762973,0.5,0.49999999999999994,0.14904556761594973,0.24000893170068444,0.04545758688898033,0.4587835307455303,0.5000315421005195,0.7299451536762973,0.5,0.49999999999999994,0.14904556761594973,0.24000893170068444,0.04545758688898033
43,angular_minimum:43,2.3751817179729073e-09,True,False,2,ABNORMAL: ,0,499,180,281.5136548783308,2.3705998275502793e-09,2.3705998275502793e-09,2.3705998275502793e-09,14,0,False,1e-05,2.3935174953138016e-09,True,0.9999999976294002,0.9999999976294002,0.9999999976294002,0.5414311211161719,0.5000059484156595,0.704431269033615,0.49999999999999994,0.5,0.14950962103056398,0.7667192938892158,0.9593577852003832,0.5414311211161719,0.5000059484156595,0.704431269033615,0.49999999999999994,0.5,0.14950962103056398,0.7667192938892158,0.9593577852003832
44,angular_minimum:44,2.382210761986414e-09,True,False,2,ABNORMAL: ,0,517,189,746.1958387443793,2.3822103178972043e-09,2.3822103178972043e-09,2.3822103178972043e-09,14,0,False,1e-05,2.3672448445921646e-09,True,0.9999999976177897,0.9999999976177897,0.9999999976177897,0.47741956059587803,0.49998483701697866,0.6655934005773774,0.5,0.5,0.2586535016140567,0.7444705817302596,0.5240557951250006,0.47741956059587803,0.49998483701697866,0.6655934005773774,0.5,0.5,0.2586535016140567,0.7444705817302596,0.5240557951250006
45,angular_minimum:45,2.533928844528077e-09,True,False,2,ABNORMAL: ,0,521,171,287.478882189556,2.5451774021689744e-09,2.5451774021689744e-09,2.2902955088e-09,15,1,False,1e-05,2.2568641400155798e-09,True,0.9999999974548226,0.9999999974548226,0.9999999977097045,0.46377278679230544,0.5000635828538224,0.6978157581991371,0.5,0.5,0.16749701062603406,0.23637551316914276,0.036234257501337463,0.46377278679230544,0.5000147547288224,0.6978157581991371,0.5,0.5,0.16749701062603406,0.23637551316914276,0.036234257501337463
