lepton,kinematic_point,s_regime,theta_p_gamma_regime,qOut_regime,lepton_mass,s,sqrt_s,pIn,pOut,theta_p_in,phi_p_in,theta_lepton_in,phi_lepton_in,qOut,theta_p_out,phi_p_out,theta_gamma_out,phi_gamma_out,theta_lepton_out,phi_lepton_out,cos_p_gamma_out,Q2,xB,t,F1,F2,W2,y,theta_lepton_gamma_rad,theta_lepton_gamma_deg,k_dot_qout,kp_dot_qout,abs_k_dot_qout,abs_kp_dot_qout,aligned,reference_name,search_stage,sample_id,alpha_e,alpha_p,lepton_electron_alpha_e_mix_proton_alpha_p_mix_trace,lepton_electron_alpha_e_mix_proton_alpha_p_mix_spin_signal_M2,lepton_electron_alpha_e_mix_proton_alpha_p_mix_cross_section_ratio,lepton_electron_alpha_e_mix_proton_alpha_p_mix_purity,lepton_electron_alpha_e_mix_proton_alpha_p_mix_M2_magic,lepton_electron_alpha_e_mix_proton_alpha_p_mix_h_out_mean,lepton_electron_alpha_e_mix_proton_alpha_p_mix_lambda_mean,lepton_electron_alpha_e_mix_proton_alpha_p_mix_h_lambda,lepton_electron_alpha_e_mix_proton_alpha_p_mix_h_lambda_connected,lepton_electron_alpha_e_mix_proton_alpha_p_mix_C_e_p,lepton_electron_alpha_e_mix_proton_alpha_p_mix_C_e_gamma,lepton_electron_alpha_e_mix_proton_alpha_p_mix_C_p_gamma,lepton_electron_alpha_e_mix_proton_alpha_p_mix_C_e_rest,lepton_electron_alpha_e_mix_proton_alpha_p_mix_C_p_rest,lepton_electron_alpha_e_mix_proton_alpha_p_mix_C_gamma_rest,lepton_electron_alpha_e_mix_proton_alpha_p_mix_D_W,lepton_electron_alpha_e_mix_proton_alpha_p_mix_dGHZ,lepton_electron_alpha_e_mix_proton_alpha_p_mix_F3,lepton_electron_alpha_e_mix_proton_alpha_p_mix_M_e,lepton_electron_alpha_e_mix_proton_alpha_p_mix_M_p,lepton_electron_alpha_e_mix_proton_alpha_p_mix_M_gamma,lepton_electron_alpha_e_mix_proton_alpha_p_mix_GHZ_plus_fidelity,lepton_electron_alpha_e_mix_proton_alpha_p_mix_GHZ_minus_fidelity,lepton_electron_alpha_e_mix_proton_alpha_p_mix_GHZ_phase_fidelity,lepton_electron_alpha_e_mix_proton_alpha_p_mix_GHZ_subspace_population,lepton_electron_alpha_e_mix_proton_alpha_p_mix_GHZ_coherence_abs,lepton_electron_alpha_e_mix_proton_alpha_p_mix_GHZ_coherence_phase_rad,lepton_electron_alpha_e_mix_proton_alpha_p_mix_GHZ_coherence_visibility,lepton_electron_alpha_e_mix_proton_alpha_p_mix_GHZ_purity,lepton_electron_alpha_e_mix_proton_alpha_p_mix_W_fidelity,lepton_electron_alpha_e_mix_proton_alpha_p_mix_W_subspace_population,lepton_electron_alpha_e_mix_proton_alpha_p_mix_W_subspace_max_fidelity,lepton_electron_alpha_e_mix_proton_alpha_p_mix_Wbar_fidelity,lepton_electron_alpha_e_mix_proton_alpha_p_mix_Wbar_subspace_population,lepton_electron_alpha_e_mix_proton_alpha_p_mix_Wbar_subspace_max_fidelity,lepton_electron_alpha_e_mix_proton_alpha_p_mix_W_purity,local_minimum_id,dGHZ_above_global_minimum,within_polarization_cluster_cut,polarization_cluster_id,polarization_cluster_size,polarization_cluster_distance,polarization_cluster_representative,polarization_configuration,polarization_alpha_e_region,polarization_clustering_scheme
electron,gradient_local_minimum_0002,gradient,gradient,gradient,0.00051099895,25.0,5.0,2.4120155719830048,2.2862741067126535,0.0,0.0,3.141592653589793,0.0,0.12125646002932378,3.141592653589793,0.03350956918859602,3.141592653589793,0.5228842828633161,0.0,3.198914024905934,1.0,23.228004868027778,0.9980728599238393,-22.06029033226113,0.0017003037235102329,0.00031149306443585675,0.9246940514019002,0.9648716687975362,3.141592653589793,180.0,6.5634894741428695e-09,0.5838572744467642,6.5634894741428695e-09,0.5838572744467642,False,,gradient,5000000012,0.8769663281031554,0.8769773078245011,1.0,63.1159530135061,0.9668304328262616,1.0,0.20839995525225152,-2.2332972546612595e-05,2.233297254683464e-05,-0.9999999999999998,-0.9999999995012381,0.0,5.551065174816981e-17,2.290707009900665e-08,0.9999999997506189,0.999999999750619,0.999999999750619,1.1547005251538485,2.2912499293258053e-08,0.9999999995012382,0.9999999995012379,0.9999999995012375,0.9999999995012375,1.367848637354866e-22,3.318204893110404e-24,1.3678564870860136e-22,1.4010306862859701e-22,6.673411439430285e-23,0.004850302933749595,0.952643151181936,1.367848637354866e-22,0.16667039039392295,0.5000111664862733,0.5000111664862734,0.16666294676670113,0.4999888335137267,0.4999888335137269,0.16667039039392295,2,6.290373839944693e-10,True,0,111,0.06133066922304765,True,"alpha_e in [0,pi/2),alpha_p~pi/4","[0,pi/2)",GHZ alpha_e boundary regions
electron,gradient_local_minimum_0011,gradient,gradient,gradient,0.00051099895,25.0,5.0,2.4120155719830048,1.7207092164403548,0.0,0.0,3.141592653589793,0.0,0.6597621815810085,3.141592653589793,3.574465620881374,3.141592653589793,1.1755423999226969e-06,0.0,0.6747505162056257,1.0,22.966936322795984,0.9864514813866849,-16.684756310849288,0.003087850242497411,0.0007095617275902549,1.1952857324436543,0.9652664894576118,3.141592653589793,180.0,3.571225914988929e-08,3.1410900416850263,3.571225914988929e-08,3.1410900416850263,False,,gradient,5000001260,0.5986296483752662,0.5986102795742193,1.0,263.57911991108324,0.8668269231178349,1.0000000000000004,1.7366716968484337e-09,4.160700963085073e-05,-4.16070096311838e-05,-0.9999999999999998,-0.9999999982688565,0.0,8.802883075958472e-17,2.4425892031221252e-08,0.9999999991344279,0.9999999991344283,0.9999999991344283,1.1547005242769561,2.4487161100947876e-08,0.9999999982688567,0.9999999982688559,0.999999998268856,0.999999998268856,5.1521930483287114e-24,7.155407065634152e-25,5.152193048328712e-24,5.867733754892127e-24,2.2183261708826486e-24,-1.4714480281132787e-08,0.7561100293731479,5.1521930483287114e-24,0.16665973772158443,0.49997919649518463,0.49997919649518474,0.16667360375371304,0.5000208035048155,0.5000208035048153,0.16665973772158443,11,2.2036991916842916e-09,True,0,111,0.06880847735695773,False,"alpha_e in [0,pi/2),alpha_p~pi/4","[0,pi/2)",GHZ alpha_e boundary regions
electron,gradient_local_minimum_0016,gradient,gradient,gradient,0.00051099895,24.999384160182906,4.999938415639027,2.4119836960961667,0.5926503037944366,0.0,0.0,3.141592653589793,0.0,1.648874169531122,3.141496692832402,6.28079035278685,3.141592653589793,6.029488255139138,2.5371645794939824e-05,3.139197699196174,0.9999999953957666,21.626081914804484,0.9269385558067286,-6.842114699094451,0.01731875930948322,0.0076234757522912035,2.584415211370618,0.9672926276293303,3.141567281943998,179.99854631177664,8.925306982376924e-08,7.391983697108177,8.925306982376924e-08,7.391983697108177,False,,gradient,5000002034,0.8943311365470473,0.8943338413095963,1.0,28714.25428546139,0.9532774669427662,1.0,0.19625762561729262,-1.5615516311684452e-05,1.5615516311850985e-05,-0.9999999999999998,-0.9999999997561554,8.482545129151072e-10,7.99051466855974e-10,2.473216017346487e-08,0.9999999998780774,0.9999999998780779,0.999999999878078,1.1547005231490597,2.4760800192403254e-08,0.9999999997561551,0.9999999997561548,0.9999999997561551,0.9999999997561553,3.805550404170386e-18,4.3265432772731337e-19,4.048876233199806e-18,4.2382047318977e-18,1.9297738672509567e-18,-0.5076081285153755,0.910656275156807,3.805550404170386e-18,0.16666216229151204,0.5000078077581661,0.5000078077581659,0.16667117803298917,0.499992192241834,0.4999921922418341,0.16666216229151204,16,2.47733828313967e-09,True,0,111,0.06885487858919881,False,"alpha_e in [0,pi/2),alpha_p~pi/4","[0,pi/2)",GHZ alpha_e boundary regions
electron,gradient_local_minimum_0019,gradient,gradient,gradient,0.00051099895,25.0,5.0,2.4120155719830048,0.25131755658435395,0.0,0.0,3.141592653589793,0.0,1.8887990980447835,3.1413090319908736,3.1703137121790705,3.141592653589793,0.38898536978014253,3.330616870015896e-05,0.028721058588133317,0.9999999597793946,20.647978699244522,0.8836396229752932,-4.478977117254784,0.03528743263933553,0.020238775165368445,3.5988331939798,0.9687735081891838,3.141559347414426,179.99809169671974,1.0223878366133476e-07,8.08450089323388,1.0223878366133476e-07,8.08450089323388,False,,gradient,5000001773,0.7851937535008957,0.7851987042358647,1.0,217728.18016257603,0.9999998314437036,1.0,0.2821182882647567,3.470908691238783e-06,-3.4709086913498055e-06,-0.9999999999999998,-0.9999999999879525,1.8342549701344524e-12,1.7737777433908577e-09,2.5291761841481757e-08,0.9999999999939759,0.9999999999939765,0.9999999999939765,1.154700522751896,2.5353888321977973e-08,0.9999999999879522,0.9999999999879519,0.9999999999879523,0.9999999999879523,4.342813554360488e-18,7.290824330895459e-19,5.071894720152026e-18,5.071895987450034e-18,2.5359467264270092e-18,0.7777396370679233,0.9999995002665627,4.342813554360488e-18,0.16669116457490293,0.4999982645455089,0.499998264545509,0.16664217464983067,0.5000017354544911,0.5000017354544913,0.16669116457490293,19,3.0704264127143887e-09,True,0,111,0.024748075523409248,False,"alpha_e in [0,pi/2),alpha_p~pi/4","[0,pi/2)",GHZ alpha_e boundary regions
electron,gradient_local_minimum_0023,gradient,gradient,gradient,0.00051099895,24.997654866479863,4.999765481148077,2.411894185561877,0.004089391469845343,0.0,0.0,3.141592653589793,0.0,2.032922831817382,0.010605199024533336,2.6174360423478698,3.141592653589793,4.55651624435998,2.137583389278631e-05,5.759028695943019,-0.9999437654038879,19.5733285416646,0.8363328639783965,-3.0754793368697233,0.062429590294384295,0.04423019258177161,4.710269375830867,0.9703929722499034,3.1415712777610945,179.99877525523198,1.100455939706535e-07,8.248924712442957,1.100455939706535e-07,8.248924712442957,False,,gradient,5000001158,0.7757183770383717,0.7757105580604906,1.0,1108690.3783921555,0.9996248146490078,1.0,0.08919295829704102,2.268739255922858e-05,-2.2687392559339603e-05,-0.9999999999999998,-0.999999999485282,1.9167262520536565e-11,9.154091563320725e-10,2.5760374275873754e-08,0.9999999997426408,0.999999999742641,0.9999999997426411,1.1547005229669147,2.578177958739654e-08,0.9999999994852821,0.9999999994852815,0.9999999994852813,0.9999999994852815,5.981197602988608e-18,1.7433961049137688e-16,1.7829873408708735e-16,1.803208080943655e-16,8.813833003990461e-17,2.8407278650543435,0.9775724828582185,5.981197602988608e-18,0.16493295191789784,0.5000113430469477,0.5000113430469477,0.1684003816283692,0.4999886569530522,0.4999886569530522,0.16493295191789784,23,3.4983176781329574e-09,True,0,111,0.02194519876557501,False,"alpha_e in [0,pi/2),alpha_p~pi/4","[0,pi/2)",GHZ alpha_e boundary regions
electron,gradient_local_minimum_0024,gradient,gradient,gradient,0.00051099895,25.0,5.0,2.4120155719830048,0.004148499540869838,0.0,0.0,3.141592653589793,0.0,2.0330695321773846,0.00973758267289865,2.581654320079685,3.141592653589793,5.00822242916622,1.9909947743123955e-05,5.723246973673519,-0.9999525901164651,19.575158407522906,0.8363271524252444,-3.075406626286795,0.06243171294757909,0.044232254819599685,4.710787320440119,0.9703959618400787,3.14157274364205,179.998859244024,1.1004799649327879e-07,8.249876000666571,1.1004799649327879e-07,8.249876000666571,False,,gradient,5000001331,0.7425270000444631,0.7425333494011398,1.0,1101188.5527947494,0.992666786970279,1.0,0.241287672391102,-6.299455536096232e-06,6.29945553598521e-06,-0.9999999999999997,-0.9999999999603165,1.9088171620868278e-10,7.970266598303952e-10,2.5858183081234018e-08,0.9999999999801581,0.9999999999801584,0.9999999999801584,1.1547005228796534,2.587119816189266e-08,0.999999999960317,0.9999999999603162,0.9999999999603162,0.9999999999603162,2.0544894550061834e-17,1.6386378170991737e-16,1.795405659921919e-16,1.844086762599792e-16,8.73362278622023e-17,-2.5330828381316466,0.9472030235613833,2.0544894550061834e-17,0.16600128913868525,0.4999968504199629,0.4999968504199629,0.16733204410450783,0.500003149580037,0.500003149580037,0.16600128913868525,24,3.587736252629076e-09,True,0,111,0.017633149296460125,False,"alpha_e in [0,pi/2),alpha_p~pi/4","[0,pi/2)",GHZ alpha_e boundary regions
electron,gradient_local_minimum_0025,gradient,gradient,gradient,0.00051099895,25.0,5.0,2.4120155719830048,0.004360414537141907,0.0,0.0,3.141592653589793,0.0,2.033175048404339,0.0073631077818510785,3.8560994205671815,3.141592653589793,0.054574183805175265,1.582495601610441e-05,0.7145067669821427,-0.9999728924443673,19.574131107682454,0.83628192324686,-3.074388938122999,0.062461433946895024,0.044261132824180795,4.711852094377534,0.9703975154824919,3.1415768286478083,179.99909329761323,1.1005370748051746e-07,8.249871194833114,1.1005370748051746e-07,8.249871194833114,False,,gradient,5000000340,0.7686859984538408,0.7686838830079568,1.0,1109611.092788788,0.9988829367410252,1.0,0.011849505428003374,8.786582438247148e-06,-8.786582438191637e-06,-0.9999999999999997,-0.9999999999227956,4.969965618706935e-11,5.020472682912814e-10,2.5923598214218886e-08,0.9999999999613975,0.999999999961398,0.999999999961398,1.154700523093704,2.592862176051701e-08,0.9999999999227956,0.9999999999227951,0.9999999999227953,0.9999999999227953,1.7803776816407323e-16,1.878986658976385e-18,1.7848272486629103e-16,1.7991675482304961e-16,8.852434745476622e-17,0.10030546271009101,0.9840589615106279,1.7803776816407323e-16,0.1676832886852506,0.5000043931692896,0.5000043931692896,0.1656500445937067,0.49999560683071026,0.49999560683071026,0.1676832886852506,25,3.645159851253426e-09,True,0,111,0.020204057306871505,False,"alpha_e in [0,pi/2),alpha_p~pi/4","[0,pi/2)",GHZ alpha_e boundary regions
electron,gradient_local_minimum_0027,gradient,gradient,gradient,0.00051099895,24.97787779449892,4.997787289841268,2.4108702628555494,2.410870258527166,0.0,0.0,3.141592653589793,0.0,0.3224874742297697,3.141592653589793,0.09394468774292043,0.0,0.9661662865311872,0.0,3.2355373413327135,-1.0,20.13927981388191,0.8620260593784049,-23.249181655544056,0.0015166240117838777,0.00026597093947385687,4.103291559353263,0.9694868811961224,0.0,0.0,1.5549509409921074,2.0161032066035034e-08,1.5549509409921074,2.0161032066035034e-08,True,,gradient,5000000295,0.753495314966132,0.817308544172363,0.9999999999999998,41.99444865144733,0.9959333962442668,0.9999999999999997,2.2787183254034416e-10,1.5095411993903962e-05,-1.5095411993903962e-05,-0.9999999999999993,-0.9999999997721278,9.524207825395964e-18,7.329105868723243e-14,2.598636774600018e-08,0.9999999998860638,0.9999999998860641,0.9999999998860641,1.154700523375973,2.598736682040682e-08,0.9999999997721281,0.9999999997721276,0.9999999997721276,0.9999999997721276,6.794360023458418e-19,1.688248730726967e-16,1.6882487307335994e-16,1.6950430907504255e-16,8.407271853583868e-17,-3.1415886814548686,0.9919832598310903,6.794360023458418e-19,0.1666691825699193,0.5000075477059969,0.5000075477059969,0.16666415076343957,0.49999245229400296,0.49999245229400296,0.1666691825699193,27,3.703904911143237e-09,True,0,111,0.036413537272969865,False,"alpha_e in [0,pi/2),alpha_p~pi/4","[0,pi/2)",GHZ alpha_e boundary regions
electron,gradient_local_minimum_0028,gradient,gradient,gradient,0.00051099895,25.0,5.0,2.4120155719830048,0.0001394869825103836,0.0,0.0,3.141592653589793,0.0,2.0310697020895834,0.010806927155464507,3.6054858168218296,3.141592653589793,6.280939556234942,7.42071843027414e-07,0.4638931633061981,-0.9999416057310522,19.59454130412591,0.8371805544734354,-3.094697888840675,0.06187228643459906,0.043689676026463876,4.690697385733269,0.9703666486751268,3.1415919116675766,179.99995749098827,1.0993974708384258e-07,8.249921817581678,1.0993974708384258e-07,8.249921817581678,False,,gradient,5000001511,0.7050246962751945,0.7050157693662985,1.0,1053124.74127244,0.9743793582255142,1.0000000000000004,0.00013700021718181574,1.834346382756369e-05,-1.834346382756369e-05,-0.9999999999999997,-0.999999999663517,1.5298040612066188e-11,1.1142592818715866e-12,2.6027120253410308e-08,0.9999999998317584,0.9999999998317587,0.9999999998317586,1.154700523343011,2.602929973289853e-08,0.9999999996635173,0.9999999996635167,0.9999999996635167,0.9999999996635165,1.8224486575241133e-16,4.852927899000938e-18,1.8224597911432662e-16,1.8709779365141226e-16,8.869708228862049e-17,-0.005010475765231075,0.948136058235671,1.8224486575241133e-16,0.1682771676030945,0.500009171196127,0.500009171196127,0.16505616573283713,0.49999082880387297,0.49999082880387297,0.1682771676030945,28,3.745837823634946e-09,True,0,111,0.025595405860504128,False,"alpha_e in [0,pi/2),alpha_p~pi/4","[0,pi/2)",GHZ alpha_e boundary regions
electron,gradient_local_minimum_0032,gradient,gradient,gradient,0.00051099895,25.0,5.0,2.4120155719830048,0.1522851689151139,0.0,0.0,3.141592653589793,0.0,1.9487166821387898,3.14116438050674,3.149132338242656,3.141592653589793,2.8019619455970575,3.1042158942479016e-05,0.007539684651617703,0.9999999082910845,20.27059660115202,0.8669786296126432,-3.8935672494256086,0.04394647793878277,0.027337753323011464,3.9899812586995305,0.9693442328054033,3.1415616114308507,179.99822141530564,1.0548206130778226e-07,8.188514781344583,1.0548206130778226e-07,8.188514781344583,False,,gradient,5000001585,0.691513796781288,0.691512645488114,1.0,391130.58312921424,0.9651526252489518,1.0,0.276807948764828,1.4916646964457936e-05,-1.4916646964735492e-05,-0.9999999999999998,-0.9999999997774934,7.730241446957109e-10,1.7092087945458099e-09,2.6224227086970663e-08,0.9999999998887464,0.9999999998887468,0.9999999998887468,1.154700521805569,2.6292176719739017e-08,0.9999999997774931,0.9999999997774929,0.9999999997774929,0.9999999997774929,3.819963386285656e-18,6.084860515917759e-19,4.278458435195223e-18,4.428449437877432e-18,2.0642337162565074e-18,-0.6795014976837572,0.9322602618427548,3.819963386285656e-18,0.16670933108415112,0.49999254167667606,0.4999925416766764,0.16662400852962167,0.500007458323324,0.5000074583233242,0.16670933108415112,32,4.008714810475433e-09,True,0,111,0.030311881351862247,False,"alpha_e in [0,pi/2),alpha_p~pi/4","[0,pi/2)",GHZ alpha_e boundary regions
