selected_observable,selected_observable_label,selected_spin_case,selected_region,cluster_id,size,max_concurrence,best_purity,best_kinematic_point,best_pair_delta_xy,s_min,s_max,theta_in_min,theta_in_max,phi_in_electron_min,phi_in_electron_max,qOut_min,qOut_max,phiOut_min,phiOut_max,Q2_min,Q2_max,xB_min,xB_max,t_min,t_max,W2_min,W2_max,y_min,y_max,theta_e_gamma_deg_min,theta_e_gamma_deg_max,pair_delta_xy_min,pair_delta_xy_max,abs_k_dot_qout_min,abs_k_dot_qout_max,abs_kp_dot_qout_min,abs_kp_dot_qout_max,best_lepton,best_s_regime,best_theta_in_regime,best_qOut_regime,best_electron_mass,best_s,best_sqrt_s,best_pIn,best_pOut,best_theta_in,best_phi_in_electron,best_phi_in_lepton,best_phi_in,best_qOut,best_phiOut,best_Q2,best_xB,best_t,best_W2,best_y,best_theta_e_gamma_deg,best_k_dot_qout,best_kp_dot_qout,best_abs_k_dot_qout,best_abs_kp_dot_qout
C_e_p,C_{l_0p},TxTy,enhanced_region_0,0,21,9.9293861990152943e-01,9.9999999999999989e-01,high_s_high_theta_in_low_Egamma,3.0604731278584492e+00,2.1515843999999998e+01,2.1515843999999998e+01,1.5707949999999999e+00,1.5707949999999999e+00,1.4726215563702159e+00,1.5707963267948966e+00,2.5000000000000000e-01,2.5000000000000000e-01,0.0000000000000000e+00,1.5707963267948966e+00,1.8693134240209016e+01,1.9690182787340667e+01,9.4234506464950596e-01,9.9463038846228391e-01,-1.8520759682992768e+01,-1.7454869054305899e+01,9.8614341926276639e-01,2.0235348692446040e+00,9.5797500400397118e-01,9.6127278103574454e-01,9.6833427957668292e+01,1.8000000000000000e+02,3.0223268365306497e+00,3.1415926535897931e+00,4.8949733155723152e-13,5.0159664566161299e-01,5.8778392426963721e-01,1.1064796492597375e+00,massless,high_s,high_theta_in,low_Egamma,0.0000000000000000e+00,2.1515843999999998e+01,4.6385174355606331e+00,2.2244176384674761e+00,1.9976538260331771e+00,1.5707949999999999e+00,1.4726215563702159e+00,1.4726215563702159e+00,4.6142142099600090e+00,2.5000000000000000e-01,7.8539816339744828e-01,1.9409786356404755e+01,9.7994749902375244e-01,-1.7740166610350428e+01,1.2770231960776510e+00,9.5982581665450739e-01,1.3964780646050889e+02,1.2622988782229438e-01,9.6103976084962006e-01,1.2622988782229438e-01,9.6103976084962006e-01
C_e_p,C_{l_0p},TxTy,enhanced_region_1,1,20,9.9293861987799881e-01,1.0000000000000002e+00,high_s_high_theta_in_low_Egamma,3.0604731278584492e+00,2.1515843999999998e+01,2.1515843999999998e+01,1.5707949999999999e+00,1.5707949999999999e+00,1.5707963267948966e+00,1.6689710972195773e+00,2.5000000000000000e-01,2.5000000000000000e-01,1.6689710972195777e+00,3.1415926535897931e+00,1.8693134240209012e+01,1.9685071241804675e+01,9.4234506464950596e-01,9.9439285513526121e-01,-1.8520759682992768e+01,-1.7454869054305899e+01,9.9084343604329894e-01,2.0235348692446040e+00,9.5797500400397129e-01,9.6127278103574454e-01,9.6833427957668292e+01,1.7500959925752599e+02,3.0223268365306497e+00,3.1305168071152538e+00,2.6777947315889334e-03,5.0159664566161311e-01,5.8778392426963733e-01,1.1041296408678538e+00,massless,high_s,high_theta_in,low_Egamma,0.0000000000000000e+00,2.1515843999999998e+01,4.6385174355606331e+00,2.2244176384674761e+00,1.9976538260331771e+00,1.5707949999999999e+00,1.6689710972195773e+00,1.6689710972195773e+00,4.8105637508093704e+00,2.5000000000000000e-01,2.3561944901923448e+00,1.9409786356404755e+01,9.7994749902375244e-01,-1.7740166610350428e+01,1.2770231960776510e+00,9.5982581665450750e-01,1.3964780646050889e+02,1.2622988782229444e-01,9.6103976084962006e-01,1.2622988782229444e-01,9.6103976084962006e-01
C_e_p,C_{l_0p},TxTy,enhanced_region_2,2,20,9.9293711939217699e-01,1.0000000000000000e+00,high_s_high_theta_in_low_Egamma,3.0623937455043215e+00,2.1515843999999998e+01,2.1515843999999998e+01,1.5707949999999999e+00,1.5707949999999999e+00,1.5707963267948966e+00,1.6689710972195773e+00,2.5000000000000000e-01,2.5000000000000000e-01,3.2397674240144743e+00,4.6142142099600090e+00,1.7541204576446475e+01,1.8588842228084768e+01,8.8349064984613845e-01,9.3687787687118451e-01,-1.9785856780754841e+01,-1.8634215101932423e+01,2.1322667723915214e+00,3.1930709101813783e+00,9.6148793373116392e-01,9.6365833734863504e-01,6.3358759095448072e+00,9.1213695601768791e+01,3.0222348987972731e+00,3.1291855283951255e+00,5.5610440961686924e-01,1.1095310245021490e+00,3.0159037972540426e-03,5.3341797269310620e-01,massless,high_s,high_theta_in,low_Egamma,0.0000000000000000e+00,2.1515843999999998e+01,4.6385174355606331e+00,2.2244176384674761e+00,2.1915955855647962e+00,1.5707949999999999e+00,1.6689710972195773e+00,1.6689710972195773e+00,4.8105637508093704e+00,2.5000000000000000e-01,4.0251655874119221e+00,1.7834902030706569e+01,8.9740275182935836e-01,-1.9453311064701062e+01,2.9188525343658709e+00,9.6306990526615865e-01,4.3912763175342114e+01,9.4932960870435257e-01,1.4012509170710863e-01,9.4932960870435257e-01,1.4012509170710863e-01
C_e_p,C_{l_0p},TxTy,enhanced_region_3,3,19,9.9293711894916925e-01,1.0000000000000000e+00,high_s_high_theta_in_low_Egamma,3.0623937455043215e+00,2.1515843999999998e+01,2.1515843999999998e+01,1.5707949999999999e+00,1.5707949999999999e+00,1.4726215563702159e+00,1.5707963267948966e+00,2.5000000000000000e-01,2.5000000000000000e-01,4.8105637508093704e+00,6.1850105367549055e+00,1.7567032495361552e+01,1.8588842228084772e+01,8.8367591809744106e-01,9.3687787687118451e-01,-1.9785856780754841e+01,-1.8634215101932423e+01,2.1322667723915214e+00,3.1930709101813783e+00,9.6148793373116392e-01,9.6365833734863504e-01,6.3358759095448072e+00,9.1213695601768805e+01,3.0222348987972723e+00,3.1291855283951255e+00,5.5610440961686902e-01,1.1095310245021490e+00,3.0159037972540379e-03,5.3341797269310620e-01,massless,high_s,high_theta_in,low_Egamma,0.0000000000000000e+00,2.1515843999999998e+01,4.6385174355606331e+00,2.2244176384674761e+00,2.1915955855647962e+00,1.5707949999999999e+00,1.4726215563702159e+00,1.4726215563702159e+00,4.6142142099600090e+00,2.5000000000000000e-01,5.3996123733574573e+00,1.7834902030706573e+01,8.9740275182935858e-01,-1.9453311064701062e+01,2.9188525343658709e+00,9.6306990526615854e-01,4.3912763175342100e+01,9.4932960870435257e-01,1.4012509170710849e-01,9.4932960870435257e-01,1.4012509170710849e-01
C_e_p,C_{l_0p},TxTx,enhanced_region_0,0,27,9.9293494634384916e-01,1.0000000000000000e+00,high_s_high_theta_in_low_Egamma,3.1415926535897931e+00,2.1515843999999998e+01,2.1515843999999998e+01,1.5707949999999999e+00,1.5707949999999999e+00,1.5707963267948966e+00,1.5707963267948966e+00,2.5000000000000000e-01,2.5000000000000000e-01,2.9452431127404310e-01,2.8470683423157501e+00,1.8936879473483355e+01,1.9690182787340667e+01,9.5804197065771246e-01,9.9463038846228391e-01,-1.8236324522220869e+01,-1.7477223488821959e+01,9.8614341926276639e-01,1.7091961254129395e+00,9.5785188984765934e-01,9.5931780415794921e-01,1.1330866948543148e+02,1.8000000000000000e+02,3.0293039380839240e+00,3.1415926535897931e+00,4.8949733155723152e-13,3.9467582055159506e-01,7.4495329618289441e-01,1.1064796492597375e+00,massless,high_s,high_theta_in,low_Egamma,0.0000000000000000e+00,2.1515843999999998e+01,4.6385174355606331e+00,2.2244176384674761e+00,1.9629592985194750e+00,1.5707949999999999e+00,1.5707963267948966e+00,1.5707963267948966e+00,4.7123889803846897e+00,2.5000000000000000e-01,1.5707963267948966e+00,1.9690182787340667e+01,9.9463038846228391e-01,-1.7477223488821959e+01,9.8614341926276639e-01,9.5931780415794921e-01,1.8000000000000000e+02,4.8949733155723152e-13,1.1064796492597375e+00,4.8949733155723152e-13,1.1064796492597375e+00
C_e_p,C_{l_0p},TxTx,enhanced_region_1,1,25,9.9293469379375443e-01,1.0000000000000000e+00,high_s_high_theta_in_low_Egamma,3.1291855283951255e+00,2.1515843999999998e+01,2.1515843999999998e+01,1.5707949999999999e+00,1.5707949999999999e+00,1.5707963267948966e+00,1.5707963267948966e+00,2.5000000000000000e-01,2.5000000000000000e-01,3.5342917352885173e+00,5.9886609959055432e+00,1.7572826539345051e+01,1.8320764615305979e+01,8.8367591809744106e-01,9.2573984182127755e-01,-1.9785856780754841e+01,-1.8906210357902616e+01,2.3494824630169346e+00,3.1930709101813783e+00,9.5902321565821469e-01,9.6365833734863504e-01,6.3358759095448072e+00,7.9774551914886572e+01,3.0255360788927286e+00,3.1291855283951255e+00,7.1753299868214304e-01,1.1095310245021490e+00,3.0159037972540379e-03,4.2481012738374407e-01,massless,high_s,high_theta_in,low_Egamma,0.0000000000000000e+00,2.1515843999999998e+01,4.6385174355606331e+00,2.2244176384674761e+00,2.2237119913327503e+00,1.5707949999999999e+00,1.5707963267948966e+00,1.5707963267948966e+00,4.7123889803846897e+00,2.5000000000000000e-01,4.8105637508093704e+00,1.7572826539345051e+01,8.8367591809744106e-01,-1.9785856780754841e+01,3.1930709101813783e+00,9.6365833734863504e-01,6.3358759095448072e+00,1.1095310245021490e+00,3.0159037972540379e-03,1.1095310245021490e+00,3.0159037972540379e-03
C_e_p,C_{l_0p},TxTx,enhanced_region_2,2,14,9.9290647069190430e-01,9.9999999999999978e-01,high_s_high_theta_in_low_Egamma,3.0255360788927286e+00,2.1515843999999998e+01,2.1515843999999998e+01,1.5707949999999999e+00,1.5707949999999999e+00,1.5707963267948966e+00,1.6689710972195773e+00,2.5000000000000000e-01,2.5000000000000000e-01,2.6507188014663878e+00,3.4361169648638361e+00,1.8320764615305979e+01,1.9179308284156846e+01,9.2573984182127778e-01,9.6776373843361907e-01,-1.8906210357902616e+01,-1.7993212051118018e+01,1.5187077783753276e+00,2.3494824630169346e+00,9.5789110255396570e-01,9.6171438696807299e-01,7.9774551914886601e+01,1.2399575611825036e+02,3.0222348987972731e+00,3.0391286297447238e+00,2.4714935318306885e-01,7.1753299868214304e-01,4.2481012738374430e-01,8.4019746970248776e-01,massless,high_s,high_theta_in,low_Egamma,0.0000000000000000e+00,2.1515843999999998e+01,4.6385174355606331e+00,2.2244176384674761e+00,2.1246739718347758e+00,1.5707949999999999e+00,1.5707963267948966e+00,1.5707963267948966e+00,4.7123889803846897e+00,2.5000000000000000e-01,3.4361169648638361e+00,1.8320764615305979e+01,9.2573984182127778e-01,-1.8906210357902616e+01,2.3494824630169346e+00,9.5902321565821447e-01,7.9774551914886601e+01,7.1753299868214304e-01,4.2481012738374430e-01,7.1753299868214304e-01,4.2481012738374430e-01
C_e_p,C_{l_0p},TxTx,enhanced_region_3,3,14,9.9290570572305004e-01,9.9999999999999978e-01,high_s_high_theta_in_low_Egamma,3.0258961545976248e+00,2.1515843999999998e+01,2.1515843999999998e+01,1.5707949999999999e+00,1.5707949999999999e+00,1.4726215563702159e+00,1.5707963267948966e+00,2.5000000000000000e-01,2.5000000000000000e-01,0.0000000000000000e+00,6.1850105367549055e+00,1.8381125090606563e+01,1.9179308284156850e+01,9.2596564565151596e-01,9.6776373843361907e-01,-1.8860694831765947e+01,-1.7993212051118018e+01,1.5187077783753276e+00,2.3494824630169346e+00,9.5789110255396592e-01,9.6194822415310632e-01,7.9774551914886572e+01,1.2399575611825034e+02,3.0222348987972723e+00,3.0391286297447229e+00,2.4714935318306880e-01,6.6459499796351751e-01,4.2481012738374407e-01,8.4019746970248765e-01,massless,high_s,high_theta_in,low_Egamma,0.0000000000000000e+00,2.1515843999999998e+01,4.6385174355606331e+00,2.2244176384674761e+00,2.0610691594533685e+00,1.5707949999999999e+00,1.5707963267948966e+00,1.5707963267948966e+00,4.7123889803846897e+00,2.5000000000000000e-01,1.9634954084936207e-01,1.8835850278097020e+01,9.5289175936900083e-01,-1.8343009717060731e+01,1.8110345142066151e+00,9.5789110255396592e-01,1.0787892109669082e+02,4.4761382127022054e-01,6.9403410178827185e-01,4.4761382127022054e-01,6.9403410178827185e-01
C_e_p,C_{l_0p},LTy,enhanced_region_0,0,18,1.9103255151187158e-10,1.0000000000000000e+00,high_s_high_theta_in_mid_Egamma,2.9613200060601983e+00,2.1515843999999998e+01,2.1515843999999998e+01,1.5707949999999999e+00,1.5707949999999999e+00,6.8722339297276669e-01,2.7488935718910685e+00,1.0000000000000000e+00,1.8000000000000000e+00,6.8722339297276724e-01,2.7488935718910690e+00,1.5585390606954352e+01,1.9152484684667694e+01,8.3992944337696851e-01,9.6635000278939875e-01,-1.0542372827317124e+01,-3.1868069350750128e+00,1.5467670137681346e+00,4.0629222040829802e+00,8.6528017500727883e-01,9.6513359343582461e-01,1.4031923447677875e+02,1.8000000000000000e+02,2.0573438178519048e+00,3.1415926535897931e+00,1.9578227927752323e-12,3.5249581031848720e-12,3.5032518933130632e+00,6.8235869507559999e+00,massless,high_s,high_theta_in,mid_Egamma,0.0000000000000000e+00,2.1515843999999998e+01,4.6385174355606331e+00,2.2244176384674761e+00,1.1758783461108848e+00,1.5707949999999999e+00,1.1780972450961720e+00,1.1780972450961720e+00,4.3196898986859651e+00,1.0000000000000000e+00,1.1780972450961724e+00,1.8777266733229446e+01,9.5739509847232662e-01,-1.0335836307347957e+01,1.7154484452333509e+00,9.5042019666906397e-01,1.6782886186509529e+02,1.9582113708338511e-12,4.2207152129431762e+00,1.9582113708338511e-12,4.2207152129431762e+00
C_e_p,C_{l_0p},LTy,enhanced_region_1,1,22,1.8422453444034707e-10,1.0000000000000002e+00,high_s_high_theta_in_low_Egamma,3.1195311652327806e+00,2.1515843999999998e+01,2.1515843999999998e+01,1.5707949999999999e+00,1.5707949999999999e+00,9.8174770424680702e-02,2.2580197197676632e+00,2.5000000000000000e-01,2.5000000000000000e-01,9.8174770424681035e-02,2.2580197197676637e+00,1.1415502297655511e+01,1.9690182787340667e+01,9.1677640991592169e-01,9.9463038846228391e-01,-1.7477223488821959e+01,-1.0132525789530940e+01,9.8614341926276639e-01,1.9161262096513836e+00,6.0340107129806642e-01,9.5931780415794921e-01,1.0238792605931758e+02,1.8000000000000000e+02,3.0235573267857756e+00,3.1415926535897931e+00,4.8938630925476900e-13,4.8960835385969403e-13,6.4148825406287335e-01,1.1064796492597375e+00,massless,high_s,high_theta_in,low_Egamma,0.0000000000000000e+00,2.1515843999999998e+01,4.6385174355606331e+00,2.2244176384674761e+00,1.9652015809447518e+00,1.5707949999999999e+00,1.7671458676442597e+00,1.7671458676442597e+00,4.9087385212340520e+00,2.5000000000000000e-01,1.7671458676442586e+00,1.9523165090745788e+01,9.9363452428641996e-01,-1.7328976738575701e+01,1.0049143656121540e+00,9.5213391434182715e-01,1.7001403017263394e+02,4.8956325104931864e-13,1.0970941760853923e+00,4.8956325104931864e-13,1.0970941760853923e+00
