optimization_run,start_source,screening_D_W,success,lbfgs_success,lbfgs_status,lbfgs_message,lbfgs_iterations,function_evaluations,lbfgs_function_evaluations,lbfgs_gradient_norm,initial_D_W,lbfgs_D_W,final_D_W,local_search_polls,local_search_moves,local_search_poll_limit_reached,smallest_tested_step,best_neighbor_D_W,local_minimum_verified,initial_u0,initial_u1,initial_u2,initial_u3,initial_u4,initial_u5,initial_u6,initial_u7,final_u0,final_u1,final_u2,final_u3,final_u4,final_u5,final_u6,final_u7
15,latin_hypercube,nan,True,True,0,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,63,3785,1287,45.97220813395599,0.8316796397739828,0.018614122183319422,0.008827322272877351,112,98,False,1e-05,0.00882766154124592,True,0.14072980729936838,0.5274060759033506,0.9994999137435909,0.05612990505092014,0.8692649978100624,0.8864945285520849,0.2832988799164502,0.5293426755526947,0.0035248747016701346,0.7514333364219721,0.9698790190662463,0.07846621212433115,0.9232007574492274,0.9116658191049692,0.43158630468879283,0.6230176137022013
16,latin_hypercube,nan,True,True,0,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,43,2443,801,12.26477141993517,0.5946898979241656,0.001371848561572858,0.0003076176966977916,73,59,False,1e-05,0.00030785483018924253,True,0.32044890875812276,0.5724543982399586,0.23350660013443703,0.4427906529742887,0.06619592594394733,0.4286600731810818,0.1699278633775613,0.6249806289976686,0.4915808851896257,0.8699657254324051,0.3615743237477507,0.46485334733014894,0.4050197007580416,0.822595225278812,0.008595974047336176,0.5126364773196482
17,latin_hypercube,nan,True,False,2,ABNORMAL: ,66,5794,1458,29.827844353942226,0.8696633803675167,0.00416583340686017,0.002770466843226119,194,180,False,1e-05,0.0027706000659372967,True,0.9753887687957093,0.05235332411241906,0.8275118885902759,0.5468876648828676,0.8899033453235843,0.9684550096220509,0.7384978317694271,0.06468431715410224,0.9515215091593257,0.9305200019847688,0.3421736876004262,0.2342082573648005,0.542995436315882,0.9539679944711064,0.9968239287188344,0.5087448753505068
18,latin_hypercube,nan,False,True,0,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,0,11360,9,0.0,1000.0,1000.0,0.005513432160997361,512,499,True,1e-05,0.005512417243570394,False,0.846805864948968,0.30818716233477966,0.46737477503956776,0.8480711690344626,0.39861735176314633,0.7239974554661495,0.39511786867360404,0.3335351693730886,0.2565628493037889,0.6469364106983511,0.5644041034531414,0.7076818283053534,0.29909495226313043,0.6975204746305612,0.44647025095898596,0.03175235033684398
19,latin_hypercube,nan,True,True,0,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,48,2263,1251,1.925725466211362,0.754268154970898,0.00016703393056330534,7.716993438705646e-05,46,32,False,1e-05,7.744654024994605e-05,True,0.4552282414360435,0.583601995791521,0.7166269683669231,0.7687423204669905,0.9142275545464732,0.5015477157218451,0.966255439317621,0.6423336428743188,0.43779904191928337,0.593116186237022,0.7166610797146565,0.7140350768225285,0.8172058873030942,0.4642173169189485,0.9707354434592214,0.5172878679427448
20,latin_hypercube,nan,False,True,0,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,22,11950,585,2.686286815035394,1.1019160721275565,0.2649761047443532,0.010932917767965622,512,504,True,0.0001953125,0.010925170475868669,False,0.7692885983619524,0.513146100216513,0.7976753197286669,0.39310954347438226,0.197245409708964,0.8029530795727572,0.5108491041908918,0.3506303933465126,0.6295410606454934,0.8381297361582863,0.6496353277690134,0.4677515522478905,0.3101622952467792,0.963152763254678,0.5126456130336624,0.0010009397665816742
21,latin_hypercube,nan,True,True,0,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,0,337,9,0.0,1000.0,1000.0,1000.0,14,0,False,1e-05,1000.0,True,0.5092137669679342,0.7644651283156253,0.11738851297099141,0.9378773339164603,0.23567191862282802,0.23044691537528758,0.013381358237716077,0.09407653597659112,0.5092137669679342,0.7644651283156253,0.11738851297099141,0.9378773339164603,0.23567191862282802,0.23044691537528758,0.013381358237716077,0.09407653597659112
22,latin_hypercube,nan,True,True,0,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,69,9441,1179,0.2776978656234152,0.9201887662689883,0.02121299924006106,0.0019357220954333346,373,359,False,1e-05,0.0019357769807725781,True,0.9269350860675336,0.5203557588620594,0.5979923243586968,0.24051666267948169,0.14754202181566684,0.9411766103856487,0.23820123656768455,0.9295283696140242,0.6371403580147466,0.8871285929209773,0.607277680120519,0.42924031712230876,0.9806471994021965,0.6012170576434677,0.4924826583673191,0.9789221330826994
23,latin_hypercube,nan,False,False,1,STOP: TOTAL NO. OF ITERATIONS REACHED LIMIT,80,12454,1053,1.717965403645697,0.5362636200806016,0.013941322307363157,0.0033028832845746372,512,503,True,9.765625e-05,0.003294131382001855,False,0.38056451467816044,0.6856070247976671,0.6541870409326842,0.4654598966602435,0.5312442565376713,0.2233398538146361,0.08473003955041741,0.4234410010331871,0.611441567811838,0.6045341888096675,0.7611805187735872,0.736744247034755,0.2940799602118021,0.9654615058211515,0.020771786575784823,0.48477594014025893
24,latin_hypercube,nan,True,True,0,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,30,6011,1413,42047.82875933089,0.80544878611787,0.33630770530046583,0.014097942102316732,209,195,False,1e-05,0.014098401043839913,True,0.48275554278921656,0.8172322413124027,0.15082737555460257,0.6183107539806671,0.8758000737891516,0.27428135787627217,0.848256898353111,0.7788722586433565,0.2441251449496882,0.6143920866998087,0.5675873649870319,0.7101351636503338,0.7896159639268902,0.17272415116614817,0.5617034267825971,0.9614562016947856
25,latin_hypercube,nan,True,True,0,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,34,12184,792,12.322127238356313,0.9184978864493135,0.07998289298319922,0.00017728379492083364,512,498,True,1e-05,0.0001774784274538454,True,0.08561121755666581,0.6508050876816995,0.33177168111708283,0.010415851272933825,0.19225754862285885,0.4159538073806195,0.7624277935582942,0.3351338304099271,0.535380292704851,0.6486547488101387,0.7570833125986708,0.6972417916910313,0.23623048747024536,0.5597754308883874,0.48193402480802305,0.014340491343076595
26,latin_hypercube,nan,True,True,0,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,21,4245,1044,58662.88202463994,0.8445633841580844,0.10744674809314758,0.000853379973625449,145,131,False,1e-05,0.0008540264620181447,True,0.823732397444138,0.04384413308769218,0.6917258154239017,0.5521842168452857,0.21368590914993307,0.6596829729416251,0.42660965012045876,0.9475691309388067,0.7281188626255655,0.41722339574698897,0.8340528139908143,0.7976894852766423,0.6113073625992853,0.7939573722717937,0.4960610187235261,0.9830041857898763
27,latin_hypercube,nan,True,True,0,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,12,4321,549,39605.31945461828,0.8726722613223703,0.33567001324887247,7.487999897630017e-05,170,156,False,1e-05,7.619801167750761e-05,True,0.3245366941058467,0.3124570455484282,0.762767078077233,0.4035065960056401,0.0005254390741160535,0.5378923015800573,0.5983587344555713,0.03710923813850897,0.4163261752802173,0.6343579540389364,0.6387487604617653,0.7447568177229354,0.1814979760918715,0.7647199921342703,0.9689287249371428,0.4695581965578467
28,latin_hypercube,nan,True,True,0,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,8,1276,585,12698.021216212035,0.8964413037735643,0.16510066748523453,0.14021654056765057,32,18,False,1e-05,0.14021654056765057,True,0.3479013920697058,0.02703784827786694,0.28669832311117466,0.20295011730966303,0.35103118849455567,0.994909836316986,0.10372855331887085,0.516422469808869,0.08383040075870452,0.0,0.6370808425710327,0.686753380192626,0.6022477328338136,0.6902130455781407,0.672060288706361,0.999718952886317
29,latin_hypercube,nan,True,True,0,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,18,3502,1116,33152.41012845377,0.702367451312595,0.18272009300248426,0.001526341256011763,107,93,False,1e-05,0.0015281782544635998,True,0.4871070577520863,0.6768496850775682,0.13157412327204235,0.5047241841055495,0.5488694029270882,0.27959813735389843,0.6033749503250994,0.26753886730283294,0.5181267256154067,0.5885080270973538,0.7118615953045464,0.7738996567047258,0.6693935635747775,0.26453516320252063,0.5251697777353618,0.02803670404930689
30,latin_hypercube,nan,True,True,0,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,0,337,9,0.0,1000.0,1000.0,1000.0,14,0,False,1e-05,1000.0,True,0.04441691476587753,0.28548305110140804,0.19984776288852799,0.858034752888374,0.539997307920244,0.7492465529940064,0.6285313413267001,0.6190991030796149,0.04441691476587753,0.28548305110140804,0.19984776288852799,0.858034752888374,0.539997307920244,0.7492465529940064,0.6285313413267001,0.6190991030796149
31,latin_hypercube,nan,True,True,0,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,0,337,9,0.0,1000.0,1000.0,1000.0,14,0,False,1e-05,1000.0,True,0.30405634373641455,0.8526268289887236,0.7194674874460566,0.9190813941851765,0.8642215838828804,0.37277987228514026,0.39753438016034737,0.8076206592095301,0.30405634373641455,0.8526268289887236,0.7194674874460566,0.9190813941851765,0.8642215838828804,0.37277987228514026,0.39753438016034737,0.8076206592095301
32,latin_hypercube,nan,True,False,2,ABNORMAL: ,30,7601,3267,141383303.84952372,1.039070120466465,0.26907101690524293,0.01246118299846248,199,185,False,1e-05,0.01246118299846248,True,0.25701581640017357,0.23536442799890475,0.1382267824552971,0.011050605174794089,0.8170952999253454,0.14218627883727428,0.40382068508149876,0.3030055020796127,0.03568249190915382,0.0,0.47057498353494515,0.7124672631319086,0.1940265877475119,0.9999984619431208,0.3679900423669589,0.3678998207170733
33,latin_hypercube,nan,True,True,0,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,74,4344,1260,17.01232114388778,1.1353559610849155,0.006798692404362521,0.001281197079616182,137,123,False,1e-05,0.00128120963340505,True,0.7559005347401636,0.6972185966392556,0.8244163410792431,0.5927223145934625,0.2866133970018992,0.5555462139963016,0.005113747350337272,0.961555050607291,0.921780653911974,0.9568417918881726,0.24057222987068594,0.2828149253167543,0.4812494736380876,0.8809966176702566,0.001978358407172618,0.5025507661676455
34,latin_hypercube,nan,True,False,2,ABNORMAL: ,64,1896,1377,5.0907536264293505,0.8310634357018677,0.0025186373307319048,0.002421495770213185,25,11,False,1e-05,0.002421579532673711,True,0.28383881826238144,0.73089123773938,0.39019523490825053,0.1975177683421516,0.03283578799971945,0.2520497245480026,0.25999638099835704,0.7915663910139988,0.8224464555533991,0.7920494947403994,0.7545939075451367,0.6943668804610647,0.9999281221811587,0.3706957934162921,0.49056259206089936,0.9714148428529878
35,latin_hypercube,nan,True,True,0,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,61,1856,1323,78.73374539843476,1.098471255835328,0.0017162364123224606,0.0011813321824700803,24,10,False,1e-05,0.0011844667611059121,True,0.9619154581696434,0.24333503210293603,0.009549658451377303,0.07039944494185463,0.25384214915198205,0.10165203887174339,0.9469710768285138,0.047996335394745286,0.9478897476827188,0.9568894529680513,0.6226824466976006,0.11758415351562751,0.5712310978975448,0.2519025536742047,0.4981008834415184,0.004861291242214929
36,latin_hypercube,nan,True,True,0,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,22,1512,1008,0.34092857912937935,0.8186314900940275,0.3974939982372469,0.3974874192537497,26,12,False,1e-05,0.3974874765250339,True,0.4119448216291576,0.17929676176708925,0.6842664489822766,0.5513868504108606,0.18909919482288454,0.6558178223414212,0.11167984153230899,0.30850251500051035,0.263831261570987,0.22233813407799,0.5683907243494712,0.6953485486237274,0.5253921977933288,0.4985003582306593,0.3932128637980988,0.07105279881581741
37,latin_hypercube,nan,False,False,2,ABNORMAL: ,6,12684,1017,141366798.8671921,1.0365919526096967,0.38577886585892474,0.00799210440407756,512,505,True,0.000390625,0.007983604564757005,False,0.21080065964611344,0.8000913435705436,0.46346603855898794,0.3405156346335766,0.5975281008441518,0.25975215774157284,0.2914396785582181,0.5273708309916373,0.043490776854302624,0.004260375483581455,0.5757090765160545,0.7100601100005867,0.1900115317591429,0.5005416510945456,0.10762850930866034,0.12716797634202376
38,latin_hypercube,nan,True,True,0,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,28,7357,585,4.317417381366141,0.8878479370168267,0.0110198793581638,0.007864340954290212,305,291,False,1e-05,0.007864458124750543,True,0.44241576160044577,0.6934999019446411,0.9165668802210516,0.7365235086598504,0.39597436701271227,0.23828082862208386,0.43364878061603424,0.91515442648811,0.48094627019512143,0.8341896744980313,0.585889467001565,0.4202408243856412,0.2979591675350319,0.638018871609159,0.482832792787397,0.999938793546559
39,latin_hypercube,nan,True,True,0,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,12,1780,531,9.791438190227547,0.7190491649966037,0.27588006387947933,0.21817174175707213,55,41,False,1e-05,0.21817174516114632,True,0.09858342445724214,0.16154999384203128,0.48238708622175075,0.46392793295442164,0.20517804167721967,0.15117274429024738,0.3716244722456402,0.14709362680718804,0.023648466380614533,0.3435309539706151,0.5890470397873889,0.7513742423085634,0.5336785682948184,0.2669387254746334,0.0006429805877468553,0.11933017827539899
40,latin_hypercube,nan,False,True,0,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,14,11616,234,1.5569702146665254,0.895661242024068,0.33708359294516094,0.004893805083063734,512,503,True,9.765625e-05,0.004890798322775994,False,0.8322643605982469,0.5192242962558079,0.5169819780914054,0.6570703284544479,0.7065268574712354,0.8360625872674109,0.5129885197892872,0.8122253226130024,0.3102650804378019,0.5396340450946094,0.6925266737919984,0.7280711313181648,0.6630665064866144,0.031476639396873625,0.5390951016046232,0.9757824819580051
41,latin_hypercube,nan,True,True,0,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,0,1172,9,0.0,1000.0,1000.0,0.7078794134547345,51,37,False,1e-05,0.7078794135850306,True,0.5029452817167667,0.7551895409922699,0.24359957498759732,0.8883036988993239,0.7963250095643711,0.17754940351163637,0.1127819815513006,0.3756597536286718,0.47736374081904237,0.7424543576339145,0.2603352597888657,0.8960610326514729,0.8017646073870784,0.20451211189826815,0.13458890142116126,0.4108158145889804
42,latin_hypercube,nan,False,True,0,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,36,11875,531,0.5932842839442645,0.91750170268699,0.02586306381358704,0.016865450501717075,512,503,True,9.765625e-05,0.01686416185706651,False,0.1357053414389473,0.9400549960579406,0.13737819206799662,0.15739518535369668,0.601856887854143,0.2863798655561516,0.5995711870706567,0.955483244258054,0.0005894781957207476,0.7805592340115898,0.20169451795394558,0.22298058580318933,0.6253911782623314,0.12357227093156817,0.02363262523224137,0.9366100323332149
43,latin_hypercube,nan,True,False,2,ABNORMAL: ,44,1591,1206,4.932248049895412,0.7292040277779365,0.001498151219680517,0.0014690943849139833,19,5,False,1e-05,0.0014701189727482165,True,0.1752594609188571,0.29696789914616395,0.7089346830406225,0.5963595635353283,0.1486331627065834,0.7414382123487466,0.1298545409617245,0.6908091518156242,0.4899394073692293,0.6881278655585651,0.6572954170146817,0.6942935850253573,0.15607598507147707,0.7525766135551452,0.475910861707203,0.9735261889818639
44,latin_hypercube,nan,True,False,2,ABNORMAL: ,28,1426,1206,12.994003057608024,1.0593713745549633,0.007335709445235717,0.007335709445235717,14,0,False,1e-05,0.007342706503969279,True,0.42542118529755407,0.9145992833948356,0.25771650671823226,0.5546855645338475,0.8155935562500511,0.38511921770287316,0.5820180540854579,0.4205658339879519,0.05927436075426451,0.5952734781599163,0.7539249509754308,0.6304690489099477,0.1136898290323748,0.6767552061900796,0.6382730436209597,0.14061214082647866
45,latin_hypercube,nan,True,True,0,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,53,1595,999,4.916628886569551,1.0335681037596287,0.004196151483408275,0.00406099682243516,28,14,False,1e-05,0.00406103124343231,True,0.5927923310108404,0.9370498252088475,0.5217557563245077,0.6380862383020729,0.5367588316288918,0.9100650914018168,0.9871662142239782,0.8542105051088796,0.9998851616360336,0.99998779296875,0.818905472668005,0.7732271369617065,0.255962634296872,0.8126589659572084,0.9999661617030839,0.516903449447983
46,latin_hypercube,nan,True,True,0,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,18,2441,882,0.6064427448891487,0.7022006762270584,0.2267430042013301,0.1061790681933559,71,57,False,1e-05,0.10618077899746095,True,0.2239128388286949,0.4303226007049124,0.07043723052366002,0.42581436860923444,0.11727878321546566,0.05313726860920641,0.724918297917174,0.23542560725163875,0.08762844187951123,0.7097542157670872,0.6550817260645089,0.6856745441580879,0.45971619014735793,0.11123215489900781,0.9241804816373607,0.4846468057568582
47,latin_hypercube,nan,True,True,0,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,0,337,9,0.0,1000.0,1000.0,1000.0,14,0,False,1e-05,1000.0,True,0.1452102405069928,0.4576184918013467,0.32910702731297564,0.9223429060271654,0.3526945665492951,0.9595964010003427,0.4969138313946381,0.4965224325446481,0.1452102405069928,0.4576184918013467,0.32910702731297564,0.9223429060271654,0.3526945665492951,0.9595964010003427,0.4969138313946381,0.4965224325446481
48,latin_hypercube,nan,True,False,2,ABNORMAL: ,18,4325,1485,99969494.31068082,0.9252283991931803,0.3050568977415408,0.019154549906778912,128,114,False,1e-05,0.019154552109771527,True,0.2543379538447417,0.12679066037876147,0.09383807402902207,0.3062582396939565,0.3402546504253616,0.39182970745481455,0.03292913770405874,0.29414042967441023,0.03169943126094941,0.45098027642346655,0.4171339425341052,0.7249227181188687,0.729728600314637,0.4939226757660994,0.14345035252979194,0.13281347926565343
49,latin_hypercube,nan,False,False,1,STOP: TOTAL NO. OF ITERATIONS REACHED LIMIT,80,12608,1107,10.283641889500057,0.9269935590648029,0.06363019344243723,0.02885502437850607,512,505,True,0.000390625,0.028845620356296113,False,0.6220902453768331,0.9746248137386271,0.6431680053724679,0.2697058612340326,0.9519464210699305,0.9528882654004781,0.34181150218509626,0.8356396384328846,0.988613995943579,0.9987532975034785,0.7944761806392784,0.6354321906479076,0.7649275156314678,0.9981806124969244,0.5035723059218018,0.013478820803201742
50,latin_hypercube,nan,True,False,2,ABNORMAL: ,16,5674,1026,1.6202083465273973,1.1257316324075566,0.17525068934737462,0.02099299546883337,209,195,False,1e-05,0.020993284219287752,True,0.5946004093786535,0.8479054470639582,0.9195596462685012,0.5943839102306427,0.7934881438045256,0.3953798035984489,0.04645046449009628,0.04050208456987902,0.25675070366898073,0.5612210393986397,0.6175991306174403,0.7141167244141804,0.7286360783598322,0.36389517463697113,0.437941347340709,0.03963919255281652
51,latin_hypercube,nan,True,True,0,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,11,1624,882,2.692924820274918,0.7832061227208259,0.48395706621600204,0.41614635919323956,34,20,False,1e-05,0.41614836670071387,True,0.4183050858719638,0.1250933718861314,0.34129120393402196,0.6972127291734476,0.08959427173694554,0.05571869346603857,0.7821546401708244,0.370937926832613,0.20452297223393376,0.22736710631560694,0.6362882392096122,0.7010602025943427,0.8787032588596567,0.06928649516306011,0.9051059426650808,0.4519474740884449
