objective_name,objective_file_tag,local_minimum_index,local_minimum_id,selection_absolute_threshold,contour_delta,configured_direction_count,target_success_count,previous_success_count,added_success_count,previous_output_variant,initial_success_count,attempted_direction_count,replacement_direction_count,contour_point_count,domain_boundary_point_count,center_u0,center_u1,center_u2,center_u3,center_u4,center_u5,center_u6,center_u7,record_type,contour_sample_id,u0,u1,u2,u3,u4,u5,u6,u7,sqrt_s,theta_p_out,theta_gamma_out,qOut,phi_p_out,phi_gamma_out,alpha_e,alpha_p
D_W,dw,24,24,0.01,0.02,512,512,0,512,,512,512,0,512,0,0.5342451918620215,0.4839007283168124,0.41824298387871867,0.45954921751356637,0.5960141386902912,0.38595809941151543,0.5068801241888049,0.9898398646317075,minimum,,,,,,,,,,,,,,,,,
D_W,dw,24,24,0.01,0.02,512,512,0,512,,512,512,0,512,0,0.5342451918620215,0.4839007283168124,0.41824298387871867,0.45954921751356637,0.5960141386902912,0.38595809941151543,0.5068801241888049,0.9898398646317075,sample,0,0.5352718031901464,0.4839007283168124,0.41824298387871867,0.45954921751356637,0.5960141386902912,0.38595809941151543,0.5068801241888049,0.9898398646317075,3.4579409494189077,2.6987666548384586,2.401321240770899,0.7451315242436708,5.854993260013711,1.9695291002203024,1.5924108744022314,3.1096736469572877
D_W,dw,24,24,0.01,0.02,512,512,0,512,,512,512,0,512,0,0.5342451918620215,0.4839007283168124,0.41824298387871867,0.45954921751356637,0.5960141386902912,0.38595809941151543,0.5068801241888049,0.9898398646317075,sample,1,0.5342451918620215,0.48500134477189055,0.41824298387871867,0.45954921751356637,0.5960141386902912,0.38595809941151543,0.5068801241888049,0.9898398646317075,3.4551750356203534,2.7127023899544556,2.401321240770899,0.7451315242436708,5.870373372063185,1.9695291002203024,1.5924108744022314,3.1096736469572877
D_W,dw,24,24,0.01,0.02,512,512,0,512,,512,512,0,512,0,0.5342451918620215,0.4839007283168124,0.41824298387871867,0.45954921751356637,0.5960141386902912,0.38595809941151543,0.5068801241888049,0.9898398646317075,sample,2,0.5342451918620215,0.4839007283168124,0.4207332182537187,0.45954921751356637,0.5960141386902912,0.38595809941151543,0.5068801241888049,0.9898398646317075,3.414411068580379,2.696200762166564,2.401321240770899,0.7451315242436708,5.843727999667999,1.9695291002203024,1.5924108744022314,3.1096736469572877
D_W,dw,24,24,0.01,0.02,512,512,0,512,,512,512,0,512,0,0.5342451918620215,0.4839007283168124,0.41824298387871867,0.45954921751356637,0.5960141386902912,0.38595809941151543,0.5068801241888049,0.9898398646317075,sample,3,0.5342451918620215,0.4839007283168124,0.41824298387871867,0.47155422239637884,0.5960141386902912,0.38595809941151543,0.5068801241888049,0.9898398646317075,3.4482903812047994,2.7081094351222967,2.42101407481126,0.732102973063595,5.843727999667999,1.858824427871241,1.5924108744022314,3.1096736469572877
D_W,dw,24,24,0.01,0.02,512,512,0,512,,512,512,0,512,0,0.5342451918620215,0.4839007283168124,0.41824298387871867,0.45954921751356637,0.5960141386902912,0.38595809941151543,0.5068801241888049,0.9898398646317075,sample,4,0.5342451918620215,0.4839007283168124,0.41824298387871867,0.45954921751356637,0.6014505400574787,0.38595809941151543,0.5068801241888049,0.9898398646317075,3.4765250473925686,2.7081094351222967,2.377799748748105,0.7617090350295275,5.843727999667999,1.9502023677202598,1.5924108744022314,3.1096736469572877
D_W,dw,24,24,0.01,0.02,512,512,0,512,,512,512,0,512,0,0.5342451918620215,0.4839007283168124,0.41824298387871867,0.45954921751356637,0.5960141386902912,0.38595809941151543,0.5068801241888049,0.9898398646317075,sample,5,0.5342451918620215,0.4839007283168124,0.41824298387871867,0.45954921751356637,0.5960141386902912,0.3951222229466717,0.5068801241888049,0.9898398646317075,3.3791882748345623,2.7081094351222967,2.3594974636921635,0.7131182947204091,5.843727999667999,1.9695291002203024,1.5924108744022314,3.1096736469572877
D_W,dw,24,24,0.01,0.02,512,512,0,512,,512,512,0,512,0,0.5342451918620215,0.4839007283168124,0.41824298387871867,0.45954921751356637,0.5960141386902912,0.38595809941151543,0.5068801241888049,0.9898398646317075,sample,6,0.5342451918620215,0.4839007283168124,0.41824298387871867,0.45954921751356637,0.5960141386902912,0.38595809941151543,0.5071447115911486,0.9898398646317075,3.454089284620084,2.7081094351222967,2.401321240770899,0.7451315242436708,5.843727999667999,1.9695291002203024,1.5932421002416668,3.1096736469572877
D_W,dw,24,24,0.01,0.02,512,512,0,512,,512,512,0,512,0,0.5342451918620215,0.4839007283168124,0.41824298387871867,0.45954921751356637,0.5960141386902912,0.38595809941151543,0.5068801241888049,0.9898398646317075,sample,7,0.5342451918620215,0.4839007283168124,0.41824298387871867,0.45954921751356637,0.5960141386902912,0.38595809941151543,0.5068801241888049,0.9912386378250668,3.454089284620084,2.7081094351222967,2.401321240770899,0.7451315242436708,5.843727999667999,1.9695291002203024,1.5924108744022314,3.1140680225455837
D_W,dw,24,24,0.01,0.02,512,512,0,512,,512,512,0,512,0,0.5342451918620215,0.4839007283168124,0.41824298387871867,0.45954921751356637,0.5960141386902912,0.38595809941151543,0.5068801241888049,0.9898398646317075,sample,8,0.533268019010459,0.4839007283168124,0.41824298387871867,0.45954921751356637,0.5960141386902912,0.38595809941151543,0.5068801241888049,0.9898398646317075,3.450561903561817,2.7170304839188946,2.401321240770899,0.7451315242436708,5.832479090207428,1.9695291002203024,1.5924108744022314,3.1096736469572877
