objective_name,objective_file_tag,local_minimum_index,local_minimum_id,selection_absolute_threshold,contour_delta,configured_direction_count,target_success_count,previous_success_count,added_success_count,previous_output_variant,initial_success_count,attempted_direction_count,replacement_direction_count,contour_point_count,domain_boundary_point_count,center_u0,center_u1,center_u2,center_u3,center_u4,center_u5,center_u6,center_u7,record_type,contour_sample_id,u0,u1,u2,u3,u4,u5,u6,u7,sqrt_s,theta_p_out,theta_gamma_out,qOut,phi_p_out,phi_gamma_out,alpha_e,alpha_p
D_W,dw,129,129,0.01,0.02,512,512,0,512,,512,512,0,512,0,0.4802780338050039,0.4556523322949244,0.46996132711413213,0.4873414706849232,0.630817963501211,0.46607847394607194,0.4630966017063678,0.02830514125594528,minimum,,,,,,,,,,,,,,,,,
D_W,dw,129,129,0.01,0.02,512,512,0,512,,512,512,0,512,0,0.4802780338050039,0.4556523322949244,0.46996132711413213,0.4873414706849232,0.630817963501211,0.46607847394607194,0.4630966017063678,0.02830514125594528,sample,0,0.4822630496741445,0.4556523322949244,0.46996132711413213,0.4873414706849232,0.630817963501211,0.46607847394607194,0.4630966017063678,0.02830514125594528,2.3037825472680824,2.132201982771213,1.8233817675006807,0.6547684219474217,4.3319237513176185,1.667260456600112,1.4548608818231235,0.08892322382849907
D_W,dw,129,129,0.01,0.02,512,512,0,512,,512,512,0,512,0,0.4802780338050039,0.4556523322949244,0.46996132711413213,0.4873414706849232,0.630817963501211,0.46607847394607194,0.4630966017063678,0.02830514125594528,sample,1,0.4802780338050039,0.4571936225781275,0.46996132711413213,0.4873414706849232,0.630817963501211,0.46607847394607194,0.4630966017063678,0.02830514125594528,2.315180861281886,2.1382221207544907,1.8233817675006807,0.6547684219474217,4.28065206145957,1.667260456600112,1.4548608818231235,0.08892322382849907
D_W,dw,129,129,0.01,0.02,512,512,0,512,,512,512,0,512,0,0.4802780338050039,0.4556523322949244,0.46996132711413213,0.4873414706849232,0.630817963501211,0.46607847394607194,0.4630966017063678,0.02830514125594528,sample,2,0.4802780338050039,0.4556523322949244,0.4717435536766321,0.4873414706849232,0.630817963501211,0.46607847394607194,0.4630966017063678,0.02830514125594528,2.296664379582798,2.0980127172714473,1.8233817675006807,0.6547684219474217,4.293940757176036,1.667260456600112,1.4548608818231235,0.08892322382849907
D_W,dw,129,129,0.01,0.02,512,512,0,512,,512,512,0,512,0,0.4802780338050039,0.4556523322949244,0.46996132711413213,0.4873414706849232,0.630817963501211,0.46607847394607194,0.4630966017063678,0.02830514125594528,sample,3,0.4802780338050039,0.4556523322949244,0.46996132711413213,0.4957389926575794,0.630817963501211,0.46607847394607194,0.4630966017063678,0.02830514125594528,2.29607816873836,2.125000069898919,1.824382875765292,0.6522388484891564,4.293940757176036,1.6033568505902502,1.4548608818231235,0.08892322382849907
D_W,dw,129,129,0.01,0.02,512,512,0,512,,512,512,0,512,0,0.4802780338050039,0.4556523322949244,0.46996132711413213,0.4873414706849232,0.630817963501211,0.46607847394607194,0.4630966017063678,0.02830514125594528,sample,4,0.4802780338050039,0.4556523322949244,0.46996132711413213,0.4873414706849232,0.6389548653566798,0.46607847394607194,0.4630966017063678,0.02830514125594528,2.368163398756772,2.125000069898919,1.8092820444971929,0.6926765152924179,4.293940757176036,1.6616437070020453,1.4548608818231235,0.08892322382849907
D_W,dw,129,129,0.01,0.02,512,512,0,512,,512,512,0,512,0,0.4802780338050039,0.4556523322949244,0.46996132711413213,0.4873414706849232,0.630817963501211,0.46607847394607194,0.4630966017063678,0.02830514125594528,sample,5,0.4802780338050039,0.4556523322949244,0.46996132711413213,0.4873414706849232,0.630817963501211,0.4729435557331813,0.4630966017063678,0.02830514125594528,2.2815596596753585,2.125000069898919,1.773823556491373,0.6472871603513534,4.293940757176036,1.667260456600112,1.4548608818231235,0.08892322382849907
D_W,dw,129,129,0.01,0.02,512,512,0,512,,512,512,0,512,0,0.4802780338050039,0.4556523322949244,0.46996132711413213,0.4873414706849232,0.630817963501211,0.46607847394607194,0.4630966017063678,0.02830514125594528,sample,6,0.4802780338050039,0.4556523322949244,0.46996132711413213,0.4873414706849232,0.630817963501211,0.46607847394607194,0.4646266004856647,0.02830514125594528,2.31599610503799,2.125000069898919,1.8233817675006807,0.6547684219474217,4.293940757176036,1.667260456600112,1.459667514748164,0.08892322382849907
D_W,dw,129,129,0.01,0.02,512,512,0,512,,512,512,0,512,0,0.4802780338050039,0.4556523322949244,0.46996132711413213,0.4873414706849232,0.630817963501211,0.46607847394607194,0.4630966017063678,0.02830514125594528,sample,7,0.4802780338050039,0.4556523322949244,0.46996132711413213,0.4873414706849232,0.630817963501211,0.46607847394607194,0.4630966017063678,0.030630733296960908,2.31599610503799,2.125000069898919,1.8233817675006807,0.6547684219474217,4.293940757176036,1.667260456600112,1.4548608818231235,0.09622928669980065
D_W,dw,129,129,0.01,0.02,512,512,0,512,,512,512,0,512,0,0.4802780338050039,0.4556523322949244,0.46996132711413213,0.4873414706849232,0.630817963501211,0.46607847394607194,0.4630966017063678,0.02830514125594528,sample,8,0.47816606481086327,0.4556523322949244,0.46996132711413213,0.4873414706849232,0.630817963501211,0.46607847394607194,0.4630966017063678,0.02830514125594528,2.3299779821198987,2.1168491558023774,1.8233817675006807,0.6547684219474217,4.254891676653239,1.667260456600112,1.4548608818231235,0.08892322382849907
