canonical_index,state,lepton,retained_component_count,polarization_cluster_number,detail_id,selected_observable,selected_concurrence,selected_purity,alpha_e,alpha_p,sqrt_s,qOut,theta_p_out,theta_gamma_out,phi_p_out,phi_gamma_out,helicity_mechanism,full_chain_flip_to_conserving_ratio,helicity_flip_fraction,helicity_conserving_fraction,full_chain_longitudinal_to_transverse_ratio,virtual_photon_transverse_fraction,virtual_photon_longitudinal_fraction,helicity_interference_relative,virtual_photon_interference_relative
1,GHZ,electron,2,2,dghz_mixing_angles_polarization_02_local_minimum_0,dGHZ,2.2283461909263584e-08,1.0,0.7579927998177342,2.383595906448016,4.97052844768254,2.166671790035045,1.3011077852574285e-07,3.141592653589793,1.7421834669259215,3.7462699374552453,helicity_flipping,9.889984141263916e+22,1.0,1.0111239671535029e-23,6.1737321651295635e-18,1.0,6.1737321651295635e-18,-2.423191408755274e-14,-3.2830720291942734e-11
2,GHZ,electron,2,2,dghz_mixing_angles_polarization_02_local_minimum_3,dGHZ,2.324334173144766e-08,1.0,0.8268566707627577,2.3147292387221077,4.999963413125502,1.1499748813214048,3.141592653589793,3.141592653589793,2.9810646762754267,2.6999542560048355,helicity_flipping,5.267928079358616e+23,1.0,1.8982795226804854e-24,3.6536407753978004e-34,1.0,3.6536407753978004e-34,-9.534133512479123e-14,4.6608464534199556e-20
3,GHZ,electron,2,2,dghz_mixing_angles_polarization_02_local_minimum_4,dGHZ,2.367139493067438e-08,0.9999999999999998,0.8123203648602715,2.3831047457203134,5.0,0.12059598552424938,3.141592653589793,0.0,0.0,0.43763543917635883,helicity_flipping,3.932455640654265e+21,1.0,2.542940318669747e-22,3.4084050723418974e-28,1.0,3.4084050723418974e-28,-2.607056690214991e-14,-2.607733958850679e-14
4,GHZ,electron,2,2,dghz_mixing_angles_polarization_02_local_minimum_6,dGHZ,2.393293392547712e-08,1.0,0.8104084500755008,2.331173038386661,4.997364013667106,2.0299570021708746,0.14692582569777152,3.141592653589793,0.02858377007693308,0.8917557455504203,helicity_flipping,5.210136571355479e+16,1.0,1.9193354844052353e-17,6.043782472265613e-12,0.9999999999939562,6.043782472229086e-12,-2.527422389539934e-10,-1.727844933093153e-07
5,GHZ,electron,2,2,dghz_mixing_angles_polarization_02_local_minimum_7,dGHZ,2.4114924757736163e-08,1.0,0.7879649667514662,2.353658433114927,4.999934983071986,2.0372390294250966,7.540419555792885e-07,3.141592653589793,1.4284833338814458,5.611485300963248,helicity_flipping,1.0213965601635515e+24,1.0,9.790516622063762e-25,8.520940883487451e-20,1.0,8.520940883487451e-20,4.19987345989416e-16,-3.005643194780142e-13
6,GHZ,electron,2,2,dghz_mixing_angles_polarization_02_local_minimum_14,dGHZ,2.4676752957090714e-08,1.0,0.7530840269863363,2.3238894338356615,4.962634102156979,0.17693717890026178,3.141592653589793,0.0,0.22518310360942095,3.9353160716167888,helicity_flipping,8.9602515677064e+21,1.0,1.116040093789437e-22,1.9461340573472427e-25,1.0,1.9461340573472427e-25,6.225783269241713e-13,6.225835496699816e-13
7,GHZ,electron,2,2,dghz_mixing_angles_polarization_02_local_minimum_21,dGHZ,2.5599617835765438e-08,0.9999999999999997,0.8892142713471153,2.252364466094214,5.0,1.8499453611772547,3.141533069830515,3.141592653589793,0.6150317187371837,4.374447586589985,helicity_flipping,9.753917412400867e+17,1.0,1.025229103056201e-18,1.1539445631904126e-13,0.9999999999998846,1.1539445631902793e-13,-2.042140934078757e-10,-8.084479573014235e-08
8,GHZ,electron,2,2,dghz_mixing_angles_polarization_02_local_minimum_26,dGHZ,2.59712095268054e-08,1.0,0.7742316771243268,2.3673691589329473,4.997286794696405,2.032857423675414,0.009798742779729834,3.141592653589793,4.436383543776653,6.385064676930254e-05,helicity_flipping,8.650785554772024e+16,1.0,1.155964384585133e-17,3.699495453791519e-12,0.9999999999963005,3.6994954537778336e-12,-2.3881121206834373e-11,-1.5960342909044092e-08
9,GHZ,electron,2,2,dghz_mixing_angles_polarization_02_local_minimum_31,dGHZ,2.6257245772614148e-08,1.0000000000000002,0.72294087364388,2.418640653899002,4.999823902929661,1.9594513009633048,3.140934696428115,3.141592653589793,0.014477328650848638,3.7429799748546633,helicity_flipping,4.544764207207507e+16,1.0,2.2003341744641175e-17,4.667574760373408e-12,0.9999999999953324,4.667574760351621e-12,6.869579306530635e-10,3.8164876387987294e-07
10,GHZ,electron,2,2,dghz_mixing_angles_polarization_02_local_minimum_33,dGHZ,2.6331935027068843e-08,1.0,0.791166210783884,2.3504057108215783,4.993396508011479,2.0330104198409225,0.007326398523441268,3.141592653589793,2.5112839679801597,6.1575470752025065,helicity_flipping,5.611549470376551e+16,1.0,1.782038998816662e-17,5.773244573738798e-12,0.9999999999942267,5.7732445737054676e-12,4.5560977256140726e-11,3.2581132005118125e-08
