canonical_index,state,lepton,retained_component_count,polarization_cluster_number,detail_id,selected_observable,selected_concurrence,selected_purity,alpha_e,alpha_p,sqrt_s,qOut,theta_p_out,theta_gamma_out,phi_p_out,phi_gamma_out,helicity_mechanism,full_chain_flip_to_conserving_ratio,helicity_flip_fraction,helicity_conserving_fraction,full_chain_longitudinal_to_transverse_ratio,virtual_photon_transverse_fraction,virtual_photon_longitudinal_fraction,helicity_interference_relative,virtual_photon_interference_relative
14,GHZ,electron,2,1,dghz_mixing_angles_polarization_01_local_minimum_47,dGHZ,2.666898402041265e-08,1.0,0.7759645626213365,0.7759510165550907,5.0,2.0411458761845243,0.00015339807878856412,3.141592653589793,5.835084914686173,1.612180747461698,helicity_flipping,3.473757597232665e+19,1.0,2.878727061429503e-20,9.531607023982426e-15,0.9999999999999906,9.531607023982336e-15,3.3203892304555717e-12,-2.346175203348207e-09
15,GHZ,electron,2,1,dghz_mixing_angles_polarization_01_local_minimum_57,dGHZ,2.7217623631025366e-08,1.0,0.8462082084833705,0.8462025665914293,5.0,2.0663636668403833,0.0004050733654647387,3.141592653589793,5.491386302214705,2.2810901112349438,helicity_flipping,3.7253644095191584e+17,1.0,2.6843011584176067e-18,1.0142676403680175e-12,0.9999999999989858,1.0142676403669887e-12,-1.5888012365489145e-10,1.2153796148019952e-07
16,GHZ,electron,2,1,dghz_mixing_angles_polarization_01_local_minimum_58,dGHZ,2.725801390086678e-08,1.0,1.0707816015915725,1.0707773463005341,5.0,0.9284103387468653,3.141592653589793,3.141592653589793,3.314720266634147,3.878889417056776,helicity_flipping,1.7583367495024966e+23,1.0,5.6871927421350875e-24,3.221638582356895e-28,1.0,3.221638582356895e-28,-8.780956304076199e-13,-2.7619074397800476e-18
17,GHZ,electron,2,1,dghz_mixing_angles_polarization_01_local_minimum_61,dGHZ,2.7516278282308457e-08,0.9999999999999997,0.8809307853991818,0.8809114494304293,4.9990349245870975,2.0644350947112486,0.00015339807878856412,3.141592653589793,0.00031441573615169973,3.075241808700263,helicity_flipping,2.7530622880011377e+18,1.0,3.632318834042983e-19,1.3522287779469036e-13,0.9999999999998648,1.3522287779467206e-13,-1.2981025865073577e-10,9.877754014769209e-08
18,GHZ,electron,2,1,dghz_mixing_angles_polarization_01_local_minimum_65,dGHZ,2.783290874004366e-08,1.0000000000000004,0.5734809023968297,0.5734677142245177,4.999999658427877,2.0672424855444063,2.177553105451343e-06,3.141592653589793,3.1799959351674167,2.241283496221508,helicity_flipping,1.047867714080191e+22,1.0,9.543189341202206e-23,3.6787209683919736e-17,1.0,3.6787209683919736e-17,-4.547066627177854e-12,3.524975743216235e-09
19,GHZ,electron,2,1,dghz_mixing_angles_polarization_01_local_minimum_69,dGHZ,2.834833120860681e-08,1.0,0.8215848154560721,0.8215632451448505,4.9119423508419455,2.0256027605526308,0.0009185497069092357,3.141592653589793,4.903824254502175,3.1374447023180694,helicity_flipping,5.568009443354142e+16,1.0,1.7959739655139752e-17,7.0702649632379164e-12,0.9999999999929297,7.070264963187928e-12,-6.631975993096489e-11,5.2639890307890314e-08
20,GHZ,electron,2,1,dghz_mixing_angles_polarization_01_local_minimum_71,dGHZ,2.8751643138684113e-08,0.9999999999999999,0.6128182706531888,0.9579561561118437,4.965667746997283,0.37317217080498283,3.141592653589793,0.0,1.6960196671079606,3.1724731292540884,helicity_flipping,4.309976366019903e+22,1.0,2.320198337707966e-23,1.149456576854244e-26,1.0,1.149456576854244e-26,-1.4268034748062243e-13,-1.4267866403370755e-13
21,GHZ,electron,2,1,dghz_mixing_angles_polarization_01_local_minimum_72,dGHZ,2.9084812688785582e-08,1.0,0.7910828360973529,0.7910722952538296,4.9985716254010875,2.1586286329109092,0.00010173185139168314,3.141592653589793,1.7087538468514418,4.118012587817857,helicity_flipping,3.033774318525141e+17,1.0,3.296224092522962e-18,2.05144290582382e-12,0.9999999999979486,2.051442905819612e-12,3.0914255887608993e-12,-2.9774180322897343e-09
22,GHZ,electron,2,1,dghz_mixing_angles_polarization_01_local_minimum_75,dGHZ,2.947427646207113e-08,1.0,1.115018062208057,1.1150063328040496,5.0,1.2488996986199095,3.141592653589793,3.141592653589793,1.491339440598117,5.219545836004174,helicity_flipping,2.9549110073734575e+23,1.0,3.384196672944386e-24,4.7275688129980335e-29,1.0,4.7275688129980335e-29,4.052067574888882e-13,-6.742281312473377e-19
23,GHZ,electron,2,1,dghz_mixing_angles_polarization_01_local_minimum_76,dGHZ,2.9516845638649636e-08,1.0,0.7761742569896397,0.776154153377691,4.760711634496454,1.8847771900433266,3.141592653589793,3.141592653589793,6.276008080081927,6.271713701271058,helicity_flipping,2.18772811745882e+24,1.0,4.570951902202369e-25,1.2246586454522244e-30,1.0,1.2246586454522244e-30,-4.3371917369831e-15,5.302898641890855e-19
24,GHZ,electron,2,1,dghz_mixing_angles_polarization_01_local_minimum_79,dGHZ,3.0139886140726796e-08,1.0,0.7640517775718277,0.7640442182881088,4.729607733891964,1.8826578820689273,3.141592653589793,3.141592653589793,0.05682762492601491,1.3577702751153904,helicity_flipping,2.2207944953682573e+24,1.0,4.502893005569062e-25,3.853331712474494e-27,1.0,3.853331712474494e-27,-2.033428134645111e-15,2.6705882436871343e-19
25,GHZ,electron,2,1,dghz_mixing_angles_polarization_01_local_minimum_83,dGHZ,3.056906595764916e-08,0.9999999999999999,0.7495257465928985,0.7495225225014135,4.633307433124552,1.847695654986626,0.01612006944874893,3.141592653589793,3.2356479523724544,3.102795741801425,helicity_flipping,1.3032660489794732e+20,1.0,7.673030389942662e-21,2.6590944284371403e-15,0.9999999999999973,2.6590944284371332e-15,-7.232796770757015e-12,5.204780188569383e-09
26,GHZ,electron,2,1,dghz_mixing_angles_polarization_01_local_minimum_95,dGHZ,3.404415106624961e-08,0.9999999999999999,0.8319155760715025,0.8319069450048632,4.522914917702348,1.7943493271257374,0.037449176125570374,3.141592653589793,3.150378798811722,5.617153673194783,helicity_flipping,1.0313213048106936e+16,0.9999999999999999,9.696299255483305e-17,3.4408316478664015e-11,0.9999999999655916,3.4408316477480087e-11,1.0534858981238698e-09,-7.669507031439939e-07
27,GHZ,electron,2,1,dghz_mixing_angles_polarization_01_local_minimum_104,dGHZ,3.8007185815447135e-08,1.0,0.7981875817138945,0.7981776476742029,4.290564290583082,1.6667181557793855,3.138019647780081,3.141592653589793,0.0677099501553792,3.8667775651814003,helicity_flipping,3.544452091573674e+16,1.0,2.8213105274502883e-17,9.963701625887294e-12,0.9999999999900363,9.963701625788018e-12,-1.5704197099002398e-10,1.1482479775659213e-07
28,GHZ,electron,2,1,dghz_mixing_angles_polarization_01_local_minimum_112,dGHZ,4.1402859882381923e-08,1.0,0.7523389009380222,0.7523596533677813,4.433641678938574,1.9157377598766854,7.669903939428206e-05,3.141592653589793,1.1489402027821614,4.373239406570776,helicity_flipping,1.2440624581513197e+17,1.0,8.038181631861176e-18,6.881931312587569e-12,0.9999999999931181,6.881931312540208e-12,8.008931878485792e-11,-1.000192280822595e-07
29,GHZ,electron,2,1,dghz_mixing_angles_polarization_01_local_minimum_113,dGHZ,4.249007730792982e-08,1.0,0.8394816506749215,0.8394633021261723,4.159119916554726,1.658373302902218,0.0004005507301151866,3.141592653589793,5.581748007460757,4.121016232166104,helicity_flipping,7.841499845141925e+16,1.0,1.2752662370063476e-17,6.150044406431729e-12,0.99999999999385,6.150044406393907e-12,-3.321028004270698e-10,2.8963259704212684e-07
30,GHZ,electron,2,1,dghz_mixing_angles_polarization_01_local_minimum_114,dGHZ,4.296062757897695e-08,1.0000000000000002,0.9444564947227331,0.6263641886452525,4.980612402425912,1.067412546865471,3.141592653589793,0.0,2.705251609547479,5.755525069634262,helicity_flipping,4.568019683420295e+23,1.0,2.1891324234646294e-24,6.88756682459367e-28,1.0,6.88756682459367e-28,3.525294135993574e-14,3.5249614376431154e-14
31,GHZ,electron,2,1,dghz_mixing_angles_polarization_01_local_minimum_115,dGHZ,4.307555436962593e-08,0.9999999999999997,0.7645251773814657,0.7645404411922759,4.067101718870215,1.564265492738804,3.119338492198818,3.141592653589793,3.1422321397661914,3.840502736885379,helicity_flipping,7.578775809919569e+17,1.0,1.3194743123172195e-18,5.109391176132219e-13,0.999999999999489,5.109391176129609e-13,-5.531722257486732e-11,4.2224770993569504e-08
32,GHZ,electron,2,1,dghz_mixing_angles_polarization_01_local_minimum_121,dGHZ,4.7519806218964855e-08,1.0,0.804097347456525,0.8041055861330192,3.9105994698349162,1.4805395600084177,3.141592653589793,3.141592653589793,3.391832222302072,3.2107937340527104,helicity_flipping,3.1735307005508486e+24,1.0,3.151064522005173e-25,1.4957732425073809e-27,1.0,1.4957732425073809e-27,-8.070733327884612e-15,1.669051645811195e-18
33,GHZ,electron,2,1,dghz_mixing_angles_polarization_01_local_minimum_126,dGHZ,4.958182326595648e-08,1.0,0.7932448378443191,0.7932762692446662,3.7887134074115707,1.4251580870020044,2.9679418037363137,3.141592653589793,3.1659384106781627,3.0289023376672506,helicity_flipping,1.7377509173257984e+16,1.0,5.754564650375134e-17,2.3457809258455543e-11,0.9999999999765422,2.3457809257905274e-11,1.3788028040048562e-10,-1.0615879459240194e-07
34,GHZ,electron,2,1,dghz_mixing_angles_polarization_01_local_minimum_129,dGHZ,5.227699245823892e-08,1.0,0.8904033445800444,0.8903946237231389,3.788227351264858,1.4128996370967193,3.1395494530777164,3.141592653589793,3.1447366049882417,3.3006293181412203,helicity_flipping,3.3043811290956756e+16,1.0,3.0262852889299555e-17,1.145362165149756e-11,0.9999999999885465,1.1453621651366375e-11,1.3215493253076417e-09,-9.971367322574887e-07
35,GHZ,electron,2,1,dghz_mixing_angles_polarization_01_local_minimum_135,dGHZ,5.615436615403375e-08,0.9999999999999998,1.3218648617362458,1.3218678281735878,4.936688658246109,1.9997327869505483,0.03971537126955383,3.141592653589793,0.00030992781191499876,3.6468418789070327,helicity_flipping,6.200541787949029e+16,1.0,1.6127622943264976e-17,4.104661804481909e-12,0.9999999999958953,4.1046618044650606e-12,-3.632642772634318e-09,2.517486248432021e-06
36,GHZ,electron,2,1,dghz_mixing_angles_polarization_01_local_minimum_138,dGHZ,6.563336039726295e-08,0.9999999999999997,0.8347447425868847,0.8347325572572606,3.432033998774913,1.2465136161629757,3.0608425690141483,3.141592653589793,3.170933295214156,2.785448740372602,helicity_flipping,7358526484613762.0,0.9999999999999998,1.3589677255234996e-16,5.827778804983379e-11,0.9999999999417222,5.827778804643749e-11,1.3235100467818711e-09,-1.0611004246650299e-06
37,GHZ,electron,2,1,dghz_mixing_angles_polarization_01_local_minimum_139,dGHZ,6.734702637850792e-08,1.0,0.40504112590439584,0.40503482900850346,3.856707463870312,1.459645683735745,0.004908738521234052,3.141592653589793,0.023534929781983335,1.2729468646548578,helicity_flipping,5.106941604612427e+18,1.0,1.95811911985998e-19,6.833494260034814e-14,0.9999999999999316,6.833494260034347e-14,3.2730155735838586e-10,-2.548037592378568e-07
38,GHZ,electron,2,1,dghz_mixing_angles_polarization_01_local_minimum_140,dGHZ,7.051600467957682e-08,0.9999999999999999,0.5708092850188842,0.5707993544527078,3.5173110468360975,1.2997994315444181,0.006357351385945466,3.141592653589793,6.28238791144431,5.734202414779895,helicity_flipping,2574448729672896.0,0.9999999999999996,3.884326723908219e-16,1.6494525922882901e-10,0.9999999998350548,1.649452592016221e-10,9.169540621599611e-09,-7.55249114520036e-06
39,GHZ,electron,2,1,dghz_mixing_angles_polarization_01_local_minimum_146,dGHZ,7.9424972096343e-08,1.0000000000000004,0.15440537890729067,0.15439575677107373,4.999389715563864,1.6309498408725287,3.141565811949468,3.141592653589793,0.00041671227350198085,2.694826021769048,helicity_flipping,7.190363734645245e+16,1.0,1.390750227532596e-17,2.5668272750911883e-13,0.9999999999997434,2.56682727509053e-13,3.613391885348859e-09,-6.825583396928914e-07
40,GHZ,electron,2,1,dghz_mixing_angles_polarization_01_local_minimum_149,dGHZ,8.400532229933129e-08,1.0,0.7906242692768563,0.7801646542847732,4.655463065810744,1.5372616839921214,3.141592653589793,0.0,5.629467122850925,0.05416823592897329,helicity_flipping,1.507282752075549e+24,1.0,6.634455271401377e-25,1.5696097959611448e-28,1.0,1.5696097959611448e-28,1.7716871370920322e-14,1.7716914618925874e-14
41,GHZ,electron,2,1,dghz_mixing_angles_polarization_01_local_minimum_151,dGHZ,8.547566748292259e-08,1.0000000000000002,0.1570796326794898,0.15707963267948966,5.0,2.0324172060904195,0.009817477042468103,3.141592653589793,0.009817477042468103,0.0,helicity_flipping,3.2854435145505304e+16,1.0,3.043729090368508e-17,7.42256136849556e-12,0.9999999999925775,7.422561368440466e-12,5.311981362500984e-09,-3.6641055235454854e-06
42,GHZ,electron,2,1,dghz_mixing_angles_polarization_01_local_minimum_152,dGHZ,8.637868550174668e-08,1.0,0.6907532758777737,0.8800337271517336,5.0,1.7739664043385912,3.141592653589793,0.0,2.42355841219547,5.974227701049238,helicity_flipping,1.5134035029510368e+24,1.0,6.607623135866053e-25,3.567957152785748e-29,1.0,3.567957152785748e-29,-8.296552878950131e-15,-8.295757805340923e-15
43,GHZ,electron,2,1,dghz_mixing_angles_polarization_01_local_minimum_163,dGHZ,1.1896791148187132e-07,1.0,0.3172397302862333,1.2535405778707764,4.238363477127624,1.0964733348188624,3.141592653589793,0.0,1.2670825880867795,1.4565173522142816,helicity_flipping,1.0540640707711405e+24,1.0,9.487089330996855e-25,9.590048052677667e-28,1.0,9.590048052677667e-28,2.596045572042334e-14,2.5958374021972493e-14
44,GHZ,electron,2,1,dghz_mixing_angles_polarization_01_local_minimum_165,dGHZ,1.2083544047612335e-07,1.0,0.4093072409248319,0.40933058999156885,3.0286049309300456,1.04526805975261,2.810940328581979,3.141592653589793,3.154202968284737,1.8781852196351776,helicity_flipping,2.024492243289957e+16,1.0,4.939510157741689e-17,1.9329022263925794e-11,0.999999999980671,1.9329022263552187e-11,-5.157317754288248e-09,4.248036840728659e-06
45,GHZ,electron,2,1,dghz_mixing_angles_polarization_01_local_minimum_170,dGHZ,1.9476070839595268e-07,0.9999999999999998,0.18329381876002118,0.18329532018302871,3.0476127348151762,0.21497480720680076,3.141592653589793,3.141592653589793,5.388651689803242,4.884046863534055,helicity_flipping,8.902453923783566e+21,1.0,1.1232857912675356e-22,9.350157284069556e-27,1.0,9.350157284069556e-27,-1.5934284071247018e-12,2.4875087354052277e-17
46,GHZ,electron,2,1,dghz_mixing_angles_polarization_01_local_minimum_172,dGHZ,2.1503374658556708e-07,1.0,0.7456733324861197,0.7457249253086092,2.24547570090622,0.6539498372654479,0.024493579781336827,3.141592653589793,1.330047615446539,2.8659256111601716,helicity_flipping,3.4227527281592348e+16,1.0,2.9216250177026446e-17,1.3656600681431472e-11,0.9999999999863435,1.3656600681244969e-11,1.178187731114514e-10,-9.878612653398733e-08
