selected_observable,selected_observable_label,selected_spin_case,selected_region,cluster_id,size,max_concurrence,best_purity,best_kinematic_point,best_pair_delta_xy,s_min,s_max,theta_in_min,theta_in_max,phi_in_electron_min,phi_in_electron_max,qOut_min,qOut_max,phiOut_min,phiOut_max,Q2_min,Q2_max,xB_min,xB_max,t_min,t_max,W2_min,W2_max,y_min,y_max,theta_e_gamma_deg_min,theta_e_gamma_deg_max,pair_delta_xy_min,pair_delta_xy_max,abs_k_dot_qout_min,abs_k_dot_qout_max,abs_kp_dot_qout_min,abs_kp_dot_qout_max,best_s_regime,best_theta_in_regime,best_qOut_regime,best_electron_mass,best_s,best_sqrt_s,best_pIn,best_pOut,best_theta_in,best_phi_in_electron,best_phi_in,best_qOut,best_phiOut,best_Q2,best_xB,best_t,best_W2,best_y,best_theta_e_gamma_deg,best_k_dot_qout,best_kp_dot_qout,best_abs_k_dot_qout,best_abs_kp_dot_qout
C_e_p,C_{ep},L_proton,enhanced_region_0,0,24,7.6697584349223432e-04,8.0962257041598429e-01,high_s_high_theta_in_high_Egamma,2.3790547516769580e+00,2.1515843999999998e+01,2.1515843999999998e+01,1.5707949999999999e+00,1.5707949999999999e+00,4.2215151282612844e+00,5.2032628325080950e+00,1.8000000000000000e+00,1.8000000000000000e+00,3.6324665057131984e+00,5.7923114550561809e+00,1.6184726811592007e-01,7.1558900595060031e+00,9.7146134538057885e-03,5.4776865078604930e-01,-9.1216280473769884e-01,-8.3795730708494505e-05,6.7876625869039087e+00,1.7378182840731764e+01,6.3305431341892848e-01,8.5153447083766498e-01,2.8926852672088692e+01,1.5262895155281382e+02,1.5415096027575634e+00,2.7348986026472062e+00,1.9280227451869747e-02,2.1165020368260303e+00,1.0016196364446417e-01,5.3954220905581751e+00,high_s,high_theta_in,high_Egamma,5.1099895000000003e-04,2.1515843999999998e+01,4.6385174355606331e+00,2.2244176079203952e+00,2.1330099668290838e+00,1.5707949999999999e+00,4.7123889803846897e+00,1.5707963267948966e+00,1.8000000000000000e+00,4.9087385212340520e+00,6.2628883894509735e-01,3.7851145786765863e-02,-1.3069463357892866e-03,1.6799655045937932e+01,8.0180752540467881e-01,5.4940203498366188e+01,7.6934914736805901e-02,3.8942586104141486e-01,7.6934914736805901e-02,3.8942586104141486e-01
C_e_p,C_{ep},L_proton,enhanced_region_1,1,42,4.7480281130490231e-05,9.9995165845778611e-01,high_s_high_theta_in_high_Egamma,3.0483844733968901e+00,2.1515843999999998e+01,2.1515843999999998e+01,1.5707949999999999e+00,1.5707949999999999e+00,9.8174770424681057e-01,2.1598449493429825e+00,1.8000000000000000e+00,1.8000000000000000e+00,7.8539816339744828e-01,2.5525440310417071e+00,1.3523894269977562e+01,1.6835343943948093e+01,8.1266210732103117e-01,8.4656452974248897e-01,-3.5017607761448191e+00,-3.2027524349542329e+00,3.9298058991517157e+00,3.9974224259249800e+00,8.0642919686360137e-01,9.6450126089827526e-01,1.7617556015354450e+02,1.8000000000000000e+02,2.2265940167080966e+00,3.1415926535897931e+00,1.9280227451869525e-02,1.7794754241304342e+00,6.7905421710467122e+00,6.8243504344336703e+00,high_s,high_theta_in,high_Egamma,5.1099895000000003e-04,2.1515843999999998e+01,4.6385174355606331e+00,2.2244176079203952e+00,9.6051476328201477e-02,1.5707949999999999e+00,1.5707963267948966e+00,4.7123889803846897e+00,1.8000000000000000e+00,1.6689710972195777e+00,1.6829927283453539e+01,8.4656452974248897e-01,-3.2201627962360200e+00,3.9301818258972250e+00,9.6337785234095363e-01,1.7971543534114861e+02,1.9280227451869889e-02,6.8241624710605677e+00,1.9280227451869889e-02,6.8241624710605677e+00
C_e_p,C_{ep},L_proton,enhanced_region_2,2,6,4.4192441080540967e-05,9.9943874938538046e-01,high_s_high_theta_in_high_Egamma,2.1407035068594427e+00,2.1515843999999998e+01,2.1515843999999998e+01,1.5707949999999999e+00,1.5707949999999999e+00,2.2580197197676632e+00,2.5525440310417071e+00,1.8000000000000000e+00,1.8000000000000000e+00,2.3561944901923448e+00,2.6507188014663878e+00,1.6718473464197885e+01,1.6823186318992079e+01,8.4168629905825909e-01,8.4506981271646020e-01,-3.3182765719188767e+00,-3.2473491966169679e+00,3.9641091907409214e+00,4.0244400462643233e+00,9.6187087399622262e-01,9.6526409321002238e-01,1.7547172386809916e+02,1.7727882197029950e+02,2.1407035068594427e+00,2.4036880063435486e+00,1.9280227451869525e-02,7.6934914736805915e-02,6.7770333608767137e+00,6.8071987886389724e+00,high_s,high_theta_in,high_Egamma,5.1099895000000003e-04,2.1515843999999998e+01,4.6385174355606331e+00,2.2244176079203952e+00,1.6878883380333704e-01,1.5707949999999999e+00,2.4543692606170264e+00,5.5959619142068195e+00,1.8000000000000000e+00,2.6507188014663878e+00,1.6718473464197885e+01,8.4168629905825909e-01,-3.3182765719188767e+00,4.0244400462643233e+00,9.6254457074053990e-01,1.7547172386809916e+02,7.6934914736805027e-02,6.7770333608767137e+00,7.6934914736805027e-02,6.7770333608767137e+00
C_e_p,C_{ep},L_proton,enhanced_region_3,3,8,4.4192441053741157e-05,9.9943874938538069e-01,high_s_high_theta_in_high_Egamma,2.1407035068594427e+00,2.1515843999999998e+01,2.1515843999999998e+01,1.5707949999999999e+00,1.5707949999999999e+00,5.8904862254808599e-01,1.5707963267948966e+00,1.8000000000000000e+00,1.8000000000000000e+00,4.9087385212340517e-01,7.8539816339744828e-01,1.3523894269977564e+01,1.6823186318992079e+01,8.1266210732103106e-01,8.4506981271646020e-01,-3.5017607761448191e+00,-3.2473491966169670e+00,3.9641091907409214e+00,4.0244400462643242e+00,8.0642919686360159e-01,9.6526409321002238e-01,1.7547172386809925e+02,1.7727882197029950e+02,2.1407035068594427e+00,2.4036880063435482e+00,1.9280227451869525e-02,1.7794754241304329e+00,6.7770333608767137e+00,6.8071987886389715e+00,high_s,high_theta_in,high_Egamma,5.1099895000000003e-04,2.1515843999999998e+01,4.6385174355606331e+00,2.2244176079203952e+00,1.6878883380333704e-01,1.5707949999999999e+00,6.8722339297276669e-01,3.8288160465625602e+00,1.8000000000000000e+00,4.9087385212340517e-01,1.6718473464197885e+01,8.4168629905825931e-01,-3.3182765719188758e+00,4.0244400462643242e+00,9.6254457074053990e-01,1.7547172386809925e+02,7.6934914736805915e-02,6.7770333608767137e+00,7.6934914736805915e-02,6.7770333608767137e+00
