detail_id,detail_source,selected_observable,selected_observable_label,selected_spin_case,selected_region,cluster_id,selected_concurrence,selected_purity,pair_delta_xy,kinematic_point,incoming_state,initial_spin_averaging_version,initial_component,ensemble_weight,out_index,hOut,sOut,lambda,amplitude_real,amplitude_imag,amplitude_abs,amplitude_phase,amplitude_abs2,weighted_abs2,fraction,decomposition_rank,retained_fraction_total
f3_Ty_electron_region_1,enhanced_cluster,F3,F_3,Ty_electron,enhanced_region_1,1,0.0000000000000000e+00,5.0000000000000011e-01,nan,high_s_high_theta_in_low_Egamma,"$\frac{1}{2}\sum_{h_p}\rho(T_{y,e},h_p)$",prepared_spin_ensemble_v4,"electron Ty, proton h=-1",5.0000000000000000e-01,4,1,-1,-1,-8.3788197591129975e-04,3.7683138656139328e-02,3.7692452628920015e-02,1.5930275943054366e+00,1.4207209851833794e-03,7.1036049259168971e-04,4.2314199106053343e-02,5,8.9198557606539741e-01
f3_Ty_electron_region_1,enhanced_cluster,F3,F_3,Ty_electron,enhanced_region_1,1,0.0000000000000000e+00,5.0000000000000011e-01,nan,high_s_high_theta_in_low_Egamma,"$\frac{1}{2}\sum_{h_p}\rho(T_{y,e},h_p)$",prepared_spin_ensemble_v4,"electron Ty, proton h=+1",5.0000000000000000e-01,3,-1,1,1,3.7683138656139328e-02,-8.3788197591131016e-04,3.7692452628920015e-02,-2.2231267510540224e-02,1.4207209851833794e-03,7.1036049259168971e-04,4.2314199106053343e-02,6,8.9198557606539741e-01
f3_Ty_electron_region_1,enhanced_cluster,F3,F_3,Ty_electron,enhanced_region_1,1,0.0000000000000000e+00,5.0000000000000011e-01,nan,high_s_high_theta_in_low_Egamma,"$\frac{1}{2}\sum_{h_p}\rho(T_{y,e},h_p)$",prepared_spin_ensemble_v4,"electron Ty, proton h=-1",5.0000000000000000e-01,5,1,-1,1,6.1914144426468941e-04,-2.7849216031107391e-02,2.7856097531335847e-02,-1.5485680720179535e+00,7.7596216967529502e-04,3.8798108483764751e-04,2.3110954289288204e-02,7,8.9198557606539741e-01
f3_Ty_electron_region_1,enhanced_cluster,F3,F_3,Ty_electron,enhanced_region_1,1,0.0000000000000000e+00,5.0000000000000011e-01,nan,high_s_high_theta_in_low_Egamma,"$\frac{1}{2}\sum_{h_p}\rho(T_{y,e},h_p)$",prepared_spin_ensemble_v4,"electron Ty, proton h=+1",5.0000000000000000e-01,2,-1,1,-1,-2.7849216031107391e-02,6.1914144426469841e-04,2.7856097531335847e-02,3.1193643988128499e+00,7.7596216967529502e-04,3.8798108483764751e-04,2.3110954289288204e-02,8,8.9198557606539741e-01
f3_Ty_electron_region_2,enhanced_cluster,F3,F_3,Ty_electron,enhanced_region_2,2,0.0000000000000000e+00,5.0000000000000000e-01,nan,high_s_high_theta_in_low_Egamma,"$\frac{1}{2}\sum_{h_p}\rho(T_{y,e},h_p)$",prepared_spin_ensemble_v4,"electron Ty, proton h=-1",5.0000000000000000e-01,0,-1,-1,-1,-6.3253761167305078e-03,5.6195692029661348e-02,5.6550563089244735e-02,1.6828843460304002e+00,3.1979661857106491e-03,1.5989830928553246e-03,2.2900682817457260e-01,1,8.9011363973358038e-01
f3_Ty_electron_region_2,enhanced_cluster,F3,F_3,Ty_electron,enhanced_region_2,2,0.0000000000000000e+00,5.0000000000000000e-01,nan,high_s_high_theta_in_low_Egamma,"$\frac{1}{2}\sum_{h_p}\rho(T_{y,e},h_p)$",prepared_spin_ensemble_v4,"electron Ty, proton h=+1",5.0000000000000000e-01,7,1,1,1,5.6195692029661348e-02,-6.3253761167305078e-03,5.6550563089244735e-02,-1.1208801923550359e-01,3.1979661857106491e-03,1.5989830928553246e-03,2.2900682817457260e-01,2,8.9011363973358038e-01
f3_Ty_electron_region_2,enhanced_cluster,F3,F_3,Ty_electron,enhanced_region_2,2,0.0000000000000000e+00,5.0000000000000000e-01,nan,high_s_high_theta_in_low_Egamma,"$\frac{1}{2}\sum_{h_p}\rho(T_{y,e},h_p)$",prepared_spin_ensemble_v4,"electron Ty, proton h=-1",5.0000000000000000e-01,1,-1,-1,1,4.7148590762762822e-03,-4.1888199211573184e-02,4.2152712004064286e-02,-1.4587099210828625e+00,1.7768511292975853e-03,8.8842556464879265e-04,1.2724057029653177e-01,3,8.9011363973358038e-01
f3_Ty_electron_region_2,enhanced_cluster,F3,F_3,Ty_electron,enhanced_region_2,2,0.0000000000000000e+00,5.0000000000000000e-01,nan,high_s_high_theta_in_low_Egamma,"$\frac{1}{2}\sum_{h_p}\rho(T_{y,e},h_p)$",prepared_spin_ensemble_v4,"electron Ty, proton h=+1",5.0000000000000000e-01,6,1,1,-1,-4.1888199211573184e-02,4.7148590762762822e-03,4.2152712004064286e-02,3.0295062478777588e+00,1.7768511292975853e-03,8.8842556464879265e-04,1.2724057029653177e-01,4,8.9011363973358038e-01
f3_Ty_electron_region_2,enhanced_cluster,F3,F_3,Ty_electron,enhanced_region_2,2,0.0000000000000000e+00,5.0000000000000000e-01,nan,high_s_high_theta_in_low_Egamma,"$\frac{1}{2}\sum_{h_p}\rho(T_{y,e},h_p)$",prepared_spin_ensemble_v4,"electron Ty, proton h=-1",5.0000000000000000e-01,4,1,-1,-1,3.2946353712780549e-03,2.9270776815489771e-02,2.9455610630436606e-02,1.4587109237750464e+00,8.6763299761189003e-04,4.3381649880594502e-04,6.2131326369400580e-02,5,8.9011363973358038e-01
f3_Ty_electron_region_2,enhanced_cluster,F3,F_3,Ty_electron,enhanced_region_2,2,0.0000000000000000e+00,5.0000000000000000e-01,nan,high_s_high_theta_in_low_Egamma,"$\frac{1}{2}\sum_{h_p}\rho(T_{y,e},h_p)$",prepared_spin_ensemble_v4,"electron Ty, proton h=+1",5.0000000000000000e-01,3,-1,1,1,2.9270776815489771e-02,3.2946353712780545e-03,2.9455610630436606e-02,1.1208540301985014e-01,8.6763299761189003e-04,4.3381649880594502e-04,6.2131326369400580e-02,6,8.9011363973358038e-01
f3_Ty_electron_region_2,enhanced_cluster,F3,F_3,Ty_electron,enhanced_region_2,2,0.0000000000000000e+00,5.0000000000000000e-01,nan,high_s_high_theta_in_low_Egamma,"$\frac{1}{2}\sum_{h_p}\rho(T_{y,e},h_p)$",prepared_spin_ensemble_v4,"electron Ty, proton h=-1",5.0000000000000000e-01,5,1,-1,1,-2.1589094480011402e-03,-1.9180339070525555e-02,1.9301458412902317e-02,-1.6828830192355038e+00,3.7254629686499761e-04,1.8627314843249881e-04,2.6678095026285292e-02,7,8.9011363973358038e-01
f3_Ty_electron_region_2,enhanced_cluster,F3,F_3,Ty_electron,enhanced_region_2,2,0.0000000000000000e+00,5.0000000000000000e-01,nan,high_s_high_theta_in_low_Egamma,"$\frac{1}{2}\sum_{h_p}\rho(T_{y,e},h_p)$",prepared_spin_ensemble_v4,"electron Ty, proton h=+1",5.0000000000000000e-01,2,-1,1,-1,-1.9180339070525555e-02,-2.1589094480011393e-03,1.9301458412902317e-02,-3.0295059611491859e+00,3.7254629686499761e-04,1.8627314843249881e-04,2.6678095026285292e-02,8,8.9011363973358038e-01
f3_Ty_electron_region_3,enhanced_cluster,F3,F_3,Ty_electron,enhanced_region_3,3,0.0000000000000000e+00,5.0000000000000000e-01,nan,high_s_high_theta_in_low_Egamma,"$\frac{1}{2}\sum_{h_p}\rho(T_{y,e},h_p)$",prepared_spin_ensemble_v4,"electron Ty, proton h=-1",5.0000000000000000e-01,0,-1,-1,-1,-8.6383713499001789e-03,1.0973138071085659e-01,1.1007087431418779e-01,1.6493571953013662e+00,1.2115597372289724e-02,6.0577986861448619e-03,2.3023116137493865e-01,1,8.9219746992331328e-01
f3_Ty_electron_region_3,enhanced_cluster,F3,F_3,Ty_electron,enhanced_region_3,3,0.0000000000000000e+00,5.0000000000000000e-01,nan,high_s_high_theta_in_low_Egamma,"$\frac{1}{2}\sum_{h_p}\rho(T_{y,e},h_p)$",prepared_spin_ensemble_v4,"electron Ty, proton h=+1",5.0000000000000000e-01,7,1,1,1,1.0973138071085659e-01,-8.6383713499001806e-03,1.1007087431418779e-01,-7.8560868506469622e-02,1.2115597372289724e-02,6.0577986861448619e-03,2.3023116137493865e-01,2,8.9219746992331328e-01
f3_Ty_electron_region_3,enhanced_cluster,F3,F_3,Ty_electron,enhanced_region_3,3,0.0000000000000000e+00,5.0000000000000000e-01,nan,high_s_high_theta_in_low_Egamma,"$\frac{1}{2}\sum_{h_p}\rho(T_{y,e},h_p)$",prepared_spin_ensemble_v4,"electron Ty, proton h=-1",5.0000000000000000e-01,1,-1,-1,1,6.6177646525983460e-03,-8.4064723282251647e-02,8.4324803643523072e-02,-1.4922360879776551e+00,7.1106725095187217e-03,3.5553362547593608e-03,1.3512320851530163e-01,3,8.9219746992331328e-01
f3_Ty_electron_region_3,enhanced_cluster,F3,F_3,Ty_electron,enhanced_region_3,3,0.0000000000000000e+00,5.0000000000000000e-01,nan,high_s_high_theta_in_low_Egamma,"$\frac{1}{2}\sum_{h_p}\rho(T_{y,e},h_p)$",prepared_spin_ensemble_v4,"electron Ty, proton h=+1",5.0000000000000000e-01,6,1,1,-1,-8.4064723282251647e-02,6.6177646525983503e-03,8.4324803643523072e-02,3.0630324147725516e+00,7.1106725095187217e-03,3.5553362547593608e-03,1.3512320851530163e-01,4,8.9219746992331328e-01
f3_Ty_electron_region_3,enhanced_cluster,F3,F_3,Ty_electron,enhanced_region_3,3,0.0000000000000000e+00,5.0000000000000000e-01,nan,high_s_high_theta_in_low_Egamma,"$\frac{1}{2}\sum_{h_p}\rho(T_{y,e},h_p)$",prepared_spin_ensemble_v4,"electron Ty, proton h=-1",5.0000000000000000e-01,5,1,-1,1,-3.6605088995687882e-03,-4.6499448940222704e-02,4.6643306884784665e-02,-1.6493558685064695e+00,2.1755980771482005e-03,1.0877990385741003e-03,4.1342614531952739e-02,5,8.9219746992331328e-01
f3_Ty_electron_region_3,enhanced_cluster,F3,F_3,Ty_electron,enhanced_region_3,3,0.0000000000000000e+00,5.0000000000000000e-01,nan,high_s_high_theta_in_low_Egamma,"$\frac{1}{2}\sum_{h_p}\rho(T_{y,e},h_p)$",prepared_spin_ensemble_v4,"electron Ty, proton h=+1",5.0000000000000000e-01,2,-1,1,-1,-4.6499448940222704e-02,-3.6605088995687895e-03,4.6643306884784665e-02,-3.0630331118782204e+00,2.1755980771482005e-03,1.0877990385741003e-03,4.1342614531952739e-02,6,8.9219746992331328e-01
f3_Ty_electron_region_3,enhanced_cluster,F3,F_3,Ty_electron,enhanced_region_3,3,0.0000000000000000e+00,5.0000000000000000e-01,nan,high_s_high_theta_in_low_Egamma,"$\frac{1}{2}\sum_{h_p}\rho(T_{y,e},h_p)$",prepared_spin_ensemble_v4,"electron Ty, proton h=-1",5.0000000000000000e-01,4,1,-1,-1,3.5735352335998800e-03,4.5394852483317885e-02,4.5535291654363784e-02,1.4922371816991513e+00,2.0734627860479722e-03,1.0367313930239861e-03,3.9401750539463612e-02,7,8.9219746992331328e-01
f3_Ty_electron_region_3,enhanced_cluster,F3,F_3,Ty_electron,enhanced_region_3,3,0.0000000000000000e+00,5.0000000000000000e-01,nan,high_s_high_theta_in_low_Egamma,"$\frac{1}{2}\sum_{h_p}\rho(T_{y,e},h_p)$",prepared_spin_ensemble_v4,"electron Ty, proton h=+1",5.0000000000000000e-01,3,-1,1,1,4.5394852483317885e-02,3.5735352335998813e-03,4.5535291654363784e-02,7.8559145095745381e-02,2.0734627860479722e-03,1.0367313930239861e-03,3.9401750539463612e-02,8,8.9219746992331328e-01
f3_low_egamma_ty_electron_region_0,egamma_region_max,F3,F_3,Ty_electron,low_Egamma_Ty_electron_region_0,0,0.0000000000000000e+00,5.0000000000000011e-01,nan,high_s_high_theta_in_low_Egamma,"$\frac{1}{2}\sum_{h_p}\rho(T_{y,e},h_p)$",prepared_spin_ensemble_v4,"electron Ty, proton h=+1",5.0000000000000000e-01,7,1,1,1,1.0747165175686780e+04,-8.4313963352862600e+04,8.4996152710468916e+04,-1.4440139944145349e+00,7.2243459755813522e+09,3.6121729877906761e+09,2.4704058087879169e-01,1,8.5672542963398723e-01
f3_low_egamma_ty_electron_region_0,egamma_region_max,F3,F_3,Ty_electron,low_Egamma_Ty_electron_region_0,0,0.0000000000000000e+00,5.0000000000000011e-01,nan,high_s_high_theta_in_low_Egamma,"$\frac{1}{2}\sum_{h_p}\rho(T_{y,e},h_p)$",prepared_spin_ensemble_v4,"electron Ty, proton h=-1",5.0000000000000000e-01,0,-1,-1,-1,-8.4313963352742459e+04,1.0747165176273433e+04,8.4996152710423921e+04,3.0148103212024062e+00,7.2243459755737038e+09,3.6121729877868519e+09,2.4704058087853015e-01,2,8.5672542963398723e-01
f3_low_egamma_ty_electron_region_0,egamma_region_max,F3,F_3,Ty_electron,low_Egamma_Ty_electron_region_0,0,0.0000000000000000e+00,5.0000000000000011e-01,nan,high_s_high_theta_in_low_Egamma,"$\frac{1}{2}\sum_{h_p}\rho(T_{y,e},h_p)$",prepared_spin_ensemble_v4,"electron Ty, proton h=+1",5.0000000000000000e-01,6,1,1,-1,8.3315249182242878e+03,-6.5362034031020878e+04,6.5890893150232252e+04,-1.4440126890463734e+00,4.3416098001353235e+09,2.1708049000676618e+09,1.4846379320699341e-01,3,8.5672542963398723e-01
f3_low_egamma_ty_electron_region_0,egamma_region_max,F3,F_3,Ty_electron,low_Egamma_Ty_electron_region_0,0,0.0000000000000000e+00,5.0000000000000011e-01,nan,high_s_high_theta_in_low_Egamma,"$\frac{1}{2}\sum_{h_p}\rho(T_{y,e},h_p)$",prepared_spin_ensemble_v4,"electron Ty, proton h=-1",5.0000000000000000e-01,1,-1,-1,1,-6.5362034030957388e+04,8.3315249180385854e+03,6.5890893150145785e+04,3.0148090158439440e+00,4.3416098001239290e+09,2.1708049000619645e+09,1.4846379320660377e-01,4,8.5672542963398723e-01
f3_low_egamma_ty_electron_region_0,egamma_region_max,F3,F_3,Ty_electron,low_Egamma_Ty_electron_region_0,0,0.0000000000000000e+00,5.0000000000000011e-01,nan,high_s_high_theta_in_low_Egamma,"$\frac{1}{2}\sum_{h_p}\rho(T_{y,e},h_p)$",prepared_spin_ensemble_v4,"electron Ty, proton h=-1",5.0000000000000000e-01,5,1,-1,1,-3.0749502646802775e+04,-3.9195581205522326e+03,3.0998303967896660e+04,-3.0148089944277419e+00,9.6089484888611782e+08,4.8044742444305891e+08,3.2858340732105237e-02,5,8.5672542963398723e-01
f3_low_egamma_ty_electron_region_0,egamma_region_max,F3,F_3,Ty_electron,low_Egamma_Ty_electron_region_0,0,0.0000000000000000e+00,5.0000000000000011e-01,nan,high_s_high_theta_in_low_Egamma,"$\frac{1}{2}\sum_{h_p}\rho(T_{y,e},h_p)$",prepared_spin_ensemble_v4,"electron Ty, proton h=+1",5.0000000000000000e-01,2,-1,1,-1,-3.9195581208891499e+03,-3.0749502646216668e+04,3.0998303967357857e+04,-1.6975799859701204e+00,9.6089484885271382e+08,4.8044742442635691e+08,3.2858340730962970e-02,6,8.5672542963398723e-01
f3_low_egamma_ty_electron_region_1,egamma_region_max,F3,F_3,Ty_electron,low_Egamma_Ty_electron_region_1,1,0.0000000000000000e+00,5.0000000000000011e-01,nan,high_s_high_theta_in_low_Egamma,"$\frac{1}{2}\sum_{h_p}\rho(T_{y,e},h_p)$",prepared_spin_ensemble_v4,"electron Ty, proton h=-1",5.0000000000000000e-01,0,-1,-1,-1,2.0059286675005788e-03,9.0232816895021856e-02,9.0255110628870441e-02,1.5485693988128497e+00,8.1459849946296427e-03,4.0729924973148214e-03,2.4261683650234156e-01,1,8.9198557606539741e-01
f3_low_egamma_ty_electron_region_1,egamma_region_max,F3,F_3,Ty_electron,low_Egamma_Ty_electron_region_1,1,0.0000000000000000e+00,5.0000000000000011e-01,nan,high_s_high_theta_in_low_Egamma,"$\frac{1}{2}\sum_{h_p}\rho(T_{y,e},h_p)$",prepared_spin_ensemble_v4,"electron Ty, proton h=+1",5.0000000000000000e-01,7,1,1,1,9.0232816895021856e-02,2.0059286675005736e-03,9.0255110628870441e-02,2.2226927982046951e-02,8.1459849946296427e-03,4.0729924973148214e-03,2.4261683650234156e-01,2,8.9198557606539741e-01
f3_low_egamma_ty_electron_region_1,egamma_region_max,F3,F_3,Ty_electron,low_Egamma_Ty_electron_region_1,1,0.0000000000000000e+00,5.0000000000000011e-01,nan,high_s_high_theta_in_low_Egamma,"$\frac{1}{2}\sum_{h_p}\rho(T_{y,e},h_p)$",prepared_spin_ensemble_v4,"electron Ty, proton h=-1",5.0000000000000000e-01,1,-1,-1,1,-1.5127756788690656e-03,-6.8040285611677354e-02,6.8057100705019802e-02,-1.5930261935441972e+00,4.6317689563732068e-03,2.3158844781866034e-03,1.3795079813501554e-01,3,8.9198557606539741e-01
f3_low_egamma_ty_electron_region_1,egamma_region_max,F3,F_3,Ty_electron,low_Egamma_Ty_electron_region_1,1,0.0000000000000000e+00,5.0000000000000011e-01,nan,high_s_high_theta_in_low_Egamma,"$\frac{1}{2}\sum_{h_p}\rho(T_{y,e},h_p)$",prepared_spin_ensemble_v4,"electron Ty, proton h=+1",5.0000000000000000e-01,6,1,1,-1,-6.8040285611677354e-02,-1.5127756788690604e-03,6.8057100705019802e-02,-3.1193627868404930e+00,4.6317689563732068e-03,2.3158844781866034e-03,1.3795079813501554e-01,4,8.9198557606539741e-01
f3_low_egamma_ty_electron_region_1,egamma_region_max,F3,F_3,Ty_electron,low_Egamma_Ty_electron_region_1,1,0.0000000000000000e+00,5.0000000000000011e-01,nan,high_s_high_theta_in_low_Egamma,"$\frac{1}{2}\sum_{h_p}\rho(T_{y,e},h_p)$",prepared_spin_ensemble_v4,"electron Ty, proton h=-1",5.0000000000000000e-01,4,1,-1,-1,-8.3788197591129975e-04,3.7683138656139328e-02,3.7692452628920015e-02,1.5930275943054366e+00,1.4207209851833794e-03,7.1036049259168971e-04,4.2314199106053343e-02,5,8.9198557606539741e-01
f3_low_egamma_ty_electron_region_1,egamma_region_max,F3,F_3,Ty_electron,low_Egamma_Ty_electron_region_1,1,0.0000000000000000e+00,5.0000000000000011e-01,nan,high_s_high_theta_in_low_Egamma,"$\frac{1}{2}\sum_{h_p}\rho(T_{y,e},h_p)$",prepared_spin_ensemble_v4,"electron Ty, proton h=+1",5.0000000000000000e-01,3,-1,1,1,3.7683138656139328e-02,-8.3788197591131016e-04,3.7692452628920015e-02,-2.2231267510540224e-02,1.4207209851833794e-03,7.1036049259168971e-04,4.2314199106053343e-02,6,8.9198557606539741e-01
f3_low_egamma_ty_electron_region_1,egamma_region_max,F3,F_3,Ty_electron,low_Egamma_Ty_electron_region_1,1,0.0000000000000000e+00,5.0000000000000011e-01,nan,high_s_high_theta_in_low_Egamma,"$\frac{1}{2}\sum_{h_p}\rho(T_{y,e},h_p)$",prepared_spin_ensemble_v4,"electron Ty, proton h=-1",5.0000000000000000e-01,5,1,-1,1,6.1914144426468941e-04,-2.7849216031107391e-02,2.7856097531335847e-02,-1.5485680720179535e+00,7.7596216967529502e-04,3.8798108483764751e-04,2.3110954289288204e-02,7,8.9198557606539741e-01
f3_low_egamma_ty_electron_region_1,egamma_region_max,F3,F_3,Ty_electron,low_Egamma_Ty_electron_region_1,1,0.0000000000000000e+00,5.0000000000000011e-01,nan,high_s_high_theta_in_low_Egamma,"$\frac{1}{2}\sum_{h_p}\rho(T_{y,e},h_p)$",prepared_spin_ensemble_v4,"electron Ty, proton h=+1",5.0000000000000000e-01,2,-1,1,-1,-2.7849216031107391e-02,6.1914144426469841e-04,2.7856097531335847e-02,3.1193643988128499e+00,7.7596216967529502e-04,3.8798108483764751e-04,2.3110954289288204e-02,8,8.9198557606539741e-01
f3_low_egamma_ty_electron_region_2,egamma_region_max,F3,F_3,Ty_electron,low_Egamma_Ty_electron_region_2,2,0.0000000000000000e+00,5.0000000000000000e-01,nan,high_s_high_theta_in_low_Egamma,"$\frac{1}{2}\sum_{h_p}\rho(T_{y,e},h_p)$",prepared_spin_ensemble_v4,"electron Ty, proton h=-1",5.0000000000000000e-01,0,-1,-1,-1,-6.3253761167305078e-03,5.6195692029661348e-02,5.6550563089244735e-02,1.6828843460304002e+00,3.1979661857106491e-03,1.5989830928553246e-03,2.2900682817457260e-01,1,8.9011363973358038e-01
f3_low_egamma_ty_electron_region_2,egamma_region_max,F3,F_3,Ty_electron,low_Egamma_Ty_electron_region_2,2,0.0000000000000000e+00,5.0000000000000000e-01,nan,high_s_high_theta_in_low_Egamma,"$\frac{1}{2}\sum_{h_p}\rho(T_{y,e},h_p)$",prepared_spin_ensemble_v4,"electron Ty, proton h=+1",5.0000000000000000e-01,7,1,1,1,5.6195692029661348e-02,-6.3253761167305078e-03,5.6550563089244735e-02,-1.1208801923550359e-01,3.1979661857106491e-03,1.5989830928553246e-03,2.2900682817457260e-01,2,8.9011363973358038e-01
f3_low_egamma_ty_electron_region_2,egamma_region_max,F3,F_3,Ty_electron,low_Egamma_Ty_electron_region_2,2,0.0000000000000000e+00,5.0000000000000000e-01,nan,high_s_high_theta_in_low_Egamma,"$\frac{1}{2}\sum_{h_p}\rho(T_{y,e},h_p)$",prepared_spin_ensemble_v4,"electron Ty, proton h=-1",5.0000000000000000e-01,1,-1,-1,1,4.7148590762762822e-03,-4.1888199211573184e-02,4.2152712004064286e-02,-1.4587099210828625e+00,1.7768511292975853e-03,8.8842556464879265e-04,1.2724057029653177e-01,3,8.9011363973358038e-01
