selected_observable,selected_observable_label,selected_spin_case,selected_region,cluster_id,example_rank,selected_concurrence,selected_purity,pair_delta_xy,kinematic_point,s_regime,theta_in_regime,qOut_regime,electron_mass,s,sqrt_s,pIn,pOut,theta_in,phi_in_electron,phi_in,qOut,phiOut,Q2,xB,t,W2,y,theta_e_gamma_deg,k_dot_qout,kp_dot_qout,abs_k_dot_qout,abs_kp_dot_qout,unpolarized_C_e_p,unpolarized_C_e_gamma,unpolarized_C_p_gamma,unpolarized_C_e_rest,unpolarized_C_p_rest,unpolarized_C_gamma_rest,unpolarized_F3,L_proton_C_e_p,L_proton_C_e_gamma,L_proton_C_p_gamma,L_proton_C_e_rest,L_proton_C_p_rest,L_proton_C_gamma_rest,L_proton_F3,L_electron_C_e_p,L_electron_C_e_gamma,L_electron_C_p_gamma,L_electron_C_e_rest,L_electron_C_p_rest,L_electron_C_gamma_rest,L_electron_F3,Tx_proton_C_e_p,Tx_proton_C_e_gamma,Tx_proton_C_p_gamma,Tx_proton_C_e_rest,Tx_proton_C_p_rest,Tx_proton_C_gamma_rest,Tx_proton_F3,Ty_proton_C_e_p,Ty_proton_C_e_gamma,Ty_proton_C_p_gamma,Ty_proton_C_e_rest,Ty_proton_C_p_rest,Ty_proton_C_gamma_rest,Ty_proton_F3,Tx_electron_C_e_p,Tx_electron_C_e_gamma,Tx_electron_C_p_gamma,Tx_electron_C_e_rest,Tx_electron_C_p_rest,Tx_electron_C_gamma_rest,Tx_electron_F3,Ty_electron_C_e_p,Ty_electron_C_e_gamma,Ty_electron_C_p_gamma,Ty_electron_C_e_rest,Ty_electron_C_p_rest,Ty_electron_C_gamma_rest,Ty_electron_F3,LL_C_e_p,LL_C_e_gamma,LL_C_p_gamma,LL_C_e_rest,LL_C_p_rest,LL_C_gamma_rest,LL_F3,LTx_C_e_p,LTx_C_e_gamma,LTx_C_p_gamma,LTx_C_e_rest,LTx_C_p_rest,LTx_C_gamma_rest,LTx_F3,LTy_C_e_p,LTy_C_e_gamma,LTy_C_p_gamma,LTy_C_e_rest,LTy_C_p_rest,LTy_C_gamma_rest,LTy_F3,TxTx_C_e_p,TxTx_C_e_gamma,TxTx_C_p_gamma,TxTx_C_e_rest,TxTx_C_p_rest,TxTx_C_gamma_rest,TxTx_F3,TxTy_C_e_p,TxTy_C_e_gamma,TxTy_C_p_gamma,TxTy_C_e_rest,TxTy_C_p_rest,TxTy_C_gamma_rest,TxTy_F3
F3,F_3,Ty_electron,enhanced_region_0,0,1,0.0000000000000000e+00,5.0000016763820743e-01,nan,high_s_high_theta_in_low_Egamma,high_s,high_theta_in,low_Egamma,5.1099895000000003e-04,2.1515843999999998e+01,4.6385174355606331e+00,2.2244176079203952e+00,1.9294299703575413e+00,1.5707949999999999e+00,0.0000000000000000e+00,3.1415926535897931e+00,5.0000000000000000e-01,0.0000000000000000e+00,1.1091672769203644e+01,8.3792780045066939e-01,-8.5985094448239394e+00,3.0251980524844773e+00,6.4145313961932160e-01,1.0452826139108399e+02,2.9347977825722182e-08,1.2465816915378576e+00,2.9347977825722182e-08,1.2465816915378576e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,2.7085643273860253e-02,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,1.6379455876438080e-09,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,6.7993226046113542e-01,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,6.8047111109917935e-01,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,3.9512190742086416e-02,8.7906718024323302e-02,4.9590670994418529e-06,1.0112958470908881e-01,4.9996018382530816e-02,9.3091244007120794e-02,5.3468190709061924e-03,3.7621764748204736e-02,2.7085640580975321e-02,4.5750758266727837e-06,5.4770182557868648e-02,4.7604001855640891e-02,3.9804217535920637e-02,2.1321280550068316e-03,2.8785993726801157e-02,2.1902872626052922e-02,3.5754226379717051e-06,4.2502126466387020e-02,3.6423823765164849e-02,3.1269750978930665e-02,1.2833406645519274e-03,7.4957154932570047e-04,6.7993225496790277e-01,4.5704171427194969e-06,9.9920756385096332e-01,7.3219388159937071e-01,9.9920728270985026e-01,7.8604960738745144e-01,7.0260419005474279e-04,6.7357588861844198e-01,4.2989806315896217e-06,9.6163433266619736e-01,6.8632070641407883e-01,9.6163407599905915e-01,7.1191510831317528e-01
F3,F_3,Ty_electron,enhanced_region_0,0,2,0.0000000000000000e+00,5.0000005353105104e-01,nan,high_s_high_theta_in_low_Egamma,high_s,high_theta_in,low_Egamma,5.1099895000000003e-04,2.1515843999999998e+01,4.6385174355606331e+00,2.2244176079203952e+00,1.9043235854569129e+00,1.5707949999999999e+00,0.0000000000000000e+00,3.1415926535897931e+00,5.0000000000000000e-01,9.8174770424681035e-02,1.1181287780583142e+01,8.5239898804020342e-01,-8.4896281694582623e+00,2.8159905869665498e+00,6.3565780837045038e-01,1.0991657820154492e+02,5.3556187366303742e-03,1.3511854242988259e+00,5.3556187366303742e-03,1.3511854242988259e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,3.4982041471670732e-03,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,3.6529581337713384e-04,2.0431916553132542e-04,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,1.1155286905638837e-02,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,1.0593026721799114e-02,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,1.5917654971111550e-01,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,1.5917613299258615e-01,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,8.7133054008097142e-05,2.1443424076057895e-04,1.9415307887235690e-03,2.4284446856462466e-04,1.9448770352693907e-03,1.9547216061053096e-03,5.4523860661929581e-07,4.4121123700612973e-04,3.6529686974211164e-04,1.1156030923666191e-02,6.9170165341980077e-04,1.1171486288013854e-02,1.1168745691804935e-02,8.9173166181275573e-06,5.5139888260648218e-04,4.7882345993245434e-04,1.3590510243785398e-02,8.7417228824028721e-04,1.3610179095015350e-02,1.3607432019955217e-02,1.3729671680890679e-05,7.0952602181745650e-01,1.5917649929644587e-01,1.1155792368580289e-02,7.5097063242860063e-01,7.3399195041916210e-01,2.4628064875466324e-01,2.0772754811746783e-01,6.7191701332771714e-01,1.5917654985649715e-01,1.0593309006582299e-02,7.1299300629382989e-01,6.9507846409930774e-01,2.3874414557855694e-01,1.9073769985547523e-01
F3,F_3,Ty_electron,enhanced_region_1,1,1,0.0000000000000000e+00,5.0000000057544258e-01,nan,high_s_high_theta_in_low_Egamma,high_s,high_theta_in,low_Egamma,5.1099895000000003e-04,2.1515843999999998e+01,4.6385174355606331e+00,2.2244176079203952e+00,1.7023177961160880e+00,1.5707949999999999e+00,0.0000000000000000e+00,3.1415926535897931e+00,5.0000000000000000e-01,1.3744467859455345e+00,1.0198617632435624e+01,9.7383373522843775e-01,-7.6245855887734226e+00,1.1538740727121930e+00,5.0749408013494057e-01,1.7129718701671220e+02,8.9522765959361972e-01,2.1822436814246235e+00,8.9522765959361972e-01,2.1822436814246235e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,5.5756091229240995e-02,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,3.6894822928314879e-06,1.0655196417391035e-05,4.3439352711829582e-03,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,1.9152297897867734e-01,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,1.8327514696249952e-01,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,7.0902794960359967e-03,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,7.0902762015588880e-03,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,5.3776950059027181e-07,1.4858143204791241e-06,3.1269035473626527e-02,5.7571538299548982e-06,3.1269035723284655e-02,3.1269035753961415e-02,2.0786993927596366e-07,2.6753322155128328e-05,1.0694011875106160e-05,1.9156857620294918e-01,4.1470884666155349e-05,1.9156858578778158e-01,1.9156858421816428e-01,9.1735399531901529e-06,2.6370529951262124e-05,1.7118934883338181e-05,2.2444876375861608e-01,4.7093577595244716e-05,2.2444876814290327e-01,2.2444876724660187e-01,1.2205294846230816e-05,6.4963200055129167e-01,7.1888592902074827e-03,1.9152269618466969e-01,6.7540465164817942e-01,7.0199765519215807e-01,2.6614026887315900e-01,2.0661875668408577e-01,6.2000791736997307e-01,7.0902683028573653e-03,1.8327514217469293e-01,6.4424122408811557e-01,6.6976582641254090e-01,2.5342989787426845e-01,1.8769358970049729e-01
F3,F_3,Ty_electron,enhanced_region_1,1,2,0.0000000000000000e+00,5.0000000064088490e-01,nan,high_s_high_theta_in_low_Egamma,high_s,high_theta_in,low_Egamma,5.1099895000000003e-04,2.1515843999999998e+01,4.6385174355606331e+00,2.2244176079203952e+00,1.6993440952737560e+00,1.5707949999999999e+00,0.0000000000000000e+00,3.1415926535897931e+00,5.0000000000000000e-01,1.4726215563702154e+00,9.9942709186285850e+00,9.7560820473726939e-01,-7.6120131594914184e+00,1.1297170626328619e+00,4.9642101719746412e-01,1.7565292434627293e+02,1.0031933068937531e+00,2.1943221864626397e+00,1.0031933068937531e+00,2.1943221864626397e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,5.9291649394928855e-02,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,3.9639558017525673e-06,7.7945912966791346e-06,4.5641620451482151e-03,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,2.0380115107956751e-01,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,1.9504044274781399e-01,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,2.2244432448632516e-03,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,2.2244444559956795e-03,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,1.1605388118943065e-06,4.7140025902431624e-08,3.3455655179175890e-02,5.2390033078237357e-06,3.3455662188943761e-02,3.3455662168853616e-02,2.0238935661262499e-07,2.9598790232927065e-05,7.8374089470693314e-06,2.0385357108301808e-01,4.1001519153357764e-05,2.0385357439472704e-01,2.0385357239656868e-01,9.6513406019468927e-06,2.9787904237667749e-05,1.3391917490211891e-05,2.3806800926850508e-01,4.5632007693102238e-05,2.3806801781440665e-01,2.3806801632748958e-01,1.2544114160318638e-05,6.4194433988569588e-01,2.2241624375537428e-03,2.0380081636085370e-01,6.6652568916929289e-01,6.9698373353489684e-01,2.7147510816664167e-01,2.0811032896423182e-01,6.1277811831855744e-01,2.3421335719604613e-03,1.9504045169386952e-01,6.3584206650269792e-01,6.6507926329052003e-01,2.5853218323798727e-01,1.8908631562320657e-01
F3,F_3,Ty_electron,enhanced_region_2,2,1,0.0000000000000000e+00,5.0000000083008667e-01,nan,high_s_high_theta_in_low_Egamma,high_s,high_theta_in,low_Egamma,5.1099895000000003e-04,2.1515843999999998e+01,4.6385174355606331e+00,2.2244176079203952e+00,1.8346499989237599e+00,1.5707949999999999e+00,0.0000000000000000e+00,3.1415926535897931e+00,5.0000000000000000e-01,2.7488935718910690e+00,7.1895287070532792e+00,8.4108037083893894e-01,-8.1889628580392628e+00,2.2382840202183552e+00,4.1422605327749140e-01,1.2534424993778869e+02,2.1397557831639764e+00,1.6400387076710086e+00,2.1397557831639764e+00,1.6400387076710086e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,8.0376982099036834e-02,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,2.7627166550418343e-06,6.9364001057309327e-06,3.7986474493137967e-03,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,2.6041079253165839e-01,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,2.4774473213705067e-01,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,3.5278003869480892e-02,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,3.5278001314723841e-02,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,5.7511879470858007e-06,8.5778321821954574e-06,4.9628180839794582e-02,1.0525178652390070e-05,4.9628181815239709e-02,4.9628182223299087e-02,6.0315260537832221e-07,3.9996241430222420e-05,6.9375466022492076e-06,2.6045711575766584e-01,4.1660656765452912e-05,2.6045712425870765e-01,2.6045712128015647e-01,1.2529441612184826e-05,4.3251397438988326e-05,5.3035123547064126e-06,2.9734581460250037e-01,4.4831591567575360e-05,2.9734582269715731e-01,2.9734581959881756e-01,1.5392719751719587e-05,5.5554862019247175e-01,3.5277821851720667e-02,2.6041051134460180e-01,5.7307378189294278e-01,6.2847646818163394e-01,2.9596099280561261e-01,1.9546934661591769e-01,5.2784060945644284e-01,3.5415134766554529e-02,2.4774472275815987e-01,5.4420817630849228e-01,5.9689677459482426e-01,2.8093465567578868e-01,1.7620459859004917e-01
F3,F_3,Ty_electron,enhanced_region_2,2,2,0.0000000000000000e+00,5.0000000081361695e-01,nan,high_s_high_theta_in_low_Egamma,high_s,high_theta_in,low_Egamma,5.1099895000000003e-04,2.1515843999999998e+01,4.6385174355606331e+00,2.2244176079203952e+00,1.8567542511768744e+00,1.5707949999999999e+00,0.0000000000000000e+00,3.1415926535897931e+00,5.0000000000000000e-01,2.8470683423157501e+00,7.0283212895495826e+00,8.2014868823065912e-01,-8.2841047921220685e+00,2.4210923389918872e+00,4.1527281144492523e-01,1.2031700280793638e+02,2.1765262995722496e+00,1.5486345482857813e+00,2.1765262995722496e+00,1.5486345482857813e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,7.9395343980502908e-02,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,2.6030857230230064e-06,7.5277794596285945e-06,3.5459517884738334e-03,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,2.5520930580958756e-01,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,2.4258498172708995e-01,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,2.9927856137862884e-02,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,2.9927855755659739e-02,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,5.9159164859004434e-06,9.3518956537414744e-06,4.9245856223722281e-02,1.1225639234879175e-05,4.9245856597123272e-02,4.9245857129759533e-02,6.3833718541321411e-07,3.9754497077121983e-05,7.5284956593725586e-06,2.5524713015771883e-01,4.1373679837630383e-05,2.5524713628180828e-01,2.5524713329697424e-01,1.2194230245352945e-05,4.3133383380033105e-05,5.7977541789398256e-06,2.9151198351678836e-01,4.4598620327956038e-05,2.9151199087177682e-01,2.9151198773833037e-01,1.5012299183286645e-05,5.5224106825991481e-01,2.9927695399870335e-02,2.5520903671425416e-01,5.7022072102124155e-01,6.2400934404875141e-01,2.9208409211861530e-01,1.9193277006946557e-01,5.2427707836059478e-01,3.0040097164357654e-02,2.4258497766990228e-01,5.4106511531584311e-01,5.9219635952270522e-01,2.7700627328777611e-01,1.7272445293297900e-01
F3,F_3,Ty_electron,enhanced_region_3,3,1,0.0000000000000000e+00,5.0000000061212968e-01,nan,high_s_high_theta_in_low_Egamma,high_s,high_theta_in,low_Egamma,5.1099895000000003e-04,2.1515843999999998e+01,4.6385174355606331e+00,2.2244176079203952e+00,2.1691301643700562e+00,1.5707949999999999e+00,0.0000000000000000e+00,3.1415926535897931e+00,5.0000000000000000e-01,4.1233403578366037e+00,6.6620337772758180e+00,6.1521136038754631e-01,-9.6505740765211527e+00,5.0466638594306570e+00,5.2475546490262570e-01,4.2752377209170319e+01,1.7301189376892725e+00,2.3584878806657159e-01,1.7301189376892725e+00,2.3584878806657159e-01,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,2.9710965846159870e-02,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,6.3395217039651712e-05,6.4434899102012977e-04,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,8.7365738802231391e-02,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,8.2159296880810598e-02,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,1.1864332059496886e-01,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,1.1864331329766162e-01,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,6.6633787214128479e-06,7.0447228886743771e-05,1.8510689003703867e-02,7.0818069183081829e-05,1.8510690369658890e-02,1.8510823222451189e-02,1.5136869479849845e-06,3.5615669735982205e-05,6.3395848109504987e-05,8.7366422087543583e-02,7.4059919443380973e-05,8.7366433932986487e-02,8.7366449674487034e-02,7.4713176847002304e-06,4.0762444884110474e-05,5.8415931183903086e-05,1.0290591120496047e-01,7.3083978219843051e-05,1.0290592335479022e-01,1.0290593186180649e-01,8.6842418409769288e-06,5.8011443930241124e-01,1.1864454018280461e-01,8.7365727421935907e-02,6.1845262711786186e-01,6.1322091976501047e-01,2.3148143899120943e-01,1.6163353657780727e-01,5.4506884663791766e-01,1.1864332508422809e-01,8.2159293019864313e-02,5.8247275786701513e-01,5.7614965509216842e-01,2.2118909711524012e-01,1.4517961321449166e-01
F3,F_3,Ty_electron,enhanced_region_3,3,2,0.0000000000000000e+00,5.0000000062171945e-01,nan,high_s_high_theta_in_low_Egamma,high_s,high_theta_in,low_Egamma,5.1099895000000003e-04,2.1515843999999998e+01,4.6385174355606331e+00,2.2244176079203952e+00,2.1854160863687362e+00,1.5707949999999999e+00,0.0000000000000000e+00,3.1415926535897931e+00,5.0000000000000000e-01,4.2215151282612844e+00,6.7827298280221999e+00,6.1170119177239590e-01,-9.7227891598914766e+00,5.1854198991079556e+00,5.3732825486709024e-01,3.5819798427795405e+01,1.6365004341627181e+00,1.6647076822805426e-01,1.6365004341627181e+00,1.6647076822805426e-01,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,2.4290983561015486e-02,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,8.2047566476698580e-05,5.1006280221792613e-04,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,7.1162689133466919e-02,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,6.6889028119785074e-02,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,1.3223892065120410e-01,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,1.3223890928414142e-01,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,6.7258563108829594e-06,8.8984594512952838e-05,1.5089878332814192e-02,8.9290899943945490e-05,1.5089888144017960e-02,1.5090149012521306e-02,1.5558316021909728e-06,3.5797605704146896e-05,8.2048071995971587e-05,7.1163149606994353e-02,9.0789606798433143e-05,7.1163164527285702e-02,7.1163202822497190e-02,7.4603765049832266e-06,4.1145309742882032e-05,7.7102719248247679e-05,8.4107636136556224e-02,8.9168741571742202e-05,8.4107654160385209e-02,8.4107679436870419e-02,8.6599924403935118e-06,5.8710949293383774e-01,1.3223961133583217e-01,7.1162692084056151e-02,6.2740480589903058e-01,6.1742497864504298e-01,2.3238622679448351e-01,1.6392920105566286e-01,5.5137149341337932e-01,1.3223892236464102e-01,6.6889027313381477e-02,5.9093709664981431e-01,5.7982209504660098e-01,2.2286826205856647e-01,1.4770641354313127e-01
