detail_id,selected_observable,selected_region,incoming_state,alpha_e,alpha_p,final_state_order,final_ket,out_index,hOut,sOut,lambda,amplitude_real,amplitude_imag,amplitude_abs,amplitude_phase,amplitude_abs2,fraction,decomposition_rank,retained_fraction_total
max_c_e_gamma_mixing_angles_polarization_02_local_minimum_1024,C_e_gamma,polarization_cluster_02_local_minimum_1024,cos(alpha_e)|+>+sin(alpha_e)|-> tensor cos(alpha_p)|+>+sin(alpha_p)|->,1.0699292796945796e+00,4.6695473848074370e-01,p_gamma_lepton,|+1-1-1>,2,-1,1,-1,2.4471937708844831e+02,-1.2341767491622400e+01,2.4503039147700724e+02,-5.0389634634763800e-02,6.0039892747375437e+04,2.4040711209721999e-01,1,1.0000000000000000e+00
max_c_e_gamma_mixing_angles_polarization_02_local_minimum_1024,C_e_gamma,polarization_cluster_02_local_minimum_1024,cos(alpha_e)|+>+sin(alpha_e)|-> tensor cos(alpha_p)|+>+sin(alpha_p)|->,1.0699292796945796e+00,4.6695473848074370e-01,p_gamma_lepton,|+1+1+1>,7,1,1,1,2.3521166008545802e+02,1.6720612702355265e+01,2.3580522455895502e+02,7.0968132613712945e-02,5.5604103929299214e+04,2.2264566831660196e-01,2,1.0000000000000000e+00
max_c_e_gamma_mixing_angles_polarization_02_local_minimum_1024,C_e_gamma,polarization_cluster_02_local_minimum_1024,cos(alpha_e)|+>+sin(alpha_e)|-> tensor cos(alpha_p)|+>+sin(alpha_p)|->,1.0699292796945796e+00,4.6695473848074370e-01,p_gamma_lepton,|-1+1+1>,5,1,-1,1,2.3237751577299946e+02,7.1703825651286817e+00,2.3248811630481441e+02,3.0846823227795757e-02,5.4050724222960911e+04,2.1642574499391173e-01,3,1.0000000000000000e+00
max_c_e_gamma_mixing_angles_polarization_02_local_minimum_1024,C_e_gamma,polarization_cluster_02_local_minimum_1024,cos(alpha_e)|+>+sin(alpha_e)|-> tensor cos(alpha_p)|+>+sin(alpha_p)|->,1.0699292796945796e+00,4.6695473848074370e-01,p_gamma_lepton,|-1-1-1>,0,-1,-1,-1,2.2403727458439391e+02,-2.4707478276245851e+00,2.2405089823080564e+02,-1.1027842008868216e-02,5.0198804998030813e+04,2.0100218684743776e-01,4,1.0000000000000000e+00
max_c_e_gamma_mixing_angles_polarization_02_local_minimum_1024,C_e_gamma,polarization_cluster_02_local_minimum_1024,cos(alpha_e)|+>+sin(alpha_e)|-> tensor cos(alpha_p)|+>+sin(alpha_p)|->,1.0699292796945796e+00,4.6695473848074370e-01,p_gamma_lepton,|+1+1-1>,3,-1,1,1,-9.4186005000318005e+01,-2.9156879784680051e+01,9.8595776667655571e+01,-2.8413820613523884e+00,9.7211271766982118e+03,3.8924588368489027e-02,5,1.0000000000000000e+00
max_c_e_gamma_mixing_angles_polarization_02_local_minimum_1024,C_e_gamma,polarization_cluster_02_local_minimum_1024,cos(alpha_e)|+>+sin(alpha_e)|-> tensor cos(alpha_p)|+>+sin(alpha_p)|->,1.0699292796945796e+00,4.6695473848074370e-01,p_gamma_lepton,|+1-1+1>,6,1,1,-1,8.1050810708547630e+01,-2.9618077775340659e+01,8.6292899172637291e+01,-3.5035076797291009e-01,7.4464644476189478e+03,2.9816559145418312e-02,6,1.0000000000000000e+00
max_c_e_gamma_mixing_angles_polarization_02_local_minimum_1024,C_e_gamma,polarization_cluster_02_local_minimum_1024,cos(alpha_e)|+>+sin(alpha_e)|-> tensor cos(alpha_p)|+>+sin(alpha_p)|->,1.0699292796945796e+00,4.6695473848074370e-01,p_gamma_lepton,|-1+1-1>,1,-1,-1,1,-6.6808150930552188e+01,-4.8139399256601301e+01,8.2345192886688338e+01,-2.5171997264344657e+00,6.7807307915459050e+03,2.7150879738630226e-02,7,1.0000000000000000e+00
max_c_e_gamma_mixing_angles_polarization_02_local_minimum_1024,C_e_gamma,polarization_cluster_02_local_minimum_1024,cos(alpha_e)|+>+sin(alpha_e)|-> tensor cos(alpha_p)|+>+sin(alpha_p)|->,1.0699292796945796e+00,4.6695473848074370e-01,p_gamma_lepton,|-1-1+1>,4,1,-1,-1,7.3242888728068820e+01,-2.3156257816790109e+01,7.6816228918828884e+01,-3.0621310767184212e-01,5.9007330253099226e+03,2.3627260492290966e-02,8,1.0000000000000000e+00
max_c_e_gamma_mixing_angles_polarization_02_local_minimum_1032,C_e_gamma,polarization_cluster_02_local_minimum_1032,cos(alpha_e)|+>+sin(alpha_e)|-> tensor cos(alpha_p)|+>+sin(alpha_p)|->,2.0739295733276433e+00,1.1208552232055076e+00,p_gamma_lepton,|-1-1+1>,4,1,-1,-1,-5.9892110515685182e+01,-9.7260202354677362e-04,5.9892110523582339e+01,-3.1415764143553586e+00,3.5870649029690017e+03,3.6042060741231530e-01,1,9.8734151942625714e-01
max_c_e_gamma_mixing_angles_polarization_02_local_minimum_1032,C_e_gamma,polarization_cluster_02_local_minimum_1032,cos(alpha_e)|+>+sin(alpha_e)|-> tensor cos(alpha_p)|+>+sin(alpha_p)|->,2.0739295733276433e+00,1.1208552232055076e+00,p_gamma_lepton,|-1+1-1>,1,-1,-1,1,-5.9670765864933905e+01,-3.5234698116880123e-04,5.9670765865974182e+01,-3.1415867487387987e+00,3.5606002990319098e+03,3.5776150062614087e-01,2,9.8734151942625714e-01
